POA_CODE_2021	DwellingStructure	DwellingSubtype	NumberBedrooms.min	occupied_private_dwellings
POA2010		2 storeys or more	2	897
POA2010		2 storeys or more	3	986
POA2010		2 storeys or more	4	424
POA2010		2 storeys or more	5	116
POA2010		2 storeys or more	6	40
POA2010	(Other)		0	7
POA2010	(Other)		1	27
POA2010	(Other)		2	30
POA2010	(Other)		3	9
POA2010	Flat/apartment	1 or 2 storey block		8
POA2010	Flat/apartment	1 or 2 storey block	0	73
POA2010	Flat/apartment	1 or 2 storey block	1	323
POA2010	Flat/apartment	1 or 2 storey block	2	217
POA2010	Flat/apartment	1 or 2 storey block	3	52
POA2010	Flat/apartment	1 or 2 storey block	4	7
POA2010	Flat/apartment	1 or 2 storey block	5	3
POA2010	Flat/apartment	1 or 2 storey block	6	3
POA2010	Flat/apartment	3 storey block		23
POA2010	Flat/apartment	3 storey block	0	137
POA2010	Flat/apartment	3 storey block	1	588
POA2010	Flat/apartment	3 storey block	2	513
POA2010	Flat/apartment	3 storey block	3	59
POA2010	Flat/apartment	3 storey block	4	6
POA2010	Flat/apartment	3 storey block	6	4
POA2010	Flat/apartment	4-8 storey block		41
POA2010	Flat/apartment	4-8 storey block	0	383
POA2010	Flat/apartment	4-8 storey block	1	1514
POA2010	Flat/apartment	4-8 storey block	2	1261
POA2010	Flat/apartment	4-8 storey block	3	191
POA2010	Flat/apartment	4-8 storey block	4	19
POA2010	Flat/apartment	4-8 storey block	6	6
POA2010	Flat/apartment	9 or more storey block		37
POA2010	Flat/apartment	9 or more storey block	0	347
POA2010	Flat/apartment	9 or more storey block	1	2045
POA2010	Flat/apartment	9 or more storey block	2	1493
POA2010	Flat/apartment	9 or more storey block	3	190
POA2010	Flat/apartment	9 or more storey block	4	6
POA2010	Separate house		1	18
POA2010	Separate house		2	36
POA2010	Separate house		3	39
POA2010	Separate house		4	14
POA2010	Separate house		5	6
POA2010	Separate house		6	5
POA2011				5
POA2011			0	13
POA2011			1	16
POA2011			2	9
POA2011			4	3
POA2011		1 storey	1	3
POA2011		1 storey	2	3
POA2011		2 storeys or more		9
POA2011		2 storeys or more	0	51
POA2011		2 storeys or more	1	256
POA2011		2 storeys or more	2	269
POA2011		2 storeys or more	3	247
POA2011		2 storeys or more	4	78
POA2011		2 storeys or more	5	17
POA2011		2 storeys or more	6	9
POA2011	(Other)		0	10
POA2011	(Other)		1	31
POA2011	(Other)		2	12
POA2011	(Other)		3	9
POA2011	Flat/apartment	1 or 2 storey block	0	30
POA2011	Flat/apartment	1 or 2 storey block	1	97
POA2011	Flat/apartment	1 or 2 storey block	2	81
POA2011	Flat/apartment	1 or 2 storey block	3	15
POA2011	Flat/apartment	1 or 2 storey block	4	4
POA2011	Flat/apartment	3 storey block		9
POA2011	Flat/apartment	3 storey block	0	274
POA2011	Flat/apartment	3 storey block	1	589
POA2011	Flat/apartment	3 storey block	2	384
POA2011	Flat/apartment	3 storey block	3	114
POA2011	Flat/apartment	3 storey block	4	16
POA2011	Flat/apartment	4-8 storey block		51
POA2011	Flat/apartment	4-8 storey block	0	932
POA2011	Flat/apartment	4-8 storey block	1	2136
POA2011	Flat/apartment	4-8 storey block	2	1303
POA2011	Flat/apartment	4-8 storey block	3	288
POA2011	Flat/apartment	4-8 storey block	4	11
POA2011	Flat/apartment	4-8 storey block	5	8
POA2011	Flat/apartment	4-8 storey block	6	5
POA2011	Flat/apartment	9 or more storey block		23
POA2011	Flat/apartment	9 or more storey block	0	192
POA2011	Flat/apartment	9 or more storey block	1	1026
POA2011	Flat/apartment	9 or more storey block	2	1131
POA2011	Flat/apartment	9 or more storey block	3	241
POA2011	Flat/apartment	9 or more storey block	4	15
POA2011	Flat/apartment	9 or more storey block	5	3
POA2011	Separate house		1	4
POA2011	Separate house		2	6
POA2011	Separate house		3	8
POA2011	Separate house		4	6
POA2011	Separate house		5	3
POA2011	Separate house		6	3
POA2015			0	7
POA2015			1	13
POA2015			2	4
POA2015			4	4
POA2015		1 storey		4
POA2015		1 storey	1	55
POA2015		1 storey	2	293
POA2015		1 storey	3	140
POA2015		1 storey	4	41
POA2015		1 storey	5	8
POA2015		2 storeys or more		7
POA2015		2 storeys or more	0	15
POA2015		2 storeys or more	1	62
POA2015		2 storeys or more	2	215
POA2015		2 storeys or more	3	500
POA2015		2 storeys or more	4	197
POA2015		2 storeys or more	5	13
POA2015		2 storeys or more	6	4
POA2015	(Other)		1	7
POA2015	(Other)		2	9
POA2015	(Other)		3	16
POA2015	(Other)		4	3
POA2015	Flat/apartment	1 or 2 storey block		4
POA2015	Flat/apartment	1 or 2 storey block	0	13
POA2015	Flat/apartment	1 or 2 storey block	1	51
POA2015	Flat/apartment	1 or 2 storey block	2	66
POA2015	Flat/apartment	1 or 2 storey block	3	42
POA2015	Flat/apartment	1 or 2 storey block	4	5
POA2015	Flat/apartment	1 or 2 storey block	5	4
POA2015	Flat/apartment	3 storey block		4
POA2015	Flat/apartment	3 storey block	0	9
POA2015	Flat/apartment	3 storey block	1	207
POA2015	Flat/apartment	3 storey block	2	369
POA2015	Flat/apartment	3 storey block	3	59
POA2015	Flat/apartment	3 storey block	4	27
POA2015	Flat/apartment	4-8 storey block		21
POA2015	Flat/apartment	4-8 storey block	0	30
POA2015	Flat/apartment	4-8 storey block	1	978
POA2015	Flat/apartment	4-8 storey block	2	1136
POA2015	Flat/apartment	4-8 storey block	3	220
POA2015	Flat/apartment	4-8 storey block	4	3
POA2015	Flat/apartment	9 or more storey block	1	39
POA2015	Flat/apartment	9 or more storey block	2	46
POA2015	Flat/apartment	9 or more storey block	3	4
POA2015	Separate house			4
POA2015	Separate house		0	3
POA2015	Separate house		1	8
POA2015	Separate house		2	58
POA2015	Separate house		3	137
POA2015	Separate house		4	70
POA2015	Separate house		5	9
POA2016			0	6
POA2016			1	14
POA2016			2	9
POA2016		1 storey		4
POA2016		1 storey	0	6
POA2016		1 storey	1	24
POA2016		1 storey	2	179
POA2016		1 storey	3	110
POA2016		1 storey	4	17
POA2016		2 storeys or more		19
POA2016		2 storeys or more	0	13
POA2016		2 storeys or more	1	42
POA2016		2 storeys or more	2	391
POA2016		2 storeys or more	3	541
POA2016		2 storeys or more	4	265
POA2016		2 storeys or more	5	50
POA2016		2 storeys or more	6	23
POA2016	(Other)		1	25
POA2016	(Other)		2	22
POA2016	(Other)		3	16
POA2016	(Other)		4	3
POA2016	(Other)		6	3
POA2016	Flat/apartment	1 or 2 storey block	0	32
POA2016	Flat/apartment	1 or 2 storey block	1	62
POA2016	Flat/apartment	1 or 2 storey block	2	65
POA2016	Flat/apartment	1 or 2 storey block	3	31
POA2016	Flat/apartment	1 or 2 storey block	4	10
POA2016	Flat/apartment	1 or 2 storey block	6	4
POA2016	Flat/apartment	3 storey block		27
POA2016	Flat/apartment	3 storey block	0	49
POA2016	Flat/apartment	3 storey block	1	305
POA2016	Flat/apartment	3 storey block	2	513
POA2016	Flat/apartment	3 storey block	3	91
POA2016	Flat/apartment	3 storey block	4	9
POA2016	Flat/apartment	4-8 storey block		26
POA2016	Flat/apartment	4-8 storey block	0	60
POA2016	Flat/apartment	4-8 storey block	1	611
POA2016	Flat/apartment	4-8 storey block	2	697
POA2016	Flat/apartment	4-8 storey block	3	334
POA2016	Flat/apartment	4-8 storey block	4	8
POA2016	Flat/apartment	9 or more storey block		28
POA2016	Flat/apartment	9 or more storey block	0	20
POA2016	Flat/apartment	9 or more storey block	1	341
POA2016	Flat/apartment	9 or more storey block	2	621
POA2016	Flat/apartment	9 or more storey block	3	54
POA2016	Flat/apartment	Attached to a house	1	4
POA2016	Flat/apartment	Attached to a house	2	3
POA2016	Flat/apartment	Attached to a house	3	3
POA2016	Separate house		1	8
POA2016	Separate house		2	19
POA2016	Separate house		3	37
POA2016	Separate house		4	9
POA2016	Separate house		5	6
POA2017			1	10
POA2017			2	14
POA2017		1 storey		4
POA2017		1 storey	1	34
POA2017		1 storey	2	101
POA2017		1 storey	3	67
POA2017		1 storey	4	20
POA2017		1 storey	5	5
POA2017		2 storeys or more		4
POA2017		2 storeys or more	0	7
POA2017		2 storeys or more	1	115
POA2017		2 storeys or more	2	271
POA2017		2 storeys or more	3	324
POA2017		2 storeys or more	4	113
POA2017		2 storeys or more	5	7
POA2017		2 storeys or more	6	7
POA2017	(Other)		1	4
POA2017	(Other)		3	3
POA2017	Flat/apartment	1 or 2 storey block		10
POA2017	Flat/apartment	1 or 2 storey block	0	9
POA2017	Flat/apartment	1 or 2 storey block	1	58
POA2017	Flat/apartment	1 or 2 storey block	2	19
POA2017	Flat/apartment	1 or 2 storey block	3	14
POA2017	Flat/apartment	1 or 2 storey block	4	3
POA2017	Flat/apartment	3 storey block		22
POA2017	Flat/apartment	3 storey block	0	32
POA2017	Flat/apartment	3 storey block	1	198
POA2017	Flat/apartment	3 storey block	2	276
POA2017	Flat/apartment	3 storey block	3	144
POA2017	Flat/apartment	3 storey block	4	10
POA2017	Flat/apartment	4-8 storey block		55
POA2017	Flat/apartment	4-8 storey block	0	54
POA2017	Flat/apartment	4-8 storey block	1	1550
POA2017	Flat/apartment	4-8 storey block	2	2809
POA2017	Flat/apartment	4-8 storey block	3	484
POA2017	Flat/apartment	4-8 storey block	4	13
POA2017	Flat/apartment	9 or more storey block		130
POA2017	Flat/apartment	9 or more storey block	0	212
POA2017	Flat/apartment	9 or more storey block	1	2023
POA2017	Flat/apartment	9 or more storey block	2	4103
POA2017	Flat/apartment	9 or more storey block	3	681
POA2017	Flat/apartment	9 or more storey block	4	23
POA2017	Flat/apartment	9 or more storey block	6	3
POA2017	Flat/apartment	Attached to a house	2	3
POA2017	Separate house		1	6
POA2017	Separate house		2	19
POA2017	Separate house		3	16
POA2017	Separate house		4	12
POA2017	Separate house		5	5
POA2018				5
POA2018			3	5
POA2018		1 storey		6
POA2018		1 storey	1	14
POA2018		1 storey	2	59
POA2018		1 storey	3	94
POA2018		1 storey	4	30
POA2018		1 storey	5	6
POA2018		2 storeys or more	2	12
POA2018		2 storeys or more	3	82
POA2018		2 storeys or more	4	12
POA2018		2 storeys or more	5	8
POA2018	(Other)		1	19
POA2018	(Other)		2	24
POA2018	(Other)		3	13
POA2018	(Other)		4	6
POA2018	Flat/apartment	1 or 2 storey block		12
POA2018	Flat/apartment	1 or 2 storey block	0	4
POA2018	Flat/apartment	1 or 2 storey block	1	61
POA2018	Flat/apartment	1 or 2 storey block	2	877
POA2018	Flat/apartment	1 or 2 storey block	3	161
POA2018	Flat/apartment	1 or 2 storey block	4	18
POA2018	Flat/apartment	1 or 2 storey block	5	4
POA2018	Flat/apartment	3 storey block		26
POA2018	Flat/apartment	3 storey block	0	18
POA2018	Flat/apartment	3 storey block	1	58
POA2018	Flat/apartment	3 storey block	2	653
POA2018	Flat/apartment	3 storey block	3	142
POA2018	Flat/apartment	3 storey block	4	3
POA2018	Flat/apartment	4-8 storey block		44
POA2018	Flat/apartment	4-8 storey block	0	9
POA2018	Flat/apartment	4-8 storey block	1	959
POA2018	Flat/apartment	4-8 storey block	2	1700
POA2018	Flat/apartment	4-8 storey block	3	373
POA2018	Flat/apartment	4-8 storey block	4	17
POA2018	Flat/apartment	9 or more storey block		20
POA2018	Flat/apartment	9 or more storey block	1	99
POA2018	Flat/apartment	9 or more storey block	2	342
POA2018	Flat/apartment	9 or more storey block	3	108
POA2018	Flat/apartment	9 or more storey block	4	7
POA2018	Flat/apartment	Attached to a house	1	10
POA2018	Flat/apartment	Attached to a house	2	10
POA2018	Flat/apartment	Attached to a house	3	6
POA2018	Flat/apartment	Attached to a house	4	7
POA2018	Separate house			24
POA2018	Separate house		0	3
POA2018	Separate house		1	26
POA2018	Separate house		2	225
POA2018	Separate house		3	983
POA2018	Separate house		4	563
POA2018	Separate house		5	161
POA2018	Separate house		6	44
POA2019			2	4
POA2019			3	6
POA2019		1 storey	1	20
POA2019		1 storey	2	125
POA2019		1 storey	3	126
POA2019		1 storey	4	14
POA2019		2 storeys or more		6
POA2019		2 storeys or more	1	21
POA2019		2 storeys or more	2	108
POA2019		2 storeys or more	3	448
POA2019		2 storeys or more	4	136
POA2019		2 storeys or more	5	8
POA2019	(Other)		1	10
POA2019	(Other)		2	14
POA2019	(Other)		3	11
POA2019	(Other)		4	5
POA2019	Flat/apartment	1 or 2 storey block		9
POA2019	Flat/apartment	1 or 2 storey block	0	20
POA2019	Flat/apartment	1 or 2 storey block	1	82
POA2019	Flat/apartment	1 or 2 storey block	2	93
POA2019	Flat/apartment	1 or 2 storey block	3	22
POA2019	Flat/apartment	3 storey block		4
POA2019	Flat/apartment	3 storey block	0	11
POA2019	Flat/apartment	3 storey block	1	55
POA2019	Flat/apartment	3 storey block	2	362
POA2019	Flat/apartment	3 storey block	3	154
POA2019	Flat/apartment	3 storey block	4	13
POA2019	Flat/apartment	4-8 storey block		18
POA2019	Flat/apartment	4-8 storey block	0	13
POA2019	Flat/apartment	4-8 storey block	1	489
POA2019	Flat/apartment	4-8 storey block	2	942
POA2019	Flat/apartment	4-8 storey block	3	242
POA2019	Flat/apartment	9 or more storey block	1	6
POA2019	Flat/apartment	9 or more storey block	2	15
POA2019	Flat/apartment	9 or more storey block	3	4
POA2019	Flat/apartment	Attached to a house	1	4
POA2019	Flat/apartment	Attached to a house	2	10
POA2019	Flat/apartment	Attached to a house	3	4
POA2019	Separate house			16
POA2019	Separate house		0	12
POA2019	Separate house		1	30
POA2019	Separate house		2	114
POA2019	Separate house		3	570
POA2019	Separate house		4	412
POA2019	Separate house		5	139
POA2019	Separate house		6	37
POA2020				3
POA2020			1	4
POA2020			2	11
POA2020			3	3
POA2020		1 storey	1	5
POA2020		1 storey	2	91
POA2020		1 storey	3	135
POA2020		1 storey	4	44
POA2020		1 storey	5	13
POA2020		1 storey	6	5
POA2020		2 storeys or more	3	7
POA2020		2 storeys or more	4	12
POA2020	(Other)		1	3
POA2020	(Other)		2	23
POA2020	(Other)		3	7
POA2020	(Other)		5	3
POA2020	Flat/apartment	1 or 2 storey block		10
POA2020	Flat/apartment	1 or 2 storey block	0	3
POA2020	Flat/apartment	1 or 2 storey block	1	81
POA2020	Flat/apartment	1 or 2 storey block	2	184
POA2020	Flat/apartment	1 or 2 storey block	3	42
POA2020	Flat/apartment	1 or 2 storey block	4	7
POA2020	Flat/apartment	1 or 2 storey block	5	9
POA2020	Flat/apartment	3 storey block		3
POA2020	Flat/apartment	3 storey block	0	4
POA2020	Flat/apartment	3 storey block	1	74
POA2020	Flat/apartment	3 storey block	2	243
POA2020	Flat/apartment	3 storey block	3	61
POA2020	Flat/apartment	3 storey block	4	4
POA2020	Flat/apartment	4-8 storey block		21
POA2020	Flat/apartment	4-8 storey block	0	5
POA2020	Flat/apartment	4-8 storey block	1	517
POA2020	Flat/apartment	4-8 storey block	2	1128
POA2020	Flat/apartment	4-8 storey block	3	257
POA2020	Flat/apartment	4-8 storey block	4	7
POA2020	Flat/apartment	9 or more storey block		47
POA2020	Flat/apartment	9 or more storey block	0	5
POA2020	Flat/apartment	9 or more storey block	1	737
POA2020	Flat/apartment	9 or more storey block	2	1789
POA2020	Flat/apartment	9 or more storey block	3	747
POA2020	Flat/apartment	9 or more storey block	4	20
POA2020	Flat/apartment	Attached to a house	2	4
POA2020	Flat/apartment	Attached to a house	3	3
POA2020	Separate house			23
POA2020	Separate house		1	15
POA2020	Separate house		2	230
POA2020	Separate house		3	830
POA2020	Separate house		4	441
POA2020	Separate house		5	126
POA2020	Separate house		6	39
POA2021		1 storey	0	4
POA2021		1 storey	1	37
POA2021		1 storey	2	98
POA2021		1 storey	3	83
POA2021		1 storey	4	26
POA2021		1 storey	5	3
POA2021		2 storeys or more		18
POA2021		2 storeys or more	0	15
POA2021		2 storeys or more	1	103
POA2021		2 storeys or more	2	801
POA2021		2 storeys or more	3	1541
POA2021		2 storeys or more	4	628
POA2021		2 storeys or more	5	76
POA2021		2 storeys or more	6	15
POA2021	(Other)		0	4
POA2021	(Other)		1	13
POA2021	(Other)		2	27
POA2021	(Other)		3	14
POA2021	Flat/apartment	1 or 2 storey block	0	33
POA2021	Flat/apartment	1 or 2 storey block	1	136
POA2021	Flat/apartment	1 or 2 storey block	2	131
POA2021	Flat/apartment	1 or 2 storey block	3	29
POA2021	Flat/apartment	1 or 2 storey block	4	4
POA2021	Flat/apartment	3 storey block		9
POA2021	Flat/apartment	3 storey block	0	81
POA2021	Flat/apartment	3 storey block	1	190
POA2021	Flat/apartment	3 storey block	2	352
POA2021	Flat/apartment	3 storey block	3	63
POA2021	Flat/apartment	4-8 storey block		8
POA2021	Flat/apartment	4-8 storey block	0	215
POA2021	Flat/apartment	4-8 storey block	1	472
POA2021	Flat/apartment	4-8 storey block	2	360
POA2021	Flat/apartment	4-8 storey block	3	83
POA2021	Flat/apartment	4-8 storey block	4	5
POA2021	Flat/apartment	4-8 storey block	6	5
POA2021	Flat/apartment	9 or more storey block		3
POA2021	Flat/apartment	9 or more storey block	0	41
POA2021	Flat/apartment	9 or more storey block	1	252
POA2021	Flat/apartment	9 or more storey block	2	156
POA2021	Flat/apartment	9 or more storey block	3	5
POA2021	Separate house			3
POA2021	Separate house		0	4
POA2021	Separate house		1	17
POA2021	Separate house		2	59
POA2021	Separate house		3	195
POA2021	Separate house		4	121
POA2021	Separate house		5	45
POA2021	Separate house		6	19
POA2022			0	9
POA2022			3	4
POA2022		1 storey	1	13
POA2022		1 storey	2	150
POA2022		1 storey	3	220
POA2022		1 storey	4	115
POA2022		1 storey	5	12
POA2022		2 storeys or more		13
POA2022		2 storeys or more	1	19
POA2022		2 storeys or more	2	164
POA2022		2 storeys or more	3	438
POA2022		2 storeys or more	4	244
POA2022		2 storeys or more	5	58
POA2022		2 storeys or more	6	13
POA2022	(Other)			9
POA2022	(Other)		0	21
POA2022	(Other)		1	97
POA2022	(Other)		2	82
POA2022	(Other)		3	56
POA2022	(Other)		4	4
POA2022	Flat/apartment		0	4
POA2022	Flat/apartment	1 or 2 storey block		9
POA2022	Flat/apartment	1 or 2 storey block	0	7
POA2022	Flat/apartment	1 or 2 storey block	1	121
POA2022	Flat/apartment	1 or 2 storey block	2	181
POA2022	Flat/apartment	1 or 2 storey block	3	43
POA2022	Flat/apartment	1 or 2 storey block	4	11
POA2022	Flat/apartment	1 or 2 storey block	5	3
POA2022	Flat/apartment	1 or 2 storey block	6	4
POA2022	Flat/apartment	3 storey block		9
POA2022	Flat/apartment	3 storey block	0	22
POA2022	Flat/apartment	3 storey block	1	212
POA2022	Flat/apartment	3 storey block	2	386
POA2022	Flat/apartment	3 storey block	3	72
POA2022	Flat/apartment	3 storey block	6	6
POA2022	Flat/apartment	4-8 storey block		5
POA2022	Flat/apartment	4-8 storey block	0	46
POA2022	Flat/apartment	4-8 storey block	1	123
POA2022	Flat/apartment	4-8 storey block	2	185
POA2022	Flat/apartment	4-8 storey block	3	80
POA2022	Flat/apartment	9 or more storey block		21
POA2022	Flat/apartment	9 or more storey block	0	48
POA2022	Flat/apartment	9 or more storey block	1	511
POA2022	Flat/apartment	9 or more storey block	2	715
POA2022	Flat/apartment	9 or more storey block	3	296
POA2022	Flat/apartment	9 or more storey block	4	10
POA2022	Flat/apartment	Attached to a house	3	6
POA2022	Separate house		2	53
POA2022	Separate house		3	260
POA2022	Separate house		4	229
POA2022	Separate house		5	81
POA2022	Separate house		6	19
POA2023			2	4
POA2023		1 storey	2	13
POA2023		1 storey	3	29
POA2023		1 storey	4	8
POA2023		1 storey	5	9
POA2023		2 storeys or more	2	11
POA2023		2 storeys or more	3	52
POA2023		2 storeys or more	4	44
POA2023		2 storeys or more	5	4
POA2023		2 storeys or more	6	6
POA2023	(Other)		0	3
POA2023	(Other)		1	7
POA2023	(Other)		3	6
POA2023	Flat/apartment	1 or 2 storey block	1	24
POA2023	Flat/apartment	1 or 2 storey block	2	121
POA2023	Flat/apartment	1 or 2 storey block	3	113
POA2023	Flat/apartment	1 or 2 storey block	4	20
POA2023	Flat/apartment	1 or 2 storey block	5	8
POA2023	Flat/apartment	3 storey block		7
POA2023	Flat/apartment	3 storey block	0	9
POA2023	Flat/apartment	3 storey block	1	134
POA2023	Flat/apartment	3 storey block	2	611
POA2023	Flat/apartment	3 storey block	3	348
POA2023	Flat/apartment	3 storey block	4	29
POA2023	Flat/apartment	3 storey block	5	7
POA2023	Flat/apartment	4-8 storey block		15
POA2023	Flat/apartment	4-8 storey block	0	4
POA2023	Flat/apartment	4-8 storey block	1	100
POA2023	Flat/apartment	4-8 storey block	2	491
POA2023	Flat/apartment	4-8 storey block	3	284
