POA_CODE_2021	MotorVehicles.min	occupied_private_dwellings
POA5231	3	107
POA5231	4	77
POA5232	1	17
POA5232	2	55
POA5232	3	34
POA5232	4	42
POA5233		6
POA5233	0	10
POA5233	1	100
POA5233	2	219
POA5233	3	91
POA5233	4	96
POA5234		3
POA5234	0	5
POA5234	1	92
POA5234	2	180
POA5234	3	111
POA5234	4	88
POA5235		16
POA5235	0	14
POA5235	1	256
POA5235	2	378
POA5235	3	213
POA5235	4	150
POA5236	1	30
POA5236	2	58
POA5236	3	23
POA5236	4	21
POA5237		4
POA5237	1	36
POA5237	2	40
POA5237	3	35
POA5237	4	36
POA5238		40
POA5238	0	69
POA5238	1	715
POA5238	2	670
POA5238	3	251
POA5238	4	195
POA5240		3
POA5240	0	4
POA5240	1	26
POA5240	2	71
POA5240	3	48
POA5240	4	31
POA5241		13
POA5241	0	27
POA5241	1	297
POA5241	2	397
POA5241	3	133
POA5241	4	90
POA5242		4
POA5242	0	10
POA5242	1	161
POA5242	2	253
POA5242	3	124
POA5242	4	75
POA5243		3
POA5243	0	4
POA5243	1	72
POA5243	2	124
POA5243	3	60
POA5243	4	51
POA5244		10
POA5244	0	25
POA5244	1	421
POA5244	2	632
POA5244	3	280
POA5244	4	227
POA5245		7
POA5245	0	48
POA5245	1	338
POA5245	2	454
POA5245	3	181
POA5245	4	156
POA5250		10
POA5250	0	14
POA5250	1	323
POA5250	2	589
POA5250	3	215
POA5250	4	166
POA5251		76
POA5251	0	378
POA5251	1	2514
POA5251	2	2910
POA5251	3	932
POA5251	4	515
POA5252		19
POA5252	0	48
POA5252	1	676
POA5252	2	1073
POA5252	3	404
POA5252	4	246
POA5253		137
POA5253	0	553
POA5253	1	2762
POA5253	2	2499
POA5253	3	960
POA5253	4	632
POA5254		7
POA5254	0	17
POA5254	1	206
POA5254	2	339
POA5254	3	196
POA5254	4	158
POA5255		46
POA5255	0	116
POA5255	1	1084
POA5255	2	1415
POA5255	3	714
POA5255	4	494
POA5256		12
POA5256	0	16
POA5256	1	247
POA5256	2	240
POA5256	3	102
POA5256	4	63
POA5259		7
POA5259	0	14
POA5259	1	114
POA5259	2	182
POA5259	3	65
POA5259	4	57
POA5260		16
POA5260	0	45
POA5260	1	271
POA5260	2	232
POA5260	3	97
POA5260	4	62
POA5261	0	4
POA5261	1	27
POA5261	2	43
POA5261	3	24
POA5261	4	31
POA5262		4
POA5262	1	22
POA5262	2	71
POA5262	3	45
POA5262	4	31
POA5263	1	11
POA5263	2	22
POA5263	3	15
POA5263	4	8
POA5264		12
POA5264	0	27
POA5264	1	173
POA5264	2	176
POA5264	3	70
POA5264	4	60
POA5265	0	5
POA5265	1	55
POA5265	2	60
POA5265	3	23
POA5265	4	30
POA5266		3
POA5266	0	7
POA5266	1	69
POA5266	2	85
POA5266	3	43
POA5266	4	25
POA5267		21
POA5267	0	24
POA5267	1	208
POA5267	2	284
POA5267	3	136
POA5267	4	78
POA5268		26
POA5268	0	44
POA5268	1	417
POA5268	2	520
POA5268	3	211
POA5268	4	153
POA5269	0	3
POA5269	1	12
POA5269	2	39
POA5269	3	24
POA5269	4	20
POA5270		3
POA5270	1	36
POA5270	2	95
POA5270	3	58
POA5270	4	36
POA5271		71
POA5271	0	115
POA5271	1	873
POA5271	2	1131
POA5271	3	437
POA5271	4	271
POA5272		7
POA5272	0	13
POA5272	1	72
POA5272	2	130
POA5272	3	47
POA5272	4	74
POA5273	1	8
POA5273	2	18
POA5273	3	16
POA5273	4	3
POA5275		15
POA5275	0	38
POA5275	1	324
POA5275	2	380
POA5275	3	150
POA5275	4	108
POA5276		12
POA5276	0	17
POA5276	1	169
POA5276	2	239
POA5276	3	85
POA5276	4	35
POA5277		14
POA5277	0	31
POA5277	1	381
POA5277	2	442
POA5277	3	177
POA5277	4	118
POA5278		5
POA5278	1	51
POA5278	2	81
POA5278	3	30
POA5278	4	27
POA5279		5
POA5279	0	4
POA5279	1	56
POA5279	2	85
POA5279	3	32
POA5279	4	30
POA5280		55
POA5280	0	160
POA5280	1	977
POA5280	2	1064
POA5280	3	503
POA5280	4	283
POA5290		153
POA5290	0	811
POA5290	1	4037
POA5290	2	3681
POA5290	3	1219
POA5290	4	632
POA5291		54
POA5291	0	31
POA5291	1	531
POA5291	2	1283
POA5291	3	728
POA5291	4	614
POA5301		7
POA5301	0	4
POA5301	1	52
POA5301	2	64
POA5301	3	32
POA5301	4	44
POA5302		7
POA5302	0	15
POA5302	1	103
POA5302	2	124
POA5302	3	56
POA5302	4	43
POA5303	1	7
POA5303	2	22
POA5303	3	15
POA5303	4	6
POA5304		3
POA5304	0	17
POA5304	1	101
POA5304	2	130
POA5304	3	60
POA5304	4	37
POA5306	1	7
POA5306	2	13
POA5306	3	9
POA5306	4	7
POA5307		7
POA5307	0	14
POA5307	1	64
POA5307	2	74
POA5307	3	42
POA5307	4	30
POA5308	1	19
POA5308	2	19
POA5308	3	5
POA5308	4	9
POA5309	1	5
POA5309	2	8
POA5309	3	13
POA5309	4	12
POA5310	2	5
POA5310	4	4
POA5311		7
POA5311	0	6
POA5311	1	28
POA5311	2	57
POA5311	3	24
POA5311	4	36
POA5320		7
POA5320	0	12
POA5320	1	120
POA5320	2	108
POA5320	3	41
POA5320	4	30
POA5321		3
POA5321	1	52
POA5321	2	45
POA5321	3	24
POA5321	4	11
POA5322		5
POA5322	0	10
POA5322	1	103
POA5322	2	153
POA5322	3	75
POA5322	4	45
POA5330		35
POA5330	0	78
POA5330	1	476
POA5330	2	466
POA5330	3	193
POA5330	4	126
POA5331	0	3
POA5331	1	30
POA5331	2	50
POA5331	3	26
POA5331	4	13
POA5332		6
POA5332	0	3
POA5332	1	42
POA5332	2	54
POA5332	3	29
POA5332	4	14
POA5333		46
POA5333	0	122
POA5333	1	709
POA5333	2	969
POA5333	3	344
POA5333	4	220
POA5340		9
POA5340	0	12
POA5340	1	147
POA5340	2	216
POA5340	3	92
POA5340	4	59
POA5341		51
POA5341	0	199
POA5341	1	1037
POA5341	2	1122
POA5341	3	485
POA5341	4	258
POA5342		9
POA5342	0	7
POA5342	1	84
POA5342	2	168
POA5342	3	90
POA5342	4	74
POA5343		41
POA5343	0	194
POA5343	1	787
POA5343	2	672
POA5343	3	256
POA5343	4	122
POA5344		10
POA5344	0	5
POA5344	1	64
POA5344	2	121
POA5344	3	71
POA5344	4	61
POA5345		32
POA5345	0	89
POA5345	1	525
POA5345	2	496
POA5345	3	213
POA5345	4	133
POA5346	0	5
POA5346	1	33
POA5346	2	50
POA5346	3	38
POA5346	4	21
POA5350	1	19
POA5350	2	74
POA5350	3	42
POA5350	4	51
POA5351		32
POA5351	0	26
POA5351	1	473
POA5351	2	895
POA5351	3	450
POA5351	4	336
POA5352		17
POA5352	0	71
POA5352	1	722
POA5352	2	835
POA5352	3	282
POA5352	4	216
POA5353		14
POA5353	0	41
POA5353	1	441
POA5353	2	590
POA5353	3	274
POA5353	4	195
POA5354	0	7
POA5354	1	69
POA5354	2	44
POA5354	3	27
POA5354	4	14
POA5355		27
POA5355	0	134
POA5355	1	1118
POA5355	2	1201
POA5355	3	482
POA5355	4	357
POA5356	0	3
POA5356	1	56
POA5356	2	104
POA5356	3	63
POA5356	4	61
POA5357		5
POA5357	0	8
POA5357	1	56
POA5357	2	65
POA5357	3	30
POA5357	4	15
POA5360		5
POA5360	0	4
POA5360	1	79
POA5360	2	169
POA5360	3	93
POA5360	4	64
POA5371		13
POA5371	0	6
POA5371	1	58
POA5371	2	131
POA5371	3	100
POA5371	4	118
POA5372		8
POA5372	0	3
POA5372	1	222
POA5372	2	361
POA5372	3	184
POA5372	4	111
POA5373		22
POA5373	0	53
POA5373	1	440
POA5373	2	512
POA5373	3	224
POA5373	4	164
POA5374		9
POA5374	0	9
POA5374	1	185
POA5374	2	213
POA5374	3	101
POA5374	4	88
POA5381		3
POA5381	0	4
POA5381	1	48
POA5381	2	44
POA5381	3	28
POA5381	4	21
POA5400		3
POA5400	1	54
POA5400	2	140
POA5400	3	70
POA5400	4	55
POA5401		6
POA5401	0	8
POA5401	1	91
POA5401	2	105
POA5401	3	53
POA5401	4	42
POA5410	1	36
POA5410	2	35
POA5410	3	26
POA5410	4	14
POA5411	1	21
POA5411	2	50
POA5411	3	18
POA5411	4	21
POA5412		9
POA5412	0	22
POA5412	1	177
POA5412	2	196
POA5412	3	61
POA5412	4	41
POA5413		4
POA5413	0	6
POA5413	1	116
POA5413	2	117
POA5413	3	62
POA5413	4	52
POA5414	1	18
POA5414	2	15
POA5414	3	9
POA5414	4	13
POA5415	1	27
POA5415	2	36
POA5415	3	19
POA5415	4	13
POA5416	1	21
POA5416	2	34
POA5416	3	15
POA5416	4	13
POA5417		3
POA5417	0	33
POA5417	1	208
POA5417	2	233
POA5417	3	92
POA5417	4	63
POA5418	1	14
POA5418	2	17
POA5418	3	10
POA5418	4	7
POA5419	0	3
POA5419	1	33
POA5419	2	31
POA5419	3	10
POA5419	4	17
POA5420	1	3
POA5420	2	10
POA5420	3	3
POA5420	4	4
POA5421	0	4
POA5421	1	21
POA5421	2	21
POA5421	3	7
POA5421	4	5
POA5422		17
POA5422	0	72
POA5422	1	300
POA5422	2	194
POA5422	3	92
POA5422	4	52
POA5431		12
POA5431	0	19
POA5431	1	84
POA5431	2	110
POA5431	3	55
POA5431	4	61
POA5432	1	10
POA5432	2	15
POA5432	3	7
POA5432	4	17
POA5433		9
POA5433	0	13
POA5433	1	187
POA5433	2	187
POA5433	3	83
POA5433	4	56
POA5434		4
POA5434	0	8
POA5434	1	41
POA5434	2	59
POA5434	3	23
POA5434	4	23
POA5440	1	25
POA5440	2	18
POA5440	3	7
POA5440	4	12
POA5451		4
POA5451	0	5
POA5451	1	90
POA5451	2	143
POA5451	3	50
POA5451	4	23
POA5452	1	34
POA5452	2	62
POA5452	3	38
POA5452	4	21
POA5453		20
POA5453	0	88
POA5453	1	615
POA5453	2	827
POA5453	3	297
POA5453	4	180
POA5454		5
POA5454	1	41
POA5454	2	44
POA5454	3	26
POA5454	4	30
POA5455	1	4
POA5455	2	10
POA5455	3	6
POA5455	4	4
POA5460	0	4
POA5460	1	65
POA5460	2	110
POA5460	3	49
POA5460	4	47
POA5461		11
POA5461	0	54
POA5461	1	349
POA5461	2	353
POA5461	3	165
POA5461	4	96
POA5462		6
POA5462	0	5
POA5462	1	57
POA5462	2	77
POA5462	3	28
POA5462	4	17
POA5464		5
POA5464	0	3
POA5464	1	52
POA5464	2	71
POA5464	3	43
POA5464	4	38
POA5470		3
POA5470	1	20
POA5470	2	22
POA5470	3	9
POA5470	4	8
POA5471	1	11
POA5471	2	10
POA5471	3	5
POA5471	4	10
POA5472	1	28
POA5472	2	31
POA5472	3	13
POA5472	4	12
POA5473		6
POA5473	0	15
POA5473	1	112
POA5473	2	118
POA5473	3	44
POA5473	4	24
POA5480		5
POA5480	0	12
POA5480	1	120
POA5480	2	126
POA5480	3	56
POA5480	4	44
POA5481		4
POA5481	0	8
POA5481	1	60
POA5481	2	73
POA5481	3	56
POA5481	4	36
POA5482	0	8
POA5482	1	48
POA5482	2	60
POA5482	3	32
POA5482	4	36
POA5483		5
POA5483	1	25
POA5483	2	64
POA5483	3	21
POA5483	4	17
POA5485		12
POA5485	0	3
POA5485	1	71
POA5485	2	88
POA5485	3	42
POA5485	4	28
POA5490	1	9
POA5490	2	20
POA5490	3	13
POA5490	4	9
POA5491		17
POA5491	0	39
POA5491	1	218
POA5491	2	296
POA5491	3	119
POA5491	4	74
POA5493	1	9
POA5493	2	6
POA5493	3	7
POA5493	4	3
POA5495		4
POA5495	0	10
POA5495	1	83
POA5495	2	107
POA5495	3	41
POA5495	4	27
POA5501		46
POA5501	0	39
POA5501	1	534
POA5501	2	1065
POA5501	3	606
POA5501	4	525
POA5502		10
POA5502	0	30
POA5502	1	137
POA5502	2	194
POA5502	3	110
POA5502	4	110
POA5510	1	14
POA5510	2	12
POA5510	3	12
POA5510	4	6
POA5520		6
POA5520	0	19
POA5520	1	95
POA5520	2	73
POA5520	3	25
POA5520	4	15
POA5521		5
POA5521	0	3
POA5521	1	21
POA5521	2	14
POA5521	3	13
POA5521	4	9
POA5522		15
POA5522	0	39
POA5522	1	270
POA5522	2	221
POA5522	3	84
POA5522	4	50
POA5523		12
POA5523	0	38
POA5523	1	246
POA5523	2	257
POA5523	3	121
POA5523	4	90
POA5540		149
POA5540	0	642
POA5540	1	2376
POA5540	2	1995
POA5540	3	776
POA5540	4	421
POA5550		5
POA5550	0	22
POA5550	1	129
POA5550	2	128
POA5550	3	67
POA5550	4	33
POA5552	1	21
POA5552	2	51
POA5552	3	28
POA5552	4	26
POA5554		40
POA5554	0	101
POA5554	1	734
POA5554	2	799
POA5554	3	280
POA5554	4	195
POA5555	0	4
POA5555	1	50
POA5555	2	94
POA5555	3	33
POA5555	4	25
POA5556		32
POA5556	0	98
POA5556	1	756
POA5556	2	694
POA5556	3	181
POA5556	4	120
POA5558		33
POA5558	0	98
POA5558	1	801
POA5558	2	859
POA5558	3	291
POA5558	4	147
POA5560		3
POA5560	0	9
POA5560	1	59
POA5560	2	59
POA5560	3	32
POA5560	4	18
POA5570		4
POA5570	0	9
POA5570	1	106
POA5570	2	119
POA5570	3	18
POA5570	4	18
POA5571		22
POA5571	0	37
POA5571	1	334
POA5571	2	316
POA5571	3	113
POA5571	4	66
POA5572	1	15
POA5572	2	29
POA5572	3	13
POA5572	4	15
POA5573		15
POA5573	0	34
POA5573	1	273
POA5573	2	320
POA5573	3	102
POA5573	4	87
POA5575		12
POA5575	0	32
POA5575	1	315
POA5575	2	375
POA5575	3	177
POA5575	4	95
POA5576		8
POA5576	0	27
POA5576	1	171
POA5576	2	176
POA5576	3	61
POA5576	4	31
POA5577		4
POA5577	0	5
POA5577	1	79
POA5577	2	87
POA5577	3	37
POA5577	4	31
POA5580		3
POA5580	0	3
POA5580	1	48
POA5580	2	60
POA5580	3	28
POA5580	4	18
POA5581		7
POA5581	0	6
POA5581	1	107
POA5581	2	123
POA5581	3	27
POA5581	4	6
POA5582		5
POA5582	0	15
POA5582	1	90
POA5582	2	116
POA5582	3	28
POA5582	4	18
POA5583		11
POA5583	0	13
POA5583	1	139
POA5583	2	158
POA5583	3	50
POA5583	4	19
POA5600		29
POA5600	0	163
POA5600	1	900
POA5600	2	898
POA5600	3	360
POA5600	4	216
POA5601	1	9
POA5601	2	10
POA5601	3	3
POA5601	4	6
POA5602		8
POA5602	0	16
POA5602	1	146
POA5602	2	182
POA5602	3	91
POA5602	4	56
POA5603		5
POA5603	0	6
POA5603	1	34
POA5603	2	60
POA5603	3	30
POA5603	4	23
POA5604	0	5
POA5604	1	30
POA5604	2	46
POA5604	3	14
POA5604	4	8
POA5605		22
POA5605	0	45
POA5605	1	299
POA5605	2	311
POA5605	3	103
POA5605	4	50
POA5606		125
POA5606	0	427
POA5606	1	2112
POA5606	2	2142
POA5606	3	668
POA5606	4	302
POA5607		29
POA5607	0	17
POA5607	1	409
POA5607	2	783
POA5607	3	376
POA5607	4	235
POA5608		160
POA5608	0	897
POA5608	1	2246
POA5608	2	1558
POA5608	3	536
POA5608	4	250
POA5609		6
POA5609	0	26
POA5609	1	249
POA5609	2	306
POA5609	3	100
POA5609	4	63
POA5611	0	8
POA5611	1	26
POA5611	2	10
POA5611	3	3
POA5611	4	9
POA5630	1	10
POA5630	2	20
POA5630	3	9
POA5630	4	13
POA5631		4
POA5631	0	9
POA5631	1	97
POA5631	2	160
POA5631	3	83
POA5631	4	41
POA5632	1	5
POA5632	2	32
POA5632	3	16
POA5632	4	18
POA5633		7
POA5633	0	7
POA5633	1	28
POA5633	2	41
POA5633	3	13
POA5633	4	9
POA5640	0	24
POA5640	1	140
POA5640	2	158
POA5640	3	58
POA5640	4	36
POA5641		6
POA5641	0	10
POA5641	1	103
POA5641	2	138
POA5641	3	81
POA5641	4	38
POA5642	0	5
POA5642	1	15
POA5642	2	21
POA5642	3	15
POA5642	4	29
POA5650	1	4
POA5650	2	10
POA5650	3	12
POA5650	4	17
POA5651	1	3
POA5651	2	10
POA5651	3	4
POA5651	4	10
POA5652	0	14
POA5652	1	73
POA5652	2	93
POA5652	3	38
POA5652	4	36
POA5653	1	5
POA5653	2	4
POA5653	3	3
POA5653	4	3
POA5654	0	3
POA5654	1	21
POA5654	2	24
POA5654	3	17
POA5654	4	14
POA5655	1	5
POA5655	2	13
POA5655	3	8
POA5655	4	3
POA5660	2	3
POA5660	3	3
POA5660	4	3
POA5661	1	12
POA5661	2	7
POA5661	3	10
POA5661	4	12
POA5670		4
POA5670	0	9
POA5670	1	54
POA5670	2	80
POA5670	3	27
POA5670	4	19
POA5671	0	6
POA5671	1	14
POA5671	2	20
POA5671	3	8
POA5671	4	15
POA5680		24
POA5680	0	24
POA5680	1	242
POA5680	2	310
POA5680	3	132
POA5680	4	88
POA5690		78
POA5690	0	132
POA5690	1	429
POA5690	2	489
POA5690	3	183
POA5690	4	120
POA5700		98
POA5700	0	506
POA5700	1	1683
POA5700	2	1378
POA5700	3	461
POA5700	4	237
POA5710		11
POA5710	0	13
POA5710	1	195
POA5710	2	325
POA5710	3	158
POA5710	4	85
POA5713	1	5
POA5715	0	4
POA5715	2	3
POA5715	4	3
POA5717	2	7
POA5717	3	4
POA5717	4	4
POA5719	1	4
POA5719	2	9
POA5719	3	3
POA5719	4	3
POA5720	0	5
POA5720	1	46
POA5720	2	25
POA5720	3	12
POA5720	4	7
POA5722	0	3
POA5722	1	37
POA5722	2	45
POA5722	3	19
POA5722	4	18
POA5723		41
POA5723	0	69
POA5723	1	286
POA5723	2	199
POA5723	3	67
POA5723	4	34
POA5724	1	11
POA5724	4	10
POA5725		24
POA5725	0	28
POA5725	1	312
POA5725	2	525
POA5725	3	212
POA5725	4	97
POA5730		3
POA5730	1	5
POA5730	2	15
POA5730	3	7
POA5730	4	5
POA5731	0	6
POA5731	1	19
POA5731	2	15
POA5731	3	6
POA5731	4	10
POA5732		8
POA5732	0	7
POA5732	1	20
POA5732	2	10
POA5732	3	10
POA5732	4	3
POA5733		6
POA5733	0	7
POA5733	1	15
POA5733	2	16
POA5733	3	3
POA5733	4	7
POA5734	0	14
POA5734	1	10
POA5734	2	6
POA5734	4	4
POA6000		83
POA6000	0	1389
POA6000	1	3374
POA6000	2	1015
POA6000	3	145
POA6000	4	56
POA6003		18
POA6003	0	302
POA6003	1	979
POA6003	2	342
POA6003	3	63
POA6003	4	12
POA6004		82
POA6004	0	986
POA6004	1	3253
POA6004	2	1047
POA6004	3	147
POA6004	4	50
POA6005		41
POA6005	0	477
POA6005	1	1715
POA6005	2	610
POA6005	3	63
POA6005	4	42
POA6006		32
POA6006	0	288
POA6006	1	1589
POA6006	2	1449
POA6006	3	380
POA6006	4	151
POA6007		26
POA6007	0	272
POA6007	1	1738
POA6007	2	1130
POA6007	3	227
POA6007	4	86
POA6008		55
POA6008	0	634
POA6008	1	3405
POA6008	2	2147
POA6008	3	463
POA6008	4	160
POA6009		54
POA6009	0	356
POA6009	1	2015
POA6009	2	2589
POA6009	3	832
POA6009	4	432
POA6010		68
POA6010	0	353
POA6010	1	2663
POA6010	2	2871
POA6010	3	786
POA6010	4	353
POA6011		26
POA6011	0	100
POA6011	1	1094
POA6011	2	1411
POA6011	3	513
POA6011	4	268
POA6012		43
POA6012	0	317
POA6012	1	1283
POA6012	2	1278
POA6012	3	392
POA6012	4	212
POA6014		63
POA6014	0	455
POA6014	1	3260
POA6014	2	3283
POA6014	3	872
POA6014	4	431
POA6015		18
POA6015	0	85
POA6015	1	491
POA6015	2	1004
POA6015	3	418
POA6015	4	292
POA6016		41
POA6016	0	273
POA6016	1	1634
POA6016	2	1638
POA6016	3	383
POA6016	4	149
POA6017		32
POA6017	0	188
POA6017	1	1114
POA6017	2	654
POA6017	3	114
POA6017	4	52
POA6018		159
POA6018	0	794
POA6018	1	5641
POA6018	2	6863
POA6018	3	1818
POA6018	4	823
POA6019		122
POA6019	0	342
POA6019	1	3996
POA6019	2	4111
POA6019	3	986
POA6019	4	428
POA6020		103
POA6020	0	189
POA6020	1	2029
POA6020	2	3823
POA6020	3	1240
POA6020	4	706
POA6021		98
POA6021	0	474
POA6021	1	2885
POA6021	2	3259
POA6021	3	988
POA6021	4	512
POA6022		20
POA6022	0	66
POA6022	1	586
POA6022	2	896
POA6022	3	262
POA6022	4	155
POA6023		50
POA6023	0	130
POA6023	1	1417
POA6023	2	2700
POA6023	3	807
POA6023	4	440
POA6024		36
POA6024	0	137
POA6024	1	1591
POA6024	2	2295
POA6024	3	743
POA6024	4	361
POA6025		91
POA6025	0	264
POA6025	1	3339
POA6025	2	5305
POA6025	3	1778
POA6025	4	942
POA6026		54
POA6026	0	237
POA6026	1	2277
POA6026	2	3611
POA6026	3	1262
POA6026	4	757
POA6027		157
POA6027	0	486
POA6027	1	4773
POA6027	2	6668
POA6027	3	2348
POA6027	4	1226
POA6028		68
POA6028	0	126
POA6028	1	1825
POA6028	2	3610
POA6028	3	1438
POA6028	4	813
POA6029		6
POA6029	0	23
POA6029	1	253
POA6029	2	456
POA6029	3	163
POA6029	4	99
POA6030		175
POA6030	0	561
POA6030	1	4800
POA6030	2	5716
POA6030	3	2030
POA6030	4	1061
POA6031		69
POA6031	0	142
POA6031	1	1702
POA6031	2	2727
POA6031	3	947
POA6031	4	492
POA6032		3
POA6032	0	3
POA6032	1	15
POA6032	2	20
POA6032	3	12
POA6032	4	14
POA6033	1	18
POA6033	2	39
POA6033	3	34
POA6033	4	39
POA6034		4
POA6034	0	9
POA6034	1	444
POA6034	2	604
POA6034	3	117
POA6034	4	53
POA6035		42
POA6035	0	95
POA6035	1	1363
POA6035	2	1544
POA6035	3	458
POA6035	4	232
POA6036		82
POA6036	0	226
POA6036	1	2199
POA6036	2	2398
POA6036	3	785
POA6036	4	338
POA6037		23
POA6037	0	35
POA6037	1	443
POA6037	2	539
POA6037	3	191
POA6037	4	116
POA6038		39
POA6038	0	71
POA6038	1	1340
POA6038	2	1561
POA6038	3	373
POA6038	4	145
POA6041		17
POA6041	0	8
POA6041	1	124
POA6041	2	202
POA6041	3	115
POA6041	4	87
POA6042	1	17
POA6042	2	12
POA6042	3	6
POA6043	1	40
POA6043	2	44
POA6043	3	25
POA6043	4	8
POA6044		8
POA6044	0	13
POA6044	1	176
POA6044	2	195
POA6044	3	81
POA6044	4	54
POA6050		74
POA6050	0	502
POA6050	1	2718
POA6050	2	2119
POA6050	3	615
POA6050	4	325
POA6051		77
POA6051	0	663
POA6051	1	3297
POA6051	2	1837
POA6051	3	329
POA6051	4	150
POA6052		55
POA6052	0	323
POA6052	1	1840
POA6052	2	1783
POA6052	3	444
POA6052	4	207
POA6053		62
POA6053	0	377
POA6053	1	2400
POA6053	2	2401
POA6053	3	585
POA6053	4	275
POA6054		109
POA6054	0	543
POA6054	1	3130
POA6054	2	3106
POA6054	3	958
POA6054	4	472
POA6055		94
POA6055	0	211
POA6055	1	3049
POA6055	2	5082
POA6055	3	1568
POA6055	4	783
POA6056		257
POA6056	0	1049
POA6056	1	5650
POA6056	2	5618
POA6056	3	2133
POA6056	4	1359
POA6057		78
POA6057	0	158
POA6057	1	1869
POA6057	2	2440
POA6057	3	1014
POA6057	4	645
POA6058		81
POA6058	0	205
POA6058	1	1682
POA6058	2	1999
POA6058	3	703
POA6058	4	428
POA6059		107
POA6059	0	594
POA6059	1	3562
POA6059	2	3506
POA6059	3	1110
POA6059	4	707
POA6060		121
POA6060	0	826
POA6060	1	5586
POA6060	2	3831
POA6060	3	802
POA6060	4	376
POA6061		323
POA6061	0	1181
POA6061	1	6764
POA6061	2	5487
POA6061	3	1547
POA6061	4	645
POA6062		179
POA6062	0	653
POA6062	1	4505
POA6062	2	5174
POA6062	3	1619
POA6062	4	903
POA6063		85
POA6063	0	205
POA6063	1	1395
POA6063	2	1950
POA6063	3	833
POA6063	4	489
POA6064		163
POA6064	0	569
POA6064	1	3397
POA6064	2	4017
POA6064	3	1593
POA6064	4	1015
POA6065		222
POA6065	0	568
POA6065	1	6227
POA6065	2	10165
POA6065	3	3681
POA6065	4	2034
POA6066		62
POA6066	0	194
POA6066	1	1693
POA6066	2	2452
POA6066	3	1073
POA6066	4	702
POA6067	0	3
POA6067	1	4
POA6069		171
POA6069	0	316
POA6069	1	4547
POA6069	2	6686
POA6069	3	2274
POA6069	4	1248
POA6070		11
POA6070	0	10
POA6070	1	256
POA6070	2	612
POA6070	3	263
POA6070	4	157
POA6071		7
POA6071	0	14
POA6071	1	247
POA6071	2	518
POA6071	3	252
POA6071	4	190
POA6072	0	3
POA6072	1	47
POA6072	2	131
POA6072	3	67
POA6072	4	48
POA6073		17
POA6073	0	47
POA6073	1	315
POA6073	2	434
POA6073	3	217
POA6073	4	161
POA6074	0	8
POA6074	1	71
POA6074	2	128
POA6074	3	83
POA6074	4	70
POA6076		74
POA6076	0	215
POA6076	1	1895
POA6076	2	3224
POA6076	3	1478
POA6076	4	1148
POA6077		13
POA6077	0	12
POA6077	1	160
POA6077	2	167
POA6077	3	90
POA6077	4	156
POA6078	0	3
POA6078	1	29
POA6078	2	80
POA6078	3	84
POA6078	4	87
POA6079	2	5
POA6079	3	5
POA6079	4	4
POA6081		5
POA6081	0	17
POA6081	1	299
POA6081	2	662
POA6081	3	376
POA6081	4	312
POA6082		10
POA6082	0	14
POA6082	1	232
POA6082	2	444
POA6082	3	245
POA6082	4	229
POA6083		11
POA6083	0	6
POA6083	1	156
POA6083	2	446
POA6083	3	278
POA6083	4	292
POA6084		31
POA6084	0	37
POA6084	1	515
POA6084	2	1103
POA6084	3	652
POA6084	4	589
POA6090	1	5
POA6100		84
POA6100	0	575
POA6100	1	3275
POA6100	2	2242
POA6100	3	540
POA6100	4	209
POA6101		90
POA6101	0	550
POA6101	1	2937
POA6101	2	2557
POA6101	3	643
POA6101	4	260
POA6102		104
POA6102	0	635
POA6102	1	2082
POA6102	2	1560
POA6102	3	525
POA6102	4	289
POA6103		64
POA6103	0	426
POA6103	1	2347
POA6103	2	1550
POA6103	3	332
POA6103	4	148
POA6104		88
POA6104	0	414
POA6104	1	2293
POA6104	2	2155
POA6104	3	657
POA6104	4	276
POA6105		130
POA6105	0	447
POA6105	1	2499
POA6105	2	2220
POA6105	3	638
POA6105	4	315
POA6106	0	3
POA6107		293
POA6107	0	843
POA6107	1	5836
POA6107	2	6444
POA6107	3	2161
POA6107	4	1216
POA6108		104
POA6108	0	328
POA6108	1	2718
POA6108	2	3336
POA6108	3	1233
POA6108	4	687
POA6109		66
POA6109	0	293
POA6109	1	1685
POA6109	2	1525
POA6109	3	597
POA6109	4	424
POA6110		211
POA6110	0	718
POA6110	1	4932
POA6110	2	6001
POA6110	3	2201
POA6110	4	1271
POA6111		114
POA6111	0	380
POA6111	1	2750
POA6111	2	3283
POA6111	3	1356
POA6111	4	910
POA6112		306
POA6112	0	938
POA6112	1	7124
POA6112	2	10378
POA6112	3	3281
POA6112	4	1738
POA6121		7
POA6121	0	4
POA6121	1	88
POA6121	2	314
POA6121	3	227
POA6121	4	307
POA6122		77
POA6122	0	90
POA6122	1	1670
POA6122	2	3084
POA6122	3	1206
POA6122	4	797
POA6123		8
POA6123	0	8
POA6123	1	136
POA6123	2	310
POA6123	3	153
POA6123	4	118
POA6124		7
POA6124	0	4
POA6124	1	69
POA6124	2	174
POA6124	3	98
POA6124	4	73
POA6125		24
POA6125	0	17
POA6125	1	211
POA6125	2	361
POA6125	3	223
POA6125	4	262
POA6126		3
POA6126	1	17
POA6126	2	29
POA6126	3	17
POA6126	4	15
POA6147		78
POA6147	0	277
POA6147	1	2021
POA6147	2	2140
POA6147	3	696
POA6147	4	388
POA6148		58
POA6148	0	251
POA6148	1	2162
POA6148	2	2900
