POA_CODE_2021	Age	ProvidedUnpaidDisabilityAssistance	Sex	adults
POA5577	35-44		M	7
POA5577	35-44	0	F	20
POA5577	35-44	0	M	30
POA5577	35-44	1	F	4
POA5577	35-44	1	M	3
POA5577	45-54		F	3
POA5577	45-54		M	4
POA5577	45-54	0	F	28
POA5577	45-54	0	M	19
POA5577	45-54	1	F	8
POA5577	45-54	1	M	5
POA5577	55-64		F	4
POA5577	55-64		M	4
POA5577	55-64	0	F	38
POA5577	55-64	0	M	55
POA5577	55-64	1	F	7
POA5577	55-64	1	M	8
POA5577	65-74		F	3
POA5577	65-74		M	9
POA5577	65-74	0	F	28
POA5577	65-74	0	M	41
POA5577	65-74	1	F	12
POA5577	65-74	1	M	5
POA5577	75-84		M	7
POA5577	75-84	0	F	15
POA5577	75-84	0	M	19
POA5577	75-84	1	F	3
POA5577	85+	0	F	3
POA5577	85+	0	M	3
POA5577	85+	1	M	3
POA5580	15-19	0	F	4
POA5580	15-19	0	M	7
POA5580	20-24	0	M	9
POA5580	25-34	0	F	13
POA5580	25-34	0	M	11
POA5580	25-34	1	F	4
POA5580	35-44	0	F	18
POA5580	35-44	0	M	13
POA5580	35-44	1	M	3
POA5580	45-54		M	3
POA5580	45-54	0	F	9
POA5580	45-54	0	M	14
POA5580	45-54	1	F	6
POA5580	45-54	1	M	3
POA5580	55-64		M	6
POA5580	55-64	0	F	20
POA5580	55-64	0	M	29
POA5580	55-64	1	F	6
POA5580	55-64	1	M	9
POA5580	65-74	0	F	20
POA5580	65-74	0	M	20
POA5580	65-74	1	F	7
POA5580	65-74	1	M	7
POA5580	75-84		F	6
POA5580	75-84	0	F	13
POA5580	75-84	0	M	17
POA5580	85+	0	F	5
POA5580	85+	0	M	3
POA5581	15-19		M	6
POA5581	15-19	0	F	3
POA5581	15-19	0	M	7
POA5581	20-24	0	M	7
POA5581	25-34	0	F	13
POA5581	25-34	0	M	15
POA5581	35-44	0	F	8
POA5581	35-44	0	M	9
POA5581	35-44	1	F	3
POA5581	45-54	0	F	18
POA5581	45-54	0	M	19
POA5581	45-54	1	F	6
POA5581	45-54	1	M	8
POA5581	55-64		F	3
POA5581	55-64		M	3
POA5581	55-64	0	F	45
POA5581	55-64	0	M	42
POA5581	55-64	1	F	11
POA5581	55-64	1	M	9
POA5581	65-74		F	8
POA5581	65-74	0	F	70
POA5581	65-74	0	M	83
POA5581	65-74	1	F	9
POA5581	65-74	1	M	6
POA5581	75-84	0	F	37
POA5581	75-84	0	M	41
POA5581	75-84	1	F	6
POA5581	75-84	1	M	5
POA5581	85+	0	F	9
POA5581	85+	0	M	16
POA5581	85+	1	M	7
POA5582	15-19	0	F	3
POA5582	20-24	0	F	4
POA5582	20-24	0	M	3
POA5582	25-34	0	F	13
POA5582	25-34	0	M	25
POA5582	25-34	1	F	3
POA5582	25-34	1	M	5
POA5582	35-44	0	F	15
POA5582	35-44	0	M	18
POA5582	35-44	1	M	3
POA5582	45-54		M	3
POA5582	45-54	0	F	23
POA5582	45-54	0	M	26
POA5582	45-54	1	F	3
POA5582	45-54	1	M	5
POA5582	55-64		F	3
POA5582	55-64	0	F	46
POA5582	55-64	0	M	38
POA5582	55-64	1	F	16
POA5582	55-64	1	M	8
POA5582	65-74		F	4
POA5582	65-74		M	8
POA5582	65-74	0	F	39
POA5582	65-74	0	M	56
POA5582	65-74	1	F	16
POA5582	65-74	1	M	9
POA5582	75-84		F	4
POA5582	75-84	0	F	33
POA5582	75-84	0	M	47
POA5582	75-84	1	F	8
POA5582	75-84	1	M	3
POA5582	85+	0	F	7
POA5582	85+	0	M	8
POA5583	15-19	0	F	13
POA5583	15-19	0	M	5
POA5583	20-24	0	F	3
POA5583	20-24	0	M	15
POA5583	25-34		F	5
POA5583	25-34	0	F	21
POA5583	25-34	0	M	17
POA5583	25-34	1	M	6
POA5583	35-44	0	F	19
POA5583	35-44	0	M	18
POA5583	35-44	1	F	3
POA5583	45-54		M	4
POA5583	45-54	0	F	31
POA5583	45-54	0	M	38
POA5583	45-54	1	F	7
POA5583	45-54	1	M	13
POA5583	55-64		F	3
POA5583	55-64		M	10
POA5583	55-64	0	F	55
POA5583	55-64	0	M	66
POA5583	55-64	1	F	14
POA5583	55-64	1	M	18
POA5583	65-74		F	9
POA5583	65-74		M	17
POA5583	65-74	0	F	61
POA5583	65-74	0	M	99
POA5583	65-74	1	F	22
POA5583	65-74	1	M	14
POA5583	75-84		F	10
POA5583	75-84		M	6
POA5583	75-84	0	F	39
POA5583	75-84	0	M	48
POA5583	75-84	1	F	7
POA5583	75-84	1	M	4
POA5583	85+		M	3
POA5583	85+	0	F	9
POA5583	85+	0	M	12
POA5600	15-19		F	6
POA5600	15-19		M	4
POA5600	15-19	0	F	140
POA5600	15-19	0	M	150
POA5600	15-19	1	F	7
POA5600	15-19	1	M	11
POA5600	20-24		F	6
POA5600	20-24		M	8
POA5600	20-24	0	F	124
POA5600	20-24	0	M	122
POA5600	20-24	1	F	5
POA5600	20-24	1	M	9
POA5600	25-34		F	13
POA5600	25-34		M	22
POA5600	25-34	0	F	296
POA5600	25-34	0	M	333
POA5600	25-34	1	F	31
POA5600	25-34	1	M	26
POA5600	35-44		F	21
POA5600	35-44		M	12
POA5600	35-44	0	F	280
POA5600	35-44	0	M	299
POA5600	35-44	1	F	53
POA5600	35-44	1	M	32
POA5600	45-54		F	20
POA5600	45-54		M	21
POA5600	45-54	0	F	309
POA5600	45-54	0	M	369
POA5600	45-54	1	F	107
POA5600	45-54	1	M	81
POA5600	55-64		F	22
POA5600	55-64		M	24
POA5600	55-64	0	F	321
POA5600	55-64	0	M	394
POA5600	55-64	1	F	117
POA5600	55-64	1	M	80
POA5600	65-74		F	13
POA5600	65-74		M	18
POA5600	65-74	0	F	221
POA5600	65-74	0	M	320
POA5600	65-74	1	F	56
POA5600	65-74	1	M	46
POA5600	75-84		F	14
POA5600	75-84		M	8
POA5600	75-84	0	F	207
POA5600	75-84	0	M	145
POA5600	75-84	1	F	31
POA5600	75-84	1	M	19
POA5600	85+		F	15
POA5600	85+		M	10
POA5600	85+	0	F	88
POA5600	85+	0	M	62
POA5600	85+	1	M	14
POA5601	45-54	0	F	4
POA5601	45-54	0	M	4
POA5601	55-64	0	F	6
POA5601	55-64	0	M	12
POA5601	55-64	1	F	3
POA5601	65-74	0	F	7
POA5601	65-74	0	M	8
POA5601	65-74	1	F	3
POA5601	65-74	1	M	6
POA5601	75-84	0	F	3
POA5601	75-84	0	M	9
POA5601	85+	0	M	4
POA5602	15-19		M	5
POA5602	15-19	0	F	18
POA5602	15-19	0	M	17
POA5602	20-24	0	F	15
POA5602	20-24	0	M	17
POA5602	20-24	1	M	4
POA5602	25-34		F	6
POA5602	25-34		M	9
POA5602	25-34	0	F	55
POA5602	25-34	0	M	59
POA5602	25-34	1	F	6
POA5602	25-34	1	M	7
POA5602	35-44		F	7
POA5602	35-44		M	12
POA5602	35-44	0	F	44
POA5602	35-44	0	M	51
POA5602	35-44	1	F	15
POA5602	35-44	1	M	5
POA5602	45-54		F	13
POA5602	45-54		M	12
POA5602	45-54	0	F	57
POA5602	45-54	0	M	60
POA5602	45-54	1	F	14
POA5602	45-54	1	M	14
POA5602	55-64		F	9
POA5602	55-64		M	14
POA5602	55-64	0	F	81
POA5602	55-64	0	M	79
POA5602	55-64	1	F	19
POA5602	55-64	1	M	15
POA5602	65-74		F	14
POA5602	65-74		M	10
POA5602	65-74	0	F	91
POA5602	65-74	0	M	106
POA5602	65-74	1	F	16
POA5602	65-74	1	M	6
POA5602	75-84		F	3
POA5602	75-84		M	8
POA5602	75-84	0	F	38
POA5602	75-84	0	M	40
POA5602	75-84	1	F	3
POA5602	75-84	1	M	9
POA5602	85+		F	4
POA5602	85+	0	F	16
POA5602	85+	0	M	9
POA5603	15-19	0	M	9
POA5603	20-24	0	F	3
POA5603	20-24	0	M	3
POA5603	20-24	1	F	3
POA5603	25-34		F	7
POA5603	25-34		M	4
POA5603	25-34	0	F	21
POA5603	25-34	0	M	20
POA5603	35-44		M	3
POA5603	35-44	0	F	15
POA5603	35-44	0	M	14
POA5603	35-44	1	F	4
POA5603	45-54	0	F	21
POA5603	45-54	0	M	14
POA5603	45-54	1	F	9
POA5603	45-54	1	M	3
POA5603	55-64		M	5
POA5603	55-64	0	F	29
POA5603	55-64	0	M	35
POA5603	55-64	1	F	5
POA5603	55-64	1	M	4
POA5603	65-74		F	7
POA5603	65-74		M	4
POA5603	65-74	0	F	34
POA5603	65-74	0	M	28
POA5603	65-74	1	F	4
POA5603	65-74	1	M	3
POA5603	75-84	0	F	6
POA5603	75-84	0	M	4
POA5603	85+		F	4
POA5603	85+	0	F	4
POA5604	15-19	0	F	5
POA5604	20-24	0	F	5
POA5604	25-34		F	3
POA5604	25-34	0	F	7
POA5604	25-34	0	M	7
POA5604	25-34	1	F	4
POA5604	35-44	0	F	6
POA5604	35-44	0	M	4
POA5604	35-44	1	F	3
POA5604	45-54		M	4
POA5604	45-54	0	F	9
POA5604	45-54	0	M	18
POA5604	45-54	1	F	4
POA5604	45-54	1	M	5
POA5604	55-64		M	3
POA5604	55-64	0	F	24
POA5604	55-64	0	M	27
POA5604	55-64	1	F	4
POA5604	65-74	0	F	17
POA5604	65-74	0	M	15
POA5604	65-74	1	M	9
POA5604	75-84	0	F	8
POA5604	75-84	0	M	9
POA5604	85+	0	F	4
POA5605	15-19		F	9
POA5605	15-19		M	3
POA5605	15-19	0	F	31
POA5605	15-19	0	M	30
POA5605	15-19	1	F	4
POA5605	20-24	0	F	14
POA5605	20-24	0	M	30
POA5605	25-34		F	3
POA5605	25-34		M	4
POA5605	25-34	0	F	60
POA5605	25-34	0	M	56
POA5605	25-34	1	F	11
POA5605	25-34	1	M	3
POA5605	35-44		F	8
POA5605	35-44		M	10
POA5605	35-44	0	F	68
POA5605	35-44	0	M	61
POA5605	35-44	1	F	16
POA5605	35-44	1	M	8
POA5605	45-54		F	11
POA5605	45-54		M	7
POA5605	45-54	0	F	72
POA5605	45-54	0	M	78
POA5605	45-54	1	F	22
POA5605	45-54	1	M	13
POA5605	55-64		F	7
POA5605	55-64		M	9
POA5605	55-64	0	F	97
POA5605	55-64	0	M	92
POA5605	55-64	1	F	42
POA5605	55-64	1	M	29
POA5605	65-74		F	14
POA5605	65-74		M	11
POA5605	65-74	0	F	121
POA5605	65-74	0	M	137
POA5605	65-74	1	F	35
POA5605	65-74	1	M	22
POA5605	75-84		F	11
POA5605	75-84		M	13
POA5605	75-84	0	F	110
POA5605	75-84	0	M	88
POA5605	75-84	1	F	13
POA5605	75-84	1	M	14
POA5605	85+		F	3
POA5605	85+		M	4
POA5605	85+	0	F	56
POA5605	85+	0	M	34
POA5605	85+	1	F	6
POA5605	85+	1	M	4
POA5606	15-19		F	31
POA5606	15-19		M	38
POA5606	15-19	0	F	370
POA5606	15-19	0	M	370
POA5606	15-19	1	F	26
POA5606	15-19	1	M	16
POA5606	20-24		F	29
POA5606	20-24		M	37
POA5606	20-24	0	F	347
POA5606	20-24	0	M	340
POA5606	20-24	1	F	27
POA5606	20-24	1	M	18
POA5606	25-34		F	53
POA5606	25-34		M	70
POA5606	25-34	0	F	771
POA5606	25-34	0	M	783
POA5606	25-34	1	F	90
POA5606	25-34	1	M	45
POA5606	35-44		F	58
POA5606	35-44		M	69
POA5606	35-44	0	F	656
POA5606	35-44	0	M	656
POA5606	35-44	1	F	118
POA5606	35-44	1	M	77
POA5606	45-54		F	49
POA5606	45-54		M	70
POA5606	45-54	0	F	660
POA5606	45-54	0	M	712
POA5606	45-54	1	F	183
POA5606	45-54	1	M	101
POA5606	55-64		F	57
POA5606	55-64		M	63
POA5606	55-64	0	F	718
POA5606	55-64	0	M	716
POA5606	55-64	1	F	217
POA5606	55-64	1	M	154
POA5606	65-74		F	44
POA5606	65-74		M	44
POA5606	65-74	0	F	679
POA5606	65-74	0	M	685
POA5606	65-74	1	F	139
POA5606	65-74	1	M	73
POA5606	75-84		F	46
POA5606	75-84		M	35
POA5606	75-84	0	F	413
POA5606	75-84	0	M	365
POA5606	75-84	1	F	53
POA5606	75-84	1	M	54
POA5606	85+		F	22
POA5606	85+		M	22
POA5606	85+	0	F	227
POA5606	85+	0	M	131
POA5606	85+	1	F	14
POA5606	85+	1	M	23
POA5607	15-19		F	18
POA5607	15-19		M	13
POA5607	15-19	0	F	109
POA5607	15-19	0	M	127
POA5607	15-19	1	F	4
POA5607	15-19	1	M	6
POA5607	20-24		F	6
POA5607	20-24		M	10
POA5607	20-24	0	F	52
POA5607	20-24	0	M	52
POA5607	20-24	1	F	4
POA5607	25-34		F	10
POA5607	25-34		M	50
POA5607	25-34	0	F	208
POA5607	25-34	0	M	200
POA5607	25-34	1	F	15
POA5607	25-34	1	M	11
POA5607	35-44		F	30
POA5607	35-44		M	74
POA5607	35-44	0	F	256
POA5607	35-44	0	M	285
POA5607	35-44	1	F	57
POA5607	35-44	1	M	36
POA5607	45-54		F	30
POA5607	45-54		M	83
POA5607	45-54	0	F	281
POA5607	45-54	0	M	277
POA5607	45-54	1	F	64
POA5607	45-54	1	M	37
POA5607	55-64		F	24
POA5607	55-64		M	56
POA5607	55-64	0	F	289
POA5607	55-64	0	M	363
POA5607	55-64	1	F	90
POA5607	55-64	1	M	58
POA5607	65-74		F	30
POA5607	65-74		M	39
POA5607	65-74	0	F	244
POA5607	65-74	0	M	300
POA5607	65-74	1	F	42
POA5607	65-74	1	M	48
POA5607	75-84		F	5
POA5607	75-84		M	20
POA5607	75-84	0	F	77
POA5607	75-84	0	M	122
POA5607	75-84	1	F	22
POA5607	75-84	1	M	11
POA5607	85+		F	3
POA5607	85+	0	F	18
POA5607	85+	0	M	20
POA5607	85+	1	F	3
POA5607	85+	1	M	3
POA5608	15-19		F	45
POA5608	15-19		M	29
POA5608	15-19	0	F	294
POA5608	15-19	0	M	360
POA5608	15-19	1	F	25
POA5608	15-19	1	M	26
POA5608	20-24		F	33
POA5608	20-24		M	46
POA5608	20-24	0	F	309
POA5608	20-24	0	M	375
POA5608	20-24	1	F	29
POA5608	20-24	1	M	25
POA5608	25-34		F	80
POA5608	25-34		M	84
POA5608	25-34	0	F	634
POA5608	25-34	0	M	700
POA5608	25-34	1	F	114
POA5608	25-34	1	M	63
POA5608	35-44		F	71
POA5608	35-44		M	65
POA5608	35-44	0	F	503
POA5608	35-44	0	M	529
POA5608	35-44	1	F	136
POA5608	35-44	1	M	75
POA5608	45-54		F	73
POA5608	45-54		M	99
POA5608	45-54	0	F	609
POA5608	45-54	0	M	657
POA5608	45-54	1	F	195
POA5608	45-54	1	M	128
POA5608	55-64		F	71
POA5608	55-64		M	80
POA5608	55-64	0	F	628
POA5608	55-64	0	M	727
POA5608	55-64	1	F	193
POA5608	55-64	1	M	130
POA5608	65-74		F	55
POA5608	65-74		M	42
POA5608	65-74	0	F	529
POA5608	65-74	0	M	501
POA5608	65-74	1	F	99
POA5608	65-74	1	M	81
POA5608	75-84		F	57
POA5608	75-84		M	39
POA5608	75-84	0	F	416
POA5608	75-84	0	M	295
POA5608	75-84	1	F	50
POA5608	75-84	1	M	45
POA5608	85+		F	25
POA5608	85+		M	14
POA5608	85+	0	F	121
POA5608	85+	0	M	86
POA5608	85+	1	F	9
POA5608	85+	1	M	6
POA5609	15-19	0	F	53
POA5609	15-19	0	M	51
POA5609	15-19	1	F	9
POA5609	20-24		F	3
POA5609	20-24		M	3
POA5609	20-24	0	F	74
POA5609	20-24	0	M	42
POA5609	20-24	1	F	7
POA5609	25-34		F	12
POA5609	25-34		M	11
POA5609	25-34	0	F	151
POA5609	25-34	0	M	130
POA5609	25-34	1	F	14
POA5609	25-34	1	M	12
POA5609	35-44		F	4
POA5609	35-44		M	7
POA5609	35-44	0	F	109
POA5609	35-44	0	M	128
POA5609	35-44	1	F	22
POA5609	35-44	1	M	8
POA5609	45-54		F	5
POA5609	45-54		M	10
POA5609	45-54	0	F	107
POA5609	45-54	0	M	96
POA5609	45-54	1	F	25
POA5609	45-54	1	M	12
POA5609	55-64		F	3
POA5609	55-64		M	4
POA5609	55-64	0	F	66
POA5609	55-64	0	M	76
POA5609	55-64	1	F	11
POA5609	55-64	1	M	17
POA5609	65-74	0	F	55
POA5609	65-74	0	M	43
POA5609	65-74	1	F	7
POA5609	65-74	1	M	7
POA5609	75-84		F	3
POA5609	75-84	0	F	43
POA5609	75-84	0	M	38
POA5609	75-84	1	M	6
POA5609	85+	0	F	7
POA5609	85+	0	M	3
POA5609	85+	1	F	5
POA5611	25-34	1	F	3
POA5611	35-44	0	F	4
POA5611	45-54		F	6
POA5611	45-54		M	5
POA5611	45-54	0	F	6
POA5611	45-54	0	M	9
POA5611	45-54	1	F	3
POA5611	45-54	1	M	4
POA5611	55-64	0	F	3
POA5611	55-64	0	M	10
POA5611	55-64	1	F	4
POA5611	65-74		F	3
POA5611	65-74	0	F	9
POA5611	65-74	0	M	8
POA5611	75-84	0	F	3
POA5611	75-84	0	M	7
POA5630	15-19	0	F	3
POA5630	15-19	0	M	5
POA5630	20-24	0	M	3
POA5630	25-34	0	F	5
POA5630	25-34	0	M	6
POA5630	35-44	0	F	7
POA5630	35-44	0	M	5
POA5630	35-44	1	F	4
POA5630	45-54	0	F	17
POA5630	45-54	0	M	9
POA5630	55-64	0	F	4
POA5630	55-64	0	M	8
POA5630	55-64	1	F	4
POA5630	55-64	1	M	3
POA5630	65-74	0	M	5
POA5630	75-84	0	M	3
POA5631	15-19	0	F	24
POA5631	15-19	0	M	32
POA5631	20-24	0	F	17
POA5631	20-24	0	M	28
POA5631	25-34	0	F	52
POA5631	25-34	0	M	40
POA5631	25-34	1	F	9
POA5631	35-44		M	5
POA5631	35-44	0	F	54
POA5631	35-44	0	M	43
POA5631	35-44	1	F	13
POA5631	35-44	1	M	9
POA5631	45-54		F	4
POA5631	45-54		M	8
POA5631	45-54	0	F	56
POA5631	45-54	0	M	58
POA5631	45-54	1	F	16
POA5631	45-54	1	M	10
POA5631	55-64		F	4
POA5631	55-64	0	F	38
POA5631	55-64	0	M	48
POA5631	55-64	1	F	15
POA5631	55-64	1	M	15
POA5631	65-74		M	3
POA5631	65-74	0	F	44
POA5631	65-74	0	M	48
POA5631	65-74	1	F	9
POA5631	65-74	1	M	7
POA5631	75-84		F	6
POA5631	75-84		M	10
POA5631	75-84	0	F	37
POA5631	75-84	0	M	24
POA5631	75-84	1	F	3
POA5631	75-84	1	M	6
POA5631	85+		F	3
POA5631	85+	0	F	22
POA5631	85+	0	M	13
POA5632	15-19	0	F	4
POA5632	15-19	0	M	7
POA5632	20-24	0	F	6
POA5632	20-24	0	M	3
POA5632	25-34	0	F	14
POA5632	25-34	0	M	13
POA5632	35-44	0	F	11
POA5632	35-44	0	M	11
POA5632	45-54		F	4
POA5632	45-54	0	F	9
POA5632	45-54	0	M	13
POA5632	45-54	1	F	5
POA5632	45-54	1	M	3
POA5632	55-64		F	4
POA5632	55-64		M	3
POA5632	55-64	0	F	5
POA5632	55-64	0	M	9
POA5632	55-64	1	F	5
POA5632	55-64	1	M	3
POA5632	65-74	0	M	5
POA5632	75-84	0	F	4
POA5632	75-84	0	M	10
POA5633	15-19	0	F	5
POA5633	15-19	0	M	10
POA5633	20-24	0	M	3
POA5633	25-34		F	4
POA5633	25-34	0	F	17
POA5633	25-34	0	M	17
POA5633	25-34	1	F	3
POA5633	35-44	0	F	12
POA5633	35-44	0	M	6
POA5633	35-44	1	F	5
POA5633	45-54	0	F	16
POA5633	45-54	0	M	10
POA5633	45-54	1	F	5
POA5633	55-64	0	F	21
POA5633	55-64	0	M	20
POA5633	55-64	1	F	9
POA5633	65-74	0	F	11
POA5633	65-74	0	M	17
POA5633	75-84	0	F	5
POA5633	75-84	0	M	10
POA5633	85+	0	F	4
POA5640	15-19		M	4
POA5640	15-19	0	F	14
POA5640	15-19	0	M	19
POA5640	20-24		M	4
POA5640	20-24	0	F	9
POA5640	20-24	0	M	14
POA5640	25-34		F	5
POA5640	25-34		M	6
POA5640	25-34	0	F	52
POA5640	25-34	0	M	45
POA5640	25-34	1	M	5
POA5640	35-44		M	4
POA5640	35-44	0	F	38
POA5640	35-44	0	M	47
POA5640	35-44	1	F	9
POA5640	35-44	1	M	4
POA5640	45-54		F	8
POA5640	45-54	0	F	38
POA5640	45-54	0	M	46
POA5640	45-54	1	F	15
POA5640	45-54	1	M	3
POA5640	55-64		M	17
POA5640	55-64	0	F	49
POA5640	55-64	0	M	55
POA5640	55-64	1	F	18
POA5640	55-64	1	M	22
POA5640	65-74		F	3
POA5640	65-74	0	F	46
POA5640	65-74	0	M	66
POA5640	65-74	1	F	13
POA5640	65-74	1	M	7
POA5640	75-84		F	7
POA5640	75-84		M	5
POA5640	75-84	0	F	42
POA5640	75-84	0	M	30
POA5640	75-84	1	F	4
POA5640	75-84	1	M	10
POA5640	85+		F	7
POA5640	85+	0	F	20
POA5640	85+	0	M	12
POA5640	85+	1	F	3
POA5641	15-19	0	F	17
POA5641	15-19	0	M	20
POA5641	20-24		F	3
POA5641	20-24	0	F	17
POA5641	20-24	0	M	14
POA5641	25-34		F	4
POA5641	25-34	0	F	48
POA5641	25-34	0	M	33
POA5641	25-34	1	F	8
POA5641	35-44		F	5
POA5641	35-44		M	8
POA5641	35-44	0	F	41
POA5641	35-44	0	M	52
POA5641	35-44	1	F	8
POA5641	35-44	1	M	12
POA5641	45-54		F	6
POA5641	45-54	0	F	41
POA5641	45-54	0	M	42
POA5641	45-54	1	F	10
POA5641	45-54	1	M	3
POA5641	55-64		M	4
POA5641	55-64	0	F	48
POA5641	55-64	0	M	64
POA5641	55-64	1	F	21
POA5641	55-64	1	M	13
POA5641	65-74		M	3
POA5641	65-74	0	F	42
POA5641	65-74	0	M	53
POA5641	65-74	1	F	4
POA5641	65-74	1	M	4
POA5641	75-84		F	9
POA5641	75-84		M	4
POA5641	75-84	0	F	23
POA5641	75-84	0	M	40
POA5641	75-84	1	F	5
POA5641	75-84	1	M	3
POA5641	85+		F	8
POA5641	85+	0	F	17
POA5641	85+	0	M	11
POA5642	15-19	0	F	7
POA5642	15-19	0	M	9
POA5642	20-24	0	F	4
POA5642	20-24	0	M	8
POA5642	25-34	0	F	6
POA5642	25-34	0	M	8
POA5642	35-44		M	3
POA5642	35-44	0	F	4
POA5642	35-44	0	M	9
POA5642	45-54	0	F	18
POA5642	45-54	0	M	19
POA5642	55-64	0	F	12
POA5642	55-64	0	M	25
POA5642	55-64	1	F	4
POA5642	65-74	0	F	4
POA5642	65-74	0	M	17
POA5642	65-74	1	F	7
POA5650	15-19	0	F	6
POA5650	20-24	0	M	4
POA5650	20-24	1	M	3
POA5650	25-34		M	4
POA5650	25-34	0	F	11
POA5650	25-34	0	M	4
POA5650	35-44	0	F	11
POA5650	35-44	0	M	8
POA5650	45-54		F	4
POA5650	45-54		M	4
POA5650	45-54	0	F	9
POA5650	45-54	0	M	11
POA5650	45-54	1	F	3
POA5650	45-54	1	M	3
POA5650	55-64		F	4
POA5650	55-64	0	F	9
POA5650	55-64	0	M	7
POA5650	65-74	0	M	8
POA5651	15-19	0	M	4
POA5651	45-54	0	F	7
POA5651	45-54	0	M	9
POA5651	55-64	0	F	6
POA5651	55-64	1	F	5
POA5651	55-64	1	M	4
POA5651	65-74	0	M	7
POA5652	15-19		F	4
POA5652	15-19	0	F	11
POA5652	15-19	0	M	7
POA5652	20-24	0	F	14
POA5652	20-24	0	M	8
POA5652	25-34	0	F	36
POA5652	25-34	0	M	26
POA5652	25-34	1	F	4
POA5652	25-34	1	M	3
POA5652	35-44		F	4
POA5652	35-44		M	3
POA5652	35-44	0	F	36
POA5652	35-44	0	M	38
POA5652	35-44	1	F	3
POA5652	45-54		F	6
POA5652	45-54		M	3
POA5652	45-54	0	F	27
POA5652	45-54	0	M	34
POA5652	45-54	1	F	5
POA5652	45-54	1	M	5
POA5652	55-64		F	8
POA5652	55-64		M	3
POA5652	55-64	0	F	31
POA5652	55-64	0	M	37
POA5652	55-64	1	F	11
POA5652	55-64	1	M	4
POA5652	65-74		M	4
POA5652	65-74	0	F	31
POA5652	65-74	0	M	39
POA5652	65-74	1	F	10
POA5652	65-74	1	M	5
POA5652	75-84	0	F	20
POA5652	75-84	0	M	10
POA5652	85+		F	7
POA5652	85+	0	F	23
POA5652	85+	0	M	3
POA5653	15-19	0	M	3
POA5653	35-44	0	F	4
POA5653	45-54	0	F	6
POA5653	55-64	0	F	6
POA5653	55-64	0	M	10
POA5653	55-64	1	F	4
POA5653	65-74	0	F	4
POA5653	65-74	0	M	4
POA5654	15-19	0	F	7
POA5654	15-19	0	M	4
POA5654	20-24	0	M	3
POA5654	25-34	0	F	12
POA5654	25-34	0	M	12
POA5654	35-44	0	F	6
POA5654	35-44	0	M	12
POA5654	45-54		F	6
POA5654	45-54	0	F	18
POA5654	45-54	0	M	16
POA5654	45-54	1	M	3
POA5654	55-64		F	5
POA5654	55-64		M	3
POA5654	55-64	0	F	13
POA5654	55-64	0	M	17
POA5654	65-74	0	F	3
POA5654	65-74	0	M	11
POA5654	75-84		F	6
POA5654	75-84	0	F	4
POA5654	75-84	0	M	5
POA5654	85+	0	M	3
POA5655	25-34	0	F	6
POA5655	25-34	0	M	5
POA5655	35-44	0	F	3
POA5655	35-44	0	M	4
POA5655	45-54	0	M	7
POA5655	55-64	0	F	3
POA5655	55-64	0	M	9
POA5655	65-74	0	F	6
POA5655	65-74	0	M	12
POA5655	75-84	0	M	6
POA5660	15-19	0	F	7
POA5660	25-34	0	F	3
POA5660	25-34	0	M	6
POA5660	45-54	0	F	3
POA5660	55-64	0	F	3
POA5661	20-24	0	F	3
POA5661	25-34		F	4
POA5661	25-34	0	F	7
POA5661	25-34	0	M	7
POA5661	35-44		F	3
POA5661	35-44		M	3
POA5661	35-44	0	F	7
POA5661	35-44	0	M	4
POA5661	45-54	0	F	6
POA5661	45-54	0	M	12
POA5661	45-54	1	F	3
POA5661	55-64		M	4
POA5661	55-64	0	F	10
POA5661	55-64	0	M	10
POA5661	65-74		M	3
POA5661	65-74	0	F	3
POA5661	65-74	0	M	9
POA5661	75-84	0	F	3
POA5661	75-84	0	M	3
POA5670	15-19	0	F	7
POA5670	15-19	0	M	10
POA5670	15-19	1	F	3
POA5670	20-24	0	F	3
POA5670	20-24	0	M	4
POA5670	25-34		F	4
POA5670	25-34	0	F	20
POA5670	25-34	0	M	10
POA5670	25-34	1	F	3
POA5670	35-44	0	F	27
POA5670	35-44	0	M	24
POA5670	35-44	1	F	9
POA5670	35-44	1	M	11
POA5670	45-54		F	3
POA5670	45-54	0	F	15
POA5670	45-54	0	M	17
POA5670	45-54	1	F	3
POA5670	45-54	1	M	3
POA5670	55-64		M	11
POA5670	55-64	0	F	29
POA5670	55-64	0	M	39
POA5670	55-64	1	F	6
POA5670	65-74		M	4
POA5670	65-74	0	F	19
POA5670	65-74	0	M	34
POA5670	65-74	1	F	5
POA5670	65-74	1	M	3
POA5670	75-84	0	F	12
POA5670	75-84	0	M	16
POA5670	75-84	1	M	4
POA5670	85+	0	F	3
POA5670	85+	0	M	3
POA5671	15-19	0	M	3
POA5671	20-24		M	3
POA5671	20-24	0	M	3
POA5671	25-34		F	5
POA5671	25-34	0	F	7
POA5671	25-34	0	M	3
POA5671	35-44	0	F	3
POA5671	35-44	0	M	16
POA5671	45-54	0	F	7
POA5671	45-54	0	M	11
POA5671	45-54	1	F	7
POA5671	55-64	0	F	5
POA5671	55-64	0	M	9
POA5671	65-74	0	F	12
POA5671	65-74	0	M	11
POA5671	75-84	0	F	4
POA5671	75-84	0	M	3
POA5680	15-19		F	15
POA5680	15-19		M	4
POA5680	15-19	0	F	23
POA5680	15-19	0	M	39
POA5680	20-24		F	5
POA5680	20-24		M	3
