POA_CODE_2021	IndigenousStatus	persons
POA3844	Non-indigenous	30706
POA3844	Torres Strait Islander	24
POA3847	Aboriginal	46
POA3847	Both Aboriginal & Torres Strait Islander	3
POA3847	Non-indigenous	2222
POA3847	Torres Strait Islander	7
POA3850	Aboriginal	375
POA3850	Both Aboriginal & Torres Strait Islander	9
POA3850	Non-indigenous	15080
POA3850	Torres Strait Islander	8
POA3851	Aboriginal	132
POA3851	Non-indigenous	6096
POA3851	Torres Strait Islander	3
POA3852	Aboriginal	3
POA3852	Non-indigenous	207
POA3854	Aboriginal	23
POA3854	Non-indigenous	1455
POA3856	Aboriginal	10
POA3856	Non-indigenous	1075
POA3857	Non-indigenous	389
POA3858	Aboriginal	59
POA3858	Non-indigenous	3066
POA3859	Aboriginal	9
POA3859	Non-indigenous	936
POA3860	Aboriginal	113
POA3860	Both Aboriginal & Torres Strait Islander	5
POA3860	Non-indigenous	7334
POA3860	Torres Strait Islander	3
POA3862	Aboriginal	60
POA3862	Non-indigenous	3487
POA3864	Non-indigenous	241
POA3865	Aboriginal	13
POA3865	Non-indigenous	514
POA3869	Aboriginal	18
POA3869	Non-indigenous	1720
POA3870	Aboriginal	22
POA3870	Non-indigenous	1292
POA3870	Torres Strait Islander	5
POA3871	Aboriginal	27
POA3871	Non-indigenous	3007
POA3871	Torres Strait Islander	5
POA3873	Aboriginal	5
POA3873	Non-indigenous	319
POA3874	Aboriginal	3
POA3874	Non-indigenous	607
POA3875	Aboriginal	794
POA3875	Both Aboriginal & Torres Strait Islander	12
POA3875	Non-indigenous	19196
POA3875	Torres Strait Islander	13
POA3878	Aboriginal	26
POA3878	Non-indigenous	1280
POA3880	Aboriginal	53
POA3880	Non-indigenous	4179
POA3880	Torres Strait Islander	3
POA3882	Aboriginal	16
POA3882	Non-indigenous	1306
POA3885	Aboriginal	56
POA3885	Non-indigenous	1817
POA3885	Torres Strait Islander	3
POA3886	Aboriginal	36
POA3886	Non-indigenous	379
POA3887	Aboriginal	7
POA3887	Non-indigenous	261
POA3888	Aboriginal	171
POA3888	Both Aboriginal & Torres Strait Islander	6
POA3888	Non-indigenous	3325
POA3889	Aboriginal	5
POA3889	Non-indigenous	166
POA3890	Aboriginal	21
POA3890	Non-indigenous	314
POA3891	Non-indigenous	121
POA3892	Aboriginal	6
POA3892	Non-indigenous	1177
POA3893	Non-indigenous	25
POA3895	Non-indigenous	198
POA3896	Non-indigenous	351
POA3898	Aboriginal	5
POA3898	Non-indigenous	700
POA3900	Aboriginal	3
POA3900	Non-indigenous	170
POA3902	Aboriginal	4
POA3902	Non-indigenous	419
POA3903	Aboriginal	32
POA3903	Non-indigenous	829
POA3904	Aboriginal	20
POA3904	Non-indigenous	1879
POA3909	Aboriginal	358
POA3909	Non-indigenous	8355
POA3910	Aboriginal	204
POA3910	Both Aboriginal & Torres Strait Islander	3
POA3910	Non-indigenous	23368
POA3910	Torres Strait Islander	13
POA3911	Aboriginal	55
POA3911	Both Aboriginal & Torres Strait Islander	3
POA3911	Non-indigenous	3456
POA3912	Aboriginal	174
POA3912	Non-indigenous	15456
POA3912	Torres Strait Islander	3
POA3913	Aboriginal	14
POA3913	Non-indigenous	3435
POA3915	Aboriginal	228
POA3915	Both Aboriginal & Torres Strait Islander	5
POA3915	Non-indigenous	10478
POA3915	Torres Strait Islander	12
POA3916	Aboriginal	4
POA3916	Non-indigenous	1032
POA3918	Aboriginal	51
POA3918	Non-indigenous	4225
POA3919	Aboriginal	75
POA3919	Both Aboriginal & Torres Strait Islander	11
POA3919	Non-indigenous	3254
POA3919	Torres Strait Islander	3
POA3920	Aboriginal	41
POA3920	Both Aboriginal & Torres Strait Islander	4
POA3920	Non-indigenous	1071
POA3920	Torres Strait Islander	8
POA3921	Non-indigenous	139
POA3922	Aboriginal	96
POA3922	Both Aboriginal & Torres Strait Islander	5
POA3922	Non-indigenous	10011
POA3922	Torres Strait Islander	6
POA3923	Non-indigenous	836
POA3925	Aboriginal	45
POA3925	Non-indigenous	4505
POA3926	Aboriginal	22
POA3926	Non-indigenous	3399
POA3927	Aboriginal	4
POA3927	Non-indigenous	1853
POA3928	Non-indigenous	453
POA3929	Aboriginal	3
POA3929	Non-indigenous	1127
POA3930	Aboriginal	90
POA3930	Non-indigenous	18639
POA3930	Torres Strait Islander	5
POA3931	Aboriginal	200
POA3931	Both Aboriginal & Torres Strait Islander	3
POA3931	Non-indigenous	25543
POA3931	Torres Strait Islander	13
POA3933	Aboriginal	15
POA3933	Non-indigenous	989
POA3934	Aboriginal	105
POA3934	Both Aboriginal & Torres Strait Islander	6
POA3934	Non-indigenous	19725
POA3934	Torres Strait Islander	10
POA3936	Aboriginal	115
POA3936	Non-indigenous	13248
POA3936	Torres Strait Islander	3
POA3937	Aboriginal	8
POA3937	Non-indigenous	1709
POA3938	Aboriginal	12
POA3938	Non-indigenous	3299
POA3939	Aboriginal	209
POA3939	Both Aboriginal & Torres Strait Islander	4
POA3939	Non-indigenous	15671
POA3939	Torres Strait Islander	16
POA3940	Aboriginal	85
POA3940	Both Aboriginal & Torres Strait Islander	3
POA3940	Non-indigenous	5158
POA3941	Aboriginal	141
POA3941	Non-indigenous	13447
POA3941	Torres Strait Islander	3
POA3942	Aboriginal	14
POA3942	Non-indigenous	2772
POA3943	Non-indigenous	2013
POA3944	Both Aboriginal & Torres Strait Islander	5
POA3944	Non-indigenous	782
POA3945	Aboriginal	23
POA3945	Non-indigenous	1069
POA3946	Aboriginal	3
POA3946	Non-indigenous	300
POA3950	Aboriginal	61
POA3950	Both Aboriginal & Torres Strait Islander	3
POA3950	Non-indigenous	5069
POA3951	Aboriginal	9
POA3951	Non-indigenous	1011
POA3953	Aboriginal	51
POA3953	Non-indigenous	8132
POA3953	Torres Strait Islander	11
POA3954	Non-indigenous	366
POA3956	Aboriginal	36
POA3956	Non-indigenous	3001
POA3957	Non-indigenous	310
POA3958	Non-indigenous	284
POA3959	Aboriginal	17
POA3959	Non-indigenous	1206
POA3960	Aboriginal	32
POA3960	Non-indigenous	2683
POA3962	Aboriginal	22
POA3962	Non-indigenous	932
POA3964	Aboriginal	5
POA3964	Non-indigenous	169
POA3965	Aboriginal	5
POA3965	Non-indigenous	215
POA3966	Aboriginal	4
POA3966	Non-indigenous	540
POA3967	Non-indigenous	108
POA3971	Aboriginal	76
POA3971	Both Aboriginal & Torres Strait Islander	3
POA3971	Non-indigenous	4116
POA3975	Aboriginal	36
POA3975	Non-indigenous	18012
POA3976	Aboriginal	177
POA3976	Both Aboriginal & Torres Strait Islander	3
POA3976	Non-indigenous	25894
POA3976	Torres Strait Islander	8
POA3977	Aboriginal	992
POA3977	Both Aboriginal & Torres Strait Islander	22
POA3977	Non-indigenous	116104
POA3977	Torres Strait Islander	25
POA3978	Aboriginal	225
POA3978	Both Aboriginal & Torres Strait Islander	5
POA3978	Non-indigenous	42965
POA3978	Torres Strait Islander	7
POA3979	Aboriginal	8
POA3979	Non-indigenous	357
POA3980	Aboriginal	32
POA3980	Non-indigenous	3528
POA3980	Torres Strait Islander	11
POA3981	Aboriginal	72
POA3981	Both Aboriginal & Torres Strait Islander	3
POA3981	Non-indigenous	5362
POA3984	Aboriginal	90
POA3984	Both Aboriginal & Torres Strait Islander	4
POA3984	Non-indigenous	7280
POA3987	Aboriginal	24
POA3987	Non-indigenous	1615
POA3987	Torres Strait Islander	5
POA3988	Aboriginal	16
POA3988	Non-indigenous	1078
POA3990	Aboriginal	5
POA3990	Non-indigenous	113
POA3991	Aboriginal	3
POA3991	Non-indigenous	402
POA3992	Aboriginal	11
POA3992	Non-indigenous	1270
POA3995	Aboriginal	176
POA3995	Both Aboriginal & Torres Strait Islander	3
POA3995	Non-indigenous	11414
POA3995	Torres Strait Islander	3
POA3996	Aboriginal	38
POA3996	Non-indigenous	6611
POA4000	Aboriginal	248
POA4000	Both Aboriginal & Torres Strait Islander	14
POA4000	Non-indigenous	20060
POA4000	Torres Strait Islander	19
POA4005	Aboriginal	154
POA4005	Both Aboriginal & Torres Strait Islander	11
POA4005	Non-indigenous	17539
POA4005	Torres Strait Islander	10
POA4006	Aboriginal	360
POA4006	Both Aboriginal & Torres Strait Islander	21
POA4006	Non-indigenous	23998
POA4006	Torres Strait Islander	32
POA4007	Aboriginal	188
POA4007	Both Aboriginal & Torres Strait Islander	5
POA4007	Non-indigenous	15240
POA4007	Torres Strait Islander	18
POA4008	Aboriginal	6
POA4008	Non-indigenous	367
POA4009	Non-indigenous	11
POA4010	Aboriginal	42
POA4010	Both Aboriginal & Torres Strait Islander	4
POA4010	Non-indigenous	3396
POA4010	Torres Strait Islander	4
POA4011	Aboriginal	186
POA4011	Both Aboriginal & Torres Strait Islander	10
POA4011	Non-indigenous	15595
POA4011	Torres Strait Islander	22
POA4012	Aboriginal	337
POA4012	Both Aboriginal & Torres Strait Islander	32
POA4012	Non-indigenous	23045
POA4012	Torres Strait Islander	26
POA4013	Aboriginal	110
POA4013	Both Aboriginal & Torres Strait Islander	11
POA4013	Non-indigenous	4745
POA4013	Torres Strait Islander	10
POA4014	Aboriginal	288
POA4014	Both Aboriginal & Torres Strait Islander	26
POA4014	Non-indigenous	12853
POA4014	Torres Strait Islander	23
POA4017	Aboriginal	940
POA4017	Both Aboriginal & Torres Strait Islander	51
POA4017	Non-indigenous	36704
POA4017	Torres Strait Islander	61
POA4018	Aboriginal	287
POA4018	Both Aboriginal & Torres Strait Islander	29
POA4018	Non-indigenous	13758
POA4018	Torres Strait Islander	23
POA4019	Aboriginal	714
POA4019	Both Aboriginal & Torres Strait Islander	34
POA4019	Non-indigenous	19786
POA4019	Torres Strait Islander	42
POA4020	Aboriginal	670
POA4020	Both Aboriginal & Torres Strait Islander	27
POA4020	Non-indigenous	24878
POA4020	Torres Strait Islander	28
POA4021	Aboriginal	414
POA4021	Both Aboriginal & Torres Strait Islander	39
POA4021	Non-indigenous	9271
POA4021	Torres Strait Islander	21
POA4022	Aboriginal	311
POA4022	Both Aboriginal & Torres Strait Islander	22
POA4022	Non-indigenous	7178
POA4022	Torres Strait Islander	27
POA4025	Aboriginal	9
POA4025	Non-indigenous	300
POA4030	Aboriginal	316
POA4030	Both Aboriginal & Torres Strait Islander	22
POA4030	Non-indigenous	18230
POA4030	Torres Strait Islander	24
POA4031	Aboriginal	245
POA4031	Both Aboriginal & Torres Strait Islander	26
POA4031	Non-indigenous	14001
POA4031	Torres Strait Islander	20
POA4032	Aboriginal	438
POA4032	Both Aboriginal & Torres Strait Islander	41
POA4032	Non-indigenous	17874
POA4032	Torres Strait Islander	36
POA4034	Aboriginal	1122
POA4034	Both Aboriginal & Torres Strait Islander	92
POA4034	Non-indigenous	45453
POA4034	Torres Strait Islander	74
POA4035	Aboriginal	359
POA4035	Both Aboriginal & Torres Strait Islander	27
POA4035	Non-indigenous	26916
POA4035	Torres Strait Islander	21
POA4036	Aboriginal	228
POA4036	Both Aboriginal & Torres Strait Islander	11
POA4036	Non-indigenous	6748
POA4036	Torres Strait Islander	13
POA4037	Aboriginal	114
POA4037	Both Aboriginal & Torres Strait Islander	10
POA4037	Non-indigenous	7695
POA4037	Torres Strait Islander	3
POA4051	Aboriginal	427
POA4051	Both Aboriginal & Torres Strait Islander	26
POA4051	Non-indigenous	29082
POA4051	Torres Strait Islander	39
POA4053	Aboriginal	1013
POA4053	Both Aboriginal & Torres Strait Islander	65
POA4053	Non-indigenous	46442
POA4053	Torres Strait Islander	84
POA4054	Aboriginal	350
POA4054	Both Aboriginal & Torres Strait Islander	18
POA4054	Non-indigenous	13588
POA4054	Torres Strait Islander	30
POA4055	Aboriginal	359
POA4055	Both Aboriginal & Torres Strait Islander	15
POA4055	Non-indigenous	21957
POA4055	Torres Strait Islander	33
POA4059	Aboriginal	160
POA4059	Both Aboriginal & Torres Strait Islander	3
POA4059	Non-indigenous	13561
POA4059	Torres Strait Islander	16
POA4060	Aboriginal	115
POA4060	Both Aboriginal & Torres Strait Islander	5
POA4060	Non-indigenous	13322
POA4060	Torres Strait Islander	8
POA4061	Aboriginal	145
POA4061	Both Aboriginal & Torres Strait Islander	21
POA4061	Non-indigenous	17138
POA4061	Torres Strait Islander	14
POA4064	Aboriginal	124
POA4064	Both Aboriginal & Torres Strait Islander	8
POA4064	Non-indigenous	12050
POA4064	Torres Strait Islander	9
POA4065	Aboriginal	51
POA4065	Non-indigenous	10116
POA4065	Torres Strait Islander	4
POA4066	Aboriginal	171
POA4066	Both Aboriginal & Torres Strait Islander	10
POA4066	Non-indigenous	18411
POA4066	Torres Strait Islander	17
POA4067	Aboriginal	94
POA4067	Both Aboriginal & Torres Strait Islander	6
POA4067	Non-indigenous	12110
POA4067	Torres Strait Islander	10
POA4068	Aboriginal	174
POA4068	Both Aboriginal & Torres Strait Islander	11
POA4068	Non-indigenous	25470
POA4068	Torres Strait Islander	21
POA4069	Aboriginal	170
POA4069	Both Aboriginal & Torres Strait Islander	12
POA4069	Non-indigenous	35334
POA4069	Torres Strait Islander	11
POA4070	Aboriginal	92
POA4070	Both Aboriginal & Torres Strait Islander	9
POA4070	Non-indigenous	11936
POA4070	Torres Strait Islander	8
POA4073	Aboriginal	69
POA4073	Both Aboriginal & Torres Strait Islander	3
POA4073	Non-indigenous	9221
POA4074	Aboriginal	295
POA4074	Both Aboriginal & Torres Strait Islander	11
POA4074	Non-indigenous	23738
POA4074	Torres Strait Islander	27
POA4075	Aboriginal	265
POA4075	Both Aboriginal & Torres Strait Islander	27
POA4075	Non-indigenous	25201
POA4075	Torres Strait Islander	13
POA4076	Aboriginal	766
POA4076	Both Aboriginal & Torres Strait Islander	54
POA4076	Non-indigenous	7467
POA4076	Torres Strait Islander	66
POA4077	Aboriginal	1283
POA4077	Both Aboriginal & Torres Strait Islander	107
POA4077	Non-indigenous	34333
POA4077	Torres Strait Islander	82
POA4078	Aboriginal	603
POA4078	Both Aboriginal & Torres Strait Islander	31
POA4078	Non-indigenous	25589
POA4078	Torres Strait Islander	40
POA4101	Aboriginal	399
POA4101	Both Aboriginal & Torres Strait Islander	49
POA4101	Non-indigenous	34761
POA4101	Torres Strait Islander	37
POA4102	Aboriginal	156
POA4102	Both Aboriginal & Torres Strait Islander	3
POA4102	Non-indigenous	10656
POA4102	Torres Strait Islander	8
POA4103	Aboriginal	234
POA4103	Both Aboriginal & Torres Strait Islander	27
POA4103	Non-indigenous	14712
POA4103	Torres Strait Islander	22
POA4104	Aboriginal	86
POA4104	Both Aboriginal & Torres Strait Islander	3
POA4104	Non-indigenous	6973
POA4105	Aboriginal	219
POA4105	Both Aboriginal & Torres Strait Islander	15
POA4105	Non-indigenous	13679
POA4105	Torres Strait Islander	16
POA4106	Aboriginal	49
POA4106	Non-indigenous	1619
POA4106	Torres Strait Islander	4
POA4107	Aboriginal	163
POA4107	Both Aboriginal & Torres Strait Islander	8
POA4107	Non-indigenous	6619
POA4108	Aboriginal	131
POA4108	Both Aboriginal & Torres Strait Islander	15
POA4108	Non-indigenous	6029
POA4108	Torres Strait Islander	13
POA4109	Aboriginal	438
POA4109	Both Aboriginal & Torres Strait Islander	34
POA4109	Non-indigenous	37195
POA4109	Torres Strait Islander	36
POA4110	Aboriginal	449
POA4110	Both Aboriginal & Torres Strait Islander	73
POA4110	Non-indigenous	15897
POA4110	Torres Strait Islander	42
POA4111	Aboriginal	28
POA4111	Non-indigenous	1054
POA4111	Torres Strait Islander	3
POA4112	Aboriginal	55
POA4112	Both Aboriginal & Torres Strait Islander	3
POA4112	Non-indigenous	8676
POA4112	Torres Strait Islander	3
POA4113	Aboriginal	280
POA4113	Both Aboriginal & Torres Strait Islander	28
POA4113	Non-indigenous	29196
POA4113	Torres Strait Islander	20
POA4114	Aboriginal	1559
POA4114	Both Aboriginal & Torres Strait Islander	187
POA4114	Non-indigenous	27786
POA4114	Torres Strait Islander	170
POA4115	Aboriginal	269
POA4115	Both Aboriginal & Torres Strait Islander	16
POA4115	Non-indigenous	19849
POA4115	Torres Strait Islander	35
POA4116	Aboriginal	184
POA4116	Both Aboriginal & Torres Strait Islander	27
POA4116	Non-indigenous	27242
POA4116	Torres Strait Islander	6
POA4117	Aboriginal	68
POA4117	Both Aboriginal & Torres Strait Islander	13
POA4117	Non-indigenous	2869
POA4117	Torres Strait Islander	4
POA4118	Aboriginal	985
POA4118	Both Aboriginal & Torres Strait Islander	81
POA4118	Non-indigenous	30369
POA4118	Torres Strait Islander	58
POA4119	Aboriginal	89
POA4119	Both Aboriginal & Torres Strait Islander	6
POA4119	Non-indigenous	6711
POA4119	Torres Strait Islander	3
POA4120	Aboriginal	155
POA4120	Both Aboriginal & Torres Strait Islander	3
POA4120	Non-indigenous	10218
POA4120	Torres Strait Islander	11
POA4121	Aboriginal	339
POA4121	Both Aboriginal & Torres Strait Islander	22
POA4121	Non-indigenous	25664
POA4121	Torres Strait Islander	37
POA4122	Aboriginal	673
POA4122	Both Aboriginal & Torres Strait Islander	84
POA4122	Non-indigenous	46319
POA4122	Torres Strait Islander	71
POA4123	Aboriginal	310
POA4123	Both Aboriginal & Torres Strait Islander	26
POA4123	Non-indigenous	22505
POA4123	Torres Strait Islander	16
POA4124	Aboriginal	770
POA4124	Both Aboriginal & Torres Strait Islander	34
POA4124	Non-indigenous	22604
POA4124	Torres Strait Islander	37
POA4125	Aboriginal	426
POA4125	Both Aboriginal & Torres Strait Islander	16
POA4125	Non-indigenous	12430
POA4125	Torres Strait Islander	21
POA4127	Aboriginal	901
POA4127	Both Aboriginal & Torres Strait Islander	74
POA4127	Non-indigenous	26166
POA4127	Torres Strait Islander	65
POA4128	Aboriginal	322
POA4128	Both Aboriginal & Torres Strait Islander	39
POA4128	Non-indigenous	16552
POA4128	Torres Strait Islander	23
POA4129	Aboriginal	231
POA4129	Both Aboriginal & Torres Strait Islander	11
POA4129	Non-indigenous	6504
POA4129	Torres Strait Islander	18
POA4130	Aboriginal	201
POA4130	Both Aboriginal & Torres Strait Islander	3
POA4130	Non-indigenous	8936
POA4131	Aboriginal	553
POA4131	Both Aboriginal & Torres Strait Islander	56
POA4131	Non-indigenous	11125
POA4131	Torres Strait Islander	47
POA4132	Aboriginal	1154
POA4132	Both Aboriginal & Torres Strait Islander	113
POA4132	Non-indigenous	25724
POA4132	Torres Strait Islander	79
POA4133	Aboriginal	826
POA4133	Both Aboriginal & Torres Strait Islander	85
POA4133	Non-indigenous	21516
POA4133	Torres Strait Islander	45
POA4151	Aboriginal	209
POA4151	Both Aboriginal & Torres Strait Islander	6
POA4151	Non-indigenous	17904
POA4151	Torres Strait Islander	13
POA4152	Aboriginal	609
POA4152	Both Aboriginal & Torres Strait Islander	35
POA4152	Non-indigenous	46887
POA4152	Torres Strait Islander	39
POA4153	Aboriginal	52
POA4153	Non-indigenous	4438
POA4153	Torres Strait Islander	8
POA4154	Aboriginal	125
POA4154	Both Aboriginal & Torres Strait Islander	3
POA4154	Non-indigenous	11316
POA4154	Torres Strait Islander	5
POA4155	Aboriginal	16
POA4155	Non-indigenous	1459
POA4156	Aboriginal	40
POA4156	Both Aboriginal & Torres Strait Islander	6
POA4156	Non-indigenous	3342
POA4157	Aboriginal	542
POA4157	Both Aboriginal & Torres Strait Islander	32
POA4157	Non-indigenous	19170
POA4157	Torres Strait Islander	27
POA4158	Aboriginal	96
POA4158	Both Aboriginal & Torres Strait Islander	9
POA4158	Non-indigenous	3768
POA4158	Torres Strait Islander	4
POA4159	Aboriginal	379
POA4159	Both Aboriginal & Torres Strait Islander	5
POA4159	Non-indigenous	14414
POA4159	Torres Strait Islander	18
POA4160	Aboriginal	336
POA4160	Both Aboriginal & Torres Strait Islander	16
POA4160	Non-indigenous	18672
POA4160	Torres Strait Islander	20
POA4161	Aboriginal	545
POA4161	Both Aboriginal & Torres Strait Islander	39
POA4161	Non-indigenous	15868
POA4161	Torres Strait Islander	20
POA4163	Aboriginal	282
POA4163	Both Aboriginal & Torres Strait Islander	23
POA4163	Non-indigenous	15537
POA4163	Torres Strait Islander	8
POA4164	Aboriginal	417
POA4164	Both Aboriginal & Torres Strait Islander	26
POA4164	Non-indigenous	18804
POA4164	Torres Strait Islander	16
POA4165	Aboriginal	970
POA4165	Both Aboriginal & Torres Strait Islander	62
POA4165	Non-indigenous	38400
POA4165	Torres Strait Islander	59
POA4169	Aboriginal	218
POA4169	Both Aboriginal & Torres Strait Islander	28
POA4169	Non-indigenous	15624
POA4169	Torres Strait Islander	12
POA4170	Aboriginal	470
POA4170	Both Aboriginal & Torres Strait Islander	24
POA4170	Non-indigenous	27503
POA4170	Torres Strait Islander	33
POA4171	Aboriginal	195
POA4171	Both Aboriginal & Torres Strait Islander	10
POA4171	Non-indigenous	16668
POA4171	Torres Strait Islander	13
POA4172	Aboriginal	88
POA4172	Both Aboriginal & Torres Strait Islander	4
POA4172	Non-indigenous	4838
POA4172	Torres Strait Islander	16
POA4173	Aboriginal	230
POA4173	Both Aboriginal & Torres Strait Islander	7
POA4173	Non-indigenous	8220
POA4173	Torres Strait Islander	6
POA4174	Aboriginal	79
POA4174	Both Aboriginal & Torres Strait Islander	8
POA4174	Non-indigenous	2756
POA4178	Aboriginal	794
POA4178	Both Aboriginal & Torres Strait Islander	48
POA4178	Non-indigenous	25999
POA4178	Torres Strait Islander	46
POA4179	Aboriginal	439
POA4179	Both Aboriginal & Torres Strait Islander	43
POA4179	Non-indigenous	19711
POA4179	Torres Strait Islander	29
POA4183	Aboriginal	318
POA4183	Both Aboriginal & Torres Strait Islander	17
POA4183	Non-indigenous	1814
POA4183	Torres Strait Islander	7
POA4184	Aboriginal	321
POA4184	Both Aboriginal & Torres Strait Islander	16
POA4184	Non-indigenous	8123
POA4184	Torres Strait Islander	21
POA4205	Aboriginal	271
POA4205	Both Aboriginal & Torres Strait Islander	20
POA4205	Non-indigenous	6023
POA4205	Torres Strait Islander	19
POA4207	Aboriginal	3036
POA4207	Both Aboriginal & Torres Strait Islander	122
POA4207	Non-indigenous	65185
POA4207	Torres Strait Islander	134
POA4208	Aboriginal	579
POA4208	Both Aboriginal & Torres Strait Islander	28
POA4208	Non-indigenous	23702
POA4208	Torres Strait Islander	33
POA4209	Aboriginal	2383
POA4209	Both Aboriginal & Torres Strait Islander	104
POA4209	Non-indigenous	71705
POA4209	Torres Strait Islander	92
POA4210	Aboriginal	500
POA4210	Both Aboriginal & Torres Strait Islander	22
POA4210	Non-indigenous	22070
POA4210	Torres Strait Islander	13
POA4211	Aboriginal	1461
POA4211	Both Aboriginal & Torres Strait Islander	66
POA4211	Non-indigenous	60923
POA4211	Torres Strait Islander	58
POA4212	Aboriginal	494
POA4212	Both Aboriginal & Torres Strait Islander	13
POA4212	Non-indigenous	32934
POA4212	Torres Strait Islander	29
POA4213	Aboriginal	632
POA4213	Both Aboriginal & Torres Strait Islander	42
POA4213	Non-indigenous	30457
POA4213	Torres Strait Islander	22
POA4214	Aboriginal	762
POA4214	Both Aboriginal & Torres Strait Islander	52
POA4214	Non-indigenous	38023
POA4214	Torres Strait Islander	34
POA4215	Aboriginal	1135
POA4215	Both Aboriginal & Torres Strait Islander	44
POA4215	Non-indigenous	54198
POA4215	Torres Strait Islander	48
POA4216	Aboriginal	583
POA4216	Both Aboriginal & Torres Strait Islander	29
POA4216	Non-indigenous	39086
POA4216	Torres Strait Islander	16
POA4217	Aboriginal	463
POA4217	Both Aboriginal & Torres Strait Islander	33
POA4217	Non-indigenous	44666
POA4217	Torres Strait Islander	35
POA4218	Aboriginal	429
POA4218	Both Aboriginal & Torres Strait Islander	18
POA4218	Non-indigenous	34898
POA4218	Torres Strait Islander	26
POA4220	Aboriginal	527
POA4220	Both Aboriginal & Torres Strait Islander	14
POA4220	Non-indigenous	31988
POA4220	Torres Strait Islander	45
POA4221	Aboriginal	652
POA4221	Both Aboriginal & Torres Strait Islander	27
POA4221	Non-indigenous	28171
POA4221	Torres Strait Islander	39
POA4223	Aboriginal	354
POA4223	Both Aboriginal & Torres Strait Islander	18
POA4223	Non-indigenous	14764
POA4223	Torres Strait Islander	20
POA4224	Aboriginal	162
POA4224	Both Aboriginal & Torres Strait Islander	11
POA4224	Non-indigenous	6996
POA4224	Torres Strait Islander	6
POA4225	Aboriginal	163
POA4225	Both Aboriginal & Torres Strait Islander	11
POA4225	Non-indigenous	8188
POA4225	Torres Strait Islander	12
POA4226	Aboriginal	541
POA4226	Both Aboriginal & Torres Strait Islander	11
POA4226	Non-indigenous	36701
POA4226	Torres Strait Islander	13
POA4227	Aboriginal	439
POA4227	Both Aboriginal & Torres Strait Islander	22
POA4227	Non-indigenous	23427
POA4227	Torres Strait Islander	16
POA4228	Aboriginal	115
POA4228	Both Aboriginal & Torres Strait Islander	4
POA4228	Non-indigenous	5457
POA4228	Torres Strait Islander	9
POA4270	Aboriginal	104
POA4270	Both Aboriginal & Torres Strait Islander	5
POA4270	Non-indigenous	4279
POA4272	Aboriginal	94
POA4272	Both Aboriginal & Torres Strait Islander	15
POA4272	Non-indigenous	7991
POA4272	Torres Strait Islander	5
POA4275	Aboriginal	107
POA4275	Non-indigenous	3788
POA4280	Aboriginal	848
POA4280	Both Aboriginal & Torres Strait Islander	43
POA4280	Non-indigenous	20329
POA4280	Torres Strait Islander	38
POA4285	Aboriginal	1189
POA4285	Both Aboriginal & Torres Strait Islander	53
POA4285	Non-indigenous	20467
POA4285	Torres Strait Islander	54
POA4287	Aboriginal	29
POA4287	Non-indigenous	909
POA4300	Aboriginal	2383
POA4300	Both Aboriginal & Torres Strait Islander	192
POA4300	Non-indigenous	65964
POA4300	Torres Strait Islander	136
POA4301	Aboriginal	1825
POA4301	Both Aboriginal & Torres Strait Islander	107
POA4301	Non-indigenous	34491
POA4301	Torres Strait Islander	104
POA4303	Aboriginal	361
POA4303	Both Aboriginal & Torres Strait Islander	33
POA4303	Non-indigenous	3768
POA4303	Torres Strait Islander	11
POA4304	Aboriginal	1060
POA4304	Both Aboriginal & Torres Strait Islander	53
POA4304	Non-indigenous	16644
POA4304	Torres Strait Islander	58
POA4305	Aboriginal	4134
POA4305	Both Aboriginal & Torres Strait Islander	175
POA4305	Non-indigenous	59899
POA4305	Torres Strait Islander	148
POA4306	Aboriginal	1686
POA4306	Both Aboriginal & Torres Strait Islander	68
POA4306	Non-indigenous	42187
POA4306	Torres Strait Islander	56
POA4307	Aboriginal	50
POA4307	Non-indigenous	1519
POA4307	Torres Strait Islander	6
POA4309	Aboriginal	80
POA4309	Both Aboriginal & Torres Strait Islander	19
POA4309	Non-indigenous	3263
POA4309	Torres Strait Islander	4
POA4310	Aboriginal	96
POA4310	Both Aboriginal & Torres Strait Islander	25
POA4310	Non-indigenous	5891
POA4310	Torres Strait Islander	5
POA4311	Aboriginal	580
POA4311	Both Aboriginal & Torres Strait Islander	32
POA4311	Non-indigenous	9784
POA4311	Torres Strait Islander	16
POA4312	Aboriginal	85
POA4312	Non-indigenous	2505
POA4313	Aboriginal	76
POA4313	Both Aboriginal & Torres Strait Islander	11
POA4313	Non-indigenous	2229
POA4314	Aboriginal	92
POA4314	Both Aboriginal & Torres Strait Islander	3
POA4314	Non-indigenous	3155
POA4314	Torres Strait Islander	5
POA4340	Aboriginal	285
POA4340	Both Aboriginal & Torres Strait Islander	16
POA4340	Non-indigenous	5684
POA4340	Torres Strait Islander	22
POA4341	Aboriginal	783
POA4341	Both Aboriginal & Torres Strait Islander	61
POA4341	Non-indigenous	15073
POA4341	Torres Strait Islander	35
POA4342	Aboriginal	149
POA4342	Both Aboriginal & Torres Strait Islander	7
POA4342	Non-indigenous	2546
POA4343	Aboriginal	576
POA4343	Both Aboriginal & Torres Strait Islander	22
POA4343	Non-indigenous	11555
POA4343	Torres Strait Islander	20
POA4344	Aboriginal	122
POA4344	Both Aboriginal & Torres Strait Islander	7
POA4344	Non-indigenous	2573
