GCCSA_NAME21	Age	ProvidedUnpaidChildcare	ForOwnChild	ForOtherChild	Sex	adults
No usual address (Tas.)	65-74				M	45
No usual address (Tas.)	65-74	0			F	41
No usual address (Tas.)	65-74	0			M	44
No usual address (Tas.)	75-84				F	4
No usual address (Tas.)	75-84				M	4
No usual address (Tas.)	75-84	0			F	8
No usual address (Tas.)	75-84	0			M	13
No usual address (Tas.)	85+	0			F	4
Migratory - Offshore - Shipping (Tas.)	35-44	0			M	3
Migratory - Offshore - Shipping (Tas.)	45-54	0			M	3
Greater Hobart	15-19				F	349
Greater Hobart	15-19				M	372
Greater Hobart	15-19	0			F	5495
Greater Hobart	15-19	0			M	6182
Greater Hobart	15-19	1	0	1	F	568
Greater Hobart	15-19	1	0	1	M	291
Greater Hobart	15-19	1	1	0	F	36
Greater Hobart	15-19	1	1	0	M	16
Greater Hobart	15-19	1	1	1	F	9
Greater Hobart	15-19	1	1	1	M	3
Greater Hobart	20-24				F	350
Greater Hobart	20-24				M	395
Greater Hobart	20-24	0			F	6030
Greater Hobart	20-24	0			M	6626
Greater Hobart	20-24	1	0	1	F	485
Greater Hobart	20-24	1	0	1	M	225
Greater Hobart	20-24	1	1	0	F	451
Greater Hobart	20-24	1	1	0	M	224
Greater Hobart	20-24	1	1	1	F	26
Greater Hobart	20-24	1	1	1	M	8
Greater Hobart	25-34				F	991
Greater Hobart	25-34				M	1209
Greater Hobart	25-34	0			F	11878
Greater Hobart	25-34	0			M	14194
Greater Hobart	25-34	1	0	1	F	865
Greater Hobart	25-34	1	0	1	M	502
Greater Hobart	25-34	1	1	0	F	5765
Greater Hobart	25-34	1	1	0	M	3901
Greater Hobart	25-34	1	1	1	F	341
Greater Hobart	25-34	1	1	1	M	119
Greater Hobart	35-44				F	693
Greater Hobart	35-44				M	889
Greater Hobart	35-44	0			F	5118
Greater Hobart	35-44	0			M	6185
Greater Hobart	35-44	1	0	1	F	582
Greater Hobart	35-44	1	0	1	M	300
Greater Hobart	35-44	1	1	0	F	9177
Greater Hobart	35-44	1	1	0	M	7720
Greater Hobart	35-44	1	1	1	F	680
Greater Hobart	35-44	1	1	1	M	302
Greater Hobart	45-54				F	554
Greater Hobart	45-54				M	690
Greater Hobart	45-54	0			F	9032
Greater Hobart	45-54	0			M	8331
Greater Hobart	45-54	1	0	1	F	1059
Greater Hobart	45-54	1	0	1	M	423
Greater Hobart	45-54	1	1	0	F	4553
Greater Hobart	45-54	1	1	0	M	4595
Greater Hobart	45-54	1	1	1	F	239
Greater Hobart	45-54	1	1	1	M	166
Greater Hobart	55-64				F	551
Greater Hobart	55-64				M	645
Greater Hobart	55-64	0			F	11601
Greater Hobart	55-64	0			M	11577
Greater Hobart	55-64	1	0	1	F	3082
Greater Hobart	55-64	1	0	1	M	1133
Greater Hobart	55-64	1	1	0	F	398
Greater Hobart	55-64	1	1	0	M	885
Greater Hobart	55-64	1	1	1	F	24
Greater Hobart	55-64	1	1	1	M	22
Greater Hobart	65-74				F	627
Greater Hobart	65-74				M	599
Greater Hobart	65-74	0			F	9869
Greater Hobart	65-74	0			M	9673
Greater Hobart	65-74	1	0	1	F	3208
Greater Hobart	65-74	1	0	1	M	1915
Greater Hobart	65-74	1	1	0	F	91
Greater Hobart	65-74	1	1	0	M	153
Greater Hobart	65-74	1	1	1	F	16
Greater Hobart	65-74	1	1	1	M	4
Greater Hobart	75-84				F	573
Greater Hobart	75-84				M	440
Greater Hobart	75-84	0			F	6848
Greater Hobart	75-84	0			M	5605
Greater Hobart	75-84	1	0	1	F	586
Greater Hobart	75-84	1	0	1	M	502
Greater Hobart	75-84	1	1	0	F	26
Greater Hobart	75-84	1	1	0	M	23
Greater Hobart	75-84	1	1	1	M	4
Greater Hobart	85+				F	347
Greater Hobart	85+				M	194
Greater Hobart	85+	0			F	3138
Greater Hobart	85+	0			M	1894
Greater Hobart	85+	1	0	1	F	28
Greater Hobart	85+	1	0	1	M	28
Rest of Tas.	15-19				F	553
Rest of Tas.	15-19				M	683
Rest of Tas.	15-19	0			F	6742
Rest of Tas.	15-19	0			M	7544
Rest of Tas.	15-19	1	0	1	F	674
Rest of Tas.	15-19	1	0	1	M	344
Rest of Tas.	15-19	1	1	0	F	70
Rest of Tas.	15-19	1	1	0	M	40
Rest of Tas.	15-19	1	1	1	F	7
Rest of Tas.	20-24				F	475
Rest of Tas.	20-24				M	564
Rest of Tas.	20-24	0			F	5868
Rest of Tas.	20-24	0			M	6968
Rest of Tas.	20-24	1	0	1	F	568
Rest of Tas.	20-24	1	0	1	M	288
Rest of Tas.	20-24	1	1	0	F	875
Rest of Tas.	20-24	1	1	0	M	427
Rest of Tas.	20-24	1	1	1	F	47
Rest of Tas.	20-24	1	1	1	M	11
Rest of Tas.	25-34				F	1036
Rest of Tas.	25-34				M	1219
Rest of Tas.	25-34	0			F	8565
Rest of Tas.	25-34	0			M	11371
Rest of Tas.	25-34	1	0	1	F	821
Rest of Tas.	25-34	1	0	1	M	506
Rest of Tas.	25-34	1	1	0	F	7425
Rest of Tas.	25-34	1	1	0	M	5035
Rest of Tas.	25-34	1	1	1	F	521
Rest of Tas.	25-34	1	1	1	M	177
Rest of Tas.	35-44				F	897
Rest of Tas.	35-44				M	1035
Rest of Tas.	35-44	0			F	5419
Rest of Tas.	35-44	0			M	6309
Rest of Tas.	35-44	1	0	1	F	601
Rest of Tas.	35-44	1	0	1	M	386
Rest of Tas.	35-44	1	1	0	F	10127
Rest of Tas.	35-44	1	1	0	M	8343
Rest of Tas.	35-44	1	1	1	F	664
Rest of Tas.	35-44	1	1	1	M	312
Rest of Tas.	45-54				F	982
Rest of Tas.	45-54				M	1125
Rest of Tas.	45-54	0			F	12935
Rest of Tas.	45-54	0			M	12286
Rest of Tas.	45-54	1	0	1	F	1725
Rest of Tas.	45-54	1	0	1	M	634
Rest of Tas.	45-54	1	1	0	F	4484
Rest of Tas.	45-54	1	1	0	M	4798
Rest of Tas.	45-54	1	1	1	F	224
Rest of Tas.	45-54	1	1	1	M	143
Rest of Tas.	55-64				F	1159
Rest of Tas.	55-64				M	1285
Rest of Tas.	55-64	0			F	17563
Rest of Tas.	55-64	0			M	18002
Rest of Tas.	55-64	1	0	1	F	4076
Rest of Tas.	55-64	1	0	1	M	1609
Rest of Tas.	55-64	1	1	0	F	411
Rest of Tas.	55-64	1	1	0	M	1066
Rest of Tas.	55-64	1	1	1	F	47
Rest of Tas.	55-64	1	1	1	M	35
Rest of Tas.	65-74				F	1207
Rest of Tas.	65-74				M	1334
Rest of Tas.	65-74	0			F	16349
Rest of Tas.	65-74	0			M	16944
Rest of Tas.	65-74	1	0	1	F	2801
Rest of Tas.	65-74	1	0	1	M	1761
Rest of Tas.	65-74	1	1	0	F	101
Rest of Tas.	65-74	1	1	0	M	176
Rest of Tas.	65-74	1	1	1	F	13
Rest of Tas.	65-74	1	1	1	M	10
Rest of Tas.	75-84				F	1020
Rest of Tas.	75-84				M	861
Rest of Tas.	75-84	0			F	9902
Rest of Tas.	75-84	0			M	9397
Rest of Tas.	75-84	1	0	1	F	425
Rest of Tas.	75-84	1	0	1	M	356
Rest of Tas.	75-84	1	1	0	F	23
Rest of Tas.	75-84	1	1	0	M	36
Rest of Tas.	75-84	1	1	1	F	3
Rest of Tas.	85+				F	531
Rest of Tas.	85+				M	379
Rest of Tas.	85+	0			F	3862
Rest of Tas.	85+	0			M	2558
Rest of Tas.	85+	1	0	1	F	19
Rest of Tas.	85+	1	0	1	M	4
Rest of Tas.	85+	1	1	0	F	4
No usual address (NT)	15-19				F	31
No usual address (NT)	15-19				M	15
No usual address (NT)	15-19	0			F	25
No usual address (NT)	15-19	0			M	16
No usual address (NT)	15-19	1	0	1	F	3
No usual address (NT)	20-24				F	39
No usual address (NT)	20-24				M	48
No usual address (NT)	20-24	0			F	43
No usual address (NT)	20-24	0			M	36
No usual address (NT)	20-24	1	0	1	F	4
No usual address (NT)	20-24	1	1	0	F	13
No usual address (NT)	20-24	1	1	0	M	3
No usual address (NT)	25-34				F	136
No usual address (NT)	25-34				M	103
No usual address (NT)	25-34	0			F	167
No usual address (NT)	25-34	0			M	159
No usual address (NT)	25-34	1	0	1	F	8
No usual address (NT)	25-34	1	1	0	F	50
No usual address (NT)	25-34	1	1	0	M	30
No usual address (NT)	25-34	1	1	1	F	7
No usual address (NT)	35-44				F	105
No usual address (NT)	35-44				M	132
No usual address (NT)	35-44	0			F	72
No usual address (NT)	35-44	0			M	110
No usual address (NT)	35-44	1	0	1	F	7
No usual address (NT)	35-44	1	1	0	F	84
No usual address (NT)	35-44	1	1	0	M	62
No usual address (NT)	35-44	1	1	1	F	4
No usual address (NT)	45-54				F	124
No usual address (NT)	45-54				M	151
No usual address (NT)	45-54	0			F	132
No usual address (NT)	45-54	0			M	133
No usual address (NT)	45-54	1	0	1	F	11
No usual address (NT)	45-54	1	0	1	M	7
No usual address (NT)	45-54	1	1	0	F	16
No usual address (NT)	45-54	1	1	0	M	27
No usual address (NT)	55-64				F	107
No usual address (NT)	55-64				M	119
No usual address (NT)	55-64	0			F	161
No usual address (NT)	55-64	0			M	181
No usual address (NT)	55-64	1	0	1	F	3
No usual address (NT)	55-64	1	0	1	M	3
No usual address (NT)	55-64	1	1	0	F	8
No usual address (NT)	65-74				F	33
No usual address (NT)	65-74				M	52
No usual address (NT)	65-74	0			F	86
No usual address (NT)	65-74	0			M	147
No usual address (NT)	65-74	1	1	0	M	4
No usual address (NT)	75-84				M	11
No usual address (NT)	75-84	0			F	7
No usual address (NT)	75-84	0			M	24
No usual address (NT)	85+	0			M	4
Migratory - Offshore - Shipping (NT)	15-19	0			M	5
Migratory - Offshore - Shipping (NT)	20-24	0			M	6
Migratory - Offshore - Shipping (NT)	25-34				M	4
Migratory - Offshore - Shipping (NT)	25-34	0			F	3
Migratory - Offshore - Shipping (NT)	25-34	0			M	9
Migratory - Offshore - Shipping (NT)	25-34	1	1	0	M	5
Migratory - Offshore - Shipping (NT)	35-44				M	4
Migratory - Offshore - Shipping (NT)	35-44	0			M	13
Migratory - Offshore - Shipping (NT)	45-54				M	4
Migratory - Offshore - Shipping (NT)	45-54	0			M	7
Migratory - Offshore - Shipping (NT)	55-64				M	3
Migratory - Offshore - Shipping (NT)	55-64	0			M	11
Greater Darwin	15-19				F	356
Greater Darwin	15-19				M	407
Greater Darwin	15-19	0			F	2992
Greater Darwin	15-19	0			M	3300
Greater Darwin	15-19	1	0	1	F	350
Greater Darwin	15-19	1	0	1	M	199
Greater Darwin	15-19	1	1	0	F	34
Greater Darwin	15-19	1	1	0	M	11
Greater Darwin	15-19	1	1	1	F	5
Greater Darwin	20-24				F	413
Greater Darwin	20-24				M	708
Greater Darwin	20-24	0			F	3125
Greater Darwin	20-24	0			M	3882
Greater Darwin	20-24	1	0	1	F	260
Greater Darwin	20-24	1	0	1	M	159
Greater Darwin	20-24	1	1	0	F	326
Greater Darwin	20-24	1	1	0	M	144
Greater Darwin	20-24	1	1	1	F	18
Greater Darwin	20-24	1	1	1	M	9
Greater Darwin	25-34				F	1244
Greater Darwin	25-34				M	1719
Greater Darwin	25-34	0			F	7356
Greater Darwin	25-34	0			M	8312
Greater Darwin	25-34	1	0	1	F	513
Greater Darwin	25-34	1	0	1	M	294
Greater Darwin	25-34	1	1	0	F	3871
Greater Darwin	25-34	1	1	0	M	2357
Greater Darwin	25-34	1	1	1	F	219
Greater Darwin	25-34	1	1	1	M	72
Greater Darwin	35-44				F	993
Greater Darwin	35-44				M	1345
Greater Darwin	35-44	0			F	3976
Greater Darwin	35-44	0			M	4532
Greater Darwin	35-44	1	0	1	F	376
Greater Darwin	35-44	1	0	1	M	215
Greater Darwin	35-44	1	1	0	F	5592
Greater Darwin	35-44	1	1	0	M	4576
Greater Darwin	35-44	1	1	1	F	346
Greater Darwin	35-44	1	1	1	M	157
Greater Darwin	45-54				F	769
Greater Darwin	45-54				M	1145
Greater Darwin	45-54	0			F	5322
Greater Darwin	45-54	0			M	5365
Greater Darwin	45-54	1	0	1	F	591
Greater Darwin	45-54	1	0	1	M	259
Greater Darwin	45-54	1	1	0	F	2240
Greater Darwin	45-54	1	1	0	M	2539
Greater Darwin	45-54	1	1	1	F	122
Greater Darwin	45-54	1	1	1	M	58
Greater Darwin	55-64				F	583
Greater Darwin	55-64				M	758
Greater Darwin	55-64	0			F	5209
Greater Darwin	55-64	0			M	5738
Greater Darwin	55-64	1	0	1	F	1133
Greater Darwin	55-64	1	0	1	M	476
Greater Darwin	55-64	1	1	0	F	204
Greater Darwin	55-64	1	1	0	M	511
Greater Darwin	55-64	1	1	1	F	10
Greater Darwin	55-64	1	1	1	M	11
Greater Darwin	65-74				F	383
Greater Darwin	65-74				M	480
Greater Darwin	65-74	0			F	3158
Greater Darwin	65-74	0			M	3749
Greater Darwin	65-74	1	0	1	F	916
Greater Darwin	65-74	1	0	1	M	502
Greater Darwin	65-74	1	1	0	F	46
Greater Darwin	65-74	1	1	0	M	122
Greater Darwin	65-74	1	1	1	F	10
Greater Darwin	75-84				F	192
Greater Darwin	75-84				M	196
Greater Darwin	75-84	0			F	1419
Greater Darwin	75-84	0			M	1515
Greater Darwin	75-84	1	0	1	F	159
Greater Darwin	75-84	1	0	1	M	106
Greater Darwin	75-84	1	1	0	F	9
Greater Darwin	75-84	1	1	0	M	14
Greater Darwin	75-84	1	1	1	M	3
Greater Darwin	85+				F	77
Greater Darwin	85+				M	54
Greater Darwin	85+	0			F	371
Greater Darwin	85+	0			M	311
Greater Darwin	85+	1	0	1	F	7
Greater Darwin	85+	1	0	1	M	11
Rest of NT	15-19				F	377
Rest of NT	15-19				M	430
Rest of NT	15-19	0			F	1724
Rest of NT	15-19	0			M	2125
Rest of NT	15-19	1	0	1	F	742
Rest of NT	15-19	1	0	1	M	705
Rest of NT	15-19	1	1	0	F	149
Rest of NT	15-19	1	1	0	M	79
Rest of NT	15-19	1	1	1	F	69
Rest of NT	15-19	1	1	1	M	33
Rest of NT	20-24				F	307
Rest of NT	20-24				M	468
Rest of NT	20-24	0			F	1519
Rest of NT	20-24	0			M	1857
Rest of NT	20-24	1	0	1	F	648
Rest of NT	20-24	1	0	1	M	576
Rest of NT	20-24	1	1	0	F	559
Rest of NT	20-24	1	1	0	M	313
Rest of NT	20-24	1	1	1	F	189
Rest of NT	20-24	1	1	1	M	117
Rest of NT	25-34				F	860
Rest of NT	25-34				M	1174
Rest of NT	25-34	0			F	3430
Rest of NT	25-34	0			M	3893
Rest of NT	25-34	1	0	1	F	913
Rest of NT	25-34	1	0	1	M	740
Rest of NT	25-34	1	1	0	F	2597
Rest of NT	25-34	1	1	0	M	1718
Rest of NT	25-34	1	1	1	F	590
Rest of NT	25-34	1	1	1	M	339
Rest of NT	35-44				F	664
Rest of NT	35-44				M	920
Rest of NT	35-44	0			F	2080
Rest of NT	35-44	0			M	2592
Rest of NT	35-44	1	0	1	F	765
Rest of NT	35-44	1	0	1	M	536
Rest of NT	35-44	1	1	0	F	2610
Rest of NT	35-44	1	1	0	M	2167
Rest of NT	35-44	1	1	1	F	486
Rest of NT	35-44	1	1	1	M	300
Rest of NT	45-54				F	585
Rest of NT	45-54				M	736
Rest of NT	45-54	0			F	2792
Rest of NT	45-54	0			M	2853
Rest of NT	45-54	1	0	1	F	1051
Rest of NT	45-54	1	0	1	M	616
Rest of NT	45-54	1	1	0	F	951
Rest of NT	45-54	1	1	0	M	1002
Rest of NT	45-54	1	1	1	F	222
Rest of NT	45-54	1	1	1	M	154
Rest of NT	55-64				F	490
Rest of NT	55-64				M	635
Rest of NT	55-64	0			F	2863
Rest of NT	55-64	0			M	3070
Rest of NT	55-64	1	0	1	F	912
Rest of NT	55-64	1	0	1	M	472
Rest of NT	55-64	1	1	0	F	151
Rest of NT	55-64	1	1	0	M	245
Rest of NT	55-64	1	1	1	F	97
Rest of NT	55-64	1	1	1	M	65
Rest of NT	65-74				F	259
Rest of NT	65-74				M	326
Rest of NT	65-74	0			F	1522
Rest of NT	65-74	0			M	1835
Rest of NT	65-74	1	0	1	F	442
Rest of NT	65-74	1	0	1	M	256
Rest of NT	65-74	1	1	0	F	48
Rest of NT	65-74	1	1	0	M	64
Rest of NT	65-74	1	1	1	F	25
Rest of NT	65-74	1	1	1	M	21
Rest of NT	75-84				F	86
Rest of NT	75-84				M	123
Rest of NT	75-84	0			F	544
Rest of NT	75-84	0			M	590
Rest of NT	75-84	1	0	1	F	72
Rest of NT	75-84	1	0	1	M	53
Rest of NT	75-84	1	1	0	F	3
Rest of NT	75-84	1	1	0	M	9
Rest of NT	75-84	1	1	1	F	12
Rest of NT	75-84	1	1	1	M	4
Rest of NT	85+				F	26
Rest of NT	85+				M	14
Rest of NT	85+	0			F	155
Rest of NT	85+	0			M	103
Rest of NT	85+	1	0	1	F	12
Rest of NT	85+	1	0	1	M	8
Rest of NT	85+	1	1	0	F	4
No usual address (ACT)	15-19				M	4
No usual address (ACT)	15-19	0			F	36
No usual address (ACT)	15-19	0			M	20
No usual address (ACT)	20-24				F	4
No usual address (ACT)	20-24				M	7
No usual address (ACT)	20-24	0			F	30
No usual address (ACT)	20-24	0			M	28
No usual address (ACT)	20-24	1	1	0	F	3
No usual address (ACT)	20-24	1	1	0	M	5
No usual address (ACT)	25-34				F	7
No usual address (ACT)	25-34				M	11
No usual address (ACT)	25-34	0			F	36
No usual address (ACT)	25-34	0			M	38
No usual address (ACT)	25-34	1	0	1	M	3
No usual address (ACT)	25-34	1	1	0	F	8
No usual address (ACT)	25-34	1	1	0	M	9
No usual address (ACT)	35-44				F	7
No usual address (ACT)	35-44				M	30
No usual address (ACT)	35-44	0			F	13
No usual address (ACT)	35-44	0			M	23
No usual address (ACT)	35-44	1	0	1	F	6
No usual address (ACT)	35-44	1	1	0	F	8
No usual address (ACT)	35-44	1	1	0	M	11
No usual address (ACT)	45-54				F	8
No usual address (ACT)	45-54				M	19
No usual address (ACT)	45-54	0			F	12
No usual address (ACT)	45-54	0			M	28
No usual address (ACT)	45-54	1	0	1	F	4
No usual address (ACT)	45-54	1	1	0	F	8
No usual address (ACT)	45-54	1	1	0	M	9
No usual address (ACT)	55-64				F	8
No usual address (ACT)	55-64				M	16
No usual address (ACT)	55-64	0			F	24
No usual address (ACT)	55-64	0			M	23
No usual address (ACT)	55-64	1	0	1	F	4
No usual address (ACT)	55-64	1	0	1	M	7
No usual address (ACT)	65-74				F	4
No usual address (ACT)	65-74				M	10
No usual address (ACT)	65-74	0			M	14
No usual address (ACT)	65-74	1	0	1	F	5
No usual address (ACT)	65-74	1	0	1	M	4
No usual address (ACT)	75-84	0			F	4
No usual address (ACT)	75-84	0			M	3
Australian Capital Territory	15-19				F	620
Australian Capital Territory	15-19				M	659
Australian Capital Territory	15-19	0			F	11295
Australian Capital Territory	15-19	0			M	12075
Australian Capital Territory	15-19	1	0	1	F	937
Australian Capital Territory	15-19	1	0	1	M	615
Australian Capital Territory	15-19	1	1	0	F	41
Australian Capital Territory	15-19	1	1	0	M	36
Australian Capital Territory	15-19	1	1	1	F	3
Australian Capital Territory	15-19	1	1	1	M	4
Australian Capital Territory	20-24				F	991
Australian Capital Territory	20-24				M	1112
Australian Capital Territory	20-24	0			F	14850
Australian Capital Territory	20-24	0			M	15339
Australian Capital Territory	20-24	1	0	1	F	781
Australian Capital Territory	20-24	1	0	1	M	395
Australian Capital Territory	20-24	1	1	0	F	492
Australian Capital Territory	20-24	1	1	0	M	189
Australian Capital Territory	20-24	1	1	1	F	24
Australian Capital Territory	20-24	1	1	1	M	10
Australian Capital Territory	25-34				F	1829
Australian Capital Territory	25-34				M	2250
Australian Capital Territory	25-34	0			F	25357
Australian Capital Territory	25-34	0			M	29127
Australian Capital Territory	25-34	1	0	1	F	1313
Australian Capital Territory	25-34	1	0	1	M	781
Australian Capital Territory	25-34	1	1	0	F	10082
Australian Capital Territory	25-34	1	1	0	M	6348
Australian Capital Territory	25-34	1	1	1	F	412
Australian Capital Territory	25-34	1	1	1	M	131
Australian Capital Territory	35-44				F	1231
Australian Capital Territory	35-44				M	1578
Australian Capital Territory	35-44	0			F	11412
Australian Capital Territory	35-44	0			M	14172
Australian Capital Territory	35-44	1	0	1	F	891
Australian Capital Territory	35-44	1	0	1	M	549
Australian Capital Territory	35-44	1	1	0	F	20419
Australian Capital Territory	35-44	1	1	0	M	17437
Australian Capital Territory	35-44	1	1	1	F	1056
Australian Capital Territory	35-44	1	1	1	M	541
Australian Capital Territory	45-54				F	910
Australian Capital Territory	45-54				M	1115
Australian Capital Territory	45-54	0			F	16415
Australian Capital Territory	45-54	0			M	15594
Australian Capital Territory	45-54	1	0	1	F	1308
Australian Capital Territory	45-54	1	0	1	M	581
Australian Capital Territory	45-54	1	1	0	F	9302
Australian Capital Territory	45-54	1	1	0	M	10210
Australian Capital Territory	45-54	1	1	1	F	404
Australian Capital Territory	45-54	1	1	1	M	287
Australian Capital Territory	55-64				F	693
Australian Capital Territory	55-64				M	865
Australian Capital Territory	55-64	0			F	17805
Australian Capital Territory	55-64	0			M	17468
Australian Capital Territory	55-64	1	0	1	F	4102
Australian Capital Territory	55-64	1	0	1	M	1649
Australian Capital Territory	55-64	1	1	0	F	806
Australian Capital Territory	55-64	1	1	0	M	1831
Australian Capital Territory	55-64	1	1	1	F	55
Australian Capital Territory	55-64	1	1	1	M	52
Australian Capital Territory	65-74				F	737
Australian Capital Territory	65-74				M	668
Australian Capital Territory	65-74	0			F	12991
Australian Capital Territory	65-74	0			M	12553
Australian Capital Territory	65-74	1	0	1	F	5083
Australian Capital Territory	65-74	1	0	1	M	3134
Australian Capital Territory	65-74	1	1	0	F	175
Australian Capital Territory	65-74	1	1	0	M	245
Australian Capital Territory	65-74	1	1	1	F	32
Australian Capital Territory	65-74	1	1	1	M	15
Australian Capital Territory	75-84				F	589
Australian Capital Territory	75-84				M	502
Australian Capital Territory	75-84	0			F	8789
Australian Capital Territory	75-84	0			M	7308
Australian Capital Territory	75-84	1	0	1	F	1121
Australian Capital Territory	75-84	1	0	1	M	923
Australian Capital Territory	75-84	1	1	0	F	47
Australian Capital Territory	75-84	1	1	0	M	42
Australian Capital Territory	75-84	1	1	1	F	9
Australian Capital Territory	85+				F	478
Australian Capital Territory	85+				M	258
Australian Capital Territory	85+	0			F	3788
Australian Capital Territory	85+	0			M	2546
Australian Capital Territory	85+	1	0	1	F	45
Australian Capital Territory	85+	1	0	1	M	57
Australian Capital Territory	85+	1	1	0	F	4
Australian Capital Territory	85+	1	1	0	M	3
Other Territories	15-19				F	18
Other Territories	15-19				M	16
Other Territories	15-19	0			F	81
Other Territories	15-19	0			M	67
Other Territories	15-19	1	0	1	F	6
Other Territories	15-19	1	0	1	M	6
Other Territories	20-24				F	13
Other Territories	20-24				M	41
Other Territories	20-24	0			F	64
Other Territories	20-24	0			M	64
Other Territories	20-24	1	0	1	F	13
Other Territories	20-24	1	0	1	M	5
Other Territories	20-24	1	1	0	F	9
Other Territories	25-34				F	51
Other Territories	25-34				M	162
Other Territories	25-34	0			F	99
Other Territories	25-34	0			M	124
Other Territories	25-34	1	0	1	F	18
Other Territories	25-34	1	0	1	M	5
Other Territories	25-34	1	1	0	F	70
Other Territories	25-34	1	1	0	M	48
Other Territories	25-34	1	1	1	F	4
Other Territories	25-34	1	1	1	M	5
Other Territories	35-44				F	52
Other Territories	35-44				M	100
Other Territories	35-44	0			F	86
Other Territories	35-44	0			M	99
Other Territories	35-44	1	0	1	F	11
Other Territories	35-44	1	0	1	M	12
Other Territories	35-44	1	1	0	F	150
Other Territories	35-44	1	1	0	M	114
Other Territories	35-44	1	1	1	F	17
Other Territories	35-44	1	1	1	M	5
Other Territories	45-54				F	36
Other Territories	45-54				M	86
Other Territories	45-54	0			F	177
Other Territories	45-54	0			M	173
Other Territories	45-54	1	0	1	F	14
Other Territories	45-54	1	0	1	M	8
Other Territories	45-54	1	1	0	F	75
Other Territories	45-54	1	1	0	M	81
Other Territories	45-54	1	1	1	F	6
Other Territories	45-54	1	1	1	M	5
Other Territories	55-64				F	47
Other Territories	55-64				M	57
Other Territories	55-64	0			F	271
Other Territories	55-64	0			M	268
Other Territories	55-64	1	0	1	F	56
Other Territories	55-64	1	0	1	M	23
Other Territories	55-64	1	1	0	F	15
Other Territories	55-64	1	1	0	M	24
Other Territories	65-74				F	32
Other Territories	65-74				M	45
Other Territories	65-74	0			F	209
Other Territories	65-74	0			M	242
Other Territories	65-74	1	0	1	F	29
Other Territories	65-74	1	0	1	M	25
Other Territories	65-74	1	1	0	M	8
Other Territories	75-84				F	27
Other Territories	75-84				M	24
Other Territories	75-84	0			F	100
Other Territories	75-84	0			M	93
Other Territories	75-84	1	0	1	F	11
Other Territories	75-84	1	0	1	M	8
Other Territories	85+				F	3
Other Territories	85+	0			F	25
Other Territories	85+	0			M	32
