GCCSA_NAME21	CountryOfBirth	YearOfArrival.max	persons_born_overseas
Greater Adelaide	SGP	2016	132
Greater Adelaide	SGP	2017	140
Greater Adelaide	SGP	2018	132
Greater Adelaide	SGP	2019	168
Greater Adelaide	SGP	2020	82
Greater Adelaide	SGP	2021	24
Greater Adelaide	THA		94
Greater Adelaide	THA	1960	4
Greater Adelaide	THA	1970	3
Greater Adelaide	THA	1980	79
Greater Adelaide	THA	1990	562
Greater Adelaide	THA	2000	406
Greater Adelaide	THA	2010	821
Greater Adelaide	THA	2015	467
Greater Adelaide	THA	2016	114
Greater Adelaide	THA	2017	84
Greater Adelaide	THA	2018	119
Greater Adelaide	THA	2019	149
Greater Adelaide	THA	2020	71
Greater Adelaide	THA	2021	29
Greater Adelaide	TWN		33
Greater Adelaide	TWN	1980	11
Greater Adelaide	TWN	1990	99
Greater Adelaide	TWN	2000	176
Greater Adelaide	TWN	2010	326
Greater Adelaide	TWN	2015	436
Greater Adelaide	TWN	2016	94
Greater Adelaide	TWN	2017	103
Greater Adelaide	TWN	2018	121
Greater Adelaide	TWN	2019	110
Greater Adelaide	TWN	2020	57
Greater Adelaide	TWN	2021	8
Greater Adelaide	USA		101
Greater Adelaide	USA	1951	13
Greater Adelaide	USA	1960	46
Greater Adelaide	USA	1970	248
Greater Adelaide	USA	1980	484
Greater Adelaide	USA	1990	484
Greater Adelaide	USA	2000	560
Greater Adelaide	USA	2010	1015
Greater Adelaide	USA	2015	672
Greater Adelaide	USA	2016	163
Greater Adelaide	USA	2017	151
Greater Adelaide	USA	2018	175
Greater Adelaide	USA	2019	159
Greater Adelaide	USA	2020	185
Greater Adelaide	USA	2021	58
Greater Adelaide	VNM		524
Greater Adelaide	VNM	1960	7
Greater Adelaide	VNM	1970	33
Greater Adelaide	VNM	1980	1898
Greater Adelaide	VNM	1990	4660
Greater Adelaide	VNM	2000	2426
Greater Adelaide	VNM	2010	2312
Greater Adelaide	VNM	2015	1817
Greater Adelaide	VNM	2016	526
Greater Adelaide	VNM	2017	525
Greater Adelaide	VNM	2018	645
Greater Adelaide	VNM	2019	729
Greater Adelaide	VNM	2020	415
Greater Adelaide	VNM	2021	66
Greater Adelaide	ZAF		89
Greater Adelaide	ZAF	1951	9
Greater Adelaide	ZAF	1960	38
Greater Adelaide	ZAF	1970	174
Greater Adelaide	ZAF	1980	407
Greater Adelaide	ZAF	1990	464
Greater Adelaide	ZAF	2000	769
Greater Adelaide	ZAF	2010	2441
Greater Adelaide	ZAF	2015	917
Greater Adelaide	ZAF	2016	248
Greater Adelaide	ZAF	2017	212
Greater Adelaide	ZAF	2018	409
Greater Adelaide	ZAF	2019	489
Greater Adelaide	ZAF	2020	256
Greater Adelaide	ZAF	2021	52
Rest of SA			299
Rest of SA		1951	153
Rest of SA		1960	436
Rest of SA		1970	654
Rest of SA		1980	486
Rest of SA		1990	305
Rest of SA		2000	268
Rest of SA		2010	716
Rest of SA		2015	537
Rest of SA		2016	130
Rest of SA		2017	130
Rest of SA		2018	182
Rest of SA		2019	302
Rest of SA		2020	213
Rest of SA		2021	121
Rest of SA	AFG		14
Rest of SA	AFG	2000	14
Rest of SA	AFG	2010	66
Rest of SA	AFG	2015	143
Rest of SA	AFG	2016	16
Rest of SA	AFG	2017	26
Rest of SA	AFG	2019	13
Rest of SA	AFG	2020	9
Rest of SA	BGD	2010	20
Rest of SA	BGD	2015	35
Rest of SA	BGD	2017	9
Rest of SA	BGD	2018	16
Rest of SA	BGD	2019	9
Rest of SA	BGD	2020	5
Rest of SA	CAN		13
Rest of SA	CAN	1960	17
Rest of SA	CAN	1970	29
Rest of SA	CAN	1980	42
Rest of SA	CAN	1990	37
Rest of SA	CAN	2000	36
Rest of SA	CAN	2010	74
Rest of SA	CAN	2015	23
Rest of SA	CAN	2016	4
Rest of SA	CAN	2017	16
Rest of SA	CAN	2018	6
Rest of SA	CAN	2019	8
Rest of SA	CAN	2020	8
Rest of SA	CAN	2021	4
Rest of SA	CHN		18
Rest of SA	CHN	1951	3
Rest of SA	CHN	1960	10
Rest of SA	CHN	1970	9
Rest of SA	CHN	1980	11
Rest of SA	CHN	1990	10
Rest of SA	CHN	2000	17
Rest of SA	CHN	2010	182
Rest of SA	CHN	2015	183
Rest of SA	CHN	2016	68
Rest of SA	CHN	2017	73
Rest of SA	CHN	2018	81
Rest of SA	CHN	2019	89
Rest of SA	CHN	2020	11
Rest of SA	CHN	2021	3
Rest of SA	DEU		58
Rest of SA	DEU	1951	250
Rest of SA	DEU	1960	659
Rest of SA	DEU	1970	286
Rest of SA	DEU	1980	138
Rest of SA	DEU	1990	146
Rest of SA	DEU	2000	55
Rest of SA	DEU	2010	104
Rest of SA	DEU	2015	48
Rest of SA	DEU	2016	9
Rest of SA	DEU	2017	3
Rest of SA	DEU	2018	7
Rest of SA	DEU	2019	14
Rest of SA	DEU	2020	9
Rest of SA	EGY	1960	12
Rest of SA	EGY	1970	7
Rest of SA	EGY	1990	9
Rest of SA	EGY	2010	13
Rest of SA	EGY	2015	3
Rest of SA	EGY	2017	8
Rest of SA	EGY	2018	6
Rest of SA	EGY	2019	17
Rest of SA	EGY	2020	8
Rest of SA	EGY	2021	4
Rest of SA	FJI		7
Rest of SA	FJI	1951	3
Rest of SA	FJI	1960	3
Rest of SA	FJI	1970	5
Rest of SA	FJI	1980	9
Rest of SA	FJI	1990	19
Rest of SA	FJI	2000	14
Rest of SA	FJI	2010	33
Rest of SA	FJI	2015	29
Rest of SA	FJI	2016	3
Rest of SA	FJI	2017	4
Rest of SA	FJI	2018	4
Rest of SA	FJI	2019	16
Rest of SA	FJI	2020	3
Rest of SA	GBR		910
Rest of SA	GBR	1951	425
Rest of SA	GBR	1960	2452
Rest of SA	GBR	1970	8137
Rest of SA	GBR	1980	3331
Rest of SA	GBR	1990	1317
Rest of SA	GBR	2000	689
Rest of SA	GBR	2010	1408
Rest of SA	GBR	2015	556
Rest of SA	GBR	2016	71
Rest of SA	GBR	2017	64
Rest of SA	GBR	2018	59
Rest of SA	GBR	2019	66
Rest of SA	GBR	2020	34
Rest of SA	GBR	2021	12
Rest of SA	GRC		45
Rest of SA	GRC	1951	10
Rest of SA	GRC	1960	152
Rest of SA	GRC	1970	240
Rest of SA	GRC	1980	49
Rest of SA	GRC	1990	23
Rest of SA	GRC	2000	9
Rest of SA	GRC	2010	4
Rest of SA	GRC	2015	10
Rest of SA	GRC	2019	5
Rest of SA	HKG		11
Rest of SA	HKG	1951	4
Rest of SA	HKG	1970	10
Rest of SA	HKG	1980	13
Rest of SA	HKG	1990	6
Rest of SA	HKG	2000	10
Rest of SA	HKG	2010	12
Rest of SA	HKG	2015	19
Rest of SA	HKG	2016	3
Rest of SA	HKG	2017	6
Rest of SA	HKG	2019	10
Rest of SA	HKG	2020	3
Rest of SA	HRV		19
Rest of SA	HRV	1951	4
Rest of SA	HRV	1960	81
Rest of SA	HRV	1970	133
Rest of SA	HRV	1980	43
Rest of SA	HRV	1990	10
Rest of SA	HRV	2000	7
Rest of SA	HRV	2015	3
Rest of SA	IDN		8
Rest of SA	IDN	1960	26
Rest of SA	IDN	1970	6
Rest of SA	IDN	1980	11
Rest of SA	IDN	1990	9
Rest of SA	IDN	2000	19
Rest of SA	IDN	2010	48
Rest of SA	IDN	2015	40
Rest of SA	IDN	2016	22
Rest of SA	IDN	2017	13
Rest of SA	IDN	2018	19
Rest of SA	IDN	2019	45
Rest of SA	IDN	2020	20
Rest of SA	IND		36
Rest of SA	IND	1951	17
Rest of SA	IND	1960	10
Rest of SA	IND	1970	46
Rest of SA	IND	1980	64
Rest of SA	IND	1990	61
Rest of SA	IND	2000	90
Rest of SA	IND	2010	497
Rest of SA	IND	2015	343
Rest of SA	IND	2016	90
Rest of SA	IND	2017	130
Rest of SA	IND	2018	208
Rest of SA	IND	2019	224
Rest of SA	IND	2020	83
Rest of SA	IND	2021	18
Rest of SA	IRL		17
Rest of SA	IRL	1951	3
Rest of SA	IRL	1960	32
Rest of SA	IRL	1970	89
Rest of SA	IRL	1980	58
Rest of SA	IRL	1990	28
Rest of SA	IRL	2000	30
Rest of SA	IRL	2010	52
Rest of SA	IRL	2015	42
Rest of SA	IRL	2016	5
Rest of SA	IRL	2017	6
Rest of SA	IRL	2018	10
Rest of SA	IRL	2019	9
Rest of SA	IRL	2020	9
Rest of SA	IRN		10
Rest of SA	IRN	1990	5
Rest of SA	IRN	2000	7
Rest of SA	IRN	2010	18
Rest of SA	IRN	2015	15
Rest of SA	IRN	2016	3
Rest of SA	IRQ	2000	5
Rest of SA	IRQ	2010	3
Rest of SA	IRQ	2015	4
Rest of SA	IRQ	2016	3
Rest of SA	IRQ	2019	15
Rest of SA	IRQ	2020	11
Rest of SA	ITA		65
Rest of SA	ITA	1951	49
Rest of SA	ITA	1960	404
Rest of SA	ITA	1970	295
Rest of SA	ITA	1980	58
Rest of SA	ITA	1990	19
Rest of SA	ITA	2000	10
Rest of SA	ITA	2010	21
Rest of SA	ITA	2015	24
Rest of SA	ITA	2017	3
Rest of SA	ITA	2018	9
Rest of SA	ITA	2019	4
Rest of SA	ITA	2020	7
Rest of SA	JPN	1960	7
Rest of SA	JPN	1980	9
Rest of SA	JPN	1990	3
Rest of SA	JPN	2000	21
Rest of SA	JPN	2010	30
Rest of SA	JPN	2015	20
Rest of SA	JPN	2016	4
Rest of SA	JPN	2018	5
Rest of SA	JPN	2019	15
Rest of SA	JPN	2020	5
Rest of SA	KOR		12
Rest of SA	KOR	1980	3
Rest of SA	KOR	1990	22
Rest of SA	KOR	2000	12
Rest of SA	KOR	2010	46
Rest of SA	KOR	2015	23
Rest of SA	KOR	2016	3
Rest of SA	KOR	2017	3
Rest of SA	KOR	2018	9
Rest of SA	KOR	2019	5
Rest of SA	LBN	1970	9
Rest of SA	LBN	1980	3
Rest of SA	LBN	1990	4
Rest of SA	LBN	2010	11
Rest of SA	LBN	2015	4
Rest of SA	LKA		8
Rest of SA	LKA	1960	4
Rest of SA	LKA	1970	4
Rest of SA	LKA	1980	22
Rest of SA	LKA	1990	10
Rest of SA	LKA	2000	10
Rest of SA	LKA	2010	47
Rest of SA	LKA	2015	76
Rest of SA	LKA	2016	29
Rest of SA	LKA	2017	43
Rest of SA	LKA	2018	34
Rest of SA	LKA	2019	32
Rest of SA	LKA	2020	7
Rest of SA	MKD	1960	4
Rest of SA	MKD	1980	16
Rest of SA	MKD	1990	5
Rest of SA	MKD	2010	4
Rest of SA	MYS		25
Rest of SA	MYS	1951	4
Rest of SA	MYS	1960	3
Rest of SA	MYS	1970	33
Rest of SA	MYS	1980	34
Rest of SA	MYS	1990	19
Rest of SA	MYS	2000	22
Rest of SA	MYS	2010	70
Rest of SA	MYS	2015	37
Rest of SA	MYS	2016	62
Rest of SA	MYS	2017	92
Rest of SA	MYS	2018	89
Rest of SA	MYS	2019	69
Rest of SA	MYS	2020	10
Rest of SA	NLD		56
Rest of SA	NLD	1951	47
Rest of SA	NLD	1960	939
Rest of SA	NLD	1970	254
Rest of SA	NLD	1980	90
Rest of SA	NLD	1990	55
Rest of SA	NLD	2000	24
Rest of SA	NLD	2010	63
Rest of SA	NLD	2015	18
Rest of SA	NLD	2016	6
Rest of SA	NLD	2017	9
Rest of SA	NLD	2019	17
Rest of SA	NPL		13
Rest of SA	NPL	2010	24
Rest of SA	NPL	2015	22
Rest of SA	NPL	2016	20
Rest of SA	NPL	2017	44
Rest of SA	NPL	2018	20
Rest of SA	NPL	2019	30
Rest of SA	NPL	2020	13
Rest of SA	NZL		180
Rest of SA	NZL	1951	13
Rest of SA	NZL	1960	28
Rest of SA	NZL	1970	219
Rest of SA	NZL	1980	550
Rest of SA	NZL	1990	652
Rest of SA	NZL	2000	456
Rest of SA	NZL	2010	526
Rest of SA	NZL	2015	313
Rest of SA	NZL	2016	61
Rest of SA	NZL	2017	33
Rest of SA	NZL	2018	39
Rest of SA	NZL	2019	48
Rest of SA	NZL	2020	32
Rest of SA	NZL	2021	19
Rest of SA	PAK	1990	4
Rest of SA	PAK	2000	5
Rest of SA	PAK	2010	27
Rest of SA	PAK	2015	95
Rest of SA	PAK	2016	26
Rest of SA	PAK	2017	20
Rest of SA	PAK	2018	16
Rest of SA	PAK	2019	25
Rest of SA	PAK	2020	15
Rest of SA	PHL		97
Rest of SA	PHL	1970	3
Rest of SA	PHL	1980	60
Rest of SA	PHL	1990	249
Rest of SA	PHL	2000	191
Rest of SA	PHL	2010	556
Rest of SA	PHL	2015	750
Rest of SA	PHL	2016	136
Rest of SA	PHL	2017	187
Rest of SA	PHL	2018	140
Rest of SA	PHL	2019	192
Rest of SA	PHL	2020	61
Rest of SA	PHL	2021	34
Rest of SA	POL		6
Rest of SA	POL	1951	12
Rest of SA	POL	1960	8
Rest of SA	POL	1970	31
Rest of SA	POL	1980	29
Rest of SA	POL	1990	75
Rest of SA	POL	2000	24
Rest of SA	POL	2010	19
Rest of SA	POL	2015	4
Rest of SA	SGP		6
Rest of SA	SGP	1960	3
Rest of SA	SGP	1970	21
Rest of SA	SGP	1980	14
Rest of SA	SGP	1990	13
Rest of SA	SGP	2000	10
Rest of SA	SGP	2010	14
Rest of SA	SGP	2015	6
Rest of SA	SGP	2017	3
Rest of SA	SGP	2018	5
Rest of SA	SGP	2019	5
Rest of SA	SGP	2020	7
Rest of SA	THA		30
Rest of SA	THA	1980	13
Rest of SA	THA	1990	22
Rest of SA	THA	2000	37
Rest of SA	THA	2010	178
Rest of SA	THA	2015	144
Rest of SA	THA	2016	29
Rest of SA	THA	2017	43
Rest of SA	THA	2018	35
Rest of SA	THA	2019	39
Rest of SA	THA	2020	22
Rest of SA	THA	2021	8
Rest of SA	TWN		3
Rest of SA	TWN	2000	7
Rest of SA	TWN	2010	19
Rest of SA	TWN	2015	52
Rest of SA	TWN	2016	14
Rest of SA	TWN	2017	13
Rest of SA	TWN	2018	14
Rest of SA	TWN	2019	33
Rest of SA	TWN	2020	12
Rest of SA	TWN	2021	5
Rest of SA	USA		27
Rest of SA	USA	1960	15
Rest of SA	USA	1970	57
Rest of SA	USA	1980	99
Rest of SA	USA	1990	95
Rest of SA	USA	2000	99
Rest of SA	USA	2010	157
Rest of SA	USA	2015	83
Rest of SA	USA	2016	16
Rest of SA	USA	2017	8
Rest of SA	USA	2018	25
Rest of SA	USA	2019	23
Rest of SA	USA	2020	16
Rest of SA	USA	2021	3
Rest of SA	VNM		54
Rest of SA	VNM	1970	6
Rest of SA	VNM	1980	25
Rest of SA	VNM	1990	42
Rest of SA	VNM	2000	36
Rest of SA	VNM	2010	76
Rest of SA	VNM	2015	99
Rest of SA	VNM	2016	40
Rest of SA	VNM	2017	38
Rest of SA	VNM	2018	11
Rest of SA	VNM	2019	26
Rest of SA	VNM	2020	14
Rest of SA	ZAF		29
Rest of SA	ZAF	1951	4
Rest of SA	ZAF	1960	13
Rest of SA	ZAF	1970	47
Rest of SA	ZAF	1980	69
Rest of SA	ZAF	1990	50
Rest of SA	ZAF	2000	109
Rest of SA	ZAF	2010	416
Rest of SA	ZAF	2015	210
Rest of SA	ZAF	2016	41
Rest of SA	ZAF	2017	33
Rest of SA	ZAF	2018	69
Rest of SA	ZAF	2019	72
Rest of SA	ZAF	2020	55
Rest of SA	ZAF	2021	11
No usual address (WA)			44
No usual address (WA)		1970	8
No usual address (WA)		1980	8
No usual address (WA)		1990	20
No usual address (WA)		2000	8
No usual address (WA)		2010	30
No usual address (WA)		2015	13
No usual address (WA)		2016	12
No usual address (WA)		2017	10
No usual address (WA)		2018	16
No usual address (WA)		2019	57
No usual address (WA)		2020	23
No usual address (WA)		2021	12
No usual address (WA)	AFG		3
No usual address (WA)	AFG	2021	16
No usual address (WA)	CAN	1980	3
No usual address (WA)	CAN	2015	3
No usual address (WA)	CAN	2019	3
No usual address (WA)	CAN	2020	3
No usual address (WA)	CAN	2021	4
No usual address (WA)	CHN		5
No usual address (WA)	CHN	2019	7
No usual address (WA)	CHN	2020	6
No usual address (WA)	DEU		5
No usual address (WA)	DEU	1951	3
No usual address (WA)	DEU	1960	3
No usual address (WA)	DEU	1980	4
No usual address (WA)	DEU	1990	9
No usual address (WA)	DEU	2000	3
No usual address (WA)	DEU	2019	8
No usual address (WA)	DEU	2020	9
No usual address (WA)	EGY	2021	5
No usual address (WA)	GBR		53
No usual address (WA)	GBR	1960	7
No usual address (WA)	GBR	1970	80
No usual address (WA)	GBR	1980	51
No usual address (WA)	GBR	1990	48
No usual address (WA)	GBR	2000	38
No usual address (WA)	GBR	2010	43
No usual address (WA)	GBR	2015	27
No usual address (WA)	GBR	2016	8
No usual address (WA)	GBR	2017	4
No usual address (WA)	GBR	2018	14
No usual address (WA)	GBR	2019	31
No usual address (WA)	GBR	2020	16
No usual address (WA)	GBR	2021	12
No usual address (WA)	HRV		3
No usual address (WA)	IDN		5
No usual address (WA)	IDN	2000	3
No usual address (WA)	IDN	2010	3
No usual address (WA)	IDN	2017	5
No usual address (WA)	IDN	2019	4
No usual address (WA)	IND		3
No usual address (WA)	IND	1970	4
No usual address (WA)	IND	2010	7
No usual address (WA)	IND	2018	4
No usual address (WA)	IND	2019	4
No usual address (WA)	IRL		3
No usual address (WA)	IRL	1990	4
No usual address (WA)	IRL	2010	4
No usual address (WA)	IRL	2019	9
No usual address (WA)	ITA		8
No usual address (WA)	ITA	1960	5
No usual address (WA)	ITA	1990	3
No usual address (WA)	ITA	2015	6
No usual address (WA)	ITA	2018	3
No usual address (WA)	ITA	2019	11
No usual address (WA)	ITA	2020	3
No usual address (WA)	KOR	2000	3
No usual address (WA)	LKA	2010	3
No usual address (WA)	MYS	1980	4
No usual address (WA)	MYS	1990	4
No usual address (WA)	MYS	2000	3
No usual address (WA)	NLD	2010	4
No usual address (WA)	NLD	2019	3
No usual address (WA)	NLD	2020	3
No usual address (WA)	NZL		51
No usual address (WA)	NZL	1970	7
No usual address (WA)	NZL	1980	24
No usual address (WA)	NZL	1990	39
No usual address (WA)	NZL	2000	25
No usual address (WA)	NZL	2010	42
No usual address (WA)	NZL	2015	34
No usual address (WA)	NZL	2016	5
No usual address (WA)	NZL	2017	5
No usual address (WA)	NZL	2018	6
No usual address (WA)	NZL	2020	4
No usual address (WA)	NZL	2021	9
No usual address (WA)	PHL		8
No usual address (WA)	PHL	2010	6
No usual address (WA)	PHL	2015	12
No usual address (WA)	POL		3
No usual address (WA)	POL	1990	4
No usual address (WA)	POL	2015	3
No usual address (WA)	THA	1990	4
No usual address (WA)	TWN	2019	13
No usual address (WA)	USA		4
No usual address (WA)	USA	1960	4
No usual address (WA)	USA	1990	3
No usual address (WA)	USA	2000	4
No usual address (WA)	USA	2010	4
No usual address (WA)	USA	2015	4
No usual address (WA)	USA	2019	10
No usual address (WA)	USA	2020	5
No usual address (WA)	USA	2021	3
No usual address (WA)	VNM	1990	3
No usual address (WA)	VNM	2010	4
No usual address (WA)	ZAF		6
No usual address (WA)	ZAF	2000	11
No usual address (WA)	ZAF	2010	18
No usual address (WA)	ZAF	2015	3
No usual address (WA)	ZAF	2017	4
No usual address (WA)	ZAF	2021	9
Migratory - Offshore - Shipping (WA)		2000	3
Migratory - Offshore - Shipping (WA)		2010	7
Migratory - Offshore - Shipping (WA)		2015	4
Migratory - Offshore - Shipping (WA)		2020	3
Migratory - Offshore - Shipping (WA)	GBR	2000	4
Migratory - Offshore - Shipping (WA)	GBR	2010	6
Migratory - Offshore - Shipping (WA)	GBR	2015	3
Migratory - Offshore - Shipping (WA)	GBR	2018	3
Migratory - Offshore - Shipping (WA)	GBR	2019	3
Migratory - Offshore - Shipping (WA)	IDN		5
Migratory - Offshore - Shipping (WA)	IRL	2010	4
Migratory - Offshore - Shipping (WA)	NLD	2019	3
Migratory - Offshore - Shipping (WA)	NZL	1990	4
Migratory - Offshore - Shipping (WA)	NZL	2000	8
Migratory - Offshore - Shipping (WA)	NZL	2010	7
Migratory - Offshore - Shipping (WA)	NZL	2015	3
Migratory - Offshore - Shipping (WA)	PHL		12
Migratory - Offshore - Shipping (WA)	POL	1990	3
Migratory - Offshore - Shipping (WA)	THA	1990	4
Greater Perth			2271
Greater Perth		1951	851
Greater Perth		1960	1419
Greater Perth		1970	6812
Greater Perth		1980	7528
Greater Perth		1990	11333
Greater Perth		2000	14358
Greater Perth		2010	32588
Greater Perth		2015	18314
Greater Perth		2016	4024
Greater Perth		2017	3799
Greater Perth		2018	4235
Greater Perth		2019	5572
Greater Perth		2020	2360
Greater Perth		2021	535
Greater Perth	AFG		113
Greater Perth	AFG	1980	17
Greater Perth	AFG	1990	159
Greater Perth	AFG	2000	641
Greater Perth	AFG	2010	1854
Greater Perth	AFG	2015	1537
Greater Perth	AFG	2016	190
Greater Perth	AFG	2017	205
Greater Perth	AFG	2018	160
Greater Perth	AFG	2019	283
Greater Perth	AFG	2020	142
Greater Perth	AFG	2021	101
Greater Perth	BGD		24
Greater Perth	BGD	1960	6
Greater Perth	BGD	1970	17
Greater Perth	BGD	1980	95
Greater Perth	BGD	1990	77
Greater Perth	BGD	2000	150
Greater Perth	BGD	2010	1038
Greater Perth	BGD	2015	731
Greater Perth	BGD	2016	96
Greater Perth	BGD	2017	102
Greater Perth	BGD	2018	127
Greater Perth	BGD	2019	128
Greater Perth	BGD	2020	90
Greater Perth	BGD	2021	6
Greater Perth	CAN		65
Greater Perth	CAN	1951	3
Greater Perth	CAN	1960	47
Greater Perth	CAN	1970	304
Greater Perth	CAN	1980	584
Greater Perth	CAN	1990	629
Greater Perth	CAN	2000	743
Greater Perth	CAN	2010	1322
Greater Perth	CAN	2015	802
Greater Perth	CAN	2016	144
Greater Perth	CAN	2017	147
Greater Perth	CAN	2018	155
Greater Perth	CAN	2019	191
Greater Perth	CAN	2020	109
Greater Perth	CAN	2021	49
Greater Perth	CHN		510
Greater Perth	CHN	1951	33
Greater Perth	CHN	1960	36
Greater Perth	CHN	1970	77
Greater Perth	CHN	1980	230
Greater Perth	CHN	1990	1383
Greater Perth	CHN	2000	2221
Greater Perth	CHN	2010	10215
Greater Perth	CHN	2015	6282
Greater Perth	CHN	2016	1299
Greater Perth	CHN	2017	1306
Greater Perth	CHN	2018	1150
Greater Perth	CHN	2019	1799
Greater Perth	CHN	2020	630
Greater Perth	CHN	2021	78
Greater Perth	DEU		165
Greater Perth	DEU	1951	975
Greater Perth	DEU	1960	953
Greater Perth	DEU	1970	774
Greater Perth	DEU	1980	712
Greater Perth	DEU	1990	1393
Greater Perth	DEU	2000	814
Greater Perth	DEU	2010	1729
Greater Perth	DEU	2015	854
Greater Perth	DEU	2016	108
Greater Perth	DEU	2017	119
Greater Perth	DEU	2018	151
Greater Perth	DEU	2019	186
Greater Perth	DEU	2020	84
Greater Perth	DEU	2021	26
Greater Perth	EGY		63
Greater Perth	EGY	1951	83
Greater Perth	EGY	1960	149
Greater Perth	EGY	1970	251
Greater Perth	EGY	1980	140
Greater Perth	EGY	1990	175
Greater Perth	EGY	2000	220
Greater Perth	EGY	2010	497
Greater Perth	EGY	2015	495
Greater Perth	EGY	2016	77
Greater Perth	EGY	2017	74
Greater Perth	EGY	2018	62
Greater Perth	EGY	2019	53
Greater Perth	EGY	2020	32
Greater Perth	EGY	2021	8
Greater Perth	FJI		33
Greater Perth	FJI	1951	8
Greater Perth	FJI	1960	22
Greater Perth	FJI	1970	48
Greater Perth	FJI	1980	91
Greater Perth	FJI	1990	216
Greater Perth	FJI	2000	131
Greater Perth	FJI	2010	222
Greater Perth	FJI	2015	181
Greater Perth	FJI	2016	17
Greater Perth	FJI	2017	19
Greater Perth	FJI	2018	28
Greater Perth	FJI	2019	34
Greater Perth	FJI	2020	5
Greater Perth	FJI	2021	8
Greater Perth	GBR		4171
Greater Perth	GBR	1951	2215
Greater Perth	GBR	1960	6566
Greater Perth	GBR	1970	36170
Greater Perth	GBR	1980	28653
Greater Perth	GBR	1990	30011
Greater Perth	GBR	2000	19495
Greater Perth	GBR	2010	45092
Greater Perth	GBR	2015	23136
Greater Perth	GBR	2016	2172
Greater Perth	GBR	2017	1769
Greater Perth	GBR	2018	1764
Greater Perth	GBR	2019	1917
Greater Perth	GBR	2020	1102
Greater Perth	GBR	2021	396
Greater Perth	GRC		55
Greater Perth	GRC	1951	108
Greater Perth	GRC	1960	532
Greater Perth	GRC	1970	655
Greater Perth	GRC	1980	242
Greater Perth	GRC	1990	101
Greater Perth	GRC	2000	43
Greater Perth	GRC	2010	70
Greater Perth	GRC	2015	138
Greater Perth	GRC	2016	9
Greater Perth	GRC	2017	18
Greater Perth	GRC	2019	18
Greater Perth	GRC	2020	12
Greater Perth	GRC	2021	6
Greater Perth	HKG		131
Greater Perth	HKG	1951	15
Greater Perth	HKG	1960	28
Greater Perth	HKG	1970	155
Greater Perth	HKG	1980	474
Greater Perth	HKG	1990	1031
Greater Perth	HKG	2000	1013
Greater Perth	HKG	2010	1303
Greater Perth	HKG	2015	955
Greater Perth	HKG	2016	222
Greater Perth	HKG	2017	194
Greater Perth	HKG	2018	233
Greater Perth	HKG	2019	270
Greater Perth	HKG	2020	199
Greater Perth	HKG	2021	59
Greater Perth	HRV		151
Greater Perth	HRV	1951	86
Greater Perth	HRV	1960	525
Greater Perth	HRV	1970	1308
Greater Perth	HRV	1980	450
Greater Perth	HRV	1990	287
Greater Perth	HRV	2000	897
Greater Perth	HRV	2010	429
Greater Perth	HRV	2015	117
Greater Perth	HRV	2016	12
Greater Perth	HRV	2017	17
Greater Perth	HRV	2018	4
Greater Perth	HRV	2019	10
Greater Perth	HRV	2020	7
Greater Perth	IDN		263
Greater Perth	IDN	1951	44
Greater Perth	IDN	1960	137
Greater Perth	IDN	1970	100
Greater Perth	IDN	1980	286
Greater Perth	IDN	1990	1125
Greater Perth	IDN	2000	2842
Greater Perth	IDN	2010	3865
Greater Perth	IDN	2015	1871
Greater Perth	IDN	2016	416
Greater Perth	IDN	2017	436
Greater Perth	IDN	2018	459
Greater Perth	IDN	2019	565
Greater Perth	IDN	2020	562
Greater Perth	IDN	2021	65
Greater Perth	IND		935
Greater Perth	IND	1951	361
Greater Perth	IND	1960	277
Greater Perth	IND	1970	2272
Greater Perth	IND	1980	1991
Greater Perth	IND	1990	1907
Greater Perth	IND	2000	2699
Greater Perth	IND	2010	18947
Greater Perth	IND	2015	14058
Greater Perth	IND	2016	2936
Greater Perth	IND	2017	2391
Greater Perth	IND	2018	3509
Greater Perth	IND	2019	4209
Greater Perth	IND	2020	1454
Greater Perth	IND	2021	285
Greater Perth	IRL		231
Greater Perth	IRL	1951	53
Greater Perth	IRL	1960	230
Greater Perth	IRL	1970	939
Greater Perth	IRL	1980	1057
Greater Perth	IRL	1990	2782
Greater Perth	IRL	2000	1065
Greater Perth	IRL	2010	3740
Greater Perth	IRL	2015	4733
Greater Perth	IRL	2016	246
Greater Perth	IRL	2017	219
Greater Perth	IRL	2018	293
Greater Perth	IRL	2019	443
Greater Perth	IRL	2020	268
Greater Perth	IRL	2021	115
Greater Perth	IRN		71
Greater Perth	IRN	1951	8
Greater Perth	IRN	1960	4
Greater Perth	IRN	1970	12
Greater Perth	IRN	1980	60
Greater Perth	IRN	1990	688
Greater Perth	IRN	2000	691
Greater Perth	IRN	2010	1504
Greater Perth	IRN	2015	2137
Greater Perth	IRN	2016	220
Greater Perth	IRN	2017	192
Greater Perth	IRN	2018	218
Greater Perth	IRN	2019	293
Greater Perth	IRN	2020	87
Greater Perth	IRN	2021	53
Greater Perth	IRQ		86
Greater Perth	IRQ	1960	9
Greater Perth	IRQ	1970	27
Greater Perth	IRQ	1980	10
Greater Perth	IRQ	1990	28
Greater Perth	IRQ	2000	947
Greater Perth	IRQ	2010	1169
Greater Perth	IRQ	2015	771
Greater Perth	IRQ	2016	128
Greater Perth	IRQ	2017	113
Greater Perth	IRQ	2018	120
