GCCSA_NAME21	CountryOfBirth	YearOfArrival.max	persons_born_overseas
Greater Darwin	TWN	2018	22
Greater Darwin	TWN	2019	19
Greater Darwin	USA		6
Greater Darwin	USA	1970	25
Greater Darwin	USA	1980	50
Greater Darwin	USA	1990	35
Greater Darwin	USA	2000	55
Greater Darwin	USA	2010	81
Greater Darwin	USA	2015	84
Greater Darwin	USA	2016	8
Greater Darwin	USA	2017	15
Greater Darwin	USA	2018	24
Greater Darwin	USA	2019	16
Greater Darwin	USA	2020	21
Greater Darwin	USA	2021	3
Greater Darwin	VNM		44
Greater Darwin	VNM	1980	64
Greater Darwin	VNM	1990	156
Greater Darwin	VNM	2000	101
Greater Darwin	VNM	2010	157
Greater Darwin	VNM	2015	237
Greater Darwin	VNM	2016	90
Greater Darwin	VNM	2017	75
Greater Darwin	VNM	2018	68
Greater Darwin	VNM	2019	89
Greater Darwin	VNM	2020	50
Greater Darwin	VNM	2021	7
Greater Darwin	ZAF		9
Greater Darwin	ZAF	1951	3
Greater Darwin	ZAF	1960	3
Greater Darwin	ZAF	1970	11
Greater Darwin	ZAF	1980	22
Greater Darwin	ZAF	1990	27
Greater Darwin	ZAF	2000	46
Greater Darwin	ZAF	2010	222
Greater Darwin	ZAF	2015	103
Greater Darwin	ZAF	2016	47
Greater Darwin	ZAF	2017	26
Greater Darwin	ZAF	2018	33
Greater Darwin	ZAF	2019	72
Greater Darwin	ZAF	2020	17
Greater Darwin	ZAF	2021	8
Rest of NT			74
Rest of NT		1951	5
Rest of NT		1960	21
Rest of NT		1970	70
Rest of NT		1980	107
Rest of NT		1990	126
Rest of NT		2000	160
Rest of NT		2010	630
Rest of NT		2015	314
Rest of NT		2016	120
Rest of NT		2017	92
Rest of NT		2018	85
Rest of NT		2019	117
Rest of NT		2020	91
Rest of NT		2021	41
Rest of NT	AFG	2010	3
Rest of NT	AFG	2015	3
Rest of NT	BGD	2010	10
Rest of NT	BGD	2015	21
Rest of NT	BGD	2016	12
Rest of NT	BGD	2017	5
Rest of NT	BGD	2018	5
Rest of NT	BGD	2019	3
Rest of NT	BGD	2020	3
Rest of NT	CAN	1970	12
Rest of NT	CAN	1980	11
Rest of NT	CAN	1990	13
Rest of NT	CAN	2000	9
Rest of NT	CAN	2010	19
Rest of NT	CAN	2015	16
Rest of NT	CAN	2016	6
Rest of NT	CAN	2018	3
Rest of NT	CAN	2019	4
Rest of NT	CAN	2021	4
Rest of NT	CHN		6
Rest of NT	CHN	1990	3
Rest of NT	CHN	2000	3
Rest of NT	CHN	2010	48
Rest of NT	CHN	2015	29
Rest of NT	CHN	2016	16
Rest of NT	CHN	2017	24
Rest of NT	CHN	2018	57
Rest of NT	CHN	2019	90
Rest of NT	CHN	2020	11
Rest of NT	DEU		5
Rest of NT	DEU	1951	8
Rest of NT	DEU	1960	29
Rest of NT	DEU	1970	21
Rest of NT	DEU	1980	9
Rest of NT	DEU	1990	12
Rest of NT	DEU	2000	22
Rest of NT	DEU	2010	36
Rest of NT	DEU	2015	44
Rest of NT	DEU	2016	4
Rest of NT	DEU	2017	3
Rest of NT	DEU	2018	5
Rest of NT	DEU	2019	4
Rest of NT	DEU	2020	9
Rest of NT	DEU	2021	3
Rest of NT	EGY	2000	3
Rest of NT	EGY	2010	6
Rest of NT	FJI		10
Rest of NT	FJI	1970	4
Rest of NT	FJI	1980	8
Rest of NT	FJI	1990	32
Rest of NT	FJI	2000	19
Rest of NT	FJI	2010	47
Rest of NT	FJI	2015	46
Rest of NT	FJI	2016	6
Rest of NT	FJI	2017	17
Rest of NT	FJI	2018	18
Rest of NT	FJI	2019	17
Rest of NT	FJI	2020	6
Rest of NT	GBR		56
Rest of NT	GBR	1951	10
Rest of NT	GBR	1960	80
Rest of NT	GBR	1970	295
Rest of NT	GBR	1980	219
Rest of NT	GBR	1990	136
Rest of NT	GBR	2000	117
Rest of NT	GBR	2010	182
Rest of NT	GBR	2015	123
Rest of NT	GBR	2016	22
Rest of NT	GBR	2017	21
Rest of NT	GBR	2018	34
Rest of NT	GBR	2019	33
Rest of NT	GBR	2020	23
Rest of NT	GBR	2021	8
Rest of NT	GRC		3
Rest of NT	GRC	1960	4
Rest of NT	GRC	1970	7
Rest of NT	GRC	1980	3
Rest of NT	GRC	1990	5
Rest of NT	GRC	2000	12
Rest of NT	GRC	2010	5
Rest of NT	HKG	1980	6
Rest of NT	HKG	1990	8
Rest of NT	HKG	2000	11
Rest of NT	HKG	2010	6
Rest of NT	HKG	2015	12
Rest of NT	HKG	2016	4
Rest of NT	HKG	2017	8
Rest of NT	HKG	2018	8
Rest of NT	HRV	1970	6
Rest of NT	IDN		4
Rest of NT	IDN	1960	3
Rest of NT	IDN	2000	11
Rest of NT	IDN	2010	23
Rest of NT	IDN	2015	33
Rest of NT	IDN	2016	14
Rest of NT	IDN	2017	6
Rest of NT	IDN	2018	11
Rest of NT	IDN	2019	28
Rest of NT	IDN	2020	11
Rest of NT	IND		16
Rest of NT	IND	1970	5
Rest of NT	IND	1980	5
Rest of NT	IND	1990	8
Rest of NT	IND	2000	24
Rest of NT	IND	2010	354
Rest of NT	IND	2015	292
Rest of NT	IND	2016	120
Rest of NT	IND	2017	103
Rest of NT	IND	2018	108
Rest of NT	IND	2019	112
Rest of NT	IND	2020	44
Rest of NT	IND	2021	19
Rest of NT	IRL	1960	5
Rest of NT	IRL	1970	12
Rest of NT	IRL	1980	11
Rest of NT	IRL	1990	13
Rest of NT	IRL	2000	10
Rest of NT	IRL	2010	41
Rest of NT	IRL	2015	19
Rest of NT	IRL	2016	4
Rest of NT	IRL	2017	3
Rest of NT	IRL	2018	10
Rest of NT	IRL	2019	5
Rest of NT	IRL	2020	4
Rest of NT	IRN	1990	4
Rest of NT	IRN	2010	6
Rest of NT	IRN	2015	5
Rest of NT	IRQ	2000	7
Rest of NT	IRQ	2010	13
Rest of NT	IRQ	2015	3
Rest of NT	ITA		8
Rest of NT	ITA	1951	5
Rest of NT	ITA	1960	20
Rest of NT	ITA	1970	22
Rest of NT	ITA	1980	12
Rest of NT	ITA	2000	5
Rest of NT	ITA	2010	7
Rest of NT	ITA	2015	17
Rest of NT	ITA	2017	4
Rest of NT	ITA	2018	5
Rest of NT	ITA	2019	17
Rest of NT	ITA	2020	3
Rest of NT	JPN	2000	3
Rest of NT	JPN	2010	19
Rest of NT	JPN	2015	3
Rest of NT	JPN	2019	12
Rest of NT	JPN	2020	3
Rest of NT	KOR	1990	4
Rest of NT	KOR	2010	20
Rest of NT	KOR	2015	20
Rest of NT	KOR	2016	9
Rest of NT	KOR	2017	5
Rest of NT	KOR	2018	4
Rest of NT	KOR	2019	9
Rest of NT	LBN	1980	4
Rest of NT	LBN	1990	4
Rest of NT	LKA	1970	4
Rest of NT	LKA	1980	3
Rest of NT	LKA	1990	4
Rest of NT	LKA	2000	12
Rest of NT	LKA	2010	24
Rest of NT	LKA	2015	69
Rest of NT	LKA	2016	22
Rest of NT	LKA	2017	23
Rest of NT	LKA	2018	15
Rest of NT	LKA	2019	11
Rest of NT	LKA	2020	4
Rest of NT	LKA	2021	3
Rest of NT	MKD	2000	3
Rest of NT	MYS	1970	9
Rest of NT	MYS	1980	15
Rest of NT	MYS	1990	7
Rest of NT	MYS	2000	8
Rest of NT	MYS	2010	5
Rest of NT	MYS	2015	11
Rest of NT	MYS	2016	10
Rest of NT	MYS	2017	7
Rest of NT	MYS	2018	3
Rest of NT	MYS	2019	8
Rest of NT	MYS	2020	3
Rest of NT	NLD	1960	24
Rest of NT	NLD	1970	8
Rest of NT	NLD	1980	10
Rest of NT	NLD	1990	13
Rest of NT	NLD	2000	3
Rest of NT	NLD	2010	14
Rest of NT	NLD	2015	4
Rest of NT	NLD	2018	9
Rest of NT	NLD	2020	4
Rest of NT	NPL		13
Rest of NT	NPL	2010	69
Rest of NT	NPL	2015	114
Rest of NT	NPL	2016	80
Rest of NT	NPL	2017	75
Rest of NT	NPL	2018	53
Rest of NT	NPL	2019	36
Rest of NT	NPL	2020	6
Rest of NT	NZL		63
Rest of NT	NZL	1960	10
Rest of NT	NZL	1970	37
Rest of NT	NZL	1980	186
Rest of NT	NZL	1990	203
Rest of NT	NZL	2000	189
Rest of NT	NZL	2010	281
Rest of NT	NZL	2015	310
Rest of NT	NZL	2016	41
Rest of NT	NZL	2017	23
Rest of NT	NZL	2018	59
Rest of NT	NZL	2019	57
Rest of NT	NZL	2020	25
Rest of NT	NZL	2021	26
Rest of NT	PAK		5
Rest of NT	PAK	2010	13
Rest of NT	PAK	2015	35
Rest of NT	PAK	2017	4
Rest of NT	PAK	2018	4
Rest of NT	PAK	2019	14
Rest of NT	PAK	2020	3
Rest of NT	PHL		50
Rest of NT	PHL	1980	16
Rest of NT	PHL	1990	95
Rest of NT	PHL	2000	107
Rest of NT	PHL	2010	223
Rest of NT	PHL	2015	252
Rest of NT	PHL	2016	70
Rest of NT	PHL	2017	53
Rest of NT	PHL	2018	75
Rest of NT	PHL	2019	98
Rest of NT	PHL	2020	40
Rest of NT	PHL	2021	11
Rest of NT	POL	1990	13
Rest of NT	POL	2010	7
Rest of NT	POL	2015	3
Rest of NT	POL	2016	3
Rest of NT	SGP	1970	3
Rest of NT	SGP	1980	7
Rest of NT	SGP	1990	5
Rest of NT	SGP	2000	5
Rest of NT	SGP	2010	9
Rest of NT	THA		9
Rest of NT	THA	1990	14
Rest of NT	THA	2000	11
Rest of NT	THA	2010	46
Rest of NT	THA	2015	29
Rest of NT	THA	2016	11
Rest of NT	THA	2017	8
Rest of NT	THA	2018	8
Rest of NT	THA	2019	11
Rest of NT	THA	2020	8
Rest of NT	TWN		6
Rest of NT	TWN	2000	10
Rest of NT	TWN	2010	23
Rest of NT	TWN	2015	42
Rest of NT	TWN	2016	4
Rest of NT	TWN	2017	3
Rest of NT	TWN	2018	4
Rest of NT	TWN	2019	3
Rest of NT	USA		15
Rest of NT	USA	1970	19
Rest of NT	USA	1980	23
Rest of NT	USA	1990	23
Rest of NT	USA	2000	43
Rest of NT	USA	2010	50
Rest of NT	USA	2015	97
Rest of NT	USA	2016	33
Rest of NT	USA	2017	45
Rest of NT	USA	2018	74
Rest of NT	USA	2019	123
Rest of NT	USA	2020	107
Rest of NT	USA	2021	108
Rest of NT	VNM		14
Rest of NT	VNM	1980	12
Rest of NT	VNM	1990	19
Rest of NT	VNM	2000	19
Rest of NT	VNM	2010	29
Rest of NT	VNM	2015	36
Rest of NT	VNM	2016	9
Rest of NT	VNM	2017	11
Rest of NT	VNM	2018	17
Rest of NT	VNM	2019	35
Rest of NT	VNM	2020	10
Rest of NT	ZAF		15
Rest of NT	ZAF	1980	5
Rest of NT	ZAF	1990	16
Rest of NT	ZAF	2000	22
Rest of NT	ZAF	2010	116
Rest of NT	ZAF	2015	70
Rest of NT	ZAF	2016	10
Rest of NT	ZAF	2017	11
Rest of NT	ZAF	2018	13
Rest of NT	ZAF	2019	6
Rest of NT	ZAF	2020	14
No usual address (ACT)			5
No usual address (ACT)		1970	3
No usual address (ACT)		1990	4
No usual address (ACT)		2000	3
No usual address (ACT)		2010	3
No usual address (ACT)		2016	3
No usual address (ACT)	CHN		5
No usual address (ACT)	CHN	2018	3
No usual address (ACT)	CHN	2019	3
No usual address (ACT)	GBR		3
No usual address (ACT)	GBR	1970	5
No usual address (ACT)	IND	2015	5
No usual address (ACT)	IND	2020	3
No usual address (ACT)	IND	2021	3
No usual address (ACT)	NZL		3
No usual address (ACT)	NZL	1990	4
No usual address (ACT)	NZL	2000	3
No usual address (ACT)	NZL	2010	5
No usual address (ACT)	NZL	2015	6
No usual address (ACT)	NZL	2021	5
No usual address (ACT)	THA	2019	5
No usual address (ACT)	USA	1990	5
Australian Capital Territory			423
Australian Capital Territory		1951	298
Australian Capital Territory		1960	701
Australian Capital Territory		1970	1836
Australian Capital Territory		1980	2148
Australian Capital Territory		1990	2359
Australian Capital Territory		2000	2551
Australian Capital Territory		2010	4444
Australian Capital Territory		2015	3126
Australian Capital Territory		2016	794
Australian Capital Territory		2017	953
Australian Capital Territory		2018	1100
Australian Capital Territory		2019	1201
Australian Capital Territory		2020	545
Australian Capital Territory		2021	135
Australian Capital Territory	AFG		4
Australian Capital Territory	AFG	1980	6
Australian Capital Territory	AFG	1990	35
Australian Capital Territory	AFG	2000	107
Australian Capital Territory	AFG	2010	196
Australian Capital Territory	AFG	2015	260
Australian Capital Territory	AFG	2016	23
Australian Capital Territory	AFG	2017	29
Australian Capital Territory	AFG	2018	32
Australian Capital Territory	AFG	2019	18
Australian Capital Territory	AFG	2020	8
Australian Capital Territory	AFG	2021	11
Australian Capital Territory	BGD		25
Australian Capital Territory	BGD	1970	6
Australian Capital Territory	BGD	1980	16
Australian Capital Territory	BGD	1990	65
Australian Capital Territory	BGD	2000	284
Australian Capital Territory	BGD	2010	766
Australian Capital Territory	BGD	2015	387
Australian Capital Territory	BGD	2016	86
Australian Capital Territory	BGD	2017	104
Australian Capital Territory	BGD	2018	79
Australian Capital Territory	BGD	2019	56
Australian Capital Territory	BGD	2020	61
Australian Capital Territory	BGD	2021	11
Australian Capital Territory	CAN		16
Australian Capital Territory	CAN	1960	20
Australian Capital Territory	CAN	1970	84
Australian Capital Territory	CAN	1980	195
Australian Capital Territory	CAN	1990	164
Australian Capital Territory	CAN	2000	214
Australian Capital Territory	CAN	2010	281
Australian Capital Territory	CAN	2015	188
Australian Capital Territory	CAN	2016	23
Australian Capital Territory	CAN	2017	48
Australian Capital Territory	CAN	2018	43
Australian Capital Territory	CAN	2019	52
Australian Capital Territory	CAN	2020	46
Australian Capital Territory	CAN	2021	12
Australian Capital Territory	CHN		232
Australian Capital Territory	CHN	1951	17
Australian Capital Territory	CHN	1960	40
Australian Capital Territory	CHN	1970	47
Australian Capital Territory	CHN	1980	99
Australian Capital Territory	CHN	1990	585
Australian Capital Territory	CHN	2000	1124
Australian Capital Territory	CHN	2010	3297
Australian Capital Territory	CHN	2015	2791
Australian Capital Territory	CHN	2016	901
Australian Capital Territory	CHN	2017	1011
Australian Capital Territory	CHN	2018	875
Australian Capital Territory	CHN	2019	811
Australian Capital Territory	CHN	2020	274
Australian Capital Territory	CHN	2021	33
Australian Capital Territory	DEU		45
Australian Capital Territory	DEU	1951	378
Australian Capital Territory	DEU	1960	470
Australian Capital Territory	DEU	1970	242
Australian Capital Territory	DEU	1980	154
Australian Capital Territory	DEU	1990	189
Australian Capital Territory	DEU	2000	197
Australian Capital Territory	DEU	2010	280
Australian Capital Territory	DEU	2015	123
Australian Capital Territory	DEU	2016	32
Australian Capital Territory	DEU	2017	28
Australian Capital Territory	DEU	2018	23
Australian Capital Territory	DEU	2019	38
Australian Capital Territory	DEU	2020	10
Australian Capital Territory	DEU	2021	3
Australian Capital Territory	EGY		9
Australian Capital Territory	EGY	1951	17
Australian Capital Territory	EGY	1960	13
Australian Capital Territory	EGY	1970	47
Australian Capital Territory	EGY	1980	32
Australian Capital Territory	EGY	1990	37
Australian Capital Territory	EGY	2000	40
Australian Capital Territory	EGY	2010	120
Australian Capital Territory	EGY	2015	112
Australian Capital Territory	EGY	2016	22
Australian Capital Territory	EGY	2017	31
Australian Capital Territory	EGY	2018	33
Australian Capital Territory	EGY	2019	23
Australian Capital Territory	EGY	2020	7
Australian Capital Territory	EGY	2021	5
Australian Capital Territory	FJI		30
Australian Capital Territory	FJI	1951	4
Australian Capital Territory	FJI	1960	10
Australian Capital Territory	FJI	1970	21
Australian Capital Territory	FJI	1980	56
Australian Capital Territory	FJI	1990	226
Australian Capital Territory	FJI	2000	213
Australian Capital Territory	FJI	2010	289
Australian Capital Territory	FJI	2015	110
Australian Capital Territory	FJI	2016	17
Australian Capital Territory	FJI	2017	21
Australian Capital Territory	FJI	2018	17
Australian Capital Territory	FJI	2019	17
Australian Capital Territory	FJI	2020	19
Australian Capital Territory	FJI	2021	13
Australian Capital Territory	GBR		312
Australian Capital Territory	GBR	1951	454
Australian Capital Territory	GBR	1960	1573
Australian Capital Territory	GBR	1970	3818
Australian Capital Territory	GBR	1980	2554
Australian Capital Territory	GBR	1990	1836
Australian Capital Territory	GBR	2000	1219
Australian Capital Territory	GBR	2010	2211
Australian Capital Territory	GBR	2015	1221
Australian Capital Territory	GBR	2016	180
Australian Capital Territory	GBR	2017	153
Australian Capital Territory	GBR	2018	164
Australian Capital Territory	GBR	2019	151
Australian Capital Territory	GBR	2020	99
Australian Capital Territory	GBR	2021	54
Australian Capital Territory	GRC		41
Australian Capital Territory	GRC	1951	27
Australian Capital Territory	GRC	1960	216
Australian Capital Territory	GRC	1970	399
Australian Capital Territory	GRC	1980	156
Australian Capital Territory	GRC	1990	37
Australian Capital Territory	GRC	2000	21
Australian Capital Territory	GRC	2010	23
Australian Capital Territory	GRC	2015	50
Australian Capital Territory	GRC	2016	3
Australian Capital Territory	GRC	2017	5
Australian Capital Territory	GRC	2018	7
Australian Capital Territory	GRC	2019	4
Australian Capital Territory	GRC	2020	5
Australian Capital Territory	HKG		38
Australian Capital Territory	HKG	1951	10
Australian Capital Territory	HKG	1960	22
Australian Capital Territory	HKG	1970	70
Australian Capital Territory	HKG	1980	181
Australian Capital Territory	HKG	1990	387
Australian Capital Territory	HKG	2000	348
Australian Capital Territory	HKG	2010	335
Australian Capital Territory	HKG	2015	243
Australian Capital Territory	HKG	2016	49
Australian Capital Territory	HKG	2017	51
Australian Capital Territory	HKG	2018	39
Australian Capital Territory	HKG	2019	48
Australian Capital Territory	HKG	2020	50
Australian Capital Territory	HKG	2021	16
Australian Capital Territory	HRV		27
Australian Capital Territory	HRV	1951	7
Australian Capital Territory	HRV	1960	137
Australian Capital Territory	HRV	1970	623
Australian Capital Territory	HRV	1980	235
Australian Capital Territory	HRV	1990	113
Australian Capital Territory	HRV	2000	127
Australian Capital Territory	HRV	2010	38
Australian Capital Territory	HRV	2015	33
Australian Capital Territory	HRV	2016	4
Australian Capital Territory	HRV	2018	6
Australian Capital Territory	IDN		13
Australian Capital Territory	IDN	1951	9
Australian Capital Territory	IDN	1960	31
Australian Capital Territory	IDN	1970	35
Australian Capital Territory	IDN	1980	69
Australian Capital Territory	IDN	1990	121
Australian Capital Territory	IDN	2000	159
Australian Capital Territory	IDN	2010	299
Australian Capital Territory	IDN	2015	203
Australian Capital Territory	IDN	2016	45
Australian Capital Territory	IDN	2017	75
Australian Capital Territory	IDN	2018	85
Australian Capital Territory	IDN	2019	90
Australian Capital Territory	IDN	2020	68
Australian Capital Territory	IDN	2021	15
Australian Capital Territory	IND		270
Australian Capital Territory	IND	1951	28
Australian Capital Territory	IND	1960	27
Australian Capital Territory	IND	1970	130
Australian Capital Territory	IND	1980	218
Australian Capital Territory	IND	1990	439
Australian Capital Territory	IND	2000	1110
Australian Capital Territory	IND	2010	5557
Australian Capital Territory	IND	2015	4227
Australian Capital Territory	IND	2016	999
Australian Capital Territory	IND	2017	1164
Australian Capital Territory	IND	2018	1283
Australian Capital Territory	IND	2019	1183
Australian Capital Territory	IND	2020	462
Australian Capital Territory	IND	2021	97
Australian Capital Territory	IRL		10
Australian Capital Territory	IRL	1951	11
Australian Capital Territory	IRL	1960	48
Australian Capital Territory	IRL	1970	94
Australian Capital Territory	IRL	1980	98
Australian Capital Territory	IRL	1990	159
Australian Capital Territory	IRL	2000	90
Australian Capital Territory	IRL	2010	152
Australian Capital Territory	IRL	2015	182
Australian Capital Territory	IRL	2016	13
Australian Capital Territory	IRL	2017	10
Australian Capital Territory	IRL	2018	4
Australian Capital Territory	IRL	2019	22
Australian Capital Territory	IRL	2020	3
Australian Capital Territory	IRN		15
Australian Capital Territory	IRN	1970	6
Australian Capital Territory	IRN	1980	22
Australian Capital Territory	IRN	1990	123
Australian Capital Territory	IRN	2000	126
Australian Capital Territory	IRN	2010	219
Australian Capital Territory	IRN	2015	332
Australian Capital Territory	IRN	2016	38
Australian Capital Territory	IRN	2017	49
Australian Capital Territory	IRN	2018	50
Australian Capital Territory	IRN	2019	70
Australian Capital Territory	IRN	2020	45
Australian Capital Territory	IRN	2021	12
Australian Capital Territory	IRQ		14
Australian Capital Territory	IRQ	1970	5
Australian Capital Territory	IRQ	1980	3
Australian Capital Territory	IRQ	1990	19
Australian Capital Territory	IRQ	2000	81
Australian Capital Territory	IRQ	2010	237
Australian Capital Territory	IRQ	2015	152
Australian Capital Territory	IRQ	2016	105
Australian Capital Territory	IRQ	2017	35
Australian Capital Territory	IRQ	2018	42
Australian Capital Territory	IRQ	2019	34
Australian Capital Territory	IRQ	2020	7
Australian Capital Territory	IRQ	2021	3
Australian Capital Territory	ITA		62
Australian Capital Territory	ITA	1951	42
Australian Capital Territory	ITA	1960	558
Australian Capital Territory	ITA	1970	593
Australian Capital Territory	ITA	1980	202
Australian Capital Territory	ITA	1990	79
Australian Capital Territory	ITA	2000	60
Australian Capital Territory	ITA	2010	88
Australian Capital Territory	ITA	2015	140
Australian Capital Territory	ITA	2016	17
Australian Capital Territory	ITA	2017	16
Australian Capital Territory	ITA	2018	21
Australian Capital Territory	ITA	2019	22
Australian Capital Territory	ITA	2020	13
Australian Capital Territory	JPN		14
Australian Capital Territory	JPN	1960	18
Australian Capital Territory	JPN	1970	11
Australian Capital Territory	JPN	1980	45
Australian Capital Territory	JPN	1990	76
Australian Capital Territory	JPN	2000	134
Australian Capital Territory	JPN	2010	282
Australian Capital Territory	JPN	2015	148
Australian Capital Territory	JPN	2016	24
Australian Capital Territory	JPN	2017	23
Australian Capital Territory	JPN	2018	22
Australian Capital Territory	JPN	2019	20
Australian Capital Territory	JPN	2020	21
Australian Capital Territory	JPN	2021	12
Australian Capital Territory	KOR		77
Australian Capital Territory	KOR	1970	5
Australian Capital Territory	KOR	1980	49
Australian Capital Territory	KOR	1990	187
Australian Capital Territory	KOR	2000	275
Australian Capital Territory	KOR	2010	915
Australian Capital Territory	KOR	2015	627
Australian Capital Territory	KOR	2016	89
Australian Capital Territory	KOR	2017	89
Australian Capital Territory	KOR	2018	87
Australian Capital Territory	KOR	2019	93
Australian Capital Territory	KOR	2020	55
Australian Capital Territory	KOR	2021	13
Australian Capital Territory	LBN		16
Australian Capital Territory	LBN	1951	6
Australian Capital Territory	LBN	1960	8
Australian Capital Territory	LBN	1970	34
Australian Capital Territory	LBN	1980	59
Australian Capital Territory	LBN	1990	120
Australian Capital Territory	LBN	2000	57
Australian Capital Territory	LBN	2010	87
Australian Capital Territory	LBN	2015	32
Australian Capital Territory	LBN	2016	11
Australian Capital Territory	LBN	2017	13
Australian Capital Territory	LBN	2018	16
Australian Capital Territory	LBN	2019	8
Australian Capital Territory	LBN	2020	4
Australian Capital Territory	LKA		24
Australian Capital Territory	LKA	1960	15
Australian Capital Territory	LKA	1970	55
Australian Capital Territory	LKA	1980	122
Australian Capital Territory	LKA	1990	518
Australian Capital Territory	LKA	2000	566
Australian Capital Territory	LKA	2010	931
Australian Capital Territory	LKA	2015	637
Australian Capital Territory	LKA	2016	91
Australian Capital Territory	LKA	2017	109
Australian Capital Territory	LKA	2018	90
Australian Capital Territory	LKA	2019	89
Australian Capital Territory	LKA	2020	35
Australian Capital Territory	LKA	2021	14
Australian Capital Territory	MKD		3
Australian Capital Territory	MKD	1951	3
Australian Capital Territory	MKD	1960	4
Australian Capital Territory	MKD	1970	86
Australian Capital Territory	MKD	1980	84
Australian Capital Territory	MKD	1990	106
Australian Capital Territory	MKD	2000	72
Australian Capital Territory	MKD	2010	62
Australian Capital Territory	MKD	2015	28
Australian Capital Territory	MKD	2016	8
Australian Capital Territory	MKD	2017	5
Australian Capital Territory	MKD	2018	5
Australian Capital Territory	MKD	2019	5
Australian Capital Territory	MKD	2020	5
Australian Capital Territory	MYS		61
Australian Capital Territory	MYS	1951	11
Australian Capital Territory	MYS	1960	45
Australian Capital Territory	MYS	1970	231
Australian Capital Territory	MYS	1980	348
Australian Capital Territory	MYS	1990	560
Australian Capital Territory	MYS	2000	246
Australian Capital Territory	MYS	2010	455
Australian Capital Territory	MYS	2015	368
Australian Capital Territory	MYS	2016	109
Australian Capital Territory	MYS	2017	120
Australian Capital Territory	MYS	2018	95
Australian Capital Territory	MYS	2019	100
Australian Capital Territory	MYS	2020	67
Australian Capital Territory	MYS	2021	27
Australian Capital Territory	NLD		18
Australian Capital Territory	NLD	1951	31
Australian Capital Territory	NLD	1960	410
Australian Capital Territory	NLD	1970	131
Australian Capital Territory	NLD	1980	73
Australian Capital Territory	NLD	1990	75
Australian Capital Territory	NLD	2000	46
Australian Capital Territory	NLD	2010	84
Australian Capital Territory	NLD	2015	61
Australian Capital Territory	NLD	2016	10
Australian Capital Territory	NLD	2017	11
Australian Capital Territory	NLD	2018	12
Australian Capital Territory	NLD	2019	8
Australian Capital Territory	NLD	2020	10
Australian Capital Territory	NLD	2021	3
Australian Capital Territory	NPL		109
Australian Capital Territory	NPL	1980	3
Australian Capital Territory	NPL	1990	17
Australian Capital Territory	NPL	2000	36
Australian Capital Territory	NPL	2010	557
Australian Capital Territory	NPL	2015	1320
Australian Capital Territory	NPL	2016	732
Australian Capital Territory	NPL	2017	1300
Australian Capital Territory	NPL	2018	1030
Australian Capital Territory	NPL	2019	480
Australian Capital Territory	NPL	2020	90
Australian Capital Territory	NPL	2021	7
Australian Capital Territory	NZL		142
Australian Capital Territory	NZL	1951	33
Australian Capital Territory	NZL	1960	88
Australian Capital Territory	NZL	1970	364
Australian Capital Territory	NZL	1980	687
