GCCSA_NAME21	Age.min	Sex	persons
Rest of NT	100	F	4
No usual address (ACT)	0	M	4
No usual address (ACT)	1	F	4
No usual address (ACT)	3	F	5
No usual address (ACT)	3	M	5
No usual address (ACT)	4	F	3
No usual address (ACT)	6	M	3
No usual address (ACT)	10	F	5
No usual address (ACT)	11	F	4
No usual address (ACT)	12	F	4
No usual address (ACT)	16	F	6
No usual address (ACT)	16	M	5
No usual address (ACT)	17	F	11
No usual address (ACT)	17	M	5
No usual address (ACT)	18	F	9
No usual address (ACT)	18	M	8
No usual address (ACT)	19	F	10
No usual address (ACT)	19	M	6
No usual address (ACT)	20	F	10
No usual address (ACT)	20	M	6
No usual address (ACT)	21	F	11
No usual address (ACT)	21	M	12
No usual address (ACT)	22	F	11
No usual address (ACT)	22	M	9
No usual address (ACT)	23	F	4
No usual address (ACT)	23	M	3
No usual address (ACT)	24	F	11
No usual address (ACT)	24	M	12
No usual address (ACT)	25	F	3
No usual address (ACT)	25	M	3
No usual address (ACT)	26	F	4
No usual address (ACT)	26	M	5
No usual address (ACT)	27	F	3
No usual address (ACT)	27	M	5
No usual address (ACT)	28	F	5
No usual address (ACT)	28	M	5
No usual address (ACT)	29	F	3
No usual address (ACT)	29	M	11
No usual address (ACT)	30	F	4
No usual address (ACT)	30	M	3
No usual address (ACT)	31	F	3
No usual address (ACT)	31	M	11
No usual address (ACT)	32	M	7
No usual address (ACT)	33	F	3
No usual address (ACT)	33	M	3
No usual address (ACT)	34	F	7
No usual address (ACT)	34	M	5
No usual address (ACT)	35	F	7
No usual address (ACT)	35	M	12
No usual address (ACT)	36	M	4
No usual address (ACT)	37	F	3
No usual address (ACT)	37	M	5
No usual address (ACT)	38	F	4
No usual address (ACT)	38	M	5
No usual address (ACT)	39	M	3
No usual address (ACT)	40	M	6
No usual address (ACT)	41	F	3
No usual address (ACT)	41	M	3
No usual address (ACT)	42	F	7
No usual address (ACT)	42	M	8
No usual address (ACT)	43	F	3
No usual address (ACT)	43	M	3
No usual address (ACT)	44	F	4
No usual address (ACT)	44	M	12
No usual address (ACT)	45	F	3
No usual address (ACT)	45	M	9
No usual address (ACT)	46	M	11
No usual address (ACT)	47	M	3
No usual address (ACT)	48	M	5
No usual address (ACT)	49	F	5
No usual address (ACT)	49	M	4
No usual address (ACT)	50	M	7
No usual address (ACT)	51	F	5
No usual address (ACT)	51	M	5
No usual address (ACT)	52	F	5
No usual address (ACT)	52	M	9
No usual address (ACT)	53	F	3
No usual address (ACT)	53	M	6
No usual address (ACT)	56	M	5
No usual address (ACT)	57	F	4
No usual address (ACT)	57	M	12
No usual address (ACT)	58	F	4
No usual address (ACT)	58	M	7
No usual address (ACT)	59	F	7
No usual address (ACT)	60	F	6
No usual address (ACT)	60	M	5
No usual address (ACT)	61	F	4
No usual address (ACT)	61	M	7
No usual address (ACT)	62	M	9
No usual address (ACT)	63	F	4
No usual address (ACT)	63	M	4
No usual address (ACT)	64	F	5
No usual address (ACT)	67	M	3
No usual address (ACT)	68	M	4
No usual address (ACT)	69	F	3
No usual address (ACT)	70	M	4
No usual address (ACT)	72	M	6
No usual address (ACT)	73	F	4
No usual address (ACT)	73	M	4
No usual address (ACT)	74	M	4
No usual address (ACT)	80	F	3
Australian Capital Territory	0	F	2399
Australian Capital Territory	0	M	2717
Australian Capital Territory	1	F	2607
Australian Capital Territory	1	M	2698
Australian Capital Territory	2	F	2597
Australian Capital Territory	2	M	2724
Australian Capital Territory	3	F	2583
Australian Capital Territory	3	M	2675
Australian Capital Territory	4	F	2718
Australian Capital Territory	4	M	2938
Australian Capital Territory	5	F	2816
Australian Capital Territory	5	M	3000
Australian Capital Territory	6	F	2831
Australian Capital Territory	6	M	3063
Australian Capital Territory	7	F	2833
Australian Capital Territory	7	M	3036
Australian Capital Territory	8	F	2900
Australian Capital Territory	8	M	2987
Australian Capital Territory	9	F	2770
Australian Capital Territory	9	M	2914
Australian Capital Territory	10	F	2724
Australian Capital Territory	10	M	2908
Australian Capital Territory	11	F	2774
Australian Capital Territory	11	M	2950
Australian Capital Territory	12	F	2577
Australian Capital Territory	12	M	2788
Australian Capital Territory	13	F	2526
Australian Capital Territory	13	M	2674
Australian Capital Territory	14	F	2479
Australian Capital Territory	14	M	2698
Australian Capital Territory	15	F	2411
Australian Capital Territory	15	M	2673
Australian Capital Territory	16	F	2268
Australian Capital Territory	16	M	2452
Australian Capital Territory	17	F	2285
Australian Capital Territory	17	M	2405
Australian Capital Territory	18	F	2839
Australian Capital Territory	18	M	2855
Australian Capital Territory	19	F	3097
Australian Capital Territory	19	M	3005
Australian Capital Territory	20	F	3111
Australian Capital Territory	20	M	3190
Australian Capital Territory	21	F	3307
Australian Capital Territory	21	M	3386
Australian Capital Territory	22	F	3387
Australian Capital Territory	22	M	3464
Australian Capital Territory	23	F	3634
Australian Capital Territory	23	M	3485
Australian Capital Territory	24	F	3695
Australian Capital Territory	24	M	3515
Australian Capital Territory	25	F	3671
Australian Capital Territory	25	M	3706
Australian Capital Territory	26	F	3861
Australian Capital Territory	26	M	3979
Australian Capital Territory	27	F	3970
Australian Capital Territory	27	M	4006
Australian Capital Territory	28	F	4017
Australian Capital Territory	28	M	4062
Australian Capital Territory	29	F	4001
Australian Capital Territory	29	M	3955
Australian Capital Territory	30	F	3999
Australian Capital Territory	30	M	3922
Australian Capital Territory	31	F	3980
Australian Capital Territory	31	M	3953
Australian Capital Territory	32	F	3886
Australian Capital Territory	32	M	3725
Australian Capital Territory	33	F	3802
Australian Capital Territory	33	M	3645
Australian Capital Territory	34	F	3807
Australian Capital Territory	34	M	3698
Australian Capital Territory	35	F	3788
Australian Capital Territory	35	M	3734
Australian Capital Territory	36	F	3933
Australian Capital Territory	36	M	3635
Australian Capital Territory	37	F	3830
Australian Capital Territory	37	M	3666
Australian Capital Territory	38	F	3649
Australian Capital Territory	38	M	3671
Australian Capital Territory	39	F	3708
Australian Capital Territory	39	M	3590
Australian Capital Territory	40	F	3544
Australian Capital Territory	40	M	3510
Australian Capital Territory	41	F	3412
Australian Capital Territory	41	M	3172
Australian Capital Territory	42	F	3202
Australian Capital Territory	42	M	3215
Australian Capital Territory	43	F	2939
Australian Capital Territory	43	M	3095
Australian Capital Territory	44	F	3011
Australian Capital Territory	44	M	2986
Australian Capital Territory	45	F	2831
Australian Capital Territory	45	M	2882
Australian Capital Territory	46	F	2987
Australian Capital Territory	46	M	2972
Australian Capital Territory	47	F	2910
Australian Capital Territory	47	M	2843
Australian Capital Territory	48	F	3040
Australian Capital Territory	48	M	2846
Australian Capital Territory	49	F	3025
Australian Capital Territory	49	M	2904
Australian Capital Territory	50	F	3027
Australian Capital Territory	50	M	3018
Australian Capital Territory	51	F	2803
Australian Capital Territory	51	M	2743
Australian Capital Territory	52	F	2745
Australian Capital Territory	52	M	2598
Australian Capital Territory	53	F	2538
Australian Capital Territory	53	M	2554
Australian Capital Territory	54	F	2440
Australian Capital Territory	54	M	2418
Australian Capital Territory	55	F	2536
Australian Capital Territory	55	M	2325
Australian Capital Territory	56	F	2419
Australian Capital Territory	56	M	2378
Australian Capital Territory	57	F	2461
Australian Capital Territory	57	M	2296
Australian Capital Territory	58	F	2355
Australian Capital Territory	58	M	2321
Australian Capital Territory	59	F	2481
Australian Capital Territory	59	M	2322
Australian Capital Territory	60	F	2372
Australian Capital Territory	60	M	2223
Australian Capital Territory	61	F	2269
Australian Capital Territory	61	M	2159
Australian Capital Territory	62	F	2249
Australian Capital Territory	62	M	1995
Australian Capital Territory	63	F	2182
Australian Capital Territory	63	M	1952
Australian Capital Territory	64	F	2141
Australian Capital Territory	64	M	1887
Australian Capital Territory	65	F	2091
Australian Capital Territory	65	M	1823
Australian Capital Territory	66	F	1961
Australian Capital Territory	66	M	1683
Australian Capital Territory	67	F	1915
Australian Capital Territory	67	M	1750
Australian Capital Territory	68	F	1953
Australian Capital Territory	68	M	1749
Australian Capital Territory	69	F	1947
Australian Capital Territory	69	M	1621
Australian Capital Territory	70	F	1917
Australian Capital Territory	70	M	1614
Australian Capital Territory	71	F	1866
Australian Capital Territory	71	M	1618
Australian Capital Territory	72	F	1741
Australian Capital Territory	72	M	1555
Australian Capital Territory	73	F	1765
Australian Capital Territory	73	M	1578
Australian Capital Territory	74	F	1877
Australian Capital Territory	74	M	1630
Australian Capital Territory	75	F	1467
Australian Capital Territory	75	M	1364
Australian Capital Territory	76	F	1330
Australian Capital Territory	76	M	1155
Australian Capital Territory	77	F	1283
Australian Capital Territory	77	M	1064
Australian Capital Territory	78	F	1112
Australian Capital Territory	78	M	920
Australian Capital Territory	79	F	1094
Australian Capital Territory	79	M	944
Australian Capital Territory	80	F	4267
Australian Capital Territory	80	M	3327
Australian Capital Territory	85	F	2578
Australian Capital Territory	90	M	804
Australian Capital Territory	95	F	426
Australian Capital Territory	95	M	190
Australian Capital Territory	100	F	53
Australian Capital Territory	100	M	11
No usual address (OT)	30	M	4
Other Territories	0	F	17
Other Territories	0	M	24
Other Territories	1	F	18
Other Territories	1	M	28
Other Territories	2	F	24
Other Territories	2	M	24
Other Territories	3	F	25
Other Territories	3	M	26
Other Territories	4	F	27
Other Territories	4	M	26
Other Territories	5	F	35
Other Territories	5	M	19
Other Territories	6	F	31
Other Territories	6	M	25
Other Territories	7	F	26
Other Territories	7	M	40
Other Territories	8	F	15
Other Territories	8	M	28
Other Territories	9	F	27
Other Territories	9	M	36
Other Territories	10	F	21
Other Territories	10	M	39
Other Territories	11	F	30
Other Territories	11	M	25
Other Territories	12	F	18
Other Territories	12	M	48
Other Territories	13	F	29
Other Territories	13	M	24
Other Territories	14	F	26
Other Territories	14	M	30
Other Territories	15	F	20
Other Territories	15	M	27
Other Territories	16	F	22
Other Territories	16	M	20
Other Territories	17	F	23
Other Territories	17	M	16
Other Territories	18	F	20
Other Territories	18	M	11
Other Territories	19	F	14
Other Territories	19	M	18
Other Territories	20	F	21
Other Territories	20	M	12
Other Territories	21	F	14
Other Territories	21	M	20
Other Territories	22	F	18
Other Territories	22	M	16
Other Territories	23	F	34
Other Territories	23	M	21
Other Territories	24	F	26
Other Territories	24	M	32
Other Territories	25	F	20
Other Territories	25	M	23
Other Territories	26	F	16
Other Territories	26	M	36
Other Territories	27	F	22
Other Territories	27	M	40
Other Territories	28	F	29
Other Territories	28	M	33
Other Territories	29	F	31
Other Territories	29	M	35
Other Territories	30	F	18
Other Territories	30	M	31
Other Territories	31	F	23
Other Territories	31	M	31
Other Territories	32	F	32
Other Territories	32	M	22
Other Territories	33	F	29
Other Territories	33	M	52
Other Territories	34	F	26
Other Territories	34	M	38
Other Territories	35	F	28
Other Territories	35	M	32
Other Territories	36	F	28
Other Territories	36	M	33
Other Territories	37	F	41
Other Territories	37	M	34
Other Territories	38	F	31
Other Territories	38	M	46
Other Territories	39	F	41
Other Territories	39	M	27
Other Territories	40	F	24
Other Territories	40	M	32
Other Territories	41	F	26
Other Territories	41	M	34
Other Territories	42	F	33
Other Territories	42	M	27
Other Territories	43	F	30
Other Territories	43	M	29
Other Territories	44	F	20
Other Territories	44	M	25
Other Territories	45	F	24
Other Territories	45	M	27
Other Territories	46	F	25
Other Territories	46	M	22
Other Territories	47	F	29
Other Territories	47	M	39
Other Territories	48	F	32
Other Territories	48	M	37
Other Territories	49	F	37
Other Territories	49	M	38
Other Territories	50	F	38
Other Territories	50	M	42
Other Territories	51	F	36
Other Territories	51	M	44
Other Territories	52	F	39
Other Territories	52	M	37
Other Territories	53	F	31
Other Territories	53	M	30
Other Territories	54	F	26
Other Territories	54	M	34
Other Territories	55	F	42
Other Territories	55	M	39
Other Territories	56	F	33
Other Territories	56	M	35
Other Territories	57	F	37
Other Territories	57	M	36
Other Territories	58	F	35
Other Territories	58	M	42
Other Territories	59	F	49
Other Territories	59	M	43
Other Territories	60	F	40
Other Territories	60	M	30
Other Territories	61	F	35
Other Territories	61	M	45
Other Territories	62	F	42
Other Territories	62	M	38
Other Territories	63	F	33
Other Territories	63	M	43
Other Territories	64	F	35
Other Territories	64	M	30
Other Territories	65	F	35
Other Territories	65	M	38
Other Territories	66	F	38
Other Territories	66	M	37
Other Territories	67	F	21
Other Territories	67	M	29
Other Territories	68	F	34
Other Territories	68	M	28
Other Territories	69	F	28
Other Territories	69	M	29
Other Territories	70	F	23
Other Territories	70	M	48
Other Territories	71	F	33
Other Territories	71	M	42
Other Territories	72	F	28
Other Territories	72	M	27
Other Territories	73	F	14
Other Territories	73	M	22
Other Territories	74	F	11
Other Territories	74	M	15
Other Territories	75	F	14
Other Territories	75	M	11
Other Territories	76	F	24
Other Territories	76	M	15
Other Territories	77	F	8
Other Territories	77	M	15
Other Territories	78	F	14
Other Territories	78	M	18
Other Territories	79	F	11
Other Territories	79	M	7
Other Territories	80	F	56
Other Territories	80	M	49
Other Territories	85	F	25
Other Territories	90	M	9
