GCCSA_NAME21	Age5yr	ChildrenEverBorn	females
Rest of WA	80-84	0	267
Rest of WA	80-84	1	235
Rest of WA	80-84	2	1145
Rest of WA	80-84	3	1457
Rest of WA	80-84	4	1000
Rest of WA	80-84	5	427
Rest of WA	80-84	6	296
Rest of WA	85+		842
Rest of WA	85+	0	220
Rest of WA	85+	1	246
Rest of WA	85+	2	845
Rest of WA	85+	3	1203
Rest of WA	85+	4	1027
Rest of WA	85+	5	548
Rest of WA	85+	6	466
No usual address (Tas.)	15-19		10
No usual address (Tas.)	15-19	0	44
No usual address (Tas.)	15-19	1	3
No usual address (Tas.)	20-24		7
No usual address (Tas.)	20-24	0	36
No usual address (Tas.)	20-24	1	4
No usual address (Tas.)	25-29		8
No usual address (Tas.)	25-29	0	24
No usual address (Tas.)	25-29	1	11
No usual address (Tas.)	25-29	2	4
No usual address (Tas.)	30-34		8
No usual address (Tas.)	30-34	0	19
No usual address (Tas.)	30-34	1	5
No usual address (Tas.)	30-34	2	6
No usual address (Tas.)	30-34	3	5
No usual address (Tas.)	30-34	4	3
No usual address (Tas.)	35-39		10
No usual address (Tas.)	35-39	0	13
No usual address (Tas.)	35-39	1	5
No usual address (Tas.)	35-39	2	8
No usual address (Tas.)	35-39	3	7
No usual address (Tas.)	40-44		15
No usual address (Tas.)	40-44	0	10
No usual address (Tas.)	40-44	1	11
No usual address (Tas.)	40-44	2	9
No usual address (Tas.)	40-44	3	9
No usual address (Tas.)	40-44	4	4
No usual address (Tas.)	45-49		6
No usual address (Tas.)	45-49	0	12
No usual address (Tas.)	45-49	1	4
No usual address (Tas.)	45-49	2	4
No usual address (Tas.)	45-49	3	3
No usual address (Tas.)	45-49	4	3
No usual address (Tas.)	50-54		7
No usual address (Tas.)	50-54	0	13
No usual address (Tas.)	50-54	1	11
No usual address (Tas.)	50-54	2	4
No usual address (Tas.)	50-54	3	9
No usual address (Tas.)	50-54	6	3
No usual address (Tas.)	55-59		11
No usual address (Tas.)	55-59	0	9
No usual address (Tas.)	55-59	1	3
No usual address (Tas.)	55-59	2	12
No usual address (Tas.)	55-59	3	3
No usual address (Tas.)	55-59	4	8
No usual address (Tas.)	60-64		10
No usual address (Tas.)	60-64	0	7
No usual address (Tas.)	60-64	1	4
No usual address (Tas.)	60-64	2	12
No usual address (Tas.)	60-64	4	3
No usual address (Tas.)	65-69		14
No usual address (Tas.)	65-69	0	8
No usual address (Tas.)	65-69	2	5
No usual address (Tas.)	65-69	3	10
No usual address (Tas.)	70-74		14
No usual address (Tas.)	70-74	0	3
No usual address (Tas.)	70-74	1	5
No usual address (Tas.)	70-74	2	6
No usual address (Tas.)	70-74	3	3
No usual address (Tas.)	75-79		5
No usual address (Tas.)	75-79	2	6
No usual address (Tas.)	75-79	3	3
No usual address (Tas.)	80-84	2	3
Greater Hobart	15-19		529
Greater Hobart	15-19	0	5872
Greater Hobart	15-19	1	42
Greater Hobart	15-19	2	7
Greater Hobart	15-19	6	3
Greater Hobart	20-24		546
Greater Hobart	20-24	0	6170
Greater Hobart	20-24	1	430
Greater Hobart	20-24	2	165
Greater Hobart	20-24	3	32
Greater Hobart	20-24	4	3
Greater Hobart	25-29		653
Greater Hobart	25-29	0	6983
Greater Hobart	25-29	1	1235
Greater Hobart	25-29	2	712
Greater Hobart	25-29	3	206
Greater Hobart	25-29	4	61
Greater Hobart	25-29	5	20
Greater Hobart	25-29	6	8
Greater Hobart	30-34		503
Greater Hobart	30-34	0	4616
Greater Hobart	30-34	1	2224
Greater Hobart	30-34	2	1735
Greater Hobart	30-34	3	635
Greater Hobart	30-34	4	178
Greater Hobart	30-34	5	47
Greater Hobart	30-34	6	18
Greater Hobart	35-39		426
Greater Hobart	35-39	0	2175
Greater Hobart	35-39	1	1706
Greater Hobart	35-39	2	2787
Greater Hobart	35-39	3	1121
Greater Hobart	35-39	4	342
Greater Hobart	35-39	5	119
Greater Hobart	35-39	6	71
Greater Hobart	40-44		316
Greater Hobart	40-44	0	1371
Greater Hobart	40-44	1	1270
Greater Hobart	40-44	2	2731
Greater Hobart	40-44	3	1167
Greater Hobart	40-44	4	416
Greater Hobart	40-44	5	135
Greater Hobart	40-44	6	105
Greater Hobart	45-49		290
Greater Hobart	45-49	0	1357
Greater Hobart	45-49	1	1164
Greater Hobart	45-49	2	2810
Greater Hobart	45-49	3	1321
Greater Hobart	45-49	4	456
Greater Hobart	45-49	5	151
Greater Hobart	45-49	6	98
Greater Hobart	50-54		315
Greater Hobart	50-54	0	1312
Greater Hobart	50-54	1	1155
Greater Hobart	50-54	2	2856
Greater Hobart	50-54	3	1387
Greater Hobart	50-54	4	495
Greater Hobart	50-54	5	163
Greater Hobart	50-54	6	103
Greater Hobart	55-59		323
Greater Hobart	55-59	0	1208
Greater Hobart	55-59	1	1059
Greater Hobart	55-59	2	2887
Greater Hobart	55-59	3	1444
Greater Hobart	55-59	4	493
Greater Hobart	55-59	5	177
Greater Hobart	55-59	6	110
Greater Hobart	60-64		351
Greater Hobart	60-64	0	1172
Greater Hobart	60-64	1	983
Greater Hobart	60-64	2	2844
Greater Hobart	60-64	3	1702
Greater Hobart	60-64	4	606
Greater Hobart	60-64	5	194
Greater Hobart	60-64	6	97
Greater Hobart	65-69		370
Greater Hobart	65-69	0	934
Greater Hobart	65-69	1	852
Greater Hobart	65-69	2	2637
Greater Hobart	65-69	3	1637
Greater Hobart	65-69	4	612
Greater Hobart	65-69	5	163
Greater Hobart	65-69	6	95
Greater Hobart	70-74		395
Greater Hobart	70-74	0	724
Greater Hobart	70-74	1	611
Greater Hobart	70-74	2	2392
Greater Hobart	70-74	3	1577
Greater Hobart	70-74	4	544
Greater Hobart	70-74	5	175
Greater Hobart	70-74	6	85
Greater Hobart	75-79		368
Greater Hobart	75-79	0	426
Greater Hobart	75-79	1	389
Greater Hobart	75-79	2	1541
Greater Hobart	75-79	3	1177
Greater Hobart	75-79	4	507
Greater Hobart	75-79	5	152
Greater Hobart	75-79	6	98
Greater Hobart	80-84		304
Greater Hobart	80-84	0	244
Greater Hobart	80-84	1	224
Greater Hobart	80-84	2	924
Greater Hobart	80-84	3	872
Greater Hobart	80-84	4	459
Greater Hobart	80-84	5	198
Greater Hobart	80-84	6	147
Greater Hobart	85+		396
Greater Hobart	85+	0	263
Greater Hobart	85+	1	223
Greater Hobart	85+	2	782
Greater Hobart	85+	3	804
Greater Hobart	85+	4	549
Greater Hobart	85+	5	265
Greater Hobart	85+	6	235
Rest of Tas.	15-19		781
Rest of Tas.	15-19	0	7179
Rest of Tas.	15-19	1	78
Rest of Tas.	15-19	2	4
Rest of Tas.	20-24		631
Rest of Tas.	20-24	0	6070
Rest of Tas.	20-24	1	759
Rest of Tas.	20-24	2	282
Rest of Tas.	20-24	3	67
Rest of Tas.	20-24	4	12
Rest of Tas.	20-24	6	7
Rest of Tas.	25-29		615
Rest of Tas.	25-29	0	5194
Rest of Tas.	25-29	1	1635
Rest of Tas.	25-29	2	1220
Rest of Tas.	25-29	3	439
Rest of Tas.	25-29	4	109
Rest of Tas.	25-29	5	31
Rest of Tas.	25-29	6	9
Rest of Tas.	30-34		576
Rest of Tas.	30-34	0	2941
Rest of Tas.	30-34	1	1892
Rest of Tas.	30-34	2	2259
Rest of Tas.	30-34	3	944
Rest of Tas.	30-34	4	341
Rest of Tas.	30-34	5	113
Rest of Tas.	30-34	6	54
Rest of Tas.	35-39		522
Rest of Tas.	35-39	0	1762
Rest of Tas.	35-39	1	1376
Rest of Tas.	35-39	2	2951
Rest of Tas.	35-39	3	1564
Rest of Tas.	35-39	4	581
Rest of Tas.	35-39	5	185
Rest of Tas.	35-39	6	115
Rest of Tas.	40-44		457
Rest of Tas.	40-44	0	1357
Rest of Tas.	40-44	1	1163
Rest of Tas.	40-44	2	3058
Rest of Tas.	40-44	3	1599
Rest of Tas.	40-44	4	618
Rest of Tas.	40-44	5	230
Rest of Tas.	40-44	6	162
Rest of Tas.	45-49		489
Rest of Tas.	45-49	0	1479
Rest of Tas.	45-49	1	1241
Rest of Tas.	45-49	2	3246
Rest of Tas.	45-49	3	1834
Rest of Tas.	45-49	4	691
Rest of Tas.	45-49	5	289
Rest of Tas.	45-49	6	181
Rest of Tas.	50-54		627
Rest of Tas.	50-54	0	1679
Rest of Tas.	50-54	1	1431
Rest of Tas.	50-54	2	3773
Rest of Tas.	50-54	3	2183
Rest of Tas.	50-54	4	784
Rest of Tas.	50-54	5	261
Rest of Tas.	50-54	6	169
Rest of Tas.	55-59		633
Rest of Tas.	55-59	0	1689
Rest of Tas.	55-59	1	1312
Rest of Tas.	55-59	2	3940
Rest of Tas.	55-59	3	2349
Rest of Tas.	55-59	4	926
Rest of Tas.	55-59	5	312
Rest of Tas.	55-59	6	186
Rest of Tas.	60-64		736
Rest of Tas.	60-64	0	1650
Rest of Tas.	60-64	1	1200
Rest of Tas.	60-64	2	4034
Rest of Tas.	60-64	3	2682
Rest of Tas.	60-64	4	1066
Rest of Tas.	60-64	5	344
Rest of Tas.	60-64	6	204
Rest of Tas.	65-69		696
Rest of Tas.	65-69	0	1304
Rest of Tas.	65-69	1	1046
Rest of Tas.	65-69	2	3686
Rest of Tas.	65-69	3	2460
Rest of Tas.	65-69	4	1048
Rest of Tas.	65-69	5	305
Rest of Tas.	65-69	6	142
Rest of Tas.	70-74		803
Rest of Tas.	70-74	0	989
Rest of Tas.	70-74	1	851
Rest of Tas.	70-74	2	3256
Rest of Tas.	70-74	3	2386
Rest of Tas.	70-74	4	1011
Rest of Tas.	70-74	5	338
Rest of Tas.	70-74	6	141
Rest of Tas.	75-79		671
Rest of Tas.	75-79	0	605
Rest of Tas.	75-79	1	454
Rest of Tas.	75-79	2	1982
Rest of Tas.	75-79	3	1740
Rest of Tas.	75-79	4	859
Rest of Tas.	75-79	5	331
Rest of Tas.	75-79	6	181
Rest of Tas.	80-84		542
Rest of Tas.	80-84	0	333
Rest of Tas.	80-84	1	266
Rest of Tas.	80-84	2	946
Rest of Tas.	80-84	3	1118
Rest of Tas.	80-84	4	742
Rest of Tas.	80-84	5	349
Rest of Tas.	80-84	6	251
Rest of Tas.	85+		590
Rest of Tas.	85+	0	324
Rest of Tas.	85+	1	289
Rest of Tas.	85+	2	835
Rest of Tas.	85+	3	966
Rest of Tas.	85+	4	704
Rest of Tas.	85+	5	362
Rest of Tas.	85+	6	357
No usual address (NT)	15-19		30
No usual address (NT)	15-19	0	31
No usual address (NT)	15-19	1	4
No usual address (NT)	20-24		36
No usual address (NT)	20-24	0	39
No usual address (NT)	20-24	1	13
No usual address (NT)	20-24	2	9
No usual address (NT)	25-29		70
No usual address (NT)	25-29	0	94
No usual address (NT)	25-29	1	10
No usual address (NT)	25-29	2	13
No usual address (NT)	30-34		72
No usual address (NT)	30-34	0	58
No usual address (NT)	30-34	1	15
No usual address (NT)	30-34	2	10
No usual address (NT)	30-34	3	12
No usual address (NT)	30-34	4	4
No usual address (NT)	35-39		62
No usual address (NT)	35-39	0	26
No usual address (NT)	35-39	1	7
No usual address (NT)	35-39	2	30
No usual address (NT)	35-39	3	12
No usual address (NT)	35-39	4	8
No usual address (NT)	35-39	5	6
No usual address (NT)	40-44		45
No usual address (NT)	40-44	0	14
No usual address (NT)	40-44	1	6
No usual address (NT)	40-44	2	27
No usual address (NT)	40-44	3	15
No usual address (NT)	40-44	4	6
No usual address (NT)	40-44	6	3
No usual address (NT)	45-49		84
No usual address (NT)	45-49	0	18
No usual address (NT)	45-49	1	8
No usual address (NT)	45-49	2	4
No usual address (NT)	45-49	3	12
No usual address (NT)	45-49	4	5
No usual address (NT)	45-49	5	3
No usual address (NT)	50-54		67
No usual address (NT)	50-54	0	21
No usual address (NT)	50-54	1	5
No usual address (NT)	50-54	2	27
No usual address (NT)	50-54	3	10
No usual address (NT)	50-54	4	8
No usual address (NT)	50-54	5	5
No usual address (NT)	55-59		61
No usual address (NT)	55-59	0	18
No usual address (NT)	55-59	1	9
No usual address (NT)	55-59	2	23
No usual address (NT)	55-59	3	18
No usual address (NT)	55-59	4	8
No usual address (NT)	55-59	5	3
No usual address (NT)	55-59	6	3
No usual address (NT)	60-64		54
No usual address (NT)	60-64	0	7
No usual address (NT)	60-64	1	14
No usual address (NT)	60-64	2	25
No usual address (NT)	60-64	3	17
No usual address (NT)	60-64	4	11
No usual address (NT)	60-64	5	6
No usual address (NT)	65-69		24
No usual address (NT)	65-69	0	6
No usual address (NT)	65-69	1	5
No usual address (NT)	65-69	2	28
No usual address (NT)	65-69	3	10
No usual address (NT)	65-69	4	4
No usual address (NT)	65-69	5	3
No usual address (NT)	65-69	6	3
No usual address (NT)	70-74		8
No usual address (NT)	70-74	2	7
No usual address (NT)	70-74	5	3
No usual address (NT)	75-79		4
No usual address (NT)	75-79	2	8
No usual address (NT)	75-79	3	4
Migratory - Offshore - Shipping (NT)	30-34	0	3
Greater Darwin	15-19		458
Greater Darwin	15-19	0	3239
Greater Darwin	15-19	1	34
Greater Darwin	15-19	2	5
Greater Darwin	20-24		512
Greater Darwin	20-24	0	3199
Greater Darwin	20-24	1	312
Greater Darwin	20-24	2	93
Greater Darwin	20-24	3	19
Greater Darwin	20-24	4	10
Greater Darwin	25-29		683
Greater Darwin	25-29	0	4074
Greater Darwin	25-29	1	871
Greater Darwin	25-29	2	532
Greater Darwin	25-29	3	161
Greater Darwin	25-29	4	51
Greater Darwin	25-29	5	6
Greater Darwin	25-29	6	6
Greater Darwin	30-34		593
Greater Darwin	30-34	0	2911
Greater Darwin	30-34	1	1455
Greater Darwin	30-34	2	1185
Greater Darwin	30-34	3	473
Greater Darwin	30-34	4	131
Greater Darwin	30-34	5	45
Greater Darwin	30-34	6	29
Greater Darwin	35-39		535
Greater Darwin	35-39	0	1504
Greater Darwin	35-39	1	1117
Greater Darwin	35-39	2	1773
Greater Darwin	35-39	3	740
Greater Darwin	35-39	4	248
Greater Darwin	35-39	5	69
Greater Darwin	35-39	6	57
Greater Darwin	40-44		484
Greater Darwin	40-44	0	962
Greater Darwin	40-44	1	806
Greater Darwin	40-44	2	1701
Greater Darwin	40-44	3	812
Greater Darwin	40-44	4	306
Greater Darwin	40-44	5	97
Greater Darwin	40-44	6	65
Greater Darwin	45-49		404
Greater Darwin	45-49	0	783
Greater Darwin	45-49	1	696
Greater Darwin	45-49	2	1489
Greater Darwin	45-49	3	759
Greater Darwin	45-49	4	313
Greater Darwin	45-49	5	90
Greater Darwin	45-49	6	92
Greater Darwin	50-54		378
Greater Darwin	50-54	0	707
Greater Darwin	50-54	1	590
Greater Darwin	50-54	2	1417
Greater Darwin	50-54	3	820
Greater Darwin	50-54	4	335
Greater Darwin	50-54	5	107
Greater Darwin	50-54	6	74
Greater Darwin	55-59		319
Greater Darwin	55-59	0	645
Greater Darwin	55-59	1	461
Greater Darwin	55-59	2	1172
Greater Darwin	55-59	3	782
Greater Darwin	55-59	4	297
Greater Darwin	55-59	5	106
Greater Darwin	55-59	6	57
Greater Darwin	60-64		280
Greater Darwin	60-64	0	427
Greater Darwin	60-64	1	399
Greater Darwin	60-64	2	1020
Greater Darwin	60-64	3	710
Greater Darwin	60-64	4	310
Greater Darwin	60-64	5	93
Greater Darwin	60-64	6	59
Greater Darwin	65-69		218
Greater Darwin	65-69	0	284
Greater Darwin	65-69	1	263
Greater Darwin	65-69	2	798
Greater Darwin	65-69	3	568
Greater Darwin	65-69	4	251
Greater Darwin	65-69	5	94
Greater Darwin	65-69	6	53
Greater Darwin	70-74		196
Greater Darwin	70-74	0	187
Greater Darwin	70-74	1	205
Greater Darwin	70-74	2	588
Greater Darwin	70-74	3	445
Greater Darwin	70-74	4	226
Greater Darwin	70-74	5	90
Greater Darwin	70-74	6	56
Greater Darwin	75-79		102
Greater Darwin	75-79	0	112
Greater Darwin	75-79	1	83
Greater Darwin	75-79	2	328
Greater Darwin	75-79	3	243
Greater Darwin	75-79	4	139
Greater Darwin	75-79	5	38
Greater Darwin	75-79	6	50
Greater Darwin	80-84		98
Greater Darwin	80-84	0	60
Greater Darwin	80-84	1	48
Greater Darwin	80-84	2	153
Greater Darwin	80-84	3	146
Greater Darwin	80-84	4	93
Greater Darwin	80-84	5	47
Greater Darwin	80-84	6	53
Greater Darwin	85+		78
Greater Darwin	85+	0	28
Greater Darwin	85+	1	30
Greater Darwin	85+	2	80
Greater Darwin	85+	3	80
Greater Darwin	85+	4	63
Greater Darwin	85+	5	47
Greater Darwin	85+	6	55
Rest of NT	15-19		806
Rest of NT	15-19	0	2080
Rest of NT	15-19	1	157
Rest of NT	15-19	2	15
Rest of NT	15-19	5	4
Rest of NT	20-24		633
Rest of NT	20-24	0	1730
Rest of NT	20-24	1	609
Rest of NT	20-24	2	197
Rest of NT	20-24	3	41
Rest of NT	20-24	4	10
Rest of NT	20-24	6	3
Rest of NT	25-29		644
Rest of NT	25-29	0	1863
Rest of NT	25-29	1	674
Rest of NT	25-29	2	568
Rest of NT	25-29	3	269
Rest of NT	25-29	4	66
Rest of NT	25-29	5	14
Rest of NT	25-29	6	13
Rest of NT	30-34		606
Rest of NT	30-34	0	1368
Rest of NT	30-34	1	740
Rest of NT	30-34	2	813
Rest of NT	30-34	3	451
Rest of NT	30-34	4	193
Rest of NT	30-34	5	77
Rest of NT	30-34	6	30
Rest of NT	35-39		511
Rest of NT	35-39	0	757
Rest of NT	35-39	1	541
Rest of NT	35-39	2	852
Rest of NT	35-39	3	530
Rest of NT	35-39	4	298
Rest of NT	35-39	5	122
Rest of NT	35-39	6	77
Rest of NT	40-44		451
Rest of NT	40-44	0	469
Rest of NT	40-44	1	354
Rest of NT	40-44	2	624
Rest of NT	40-44	3	460
Rest of NT	40-44	4	287
Rest of NT	40-44	5	144
Rest of NT	40-44	6	121
Rest of NT	45-49		385
Rest of NT	45-49	0	477
Rest of NT	45-49	1	301
Rest of NT	45-49	2	561
Rest of NT	45-49	3	452
Rest of NT	45-49	4	282
Rest of NT	45-49	5	133
Rest of NT	45-49	6	118
Rest of NT	50-54		399
Rest of NT	50-54	0	432
Rest of NT	50-54	1	346
Rest of NT	50-54	2	642
Rest of NT	50-54	3	500
Rest of NT	50-54	4	295
Rest of NT	50-54	5	153
Rest of NT	50-54	6	118
Rest of NT	55-59		373
Rest of NT	55-59	0	364
Rest of NT	55-59	1	252
Rest of NT	55-59	2	541
Rest of NT	55-59	3	416
Rest of NT	55-59	4	243
Rest of NT	55-59	5	109
Rest of NT	55-59	6	119
Rest of NT	60-64		299
Rest of NT	60-64	0	261
Rest of NT	60-64	1	197
Rest of NT	60-64	2	493
Rest of NT	60-64	3	386
Rest of NT	60-64	4	223
Rest of NT	60-64	5	123
Rest of NT	60-64	6	107
Rest of NT	65-69		247
Rest of NT	65-69	0	186
Rest of NT	65-69	1	133
Rest of NT	65-69	2	310
Rest of NT	65-69	3	255
Rest of NT	65-69	4	159
Rest of NT	65-69	5	83
Rest of NT	65-69	6	72
Rest of NT	70-74		133
Rest of NT	70-74	0	96
Rest of NT	70-74	1	74
Rest of NT	70-74	2	185
Rest of NT	70-74	3	157
Rest of NT	70-74	4	94
Rest of NT	70-74	5	52
Rest of NT	70-74	6	65
Rest of NT	75-79		65
Rest of NT	75-79	0	41
Rest of NT	75-79	1	30
Rest of NT	75-79	2	87
Rest of NT	75-79	3	83
Rest of NT	75-79	4	49
Rest of NT	75-79	5	36
Rest of NT	75-79	6	48
Rest of NT	80-84		40
Rest of NT	80-84	0	31
Rest of NT	80-84	1	18
Rest of NT	80-84	2	56
Rest of NT	80-84	3	36
Rest of NT	80-84	4	37
Rest of NT	80-84	5	24
Rest of NT	80-84	6	38
Rest of NT	85+		42
Rest of NT	85+	0	27
Rest of NT	85+	1	10
Rest of NT	85+	2	24
Rest of NT	85+	3	30
Rest of NT	85+	4	24
Rest of NT	85+	5	17
Rest of NT	85+	6	27
No usual address (ACT)	15-19		4
No usual address (ACT)	15-19	0	32
No usual address (ACT)	20-24		4
No usual address (ACT)	20-24	0	34
No usual address (ACT)	20-24	1	5
No usual address (ACT)	20-24	2	4
No usual address (ACT)	25-29		9
No usual address (ACT)	25-29	0	18
No usual address (ACT)	25-29	1	5
No usual address (ACT)	25-29	2	4
No usual address (ACT)	30-34	0	10
No usual address (ACT)	35-39	0	5
No usual address (ACT)	35-39	2	7
No usual address (ACT)	35-39	4	4
No usual address (ACT)	40-44		4
No usual address (ACT)	40-44	0	11
No usual address (ACT)	40-44	1	5
No usual address (ACT)	40-44	2	3
No usual address (ACT)	45-49	0	5
No usual address (ACT)	45-49	3	6
No usual address (ACT)	50-54	0	6
No usual address (ACT)	50-54	2	4
No usual address (ACT)	55-59	0	6
No usual address (ACT)	55-59	3	7
No usual address (ACT)	60-64		3
No usual address (ACT)	60-64	0	3
No usual address (ACT)	60-64	1	4
No usual address (ACT)	60-64	2	8
No usual address (ACT)	60-64	3	4
No usual address (ACT)	60-64	4	4
No usual address (ACT)	65-69		4
No usual address (ACT)	65-69	3	5
Australian Capital Territory	15-19		1009
Australian Capital Territory	15-19	0	11847
Australian Capital Territory	15-19	1	36
Australian Capital Territory	15-19	2	3
Australian Capital Territory	15-19	3	3
Australian Capital Territory	20-24		1391
Australian Capital Territory	20-24	0	15142
Australian Capital Territory	20-24	1	439
Australian Capital Territory	20-24	2	134
Australian Capital Territory	20-24	3	18
Australian Capital Territory	20-24	4	7
Australian Capital Territory	25-29		1197
Australian Capital Territory	25-29	0	15096
Australian Capital Territory	25-29	1	1968
Australian Capital Territory	25-29	2	905
Australian Capital Territory	25-29	3	257
Australian Capital Territory	25-29	4	64
Australian Capital Territory	25-29	5	16
Australian Capital Territory	25-29	6	8
Australian Capital Territory	30-34		941
Australian Capital Territory	30-34	0	9522
Australian Capital Territory	30-34	1	4286
Australian Capital Territory	30-34	2	3477
Australian Capital Territory	30-34	3	919
Australian Capital Territory	30-34	4	231
Australian Capital Territory	30-34	5	63
Australian Capital Territory	30-34	6	35
Australian Capital Territory	35-39		739
Australian Capital Territory	35-39	0	4981
Australian Capital Territory	35-39	1	3851
Australian Capital Territory	35-39	2	6546
Australian Capital Territory	35-39	3	2093
Australian Capital Territory	35-39	4	498
Australian Capital Territory	35-39	5	117
Australian Capital Territory	35-39	6	74
Australian Capital Territory	40-44		559
Australian Capital Territory	40-44	0	3166
Australian Capital Territory	40-44	1	2643
Australian Capital Territory	40-44	2	6351
Australian Capital Territory	40-44	3	2498
Australian Capital Territory	40-44	4	613
Australian Capital Territory	40-44	5	178
Australian Capital Territory	40-44	6	100
Australian Capital Territory	45-49		498
Australian Capital Territory	45-49	0	2582
Australian Capital Territory	45-49	1	2238
Australian Capital Territory	45-49	2	5903
Australian Capital Territory	45-49	3	2525
Australian Capital Territory	45-49	4	737
Australian Capital Territory	45-49	5	190
Australian Capital Territory	45-49	6	113
Australian Capital Territory	50-54		463
Australian Capital Territory	50-54	0	2340
Australian Capital Territory	50-54	1	2030
Australian Capital Territory	50-54	2	5294
Australian Capital Territory	50-54	3	2397
Australian Capital Territory	50-54	4	739
Australian Capital Territory	50-54	5	172
Australian Capital Territory	50-54	6	118
Australian Capital Territory	55-59		382
Australian Capital Territory	55-59	0	2003
Australian Capital Territory	55-59	1	1707
Australian Capital Territory	55-59	2	4645
Australian Capital Territory	55-59	3	2415
Australian Capital Territory	55-59	4	802
Australian Capital Territory	55-59	5	192
Australian Capital Territory	55-59	6	99
Australian Capital Territory	60-64		381
Australian Capital Territory	60-64	0	1606
Australian Capital Territory	60-64	1	1533
Australian Capital Territory	60-64	2	4170
Australian Capital Territory	60-64	3	2374
Australian Capital Territory	60-64	4	825
Australian Capital Territory	60-64	5	203
Australian Capital Territory	60-64	6	127
Australian Capital Territory	65-69		404
Australian Capital Territory	65-69	0	1174
Australian Capital Territory	65-69	1	1180
Australian Capital Territory	65-69	2	3677
Australian Capital Territory	65-69	3	2267
Australian Capital Territory	65-69	4	844
Australian Capital Territory	65-69	5	215
Australian Capital Territory	65-69	6	100
Australian Capital Territory	70-74		375
Australian Capital Territory	70-74	0	976
Australian Capital Territory	70-74	1	991
Australian Capital Territory	70-74	2	3445
Australian Capital Territory	70-74	3	2191
Australian Capital Territory	70-74	4	833
Australian Capital Territory	70-74	5	214
Australian Capital Territory	70-74	6	133
Australian Capital Territory	75-79		323
Australian Capital Territory	75-79	0	542
Australian Capital Territory	75-79	1	559
Australian Capital Territory	75-79	2	2253
Australian Capital Territory	75-79	3	1580
Australian Capital Territory	75-79	4	670
Australian Capital Territory	75-79	5	228
Australian Capital Territory	75-79	6	129
Australian Capital Territory	80-84		292
Australian Capital Territory	80-84	0	288
Australian Capital Territory	80-84	1	323
Australian Capital Territory	80-84	2	1196
Australian Capital Territory	80-84	3	1169
Australian Capital Territory	80-84	4	608
Australian Capital Territory	80-84	5	220
Australian Capital Territory	80-84	6	170
Australian Capital Territory	85+		428
Australian Capital Territory	85+	0	285
Australian Capital Territory	85+	1	311
Australian Capital Territory	85+	2	1063
Australian Capital Territory	85+	3	998
Australian Capital Territory	85+	4	662
Australian Capital Territory	85+	5	276
Australian Capital Territory	85+	6	289
Other Territories	15-19		24
Other Territories	15-19	0	81
Other Territories	20-24		21
Other Territories	20-24	0	71
Other Territories	20-24	1	13
Other Territories	25-29		24
Other Territories	25-29	0	64
Other Territories	25-29	1	16
Other Territories	25-29	2	8
Other Territories	25-29	3	3
Other Territories	30-34		29
Other Territories	30-34	0	33
Other Territories	30-34	1	12
Other Territories	30-34	2	25
Other Territories	30-34	3	26
Other Territories	30-34	4	3
Other Territories	35-39		25
Other Territories	35-39	0	35
Other Territories	35-39	1	21
Other Territories	35-39	2	57
Other Territories	35-39	3	23
Other Territories	35-39	4	10
Other Territories	40-44		28
Other Territories	40-44	0	13
Other Territories	40-44	1	15
Other Territories	40-44	2	40
Other Territories	40-44	3	37
Other Territories	40-44	4	6
Other Territories	45-49		15
Other Territories	45-49	0	24
Other Territories	45-49	1	21
Other Territories	45-49	2	45
Other Territories	45-49	3	23
Other Territories	45-49	4	6
Other Territories	45-49	5	3
Other Territories	45-49	6	4
Other Territories	50-54		26
Other Territories	50-54	0	30
Other Territories	50-54	1	17
Other Territories	50-54	2	49
Other Territories	50-54	3	16
Other Territories	50-54	4	19
Other Territories	50-54	5	4
Other Territories	50-54	6	3
Other Territories	55-59		31
Other Territories	55-59	0	36
Other Territories	55-59	1	14
Other Territories	55-59	2	60
Other Territories	55-59	3	30
Other Territories	55-59	4	13
Other Territories	55-59	5	7
Other Territories	55-59	6	3
Other Territories	60-64		27
Other Territories	60-64	0	23
Other Territories	60-64	1	23
Other Territories	60-64	2	61
Other Territories	60-64	3	43
Other Territories	60-64	4	15
Other Territories	60-64	6	6
Other Territories	65-69		17
Other Territories	65-69	0	31
Other Territories	65-69	1	14
Other Territories	65-69	2	44
Other Territories	65-69	3	18
Other Territories	65-69	4	21
Other Territories	65-69	5	7
Other Territories	65-69	6	6
Other Territories	70-74		16
Other Territories	70-74	0	14
Other Territories	70-74	1	12
Other Territories	70-74	2	24
Other Territories	70-74	3	18
Other Territories	70-74	4	6
Other Territories	70-74	5	4
Other Territories	70-74	6	5
Other Territories	75-79		17
Other Territories	75-79	0	10
Other Territories	75-79	1	5
Other Territories	75-79	2	20
Other Territories	75-79	3	15
Other Territories	75-79	4	9
Other Territories	75-79	5	10
Other Territories	75-79	6	4
Other Territories	80-84		9
Other Territories	80-84	0	5
Other Territories	80-84	1	3
Other Territories	80-84	2	9
Other Territories	80-84	3	11
Other Territories	80-84	4	3
Other Territories	80-84	5	10
Other Territories	85+		7
Other Territories	85+	0	3
Other Territories	85+	1	3
Other Territories	85+	2	3
Other Territories	85+	3	11
Other Territories	85+	5	8
Other Territories	85+	6	5
