SA2_NAME16	medianRent
Virginia	19240
Weddell	16796
Bakewell	19760
Driver	18200
Durack - Marlow Lagoon	26000
Gray	15600
Moulden	15340
Palmerston - North	23920
Palmerston - South	23400
Rosebery - Bellamack	20800
Woodroffe	18720
Charles	18200
East Side	18720
Flynn (NT)	20800
Larapinta	20800
Mount Johns	20800
Petermann - Simpson	6396
Ross	14560
Sandover - Plenty	3120
Tanami	
Yuendumu - Anmatjere	3900
Barkly	3640
Tennant Creek	9360
Alligator	5200
Daly	4160
Thamarrurr	2600
Tiwi Islands	4160
West Arnhem	4160
Anindilyakwa	4160
East Arnhem	4680
Nhulunbuy	5720
Elsey	4160
Gulf	3900
Katherine	15340
Victoria River	3900
Migratory - Offshore - Shipping (NT)	
No usual address (NT)	
Aranda	27560
Belconnen	22360
Bruce	22360
Charnwood	19760
Cook	22880
Dunlop	24180
Evatt	24232
Florey	21580
Flynn (ACT)	25012
Fraser	23400
Giralang	23920
Gooromon	
Hawker	19500
Higgins	20800
Holt	20592
Kaleen	23920
Latham	20800
Lawson	28496
Macgregor (ACT)	24128
Macquarie	20800
McKellar	22776
Melba	20800
Page	22776
Scullin	20280
Spence	19500
Weetangera	25480
Molonglo Corridor	19500
Macnamara	
Strathnairn	26780
West Belconnen	7800
Hume	5720
Kowen	17680
Canberra East	13676
Canberra Airport	21840
Majura	18980
Amaroo	23920
Bonner	27040
Casey	26104
Crace	23920
Forde	30680
Franklin	23920
Gungahlin	23400
Hall	19500
Harrison	23400
Mitchell	
Ngunnawal	23400
Nicholls	26104
Palmerston	23400
Gungahlin - East	
Gungahlin - West	
Jacka	23400
Kenny	11804
Moncrieff	24440
Taylor	14664
Throsby	19500
Acton	468
Ainslie	19084
Braddon	25740
Civic	28600
Dickson	26000
Downer	21840
Hackett	19448
Lyneham	22100
O'Connor (ACT)	23452
Turner	24960
Watson	22724
Black Mountain	
Campbell	28600
Duntroon	14040
Parkes (ACT) - North	
Reid	22360
Russell	
Deakin	29120
Forrest	29640
Griffith (ACT)	24024
Lake Burley Griffin	
Narrabundah	22880
Parkes (ACT) - South	9256
Red Hill (ACT)	26000
Yarralumla	28444
Barton	27300
Fyshwick	16796
Kingston (ACT)	26520
Banks	22048
Bonython	23140
Calwell	23296
Chisholm	21320
Conder	20280
Fadden	32240
Gilmore	22360
Gordon (ACT)	21840
Gowrie (ACT)	22880
Greenway	23400
Isabella Plains	23400
Kambah	20800
Macarthur	27040
Monash	23400
Mount Taylor	
Oxley (ACT)	20800
Richardson	20332
Theodore	22360
Tuggeranong	16640
Wanniassa	20800
Tuggeranong - West	28392
Chapman	23400
Duffy	23140
Fisher	21580
Holder	24180
Rivett	16744
Stirling	23920
Waramanga	19708
Weston	21840
Scrivener	12740
Chifley	23400
Curtin	23400
Farrer	23400
Garran	28600
Hughes	20800
Isaacs	27040
Lyons (ACT)	18720
Mawson	20800
O'Malley	50700
Pearce	22360
Phillip	22880
Torrens	24856
Arboretum	
Coombs	24960
Denman Prospect	25896
Molonglo	
Wright	23972
Molonglo - East	
Whitlam	
ACT - South West	20020
Namadgi	20800
Migratory - Offshore - Shipping (ACT)	
No usual address (ACT)	
Christmas Island	7800
Cocos (Keeling) Islands	12012
Jervis Bay	4680
Norfolk Island	12480
Migratory - Offshore - Shipping (OT)	
No usual address (OT)	
