SA2_NAME16	MotorVehicles.min	occupied_private_dwellings
Mornington - Warrane	0	232
Mornington - Warrane	1	780
Mornington - Warrane	2	605
Mornington - Warrane	3	211
Mornington - Warrane	4	125
Risdon Vale		19
Risdon Vale	0	97
Risdon Vale	1	465
Risdon Vale	2	359
Risdon Vale	3	136
Risdon Vale	4	68
Rokeby		45
Rokeby	0	240
Rokeby	1	1174
Rokeby	2	1080
Rokeby	3	306
Rokeby	4	152
South Arm		10
South Arm	0	11
South Arm	1	340
South Arm	2	699
South Arm	3	352
South Arm	4	259
Austins Ferry - Granton		12
Austins Ferry - Granton	0	35
Austins Ferry - Granton	1	444
Austins Ferry - Granton	2	583
Austins Ferry - Granton	3	276
Austins Ferry - Granton	4	227
Berriedale - Chigwell		39
Berriedale - Chigwell	0	181
Berriedale - Chigwell	1	776
Berriedale - Chigwell	2	740
Berriedale - Chigwell	3	284
Berriedale - Chigwell	4	219
Claremont (Tas.)		67
Claremont (Tas.)	0	307
Claremont (Tas.)	1	1322
Claremont (Tas.)	2	1051
Claremont (Tas.)	3	398
Claremont (Tas.)	4	252
Derwent Park - Lutana		29
Derwent Park - Lutana	0	162
Derwent Park - Lutana	1	763
Derwent Park - Lutana	2	536
Derwent Park - Lutana	3	221
Derwent Park - Lutana	4	99
Glenorchy		110
Glenorchy	0	652
Glenorchy	1	1991
Glenorchy	2	1435
Glenorchy	3	500
Glenorchy	4	244
Montrose - Rosetta		34
Montrose - Rosetta	0	142
Montrose - Rosetta	1	765
Montrose - Rosetta	2	649
Montrose - Rosetta	3	273
Montrose - Rosetta	4	168
Moonah		37
Moonah	0	278
Moonah	1	936
Moonah	2	681
Moonah	3	246
Moonah	4	117
New Norfolk		40
New Norfolk	0	205
New Norfolk	1	938
New Norfolk	2	947
New Norfolk	3	401
New Norfolk	4	271
West Moonah		18
West Moonah	0	127
West Moonah	1	665
West Moonah	2	563
West Moonah	3	195
West Moonah	4	105
Kingston - Huntingfield		46
Kingston - Huntingfield	0	284
Kingston - Huntingfield	1	1937
Kingston - Huntingfield	2	1893
Kingston - Huntingfield	3	643
Kingston - Huntingfield	4	375
Kingston Beach - Blackmans Bay		32
Kingston Beach - Blackmans Bay	0	125
Kingston Beach - Blackmans Bay	1	1417
Kingston Beach - Blackmans Bay	2	1677
Kingston Beach - Blackmans Bay	3	607
Kingston Beach - Blackmans Bay	4	369
Margate - Snug		34
Margate - Snug	0	41
Margate - Snug	1	713
Margate - Snug	2	1244
Margate - Snug	3	512
Margate - Snug	4	393
Taroona - Bonnet Hill		9
Taroona - Bonnet Hill	0	56
Taroona - Bonnet Hill	1	486
Taroona - Bonnet Hill	2	537
Taroona - Bonnet Hill	3	182
Taroona - Bonnet Hill	4	96
Hobart		46
Hobart	0	616
Hobart	1	1730
Hobart	2	845
Hobart	3	220
Hobart	4	86
Lenah Valley - Mount Stuart		27
Lenah Valley - Mount Stuart	0	231
Lenah Valley - Mount Stuart	1	1310
Lenah Valley - Mount Stuart	2	1360
Lenah Valley - Mount Stuart	3	417
Lenah Valley - Mount Stuart	4	224
Mount Nelson - Dynnyrne		7
Mount Nelson - Dynnyrne	0	102
Mount Nelson - Dynnyrne	1	667
Mount Nelson - Dynnyrne	2	674
Mount Nelson - Dynnyrne	3	251
Mount Nelson - Dynnyrne	4	117
New Town		32
New Town	0	288
New Town	1	1106
New Town	2	810
New Town	3	238
New Town	4	130
Sandy Bay		54
Sandy Bay	0	403
Sandy Bay	1	1902
Sandy Bay	2	1607
Sandy Bay	3	508
Sandy Bay	4	270
South Hobart - Fern Tree		17
South Hobart - Fern Tree	0	191
South Hobart - Fern Tree	1	1089
South Hobart - Fern Tree	2	908
South Hobart - Fern Tree	3	263
South Hobart - Fern Tree	4	139
West Hobart		25
West Hobart	0	232
West Hobart	1	1146
West Hobart	2	872
West Hobart	3	230
West Hobart	4	103
Dodges Ferry - Lewisham		42
Dodges Ferry - Lewisham	0	56
Dodges Ferry - Lewisham	1	970
Dodges Ferry - Lewisham	2	1266
Dodges Ferry - Lewisham	3	574
Dodges Ferry - Lewisham	4	394
Sorell - Richmond		49
Sorell - Richmond	0	121
Sorell - Richmond	1	1231
Sorell - Richmond	2	1479
Sorell - Richmond	3	624
Sorell - Richmond	4	399
Invermay		21
Invermay	0	169
Invermay	1	581
Invermay	2	399
Invermay	3	124
Invermay	4	55
Kings Meadows - Punchbowl		25
Kings Meadows - Punchbowl	0	197
Kings Meadows - Punchbowl	1	778
Kings Meadows - Punchbowl	2	668
Kings Meadows - Punchbowl	3	242
Kings Meadows - Punchbowl	4	118
Launceston		25
Launceston	0	245
Launceston	1	1023
Launceston	2	704
Launceston	3	191
Launceston	4	102
Legana		18
Legana	0	38
Legana	1	484
Legana	2	712
Legana	3	298
Legana	4	205
Mowbray		27
Mowbray	0	181
Mowbray	1	611
Mowbray	2	444
Mowbray	3	202
Mowbray	4	79
Newnham - Mayfield		74
Newnham - Mayfield	0	320
Newnham - Mayfield	1	1395
Newnham - Mayfield	2	1136
Newnham - Mayfield	3	401
Newnham - Mayfield	4	222
Newstead		119
Newstead	0	128
Newstead	1	842
Newstead	2	761
Newstead	3	233
Newstead	4	114
Norwood (Tas.)		87
Norwood (Tas.)	0	57
Norwood (Tas.)	1	522
Norwood (Tas.)	2	571
Norwood (Tas.)	3	213
Norwood (Tas.)	4	107
Prospect Vale - Blackstone		29
Prospect Vale - Blackstone	0	154
Prospect Vale - Blackstone	1	1011
Prospect Vale - Blackstone	2	1050
Prospect Vale - Blackstone	3	371
Prospect Vale - Blackstone	4	211
Ravenswood		43
Ravenswood	0	228
Ravenswood	1	582
Ravenswood	2	453
Ravenswood	3	148
Ravenswood	4	85
Riverside		23
Riverside	0	101
Riverside	1	975
Riverside	2	1014
Riverside	3	428
Riverside	4	263
South Launceston		26
South Launceston	0	197
South Launceston	1	871
South Launceston	2	631
South Launceston	3	184
South Launceston	4	104
Summerhill - Prospect		28
Summerhill - Prospect	0	126
Summerhill - Prospect	1	797
Summerhill - Prospect	2	713
Summerhill - Prospect	3	250
Summerhill - Prospect	4	146
Trevallyn		24
Trevallyn	0	81
Trevallyn	1	659
Trevallyn	2	788
Trevallyn	3	256
Trevallyn	4	116
Waverley - St Leonards		27
Waverley - St Leonards	0	90
Waverley - St Leonards	1	470
Waverley - St Leonards	2	536
Waverley - St Leonards	3	234
Waverley - St Leonards	4	154
West Launceston		16
West Launceston	0	89
West Launceston	1	693
West Launceston	2	647
West Launceston	3	219
West Launceston	4	119
Youngtown - Relbia		26
Youngtown - Relbia	0	80
Youngtown - Relbia	1	665
Youngtown - Relbia	2	739
Youngtown - Relbia	3	294
Youngtown - Relbia	4	168
Beauty Point - Beaconsfield		64
Beauty Point - Beaconsfield	0	53
Beauty Point - Beaconsfield	1	564
Beauty Point - Beaconsfield	2	617
Beauty Point - Beaconsfield	3	274
Beauty Point - Beaconsfield	4	169
Deloraine		46
Deloraine	0	78
Deloraine	1	744
Deloraine	2	828
Deloraine	3	416
Deloraine	4	282
Grindelwald - Lanena		31
Grindelwald - Lanena	0	41
Grindelwald - Lanena	1	557
Grindelwald - Lanena	2	887
Grindelwald - Lanena	3	470
Grindelwald - Lanena	4	359
Hadspen - Carrick		21
Hadspen - Carrick	0	36
Hadspen - Carrick	1	338
Hadspen - Carrick	2	517
Hadspen - Carrick	3	253
Hadspen - Carrick	4	199
Westbury		26
Westbury	0	37
Westbury	1	420
Westbury	2	632
Westbury	3	342
Westbury	4	258
Dilston - Lilydale		16
Dilston - Lilydale	0	14
Dilston - Lilydale	1	288
Dilston - Lilydale	2	605
Dilston - Lilydale	3	366
Dilston - Lilydale	4	270
George Town		67
George Town	0	187
George Town	1	1014
George Town	2	981
George Town	3	413
George Town	4	274
Longford		23
Longford	0	79
Longford	1	610
Longford	2	645
Longford	3	271
Longford	4	167
Northern Midlands		35
Northern Midlands	0	72
Northern Midlands	1	429
Northern Midlands	2	526
Northern Midlands	3	267
Northern Midlands	4	167
Perth - Evandale		25
Perth - Evandale	0	46
Perth - Evandale	1	621
Perth - Evandale	2	856
Perth - Evandale	3	358
Perth - Evandale	4	256
St Helens - Scamander		50
St Helens - Scamander	0	132
St Helens - Scamander	1	1065
St Helens - Scamander	2	1082
St Helens - Scamander	3	428
St Helens - Scamander	4	234
Flinders and Cape Barren Islands		21
Flinders and Cape Barren Islands	0	24
Flinders and Cape Barren Islands	1	128
Flinders and Cape Barren Islands	2	139
Flinders and Cape Barren Islands	3	76
Flinders and Cape Barren Islands	4	33
Scottsdale - Bridport		67
Scottsdale - Bridport	0	102
Scottsdale - Bridport	1	876
Scottsdale - Bridport	2	943
Scottsdale - Bridport	3	434
Scottsdale - Bridport	4	350
Central Highlands		27
Central Highlands	0	23
Central Highlands	1	284
Central Highlands	2	329
Central Highlands	3	177
Central Highlands	4	129
Derwent Valley		14
Derwent Valley	0	17
Derwent Valley	1	245
Derwent Valley	2	438
Derwent Valley	3	290
Derwent Valley	4	198
Southern Midlands		46
Southern Midlands	0	55
Southern Midlands	1	524
Southern Midlands	2	896
Southern Midlands	3	497
Southern Midlands	4	457
Wilderness - East	1	3
Bruny Island - Kettering		14
Bruny Island - Kettering	0	20
Bruny Island - Kettering	1	373
Bruny Island - Kettering	2	601
Bruny Island - Kettering	3	237
Bruny Island - Kettering	4	124
Cygnet		31
Cygnet	0	73
Cygnet	1	616
Cygnet	2	761
Cygnet	3	253
Cygnet	4	182
Geeveston - Dover		37
Geeveston - Dover	0	38
Geeveston - Dover	1	540
Geeveston - Dover	2	635
Geeveston - Dover	3	251
Geeveston - Dover	4	148
Huonville - Franklin		48
Huonville - Franklin	0	92
Huonville - Franklin	1	937
Huonville - Franklin	2	1325
Huonville - Franklin	3	598
Huonville - Franklin	4	402
Forestier - Tasman		20
Forestier - Tasman	0	34
Forestier - Tasman	1	399
Forestier - Tasman	2	416
Forestier - Tasman	3	178
Forestier - Tasman	4	96
Triabunna - Bicheno		40
Triabunna - Bicheno	0	57
Triabunna - Bicheno	1	689
Triabunna - Bicheno	2	824
Triabunna - Bicheno	3	288
Triabunna - Bicheno	4	187
Acton - Upper Burnie		35
Acton - Upper Burnie	0	175
Acton - Upper Burnie	1	636
Acton - Upper Burnie	2	414
Acton - Upper Burnie	3	137
Acton - Upper Burnie	4	54
Burnie - Ulverstone Surrounds		25
Burnie - Ulverstone Surrounds	0	23
Burnie - Ulverstone Surrounds	1	357
Burnie - Ulverstone Surrounds	2	748
Burnie - Ulverstone Surrounds	3	442
Burnie - Ulverstone Surrounds	4	379
Burnie - Wivenhoe		32
Burnie - Wivenhoe	0	161
Burnie - Wivenhoe	1	759
Burnie - Wivenhoe	2	468
Burnie - Wivenhoe	3	162
Burnie - Wivenhoe	4	73
Parklands - Camdale		31
Parklands - Camdale	0	207
Parklands - Camdale	1	995
Parklands - Camdale	2	927
Parklands - Camdale	3	312
Parklands - Camdale	4	159
Penguin - Sulphur Creek		50
Penguin - Sulphur Creek	0	69
Penguin - Sulphur Creek	1	675
Penguin - Sulphur Creek	2	789
Penguin - Sulphur Creek	3	345
Penguin - Sulphur Creek	4	225
Romaine - Havenview		10
Romaine - Havenview	0	51
Romaine - Havenview	1	511
Romaine - Havenview	2	543
Romaine - Havenview	3	183
Romaine - Havenview	4	119
Somerset		24
Somerset	0	115
Somerset	1	651
Somerset	2	596
Somerset	3	213
Somerset	4	116
Ulverstone		58
Ulverstone	0	221
Ulverstone	1	1228
Ulverstone	2	1007
Ulverstone	3	375
Ulverstone	4	214
West Ulverstone		30
West Ulverstone	0	90
West Ulverstone	1	626
West Ulverstone	2	662
West Ulverstone	3	215
West Ulverstone	4	132
Wynyard		39
Wynyard	0	227
Wynyard	1	1017
Wynyard	2	884
Wynyard	3	353
Wynyard	4	189
Devonport		103
Devonport	0	583
Devonport	1	2553
Devonport	2	1985
Devonport	3	628
Devonport	4	326
East Devonport		54
East Devonport	0	169
East Devonport	1	822
East Devonport	2	658
East Devonport	3	242
East Devonport	4	126
Latrobe		38
Latrobe	0	96
Latrobe	1	742
Latrobe	2	764
Latrobe	3	302
Latrobe	4	203
Miandetta - Don		5
Miandetta - Don	0	41
Miandetta - Don	1	377
Miandetta - Don	2	551
Miandetta - Don	3	250
Miandetta - Don	4	146
Port Sorell		41
Port Sorell	0	42
Port Sorell	1	771
Port Sorell	2	1058
Port Sorell	3	417
Port Sorell	4	238
Quoiba - Spreyton		7
Quoiba - Spreyton	0	19
Quoiba - Spreyton	1	300
Quoiba - Spreyton	2	494
Quoiba - Spreyton	3	241
Quoiba - Spreyton	4	158
Sheffield - Railton		36
Sheffield - Railton	0	59
Sheffield - Railton	1	613
Sheffield - Railton	2	930
Sheffield - Railton	3	470
Sheffield - Railton	4	353
Turners Beach - Forth		14
Turners Beach - Forth	0	20
Turners Beach - Forth	1	340
Turners Beach - Forth	2	572
Turners Beach - Forth	3	216
Turners Beach - Forth	4	166
King Island		14
King Island	0	25
King Island	1	240
King Island	2	231
King Island	3	92
King Island	4	50
North West		29
North West	0	24
North West	1	412
North West	2	611
North West	3	259
North West	4	165
Smithton		35
Smithton	0	83
Smithton	1	536
Smithton	2	554
Smithton	3	208
Smithton	4	103
Waratah		18
Waratah	0	24
Waratah	1	343
Waratah	2	553
Waratah	3	285
Waratah	4	205
West Coast (Tas.)		40
West Coast (Tas.)	0	151
West Coast (Tas.)	1	808
West Coast (Tas.)	2	579
West Coast (Tas.)	3	207
West Coast (Tas.)	4	84
Darwin City		70
Darwin City	0	333
Darwin City	1	1611
Darwin City	2	804
Darwin City	3	134
Darwin City	4	47
Fannie Bay - The Gardens		20
Fannie Bay - The Gardens	0	80
Fannie Bay - The Gardens	1	623
Fannie Bay - The Gardens	2	511
Fannie Bay - The Gardens	3	138
Fannie Bay - The Gardens	4	73
Larrakeyah		23
Larrakeyah	0	87
Larrakeyah	1	598
Larrakeyah	2	548
Larrakeyah	3	117
Larrakeyah	4	58
Ludmilla - The Narrows		21
Ludmilla - The Narrows	0	138
Ludmilla - The Narrows	1	266
Ludmilla - The Narrows	2	324
Ludmilla - The Narrows	3	106
Ludmilla - The Narrows	4	59
Parap		16
Parap	0	84
Parap	1	465
Parap	2	402
Parap	3	111
Parap	4	50
Stuart Park		29
Stuart Park	0	74
Stuart Park	1	623
Stuart Park	2	646
Stuart Park	3	158
Stuart Park	4	79
Woolner - Bayview - Winnellie		18
Woolner - Bayview - Winnellie	0	14
Woolner - Bayview - Winnellie	1	341
Woolner - Bayview - Winnellie	2	456
Woolner - Bayview - Winnellie	3	166
Woolner - Bayview - Winnellie	4	60
Alawa		11
Alawa	0	39
Alawa	1	200
Alawa	2	279
Alawa	3	94
Alawa	4	46
Anula		13
Anula	0	28
Anula	1	230
Anula	2	349
Anula	3	88
Anula	4	59
Berrimah		23
Berrimah	0	33
Berrimah	1	83
Berrimah	2	174
Berrimah	3	63
Berrimah	4	47
Brinkin - Nakara		14
Brinkin - Nakara	0	41
Brinkin - Nakara	1	339
Brinkin - Nakara	2	367
Brinkin - Nakara	3	150
Brinkin - Nakara	4	75
Coconut Grove		45
Coconut Grove	0	206
Coconut Grove	1	508
Coconut Grove	2	334
Coconut Grove	3	81
Coconut Grove	4	42
East Arm	1	5
Jingili		7
Jingili	0	29
Jingili	1	169
Jingili	2	237
Jingili	3	101
Jingili	4	50
Karama		44
Karama	0	139
Karama	1	524
Karama	2	508
Karama	3	227
Karama	4	115
Leanyer		11
Leanyer	0	61
Leanyer	1	489
Leanyer	2	648
Leanyer	3	244
Leanyer	4	113
Lyons (NT)		26
Lyons (NT)	0	21
Lyons (NT)	1	343
Lyons (NT)	2	952
Lyons (NT)	3	257
Lyons (NT)	4	120
Malak - Marrara		63
Malak - Marrara	0	111
Malak - Marrara	1	535
Malak - Marrara	2	546
Malak - Marrara	3	198
Malak - Marrara	4	98
Millner		19
Millner	0	56
Millner	1	426
Millner	2	309
Millner	3	107
Millner	4	58
Moil		16
Moil	0	37
Moil	1	190
Moil	2	262
Moil	3	88
Moil	4	58
Nightcliff		14
Nightcliff	0	89
Nightcliff	1	672
Nightcliff	2	520
Nightcliff	3	152
Nightcliff	4	65
Rapid Creek		18
Rapid Creek	0	76
Rapid Creek	1	525
Rapid Creek	2	491
Rapid Creek	3	129
Rapid Creek	4	63
Tiwi		12
Tiwi	0	58
Tiwi	1	295
Tiwi	2	282
Tiwi	3	116
Tiwi	4	49
Wagaman		10
Wagaman	0	54
Wagaman	1	204
Wagaman	2	245
Wagaman	3	89
Wagaman	4	37
Wanguri		14
Wanguri	0	38
Wanguri	1	120
Wanguri	2	234
Wanguri	3	113
Wanguri	4	47
Wulagi		18
Wulagi	0	18
Wulagi	1	214
Wulagi	2	338
Wulagi	3	122
Wulagi	4	55
Howard Springs		21
Howard Springs	0	14
Howard Springs	1	245
Howard Springs	2	415
Howard Springs	3	212
Howard Springs	4	197
Humpty Doo		62
Humpty Doo	0	29
Humpty Doo	1	447
Humpty Doo	2	951
Humpty Doo	3	594
Humpty Doo	4	531
Koolpinyah	1	4
Koolpinyah	2	3
Virginia		33
Virginia	0	20
Virginia	1	280
Virginia	2	379
Virginia	3	185
Virginia	4	198
Weddell		25
Weddell	0	33
Weddell	1	328
Weddell	2	476
Weddell	3	253
Weddell	4	202
Bakewell		16
Bakewell	0	42
Bakewell	1	426
Bakewell	2	464
Bakewell	3	143
Bakewell	4	47
Driver		25
Driver	0	48
Driver	1	342
Driver	2	348
Driver	3	131
Driver	4	50
Durack - Marlow Lagoon		17
Durack - Marlow Lagoon	0	29
Durack - Marlow Lagoon	1	371
Durack - Marlow Lagoon	2	736
Durack - Marlow Lagoon	3	216
Durack - Marlow Lagoon	4	131
Gray		60
Gray	0	125
Gray	1	431
Gray	2	370
Gray	3	99
Gray	4	54
Moulden		23
Moulden	0	102
Moulden	1	342
Moulden	2	320
Moulden	3	119
Moulden	4	50
Palmerston - North		16
Palmerston - North	0	26
Palmerston - North	1	407
Palmerston - North	2	706
Palmerston - North	3	214
Palmerston - North	4	64
Palmerston - South		22
Palmerston - South	0	33
Palmerston - South	1	572
Palmerston - South	2	1022
Palmerston - South	3	309
Palmerston - South	4	94
Rosebery - Bellamack		36
Rosebery - Bellamack	0	58
Rosebery - Bellamack	1	611
Rosebery - Bellamack	2	910
Rosebery - Bellamack	3	337
Rosebery - Bellamack	4	112
Woodroffe		46
Woodroffe	0	87
Woodroffe	1	349
Woodroffe	2	411
Woodroffe	3	153
Woodroffe	4	60
Charles		66
Charles	0	132
Charles	1	473
Charles	2	477
Charles	3	192
Charles	4	95
East Side		40
East Side	0	180
East Side	1	766
East Side	2	636
East Side	3	228
East Side	4	89
Flynn (NT)		29
Flynn (NT)	0	139
Flynn (NT)	1	512
Flynn (NT)	2	543
Flynn (NT)	3	216
Flynn (NT)	4	91
Larapinta		33
Larapinta	0	118
Larapinta	1	588
Larapinta	2	644
Larapinta	3	222
Larapinta	4	118
Mount Johns		19
Mount Johns	0	117
Mount Johns	1	610
Mount Johns	2	468
Mount Johns	3	149
Mount Johns	4	75
Petermann - Simpson		22
Petermann - Simpson	0	244
Petermann - Simpson	1	276
Petermann - Simpson	2	65
Petermann - Simpson	3	18
Petermann - Simpson	4	18
Ross		13
Ross	0	70
Ross	1	269
Ross	2	247
Ross	3	127
Ross	4	121
Sandover - Plenty		32
Sandover - Plenty	0	318
Sandover - Plenty	1	263
Sandover - Plenty	2	84
Sandover - Plenty	3	17
Sandover - Plenty	4	16
Tanami		31
Tanami	0	204
Tanami	1	234
Tanami	2	52
Tanami	3	21
Tanami	4	4
Yuendumu - Anmatjere		31
Yuendumu - Anmatjere	0	118
Yuendumu - Anmatjere	1	162
Yuendumu - Anmatjere	2	55
Yuendumu - Anmatjere	3	17
Yuendumu - Anmatjere	4	17
Barkly		25
Barkly	0	210
Barkly	1	150
Barkly	2	60
Barkly	3	18
Barkly	4	23
Tennant Creek		37
Tennant Creek	0	215
Tennant Creek	1	397
Tennant Creek	2	211
Tennant Creek	3	54
Tennant Creek	4	35
Alligator		62
Alligator	0	122
Alligator	1	593
Alligator	2	474
Alligator	3	160
Alligator	4	82
Daly		16
Daly	0	130
Daly	1	135
Daly	2	65
Daly	3	30
Daly	4	15
Thamarrurr		11
Thamarrurr	0	233
Thamarrurr	1	83
Thamarrurr	2	32
Thamarrurr	3	7
Thamarrurr	4	3
Tiwi Islands		15
Tiwi Islands	0	373
Tiwi Islands	1	169
Tiwi Islands	2	42
Tiwi Islands	3	10
West Arnhem		22
West Arnhem	0	519
West Arnhem	1	221
West Arnhem	2	67
West Arnhem	3	12
West Arnhem	4	13
Anindilyakwa		17
Anindilyakwa	0	184
Anindilyakwa	1	227
Anindilyakwa	2	125
Anindilyakwa	3	29
Anindilyakwa	4	5
East Arnhem		42
East Arnhem	0	548
East Arnhem	1	330
East Arnhem	2	122
East Arnhem	3	27
East Arnhem	4	7
Nhulunbuy		28
Nhulunbuy	0	31
Nhulunbuy	1	300
Nhulunbuy	2	352
Nhulunbuy	3	91
Nhulunbuy	4	40
Elsey		15
Elsey	0	160
Elsey	1	149
Elsey	2	96
Elsey	3	22
Elsey	4	18
Gulf		19
Gulf	0	312
Gulf	1	244
Gulf	2	99
Gulf	3	18
Gulf	4	17
Katherine		150
Katherine	0	209
Katherine	1	893
Katherine	2	996
Katherine	3	388
Katherine	4	222
Victoria River		17
Victoria River	0	174
Victoria River	1	176
Victoria River	2	62
Victoria River	3	25
Victoria River	4	17
Aranda		8
Aranda	0	24
Aranda	1	307
Aranda	2	405
Aranda	3	103
Aranda	4	44
Belconnen		32
Belconnen	0	565
Belconnen	1	2437
Belconnen	2	883
Belconnen	3	99
Belconnen	4	25
Bruce		34
Bruce	0	125
Bruce	1	1266
Bruce	2	961
Bruce	3	201
Bruce	4	93
Charnwood		14
Charnwood	0	64
Charnwood	1	452
Charnwood	2	442
Charnwood	3	132
Charnwood	4	65
Cook		11
Cook	0	56
Cook	1	561
Cook	2	465
Cook	3	95
Cook	4	44
Dunlop		10
Dunlop	0	40
Dunlop	1	696
Dunlop	2	1139
Dunlop	3	350
Dunlop	4	194
Evatt		15
Evatt	0	45
Evatt	1	591
Evatt	2	870
Evatt	3	296
Evatt	4	148
Florey		20
Florey	0	125
Florey	1	679
Florey	2	694
Florey	3	217
Florey	4	96
Flynn (ACT)		13
Flynn (ACT)	0	15
Flynn (ACT)	1	315
Flynn (ACT)	2	539
Flynn (ACT)	3	215
Flynn (ACT)	4	120
Fraser		3
Fraser	0	8
Fraser	1	186
Fraser	2	330
Fraser	3	131
Fraser	4	77
Giralang		11
Giralang	0	29
Giralang	1	382
Giralang	2	519
Giralang	3	170
Giralang	4	87
Hawker		13
Hawker	0	62
Hawker	1	438
Hawker	2	449
Hawker	3	130
Hawker	4	90
Higgins		12
Higgins	0	52
Higgins	1	430
Higgins	2	529
Higgins	3	154
Higgins	4	71
Holt		28
Holt	0	151
Holt	1	947
Holt	2	818
Holt	3	223
Holt	4	110
Kaleen		32
Kaleen	0	124
Kaleen	1	843
Kaleen	2	1091
Kaleen	3	380
Kaleen	4	214
Latham		17
Latham	0	57
Latham	1	481
Latham	2	569
Latham	3	175
Latham	4	103
Lawson		10
Lawson	0	31
Lawson	1	362
Lawson	2	413
Lawson	3	120
Lawson	4	50
Macgregor (ACT)		17
Macgregor (ACT)	0	64
Macgregor (ACT)	1	799
Macgregor (ACT)	2	1150
Macgregor (ACT)	3	324
Macgregor (ACT)	4	141
Macquarie		7
Macquarie	0	104
Macquarie	1	590
Macquarie	2	395
Macquarie	3	122
Macquarie	4	48
McKellar		7
McKellar	0	29
McKellar	1	280
McKellar	2	413
McKellar	3	141
McKellar	4	94
Melba		8
Melba	0	43
Melba	1	394
Melba	2	501
Melba	3	174
Melba	4	79
Page		14
Page	0	102
Page	1	552
Page	2	358
Page	3	107
Page	4	44
Scullin		7
Scullin	0	62
Scullin	1	490
Scullin	2	429
Scullin	3	103
Scullin	4	63
Spence		13
Spence	0	37
Spence	1	268
Spence	2	420
Spence	3	124
Spence	4	70
Weetangera		6
Weetangera	0	14
Weetangera	1	264
Weetangera	2	411
Weetangera	3	140
Weetangera	4	96
Strathnairn	1	85
Strathnairn	2	114
Strathnairn	3	23
Strathnairn	4	10
Hume	3	5
Kowen	4	3
Canberra East		11
Canberra East	0	55
Canberra East	1	206
Canberra East	2	94
Canberra East	3	20
Canberra East	4	23
Canberra Airport	1	14
Canberra Airport	2	20
Canberra Airport	3	5
Canberra Airport	4	4
Majura	1	16
Majura	2	22
Majura	3	7
Majura	4	10
Amaroo		16
Amaroo	0	50
Amaroo	1	611
Amaroo	2	915
Amaroo	3	277
Amaroo	4	168
Bonner		14
Bonner	0	37
Bonner	1	570
Bonner	2	1034
Bonner	3	316
Bonner	4	146
Casey		25
Casey	0	42
Casey	1	694
Casey	2	1065
Casey	3	268
Casey	4	109
Crace		16
Crace	0	38
Crace	1	565
Crace	2	840
Crace	3	148
Crace	4	75
Forde		14
Forde	0	15
Forde	1	343
Forde	2	700
Forde	3	206
Forde	4	93
Franklin		37
Franklin	0	134
Franklin	1	1061
Franklin	2	1024
Franklin	3	248
Franklin	4	103
Gungahlin		41
Gungahlin	0	237
Gungahlin	1	1496
Gungahlin	2	1069
Gungahlin	3	255
Gungahlin	4	124
Hall	1	19
Hall	2	43
Hall	3	27
Hall	4	15
Harrison		31
Harrison	0	105
Harrison	1	1026
Harrison	2	1207
Harrison	3	269
Harrison	4	131
Ngunnawal		26
Ngunnawal	0	114
Ngunnawal	1	1562
Ngunnawal	2	1673
Ngunnawal	3	439
Ngunnawal	4	241
Nicholls		13
Nicholls	0	38
Nicholls	1	568
Nicholls	2	1009
Nicholls	3	390
Nicholls	4	254
Palmerston		16
Palmerston	0	89
