SA2_NAME16	MotorVehicles.min	occupied_private_dwellings
Hampton Park - East	2	1564
Hampton Park - East	3	611
Hampton Park - East	4	339
Hampton Park - West		85
Hampton Park - West	0	213
Hampton Park - West	1	1336
Hampton Park - West	2	1601
Hampton Park - West	3	626
Hampton Park - West	4	303
Clarinda - Oakleigh South		57
Clarinda - Oakleigh South	0	246
Clarinda - Oakleigh South	1	1384
Clarinda - Oakleigh South	2	1554
Clarinda - Oakleigh South	3	552
Clarinda - Oakleigh South	4	258
Clayton South		86
Clayton South	0	426
Clayton South	1	1996
Clayton South	2	1571
Clayton South	3	498
Clayton South	4	210
Dandenong North		126
Dandenong North	0	433
Dandenong North	1	2566
Dandenong North	2	2829
Dandenong North	3	1016
Dandenong North	4	553
Dingley Village		38
Dingley Village	0	114
Dingley Village	1	1031
Dingley Village	2	1731
Dingley Village	3	564
Dingley Village	4	294
Noble Park North		37
Noble Park North	0	161
Noble Park North	1	909
Noble Park North	2	1028
Noble Park North	3	315
Noble Park North	4	177
Springvale		168
Springvale	0	725
Springvale	1	2737
Springvale	2	2267
Springvale	3	832
Springvale	4	467
Springvale South		67
Springvale South	0	221
Springvale South	1	1167
Springvale South	2	1394
Springvale South	3	637
Springvale South	4	318
Noble Park - East		108
Noble Park - East	0	439
Noble Park - East	1	2133
Noble Park - East	2	1490
Noble Park - East	3	379
Noble Park - East	4	165
Noble Park - West		123
Noble Park - West	0	582
Noble Park - West	1	2437
Noble Park - West	2	2032
Noble Park - West	3	799
Noble Park - West	4	403
Dandenong - North		212
Dandenong - North	0	987
Dandenong - North	1	3305
Dandenong - North	2	1994
Dandenong - North	3	550
Dandenong - North	4	301
Dandenong - South		81
Dandenong - South	0	302
Dandenong - South	1	1191
Dandenong - South	2	823
Dandenong - South	3	311
Dandenong - South	4	212
Keysborough - North		61
Keysborough - North	0	289
Keysborough - North	1	1399
Keysborough - North	2	1886
Keysborough - North	3	769
Keysborough - North	4	428
Keysborough - South		29
Keysborough - South	0	54
Keysborough - South	1	850
Keysborough - South	2	2171
Keysborough - South	3	776
Keysborough - South	4	452
Ashwood - Chadstone		114
Ashwood - Chadstone	0	547
Ashwood - Chadstone	1	2792
Ashwood - Chadstone	2	2812
Ashwood - Chadstone	3	733
Ashwood - Chadstone	4	307
Glen Waverley - East		79
Glen Waverley - East	0	379
Glen Waverley - East	1	2405
Glen Waverley - East	2	3069
Glen Waverley - East	3	965
Glen Waverley - East	4	406
Glen Waverley - West		75
Glen Waverley - West	0	422
Glen Waverley - West	1	2679
Glen Waverley - West	2	2805
Glen Waverley - West	3	823
Glen Waverley - West	4	325
Mount Waverley - North		51
Mount Waverley - North	0	212
Mount Waverley - North	1	1990
Mount Waverley - North	2	2475
Mount Waverley - North	3	661
Mount Waverley - North	4	296
Mount Waverley - South		61
Mount Waverley - South	0	317
Mount Waverley - South	1	2409
Mount Waverley - South	2	2759
Mount Waverley - South	3	852
Mount Waverley - South	4	393
Mulgrave		92
Mulgrave	0	258
Mulgrave	1	2032
Mulgrave	2	3090
Mulgrave	3	916
Mulgrave	4	460
Oakleigh - Huntingdale		111
Oakleigh - Huntingdale	0	723
Oakleigh - Huntingdale	1	3355
Oakleigh - Huntingdale	2	3121
Oakleigh - Huntingdale	3	832
Oakleigh - Huntingdale	4	397
Wheelers Hill		77
Wheelers Hill	0	486
Wheelers Hill	1	1980
Wheelers Hill	2	3166
Wheelers Hill	3	1018
Wheelers Hill	4	547
Clayton (North) - Notting Hill		45
Clayton (North) - Notting Hill	0	588
Clayton (North) - Notting Hill	1	1385
Clayton (North) - Notting Hill	2	730
Clayton (North) - Notting Hill	3	141
Clayton (North) - Notting Hill	4	86
Clayton - Central		80
Clayton - Central	0	534
Clayton - Central	1	1859
Clayton - Central	2	1234
Clayton - Central	3	308
Clayton - Central	4	160
Ardeer - Albion		69
Ardeer - Albion	0	409
Ardeer - Albion	1	1321
Ardeer - Albion	2	765
Ardeer - Albion	3	228
Ardeer - Albion	4	117
Cairnlea		36
Cairnlea	0	78
Cairnlea	1	619
Cairnlea	2	1191
Cairnlea	3	561
Cairnlea	4	332
Delahey		39
Delahey	0	158
Delahey	1	875
Delahey	2	964
Delahey	3	413
Delahey	4	257
Keilor Downs		64
Keilor Downs	0	199
Keilor Downs	1	1374
Keilor Downs	2	1758
Keilor Downs	3	704
Keilor Downs	4	416
Kings Park (Vic.)		77
Kings Park (Vic.)	0	290
Kings Park (Vic.)	1	1498
Kings Park (Vic.)	2	1687
Kings Park (Vic.)	3	625
Kings Park (Vic.)	4	293
St Albans - North		209
St Albans - North	0	700
St Albans - North	1	2744
St Albans - North	2	2128
St Albans - North	3	770
St Albans - North	4	346
St Albans - South		111
St Albans - South	0	558
St Albans - South	1	2075
St Albans - South	2	1732
St Albans - South	3	698
St Albans - South	4	305
Sunshine		77
Sunshine	0	403
Sunshine	1	1469
Sunshine	2	1011
Sunshine	3	279
Sunshine	4	119
Sunshine North		96
Sunshine North	0	334
Sunshine North	1	1346
Sunshine North	2	1310
Sunshine North	3	516
Sunshine North	4	256
Sunshine West		109
Sunshine West	0	480
Sunshine West	1	2300
Sunshine West	2	2159
Sunshine West	3	787
Sunshine West	4	384
Sydenham		49
Sydenham	0	176
Sydenham	1	1334
Sydenham	2	1397
Sydenham	3	557
Sydenham	4	333
Taylors Lakes		71
Taylors Lakes	0	157
Taylors Lakes	1	1173
Taylors Lakes	2	2195
Taylors Lakes	3	1143
Taylors Lakes	4	816
Deer Park		128
Deer Park	0	331
Deer Park	1	2099
Deer Park	2	2197
Deer Park	3	743
Deer Park	4	355
Derrimut		35
Derrimut	0	52
Derrimut	1	496
Derrimut	2	1150
Derrimut	3	390
Derrimut	4	198
Altona		60
Altona	0	451
Altona	1	2377
Altona	2	2008
Altona	3	472
Altona	4	229
Altona Meadows		87
Altona Meadows	0	408
Altona Meadows	1	2764
Altona Meadows	2	2689
Altona Meadows	3	766
Altona Meadows	4	405
Altona North		98
Altona North	0	526
Altona North	1	2117
Altona North	2	2035
Altona North	3	518
Altona North	4	245
Newport		60
Newport	0	380
Newport	1	2863
Newport	2	2833
Newport	3	570
Newport	4	236
Seabrook		17
Seabrook	0	45
Seabrook	1	580
Seabrook	2	667
Seabrook	3	235
Seabrook	4	125
Williamstown		57
Williamstown	0	510
Williamstown	1	2390
Williamstown	2	2246
Williamstown	3	591
Williamstown	4	264
Braybrook		127
Braybrook	0	778
Braybrook	1	2925
Braybrook	2	2238
Braybrook	3	616
Braybrook	4	252
Footscray		125
Footscray	0	1545
Footscray	1	3987
Footscray	2	1362
Footscray	3	252
Footscray	4	98
Maribyrnong		52
Maribyrnong	0	341
Maribyrnong	1	2403
Maribyrnong	2	1608
Maribyrnong	3	462
Maribyrnong	4	201
Seddon - Kingsville		40
Seddon - Kingsville	0	418
Seddon - Kingsville	1	1946
Seddon - Kingsville	2	1108
Seddon - Kingsville	3	169
Seddon - Kingsville	4	51
West Footscray - Tottenham		68
West Footscray - Tottenham	0	536
West Footscray - Tottenham	1	2221
West Footscray - Tottenham	2	1376
West Footscray - Tottenham	3	283
West Footscray - Tottenham	4	112
Yarraville		53
Yarraville	0	559
Yarraville	1	2713
Yarraville	2	2109
Yarraville	3	426
Yarraville	4	136
Bacchus Marsh		113
Bacchus Marsh	0	328
Bacchus Marsh	1	2707
Bacchus Marsh	2	3432
Bacchus Marsh	3	1364
Bacchus Marsh	4	946
Melton West		116
Melton West	0	204
Melton West	1	2077
Melton West	2	2828
Melton West	3	959
Melton West	4	539
Rockbank - Mount Cottrell		79
Rockbank - Mount Cottrell	0	93
Rockbank - Mount Cottrell	1	1330
Rockbank - Mount Cottrell	2	2217
Rockbank - Mount Cottrell	3	582
Rockbank - Mount Cottrell	4	285
Taylors Hill		63
Taylors Hill	0	106
Taylors Hill	1	1163
Taylors Hill	2	2593
Taylors Hill	3	995
Taylors Hill	4	630
Burnside		29
Burnside	0	93
Burnside	1	493
Burnside	2	685
Burnside	3	289
Burnside	4	156
Burnside Heights		19
Burnside Heights	0	28
Burnside Heights	1	361
Burnside Heights	2	866
Burnside Heights	3	303
Burnside Heights	4	145
Caroline Springs		63
Caroline Springs	0	157
Caroline Springs	1	1740
Caroline Springs	2	2778
Caroline Springs	3	959
Caroline Springs	4	546
Brookfield		43
Brookfield	0	144
Brookfield	1	913
Brookfield	2	1226
Brookfield	3	492
Brookfield	4	249
Cobblebank - Strathtulloh		40
Cobblebank - Strathtulloh	0	40
Cobblebank - Strathtulloh	1	657
Cobblebank - Strathtulloh	2	1089
Cobblebank - Strathtulloh	3	277
Cobblebank - Strathtulloh	4	106
Eynesbury - Exford		4
Eynesbury - Exford	0	9
Eynesbury - Exford	1	169
Eynesbury - Exford	2	528
Eynesbury - Exford	3	162
Eynesbury - Exford	4	63
Fraser Rise - Plumpton		32
Fraser Rise - Plumpton	0	33
Fraser Rise - Plumpton	1	753
Fraser Rise - Plumpton	2	1568
Fraser Rise - Plumpton	3	489
Fraser Rise - Plumpton	4	182
Hillside		73
Hillside	0	89
Hillside	1	1091
Hillside	2	1991
Hillside	3	969
Hillside	4	755
Kurunjang - Toolern Vale		51
Kurunjang - Toolern Vale	0	92
Kurunjang - Toolern Vale	1	1115
Kurunjang - Toolern Vale	2	1524
Kurunjang - Toolern Vale	3	605
Kurunjang - Toolern Vale	4	486
Melton		62
Melton	0	280
Melton	1	1301
Melton	2	892
Melton	3	301
Melton	4	151
Melton South - Weir Views		120
Melton South - Weir Views	0	320
Melton South - Weir Views	1	2112
Melton South - Weir Views	2	1984
Melton South - Weir Views	3	529
Melton South - Weir Views	4	235
Hoppers Crossing - North		87
Hoppers Crossing - North	0	262
Hoppers Crossing - North	1	1877
Hoppers Crossing - North	2	2360
Hoppers Crossing - North	3	946
Hoppers Crossing - North	4	654
Hoppers Crossing - South		98
Hoppers Crossing - South	0	358
Hoppers Crossing - South	1	2419
Hoppers Crossing - South	2	2349
Hoppers Crossing - South	3	782
Hoppers Crossing - South	4	400
Laverton		99
Laverton	0	257
Laverton	1	1560
Laverton	2	1337
Laverton	3	365
Laverton	4	168
Werribee - South		107
Werribee - South	0	352
Werribee - South	1	2221
Werribee - South	2	2299
Werribee - South	3	649
Werribee - South	4	367
Point Cook - East		76
Point Cook - East	0	124
Point Cook - East	1	1828
Point Cook - East	2	2665
Point Cook - East	3	776
Point Cook - East	4	331
Point Cook - South		64
Point Cook - South	0	121
Point Cook - South	1	1938
Point Cook - South	2	2674
Point Cook - South	3	549
Point Cook - South	4	186
Werribee - East		94
Werribee - East	0	583
Werribee - East	1	2805
Werribee - East	2	2233
Werribee - East	3	688
Werribee - East	4	387
Werribee - West		112
Werribee - West	0	268
Werribee - West	1	2562
Werribee - West	2	3180
Werribee - West	3	942
Werribee - West	4	466
Manor Lakes - Quandong		57
Manor Lakes - Quandong	0	81
Manor Lakes - Quandong	1	1324
Manor Lakes - Quandong	2	1276
Manor Lakes - Quandong	3	284
Manor Lakes - Quandong	4	97
Point Cook - North East		47
Point Cook - North East	0	141
Point Cook - North East	1	1503
Point Cook - North East	2	1964
Point Cook - North East	3	581
Point Cook - North East	4	293
Point Cook - North West		33
Point Cook - North West	0	65
Point Cook - North West	1	920
Point Cook - North West	2	1370
Point Cook - North West	3	338
Point Cook - North West	4	133
Tarneit (West) - Mount Cottrell		65
Tarneit (West) - Mount Cottrell	0	59
Tarneit (West) - Mount Cottrell	1	980
Tarneit (West) - Mount Cottrell	2	1326
Tarneit (West) - Mount Cottrell	3	289
Tarneit (West) - Mount Cottrell	4	118
Tarneit - Central		116
Tarneit - Central	0	187
Tarneit - Central	1	2515
Tarneit - Central	2	3362
Tarneit - Central	3	982
Tarneit - Central	4	471
Tarneit - North		38
Tarneit - North	0	36
Tarneit - North	1	648
Tarneit - North	2	926
Tarneit - North	3	227
Tarneit - North	4	92
Tarneit - South		51
Tarneit - South	0	95
Tarneit - South	1	1039
Tarneit - South	2	1410
Tarneit - South	3	378
Tarneit - South	4	194
Truganina - North		49
Truganina - North	0	49
Truganina - North	1	783
Truganina - North	2	1130
Truganina - North	3	284
Truganina - North	4	108
Truganina - South East		50
Truganina - South East	0	45
Truganina - South East	1	913
Truganina - South East	2	1350
Truganina - South East	3	316
Truganina - South East	4	109
Truganina - South West		123
Truganina - South West	0	108
Truganina - South West	1	1714
Truganina - South West	2	2301
Truganina - South West	3	607
Truganina - South West	4	260
Wyndham Vale - North		40
Wyndham Vale - North	0	87
Wyndham Vale - North	1	1172
Wyndham Vale - North	2	1136
Wyndham Vale - North	3	243
Wyndham Vale - North	4	118
Wyndham Vale - South		54
Wyndham Vale - South	0	177
Wyndham Vale - South	1	1560
Wyndham Vale - South	2	1673
Wyndham Vale - South	3	550
Wyndham Vale - South	4	301
Carrum Downs		98
Carrum Downs	0	375
Carrum Downs	1	3007
Carrum Downs	2	3286
Carrum Downs	3	1030
Carrum Downs	4	500
Frankston		160
Frankston	0	965
Frankston	1	4132
Frankston	2	3282
Frankston	3	816
Frankston	4	375
Frankston North		130
Frankston North	0	622
Frankston North	1	3181
Frankston North	2	2668
Frankston North	3	724
Frankston North	4	303
Frankston South		74
Frankston South	0	270
Frankston South	1	2006
Frankston South	2	2969
Frankston South	3	989
Frankston South	4	512
Langwarrin		75
Langwarrin	0	216
Langwarrin	1	2508
Langwarrin	2	3707
Langwarrin	3	1422
Langwarrin	4	992
Seaford (Vic.)		116
Seaford (Vic.)	0	518
Seaford (Vic.)	1	2939
Seaford (Vic.)	2	2662
Seaford (Vic.)	3	662
Seaford (Vic.)	4	284
Skye - Sandhurst		43
Skye - Sandhurst	0	64
Skye - Sandhurst	1	1005
Skye - Sandhurst	2	2148
Skye - Sandhurst	3	753
Skye - Sandhurst	4	410
Dromana		74
Dromana	0	186
Dromana	1	1877
Dromana	2	2271
Dromana	3	645
Dromana	4	332
Flinders		37
Flinders	0	18
Flinders	1	481
Flinders	2	957
Flinders	3	395
Flinders	4	282
Hastings - Somers		133
Hastings - Somers	0	348
Hastings - Somers	1	3168
Hastings - Somers	2	3433
Hastings - Somers	3	1191
Hastings - Somers	4	703
Mount Eliza		47
Mount Eliza	0	126
Mount Eliza	1	1385
Mount Eliza	2	2963
Mount Eliza	3	1064
Mount Eliza	4	679
Mount Martha		58
Mount Martha	0	149
Mount Martha	1	1964
Mount Martha	2	3252
Mount Martha	3	1019
Mount Martha	4	582
Point Nepean		121
Point Nepean	0	212
Point Nepean	1	2664
Point Nepean	2	3499
Point Nepean	3	941
Point Nepean	4	442
Rosebud - McCrae		182
Rosebud - McCrae	0	546
Rosebud - McCrae	1	3995
Rosebud - McCrae	2	3416
Rosebud - McCrae	3	1014
Rosebud - McCrae	4	480
Somerville		66
Somerville	0	198
Somerville	1	1885
Somerville	2	2739
Somerville	3	1072
Somerville	4	883
Mornington - East		70
Mornington - East	0	251
Mornington - East	1	2082
Mornington - East	2	2249
Mornington - East	3	683
Mornington - East	4	370
Mornington - West		65
Mornington - West	0	297
Mornington - West	1	2010
Mornington - West	2	1832
Mornington - West	3	384
Mornington - West	4	190
Ararat		76
Ararat	0	245
Ararat	1	1213
Ararat	2	1088
Ararat	3	372
Ararat	4	236
Ararat Surrounds		18
Ararat Surrounds	0	14
Ararat Surrounds	1	266
Ararat Surrounds	2	460
Ararat Surrounds	3	254
Ararat Surrounds	4	215
Horsham		113
Horsham	0	470
Horsham	1	2481
Horsham	2	2580
Horsham	3	896
Horsham	4	410
Horsham Surrounds		23
Horsham Surrounds	0	18
Horsham Surrounds	1	216
Horsham Surrounds	2	423
Horsham Surrounds	3	303
Horsham Surrounds	4	287
Nhill Region		43
Nhill Region	0	156
Nhill Region	1	869
Nhill Region	2	962
Nhill Region	3	476
Nhill Region	4	382
St Arnaud		36
St Arnaud	0	93
St Arnaud	1	462
St Arnaud	2	500
St Arnaud	3	216
St Arnaud	4	168
Stawell		67
Stawell	0	180
Stawell	1	1192
Stawell	2	1205
Stawell	3	472
Stawell	4	318
West Wimmera		31
West Wimmera	0	38
West Wimmera	1	298
West Wimmera	2	384
West Wimmera	3	200
West Wimmera	4	183
Yarriambiack		68
Yarriambiack	0	130
Yarriambiack	1	886
Yarriambiack	2	960
Yarriambiack	3	386
Yarriambiack	4	291
Irymple		66
Irymple	0	49
Irymple	1	582
Irymple	2	1046
Irymple	3	519
Irymple	4	376
Merbein		43
Merbein	0	60
Merbein	1	432
Merbein	2	669
Merbein	3	326
Merbein	4	218
Mildura Surrounds		46
Mildura Surrounds	0	60
Mildura Surrounds	1	385
Mildura Surrounds	2	494
Mildura Surrounds	3	249
Mildura Surrounds	4	200
Red Cliffs		40
Red Cliffs	0	113
Red Cliffs	1	616
Red Cliffs	2	807
Red Cliffs	3	371
Red Cliffs	4	247
Mildura - North		185
Mildura - North	0	624
Mildura - North	1	2873
Mildura - North	2	2431
Mildura - North	3	703
Mildura - North	4	306
Mildura - South		127
Mildura - South	0	363
Mildura - South	1	2133
Mildura - South	2	2323
Mildura - South	3	797
Mildura - South	4	423
Buloke		76
Buloke	0	113
Buloke	1	785
Buloke	2	849
Buloke	3	424
Buloke	4	316
Gannawarra		58
Gannawarra	0	83
Gannawarra	1	772
Gannawarra	2	984
Gannawarra	3	446
Gannawarra	4	351
Kerang		60
Kerang	0	117
Kerang	1	628
Kerang	2	543
Kerang	3	205
Kerang	4	115
Robinvale		39
Robinvale	0	81
Robinvale	1	297
Robinvale	2	359
Robinvale	3	172
Robinvale	4	123
Swan Hill		94
Swan Hill	0	319
Swan Hill	1	1495
Swan Hill	2	1667
Swan Hill	3	528
Swan Hill	4	253
Swan Hill Surrounds		58
Swan Hill Surrounds	0	72
Swan Hill Surrounds	1	537
Swan Hill Surrounds	2	877
Swan Hill Surrounds	3	419
Swan Hill Surrounds	4	345
Echuca		125
Echuca	0	377
Echuca	1	2117
Echuca	2	2254
Echuca	3	820
Echuca	4	456
Kyabram		92
Kyabram	0	213
Kyabram	1	1313
Kyabram	2	1570
Kyabram	3	658
Kyabram	4	465
Lockington - Gunbower		33
Lockington - Gunbower	0	23
Lockington - Gunbower	1	263
Lockington - Gunbower	2	529
Lockington - Gunbower	3	301
Lockington - Gunbower	4	239
Rochester		30
Rochester	0	67
Rochester	1	503
Rochester	2	558
Rochester	3	255
Rochester	4	171
Rushworth		53
Rushworth	0	41
Rushworth	1	496
Rushworth	2	587
Rushworth	3	297
Rushworth	4	230
Cobram		74
Cobram	0	181
Cobram	1	1022
Cobram	2	847
Cobram	3	326
Cobram	4	176
Moira		24
Moira	0	9
Moira	1	229
Moira	2	392
Moira	3	201
Moira	4	187
Numurkah		103
Numurkah	0	184
Numurkah	1	1343
Numurkah	2	1697
Numurkah	3	828
Numurkah	4	628
Yarrawonga		50
Yarrawonga	0	171
Yarrawonga	1	1305
Yarrawonga	2	1340
Yarrawonga	3	384
Yarrawonga	4	216
Mooroopna		79
Mooroopna	0	223
Mooroopna	1	1283
Mooroopna	2	1099
Mooroopna	3	419
Mooroopna	4	188
Shepparton - North		125
Shepparton - North	0	426
Shepparton - North	1	2531
Shepparton - North	2	2774
Shepparton - North	3	921
Shepparton - North	4	506
Shepparton Surrounds - East		43
Shepparton Surrounds - East	0	15
Shepparton Surrounds - East	1	214
Shepparton Surrounds - East	2	490
Shepparton Surrounds - East	3	350
Shepparton Surrounds - East	4	264
Shepparton Surrounds - West		80
Shepparton Surrounds - West	0	123
Shepparton Surrounds - West	1	992
Shepparton Surrounds - West	2	1427
Shepparton Surrounds - West	3	666
Shepparton Surrounds - West	4	494
Kialla		47
Kialla	0	42
Kialla	1	650
Kialla	2	1358
Kialla	3	574
Kialla	4	326
Shepparton - South East		152
Shepparton - South East	0	393
Shepparton - South East	1	2376
Shepparton - South East	2	1964
Shepparton - South East	3	691
Shepparton - South East	4	421
Glenelg (Vic.)		70
Glenelg (Vic.)	0	107
Glenelg (Vic.)	1	923
Glenelg (Vic.)	2	1253
Glenelg (Vic.)	3	699
Glenelg (Vic.)	4	538
Hamilton (Vic.)		71
Hamilton (Vic.)	0	278
Hamilton (Vic.)	1	1581
Hamilton (Vic.)	2	1532
Hamilton (Vic.)	3	556
Hamilton (Vic.)	4	324
Portland		81
Portland	0	258
Portland	1	1643
Portland	2	1715
Portland	3	609
Portland	4	290
Southern Grampians		43
Southern Grampians	0	62
Southern Grampians	1	649
Southern Grampians	2	841
Southern Grampians	3	519
Southern Grampians	4	421
Camperdown		28
Camperdown	0	101
Camperdown	1	512
Camperdown	2	527
Camperdown	3	188
Camperdown	4	108
Colac		115
Colac	0	389
Colac	1	1881
Colac	2	1796
Colac	3	611
Colac	4	334
Colac Surrounds		44
Colac Surrounds	0	17
Colac Surrounds	1	463
Colac Surrounds	2	843
Colac Surrounds	3	406
Colac Surrounds	4	353
Corangamite - North		57
Corangamite - North	0	80
Corangamite - North	1	659
Corangamite - North	2	748
Corangamite - North	3	376
Corangamite - North	4	279
Corangamite - South		50
Corangamite - South	0	74
Corangamite - South	1	662
Corangamite - South	2	959
Corangamite - South	3	504
Corangamite - South	4	412
Otway		33
Otway	0	47
Otway	1	641
Otway	2	588
Otway	3	206
Otway	4	86
Moyne - East		41
Moyne - East	0	51
Moyne - East	1	570
Moyne - East	2	949
Moyne - East	3	529
Moyne - East	4	408
Moyne - West		74
Moyne - West	0	104
Moyne - West	1	981
Moyne - West	2	1589
Moyne - West	3	600
Moyne - West	4	421
Warrnambool - North		125
Warrnambool - North	0	398
Warrnambool - North	1	3077
Warrnambool - North	2	3468
Warrnambool - North	3	1086
Warrnambool - North	4	562
Warrnambool - South		82
Warrnambool - South	0	373
Warrnambool - South	1	2080
Warrnambool - South	2	1951
Warrnambool - South	3	592
Warrnambool - South	4	325
Alexandra Hills		60
Alexandra Hills	0	211
Alexandra Hills	1	1685
Alexandra Hills	2	2420
Alexandra Hills	3	969
Alexandra Hills	4	535
Belmont - Gumdale		18
Belmont - Gumdale	0	42
Belmont - Gumdale	1	489
Belmont - Gumdale	2	975
Belmont - Gumdale	3	458
Belmont - Gumdale	4	418
Birkdale		54
Birkdale	0	191
Birkdale	1	1571
Birkdale	2	2261
Birkdale	3	834
Birkdale	4	546
Capalaba		59
Capalaba	0	348
Capalaba	1	2156
Capalaba	2	2638
Capalaba	3	973
Capalaba	4	647
Thorneside		23
Thorneside	0	74
Thorneside	1	680
Thorneside	2	579
Thorneside	3	179
Thorneside	4	85
Wellington Point		24
Wellington Point	0	100
Wellington Point	1	1172
Wellington Point	2	1808
Wellington Point	3	688
Wellington Point	4	393
Cleveland		88
Cleveland	0	517
Cleveland	1	2554
Cleveland	2	2244
Cleveland	3	763
Cleveland	4	426
Ormiston		14
Ormiston	0	116
Ormiston	1	810
Ormiston	2	961
Ormiston	3	306
Ormiston	4	188
Redland Bay		52
Redland Bay	0	138
Redland Bay	1	1442
Redland Bay	2	2706
Redland Bay	3	1075
Redland Bay	4	601
Sheldon - Mount Cotton		17
Sheldon - Mount Cotton	0	19
Sheldon - Mount Cotton	1	384
Sheldon - Mount Cotton	2	1232
Sheldon - Mount Cotton	3	560
Sheldon - Mount Cotton	4	391
Thornlands		60
Thornlands	0	137
Thornlands	1	1483
Thornlands	2	2954
Thornlands	3	1118
Thornlands	4	658
Victoria Point		78
Victoria Point	0	313
Victoria Point	1	1962
Victoria Point	2	2086
Victoria Point	3	875
Victoria Point	4	493
North Stradbroke Island		29
North Stradbroke Island	0	52
North Stradbroke Island	1	336
North Stradbroke Island	2	283
North Stradbroke Island	3	102
North Stradbroke Island	4	45
Southern Moreton Bay Islands		96
Southern Moreton Bay Islands	0	437
Southern Moreton Bay Islands	1	2113
Southern Moreton Bay Islands	2	1119
Southern Moreton Bay Islands	3	268
Southern Moreton Bay Islands	4	94
Manly - Lota		34
Manly - Lota	0	198
Manly - Lota	1	1096
Manly - Lota	2	1178
Manly - Lota	3	360
Manly - Lota	4	155
Manly West		38
Manly West	0	177
Manly West	1	1328
Manly West	2	1857
Manly West	3	591
Manly West	4	305
Murarrie		13
Murarrie	0	96
Murarrie	1	616
Murarrie	2	725
Murarrie	3	216
Murarrie	4	99
Tingalpa		34
Tingalpa	0	96
Tingalpa	1	1206
Tingalpa	2	1369
Tingalpa	3	423
Tingalpa	4	222
Wakerley		18
Wakerley	0	23
Wakerley	1	682
Wakerley	2	1616
Wakerley	3	451
Wakerley	4	203
Wynnum		71
Wynnum	0	434
Wynnum	1	2111
Wynnum	2	2033
Wynnum	3	681
Wynnum	4	341
Wynnum West - Hemmant		74
Wynnum West - Hemmant	0	359
Wynnum West - Hemmant	1	2027
Wynnum West - Hemmant	2	2313
Wynnum West - Hemmant	3	686
Wynnum West - Hemmant	4	325
Bald Hills		31
Bald Hills	0	68
Bald Hills	1	808
Bald Hills	2	1226
Bald Hills	3	382
Bald Hills	4	189
Bridgeman Downs		20
Bridgeman Downs	0	60
Bridgeman Downs	1	794
Bridgeman Downs	2	1640
Bridgeman Downs	3	562
Bridgeman Downs	4	373
Carseldine		42
Carseldine	0	204
Carseldine	1	1217
Carseldine	2	1544
Carseldine	3	387
Carseldine	4	197
Everton Park		38
Everton Park	0	226
Everton Park	1	1621
Everton Park	2	1616
Everton Park	3	421
Everton Park	4	184
McDowall		20
McDowall	0	51
McDowall	1	757
McDowall	2	1305
McDowall	3	415
McDowall	4	199
Aspley		75
Aspley	0	455
Aspley	1	1842
Aspley	2	1832
Aspley	3	577
Aspley	4	284
Chermside		85
Chermside	0	884
Chermside	1	2854
Chermside	2	1266
Chermside	3	224
Chermside	4	75
Chermside West		22
Chermside West	0	109
Chermside West	1	767
Chermside West	2	1030
Chermside West	3	296
Chermside West	4	172
Geebung		10
Geebung	0	70
Geebung	1	593
Geebung	2	666
Geebung	3	188
Geebung	4	97
Kedron - Gordon Park		51
Kedron - Gordon Park	0	422
Kedron - Gordon Park	1	2424
Kedron - Gordon Park	2	2165
Kedron - Gordon Park	3	547
Kedron - Gordon Park	4	257
Stafford		36
Stafford	0	278
Stafford	1	1196
Stafford	2	1023
Stafford	3	241
Stafford	4	113
Stafford Heights		22
Stafford Heights	0	145
Stafford Heights	1	870
Stafford Heights	2	1108
Stafford Heights	3	330
Stafford Heights	4	144
Wavell Heights		25
Wavell Heights	0	151
Wavell Heights	1	1189
Wavell Heights	2	1661
Wavell Heights	3	484
Wavell Heights	4	210
Boondall		27
Boondall	0	191
Boondall	1	1262
Boondall	2	1402
Boondall	3	395
Boondall	4	230
Brisbane Airport	2	4
Eagle Farm - Pinkenba		13
Eagle Farm - Pinkenba	0	42
Eagle Farm - Pinkenba	1	588
Eagle Farm - Pinkenba	2	325
Eagle Farm - Pinkenba	3	55
Eagle Farm - Pinkenba	4	26
Northgate - Virginia		38
Northgate - Virginia	0	214
Northgate - Virginia	1	1059
Northgate - Virginia	2	950
Northgate - Virginia	3	312
Northgate - Virginia	4	138
Nudgee - Banyo		34
Nudgee - Banyo	0	196
Nudgee - Banyo	1	1251
Nudgee - Banyo	2	1662
Nudgee - Banyo	3	502
Nudgee - Banyo	4	198
Nundah		82
Nundah	0	828
Nundah	1	3202
Nundah	2	1769
Nundah	3	339
Nundah	4	133
Bracken Ridge		59
Bracken Ridge	0	164
Bracken Ridge	1	1861
Bracken Ridge	2	2653
Bracken Ridge	3	852
Bracken Ridge	4	466
Brighton (Qld)		138
Brighton (Qld)	0	144
Brighton (Qld)	1	1198
Brighton (Qld)	2	1526
Brighton (Qld)	3	433
Brighton (Qld)	4	242
Deagon		24
Deagon	0	149
Deagon	1	585
Deagon	2	509
Deagon	3	175
Deagon	4	83
Sandgate - Shorncliffe		94
Sandgate - Shorncliffe	0	252
Sandgate - Shorncliffe	1	887
Sandgate - Shorncliffe	2	879
Sandgate - Shorncliffe	3	290
Sandgate - Shorncliffe	4	174
Taigum - Fitzgibbon		94
