SA2_NAME21	persons
Elsey	2283
Gulf	4189
Katherine	9658
Victoria River	2609
Migratory - Offshore - Shipping (NT)	99
No usual address (NT)	3500
Aranda	2605
Belconnen	8502
Bruce	7520
Charnwood	3055
Cook	2965
Dunlop	7265
Evatt	5531
Florey	4781
Flynn (ACT)	3671
Fraser	2126
Giralang	3372
Gooromon	3
Hawker	3008
Higgins	3321
Holt	5628
Kaleen	7672
Latham	3767
Lawson	2739
Macgregor (ACT)	7049
Macquarie	3104
McKellar	2740
Melba	3383
Page	3054
Scullin	3069
Spence	2587
Weetangera	2795
Molonglo Corridor	12
Strathnairn	714
West Belconnen	25
Hume	395
Kowen	25
Canberra East	1097
Canberra Airport	125
Majura	296
Amaroo	6129
Bonner	7339
Casey	6471
Crace	4800
Forde	4435
Franklin	7484
Gungahlin	8586
Hall	298
Harrison	8244
Mitchell	7
Ngunnawal	10957
Nicholls	6680
Palmerston	5579
Jacka	712
Kenny	19
Moncrieff	5310
Taylor	2220
Throsby	2405
Acton	2848
Ainslie	5376
Braddon	6383
Civic	4835
Dickson	3292
Downer	4296
Hackett	3227
Lyneham	5703
O'Connor (ACT)	5917
Turner	4470
Watson	6727
Campbell	4588
Duntroon	1974
Reid	1544
Deakin	3124
Forrest	1827
Griffith (ACT)	5328
Narrabundah	6455
Parkes (ACT) - South	3
Red Hill (ACT)	3146
Yarralumla	3120
Barton	1946
Fyshwick	52
Kingston (ACT)	6579
Banks	5100
Bonython	3839
Calwell	5730
Chisholm	5268
Conder	5108
Fadden	3006
Gilmore	2706
Gordon (ACT)	7892
Gowrie (ACT)	3140
Greenway	4129
Isabella Plains	4329
Kambah	15670
Macarthur	1405
Monash	5644
Oxley (ACT)	1703
Richardson	3058
Theodore	3798
Tuggeranong	43
Wanniassa	7885
Tuggeranong - West	13
Chapman	2867
Duffy	3395
Fisher	3219
Holder	2816
Rivett	3354
Stirling	2191
Waramanga	2785
Weston	4000
Chifley	2680
Curtin	5569
Farrer	3787
Garran	3706
Hughes	3210
Isaacs	2379
Lyons (ACT)	3271
Mawson	3440
O'Malley	928
Pearce	2687
Phillip	5197
Torrens	2424
Arboretum	13
Coombs	4851
Denman Prospect	2759
Wright	3808
Molonglo - East	4
Whitlam	7
ACT - South West	556
Namadgi	63
No usual address (ACT)	605
Christmas Island	1692
Cocos (Keeling) Islands	593
Jervis Bay	310
Norfolk Island	2188
No usual address (OT)	11
