SA2_NAME21	MaxSchoolingCompleted	adults
Dapto - Avondale	Year 11	1553
Dapto - Avondale	Year 12	7494
Horsley - Kembla Grange	Did not go to school	43
Horsley - Kembla Grange	Year 8	258
Horsley - Kembla Grange	Year 9	600
Horsley - Kembla Grange	Year 10	2705
Horsley - Kembla Grange	Year 11	737
Horsley - Kembla Grange	Year 12	4556
Port Kembla Industrial	Year 12	6
Unanderra - Mount Kembla	Did not go to school	78
Unanderra - Mount Kembla	Year 8	601
Unanderra - Mount Kembla	Year 9	862
Unanderra - Mount Kembla	Year 10	3236
Unanderra - Mount Kembla	Year 11	846
Unanderra - Mount Kembla	Year 12	6316
Berkeley - Lake Heights - Cringila	Did not go to school	259
Berkeley - Lake Heights - Cringila	Year 8	976
Berkeley - Lake Heights - Cringila	Year 9	963
Berkeley - Lake Heights - Cringila	Year 10	3221
Berkeley - Lake Heights - Cringila	Year 11	817
Berkeley - Lake Heights - Cringila	Year 12	4453
Port Kembla - Warrawong	Did not go to school	242
Port Kembla - Warrawong	Year 8	873
Port Kembla - Warrawong	Year 9	615
Port Kembla - Warrawong	Year 10	2082
Port Kembla - Warrawong	Year 11	550
Port Kembla - Warrawong	Year 12	3028
Windang - Primbee	Did not go to school	27
Windang - Primbee	Year 8	259
Windang - Primbee	Year 9	382
Windang - Primbee	Year 10	1262
Windang - Primbee	Year 11	236
Windang - Primbee	Year 12	1197
Illawarra Catchment Reserve	Year 11	4
Albion Park - Macquarie Pass	Did not go to school	56
Albion Park - Macquarie Pass	Year 8	489
Albion Park - Macquarie Pass	Year 9	1062
Albion Park - Macquarie Pass	Year 10	4823
Albion Park - Macquarie Pass	Year 11	1323
Albion Park - Macquarie Pass	Year 12	6433
Albion Park Rail	Did not go to school	48
Albion Park Rail	Year 8	350
Albion Park Rail	Year 9	616
Albion Park Rail	Year 10	2096
Albion Park Rail	Year 11	439
Albion Park Rail	Year 12	1835
Kiama	Did not go to school	17
Kiama	Year 8	210
Kiama	Year 9	438
Kiama	Year 10	1918
Kiama	Year 11	455
Kiama	Year 12	4055
Kiama Downs - Minnamurra	Did not go to school	10
Kiama Downs - Minnamurra	Year 8	128
Kiama Downs - Minnamurra	Year 9	298
Kiama Downs - Minnamurra	Year 10	1319
Kiama Downs - Minnamurra	Year 11	356
Kiama Downs - Minnamurra	Year 12	2592
Kiama Hinterland - Gerringong	Did not go to school	8
Kiama Hinterland - Gerringong	Year 8	152
Kiama Hinterland - Gerringong	Year 9	429
Kiama Hinterland - Gerringong	Year 10	1694
Kiama Hinterland - Gerringong	Year 11	382
Kiama Hinterland - Gerringong	Year 12	3734
Shellharbour - Flinders	Did not go to school	59
Shellharbour - Flinders	Year 8	525
Shellharbour - Flinders	Year 9	1053
Shellharbour - Flinders	Year 10	4624
Shellharbour - Flinders	Year 11	1191
Shellharbour - Flinders	Year 12	7284
Shellharbour - Oak Flats	Did not go to school	69
Shellharbour - Oak Flats	Year 8	507
Shellharbour - Oak Flats	Year 9	724
Shellharbour - Oak Flats	Year 10	2971
Shellharbour - Oak Flats	Year 11	672
Shellharbour - Oak Flats	Year 12	3447
Warilla	Did not go to school	162
Warilla	Year 8	1152
Warilla	Year 9	1720
Warilla	Year 10	5719
Warilla	Year 11	1254
Warilla	Year 12	5544
Balgownie - Fairy Meadow	Did not go to school	162
Balgownie - Fairy Meadow	Year 8	858
Balgownie - Fairy Meadow	Year 9	1138
Balgownie - Fairy Meadow	Year 10	4096
Balgownie - Fairy Meadow	Year 11	1021
Balgownie - Fairy Meadow	Year 12	9696
Corrimal - Tarrawanna - Bellambi	Did not go to school	89
Corrimal - Tarrawanna - Bellambi	Year 8	677
Corrimal - Tarrawanna - Bellambi	Year 9	1011
Corrimal - Tarrawanna - Bellambi	Year 10	3619
Corrimal - Tarrawanna - Bellambi	Year 11	841
Corrimal - Tarrawanna - Bellambi	Year 12	6299
Figtree - Keiraville	Did not go to school	106
Figtree - Keiraville	Year 8	615
Figtree - Keiraville	Year 9	987
Figtree - Keiraville	Year 10	3582
Figtree - Keiraville	Year 11	1025
Figtree - Keiraville	Year 12	11360
Helensburgh	Did not go to school	9
Helensburgh	Year 8	139
Helensburgh	Year 9	354
Helensburgh	Year 10	1934
Helensburgh	Year 11	449
Helensburgh	Year 12	3954
Thirroul - Austinmer - Coalcliff	Did not go to school	18
Thirroul - Austinmer - Coalcliff	Year 8	154
Thirroul - Austinmer - Coalcliff	Year 9	495
Thirroul - Austinmer - Coalcliff	Year 10	1858
Thirroul - Austinmer - Coalcliff	Year 11	543
Thirroul - Austinmer - Coalcliff	Year 12	6214
Woonona - Bulli - Russell Vale	Did not go to school	60
Woonona - Bulli - Russell Vale	Year 8	558
Woonona - Bulli - Russell Vale	Year 9	1248
Woonona - Bulli - Russell Vale	Year 10	4132
Woonona - Bulli - Russell Vale	Year 11	1056
Woonona - Bulli - Russell Vale	Year 12	8722
Wollongong - East	Did not go to school	104
Wollongong - East	Year 8	412
Wollongong - East	Year 9	593
Wollongong - East	Year 10	2518
Wollongong - East	Year 11	718
Wollongong - East	Year 12	9531
Wollongong - West	Did not go to school	193
Wollongong - West	Year 8	595
Wollongong - West	Year 9	575
Wollongong - West	Year 10	2292
Wollongong - West	Year 11	751
Wollongong - West	Year 12	8863
Bulahdelah - Stroud	Did not go to school	11
Bulahdelah - Stroud	Year 8	251
Bulahdelah - Stroud	Year 9	482
Bulahdelah - Stroud	Year 10	1576
Bulahdelah - Stroud	Year 11	272
Bulahdelah - Stroud	Year 12	1353
Forster	Did not go to school	43
Forster	Year 8	636
Forster	Year 9	1470
Forster	Year 10	4300
Forster	Year 11	863
Forster	Year 12	4485
Forster-Tuncurry Surrounds	Did not go to school	8
Forster-Tuncurry Surrounds	Year 8	215
Forster-Tuncurry Surrounds	Year 9	539
Forster-Tuncurry Surrounds	Year 10	1996
Forster-Tuncurry Surrounds	Year 11	433
Forster-Tuncurry Surrounds	Year 12	2141
Tuncurry	Did not go to school	21
Tuncurry	Year 8	397
Tuncurry	Year 9	818
Tuncurry	Year 10	2132
Tuncurry	Year 11	337
Tuncurry	Year 12	1515
Kempsey	Did not go to school	53
Kempsey	Year 8	899
Kempsey	Year 9	1459
Kempsey	Year 10	3904
Kempsey	Year 11	901
Kempsey	Year 12	3577
Kempsey Surrounds	Did not go to school	22
Kempsey Surrounds	Year 8	426
Kempsey Surrounds	Year 9	817
Kempsey Surrounds	Year 10	2609
Kempsey Surrounds	Year 11	563
Kempsey Surrounds	Year 12	2783
Macksville - Scotts Head	Did not go to school	19
Macksville - Scotts Head	Year 8	249
Macksville - Scotts Head	Year 9	475
Macksville - Scotts Head	Year 10	1458
Macksville - Scotts Head	Year 11	273
Macksville - Scotts Head	Year 12	1513
Nambucca Heads	Did not go to school	18
Nambucca Heads	Year 8	358
Nambucca Heads	Year 9	677
Nambucca Heads	Year 10	2007
Nambucca Heads	Year 11	467
Nambucca Heads	Year 12	2017
Nambucca Heads Surrounds	Did not go to school	21
Nambucca Heads Surrounds	Year 8	314
Nambucca Heads Surrounds	Year 9	631
Nambucca Heads Surrounds	Year 10	2142
Nambucca Heads Surrounds	Year 11	502
Nambucca Heads Surrounds	Year 12	2492
South West Rocks	Did not go to school	11
South West Rocks	Year 8	249
South West Rocks	Year 9	528
South West Rocks	Year 10	1758
South West Rocks	Year 11	339
South West Rocks	Year 12	1626
Lord Howe Island	Year 8	6
Lord Howe Island	Year 9	14
Lord Howe Island	Year 10	94
Lord Howe Island	Year 11	25
Lord Howe Island	Year 12	207
Laurieton - Bonny Hills	Did not go to school	38
Laurieton - Bonny Hills	Year 8	767
Laurieton - Bonny Hills	Year 9	1719
Laurieton - Bonny Hills	Year 10	5673
Laurieton - Bonny Hills	Year 11	1143
Laurieton - Bonny Hills	Year 12	5888
Port Macquarie - West	Did not go to school	60
Port Macquarie - West	Year 8	834
Port Macquarie - West	Year 9	1604
Port Macquarie - West	Year 10	5159
Port Macquarie - West	Year 11	1330
Port Macquarie - West	Year 12	7646
Port Macquarie Surrounds	Did not go to school	6
Port Macquarie Surrounds	Year 8	215
Port Macquarie Surrounds	Year 9	391
Port Macquarie Surrounds	Year 10	1434
Port Macquarie Surrounds	Year 11	296
Port Macquarie Surrounds	Year 12	1730
Wauchope	Did not go to school	19
Wauchope	Year 8	538
Wauchope	Year 9	1013
Wauchope	Year 10	3395
Wauchope	Year 11	870
Wauchope	Year 12	3825
Port Macquarie - East	Did not go to school	16
Port Macquarie - East	Year 8	300
Port Macquarie - East	Year 9	606
Port Macquarie - East	Year 10	2476
Port Macquarie - East	Year 11	752
Port Macquarie - East	Year 12	5217
Port Macquarie - South	Did not go to school	29
Port Macquarie - South	Year 8	514
Port Macquarie - South	Year 9	1198
Port Macquarie - South	Year 10	4046
Port Macquarie - South	Year 11	1089
Port Macquarie - South	Year 12	6737
Gloucester	Did not go to school	14
Gloucester	Year 8	277
Gloucester	Year 9	552
Gloucester	Year 10	1606
Gloucester	Year 11	302
Gloucester	Year 12	1466
Old Bar - Manning Point - Red Head	Did not go to school	11
Old Bar - Manning Point - Red Head	Year 8	437
Old Bar - Manning Point - Red Head	Year 9	926
Old Bar - Manning Point - Red Head	Year 10	3432
Old Bar - Manning Point - Red Head	Year 11	739
Old Bar - Manning Point - Red Head	Year 12	4145
Taree	Did not go to school	55
Taree	Year 8	1143
Taree	Year 9	1899
Taree	Year 10	5710
Taree	Year 11	1255
Taree	Year 12	5435
Taree Surrounds	Did not go to school	15
Taree Surrounds	Year 8	593
Taree Surrounds	Year 9	1223
Taree Surrounds	Year 10	4186
Taree Surrounds	Year 11	765
Taree Surrounds	Year 12	3668
Wingham	Did not go to school	14
Wingham	Year 8	274
Wingham	Year 9	489
Wingham	Year 10	1643
Wingham	Year 11	310
Wingham	Year 12	1361
Albury - East	Did not go to school	77
Albury - East	Year 8	442
Albury - East	Year 9	780
Albury - East	Year 10	3027
Albury - East	Year 11	1565
Albury - East	Year 12	7459
Albury - North	Did not go to school	91
Albury - North	Year 8	388
Albury - North	Year 9	692
Albury - North	Year 10	2271
Albury - North	Year 11	997
Albury - North	Year 12	3434
Albury - South	Did not go to school	26
Albury - South	Year 8	303
Albury - South	Year 9	533
Albury - South	Year 10	1797
Albury - South	Year 11	952
Albury - South	Year 12	4714
Albury Surrounds	Did not go to school	15
Albury Surrounds	Year 8	474
Albury Surrounds	Year 9	837
Albury Surrounds	Year 10	2816
Albury Surrounds	Year 11	1052
Albury Surrounds	Year 12	3839
Lavington	Did not go to school	209
Lavington	Year 8	765
Lavington	Year 9	1173
Lavington	Year 10	3669
Lavington	Year 11	1364
Lavington	Year 12	4683
Hay	Did not go to school	17
Hay	Year 8	160
Hay	Year 9	239
Hay	Year 10	614
Hay	Year 11	225
Hay	Year 12	844
Wentworth - Buronga	Did not go to school	13
Wentworth - Buronga	Year 8	344
Wentworth - Buronga	Year 9	483
Wentworth - Buronga	Year 10	1170
Wentworth - Buronga	Year 11	779
Wentworth - Buronga	Year 12	1789
Wentworth-Balranald Region	Did not go to school	24
Wentworth-Balranald Region	Year 8	235
Wentworth-Balranald Region	Year 9	243
Wentworth-Balranald Region	Year 10	655
Wentworth-Balranald Region	Year 11	369
Wentworth-Balranald Region	Year 12	937
Corowa	Did not go to school	15
Corowa	Year 8	309
Corowa	Year 9	518
Corowa	Year 10	1394
Corowa	Year 11	682
Corowa	Year 12	1520
Corowa Surrounds	Did not go to school	18
Corowa Surrounds	Year 8	337
Corowa Surrounds	Year 9	567
Corowa Surrounds	Year 10	1688
Corowa Surrounds	Year 11	809
Corowa Surrounds	Year 12	2007
Deniliquin	Did not go to school	28
Deniliquin	Year 8	392
Deniliquin	Year 9	612
Deniliquin	Year 10	1591
Deniliquin	Year 11	652
Deniliquin	Year 12	1969
Deniliquin Surrounds	Did not go to school	22
Deniliquin Surrounds	Year 8	371
Deniliquin Surrounds	Year 9	508
Deniliquin Surrounds	Year 10	1310
Deniliquin Surrounds	Year 11	838
Deniliquin Surrounds	Year 12	1982
Moama	Did not go to school	14
Moama	Year 8	317
Moama	Year 9	559
Moama	Year 10	1294
Moama	Year 11	993
Moama	Year 12	2120
Tocumwal - Finley - Jerilderie	Did not go to school	24
Tocumwal - Finley - Jerilderie	Year 8	548
Tocumwal - Finley - Jerilderie	Year 9	824
Tocumwal - Finley - Jerilderie	Year 10	2083
Tocumwal - Finley - Jerilderie	Year 11	1093
Tocumwal - Finley - Jerilderie	Year 12	2681
Armidale	Did not go to school	193
Armidale	Year 8	731
Armidale	Year 9	1121
Armidale	Year 10	3607
Armidale	Year 11	1217
Armidale	Year 12	10795
Armidale Surrounds - North	Did not go to school	11
Armidale Surrounds - North	Year 8	214
Armidale Surrounds - North	Year 9	278
Armidale Surrounds - North	Year 10	963
Armidale Surrounds - North	Year 11	215
Armidale Surrounds - North	Year 12	1448
Armidale Surrounds - South	Did not go to school	12
Armidale Surrounds - South	Year 8	214
Armidale Surrounds - South	Year 9	369
Armidale Surrounds - South	Year 10	1354
Armidale Surrounds - South	Year 11	303
Armidale Surrounds - South	Year 12	2257
Walcha	Did not go to school	13
Walcha	Year 8	147
Walcha	Year 9	233
Walcha	Year 10	777
Walcha	Year 11	155
Walcha	Year 12	994
Glen Innes	Did not go to school	32
Glen Innes	Year 8	500
Glen Innes	Year 9	637
Glen Innes	Year 10	2453
Glen Innes	Year 11	474
Glen Innes	Year 12	2487
Inverell	Did not go to school	51
Inverell	Year 8	609
Inverell	Year 9	960
Inverell	Year 10	3009
Inverell	Year 11	720
Inverell	Year 12	3402
Inverell Surrounds - East	Did not go to school	14
Inverell Surrounds - East	Year 8	321
Inverell Surrounds - East	Year 9	454
Inverell Surrounds - East	Year 10	1283
Inverell Surrounds - East	Year 11	297
Inverell Surrounds - East	Year 12	1338
Inverell Surrounds - West	Did not go to school	22
Inverell Surrounds - West	Year 8	374
Inverell Surrounds - West	Year 9	473
Inverell Surrounds - West	Year 10	1568
Inverell Surrounds - West	Year 11	298
Inverell Surrounds - West	Year 12	1497
Tenterfield	Did not go to school	26
Tenterfield	Year 8	356
Tenterfield	Year 9	556
Tenterfield	Year 10	1838
Tenterfield	Year 11	426
Tenterfield	Year 12	1998
Moree	Did not go to school	40
Moree	Year 8	293
Moree	Year 9	442
Moree	Year 10	1624
Moree	Year 11	445
Moree	Year 12	2189
Moree Surrounds	Did not go to school	19
Moree Surrounds	Year 8	191
Moree Surrounds	Year 9	271
Moree Surrounds	Year 10	929
Moree Surrounds	Year 11	251
Moree Surrounds	Year 12	1438
Narrabri	Did not go to school	28
Narrabri	Year 8	320
Narrabri	Year 9	543
Narrabri	Year 10	1683
Narrabri	Year 11	407
Narrabri	Year 12	2016
Narrabri Surrounds	Did not go to school	11
Narrabri Surrounds	Year 8	192
Narrabri Surrounds	Year 9	326
Narrabri Surrounds	Year 10	1043
Narrabri Surrounds	Year 11	237
Narrabri Surrounds	Year 12	1290
Gunnedah	Did not go to school	36
Gunnedah	Year 8	392
Gunnedah	Year 9	687
Gunnedah	Year 10	2423
Gunnedah	Year 11	550
Gunnedah	Year 12	2680
Gunnedah Surrounds	Did not go to school	9
Gunnedah Surrounds	Year 8	197
Gunnedah Surrounds	Year 9	335
Gunnedah Surrounds	Year 10	1099
Gunnedah Surrounds	Year 11	215
Gunnedah Surrounds	Year 12	1199
Quirindi	Did not go to school	18
Quirindi	Year 8	382
Quirindi	Year 9	607
Quirindi	Year 10	2039
Quirindi	Year 11	459
Quirindi	Year 12	1908
Tamworth - East	Did not go to school	68
Tamworth - East	Year 8	828
Tamworth - East	Year 9	1544
Tamworth - East	Year 10	5352
Tamworth - East	Year 11	1388
Tamworth - East	Year 12	6798
Tamworth - North	Did not go to school	67
Tamworth - North	Year 8	574
Tamworth - North	Year 9	1021
Tamworth - North	Year 10	3452
Tamworth - North	Year 11	888
Tamworth - North	Year 12	6122
Tamworth - West	Did not go to school	26
Tamworth - West	Year 8	272
Tamworth - West	Year 9	512
Tamworth - West	Year 10	1383
Tamworth - West	Year 11	403
Tamworth - West	Year 12	1236
Tamworth Surrounds	Did not go to school	53
Tamworth Surrounds	Year 8	802
Tamworth Surrounds	Year 9	1446
Tamworth Surrounds	Year 10	5099
Tamworth Surrounds	Year 11	1095
Tamworth Surrounds	Year 12	5777
Belmont - Bennetts Green	Did not go to school	31
Belmont - Bennetts Green	Year 8	530
Belmont - Bennetts Green	Year 9	1377
Belmont - Bennetts Green	Year 10	5020
Belmont - Bennetts Green	Year 11	1089
Belmont - Bennetts Green	Year 12	6103
Belmont South - Blacksmiths	Did not go to school	25
Belmont South - Blacksmiths	Year 8	212
Belmont South - Blacksmiths	Year 9	488
Belmont South - Blacksmiths	Year 10	1837
Belmont South - Blacksmiths	Year 11	330
Belmont South - Blacksmiths	Year 12	1640
Charlestown - Dudley	Did not go to school	59
Charlestown - Dudley	Year 8	667
Charlestown - Dudley	Year 9	1421
Charlestown - Dudley	Year 10	5477
Charlestown - Dudley	Year 11	1354
Charlestown - Dudley	Year 12	10503
Glendale - Cardiff - Hillsborough	Did not go to school	89
Glendale - Cardiff - Hillsborough	Year 8	676
Glendale - Cardiff - Hillsborough	Year 9	1597
Glendale - Cardiff - Hillsborough	Year 10	5641
Glendale - Cardiff - Hillsborough	Year 11	1420
Glendale - Cardiff - Hillsborough	Year 12	9625
Mount Hutton - Windale	Did not go to school	39
Mount Hutton - Windale	Year 8	463
Mount Hutton - Windale	Year 9	912
Mount Hutton - Windale	Year 10	2514
Mount Hutton - Windale	Year 11	568
Mount Hutton - Windale	Year 12	2602
Redhead	Did not go to school	10
Redhead	Year 8	129
Redhead	Year 9	306
Redhead	Year 10	908
Redhead	Year 11	168
Redhead	Year 12	1430
Swansea - Caves Beach	Did not go to school	15
Swansea - Caves Beach	Year 8	437
Swansea - Caves Beach	Year 9	1002
Swansea - Caves Beach	Year 10	3624
Swansea - Caves Beach	Year 11	713
Swansea - Caves Beach	Year 12	4157
Valentine - Eleebana	Did not go to school	19
Valentine - Eleebana	Year 8	214
Valentine - Eleebana	Year 9	667
Valentine - Eleebana	Year 10	2730
Valentine - Eleebana	Year 11	709
Valentine - Eleebana	Year 12	5545
Warners Bay - Boolaroo	Did not go to school	30
Warners Bay - Boolaroo	Year 8	416
Warners Bay - Boolaroo	Year 9	1024
Warners Bay - Boolaroo	Year 10	3652
Warners Bay - Boolaroo	Year 11	823
Warners Bay - Boolaroo	Year 12	5773
Bolton Point - Teralba	Did not go to school	35
Bolton Point - Teralba	Year 8	368
Bolton Point - Teralba	Year 9	781
Bolton Point - Teralba	Year 10	2677
Bolton Point - Teralba	Year 11	638
Bolton Point - Teralba	Year 12	3173
Bonnells Bay - Silverwater	Did not go to school	29
Bonnells Bay - Silverwater	Year 8	285
Bonnells Bay - Silverwater	Year 9	762
Bonnells Bay - Silverwater	Year 10	2688
Bonnells Bay - Silverwater	Year 11	664
Bonnells Bay - Silverwater	Year 12	3161
Edgeworth - Cameron Park	Did not go to school	37
Edgeworth - Cameron Park	Year 8	424
Edgeworth - Cameron Park	Year 9	1071
Edgeworth - Cameron Park	Year 10	3931
Edgeworth - Cameron Park	Year 11	984
Edgeworth - Cameron Park	Year 12	5597
Morisset - Cooranbong	Did not go to school	60
Morisset - Cooranbong	Year 8	749
Morisset - Cooranbong	Year 9	1380
Morisset - Cooranbong	Year 10	4988
Morisset - Cooranbong	Year 11	1155
Morisset - Cooranbong	Year 12	5866
Toronto - Awaba	Did not go to school	46
Toronto - Awaba	Year 8	491
Toronto - Awaba	Year 9	1142
Toronto - Awaba	Year 10	3690
Toronto - Awaba	Year 11	892
Toronto - Awaba	Year 12	4897
Wangi Wangi - Rathmines	Did not go to school	20
Wangi Wangi - Rathmines	Year 8	250
Wangi Wangi - Rathmines	Year 9	682
Wangi Wangi - Rathmines	Year 10	2572
Wangi Wangi - Rathmines	Year 11	643
Wangi Wangi - Rathmines	Year 12	3403
West Wallsend - Barnsley - Killingworth	Did not go to school	29
West Wallsend - Barnsley - Killingworth	Year 8	257
West Wallsend - Barnsley - Killingworth	Year 9	678
West Wallsend - Barnsley - Killingworth	Year 10	2227
West Wallsend - Barnsley - Killingworth	Year 11	490
West Wallsend - Barnsley - Killingworth	Year 12	1973
Adamstown - Kotara	Did not go to school	47
Adamstown - Kotara	Year 8	375
Adamstown - Kotara	Year 9	738
Adamstown - Kotara	Year 10	2928
Adamstown - Kotara	Year 11	794
Adamstown - Kotara	Year 12	8011
Beresfield - Hexham	Did not go to school	20
Beresfield - Hexham	Year 8	439
Beresfield - Hexham	Year 9	898
Beresfield - Hexham	Year 10	2545
Beresfield - Hexham	Year 11	510
Beresfield - Hexham	Year 12	2155
Hamilton - Broadmeadow	Did not go to school	70
Hamilton - Broadmeadow	Year 8	382
Hamilton - Broadmeadow	Year 9	537
Hamilton - Broadmeadow	Year 10	2100
Hamilton - Broadmeadow	Year 11	589
Hamilton - Broadmeadow	Year 12	6420
Lambton - New Lambton	Did not go to school	74
Lambton - New Lambton	Year 8	428
Lambton - New Lambton	Year 9	875
Lambton - New Lambton	Year 10	3254
Lambton - New Lambton	Year 11	885
Lambton - New Lambton	Year 12	8017
Maryland - Fletcher - Minmi	Did not go to school	76
Maryland - Fletcher - Minmi	Year 8	345
Maryland - Fletcher - Minmi	Year 9	904
Maryland - Fletcher - Minmi	Year 10	3421
Maryland - Fletcher - Minmi	Year 11	947
Maryland - Fletcher - Minmi	Year 12	6505
Mayfield - Warabrook	Did not go to school	83
Mayfield - Warabrook	Year 8	562
Mayfield - Warabrook	Year 9	882
Mayfield - Warabrook	Year 10	2928
Mayfield - Warabrook	Year 11	787
Mayfield - Warabrook	Year 12	7039
Merewether - The Junction	Did not go to school	26
Merewether - The Junction	Year 8	207
Merewether - The Junction	Year 9	544
Merewether - The Junction	Year 10	2039
Merewether - The Junction	Year 11	678
Merewether - The Junction	Year 12	8115
