SA2_NAME16	medianMortgageRepayment
Bakewell	20904
Driver	23400
Durack - Marlow Lagoon	26004
Gray	20700
Moulden	19584
Palmerston - North	24000
Palmerston - South	27600
Rosebery - Bellamack	26004
Woodroffe	21600
Charles	
East Side	20796
Flynn (NT)	
Larapinta	21600
Mount Johns	20796
Petermann - Simpson	9096
Ross	
Sandover - Plenty	
Tanami	
Yuendumu - Anmatjere	2544
Barkly	1308
Tennant Creek	13368
Alligator	17160
Daly	14172
Thamarrurr	
Tiwi Islands	10140
West Arnhem	3636
Anindilyakwa	12996
East Arnhem	11964
Nhulunbuy	20892
Elsey	15600
Gulf	13404
Katherine	19500
Victoria River	16908
Migratory - Offshore - Shipping (NT)	
No usual address (NT)	
Aranda	30000
Belconnen	18204
Bruce	20796
Charnwood	21060
Cook	26004
Dunlop	24000
Evatt	24000
Florey	23400
Flynn (ACT)	26004
Fraser	26004
Giralang	26004
Gooromon	
Hawker	24000
Higgins	24000
Holt	23400
Kaleen	26004
Latham	24000
Lawson	24000
Macgregor (ACT)	24000
Macquarie	24000
McKellar	26004
Melba	25200
Page	24000
Scullin	23400
Spence	25440
Weetangera	30000
Molonglo Corridor	
Macnamara	
Strathnairn	26292
West Belconnen	
Hume	
Kowen	31200
Canberra East	18552
Canberra Airport	15600
Majura	36396
Amaroo	25896
Bonner	26004
Casey	26004
Crace	28800
Forde	29772
Franklin	22620
Gungahlin	21612
Hall	35400
Harrison	24000
Mitchell	
Ngunnawal	23400
Nicholls	27600
Palmerston	23280
Gungahlin - East	
Gungahlin - West	
Jacka	21264
Kenny	
Moncrieff	26004
Taylor	30000
Throsby	32520
Acton	
Ainslie	31200
Braddon	21636
Civic	23400
Dickson	22848
Downer	26004
Hackett	30000
Lyneham	21600
O'Connor (ACT)	30000
Turner	22812
Watson	24804
Black Mountain	
Campbell	28800
Duntroon	
Parkes (ACT) - North	
Reid	27600
Russell	
Deakin	38160
Forrest	30240
Griffith (ACT)	25416
Lake Burley Griffin	
Narrabundah	28704
Parkes (ACT) - South	
Red Hill (ACT)	42000
Yarralumla	41100
Barton	24180
Fyshwick	36396
Kingston (ACT)	23400
Banks	24000
Bonython	23400
Calwell	24000
Chisholm	24000
Conder	25776
Fadden	28596
Gilmore	24576
Gordon (ACT)	23400
Gowrie (ACT)	26004
Greenway	19500
Isabella Plains	22560
Kambah	24000
Macarthur	26400
Monash	24696
Mount Taylor	
Oxley (ACT)	25800
Richardson	24000
Theodore	24024
Tuggeranong	21576
Wanniassa	25200
Tuggeranong - West	
Chapman	31200
Duffy	29712
Fisher	28248
Holder	26004
Rivett	25680
Stirling	27096
Waramanga	26100
Weston	26400
Scrivener	24000
Chifley	28596
Curtin	31200
Farrer	31200
Garran	31200
Hughes	32400
Isaacs	27600
Lyons (ACT)	28596
Mawson	26004
O'Malley	40956
Pearce	28596
Phillip	19296
Torrens	29640
Arboretum	
Coombs	24000
Denman Prospect	28800
Molonglo	
Wright	23400
Molonglo - East	
Whitlam	33000
ACT - South West	27504
Namadgi	51996
Migratory - Offshore - Shipping (ACT)	
No usual address (ACT)	
Christmas Island	15600
Cocos (Keeling) Islands	23664
Jervis Bay	22188
Norfolk Island	15600
Migratory - Offshore - Shipping (OT)	
No usual address (OT)	
