SA2_NAME16	PrivateDwelling	persons
Montrose	1	6508
Mooroolbark	0	682
Mooroolbark	1	22235
Mount Dandenong - Olinda	0	357
Mount Dandenong - Olinda	1	9128
Mount Evelyn	0	162
Mount Evelyn	1	9494
Upwey - Tecoma	0	166
Upwey - Tecoma	1	9419
Wandin - Seville	0	222
Wandin - Seville	1	7563
Yarra Valley	0	1185
Yarra Valley	1	15367
Emerald - Cockatoo	0	1073
Emerald - Cockatoo	1	17215
Beaconsfield - Officer	0	655
Beaconsfield - Officer	1	22813
Bunyip - Garfield	0	717
Bunyip - Garfield	1	9074
Koo Wee Rup	0	484
Koo Wee Rup	1	9482
Pakenham - North East	0	748
Pakenham - North East	1	14613
Pakenham - North West	0	175
Pakenham - North West	1	7271
Pakenham - South East	0	396
Pakenham - South East	1	5975
Pakenham - South West	0	1079
Pakenham - South West	1	25603
Berwick - North	0	1476
Berwick - North	1	21608
Doveton	0	915
Doveton	1	10966
Hallam	0	867
Hallam	1	10533
Narre Warren North	0	431
Narre Warren North	1	7758
Endeavour Hills - North	0	602
Endeavour Hills - North	1	11429
Endeavour Hills - South	0	473
Endeavour Hills - South	1	12829
Narre Warren - North East	0	448
Narre Warren - North East	1	12993
Narre Warren - South West	0	902
Narre Warren - South West	1	13802
Berwick - South East	0	449
Berwick - South East	1	17143
Berwick - South West	0	360
Berwick - South West	1	10883
Cranbourne	0	1451
Cranbourne	1	19710
Cranbourne South	0	669
Cranbourne South	1	16669
Cranbourne West	0	803
Cranbourne West	1	20675
Lynbrook - Lyndhurst	0	700
Lynbrook - Lyndhurst	1	17287
Pearcedale - Tooradin	0	365
Pearcedale - Tooradin	1	7497
Narre Warren South - East	0	246
Narre Warren South - East	1	12794
Narre Warren South - West	0	528
Narre Warren South - West	1	16171
Clyde North - North	0	229
Clyde North - North	1	10283
Clyde North - South	0	412
Clyde North - South	1	14359
Cranbourne East - North	0	766
Cranbourne East - North	1	22518
Cranbourne East - South	0	546
Cranbourne East - South	1	11710
Cranbourne North - East	0	324
Cranbourne North - East	1	12426
Cranbourne North - West	0	495
Cranbourne North - West	1	11311
Hampton Park - East	0	660
Hampton Park - East	1	11990
Hampton Park - West	0	674
Hampton Park - West	1	12603
Clarinda - Oakleigh South	0	532
Clarinda - Oakleigh South	1	10944
Clayton South	0	497
Clayton South	1	12849
Dandenong North	0	1381
Dandenong North	1	21041
Dingley Village	0	267
Dingley Village	1	10115
Noble Park North	0	294
Noble Park North	1	7134
Springvale	0	1048
Springvale	1	21138
Springvale South	0	442
Springvale South	1	12120
Noble Park - East	0	1125
Noble Park - East	1	11657
Noble Park - West	0	1102
Noble Park - West	1	18334
Dandenong - North	0	3129
Dandenong - North	1	18903
Dandenong - South	0	487
Dandenong - South	1	8827
Keysborough - North	0	491
Keysborough - North	1	14506
Keysborough - South	0	318
Keysborough - South	1	14761
Ashwood - Chadstone	0	915
Ashwood - Chadstone	1	18421
Glen Waverley - East	0	764
Glen Waverley - East	1	20808
Glen Waverley - West	0	1352
Glen Waverley - West	1	19806
Mount Waverley - North	0	404
Mount Waverley - North	1	15616
Mount Waverley - South	0	764
Mount Waverley - South	1	18475
Mulgrave	0	881
Mulgrave	1	19023
Oakleigh - Huntingdale	0	1088
Oakleigh - Huntingdale	1	21777
Wheelers Hill	0	943
Wheelers Hill	1	19498
Clayton (North) - Notting Hill	0	3265
Clayton (North) - Notting Hill	1	6607
Clayton - Central	0	1330
Clayton - Central	1	11123
Ardeer - Albion	0	700
Ardeer - Albion	1	6830
Cairnlea	0	310
Cairnlea	1	9741
Delahey	0	375
Delahey	1	7677
Keilor Downs	0	600
Keilor Downs	1	12495
Kings Park (Vic.)	0	716
Kings Park (Vic.)	1	13210
St Albans - North	0	1599
St Albans - North	1	18928
St Albans - South	0	1750
St Albans - South	1	15785
Sunshine	0	623
Sunshine	1	8791
Sunshine North	0	763
Sunshine North	1	11193
Sunshine West	0	999
Sunshine West	1	17471
Sydenham	0	841
Sydenham	1	10867
Taylors Lakes	0	381
Taylors Lakes	1	16455
Deer Park	0	1044
Deer Park	1	16907
Derrimut	0	293
Derrimut	1	8335
Altona	0	503
Altona	1	12861
Altona Meadows	0	935
Altona Meadows	1	17405
Altona North	0	1024
Altona North	1	13873
Newport	0	695
Newport	1	17826
Seabrook	0	172
Seabrook	1	4788
Williamstown	0	669
Williamstown	1	15031
Braybrook	0	1063
Braybrook	1	17968
Footscray	0	1947
Footscray	1	15116
Maribyrnong	0	440
Maribyrnong	1	12130
Seddon - Kingsville	0	281
Seddon - Kingsville	1	8764
West Footscray - Tottenham	0	658
West Footscray - Tottenham	1	10913
Yarraville	0	531
Yarraville	1	14714
Bacchus Marsh	0	1056
Bacchus Marsh	1	23446
Melton West	0	1207
Melton West	1	19912
Rockbank - Mount Cottrell	0	2970
Rockbank - Mount Cottrell	1	14600
Taylors Hill	0	439
Taylors Hill	1	19041
Burnside	0	285
Burnside	1	5479
Burnside Heights	0	104
Burnside Heights	1	6266
Caroline Springs	0	780
Caroline Springs	1	19552
Brookfield	0	382
Brookfield	1	9424
Cobblebank - Strathtulloh	0	367
Cobblebank - Strathtulloh	1	7250
Eynesbury - Exford	0	71
Eynesbury - Exford	1	2924
Fraser Rise - Plumpton	0	290
Fraser Rise - Plumpton	1	9809
Hillside	0	423
Hillside	1	15699
Kurunjang - Toolern Vale	0	580
Kurunjang - Toolern Vale	1	11001
Melton	0	673
Melton	1	7100
Melton South - Weir Views	0	1516
Melton South - Weir Views	1	15129
Hoppers Crossing - North	0	762
Hoppers Crossing - North	1	17571
Hoppers Crossing - South	0	929
Hoppers Crossing - South	1	17679
Laverton	0	726
Laverton	1	10754
Werribee - South	0	1570
Werribee - South	1	15469
Point Cook - East	0	815
Point Cook - East	1	18431
Point Cook - South	0	556
Point Cook - South	1	18497
Werribee - East	0	1194
Werribee - East	1	17691
Werribee - West	0	1071
Werribee - West	1	21221
Manor Lakes - Quandong	0	421
Manor Lakes - Quandong	1	10162
Point Cook - North East	0	443
Point Cook - North East	1	13613
Point Cook - North West	0	405
Point Cook - North West	1	9148
Tarneit (West) - Mount Cottrell	0	466
Tarneit (West) - Mount Cottrell	1	9680
Tarneit - Central	0	1401
Tarneit - Central	1	26682
Tarneit - North	0	409
Tarneit - North	1	6790
Tarneit - South	0	490
Tarneit - South	1	10678
Truganina - North	0	1361
Truganina - North	1	8010
Truganina - South East	0	332
Truganina - South East	1	9270
Truganina - South West	0	1067
Truganina - South West	1	17919
Wyndham Vale - North	0	571
Wyndham Vale - North	1	8479
Wyndham Vale - South	0	485
Wyndham Vale - South	1	12965
Carrum Downs	0	1016
Carrum Downs	1	20824
Frankston	0	2533
Frankston	1	21256
Frankston North	0	1644
Frankston North	1	17672
Frankston South	0	809
Frankston South	1	17750
Langwarrin	0	854
Langwarrin	1	23923
Seaford (Vic.)	0	872
Seaford (Vic.)	1	16163
Skye - Sandhurst	0	274
Skye - Sandhurst	1	12928
Dromana	0	987
Dromana	1	12055
Flinders	0	873
Flinders	1	5215
Hastings - Somers	0	2482
Hastings - Somers	1	21404
Mount Eliza	0	725
Mount Eliza	1	17650
Mount Martha	0	909
Mount Martha	1	18531
Point Nepean	0	2998
Point Nepean	1	17429
Rosebud - McCrae	0	2030
Rosebud - McCrae	1	20659
Somerville	0	682
Somerville	1	17629
Mornington - East	0	868
Mornington - East	1	14063
Mornington - West	0	901
Mornington - West	1	9610
Ararat	0	1423
Ararat	1	7076
Ararat Surrounds	0	255
Ararat Surrounds	1	2916
Horsham	0	1127
Horsham	1	15786
Horsham Surrounds	0	316
Horsham Surrounds	1	3145
Nhill Region	0	528
Nhill Region	1	6360
St Arnaud	0	292
St Arnaud	1	3114
Stawell	0	1013
Stawell	1	7566
West Wimmera	0	290
West Wimmera	1	2444
Yarriambiack	0	581
Yarriambiack	1	5820
Irymple	0	584
Irymple	1	7030
Merbein	0	486
Merbein	1	4407
Mildura Surrounds	0	507
Mildura Surrounds	1	3239
Red Cliffs	0	523
Red Cliffs	1	5488
Mildura - North	0	1943
Mildura - North	1	16388
Mildura - South	0	1324
Mildura - South	1	15132
Buloke	0	693
Buloke	1	5551
Gannawarra	0	565
Gannawarra	1	6050
Kerang	0	368
Kerang	1	3578
Robinvale	0	526
Robinvale	1	3221
Swan Hill	0	1041
Swan Hill	1	10221
Swan Hill Surrounds	0	742
Swan Hill Surrounds	1	5724
Echuca	0	1328
Echuca	1	14366
Kyabram	0	689
Kyabram	1	10286
Lockington - Gunbower	0	357
Lockington - Gunbower	1	3529
Rochester	0	301
Rochester	1	3619
Rushworth	0	414
Rushworth	1	3760
Cobram	0	558
Cobram	1	5844
Moira	0	237
Moira	1	2558
Numurkah	0	1244
Numurkah	1	11349
Yarrawonga	0	716
Yarrawonga	1	7768
Mooroopna	0	811
Mooroopna	1	7405
Shepparton - North	0	1877
Shepparton - North	1	18142
Shepparton Surrounds - East	0	329
Shepparton Surrounds - East	1	3663
Shepparton Surrounds - West	0	1006
Shepparton Surrounds - West	1	9189
Kialla	0	321
Kialla	1	8629
Shepparton - South East	0	1419
Shepparton - South East	1	14975
Glenelg (Vic.)	0	766
Glenelg (Vic.)	1	8060
Hamilton (Vic.)	0	749
Hamilton (Vic.)	1	9515
Portland	0	932
Portland	1	10160
Southern Grampians	0	531
Southern Grampians	1	5771
Camperdown	0	297
Camperdown	1	3181
Colac	0	819
Colac	1	11752
Colac Surrounds	0	354
Colac Surrounds	1	5264
Corangamite - North	0	452
Corangamite - North	1	4907
Corangamite - South	0	508
Corangamite - South	1	6513
Otway	0	880
Otway	1	3351
Moyne - East	0	454
Moyne - East	1	6442
Moyne - West	0	759
Moyne - West	1	9149
Warrnambool - North	0	1159
Warrnambool - North	1	20951
Warrnambool - South	0	1505
Warrnambool - South	1	12006
Migratory - Offshore - Shipping (Vic.)	0	565
Alexandra Hills	0	536
Alexandra Hills	1	15852
Belmont - Gumdale	0	167
Belmont - Gumdale	1	7314
Birkdale	0	527
Birkdale	1	14512
Capalaba	0	622
Capalaba	1	17428
Thorneside	0	105
Thorneside	1	3730
Wellington Point	0	258
Wellington Point	1	11427
Cleveland	0	871
Cleveland	1	14904
Ormiston	0	244
Ormiston	1	6098
Redland Bay	0	478
Redland Bay	1	16973
Sheldon - Mount Cotton	0	146
Sheldon - Mount Cotton	1	8102
Thornlands	0	586
Thornlands	1	18533
Victoria Point	0	609
Victoria Point	1	14290
North Stradbroke Island	0	740
North Stradbroke Island	1	1824
Southern Moreton Bay Islands	0	612
Southern Moreton Bay Islands	1	7643
Brisbane Port - Lytton	0	14
Brisbane Port - Lytton	1	9
Manly - Lota	0	356
Manly - Lota	1	7371
Manly West	0	243
Manly West	1	11446
Murarrie	0	164
Murarrie	1	4586
Tingalpa	0	190
Tingalpa	1	8573
Wakerley	0	112
Wakerley	1	9237
Wynnum	0	573
Wynnum	1	13766
Wynnum West - Hemmant	0	744
Wynnum West - Hemmant	1	14773
Bald Hills	0	237
Bald Hills	1	7520
Bridgeman Downs	0	153
Bridgeman Downs	1	10191
Carseldine	0	558
Carseldine	1	9186
Everton Park	0	132
Everton Park	1	9768
McDowall	0	190
McDowall	1	7710
Aspley	0	400
Aspley	1	12321
Chermside	0	1764
Chermside	1	10411
Chermside West	0	95
Chermside West	1	6438
Geebung	0	198
Geebung	1	4297
Kedron - Gordon Park	0	372
Kedron - Gordon Park	1	13868
Stafford	0	334
Stafford	1	6467
Stafford Heights	0	345
Stafford Heights	1	6692
Wavell Heights	0	165
Wavell Heights	1	10054
Boondall	0	550
Boondall	1	8969
Brisbane Airport	0	797
Brisbane Airport	1	8
Eagle Farm - Pinkenba	0	140
Eagle Farm - Pinkenba	1	1908
Northgate - Virginia	0	219
Northgate - Virginia	1	6767
Nudgee - Banyo	0	437
Nudgee - Banyo	1	10194
Nundah	0	609
Nundah	1	12519
Bracken Ridge	0	298
Bracken Ridge	1	16972
Brighton (Qld)	0	314
Brighton (Qld)	1	9260
Deagon	0	130
Deagon	1	3551
Sandgate - Shorncliffe	0	577
Sandgate - Shorncliffe	1	6202
Taigum - Fitzgibbon	0	610
Taigum - Fitzgibbon	1	13350
Zillmere	0	577
Zillmere	1	8724
Camp Hill	0	169
Camp Hill	1	11795
Cannon Hill	0	244
Cannon Hill	1	6630
Carina	0	457
Carina	1	11200
Carina Heights	0	381
Carina Heights	1	6560
Carindale	0	307
Carindale	1	16170
Annerley	0	501
Annerley	1	11243
Coorparoo	0	714
Coorparoo	1	16921
Fairfield - Dutton Park	0	197
Fairfield - Dutton Park	1	4773
Greenslopes	0	833
Greenslopes	1	9906
Holland Park	0	402
Holland Park	1	8338
Holland Park West	0	237
Holland Park West	1	6137
Woolloongabba	0	2102
Woolloongabba	1	7168
Yeronga	0	420
Yeronga	1	9608
Eight Mile Plains	0	596
Eight Mile Plains	1	14540
Macgregor (Qld)	0	159
Macgregor (Qld)	1	5785
Mansfield (Qld)	0	144
Mansfield (Qld)	1	8667
Mount Gravatt	0	717
Mount Gravatt	1	14999
Rochedale - Burbank	0	197
Rochedale - Burbank	1	10831
Upper Mount Gravatt	0	1021
Upper Mount Gravatt	1	9959
Wishart	0	219
Wishart	1	11103
Coopers Plains	0	380
Coopers Plains	1	5417
Moorooka	0	277
Moorooka	1	10337
Robertson	0	279
Robertson	1	4564
Salisbury - Nathan	0	629
Salisbury - Nathan	1	6841
Tarragindi	0	135
Tarragindi	1	10654
Algester	0	420
Algester	1	8536
Calamvale - Stretton	0	704
Calamvale - Stretton	1	22056
Pallara - Willawong	0	202
Pallara - Willawong	1	9997
Parkinson - Drewvale	0	512
Parkinson - Drewvale	1	15483
Rocklea - Acacia Ridge	0	847
Rocklea - Acacia Ridge	1	8801
Kuraby	0	343
Kuraby	1	8672
Runcorn	0	455
Runcorn	1	13538
Sunnybank	0	327
Sunnybank	1	8656
Sunnybank Hills	0	1052
Sunnybank Hills	1	16916
Jindalee - Mount Ommaney	0	198
Jindalee - Mount Ommaney	1	7362
Middle Park - Jamboree Heights	0	119
Middle Park - Jamboree Heights	1	6868
Riverhills	0	44
Riverhills	1	4004
Seventeen Mile Rocks - Sinnamon Park	0	488
Seventeen Mile Rocks - Sinnamon Park	1	9171
Westlake	0	34
Westlake	1	4342
Bellbowrie - Moggill	0	115
Bellbowrie - Moggill	1	10257
Brookfield - Kenmore Hills	0	346
Brookfield - Kenmore Hills	1	6537
Chapel Hill	0	206
Chapel Hill	1	10427
Fig Tree Pocket	0	60
Fig Tree Pocket	1	4240
Kenmore	0	102
Kenmore	1	9267
Pinjarra Hills - Pullenvale	0	325
Pinjarra Hills - Pullenvale	1	5272
Chelmer - Graceville	0	280
Chelmer - Graceville	1	7437
Corinda	0	131
Corinda	1	5111
Indooroopilly	0	441
Indooroopilly	1	12772
Sherwood	0	135
Sherwood	1	6218
St Lucia	0	2773
St Lucia	1	9361
Taringa	0	309
Taringa	1	8547
Enoggera	0	871
Enoggera	1	8019
Enoggera Reservoir	0	3
Enoggera Reservoir	1	28
Keperra	0	394
Keperra	1	6953
Mitchelton	0	365
Mitchelton	1	8454
The Gap	0	318
The Gap	1	16509
Upper Kedron - Ferny Grove	0	234
Upper Kedron - Ferny Grove	1	11284
Brisbane City	0	5208
Brisbane City	1	10668
Fortitude Valley	0	1197
Fortitude Valley	1	8392
Highgate Hill	0	367
Highgate Hill	1	5931
Kangaroo Point	0	1125
Kangaroo Point	1	8675
New Farm	0	1151
New Farm	1	11137
South Brisbane	0	5168
South Brisbane	1	10953
Spring Hill	0	2495
Spring Hill	1	5746
West End	0	865
West End	1	13836
Balmoral	0	138
Balmoral	1	4362
Bulimba	0	334
Bulimba	1	6963
East Brisbane	0	449
East Brisbane	1	5663
Hawthorne	0	114
Hawthorne	1	4938
Morningside - Seven Hills	0	684
Morningside - Seven Hills	1	13310
Norman Park	0	151
Norman Park	1	6620
Albion	0	413
Albion	1	3819
Alderley	0	141
Alderley	1	6281
Ascot	0	401
Ascot	1	5418
Clayfield	0	512
Clayfield	1	10082
Grange	0	60
Grange	1	4507
Hamilton (Qld)	0	705
Hamilton (Qld)	1	6076
Hendra	0	137
Hendra	1	4756
Kelvin Grove - Herston	0	1886
Kelvin Grove - Herston	1	8945
Newmarket	0	286
Newmarket	1	4698
Newstead - Bowen Hills	0	1934
Newstead - Bowen Hills	1	16370
Wilston	0	112
Wilston	1	3869
Windsor	0	382
Windsor	1	7494
Wooloowin - Lutwyche	0	621
Wooloowin - Lutwyche	1	10233
Ashgrove	0	457
Ashgrove	1	13113
Auchenflower	0	707
Auchenflower	1	5289
Bardon	0	336
Bardon	1	9814
Paddington - Milton	0	447
Paddington - Milton	1	11489
Red Hill (Qld)	0	268
Red Hill (Qld)	1	5582
Toowong	0	981
Toowong	1	11322
Brinsmead	0	257
Brinsmead	1	5308
Clifton Beach - Kewarra Beach	0	1545
Clifton Beach - Kewarra Beach	1	10680
Freshwater - Stratford	0	146
Freshwater - Stratford	1	3516
Redlynch	0	1098
Redlynch	1	12717
Trinity Beach - Smithfield	0	1522
Trinity Beach - Smithfield	1	15423
Yorkeys Knob - Machans Beach	0	656
Yorkeys Knob - Machans Beach	1	5429
Bentley Park	0	480
Bentley Park	1	7742
Cairns City	0	8265
Cairns City	1	8418
Earlville - Bayview Heights	0	691
Earlville - Bayview Heights	1	7803
Edmonton	0	981
Edmonton	1	10264
Gordonvale - Trinity	0	1026
Gordonvale - Trinity	1	8852
Kanimbla - Mooroobool	0	595
Kanimbla - Mooroobool	1	9263
Lamb Range	1	7
Manoora	0	866
Manoora	1	5264
Manunda	0	683
Manunda	1	4587
Mount Sheridan	0	293
Mount Sheridan	1	8227
Westcourt - Bungalow	0	1512
Westcourt - Bungalow	1	5343
White Rock	0	548
White Rock	1	4322
Whitfield - Edge Hill	0	504
Whitfield - Edge Hill	1	7688
Woree	0	1155
Woree	1	4275
Babinda	0	709
Babinda	1	4080
Innisfail	0	1216
Innisfail	1	8322
Johnstone	0	1412
Johnstone	1	7152
Tully	0	2662
Tully	1	9741
Wooroonooran	0	12
Wooroonooran	1	4
Yarrabah	0	91
Yarrabah	1	2403
Daintree	0	1423
Daintree	1	5916
Port Douglas	0	3661
Port Douglas	1	4497
Atherton	0	1795
Atherton	1	10381
Herberton	0	1181
Herberton	1	4703
Kuranda	0	650
Kuranda	1	4309
Malanda - Yungaburra	0	1440
Malanda - Yungaburra	1	8213
Mareeba	0	1618
Mareeba	1	10641
Balonne	0	833
Balonne	1	3819
Chinchilla	0	1968
Chinchilla	1	7464
Goondiwindi	0	881
Goondiwindi	1	5472
Inglewood - Waggamba	0	505
Inglewood - Waggamba	1	3615
Miles - Wandoan	0	1647
Miles - Wandoan	1	3436
Roma	0	1333
Roma	1	5919
Roma Surrounds	0	1543
Roma Surrounds	1	5072
Tara	0	499
Tara	1	3274
Crows Nest - Rosalie	0	836
Crows Nest - Rosalie	1	8182
Jondaryan	0	739
Jondaryan	1	6863
Millmerran	0	434
Millmerran	1	2804
Pittsworth	0	580
Pittsworth	1	5121
Wambo	0	2032
Wambo	1	15370
Clifton - Greenmount	0	366
Clifton - Greenmount	1	4632
Southern Downs - East	0	367
Southern Downs - East	1	3896
Southern Downs - West	0	469
Southern Downs - West	1	4472
Stanthorpe	0	608
Stanthorpe	1	4730
Stanthorpe Surrounds	0	715
Stanthorpe Surrounds	1	5533
Warwick	0	1339
Warwick	1	14202
Central Highlands - East	0	3121
Central Highlands - East	1	5978
Central Highlands - West	0	2828
Central Highlands - West	1	6309
Emerald	0	1986
Emerald	1	12605
Berserker	0	686
Berserker	1	6318
Bouldercombe	0	217
Bouldercombe	1	1689
Emu Park	0	1060
Emu Park	1	5172
Frenchville - Mount Archer	0	267
Frenchville - Mount Archer	1	8465
Glenlee - Rockyview	0	973
Glenlee - Rockyview	1	4126
Gracemere	0	668
Gracemere	1	11457
Lakes Creek	0	256
Lakes Creek	1	4514
Mount Morgan	0	437
Mount Morgan	1	2434
Norman Gardens	0	777
Norman Gardens	1	9784
Park Avenue	0	393
Park Avenue	1	4772
Parkhurst - Kawana	0	631
Parkhurst - Kawana	1	6683
Rockhampton - West	0	309
Rockhampton - West	1	5396
Rockhampton City	0	1061
Rockhampton City	1	2845
Rockhampton Surrounds - East	0	285
Rockhampton Surrounds - East	1	3161
Rockhampton Surrounds - North	0	828
Rockhampton Surrounds - North	1	3902
Rockhampton Surrounds - West	0	385
Rockhampton Surrounds - West	1	2549
Shoalwater Bay	0	4
Shoalwater Bay	1	16
The Range - Allenstown	0	2018
The Range - Allenstown	1	6566
Yeppoon	0	2413
Yeppoon	1	18034
Banana	0	2589
Banana	1	7503
Biloela	0	1111
Biloela	1	4850
Agnes Water - Miriam Vale	0	2189
Agnes Water - Miriam Vale	1	5795
Boyne Island - Tannum Sands	0	664
Boyne Island - Tannum Sands	1	9381
Callemondah	0	34
Callemondah	1	40
Clinton - New Auckland	0	752
Clinton - New Auckland	1	13182
Gladstone	0	1279
Gladstone	1	5406
Gladstone Hinterland	0	1415
Gladstone Hinterland	1	10529
Kin Kora - Sun Valley	0	123
Kin Kora - Sun Valley	1	3325
South Trees	0	4
Telina - Toolooa	0	375
Telina - Toolooa	1	5851
West Gladstone	0	373
West Gladstone	1	4489
Broadbeach Waters	0	421
Broadbeach Waters	1	7726
Burleigh Heads	0	1492
Burleigh Heads	1	8014
Burleigh Waters	0	509
Burleigh Waters	1	13745
Mermaid Beach - Broadbeach	0	3019
Mermaid Beach - Broadbeach	1	12001
Mermaid Waters	0	531
Mermaid Waters	1	12527
Miami	0	612
Miami	1	6888
Coolangatta	0	1772
Coolangatta	1	5609
Currumbin - Tugun	0	1381
Currumbin - Tugun	1	11186
Currumbin Waters	0	390
Currumbin Waters	1	9281
Elanora	0	444
Elanora	1	11926
Palm Beach	0	1294
Palm Beach	1	15192
Arundel	0	511
Arundel	1	10597
Biggera Waters	0	946
Biggera Waters	1	9002
Coombabah	0	570
Coombabah	1	9623
Labrador	0	2004
Labrador	1	16542
Paradise Point - Hollywell	0	622
Paradise Point - Hollywell	1	9226
Runaway Bay	0	498
Runaway Bay	1	8749
Guanaba - Springbrook	0	386
Guanaba - Springbrook	1	4025
Tamborine - Canungra	0	1546
Tamborine - Canungra	1	14472
Currumbin Valley - Tallebudgera	0	475
Currumbin Valley - Tallebudgera	1	7063
Mudgeeraba - Bonogin	0	649
Mudgeeraba - Bonogin	1	18666
Reedy Creek - Andrews	0	307
Reedy Creek - Andrews	1	8425
Carrara	0	718
Carrara	1	12598
Highland Park	0	225
Highland Park	1	8074
Nerang - Mount Nathan	0	934
Nerang - Mount Nathan	1	20108
Pacific Pines - Gaven	0	498
Pacific Pines - Gaven	1	17618
Worongary - Tallai	0	484
Worongary - Tallai	1	7937
Coomera	0	1322
Coomera	1	18762
Helensvale	0	758
Helensvale	1	17994
Hope Island	0	1266
Hope Island	1	13353
Jacobs Well - Alberton	0	209
Jacobs Well - Alberton	1	4365
Oxenford - Maudsland	0	460
Oxenford - Maudsland	1	17275
Ormeau (East) - Stapylton	0	464
Ormeau (East) - Stapylton	1	10097
Ormeau (West) - Yatala	0	391
Ormeau (West) - Yatala	1	11407
Pimpama - North	0	597
Pimpama - North	1	9196
Pimpama - South	0	846
Pimpama - South	1	9592
Upper Coomera (South) - Wongawallan	0	346
Upper Coomera (South) - Wongawallan	1	10990
Upper Coomera - North	0	992
Upper Coomera - North	1	19175
Willow Vale - Pimpama (West)	0	337
Willow Vale - Pimpama (West)	1	6609
Clear Island Waters	0	300
Clear Island Waters	1	4062
Merrimac	0	614
Merrimac	1	6559
Varsity Lakes	0	868
Varsity Lakes	1	15552
Robina - East	0	1120
Robina - East	1	15681
Robina - West	0	786
Robina - West	1	8223
Ashmore	0	967
Ashmore	1	11312
Molendinar	0	306
Molendinar	1	6120
Parkwood	0	524
Parkwood	1	8258
Southport - North	0	3408
Southport - North	1	15231
Southport - South	0	1868
Southport - South	1	16989
Benowa	0	662
Benowa	1	9295
Bundall	0	225
Bundall	1	4671
Main Beach	0	1269
Main Beach	1	3434
Surfers Paradise - North	0	2922
Surfers Paradise - North	1	10219
Surfers Paradise - South	0	3839
Surfers Paradise - South	1	11652
Darra - Sumner	0	184
Darra - Sumner	1	4491
Durack	0	363
Durack	1	7827
Inala - Richlands	0	1231
Inala - Richlands	1	18566
Oxley (Qld)	0	474
Oxley (Qld)	1	8128
Wacol	0	3863
Wacol	1	2520
Doolandella	0	305
Doolandella	1	8238
Forest Lake - Ellen Grove	0	692
Forest Lake - Ellen Grove	1	21601
Boonah	0	1017
Boonah	1	11570
Esk	0	340
Esk	1	4711
Lockyer Valley - East	0	1427
Lockyer Valley - East	1	19540
Lowood	0	711
Lowood	1	13367
Rosewood	0	2464
Rosewood	1	11753
Brassall	0	673
Brassall	1	11388
Bundamba	0	542
Bundamba	1	8709
Churchill - Yamanto	0	266
Churchill - Yamanto	1	6477
Ipswich - Central	0	1311
Ipswich - Central	1	5810
Ipswich - East	0	1187
Ipswich - East	1	16713
Ipswich - North	0	93
Ipswich - North	1	4380
Karalee - Barellan Point	0	132
Karalee - Barellan Point	1	6461
Karana Downs	0	70
Karana Downs	1	5853
Leichhardt - One Mile	0	398
Leichhardt - One Mile	1	7819
North Ipswich - Tivoli	0	496
North Ipswich - Tivoli	1	5838
Raceview	0	611
Raceview	1	14409
Ripley	0	404
Ripley	1	12230
Riverview	0	498
Riverview	1	2537
Camira - Gailes	0	370
Camira - Gailes	1	8775
Carole Park	0	3
Carole Park	1	4
Collingwood Park - Redbank	0	498
Collingwood Park - Redbank	1	11101
Goodna	0	874
Goodna	1	9964
Redbank Plains	0	1299
Redbank Plains	1	22914
Springfield	0	190
Springfield	1	7106
Springfield Lakes	0	620
Springfield Lakes	1	22636
Augustine Heights - Brookwater	0	210
Augustine Heights - Brookwater	1	8713
Bellbird Park	0	450
Bellbird Park	1	8636
Beaudesert	0	1348
Beaudesert	1	13297
Beenleigh	0	897
Beenleigh	1	7517
Eagleby	0	1288
Eagleby	1	12251
Edens Landing - Holmview	0	473
Edens Landing - Holmview	1	8965
Mount Warren Park	0	363
Mount Warren Park	1	5316
Wolffdene - Bahrs Scrub	0	294
Wolffdene - Bahrs Scrub	1	8614
Boronia Heights - Park Ridge	0	1368
Boronia Heights - Park Ridge	1	17679
Browns Plains	0	778
Browns Plains	1	7359
Chambers Flat - Logan Reserve	0	701
Chambers Flat - Logan Reserve	1	8118
Crestmead	0	895
Crestmead	1	11155
Hillcrest	0	471
Hillcrest	1	8319
Marsden	0	1235
Marsden	1	14639
Munruben - Park Ridge South	0	121
Munruben - Park Ridge South	1	4250
Regents Park - Heritage Park	0	366
Regents Park - Heritage Park	1	15515
Logan Village	0	323
Logan Village	1	8121
Flagstone (East) - Riverbend	0	464
Flagstone (East) - Riverbend	1	6086
Flagstone (West) - New Beith	0	122
Flagstone (West) - New Beith	1	9836
Greenbank - North Maclean	0	273
Greenbank - North Maclean	1	7274
Jimboomba - Glenlogan	0	891
Jimboomba - Glenlogan	1	16890
Yarrabilba	0	551
Yarrabilba	1	10063
Bethania - Waterford	0	1154
Bethania - Waterford	1	10865
Cornubia - Carbrook	0	283
Cornubia - Carbrook	1	8733
Loganholme - Tanah Merah	0	397
Loganholme - Tanah Merah	1	11064
Loganlea	0	1455
Loganlea	1	10585
Shailer Park	0	225
Shailer Park	1	11655
Waterford West	0	722
Waterford West	1	7016
Daisy Hill	0	209
Daisy Hill	1	6639
Kingston (Qld)	0	1037
Kingston (Qld)	1	9281
Logan Central	0	564
Logan Central	1	5758
Rochedale South - Priestdale	0	344
Rochedale South - Priestdale	1	14904
Slacks Creek	0	759
Slacks Creek	1	9508
Springwood	0	578
Springwood	1	9179
Underwood	0	233
Underwood	1	6535
Woodridge	0	1473
