SA3_NAME16	Religion	Denomination	Sex	persons
Cardinia	(Other)	Secular beliefs	F	133
Cardinia	(Other)	Secular beliefs	M	178
Cardinia	(Other)	Sikhism	F	1430
Cardinia	(Other)	Sikhism	M	1670
Cardinia	Buddhism		F	1441
Cardinia	Buddhism		M	1301
Cardinia	Christianity		F	1956
Cardinia	Christianity		M	1703
Cardinia	Christianity	(Other)	F	45
Cardinia	Christianity	(Other)	M	47
Cardinia	Christianity	Anglican	F	5072
Cardinia	Christianity	Anglican	M	4079
Cardinia	Christianity	Baptist	F	1178
Cardinia	Christianity	Baptist	M	1038
Cardinia	Christianity	Brethren	F	41
Cardinia	Christianity	Brethren	M	43
Cardinia	Christianity	Catholic	F	11029
Cardinia	Christianity	Catholic	M	9974
Cardinia	Christianity	Churches Of Christ	F	100
Cardinia	Christianity	Churches Of Christ	M	91
Cardinia	Christianity	Eastern Orthodox	F	594
Cardinia	Christianity	Eastern Orthodox	M	592
Cardinia	Christianity	Jehovah's Witnesses	F	129
Cardinia	Christianity	Jehovah's Witnesses	M	122
Cardinia	Christianity	Latter Day Saints	F	186
Cardinia	Christianity	Latter Day Saints	M	168
Cardinia	Christianity	Lutheran	F	160
Cardinia	Christianity	Lutheran	M	117
Cardinia	Christianity	Oriental Orthodox	F	181
Cardinia	Christianity	Oriental Orthodox	M	167
Cardinia	Christianity	Pentecostal	F	795
Cardinia	Christianity	Pentecostal	M	699
Cardinia	Christianity	Presbyterian Reformed	F	922
Cardinia	Christianity	Presbyterian Reformed	M	756
Cardinia	Christianity	Protestant (Other)	F	210
Cardinia	Christianity	Protestant (Other)	M	166
Cardinia	Christianity	Salvation Army	F	79
Cardinia	Christianity	Salvation Army	M	55
Cardinia	Christianity	Seventh Day Adventist	F	244
Cardinia	Christianity	Seventh Day Adventist	M	209
Cardinia	Christianity	Uniting Church	F	1423
Cardinia	Christianity	Uniting Church	M	1022
Cardinia	Hinduism		F	1566
Cardinia	Hinduism		M	1668
Cardinia	Islam		F	1502
Cardinia	Islam		M	1619
Cardinia	Judaism		F	47
Cardinia	Judaism		M	49
Cardinia	No religion		F	25321
Cardinia	No religion		M	26574
Casey - North	(Other)		F	4163
Casey - North	(Other)		M	4410
Casey - North	(Other)	(Other)	F	362
Casey - North	(Other)	(Other)	M	321
Casey - North	(Other)	Australian Aboriginal Traditional	M	6
Casey - North	(Other)	Other spiritual beliefs	F	117
Casey - North	(Other)	Other spiritual beliefs	M	71
Casey - North	(Other)	Secular beliefs	F	102
Casey - North	(Other)	Secular beliefs	M	151
Casey - North	(Other)	Sikhism	F	968
Casey - North	(Other)	Sikhism	M	1027
Casey - North	Buddhism		F	3392
Casey - North	Buddhism		M	3083
Casey - North	Christianity		F	2581
Casey - North	Christianity		M	2363
Casey - North	Christianity	(Other)	F	49
Casey - North	Christianity	(Other)	M	47
Casey - North	Christianity	Anglican	F	4110
Casey - North	Christianity	Anglican	M	3211
Casey - North	Christianity	Assyrian Apostolic	F	8
Casey - North	Christianity	Assyrian Apostolic	M	5
Casey - North	Christianity	Baptist	F	1232
Casey - North	Christianity	Baptist	M	1097
Casey - North	Christianity	Brethren	F	60
Casey - North	Christianity	Brethren	M	70
Casey - North	Christianity	Catholic	F	15197
Casey - North	Christianity	Catholic	M	13895
Casey - North	Christianity	Churches Of Christ	F	122
Casey - North	Christianity	Churches Of Christ	M	83
Casey - North	Christianity	Eastern Orthodox	F	2456
Casey - North	Christianity	Eastern Orthodox	M	2440
Casey - North	Christianity	Jehovah's Witnesses	F	242
Casey - North	Christianity	Jehovah's Witnesses	M	165
Casey - North	Christianity	Latter Day Saints	F	193
Casey - North	Christianity	Latter Day Saints	M	208
Casey - North	Christianity	Lutheran	F	145
Casey - North	Christianity	Lutheran	M	124
Casey - North	Christianity	Oriental Orthodox	F	493
Casey - North	Christianity	Oriental Orthodox	M	481
Casey - North	Christianity	Pentecostal	F	1217
Casey - North	Christianity	Pentecostal	M	1118
Casey - North	Christianity	Presbyterian Reformed	F	953
Casey - North	Christianity	Presbyterian Reformed	M	799
Casey - North	Christianity	Protestant (Other)	F	278
Casey - North	Christianity	Protestant (Other)	M	267
Casey - North	Christianity	Salvation Army	F	83
Casey - North	Christianity	Salvation Army	M	62
Casey - North	Christianity	Seventh Day Adventist	F	235
Casey - North	Christianity	Seventh Day Adventist	M	201
Casey - North	Christianity	Uniting Church	F	1340
Casey - North	Christianity	Uniting Church	M	962
Casey - North	Hinduism		F	2856
Casey - North	Hinduism		M	3058
Casey - North	Islam		F	6929
Casey - North	Islam		M	7657
Casey - North	Judaism		F	70
Casey - North	Judaism		M	58
Casey - North	No religion		F	19035
Casey - North	No religion		M	20839
Casey - South	(Other)		F	6407
Casey - South	(Other)		M	6938
Casey - South	(Other)	(Other)	F	453
Casey - South	(Other)	(Other)	M	365
Casey - South	(Other)	Australian Aboriginal Traditional	F	13
Casey - South	(Other)	Australian Aboriginal Traditional	M	9
Casey - South	(Other)	Other spiritual beliefs	F	145
Casey - South	(Other)	Other spiritual beliefs	M	104
Casey - South	(Other)	Secular beliefs	F	153
Casey - South	(Other)	Secular beliefs	M	204
Casey - South	(Other)	Sikhism	F	6178
Casey - South	(Other)	Sikhism	M	6885
Casey - South	Buddhism		F	6134
Casey - South	Buddhism		M	5650
Casey - South	Christianity		F	4250
Casey - South	Christianity		M	3816
Casey - South	Christianity	(Other)	F	88
Casey - South	Christianity	(Other)	M	73
Casey - South	Christianity	Anglican	F	5776
Casey - South	Christianity	Anglican	M	4685
Casey - South	Christianity	Assyrian Apostolic	F	8
Casey - South	Christianity	Assyrian Apostolic	M	5
Casey - South	Christianity	Baptist	F	1307
Casey - South	Christianity	Baptist	M	1060
Casey - South	Christianity	Brethren	F	22
Casey - South	Christianity	Brethren	M	26
Casey - South	Christianity	Catholic	F	22328
Casey - South	Christianity	Catholic	M	20710
Casey - South	Christianity	Churches Of Christ	F	145
Casey - South	Christianity	Churches Of Christ	M	111
Casey - South	Christianity	Eastern Orthodox	F	2016
Casey - South	Christianity	Eastern Orthodox	M	1965
Casey - South	Christianity	Jehovah's Witnesses	F	338
Casey - South	Christianity	Jehovah's Witnesses	M	245
Casey - South	Christianity	Latter Day Saints	F	688
Casey - South	Christianity	Latter Day Saints	M	632
Casey - South	Christianity	Lutheran	F	167
Casey - South	Christianity	Lutheran	M	138
Casey - South	Christianity	Oriental Orthodox	F	625
Casey - South	Christianity	Oriental Orthodox	M	594
Casey - South	Christianity	Pentecostal	F	2229
Casey - South	Christianity	Pentecostal	M	1999
Casey - South	Christianity	Presbyterian Reformed	F	1426
Casey - South	Christianity	Presbyterian Reformed	M	1237
Casey - South	Christianity	Protestant (Other)	F	619
Casey - South	Christianity	Protestant (Other)	M	576
Casey - South	Christianity	Salvation Army	F	100
Casey - South	Christianity	Salvation Army	M	78
Casey - South	Christianity	Seventh Day Adventist	F	450
Casey - South	Christianity	Seventh Day Adventist	M	401
Casey - South	Christianity	Uniting Church	F	1563
Casey - South	Christianity	Uniting Church	M	1168
Casey - South	Hinduism		F	8242
Casey - South	Hinduism		M	8687
Casey - South	Islam		F	11597
Casey - South	Islam		M	12245
Casey - South	Judaism		F	84
Casey - South	Judaism		M	75
Casey - South	No religion		F	30643
Casey - South	No religion		M	33066
Dandenong	(Other)		F	6004
Dandenong	(Other)		M	6881
Dandenong	(Other)	(Other)	F	422
Dandenong	(Other)	(Other)	M	426
Dandenong	(Other)	Other spiritual beliefs	F	104
Dandenong	(Other)	Other spiritual beliefs	M	85
Dandenong	(Other)	Secular beliefs	F	119
Dandenong	(Other)	Secular beliefs	M	163
Dandenong	(Other)	Sikhism	F	2305
Dandenong	(Other)	Sikhism	M	2830
Dandenong	Buddhism		F	14770
Dandenong	Buddhism		M	12687
Dandenong	Christianity		F	2663
Dandenong	Christianity		M	2382
Dandenong	Christianity	(Other)	F	56
Dandenong	Christianity	(Other)	M	45
Dandenong	Christianity	Anglican	F	3072
Dandenong	Christianity	Anglican	M	2558
Dandenong	Christianity	Assyrian Apostolic	F	13
Dandenong	Christianity	Assyrian Apostolic	M	8
Dandenong	Christianity	Baptist	F	884
Dandenong	Christianity	Baptist	M	775
Dandenong	Christianity	Brethren	F	7
Dandenong	Christianity	Brethren	M	11
Dandenong	Christianity	Catholic	F	19080
Dandenong	Christianity	Catholic	M	17710
Dandenong	Christianity	Churches Of Christ	F	134
Dandenong	Christianity	Churches Of Christ	M	143
Dandenong	Christianity	Eastern Orthodox	F	5688
Dandenong	Christianity	Eastern Orthodox	M	5337
Dandenong	Christianity	Jehovah's Witnesses	F	350
Dandenong	Christianity	Jehovah's Witnesses	M	260
Dandenong	Christianity	Latter Day Saints	F	186
Dandenong	Christianity	Latter Day Saints	M	163
Dandenong	Christianity	Lutheran	F	127
Dandenong	Christianity	Lutheran	M	102
Dandenong	Christianity	Oriental Orthodox	F	333
Dandenong	Christianity	Oriental Orthodox	M	298
Dandenong	Christianity	Pentecostal	F	1018
Dandenong	Christianity	Pentecostal	M	857
Dandenong	Christianity	Presbyterian Reformed	F	942
Dandenong	Christianity	Presbyterian Reformed	M	780
Dandenong	Christianity	Protestant (Other)	F	445
Dandenong	Christianity	Protestant (Other)	M	395
Dandenong	Christianity	Salvation Army	F	68
Dandenong	Christianity	Salvation Army	M	34
Dandenong	Christianity	Seventh Day Adventist	F	290
Dandenong	Christianity	Seventh Day Adventist	M	245
Dandenong	Christianity	Uniting Church	F	1219
Dandenong	Christianity	Uniting Church	M	948
Dandenong	Hinduism		F	4648
Dandenong	Hinduism		M	5895
Dandenong	Islam		F	10856
Dandenong	Islam		M	12705
Dandenong	Judaism		F	293
Dandenong	Judaism		M	312
Dandenong	No religion		F	19459
Dandenong	No religion		M	23029
Monash	(Other)		F	4915
Monash	(Other)		M	5531
Monash	(Other)	(Other)	F	517
Monash	(Other)	(Other)	M	460
Monash	(Other)	Other spiritual beliefs	F	133
Monash	(Other)	Other spiritual beliefs	M	113
Monash	(Other)	Secular beliefs	F	203
Monash	(Other)	Secular beliefs	M	272
Monash	(Other)	Sikhism	F	779
Monash	(Other)	Sikhism	M	886
Monash	Buddhism		F	7063
Monash	Buddhism		M	6443
Monash	Christianity		F	2641
Monash	Christianity		M	2071
Monash	Christianity	(Other)	F	69
Monash	Christianity	(Other)	M	61
Monash	Christianity	Anglican	F	4434
Monash	Christianity	Anglican	M	3468
Monash	Christianity	Assyrian Apostolic	F	17
Monash	Christianity	Assyrian Apostolic	M	15
Monash	Christianity	Baptist	F	1809
Monash	Christianity	Baptist	M	1481
Monash	Christianity	Brethren	F	9
Monash	Christianity	Brethren	M	6
Monash	Christianity	Catholic	F	16369
Monash	Christianity	Catholic	M	14771
Monash	Christianity	Churches Of Christ	F	197
Monash	Christianity	Churches Of Christ	M	167
Monash	Christianity	Eastern Orthodox	F	6686
Monash	Christianity	Eastern Orthodox	M	6162
Monash	Christianity	Jehovah's Witnesses	F	153
Monash	Christianity	Jehovah's Witnesses	M	115
Monash	Christianity	Latter Day Saints	F	93
Monash	Christianity	Latter Day Saints	M	76
Monash	Christianity	Lutheran	F	206
Monash	Christianity	Lutheran	M	178
Monash	Christianity	Oriental Orthodox	F	506
Monash	Christianity	Oriental Orthodox	M	457
Monash	Christianity	Pentecostal	F	853
Monash	Christianity	Pentecostal	M	744
Monash	Christianity	Presbyterian Reformed	F	1224
Monash	Christianity	Presbyterian Reformed	M	1031
Monash	Christianity	Protestant (Other)	F	482
Monash	Christianity	Protestant (Other)	M	448
Monash	Christianity	Salvation Army	F	71
Monash	Christianity	Salvation Army	M	43
Monash	Christianity	Seventh Day Adventist	F	128
Monash	Christianity	Seventh Day Adventist	M	107
Monash	Christianity	Uniting Church	F	2354
Monash	Christianity	Uniting Church	M	1674
Monash	Hinduism		F	6237
Monash	Hinduism		M	7498
Monash	Islam		F	2303
Monash	Islam		M	2837
Monash	Judaism		F	359
Monash	Judaism		M	303
Monash	No religion		F	30833
Monash	No religion		M	33773
Brimbank	(Other)		F	6686
Brimbank	(Other)		M	7411
Brimbank	(Other)	(Other)	F	235
Brimbank	(Other)	(Other)	M	204
Brimbank	(Other)	Other spiritual beliefs	F	116
Brimbank	(Other)	Other spiritual beliefs	M	78
Brimbank	(Other)	Secular beliefs	F	111
Brimbank	(Other)	Secular beliefs	M	157
Brimbank	(Other)	Sikhism	F	1591
Brimbank	(Other)	Sikhism	M	1977
Brimbank	Buddhism		F	11883
Brimbank	Buddhism		M	9593
Brimbank	Christianity		F	3749
Brimbank	Christianity		M	3496
Brimbank	Christianity	(Other)	F	45
Brimbank	Christianity	(Other)	M	47
Brimbank	Christianity	Anglican	F	2122
Brimbank	Christianity	Anglican	M	1867
Brimbank	Christianity	Assyrian Apostolic	F	30
Brimbank	Christianity	Assyrian Apostolic	M	24
Brimbank	Christianity	Baptist	F	1430
Brimbank	Christianity	Baptist	M	1618
Brimbank	Christianity	Catholic	F	27893
Brimbank	Christianity	Catholic	M	25987
Brimbank	Christianity	Churches Of Christ	F	48
Brimbank	Christianity	Churches Of Christ	M	45
Brimbank	Christianity	Eastern Orthodox	F	5630
Brimbank	Christianity	Eastern Orthodox	M	5435
Brimbank	Christianity	Jehovah's Witnesses	F	365
Brimbank	Christianity	Jehovah's Witnesses	M	281
Brimbank	Christianity	Latter Day Saints	F	282
Brimbank	Christianity	Latter Day Saints	M	285
Brimbank	Christianity	Lutheran	F	160
Brimbank	Christianity	Lutheran	M	121
Brimbank	Christianity	Oriental Orthodox	F	831
Brimbank	Christianity	Oriental Orthodox	M	762
Brimbank	Christianity	Pentecostal	F	967
Brimbank	Christianity	Pentecostal	M	845
Brimbank	Christianity	Presbyterian Reformed	F	546
Brimbank	Christianity	Presbyterian Reformed	M	487
Brimbank	Christianity	Protestant (Other)	F	530
Brimbank	Christianity	Protestant (Other)	M	485
Brimbank	Christianity	Salvation Army	F	68
Brimbank	Christianity	Salvation Army	M	60
Brimbank	Christianity	Seventh Day Adventist	F	158
Brimbank	Christianity	Seventh Day Adventist	M	156
Brimbank	Christianity	Uniting Church	F	775
Brimbank	Christianity	Uniting Church	M	575
Brimbank	Hinduism		F	2451
Brimbank	Hinduism		M	3562
Brimbank	Islam		F	5804
Brimbank	Islam		M	7020
Brimbank	Judaism		F	34
Brimbank	Judaism		M	38
Brimbank	No religion		F	18266
Brimbank	No religion		M	20670
Hobsons Bay	(Other)		F	2386
Hobsons Bay	(Other)		M	2632
Hobsons Bay	(Other)	(Other)	F	141
Hobsons Bay	(Other)	(Other)	M	110
Hobsons Bay	(Other)	Australian Aboriginal Traditional	F	5
Hobsons Bay	(Other)	Australian Aboriginal Traditional	M	4
Hobsons Bay	(Other)	Other spiritual beliefs	F	80
Hobsons Bay	(Other)	Other spiritual beliefs	M	66
Hobsons Bay	(Other)	Secular beliefs	F	124
Hobsons Bay	(Other)	Secular beliefs	M	192
Hobsons Bay	(Other)	Sikhism	F	131
Hobsons Bay	(Other)	Sikhism	M	160
Hobsons Bay	Buddhism		F	1141
Hobsons Bay	Buddhism		M	733
Hobsons Bay	Christianity		F	1053
Hobsons Bay	Christianity		M	906
Hobsons Bay	Christianity	(Other)	F	20
Hobsons Bay	Christianity	(Other)	M	19
Hobsons Bay	Christianity	Anglican	F	2697
Hobsons Bay	Christianity	Anglican	M	2003
Hobsons Bay	Christianity	Assyrian Apostolic	F	3
Hobsons Bay	Christianity	Assyrian Apostolic	M	3
Hobsons Bay	Christianity	Baptist	F	352
Hobsons Bay	Christianity	Baptist	M	277
Hobsons Bay	Christianity	Catholic	F	12212
Hobsons Bay	Christianity	Catholic	M	10497
Hobsons Bay	Christianity	Churches Of Christ	F	52
Hobsons Bay	Christianity	Churches Of Christ	M	52
Hobsons Bay	Christianity	Eastern Orthodox	F	2579
Hobsons Bay	Christianity	Eastern Orthodox	M	2462
Hobsons Bay	Christianity	Jehovah's Witnesses	F	109
Hobsons Bay	Christianity	Jehovah's Witnesses	M	96
Hobsons Bay	Christianity	Latter Day Saints	F	37
Hobsons Bay	Christianity	Latter Day Saints	M	40
Hobsons Bay	Christianity	Lutheran	F	207
Hobsons Bay	Christianity	Lutheran	M	135
Hobsons Bay	Christianity	Oriental Orthodox	F	94
Hobsons Bay	Christianity	Oriental Orthodox	M	82
Hobsons Bay	Christianity	Pentecostal	F	257
Hobsons Bay	Christianity	Pentecostal	M	202
Hobsons Bay	Christianity	Presbyterian Reformed	F	517
Hobsons Bay	Christianity	Presbyterian Reformed	M	374
Hobsons Bay	Christianity	Protestant (Other)	F	161
Hobsons Bay	Christianity	Protestant (Other)	M	136
Hobsons Bay	Christianity	Salvation Army	F	45
Hobsons Bay	Christianity	Salvation Army	M	32
Hobsons Bay	Christianity	Seventh Day Adventist	F	34
Hobsons Bay	Christianity	Seventh Day Adventist	M	39
Hobsons Bay	Christianity	Uniting Church	F	757
Hobsons Bay	Christianity	Uniting Church	M	530
Hobsons Bay	Hinduism		F	726
Hobsons Bay	Hinduism		M	816
Hobsons Bay	Islam		F	2092
Hobsons Bay	Islam		M	2209
Hobsons Bay	Judaism		F	53
Hobsons Bay	Judaism		M	41
Hobsons Bay	No religion		F	16350
Hobsons Bay	No religion		M	17343
Maribyrnong	(Other)		F	2625
Maribyrnong	(Other)		M	3150
Maribyrnong	(Other)	(Other)	F	154
Maribyrnong	(Other)	(Other)	M	134
Maribyrnong	(Other)	Other spiritual beliefs	F	110
Maribyrnong	(Other)	Other spiritual beliefs	M	73
Maribyrnong	(Other)	Secular beliefs	F	166
Maribyrnong	(Other)	Secular beliefs	M	244
Maribyrnong	(Other)	Sikhism	F	101
Maribyrnong	(Other)	Sikhism	M	113
Maribyrnong	Buddhism		F	3862
Maribyrnong	Buddhism		M	2971
Maribyrnong	Christianity		F	991
Maribyrnong	Christianity		M	881
Maribyrnong	Christianity	(Other)	F	11
Maribyrnong	Christianity	(Other)	M	14
Maribyrnong	Christianity	Anglican	F	1338
Maribyrnong	Christianity	Anglican	M	1099
Maribyrnong	Christianity	Baptist	F	378
Maribyrnong	Christianity	Baptist	M	371
Maribyrnong	Christianity	Catholic	F	8458
Maribyrnong	Christianity	Catholic	M	7650
Maribyrnong	Christianity	Churches Of Christ	F	49
Maribyrnong	Christianity	Churches Of Christ	M	49
Maribyrnong	Christianity	Eastern Orthodox	F	1779
Maribyrnong	Christianity	Eastern Orthodox	M	1627
Maribyrnong	Christianity	Jehovah's Witnesses	F	52
Maribyrnong	Christianity	Jehovah's Witnesses	M	45
Maribyrnong	Christianity	Latter Day Saints	F	35
Maribyrnong	Christianity	Latter Day Saints	M	28
Maribyrnong	Christianity	Lutheran	F	79
Maribyrnong	Christianity	Lutheran	M	45
Maribyrnong	Christianity	Oriental Orthodox	F	152
Maribyrnong	Christianity	Oriental Orthodox	M	166
Maribyrnong	Christianity	Pentecostal	F	220
Maribyrnong	Christianity	Pentecostal	M	182
Maribyrnong	Christianity	Presbyterian Reformed	F	294
Maribyrnong	Christianity	Presbyterian Reformed	M	234
Maribyrnong	Christianity	Protestant (Other)	F	170
Maribyrnong	Christianity	Protestant (Other)	M	160
Maribyrnong	Christianity	Salvation Army	F	14
Maribyrnong	Christianity	Salvation Army	M	11
Maribyrnong	Christianity	Seventh Day Adventist	F	48
Maribyrnong	Christianity	Seventh Day Adventist	M	38
Maribyrnong	Christianity	Uniting Church	F	416
Maribyrnong	Christianity	Uniting Church	M	321
Maribyrnong	Hinduism		F	989
Maribyrnong	Hinduism		M	1691
Maribyrnong	Islam		F	1445
Maribyrnong	Islam		M	1922
Maribyrnong	Judaism		F	62
Maribyrnong	Judaism		M	62
Maribyrnong	No religion		F	18484
Maribyrnong	No religion		M	19431
Melton - Bacchus Marsh	(Other)		F	6517
Melton - Bacchus Marsh	(Other)		M	8368
Melton - Bacchus Marsh	(Other)	(Other)	F	304
Melton - Bacchus Marsh	(Other)	(Other)	M	223
Melton - Bacchus Marsh	(Other)	Other spiritual beliefs	F	135
Melton - Bacchus Marsh	(Other)	Other spiritual beliefs	M	106
Melton - Bacchus Marsh	(Other)	Secular beliefs	F	142
Melton - Bacchus Marsh	(Other)	Secular beliefs	M	183
Melton - Bacchus Marsh	(Other)	Sikhism	F	4594
Melton - Bacchus Marsh	(Other)	Sikhism	M	5104
Melton - Bacchus Marsh	Buddhism		F	2844
Melton - Bacchus Marsh	Buddhism		M	2270
Melton - Bacchus Marsh	Christianity		F	4212
Melton - Bacchus Marsh	Christianity		M	3787
Melton - Bacchus Marsh	Christianity	(Other)	F	54
Melton - Bacchus Marsh	Christianity	(Other)	M	49
Melton - Bacchus Marsh	Christianity	Anglican	F	4966
Melton - Bacchus Marsh	Christianity	Anglican	M	3914
Melton - Bacchus Marsh	Christianity	Assyrian Apostolic	F	27
Melton - Bacchus Marsh	Christianity	Assyrian Apostolic	M	26
Melton - Bacchus Marsh	Christianity	Baptist	F	1227
Melton - Bacchus Marsh	Christianity	Baptist	M	1102
Melton - Bacchus Marsh	Christianity	Brethren	F	79
Melton - Bacchus Marsh	Christianity	Brethren	M	103
Melton - Bacchus Marsh	Christianity	Catholic	F	28076
Melton - Bacchus Marsh	Christianity	Catholic	M	25876
Melton - Bacchus Marsh	Christianity	Churches Of Christ	F	90
Melton - Bacchus Marsh	Christianity	Churches Of Christ	M	73
Melton - Bacchus Marsh	Christianity	Eastern Orthodox	F	3799
Melton - Bacchus Marsh	Christianity	Eastern Orthodox	M	3778
Melton - Bacchus Marsh	Christianity	Jehovah's Witnesses	F	457
Melton - Bacchus Marsh	Christianity	Jehovah's Witnesses	M	379
Melton - Bacchus Marsh	Christianity	Latter Day Saints	F	385
Melton - Bacchus Marsh	Christianity	Latter Day Saints	M	391
Melton - Bacchus Marsh	Christianity	Lutheran	F	272
Melton - Bacchus Marsh	Christianity	Lutheran	M	186
Melton - Bacchus Marsh	Christianity	Oriental Orthodox	F	1073
Melton - Bacchus Marsh	Christianity	Oriental Orthodox	M	1059
Melton - Bacchus Marsh	Christianity	Pentecostal	F	1387
Melton - Bacchus Marsh	Christianity	Pentecostal	M	1195
Melton - Bacchus Marsh	Christianity	Presbyterian Reformed	F	902
Melton - Bacchus Marsh	Christianity	Presbyterian Reformed	M	700
Melton - Bacchus Marsh	Christianity	Protestant (Other)	F	581
Melton - Bacchus Marsh	Christianity	Protestant (Other)	M	534
Melton - Bacchus Marsh	Christianity	Salvation Army	F	104
Melton - Bacchus Marsh	Christianity	Salvation Army	M	70
Melton - Bacchus Marsh	Christianity	Seventh Day Adventist	F	326
Melton - Bacchus Marsh	Christianity	Seventh Day Adventist	M	230
Melton - Bacchus Marsh	Christianity	Uniting Church	F	1592
Melton - Bacchus Marsh	Christianity	Uniting Church	M	1180
Melton - Bacchus Marsh	Hinduism		F	4550
Melton - Bacchus Marsh	Hinduism		M	4826
Melton - Bacchus Marsh	Islam		F	5756
Melton - Bacchus Marsh	Islam		M	5762
Melton - Bacchus Marsh	Judaism		F	32
Melton - Bacchus Marsh	Judaism		M	36
Melton - Bacchus Marsh	No religion		F	25204
Melton - Bacchus Marsh	No religion		M	27221
Wyndham	(Other)		F	9919
Wyndham	(Other)		M	11694
Wyndham	(Other)	(Other)	F	743
Wyndham	(Other)	(Other)	M	593
Wyndham	(Other)	Australian Aboriginal Traditional	M	4
Wyndham	(Other)	Other spiritual beliefs	F	179
Wyndham	(Other)	Other spiritual beliefs	M	131
Wyndham	(Other)	Secular beliefs	F	178
Wyndham	(Other)	Secular beliefs	M	285
Wyndham	(Other)	Sikhism	F	8152
Wyndham	(Other)	Sikhism	M	9967
Wyndham	Buddhism		F	4470
Wyndham	Buddhism		M	3761
Wyndham	Christianity		F	5572
Wyndham	Christianity		M	5012
Wyndham	Christianity	(Other)	F	96
Wyndham	Christianity	(Other)	M	105
Wyndham	Christianity	Anglican	F	6300
Wyndham	Christianity	Anglican	M	5397
Wyndham	Christianity	Assyrian Apostolic	F	4
Wyndham	Christianity	Assyrian Apostolic	M	4
Wyndham	Christianity	Baptist	F	2787
Wyndham	Christianity	Baptist	M	2694
Wyndham	Christianity	Brethren	F	93
Wyndham	Christianity	Brethren	M	98
Wyndham	Christianity	Catholic	F	28148
Wyndham	Christianity	Catholic	M	25724
Wyndham	Christianity	Churches Of Christ	F	184
Wyndham	Christianity	Churches Of Christ	M	161
Wyndham	Christianity	Eastern Orthodox	F	2970
Wyndham	Christianity	Eastern Orthodox	M	2983
Wyndham	Christianity	Jehovah's Witnesses	F	439
Wyndham	Christianity	Jehovah's Witnesses	M	344
Wyndham	Christianity	Latter Day Saints	F	613
Wyndham	Christianity	Latter Day Saints	M	531
Wyndham	Christianity	Lutheran	F	386
Wyndham	Christianity	Lutheran	M	370
Wyndham	Christianity	Oriental Orthodox	F	739
Wyndham	Christianity	Oriental Orthodox	M	715
Wyndham	Christianity	Pentecostal	F	2056
Wyndham	Christianity	Pentecostal	M	1808
Wyndham	Christianity	Presbyterian Reformed	F	1499
Wyndham	Christianity	Presbyterian Reformed	M	1224
Wyndham	Christianity	Protestant (Other)	F	1104
Wyndham	Christianity	Protestant (Other)	M	998
Wyndham	Christianity	Salvation Army	F	134
Wyndham	Christianity	Salvation Army	M	90
Wyndham	Christianity	Seventh Day Adventist	F	275
Wyndham	Christianity	Seventh Day Adventist	M	236
Wyndham	Christianity	Uniting Church	F	1967
Wyndham	Christianity	Uniting Church	M	1605
Wyndham	Hinduism		F	20547
Wyndham	Hinduism		M	22506
Wyndham	Islam		F	14321
Wyndham	Islam		M	14975
Wyndham	Judaism		F	53
Wyndham	Judaism		M	68
Wyndham	No religion		F	32835
Wyndham	No religion		M	35867
Frankston	(Other)		F	4745
Frankston	(Other)		M	5022
Frankston	(Other)	(Other)	F	343
Frankston	(Other)	(Other)	M	266
Frankston	(Other)	Australian Aboriginal Traditional	F	4
Frankston	(Other)	Other spiritual beliefs	F	255
Frankston	(Other)	Other spiritual beliefs	M	135
Frankston	(Other)	Secular beliefs	F	231
Frankston	(Other)	Secular beliefs	M	258
Frankston	(Other)	Sikhism	F	136
Frankston	(Other)	Sikhism	M	145
Frankston	Buddhism		F	1047
Frankston	Buddhism		M	647
Frankston	Christianity		F	2005
Frankston	Christianity		M	1630
Frankston	Christianity	(Other)	F	51
Frankston	Christianity	(Other)	M	58
Frankston	Christianity	Anglican	F	6800
Frankston	Christianity	Anglican	M	5410
Frankston	Christianity	Baptist	F	717
Frankston	Christianity	Baptist	M	609
Frankston	Christianity	Brethren	F	4
Frankston	Christianity	Catholic	F	13038
Frankston	Christianity	Catholic	M	11301
Frankston	Christianity	Churches Of Christ	F	120
Frankston	Christianity	Churches Of Christ	M	70
Frankston	Christianity	Eastern Orthodox	F	1456
Frankston	Christianity	Eastern Orthodox	M	1433
Frankston	Christianity	Jehovah's Witnesses	F	262
Frankston	Christianity	Jehovah's Witnesses	M	205
Frankston	Christianity	Latter Day Saints	F	237
Frankston	Christianity	Latter Day Saints	M	218
Frankston	Christianity	Lutheran	F	190
Frankston	Christianity	Lutheran	M	169
Frankston	Christianity	Oriental Orthodox	F	97
Frankston	Christianity	Oriental Orthodox	M	94
Frankston	Christianity	Pentecostal	F	657
Frankston	Christianity	Pentecostal	M	511
Frankston	Christianity	Presbyterian Reformed	F	1255
Frankston	Christianity	Presbyterian Reformed	M	1029
Frankston	Christianity	Protestant (Other)	F	238
Frankston	Christianity	Protestant (Other)	M	180
Frankston	Christianity	Salvation Army	F	81
Frankston	Christianity	Salvation Army	M	61
Frankston	Christianity	Seventh Day Adventist	F	126
Frankston	Christianity	Seventh Day Adventist	M	110
Frankston	Christianity	Uniting Church	F	1627
Frankston	Christianity	Uniting Church	M	1105
Frankston	Hinduism		F	708
Frankston	Hinduism		M	735
Frankston	Islam		F	563
Frankston	Islam		M	614
Frankston	Judaism		F	169
Frankston	Judaism		M	160
