SED_NAME21	MotorVehicles.min	occupied_private_dwellings
Hillarys (North Metropolitan)	0	341
Hillarys (North Metropolitan)	1	4292
Hillarys (North Metropolitan)	2	6986
Hillarys (North Metropolitan)	3	2417
Hillarys (North Metropolitan)	4	1264
Jandakot (South Metropolitan)		126
Jandakot (South Metropolitan)	0	205
Jandakot (South Metropolitan)	1	4180
Jandakot (South Metropolitan)	2	9203
Jandakot (South Metropolitan)	3	2825
Jandakot (South Metropolitan)	4	1470
Joondalup (North Metropolitan)		157
Joondalup (North Metropolitan)	0	442
Joondalup (North Metropolitan)	1	4375
Joondalup (North Metropolitan)	2	6276
Joondalup (North Metropolitan)	3	2313
Joondalup (North Metropolitan)	4	1254
Kalamunda (East Metropolitan)		120
Kalamunda (East Metropolitan)	0	317
Kalamunda (East Metropolitan)	1	3105
Kalamunda (East Metropolitan)	2	5683
Kalamunda (East Metropolitan)	3	2738
Kalamunda (East Metropolitan)	4	2118
Kalgoorlie (Mining and Pastoral)		305
Kalgoorlie (Mining and Pastoral)	0	638
Kalgoorlie (Mining and Pastoral)	1	3747
Kalgoorlie (Mining and Pastoral)	2	4467
Kalgoorlie (Mining and Pastoral)	3	1777
Kalgoorlie (Mining and Pastoral)	4	1007
Kimberley (Mining and Pastoral)		441
Kimberley (Mining and Pastoral)	0	1784
Kimberley (Mining and Pastoral)	1	3293
Kimberley (Mining and Pastoral)	2	2844
Kimberley (Mining and Pastoral)	3	1107
Kimberley (Mining and Pastoral)	4	625
Kingsley (North Metropolitan)		109
Kingsley (North Metropolitan)	0	438
Kingsley (North Metropolitan)	1	4455
Kingsley (North Metropolitan)	2	6796
Kingsley (North Metropolitan)	3	2267
Kingsley (North Metropolitan)	4	1272
Kwinana (South Metropolitan)		213
Kwinana (South Metropolitan)	0	689
Kwinana (South Metropolitan)	1	5521
Kwinana (South Metropolitan)	2	7055
Kwinana (South Metropolitan)	3	2223
Kwinana (South Metropolitan)	4	1200
Landsdale (North Metropolitan)		137
Landsdale (North Metropolitan)	0	277
Landsdale (North Metropolitan)	1	3803
Landsdale (North Metropolitan)	2	7307
Landsdale (North Metropolitan)	3	2692
Landsdale (North Metropolitan)	4	1486
Mandurah (South West)		317
Mandurah (South West)	0	1246
Mandurah (South West)	1	7595
Mandurah (South West)	2	6076
Mandurah (South West)	3	1993
Mandurah (South West)	4	967
Maylands (East Metropolitan)		234
Maylands (East Metropolitan)	0	1486
Maylands (East Metropolitan)	1	8103
Maylands (East Metropolitan)	2	6430
Maylands (East Metropolitan)	3	1444
Maylands (East Metropolitan)	4	684
Midland (East Metropolitan)		262
Midland (East Metropolitan)	0	1115
Midland (East Metropolitan)	1	6351
Midland (East Metropolitan)	2	6644
Midland (East Metropolitan)	3	2312
Midland (East Metropolitan)	4	1299
Mirrabooka (East Metropolitan)		343
Mirrabooka (East Metropolitan)	0	1118
Mirrabooka (East Metropolitan)	1	6075
Mirrabooka (East Metropolitan)	2	5853
Mirrabooka (East Metropolitan)	3	2182
Mirrabooka (East Metropolitan)	4	1279
Moore (Agricultural)		338
Moore (Agricultural)	0	310
Moore (Agricultural)	1	3604
Moore (Agricultural)	2	5100
Moore (Agricultural)	3	2526
Moore (Agricultural)	4	1913
Morley (East Metropolitan)		229
Morley (East Metropolitan)	0	947
Morley (East Metropolitan)	1	6504
Morley (East Metropolitan)	2	6836
Morley (East Metropolitan)	3	2079
Morley (East Metropolitan)	4	1107
Mount Lawley (East Metropolitan)		197
Mount Lawley (East Metropolitan)	0	1332
Mount Lawley (East Metropolitan)	1	7747
Mount Lawley (East Metropolitan)	2	6106
Mount Lawley (East Metropolitan)	3	1580
Mount Lawley (East Metropolitan)	4	828
Murray-Wellington (South West)		255
Murray-Wellington (South West)	0	388
Murray-Wellington (South West)	1	4496
Murray-Wellington (South West)	2	6034
Murray-Wellington (South West)	3	2711
Murray-Wellington (South West)	4	1829
Nedlands (North Metropolitan)		161
Nedlands (North Metropolitan)	0	1520
Nedlands (North Metropolitan)	1	8087
Nedlands (North Metropolitan)	2	6169
Nedlands (North Metropolitan)	3	1603
Nedlands (North Metropolitan)	4	712
North West Central (Mining and Pastoral)		216
North West Central (Mining and Pastoral)	0	557
North West Central (Mining and Pastoral)	1	2304
North West Central (Mining and Pastoral)	2	2136
North West Central (Mining and Pastoral)	3	743
North West Central (Mining and Pastoral)	4	503
Perth (North Metropolitan)		266
Perth (North Metropolitan)	0	3430
Perth (North Metropolitan)	1	11820
Perth (North Metropolitan)	2	6094
Perth (North Metropolitan)	3	1238
Perth (North Metropolitan)	4	459
Pilbara (Mining and Pastoral)		275
Pilbara (Mining and Pastoral)	0	615
Pilbara (Mining and Pastoral)	1	3543
Pilbara (Mining and Pastoral)	2	5338
Pilbara (Mining and Pastoral)	3	2011
Pilbara (Mining and Pastoral)	4	984
Riverton (South Metropolitan)		132
Riverton (South Metropolitan)	0	449
Riverton (South Metropolitan)	1	4542
Riverton (South Metropolitan)	2	6982
Riverton (South Metropolitan)	3	2261
Riverton (South Metropolitan)	4	1117
Rockingham (South Metropolitan)		265
Rockingham (South Metropolitan)	0	1135
Rockingham (South Metropolitan)	1	6860
Rockingham (South Metropolitan)	2	5677
Rockingham (South Metropolitan)	3	1885
Rockingham (South Metropolitan)	4	889
Roe (Agricultural)		283
Roe (Agricultural)	0	606
Roe (Agricultural)	1	4114
Roe (Agricultural)	2	4957
Roe (Agricultural)	3	2146
Roe (Agricultural)	4	1711
Scarborough (North Metropolitan)		214
Scarborough (North Metropolitan)	0	903
Scarborough (North Metropolitan)	1	7256
Scarborough (North Metropolitan)	2	7607
Scarborough (North Metropolitan)	3	1819
Scarborough (North Metropolitan)	4	803
South Perth (South Metropolitan)		169
South Perth (South Metropolitan)	0	981
South Perth (South Metropolitan)	1	7346
South Perth (South Metropolitan)	2	6609
South Perth (South Metropolitan)	3	1779
South Perth (South Metropolitan)	4	750
Southern River (South Metropolitan)		186
Southern River (South Metropolitan)	0	399
Southern River (South Metropolitan)	1	4549
Southern River (South Metropolitan)	2	7044
Southern River (South Metropolitan)	3	2712
Southern River (South Metropolitan)	4	1504
Swan Hills (East Metropolitan)		190
Swan Hills (East Metropolitan)	0	267
Swan Hills (East Metropolitan)	1	3876
Swan Hills (East Metropolitan)	2	6472
Swan Hills (East Metropolitan)	3	2841
Swan Hills (East Metropolitan)	4	2087
Thornlie (East Metropolitan)		245
Thornlie (East Metropolitan)	0	1019
Thornlie (East Metropolitan)	1	6246
Thornlie (East Metropolitan)	2	6349
Thornlie (East Metropolitan)	3	2278
Thornlie (East Metropolitan)	4	1299
Vasse (South West)		253
Vasse (South West)	0	473
Vasse (South West)	1	5348
Vasse (South West)	2	6589
Vasse (South West)	3	2290
Vasse (South West)	4	1217
Victoria Park (South Metropolitan)		293
Victoria Park (South Metropolitan)	0	1824
Victoria Park (South Metropolitan)	1	8330
Victoria Park (South Metropolitan)	2	6459
Victoria Park (South Metropolitan)	3	1812
Victoria Park (South Metropolitan)	4	848
Wanneroo (North Metropolitan)		191
Wanneroo (North Metropolitan)	0	535
Wanneroo (North Metropolitan)	1	4984
Wanneroo (North Metropolitan)	2	6994
Wanneroo (North Metropolitan)	3	2626
Wanneroo (North Metropolitan)	4	1637
Warnbro (South Metropolitan)		196
Warnbro (South Metropolitan)	0	421
Warnbro (South Metropolitan)	1	4741
Warnbro (South Metropolitan)	2	6996
Warnbro (South Metropolitan)	3	2662
Warnbro (South Metropolitan)	4	1441
Warren-Blackwood (South West)		281
Warren-Blackwood (South West)	0	504
Warren-Blackwood (South West)	1	5128
Warren-Blackwood (South West)	2	6434
Warren-Blackwood (South West)	3	2493
Warren-Blackwood (South West)	4	1460
West Swan (East Metropolitan)		164
West Swan (East Metropolitan)	0	410
West Swan (East Metropolitan)	1	5054
West Swan (East Metropolitan)	2	7702
West Swan (East Metropolitan)	3	2679
West Swan (East Metropolitan)	4	1589
Willagee (South Metropolitan)		224
Willagee (South Metropolitan)	0	923
Willagee (South Metropolitan)	1	5396
Willagee (South Metropolitan)	2	6040
Willagee (South Metropolitan)	3	2000
Willagee (South Metropolitan)	4	1085
Bass (Launceston)		145
Bass (Launceston)	0	741
Bass (Launceston)	1	3956
Bass (Launceston)	2	3378
Bass (Launceston)	3	1142
Bass (Launceston)	4	578
Bass (McIntyre)		81
Bass (McIntyre)	0	123
Bass (McIntyre)	1	1004
Bass (McIntyre)	2	1079
Bass (McIntyre)	3	510
Bass (McIntyre)	4	381
Bass (Rosevears)		202
Bass (Rosevears)	0	601
Bass (Rosevears)	1	4977
Bass (Rosevears)	2	5560
Bass (Rosevears)	3	2246
Bass (Rosevears)	4	1393
Bass (Windermere)		429
Bass (Windermere)	0	1278
Bass (Windermere)	1	5434
Bass (Windermere)	2	5067
Bass (Windermere)	3	2041
Bass (Windermere)	4	1257
Braddon (Mersey)		241
Braddon (Mersey)	0	951
Braddon (Mersey)	1	5585
Braddon (Mersey)	2	5554
Braddon (Mersey)	3	2108
Braddon (Mersey)	4	1219
Braddon (Montgomery)		229
Braddon (Montgomery)	0	654
Braddon (Montgomery)	1	4395
Braddon (Montgomery)	2	4731
Braddon (Montgomery)	3	1919
Braddon (Montgomery)	4	1276
Braddon (Murchison)		258
Braddon (Murchison)	0	1018
Braddon (Murchison)	1	5721
Braddon (Murchison)	2	5367
Braddon (Murchison)	3	2074
Braddon (Murchison)	4	1126
Clark (Derwent)		108
Clark (Derwent)	0	500
Clark (Derwent)	1	2375
Clark (Derwent)	2	2092
Clark (Derwent)	3	820
Clark (Derwent)	4	560
Clark (Elwick)		250
Clark (Elwick)	0	1499
Clark (Elwick)	1	5747
Clark (Elwick)	2	4588
Clark (Elwick)	3	1647
Clark (Elwick)	4	925
Clark (Hobart)		142
Clark (Hobart)	0	1504
Clark (Hobart)	1	6192
Clark (Hobart)	2	4612
Clark (Hobart)	3	1343
Clark (Hobart)	4	650
Clark (Huon)	1	20
Clark (Huon)	2	54
Clark (Huon)	3	22
Clark (Huon)	4	30
Clark (Nelson)		71
Clark (Nelson)	0	516
Clark (Nelson)	1	2973
Clark (Nelson)	2	2809
Clark (Nelson)	3	986
Clark (Nelson)	4	554
Franklin (Huon)		178
Franklin (Huon)	0	315
Franklin (Huon)	1	3866
Franklin (Huon)	2	5482
Franklin (Huon)	3	2214
Franklin (Huon)	4	1464
Franklin (Nelson)		58
Franklin (Nelson)	0	354
Franklin (Nelson)	1	2438
Franklin (Nelson)	2	2309
Franklin (Nelson)	3	716
Franklin (Nelson)	4	377
Franklin (Pembroke)		142
Franklin (Pembroke)	0	839
Franklin (Pembroke)	1	4778
Franklin (Pembroke)	2	4805
Franklin (Pembroke)	3	1530
Franklin (Pembroke)	4	836
Franklin (Rumney)		112
Franklin (Rumney)	0	419
Franklin (Rumney)	1	2923
Franklin (Rumney)	2	3822
Franklin (Rumney)	3	1589
Franklin (Rumney)	4	1092
Lyons (Derwent)		175
Lyons (Derwent)	0	636
Lyons (Derwent)	1	2584
Lyons (Derwent)	2	2598
Lyons (Derwent)	3	1300
Lyons (Derwent)	4	888
Lyons (Launceston)		40
Lyons (Launceston)	0	182
Lyons (Launceston)	1	1286
Lyons (Launceston)	2	1557
Lyons (Launceston)	3	636
Lyons (Launceston)	4	436
Lyons (McIntyre)		210
Lyons (McIntyre)	0	425
Lyons (McIntyre)	1	3874
Lyons (McIntyre)	2	4544
Lyons (McIntyre)	3	2090
Lyons (McIntyre)	4	1348
Lyons (Montgomery)		22
Lyons (Montgomery)	0	51
Lyons (Montgomery)	1	479
Lyons (Montgomery)	2	724
Lyons (Montgomery)	3	358
Lyons (Montgomery)	4	280
Lyons (Prosser)		210
Lyons (Prosser)	0	368
Lyons (Prosser)	1	3959
Lyons (Prosser)	2	5032
Lyons (Prosser)	3	2284
Lyons (Prosser)	4	1709
Lyons (Rumney)		32
Lyons (Rumney)	0	65
Lyons (Rumney)	1	1113
Lyons (Rumney)	2	1538
Lyons (Rumney)	3	654
Lyons (Rumney)	4	428
Arafura		51
Arafura	0	919
Arafura	1	565
Arafura	2	195
Arafura	3	57
Arafura	4	23
Araluen		60
Araluen	0	242
Araluen	1	1215
Araluen	2	1242
Araluen	3	443
Araluen	4	201
Arnhem		49
Arnhem	0	635
Arnhem	1	580
Arnhem	2	400
Arnhem	3	89
Arnhem	4	41
Barkly		91
Barkly	0	659
Barkly	1	772
Barkly	2	353
Barkly	3	99
Barkly	4	88
Blain		77
Blain	0	156
Blain	1	895
Blain	2	1144
Blain	3	425
Blain	4	143
Braitling		93
Braitling	0	247
Braitling	1	1145
Braitling	2	1051
Braitling	3	415
Braitling	4	170
Brennan		35
Brennan	0	66
Brennan	1	899
Brennan	2	1372
Brennan	3	436
Brennan	4	149
Casuarina		49
Casuarina	0	139
Casuarina	1	892
Casuarina	2	1201
Casuarina	3	417
Casuarina	4	195
Daly		77
Daly	0	471
Daly	1	821
Daly	2	742
Daly	3	307
Daly	4	205
Drysdale		100
Drysdale	0	256
Drysdale	1	1103
Drysdale	2	1009
Drysdale	3	321
Drysdale	4	144
Fannie Bay		39
Fannie Bay	0	237
Fannie Bay	1	1255
Fannie Bay	2	1122
Fannie Bay	3	317
Fannie Bay	4	170
Fong Lim		72
Fong Lim	0	158
Fong Lim	1	1074
Fong Lim	2	1227
Fong Lim	3	360
Fong Lim	4	154
Goyder		93
Goyder	0	48
Goyder	1	629
Goyder	2	1049
Goyder	3	604
Goyder	4	567
Gwoja		80
Gwoja	0	656
Gwoja	1	763
Gwoja	2	198
Gwoja	3	63
Gwoja	4	35
Johnston		70
Johnston	0	220
Johnston	1	1143
Johnston	2	1099
Johnston	3	373
Johnston	4	197
Karama		107
Karama	0	250
Karama	1	878
Karama	2	916
Karama	3	382
Karama	4	196
Katherine		148
Katherine	0	206
Katherine	1	839
Katherine	2	871
Katherine	3	350
Katherine	4	212
Mulka		64
Mulka	0	510
Mulka	1	597
Mulka	2	455
Mulka	3	111
Mulka	4	42
Namatjira		88
Namatjira	0	515
Namatjira	1	1070
Namatjira	2	792
Namatjira	3	287
Namatjira	4	227
Nelson		51
Nelson	0	49
Nelson	1	539
Nelson	2	986
Nelson	3	521
Nelson	4	487
Nightcliff		63
Nightcliff	0	285
Nightcliff	1	1438
Nightcliff	2	1188
Nightcliff	3	336
Nightcliff	4	165
Port Darwin		92
Port Darwin	0	416
Port Darwin	1	2210
Port Darwin	2	1344
Port Darwin	3	253
Port Darwin	4	107
Sanderson		42
Sanderson	0	119
Sanderson	1	856
Sanderson	2	1133
Sanderson	3	375
Sanderson	4	176
Spillett		36
Spillett	0	56
Spillett	1	973
Spillett	2	1830
Spillett	3	548
Spillett	4	236
Wanguri		33
Wanguri	0	109
Wanguri	1	801
Wanguri	2	1433
Wanguri	3	504
Wanguri	4	231
Brindabella		266
Brindabella	0	1124
Brindabella	1	9801
Brindabella	2	12407
Brindabella	3	4429
Brindabella	4	2433
Ginninderra		311
Ginninderra	0	1885
Ginninderra	1	13858
Ginninderra	2	13706
Ginninderra	3	3908
Ginninderra	4	1977
Kurrajong		291
Kurrajong	0	3417
Kurrajong	1	17349
Kurrajong	2	10429
Kurrajong	3	2467
Kurrajong	4	1049
Murrumbidgee		298
Murrumbidgee	0	1710
Murrumbidgee	1	13036
Murrumbidgee	2	13434
Murrumbidgee	3	3494
Murrumbidgee	4	1757
Yerrabi		320
Yerrabi	0	1138
Yerrabi	1	11397
Yerrabi	2	14656
Yerrabi	3	3994
Yerrabi	4	2054
Unclassified (OT)		61
Unclassified (OT)	0	62
Unclassified (OT)	1	558
Unclassified (OT)	2	524
Unclassified (OT)	3	208
Unclassified (OT)	4	115
