SED_NAME21	DwellingStructure	DwellingSubtype	NumberBedrooms.min	occupied_private_dwellings
Pine Rivers	Flat/apartment	Attached to a house	5	9
Pine Rivers	Flat/apartment	Attached to a house	6	3
Pine Rivers	Separate house			135
Pine Rivers	Separate house		0	23
Pine Rivers	Separate house		1	120
Pine Rivers	Separate house		2	490
Pine Rivers	Separate house		3	5651
Pine Rivers	Separate house		4	7556
Pine Rivers	Separate house		5	1879
Pine Rivers	Separate house		6	566
Pumicestone				4
Pumicestone			1	9
Pumicestone			2	15
Pumicestone			3	9
Pumicestone			4	9
Pumicestone		1 storey		38
Pumicestone		1 storey	0	11
Pumicestone		1 storey	1	75
Pumicestone		1 storey	2	634
Pumicestone		1 storey	3	710
Pumicestone		1 storey	4	47
Pumicestone		2 storeys or more		26
Pumicestone		2 storeys or more	0	4
Pumicestone		2 storeys or more	1	153
Pumicestone		2 storeys or more	2	469
Pumicestone		2 storeys or more	3	349
Pumicestone		2 storeys or more	4	27
Pumicestone		2 storeys or more	5	7
Pumicestone		2 storeys or more	6	3
Pumicestone	(Other)			28
Pumicestone	(Other)		0	52
Pumicestone	(Other)		1	295
Pumicestone	(Other)		2	121
Pumicestone	(Other)		3	24
Pumicestone	(Other)		4	12
Pumicestone	(Other)		6	4
Pumicestone	Flat/apartment	1 or 2 storey block		25
Pumicestone	Flat/apartment	1 or 2 storey block	0	4
Pumicestone	Flat/apartment	1 or 2 storey block	1	129
Pumicestone	Flat/apartment	1 or 2 storey block	2	267
Pumicestone	Flat/apartment	1 or 2 storey block	3	107
Pumicestone	Flat/apartment	1 or 2 storey block	4	9
Pumicestone	Flat/apartment	3 storey block	1	15
Pumicestone	Flat/apartment	3 storey block	2	133
Pumicestone	Flat/apartment	3 storey block	3	40
Pumicestone	Flat/apartment	4-8 storey block	0	5
Pumicestone	Flat/apartment	4-8 storey block	2	86
Pumicestone	Flat/apartment	4-8 storey block	3	47
Pumicestone	Flat/apartment	Attached to a house	1	6
Pumicestone	Flat/apartment	Attached to a house	2	29
Pumicestone	Flat/apartment	Attached to a house	3	23
Pumicestone	Flat/apartment	Attached to a house	5	3
Pumicestone	Flat/apartment	Attached to a house	6	4
Pumicestone	Separate house			218
Pumicestone	Separate house		0	25
Pumicestone	Separate house		1	120
Pumicestone	Separate house		2	1650
Pumicestone	Separate house		3	6639
Pumicestone	Separate house		4	7140
Pumicestone	Separate house		5	1011
Pumicestone	Separate house		6	255
Redcliffe				5
Redcliffe			0	4
Redcliffe			1	20
Redcliffe			2	9
Redcliffe			3	12
Redcliffe		1 storey		29
Redcliffe		1 storey	0	8
Redcliffe		1 storey	1	84
Redcliffe		1 storey	2	570
Redcliffe		1 storey	3	140
Redcliffe		1 storey	4	28
Redcliffe		2 storeys or more		13
Redcliffe		2 storeys or more	0	3
Redcliffe		2 storeys or more	1	102
Redcliffe		2 storeys or more	2	365
Redcliffe		2 storeys or more	3	608
Redcliffe		2 storeys or more	4	39
Redcliffe	(Other)			17
Redcliffe	(Other)		0	40
Redcliffe	(Other)		1	87
Redcliffe	(Other)		2	35
Redcliffe	(Other)		3	11
Redcliffe	(Other)		4	8
Redcliffe	Flat/apartment	1 or 2 storey block		59
Redcliffe	Flat/apartment	1 or 2 storey block	0	28
Redcliffe	Flat/apartment	1 or 2 storey block	1	545
Redcliffe	Flat/apartment	1 or 2 storey block	2	1079
Redcliffe	Flat/apartment	1 or 2 storey block	3	332
Redcliffe	Flat/apartment	1 or 2 storey block	4	39
Redcliffe	Flat/apartment	1 or 2 storey block	5	6
Redcliffe	Flat/apartment	3 storey block		18
Redcliffe	Flat/apartment	3 storey block	0	19
Redcliffe	Flat/apartment	3 storey block	1	90
Redcliffe	Flat/apartment	3 storey block	2	402
Redcliffe	Flat/apartment	3 storey block	3	280
Redcliffe	Flat/apartment	3 storey block	4	5
Redcliffe	Flat/apartment	4-8 storey block		24
Redcliffe	Flat/apartment	4-8 storey block	0	8
Redcliffe	Flat/apartment	4-8 storey block	1	63
Redcliffe	Flat/apartment	4-8 storey block	2	501
Redcliffe	Flat/apartment	4-8 storey block	3	562
Redcliffe	Flat/apartment	4-8 storey block	4	13
Redcliffe	Flat/apartment	9 or more storey block		4
Redcliffe	Flat/apartment	9 or more storey block	0	25
Redcliffe	Flat/apartment	9 or more storey block	1	41
Redcliffe	Flat/apartment	9 or more storey block	2	274
Redcliffe	Flat/apartment	9 or more storey block	3	539
Redcliffe	Flat/apartment	9 or more storey block	4	8
Redcliffe	Flat/apartment	Attached to a house	1	6
Redcliffe	Flat/apartment	Attached to a house	2	12
Redcliffe	Flat/apartment	Attached to a house	3	5
Redcliffe	Flat/apartment	Attached to a house	4	3
Redcliffe	Flat/apartment	Attached to a house	5	4
Redcliffe	Separate house			172
Redcliffe	Separate house		0	25
Redcliffe	Separate house		1	169
Redcliffe	Separate house		2	1784
Redcliffe	Separate house		3	7166
Redcliffe	Separate house		4	4473
Redcliffe	Separate house		5	1104
Redcliffe	Separate house		6	199
Redlands			0	3
Redlands			1	11
Redlands			2	8
Redlands			3	6
Redlands			4	4
Redlands		1 storey		23
Redlands		1 storey	0	32
Redlands		1 storey	1	158
Redlands		1 storey	2	554
Redlands		1 storey	3	363
Redlands		1 storey	4	66
Redlands		1 storey	6	5
Redlands		2 storeys or more		3
Redlands		2 storeys or more	2	50
Redlands		2 storeys or more	3	455
Redlands		2 storeys or more	4	63
Redlands	(Other)		0	10
Redlands	(Other)		1	10
Redlands	(Other)		2	5
Redlands	Flat/apartment	1 or 2 storey block		4
Redlands	Flat/apartment	1 or 2 storey block	1	32
Redlands	Flat/apartment	1 or 2 storey block	2	105
Redlands	Flat/apartment	1 or 2 storey block	3	84
Redlands	Flat/apartment	1 or 2 storey block	5	3
Redlands	Flat/apartment	3 storey block	2	28
Redlands	Flat/apartment	3 storey block	3	14
Redlands	Flat/apartment	4-8 storey block	1	6
Redlands	Flat/apartment	4-8 storey block	2	21
Redlands	Flat/apartment	4-8 storey block	3	17
Redlands	Flat/apartment	Attached to a house	1	4
Redlands	Flat/apartment	Attached to a house	2	6
Redlands	Flat/apartment	Attached to a house	4	3
Redlands	Separate house			242
Redlands	Separate house		0	43
Redlands	Separate house		1	289
Redlands	Separate house		2	1965
Redlands	Separate house		3	5451
Redlands	Separate house		4	8191
Redlands	Separate house		5	1588
Redlands	Separate house		6	289
Rockhampton				7
Rockhampton			0	8
Rockhampton			1	11
Rockhampton			2	7
Rockhampton			3	9
Rockhampton			4	4
Rockhampton			5	3
Rockhampton		1 storey		33
Rockhampton		1 storey	0	9
Rockhampton		1 storey	1	65
Rockhampton		1 storey	2	662
Rockhampton		1 storey	3	238
Rockhampton		1 storey	4	28
Rockhampton		2 storeys or more		13
Rockhampton		2 storeys or more	0	10
Rockhampton		2 storeys or more	1	140
Rockhampton		2 storeys or more	2	202
Rockhampton		2 storeys or more	3	113
Rockhampton		2 storeys or more	4	15
Rockhampton		2 storeys or more	5	3
Rockhampton	(Other)			5
Rockhampton	(Other)		0	7
Rockhampton	(Other)		1	30
Rockhampton	(Other)		2	12
Rockhampton	(Other)		3	7
Rockhampton	(Other)		4	7
Rockhampton	Flat/apartment	1 or 2 storey block		26
Rockhampton	Flat/apartment	1 or 2 storey block	0	13
Rockhampton	Flat/apartment	1 or 2 storey block	1	200
Rockhampton	Flat/apartment	1 or 2 storey block	2	505
Rockhampton	Flat/apartment	1 or 2 storey block	3	153
Rockhampton	Flat/apartment	1 or 2 storey block	4	22
Rockhampton	Flat/apartment	1 or 2 storey block	6	5
Rockhampton	Flat/apartment	3 storey block	2	12
Rockhampton	Flat/apartment	3 storey block	3	7
Rockhampton	Flat/apartment	4-8 storey block	2	8
Rockhampton	Flat/apartment	4-8 storey block	3	8
Rockhampton	Flat/apartment	9 or more storey block	1	14
Rockhampton	Flat/apartment	9 or more storey block	2	52
Rockhampton	Flat/apartment	9 or more storey block	3	35
Rockhampton	Flat/apartment	Attached to a house	1	7
Rockhampton	Flat/apartment	Attached to a house	2	3
Rockhampton	Flat/apartment	Attached to a house	3	11
Rockhampton	Separate house			290
Rockhampton	Separate house		0	31
Rockhampton	Separate house		1	265
Rockhampton	Separate house		2	2424
Rockhampton	Separate house		3	8182
Rockhampton	Separate house		4	4998
Rockhampton	Separate house		5	840
Rockhampton	Separate house		6	211
Sandgate				3
Sandgate			1	3
Sandgate			2	5
Sandgate			3	11
Sandgate			4	5
Sandgate		1 storey		44
Sandgate		1 storey	0	4
Sandgate		1 storey	1	97
Sandgate		1 storey	2	334
Sandgate		1 storey	3	588
Sandgate		1 storey	4	8
Sandgate		2 storeys or more		26
Sandgate		2 storeys or more	0	4
Sandgate		2 storeys or more	1	116
Sandgate		2 storeys or more	2	410
Sandgate		2 storeys or more	3	1078
Sandgate		2 storeys or more	4	85
Sandgate	(Other)			109
Sandgate	(Other)		1	20
Sandgate	(Other)		3	3
Sandgate	Flat/apartment		0	3
Sandgate	Flat/apartment	1 or 2 storey block		32
Sandgate	Flat/apartment	1 or 2 storey block	0	14
Sandgate	Flat/apartment	1 or 2 storey block	1	264
Sandgate	Flat/apartment	1 or 2 storey block	2	204
Sandgate	Flat/apartment	1 or 2 storey block	3	257
Sandgate	Flat/apartment	1 or 2 storey block	4	12
Sandgate	Flat/apartment	3 storey block		36
Sandgate	Flat/apartment	3 storey block	0	15
Sandgate	Flat/apartment	3 storey block	1	41
Sandgate	Flat/apartment	3 storey block	2	75
Sandgate	Flat/apartment	3 storey block	3	18
Sandgate	Flat/apartment	4-8 storey block	0	14
Sandgate	Flat/apartment	4-8 storey block	1	37
Sandgate	Flat/apartment	4-8 storey block	2	33
Sandgate	Flat/apartment	4-8 storey block	3	6
Sandgate	Flat/apartment	Attached to a house	1	4
Sandgate	Flat/apartment	Attached to a house	2	13
Sandgate	Flat/apartment	Attached to a house	4	3
Sandgate	Separate house			176
Sandgate	Separate house		0	12
Sandgate	Separate house		1	112
Sandgate	Separate house		2	1379
Sandgate	Separate house		3	7461
Sandgate	Separate house		4	5889
Sandgate	Separate house		5	1099
Sandgate	Separate house		6	212
Scenic Rim				5
Scenic Rim			1	9
Scenic Rim			2	4
Scenic Rim			3	9
Scenic Rim			4	11
Scenic Rim			5	5
Scenic Rim			6	3
Scenic Rim		1 storey		21
Scenic Rim		1 storey	0	20
Scenic Rim		1 storey	1	94
Scenic Rim		1 storey	2	368
Scenic Rim		1 storey	3	178
Scenic Rim		1 storey	4	17
Scenic Rim		1 storey	5	3
Scenic Rim		2 storeys or more		7
Scenic Rim		2 storeys or more	0	10
Scenic Rim		2 storeys or more	1	17
Scenic Rim		2 storeys or more	2	89
Scenic Rim		2 storeys or more	3	111
Scenic Rim		2 storeys or more	4	3
Scenic Rim	(Other)			11
Scenic Rim	(Other)		0	32
Scenic Rim	(Other)		1	121
Scenic Rim	(Other)		2	56
Scenic Rim	(Other)		3	33
Scenic Rim	(Other)		4	20
Scenic Rim	(Other)		6	4
Scenic Rim	Flat/apartment	1 or 2 storey block	2	25
Scenic Rim	Flat/apartment	1 or 2 storey block	3	9
Scenic Rim	Flat/apartment	3 storey block	1	3
Scenic Rim	Flat/apartment	3 storey block	2	10
Scenic Rim	Flat/apartment	Attached to a house	1	6
Scenic Rim	Flat/apartment	Attached to a house	2	10
Scenic Rim	Flat/apartment	Attached to a house	3	3
Scenic Rim	Separate house			276
Scenic Rim	Separate house		0	54
Scenic Rim	Separate house		1	318
Scenic Rim	Separate house		2	1612
Scenic Rim	Separate house		3	7031
Scenic Rim	Separate house		4	6444
Scenic Rim	Separate house		5	1509
Scenic Rim	Separate house		6	498
South Brisbane				14
South Brisbane			0	7
South Brisbane			1	29
South Brisbane			2	41
South Brisbane			3	13
South Brisbane			4	3
South Brisbane			6	3
South Brisbane		1 storey	0	7
South Brisbane		1 storey	1	20
South Brisbane		1 storey	2	30
South Brisbane		1 storey	3	9
South Brisbane		1 storey	4	10
South Brisbane		1 storey	5	5
South Brisbane		2 storeys or more		13
South Brisbane		2 storeys or more	0	7
South Brisbane		2 storeys or more	1	51
South Brisbane		2 storeys or more	2	252
South Brisbane		2 storeys or more	3	390
South Brisbane		2 storeys or more	4	62
South Brisbane		2 storeys or more	5	11
South Brisbane		2 storeys or more	6	8
South Brisbane	(Other)		0	10
South Brisbane	(Other)		1	17
South Brisbane	(Other)		2	13
South Brisbane	(Other)		3	9
South Brisbane	Flat/apartment	1 or 2 storey block		53
South Brisbane	Flat/apartment	1 or 2 storey block	0	108
South Brisbane	Flat/apartment	1 or 2 storey block	1	1010
South Brisbane	Flat/apartment	1 or 2 storey block	2	1051
South Brisbane	Flat/apartment	1 or 2 storey block	3	221
South Brisbane	Flat/apartment	1 or 2 storey block	4	45
South Brisbane	Flat/apartment	1 or 2 storey block	5	16
South Brisbane	Flat/apartment	1 or 2 storey block	6	17
South Brisbane	Flat/apartment	3 storey block		65
South Brisbane	Flat/apartment	3 storey block	0	88
South Brisbane	Flat/apartment	3 storey block	1	740
South Brisbane	Flat/apartment	3 storey block	2	1832
South Brisbane	Flat/apartment	3 storey block	3	400
South Brisbane	Flat/apartment	3 storey block	4	28
South Brisbane	Flat/apartment	3 storey block	5	3
South Brisbane	Flat/apartment	3 storey block	6	5
South Brisbane	Flat/apartment	4-8 storey block		100
South Brisbane	Flat/apartment	4-8 storey block	0	33
South Brisbane	Flat/apartment	4-8 storey block	1	1452
South Brisbane	Flat/apartment	4-8 storey block	2	3166
South Brisbane	Flat/apartment	4-8 storey block	3	1015
South Brisbane	Flat/apartment	4-8 storey block	4	70
South Brisbane	Flat/apartment	4-8 storey block	5	15
South Brisbane	Flat/apartment	9 or more storey block		95
South Brisbane	Flat/apartment	9 or more storey block	0	154
South Brisbane	Flat/apartment	9 or more storey block	1	3004
South Brisbane	Flat/apartment	9 or more storey block	2	4611
South Brisbane	Flat/apartment	9 or more storey block	3	1000
South Brisbane	Flat/apartment	9 or more storey block	4	113
South Brisbane	Flat/apartment	9 or more storey block	5	5
South Brisbane	Flat/apartment	9 or more storey block	6	7
South Brisbane	Flat/apartment	Attached to a house	2	6
South Brisbane	Flat/apartment	Attached to a house	4	7
South Brisbane	Flat/apartment	Attached to a house	5	3
South Brisbane	Separate house			68
South Brisbane	Separate house		0	26
South Brisbane	Separate house		1	150
South Brisbane	Separate house		2	746
South Brisbane	Separate house		3	2483
South Brisbane	Separate house		4	1645
South Brisbane	Separate house		5	746
South Brisbane	Separate house		6	292
Southern Downs				13
Southern Downs			0	6
Southern Downs			1	9
Southern Downs			2	21
Southern Downs			3	32
Southern Downs			4	9
Southern Downs			5	8
Southern Downs			6	7
Southern Downs		1 storey		34
Southern Downs		1 storey	1	120
Southern Downs		1 storey	2	697
Southern Downs		1 storey	3	184
Southern Downs		1 storey	4	19
Southern Downs		1 storey	5	4
Southern Downs		1 storey	6	3
Southern Downs		2 storeys or more		4
Southern Downs		2 storeys or more	1	8
Southern Downs		2 storeys or more	2	44
Southern Downs		2 storeys or more	3	31
Southern Downs		2 storeys or more	4	6
Southern Downs		2 storeys or more	5	5
Southern Downs	(Other)			14
Southern Downs	(Other)		0	32
Southern Downs	(Other)		1	70
Southern Downs	(Other)		2	16
Southern Downs	(Other)		3	27
Southern Downs	(Other)		4	18
Southern Downs	(Other)		6	3
Southern Downs	Flat/apartment	1 or 2 storey block		16
Southern Downs	Flat/apartment	1 or 2 storey block	1	31
Southern Downs	Flat/apartment	1 or 2 storey block	2	144
Southern Downs	Flat/apartment	1 or 2 storey block	3	33
Southern Downs	Separate house			314
Southern Downs	Separate house		0	92
Southern Downs	Separate house		1	418
Southern Downs	Separate house		2	2232
Southern Downs	Separate house		3	7691
Southern Downs	Separate house		4	5348
Southern Downs	Separate house		5	957
Southern Downs	Separate house		6	260
Southport				3
Southport			1	24
Southport			2	40
Southport			3	30
Southport			4	8
Southport		1 storey		48
Southport		1 storey	0	13
Southport		1 storey	1	237
Southport		1 storey	2	1058
Southport		1 storey	3	776
Southport		1 storey	4	78
Southport		1 storey	5	9
Southport		1 storey	6	6
Southport		2 storeys or more		52
Southport		2 storeys or more	1	159
Southport		2 storeys or more	2	677
Southport		2 storeys or more	3	1688
Southport		2 storeys or more	4	357
Southport		2 storeys or more	5	47
Southport		2 storeys or more	6	5
Southport	(Other)		2	7
Southport	(Other)		3	3
Southport	Flat/apartment	1 or 2 storey block		26
Southport	Flat/apartment	1 or 2 storey block	0	27
Southport	Flat/apartment	1 or 2 storey block	1	175
Southport	Flat/apartment	1 or 2 storey block	2	461
Southport	Flat/apartment	1 or 2 storey block	3	310
Southport	Flat/apartment	1 or 2 storey block	4	30
Southport	Flat/apartment	1 or 2 storey block	5	4
Southport	Flat/apartment	3 storey block		35
Southport	Flat/apartment	3 storey block	0	7
Southport	Flat/apartment	3 storey block	1	319
Southport	Flat/apartment	3 storey block	2	704
Southport	Flat/apartment	3 storey block	3	112
Southport	Flat/apartment	3 storey block	4	4
Southport	Flat/apartment	3 storey block	5	4
Southport	Flat/apartment	4-8 storey block		34
Southport	Flat/apartment	4-8 storey block	0	40
Southport	Flat/apartment	4-8 storey block	1	477
Southport	Flat/apartment	4-8 storey block	2	1115
Southport	Flat/apartment	4-8 storey block	3	184
Southport	Flat/apartment	4-8 storey block	4	7
Southport	Flat/apartment	4-8 storey block	6	4
Southport	Flat/apartment	9 or more storey block		42
Southport	Flat/apartment	9 or more storey block	0	23
Southport	Flat/apartment	9 or more storey block	1	710
Southport	Flat/apartment	9 or more storey block	2	1916
Southport	Flat/apartment	9 or more storey block	3	455
Southport	Flat/apartment	9 or more storey block	4	27
Southport	Flat/apartment	Attached to a house	3	9
Southport	Flat/apartment	Attached to a house	5	3
Southport	Flat/apartment	Attached to a house	6	5
Southport	Separate house			103
Southport	Separate house		0	12
Southport	Separate house		1	74
Southport	Separate house		2	378
Southport	Separate house		3	4146
Southport	Separate house		4	3475
Southport	Separate house		5	1012
Southport	Separate house		6	264
Springwood			1	6
Springwood			2	3
Springwood			3	7
Springwood			4	3
Springwood		1 storey		8
Springwood		1 storey	1	7
Springwood		1 storey	2	255
Springwood		1 storey	3	148
Springwood		1 storey	4	15
Springwood		1 storey	5	4
Springwood		2 storeys or more		20
Springwood		2 storeys or more	0	4
Springwood		2 storeys or more	1	15
Springwood		2 storeys or more	2	631
Springwood		2 storeys or more	3	497
Springwood		2 storeys or more	4	119
Springwood		2 storeys or more	5	15
Springwood		2 storeys or more	6	4
Springwood	(Other)			4
Springwood	(Other)		0	12
Springwood	(Other)		1	39
Springwood	(Other)		2	21
Springwood	Flat/apartment	1 or 2 storey block		4
Springwood	Flat/apartment	1 or 2 storey block	0	9
Springwood	Flat/apartment	1 or 2 storey block	1	27
Springwood	Flat/apartment	1 or 2 storey block	2	198
Springwood	Flat/apartment	1 or 2 storey block	3	139
Springwood	Flat/apartment	1 or 2 storey block	4	5
Springwood	Flat/apartment	1 or 2 storey block	6	3
Springwood	Flat/apartment	3 storey block	1	27
Springwood	Flat/apartment	3 storey block	2	16
Springwood	Flat/apartment	3 storey block	3	3
Springwood	Flat/apartment	4-8 storey block	2	12
Springwood	Flat/apartment	9 or more storey block	1	30
Springwood	Flat/apartment	9 or more storey block	2	21
Springwood	Flat/apartment	9 or more storey block	3	12
Springwood	Flat/apartment	9 or more storey block	4	3
Springwood	Flat/apartment	Attached to a house		4
Springwood	Flat/apartment	Attached to a house	1	4
Springwood	Flat/apartment	Attached to a house	2	7
Springwood	Flat/apartment	Attached to a house	3	7
Springwood	Flat/apartment	Attached to a house	4	8
Springwood	Separate house			147
Springwood	Separate house		0	14
Springwood	Separate house		1	62
Springwood	Separate house		2	252
Springwood	Separate house		3	6343
Springwood	Separate house		4	6914
Springwood	Separate house		5	1685
Springwood	Separate house		6	391
Stafford			0	3
Stafford			1	8
Stafford			2	6
Stafford			3	4
Stafford			4	7
Stafford		1 storey		4
Stafford		1 storey	0	4
Stafford		1 storey	1	30
Stafford		1 storey	2	171
Stafford		1 storey	3	59
Stafford		1 storey	4	6
Stafford		2 storeys or more		23
Stafford		2 storeys or more	0	11
Stafford		2 storeys or more	1	272
Stafford		2 storeys or more	2	737
Stafford		2 storeys or more	3	1122
Stafford		2 storeys or more	4	37
Stafford		2 storeys or more	5	4
Stafford	(Other)		2	3
Stafford	Flat/apartment	1 or 2 storey block		39
Stafford	Flat/apartment	1 or 2 storey block	0	29
Stafford	Flat/apartment	1 or 2 storey block	1	479
Stafford	Flat/apartment	1 or 2 storey block	2	1018
Stafford	Flat/apartment	1 or 2 storey block	3	178
Stafford	Flat/apartment	1 or 2 storey block	4	9
Stafford	Flat/apartment	3 storey block		33
Stafford	Flat/apartment	3 storey block	0	22
Stafford	Flat/apartment	3 storey block	1	310
Stafford	Flat/apartment	3 storey block	2	1732
Stafford	Flat/apartment	3 storey block	3	196
Stafford	Flat/apartment	3 storey block	4	7
Stafford	Flat/apartment	4-8 storey block		19
Stafford	Flat/apartment	4-8 storey block	0	10
Stafford	Flat/apartment	4-8 storey block	1	135
Stafford	Flat/apartment	4-8 storey block	2	869
Stafford	Flat/apartment	4-8 storey block	3	187
Stafford	Flat/apartment	9 or more storey block		17
Stafford	Flat/apartment	9 or more storey block	0	15
