SED_NAME21	DwellingStructure	DwellingSubtype	NumberBedrooms.min	occupied_private_dwellings
Mermaid Beach	Separate house		1	40
Mermaid Beach	Separate house		2	250
Mermaid Beach	Separate house		3	3553
Mermaid Beach	Separate house		4	4566
Mermaid Beach	Separate house		5	1033
Mermaid Beach	Separate house		6	189
Miller				5
Miller			1	6
Miller			2	4
Miller			3	6
Miller		1 storey	1	23
Miller		1 storey	2	52
Miller		1 storey	3	16
Miller		1 storey	4	6
Miller		2 storeys or more		20
Miller		2 storeys or more	0	6
Miller		2 storeys or more	1	205
Miller		2 storeys or more	2	709
Miller		2 storeys or more	3	1146
Miller		2 storeys or more	4	116
Miller		2 storeys or more	5	20
Miller	(Other)		2	7
Miller	(Other)		3	4
Miller	Flat/apartment	1 or 2 storey block		31
Miller	Flat/apartment	1 or 2 storey block	0	34
Miller	Flat/apartment	1 or 2 storey block	1	601
Miller	Flat/apartment	1 or 2 storey block	2	962
Miller	Flat/apartment	1 or 2 storey block	3	231
Miller	Flat/apartment	1 or 2 storey block	4	35
Miller	Flat/apartment	1 or 2 storey block	5	15
Miller	Flat/apartment	1 or 2 storey block	6	3
Miller	Flat/apartment	3 storey block		19
Miller	Flat/apartment	3 storey block	0	12
Miller	Flat/apartment	3 storey block	1	215
Miller	Flat/apartment	3 storey block	2	1049
Miller	Flat/apartment	3 storey block	3	216
Miller	Flat/apartment	3 storey block	4	13
Miller	Flat/apartment	4-8 storey block		3
Miller	Flat/apartment	4-8 storey block	0	9
Miller	Flat/apartment	4-8 storey block	1	90
Miller	Flat/apartment	4-8 storey block	2	343
Miller	Flat/apartment	4-8 storey block	3	165
Miller	Flat/apartment	4-8 storey block	4	7
Miller	Flat/apartment	9 or more storey block	2	43
Miller	Flat/apartment	9 or more storey block	3	139
Miller	Flat/apartment	9 or more storey block	4	5
Miller	Flat/apartment	Attached to a house	1	7
Miller	Flat/apartment	Attached to a house	3	6
Miller	Separate house			71
Miller	Separate house		0	24
Miller	Separate house		1	90
Miller	Separate house		2	1156
Miller	Separate house		3	4873
Miller	Separate house		4	4096
Miller	Separate house		5	1821
Miller	Separate house		6	371
Mirani				5
Mirani			0	7
Mirani			1	33
Mirani			2	10
Mirani			3	17
Mirani			4	15
Mirani			5	4
Mirani		1 storey		17
Mirani		1 storey	0	5
Mirani		1 storey	1	36
Mirani		1 storey	2	230
Mirani		1 storey	3	226
Mirani		1 storey	4	77
Mirani		1 storey	5	16
Mirani		1 storey	6	3
Mirani		2 storeys or more	1	4
Mirani		2 storeys or more	2	29
Mirani		2 storeys or more	3	4
Mirani		2 storeys or more	4	7
Mirani	(Other)			50
Mirani	(Other)		0	27
Mirani	(Other)		1	82
Mirani	(Other)		2	20
Mirani	(Other)		3	23
Mirani	(Other)		4	7
Mirani	Flat/apartment	1 or 2 storey block		3
Mirani	Flat/apartment	1 or 2 storey block	1	14
Mirani	Flat/apartment	1 or 2 storey block	2	37
Mirani	Flat/apartment	1 or 2 storey block	3	7
Mirani	Separate house			294
Mirani	Separate house		0	97
Mirani	Separate house		1	418
Mirani	Separate house		2	1784
Mirani	Separate house		3	6290
Mirani	Separate house		4	5594
Mirani	Separate house		5	964
Mirani	Separate house		6	215
Moggill			1	5
Moggill			4	3
Moggill			5	4
Moggill		1 storey		6
Moggill		1 storey	1	53
Moggill		1 storey	2	99
Moggill		1 storey	3	109
Moggill		1 storey	4	10
Moggill		2 storeys or more		3
Moggill		2 storeys or more	2	51
Moggill		2 storeys or more	3	289
Moggill		2 storeys or more	4	42
Moggill	(Other)		0	4
Moggill	(Other)		4	3
Moggill	(Other)		5	3
Moggill	Flat/apartment	1 or 2 storey block	1	27
Moggill	Flat/apartment	1 or 2 storey block	2	29
Moggill	Flat/apartment	1 or 2 storey block	3	32
Moggill	Flat/apartment	1 or 2 storey block	4	24
Moggill	Flat/apartment	1 or 2 storey block	5	3
Moggill	Flat/apartment	1 or 2 storey block	6	3
Moggill	Flat/apartment	3 storey block	2	7
Moggill	Flat/apartment	3 storey block	3	16
Moggill	Flat/apartment	Attached to a house	1	4
Moggill	Flat/apartment	Attached to a house	2	13
Moggill	Flat/apartment	Attached to a house	3	3
Moggill	Flat/apartment	Attached to a house	4	6
Moggill	Flat/apartment	Attached to a house	5	3
Moggill	Separate house			116
Moggill	Separate house		0	12
Moggill	Separate house		1	66
Moggill	Separate house		2	304
Moggill	Separate house		3	3772
Moggill	Separate house		4	8269
Moggill	Separate house		5	2797
Moggill	Separate house		6	626
Morayfield				3
Morayfield			0	4
Morayfield			2	4
Morayfield			3	11
Morayfield			5	5
Morayfield		1 storey		70
Morayfield		1 storey	0	10
Morayfield		1 storey	1	458
Morayfield		1 storey	2	764
Morayfield		1 storey	3	944
Morayfield		1 storey	4	135
Morayfield		1 storey	5	6
Morayfield		1 storey	6	4
Morayfield		2 storeys or more		29
Morayfield		2 storeys or more	0	13
Morayfield		2 storeys or more	1	86
Morayfield		2 storeys or more	2	397
Morayfield		2 storeys or more	3	523
Morayfield		2 storeys or more	4	85
Morayfield	(Other)		0	11
Morayfield	(Other)		1	15
Morayfield	(Other)		2	26
Morayfield	(Other)		3	3
Morayfield	Flat/apartment	1 or 2 storey block		5
Morayfield	Flat/apartment	1 or 2 storey block	1	36
Morayfield	Flat/apartment	1 or 2 storey block	2	39
Morayfield	Flat/apartment	1 or 2 storey block	3	63
Morayfield	Flat/apartment	1 or 2 storey block	4	5
Morayfield	Flat/apartment	3 storey block		6
Morayfield	Flat/apartment	3 storey block	0	10
Morayfield	Flat/apartment	3 storey block	1	36
Morayfield	Flat/apartment	3 storey block	2	35
Morayfield	Flat/apartment	3 storey block	3	5
Morayfield	Flat/apartment	4-8 storey block	1	13
Morayfield	Flat/apartment	4-8 storey block	2	25
Morayfield	Flat/apartment	Attached to a house	1	19
Morayfield	Flat/apartment	Attached to a house	2	33
Morayfield	Flat/apartment	Attached to a house	3	12
Morayfield	Flat/apartment	Attached to a house	4	3
Morayfield	Separate house			206
Morayfield	Separate house		0	13
Morayfield	Separate house		1	131
Morayfield	Separate house		2	679
Morayfield	Separate house		3	6247
Morayfield	Separate house		4	8175
Morayfield	Separate house		5	968
Morayfield	Separate house		6	247
Mount Ommaney				4
Mount Ommaney			1	3
Mount Ommaney			2	4
Mount Ommaney			3	8
Mount Ommaney		1 storey		3
Mount Ommaney		1 storey	0	3
Mount Ommaney		1 storey	1	19
Mount Ommaney		1 storey	2	93
Mount Ommaney		1 storey	3	132
Mount Ommaney		1 storey	4	29
Mount Ommaney		2 storeys or more		19
Mount Ommaney		2 storeys or more	1	41
Mount Ommaney		2 storeys or more	2	143
Mount Ommaney		2 storeys or more	3	1070
Mount Ommaney		2 storeys or more	4	95
Mount Ommaney		2 storeys or more	5	7
Mount Ommaney	(Other)		3	3
Mount Ommaney	Flat/apartment	1 or 2 storey block		8
Mount Ommaney	Flat/apartment	1 or 2 storey block	0	7
Mount Ommaney	Flat/apartment	1 or 2 storey block	1	100
Mount Ommaney	Flat/apartment	1 or 2 storey block	2	260
Mount Ommaney	Flat/apartment	1 or 2 storey block	3	48
Mount Ommaney	Flat/apartment	1 or 2 storey block	4	8
Mount Ommaney	Flat/apartment	3 storey block		3
Mount Ommaney	Flat/apartment	3 storey block	1	29
Mount Ommaney	Flat/apartment	3 storey block	2	178
Mount Ommaney	Flat/apartment	3 storey block	3	24
Mount Ommaney	Flat/apartment	4-8 storey block		5
Mount Ommaney	Flat/apartment	4-8 storey block	1	55
Mount Ommaney	Flat/apartment	4-8 storey block	2	275
Mount Ommaney	Flat/apartment	4-8 storey block	3	61
Mount Ommaney	Flat/apartment	Attached to a house	2	3
Mount Ommaney	Flat/apartment	Attached to a house	3	6
Mount Ommaney	Flat/apartment	Attached to a house	4	4
Mount Ommaney	Separate house			126
Mount Ommaney	Separate house		0	12
Mount Ommaney	Separate house		1	66
Mount Ommaney	Separate house		2	543
Mount Ommaney	Separate house		3	5877
Mount Ommaney	Separate house		4	6762
Mount Ommaney	Separate house		5	1910
Mount Ommaney	Separate house		6	315
Mudgeeraba			1	6
Mudgeeraba			2	8
Mudgeeraba			3	6
Mudgeeraba			4	8
Mudgeeraba		1 storey		12
Mudgeeraba		1 storey	1	6
Mudgeeraba		1 storey	2	167
Mudgeeraba		1 storey	3	696
Mudgeeraba		1 storey	4	36
Mudgeeraba		1 storey	5	6
Mudgeeraba		2 storeys or more		58
Mudgeeraba		2 storeys or more	0	4
Mudgeeraba		2 storeys or more	1	20
Mudgeeraba		2 storeys or more	2	688
Mudgeeraba		2 storeys or more	3	2993
Mudgeeraba		2 storeys or more	4	523
Mudgeeraba		2 storeys or more	5	20
Mudgeeraba	(Other)			4
Mudgeeraba	(Other)		0	9
Mudgeeraba	(Other)		1	35
Mudgeeraba	(Other)		2	9
Mudgeeraba	(Other)		3	5
Mudgeeraba	(Other)		4	8
Mudgeeraba	Flat/apartment		0	3
Mudgeeraba	Flat/apartment	1 or 2 storey block		11
Mudgeeraba	Flat/apartment	1 or 2 storey block	0	4
Mudgeeraba	Flat/apartment	1 or 2 storey block	1	59
Mudgeeraba	Flat/apartment	1 or 2 storey block	2	7
Mudgeeraba	Flat/apartment	1 or 2 storey block	3	4
Mudgeeraba	Flat/apartment	3 storey block		4
Mudgeeraba	Flat/apartment	3 storey block	1	23
Mudgeeraba	Flat/apartment	3 storey block	2	228
Mudgeeraba	Flat/apartment	3 storey block	3	62
Mudgeeraba	Flat/apartment	3 storey block	4	5
Mudgeeraba	Flat/apartment	4-8 storey block		9
Mudgeeraba	Flat/apartment	4-8 storey block	1	10
Mudgeeraba	Flat/apartment	4-8 storey block	2	218
Mudgeeraba	Flat/apartment	4-8 storey block	3	59
Mudgeeraba	Flat/apartment	9 or more storey block		4
Mudgeeraba	Flat/apartment	9 or more storey block	1	111
Mudgeeraba	Flat/apartment	9 or more storey block	2	218
Mudgeeraba	Flat/apartment	9 or more storey block	3	69
Mudgeeraba	Flat/apartment	9 or more storey block	4	3
Mudgeeraba	Flat/apartment	Attached to a house	1	12
Mudgeeraba	Flat/apartment	Attached to a house	2	23
Mudgeeraba	Flat/apartment	Attached to a house	3	12
Mudgeeraba	Flat/apartment	Attached to a house	4	10
Mudgeeraba	Flat/apartment	Attached to a house	5	4
Mudgeeraba	Flat/apartment	Attached to a house	6	5
Mudgeeraba	Separate house			133
Mudgeeraba	Separate house		0	32
Mudgeeraba	Separate house		1	122
Mudgeeraba	Separate house		2	419
Mudgeeraba	Separate house		3	4276
Mudgeeraba	Separate house		4	6052
Mudgeeraba	Separate house		5	1748
Mudgeeraba	Separate house		6	576
Mulgrave				5
Mulgrave			0	6
Mulgrave			1	11
Mulgrave			2	4
Mulgrave			3	5
Mulgrave			4	3
Mulgrave		1 storey		10
Mulgrave		1 storey	1	9
Mulgrave		1 storey	2	400
Mulgrave		1 storey	3	120
Mulgrave		1 storey	4	9
Mulgrave		2 storeys or more		6
Mulgrave		2 storeys or more	0	8
Mulgrave		2 storeys or more	1	23
Mulgrave		2 storeys or more	2	274
Mulgrave		2 storeys or more	3	18
Mulgrave	(Other)			10
Mulgrave	(Other)		0	45
Mulgrave	(Other)		1	68
Mulgrave	(Other)		2	23
Mulgrave	(Other)		3	12
Mulgrave	Flat/apartment	1 or 2 storey block		33
Mulgrave	Flat/apartment	1 or 2 storey block	0	33
Mulgrave	Flat/apartment	1 or 2 storey block	1	115
Mulgrave	Flat/apartment	1 or 2 storey block	2	478
Mulgrave	Flat/apartment	1 or 2 storey block	3	111
Mulgrave	Flat/apartment	1 or 2 storey block	4	15
Mulgrave	Flat/apartment	1 or 2 storey block	5	3
Mulgrave	Flat/apartment	3 storey block	2	34
Mulgrave	Flat/apartment	3 storey block	3	111
Mulgrave	Flat/apartment	4-8 storey block	2	146
Mulgrave	Flat/apartment	4-8 storey block	3	5
Mulgrave	Flat/apartment	Attached to a house	3	3
Mulgrave	Separate house			254
Mulgrave	Separate house		0	30
Mulgrave	Separate house		1	117
Mulgrave	Separate house		2	738
Mulgrave	Separate house		3	7183
Mulgrave	Separate house		4	6772
Mulgrave	Separate house		5	1013
Mulgrave	Separate house		6	184
Mundingburra				5
Mundingburra			0	6
Mundingburra			1	34
Mundingburra			2	5
Mundingburra			3	6
Mundingburra		1 storey		31
Mundingburra		1 storey	0	17
Mundingburra		1 storey	1	146
Mundingburra		1 storey	2	876
Mundingburra		1 storey	3	192
Mundingburra		1 storey	4	19
Mundingburra		1 storey	5	3
Mundingburra		2 storeys or more		10
Mundingburra		2 storeys or more	1	73
Mundingburra		2 storeys or more	2	305
Mundingburra		2 storeys or more	3	143
Mundingburra		2 storeys or more	4	9
Mundingburra		2 storeys or more	6	6
Mundingburra	(Other)			7
Mundingburra	(Other)		0	13
Mundingburra	(Other)		1	49
Mundingburra	(Other)		2	6
Mundingburra	(Other)		3	4
Mundingburra	(Other)		4	4
Mundingburra	Flat/apartment	1 or 2 storey block		11
Mundingburra	Flat/apartment	1 or 2 storey block	0	20
Mundingburra	Flat/apartment	1 or 2 storey block	1	132
Mundingburra	Flat/apartment	1 or 2 storey block	2	166
Mundingburra	Flat/apartment	1 or 2 storey block	3	98
Mundingburra	Flat/apartment	1 or 2 storey block	5	3
Mundingburra	Flat/apartment	3 storey block		8
Mundingburra	Flat/apartment	3 storey block	1	77
Mundingburra	Flat/apartment	3 storey block	2	422
Mundingburra	Flat/apartment	3 storey block	3	16
Mundingburra	Flat/apartment	4-8 storey block	2	40
Mundingburra	Flat/apartment	4-8 storey block	3	11
Mundingburra	Flat/apartment	9 or more storey block	1	7
Mundingburra	Flat/apartment	Attached to a house	1	4
Mundingburra	Flat/apartment	Attached to a house	2	4
Mundingburra	Separate house			194
Mundingburra	Separate house		0	21
Mundingburra	Separate house		1	104
Mundingburra	Separate house		2	716
Mundingburra	Separate house		3	6751
Mundingburra	Separate house		4	5564
Mundingburra	Separate house		5	1062
Mundingburra	Separate house		6	237
Murrumba				4
Murrumba			0	3
Murrumba			1	5
Murrumba			3	3
Murrumba			4	5
Murrumba			5	3
Murrumba		1 storey		40
Murrumba		1 storey	0	8
Murrumba		1 storey	1	233
Murrumba		1 storey	2	1012
Murrumba		1 storey	3	1037
Murrumba		1 storey	4	49
Murrumba		1 storey	5	7
Murrumba		2 storeys or more		58
Murrumba		2 storeys or more	0	3
Murrumba		2 storeys or more	1	77
Murrumba		2 storeys or more	2	449
Murrumba		2 storeys or more	3	3004
Murrumba		2 storeys or more	4	348
Murrumba		2 storeys or more	5	5
Murrumba		2 storeys or more	6	3
Murrumba	(Other)			15
Murrumba	(Other)		0	33
Murrumba	(Other)		1	161
Murrumba	(Other)		2	41
Murrumba	(Other)		3	3
Murrumba	Flat/apartment	1 or 2 storey block	1	21
Murrumba	Flat/apartment	1 or 2 storey block	2	69
Murrumba	Flat/apartment	1 or 2 storey block	3	123
Murrumba	Flat/apartment	3 storey block	2	41
Murrumba	Flat/apartment	3 storey block	3	27
Murrumba	Flat/apartment	Attached to a house	1	5
Murrumba	Flat/apartment	Attached to a house	2	8
Murrumba	Flat/apartment	Attached to a house	4	7
Murrumba	Separate house			185
Murrumba	Separate house		0	4
Murrumba	Separate house		1	59
Murrumba	Separate house		2	405
Murrumba	Separate house		3	5908
Murrumba	Separate house		4	9562
Murrumba	Separate house		5	1237
Murrumba	Separate house		6	181
Nanango			0	7
Nanango			1	12
Nanango			2	16
Nanango			3	21
Nanango			4	7
Nanango			5	5
Nanango			6	3
Nanango		1 storey		11
Nanango		1 storey	1	66
Nanango		1 storey	2	185
Nanango		1 storey	3	69
Nanango		1 storey	4	9
Nanango		2 storeys or more	2	14
Nanango	(Other)			17
Nanango	(Other)		0	36
Nanango	(Other)		1	118
Nanango	(Other)		2	42
Nanango	(Other)		3	20
Nanango	(Other)		4	11
Nanango	(Other)		6	8
Nanango	Flat/apartment	1 or 2 storey block		34
Nanango	Flat/apartment	1 or 2 storey block	0	3
Nanango	Flat/apartment	1 or 2 storey block	1	106
Nanango	Flat/apartment	1 or 2 storey block	2	349
Nanango	Flat/apartment	1 or 2 storey block	3	78
Nanango	Flat/apartment	1 or 2 storey block	4	15
Nanango	Separate house			403
Nanango	Separate house		0	141
Nanango	Separate house		1	585
Nanango	Separate house		2	2823
Nanango	Separate house		3	8659
Nanango	Separate house		4	4931
Nanango	Separate house		5	903
Nanango	Separate house		6	270
Nicklin				7
Nicklin			0	7
Nicklin			1	9
Nicklin			2	11
Nicklin			3	11
Nicklin			4	3
Nicklin			6	3
Nicklin		1 storey		26
Nicklin		1 storey	1	55
Nicklin		1 storey	2	473
Nicklin		1 storey	3	365
Nicklin		1 storey	4	21
Nicklin		1 storey	5	9
Nicklin		1 storey	6	6
Nicklin		2 storeys or more		13
Nicklin		2 storeys or more	0	3
Nicklin		2 storeys or more	1	62
Nicklin		2 storeys or more	2	400
Nicklin		2 storeys or more	3	216
Nicklin		2 storeys or more	4	17
Nicklin		2 storeys or more	5	3
Nicklin	(Other)			10
Nicklin	(Other)		0	38
Nicklin	(Other)		1	123
Nicklin	(Other)		2	70
Nicklin	(Other)		3	7
Nicklin	(Other)		4	6
Nicklin	Flat/apartment		0	6
Nicklin	Flat/apartment	1 or 2 storey block		26
Nicklin	Flat/apartment	1 or 2 storey block	0	27
Nicklin	Flat/apartment	1 or 2 storey block	1	217
Nicklin	Flat/apartment	1 or 2 storey block	2	454
Nicklin	Flat/apartment	1 or 2 storey block	3	104
Nicklin	Flat/apartment	1 or 2 storey block	4	5
Nicklin	Flat/apartment	3 storey block		5
Nicklin	Flat/apartment	3 storey block	1	10
Nicklin	Flat/apartment	3 storey block	2	34
Nicklin	Flat/apartment	3 storey block	3	9
Nicklin	Flat/apartment	Attached to a house		4
Nicklin	Flat/apartment	Attached to a house	1	10
Nicklin	Flat/apartment	Attached to a house	2	31
Nicklin	Flat/apartment	Attached to a house	3	12
Nicklin	Flat/apartment	Attached to a house	4	4
Nicklin	Separate house			227
Nicklin	Separate house		0	74
Nicklin	Separate house		1	313
Nicklin	Separate house		2	1490
Nicklin	Separate house		3	6381
Nicklin	Separate house		4	5479
Nicklin	Separate house		5	1075
Nicklin	Separate house		6	360
Ninderry				10
Ninderry			1	4
Ninderry			2	26
Ninderry			3	16
Ninderry			4	8
Ninderry		1 storey		19
Ninderry		1 storey	0	4
Ninderry		1 storey	1	76
Ninderry		1 storey	2	460
Ninderry		1 storey	3	480
Ninderry		1 storey	4	22
Ninderry		2 storeys or more		14
Ninderry		2 storeys or more	1	30
Ninderry		2 storeys or more	2	274
Ninderry		2 storeys or more	3	667
Ninderry		2 storeys or more	4	115
Ninderry		2 storeys or more	5	8
Ninderry	(Other)			4
Ninderry	(Other)		0	32
Ninderry	(Other)		1	92
Ninderry	(Other)		2	29
Ninderry	(Other)		3	9
Ninderry	(Other)		4	5
Ninderry	Flat/apartment		0	3
Ninderry	Flat/apartment	1 or 2 storey block	1	23
Ninderry	Flat/apartment	1 or 2 storey block	2	90
Ninderry	Flat/apartment	1 or 2 storey block	3	74
Ninderry	Flat/apartment	1 or 2 storey block	4	7
Ninderry	Flat/apartment	3 storey block		4
Ninderry	Flat/apartment	3 storey block	1	17
Ninderry	Flat/apartment	3 storey block	2	129
Ninderry	Flat/apartment	3 storey block	3	125
Ninderry	Flat/apartment	3 storey block	4	7
Ninderry	Flat/apartment	4-8 storey block		10
Ninderry	Flat/apartment	4-8 storey block	1	10
Ninderry	Flat/apartment	4-8 storey block	2	114
Ninderry	Flat/apartment	4-8 storey block	3	63
Ninderry	Flat/apartment	4-8 storey block	4	3
Ninderry	Flat/apartment	9 or more storey block	1	4
Ninderry	Flat/apartment	9 or more storey block	2	18
Ninderry	Flat/apartment	9 or more storey block	3	4
Ninderry	Flat/apartment	Attached to a house	1	38
Ninderry	Flat/apartment	Attached to a house	2	48
Ninderry	Flat/apartment	Attached to a house	3	16
Ninderry	Flat/apartment	Attached to a house	4	12
Ninderry	Flat/apartment	Attached to a house	5	4
Ninderry	Flat/apartment	Attached to a house	6	6
Ninderry	Separate house			190
Ninderry	Separate house		0	50
Ninderry	Separate house		1	313
Ninderry	Separate house		2	1419
Ninderry	Separate house		3	5849
Ninderry	Separate house		4	7124
Ninderry	Separate house		5	1464
Ninderry	Separate house		6	366
Noosa				4
Noosa			0	6
Noosa			1	50
Noosa			2	15
Noosa			3	17
Noosa			4	3
Noosa			5	5
Noosa		1 storey		24
Noosa		1 storey	0	23
Noosa		1 storey	1	102
Noosa		1 storey	2	447
Noosa		1 storey	3	330
Noosa		1 storey	4	6
Noosa		1 storey	5	3
Noosa		1 storey	6	4
Noosa		2 storeys or more		22
Noosa		2 storeys or more	1	55
Noosa		2 storeys or more	2	854
Noosa		2 storeys or more	3	643
Noosa		2 storeys or more	4	61
Noosa		2 storeys or more	5	4
Noosa	(Other)			3
Noosa	(Other)		0	9
Noosa	(Other)		1	23
Noosa	(Other)		2	6
Noosa	(Other)		3	5
Noosa	(Other)		4	9
Noosa	(Other)		5	6
Noosa	Flat/apartment		0	3
Noosa	Flat/apartment	1 or 2 storey block		13
Noosa	Flat/apartment	1 or 2 storey block	0	15
Noosa	Flat/apartment	1 or 2 storey block	1	140
Noosa	Flat/apartment	1 or 2 storey block	2	524
Noosa	Flat/apartment	1 or 2 storey block	3	169
Noosa	Flat/apartment	1 or 2 storey block	4	13
Noosa	Flat/apartment	3 storey block		7
Noosa	Flat/apartment	3 storey block	1	29
Noosa	Flat/apartment	3 storey block	2	275
Noosa	Flat/apartment	3 storey block	3	106
Noosa	Flat/apartment	3 storey block	4	3
Noosa	Flat/apartment	4-8 storey block	1	4
Noosa	Flat/apartment	4-8 storey block	2	38
Noosa	Flat/apartment	4-8 storey block	3	129
Noosa	Flat/apartment	Attached to a house	1	14
Noosa	Flat/apartment	Attached to a house	2	5
Noosa	Flat/apartment	Attached to a house	3	3
Noosa	Flat/apartment	Attached to a house	4	3
Noosa	Flat/apartment	Attached to a house	5	3
Noosa	Separate house			184
Noosa	Separate house		0	65
Noosa	Separate house		1	253
Noosa	Separate house		2	1198
Noosa	Separate house		3	6275
Noosa	Separate house		4	5609
Noosa	Separate house		5	1098
Noosa	Separate house		6	199
Nudgee			1	9
Nudgee			2	3
Nudgee			3	11
Nudgee			4	3
Nudgee		1 storey		13
Nudgee		1 storey	1	38
Nudgee		1 storey	2	244
Nudgee		1 storey	3	114
Nudgee		1 storey	4	28
Nudgee		2 storeys or more		31
Nudgee		2 storeys or more	0	3
Nudgee		2 storeys or more	1	154
Nudgee		2 storeys or more	2	766
Nudgee		2 storeys or more	3	1363
Nudgee		2 storeys or more	4	43
Nudgee	(Other)		2	3
Nudgee	(Other)		3	3
Nudgee	(Other)		4	6
Nudgee	Flat/apartment	1 or 2 storey block		39
Nudgee	Flat/apartment	1 or 2 storey block	0	27
Nudgee	Flat/apartment	1 or 2 storey block	1	473
Nudgee	Flat/apartment	1 or 2 storey block	2	1441
Nudgee	Flat/apartment	1 or 2 storey block	3	311
Nudgee	Flat/apartment	1 or 2 storey block	4	9
Nudgee	Flat/apartment	1 or 2 storey block	5	5
Nudgee	Flat/apartment	3 storey block		34
Nudgee	Flat/apartment	3 storey block	0	16
Nudgee	Flat/apartment	3 storey block	1	125
Nudgee	Flat/apartment	3 storey block	2	1624
Nudgee	Flat/apartment	3 storey block	3	177
Nudgee	Flat/apartment	3 storey block	4	6
Nudgee	Flat/apartment	4-8 storey block		19
Nudgee	Flat/apartment	4-8 storey block	0	6
Nudgee	Flat/apartment	4-8 storey block	1	254
Nudgee	Flat/apartment	4-8 storey block	2	652
Nudgee	Flat/apartment	4-8 storey block	3	99
Nudgee	Flat/apartment	4-8 storey block	4	8
Nudgee	Flat/apartment	9 or more storey block		8
Nudgee	Flat/apartment	9 or more storey block	1	128
Nudgee	Flat/apartment	9 or more storey block	2	319
Nudgee	Flat/apartment	9 or more storey block	3	36
Nudgee	Flat/apartment	Attached to a house	1	4
Nudgee	Flat/apartment	Attached to a house	2	5
Nudgee	Flat/apartment	Attached to a house	3	3
Nudgee	Separate house			100
Nudgee	Separate house		0	19
Nudgee	Separate house		1	114
Nudgee	Separate house		2	1111
Nudgee	Separate house		3	6527
Nudgee	Separate house		4	4476
Nudgee	Separate house		5	1225
Nudgee	Separate house		6	247
Oodgeroo			1	8
Oodgeroo			2	5
Oodgeroo			3	3
Oodgeroo			4	5
Oodgeroo		1 storey		21
Oodgeroo		1 storey	0	13
Oodgeroo		1 storey	1	158
Oodgeroo		1 storey	2	667
Oodgeroo		1 storey	3	264
Oodgeroo		1 storey	4	61
Oodgeroo		1 storey	5	12
Oodgeroo		2 storeys or more		19
Oodgeroo		2 storeys or more	1	59
Oodgeroo		2 storeys or more	2	345
Oodgeroo		2 storeys or more	3	637
Oodgeroo		2 storeys or more	4	76
Oodgeroo		2 storeys or more	5	3
Oodgeroo	(Other)		0	3
Oodgeroo	(Other)		1	6
Oodgeroo	(Other)		2	12
Oodgeroo	(Other)		3	8
Oodgeroo	(Other)		4	5
Oodgeroo	Flat/apartment	1 or 2 storey block		18
Oodgeroo	Flat/apartment	1 or 2 storey block	0	6
Oodgeroo	Flat/apartment	1 or 2 storey block	1	206
Oodgeroo	Flat/apartment	1 or 2 storey block	2	308
Oodgeroo	Flat/apartment	1 or 2 storey block	3	348
Oodgeroo	Flat/apartment	1 or 2 storey block	4	27
Oodgeroo	Flat/apartment	3 storey block		5
Oodgeroo	Flat/apartment	3 storey block	1	3
Oodgeroo	Flat/apartment	3 storey block	2	147
Oodgeroo	Flat/apartment	3 storey block	3	106
Oodgeroo	Flat/apartment	4-8 storey block		7
Oodgeroo	Flat/apartment	4-8 storey block	1	45
Oodgeroo	Flat/apartment	4-8 storey block	2	264
Oodgeroo	Flat/apartment	4-8 storey block	3	150
Oodgeroo	Flat/apartment	4-8 storey block	4	30
Oodgeroo	Flat/apartment	4-8 storey block	5	4
Oodgeroo	Flat/apartment	Attached to a house	1	3
Oodgeroo	Flat/apartment	Attached to a house	2	8
Oodgeroo	Separate house			115
Oodgeroo	Separate house		0	12
Oodgeroo	Separate house		1	63
Oodgeroo	Separate house		2	446
Oodgeroo	Separate house		3	3450
Oodgeroo	Separate house		4	6448
Oodgeroo	Separate house		5	2035
Oodgeroo	Separate house		6	263
Pine Rivers				6
Pine Rivers			0	3
Pine Rivers			1	3
Pine Rivers			2	3
Pine Rivers			3	3
Pine Rivers			4	9
Pine Rivers			5	4
Pine Rivers		1 storey		8
Pine Rivers		1 storey	1	105
Pine Rivers		1 storey	2	523
Pine Rivers		1 storey	3	90
Pine Rivers		1 storey	4	12
Pine Rivers		2 storeys or more		19
Pine Rivers		2 storeys or more	0	3
Pine Rivers		2 storeys or more	1	17
Pine Rivers		2 storeys or more	2	270
Pine Rivers		2 storeys or more	3	993
Pine Rivers		2 storeys or more	4	66
Pine Rivers	(Other)		0	7
Pine Rivers	(Other)		1	4
Pine Rivers	(Other)		3	4
Pine Rivers	Flat/apartment	1 or 2 storey block		4
Pine Rivers	Flat/apartment	1 or 2 storey block	1	68
Pine Rivers	Flat/apartment	1 or 2 storey block	2	89
Pine Rivers	Flat/apartment	1 or 2 storey block	3	35
Pine Rivers	Flat/apartment	1 or 2 storey block	4	3
Pine Rivers	Flat/apartment	3 storey block	1	6
Pine Rivers	Flat/apartment	3 storey block	2	4
Pine Rivers	Flat/apartment	3 storey block	3	11
Pine Rivers	Flat/apartment	3 storey block	4	5
Pine Rivers	Flat/apartment	4-8 storey block	2	8
Pine Rivers	Flat/apartment	Attached to a house		5
Pine Rivers	Flat/apartment	Attached to a house	1	11
Pine Rivers	Flat/apartment	Attached to a house	2	31
Pine Rivers	Flat/apartment	Attached to a house	3	15
Pine Rivers	Flat/apartment	Attached to a house	4	5
