SA4_NAME16	DwellingStructure	DwellingSubtype	HouseholdComposition	occupied_private_dwellings
Brisbane - East	Semi-detached, row/terrace house, townhouse etc.		Lone-person household	2170
Brisbane - East	Semi-detached, row/terrace house, townhouse etc.		One parent family with children	1456
Brisbane - East	Semi-detached, row/terrace house, townhouse etc.		Other family	73
Brisbane - East	Semi-detached, row/terrace house, townhouse etc.	1 storey	Couple family with children	278
Brisbane - East	Semi-detached, row/terrace house, townhouse etc.	1 storey	Couple family with no children	1072
Brisbane - East	Semi-detached, row/terrace house, townhouse etc.	1 storey	Group household	82
Brisbane - East	Semi-detached, row/terrace house, townhouse etc.	1 storey	Lone-person household	2632
Brisbane - East	Semi-detached, row/terrace house, townhouse etc.	1 storey	One parent family with children	399
Brisbane - East	Semi-detached, row/terrace house, townhouse etc.	1 storey	Other family	31
Brisbane - East	Separate house		Couple family with children	28363
Brisbane - East	Separate house		Couple family with no children	21802
Brisbane - East	Separate house		Group household	1759
Brisbane - East	Separate house		Lone-person household	11776
Brisbane - East	Separate house		One parent family with children	8045
Brisbane - East	Separate house		Other family	719
Brisbane - North			Couple family with children	14
Brisbane - North			Couple family with no children	18
Brisbane - North			Group household	3
Brisbane - North			Lone-person household	51
Brisbane - North			One parent family with children	11
Brisbane - North	(Other)	Cabin household	Couple family with children	5
Brisbane - North	(Other)	Cabin household	Couple family with no children	24
Brisbane - North	(Other)	Cabin household	Group household	11
Brisbane - North	(Other)	Cabin household	Lone-person household	164
Brisbane - North	(Other)	Cabin household	One parent family with children	10
Brisbane - North	(Other)	Caravan	Couple family with no children	6
Brisbane - North	(Other)	Caravan	Lone-person household	68
Brisbane - North	(Other)	House or flat attached to a shop, office, etc	Couple family with children	3
Brisbane - North	(Other)	House or flat attached to a shop, office, etc	Couple family with no children	10
Brisbane - North	(Other)	House or flat attached to a shop, office, etc	Group household	5
Brisbane - North	(Other)	House or flat attached to a shop, office, etc	Lone-person household	15
Brisbane - North	(Other)	House or flat attached to a shop, office, etc	One parent family with children	7
Brisbane - North	(Other)	Improvised home, tent sleepers	Couple family with children	3
Brisbane - North	(Other)	Improvised home, tent sleepers	Lone-person household	6
Brisbane - North	Flat/apartment		Couple family with children	9
Brisbane - North	Flat/apartment		Couple family with no children	16
Brisbane - North	Flat/apartment		Group household	5
Brisbane - North	Flat/apartment		Lone-person household	27
Brisbane - North	Flat/apartment		One parent family with children	10
Brisbane - North	Flat/apartment		Other family	4
Brisbane - North	Flat/apartment	1 or 2 storey block	Couple family with children	465
Brisbane - North	Flat/apartment	1 or 2 storey block	Couple family with no children	930
Brisbane - North	Flat/apartment	1 or 2 storey block	Group household	330
Brisbane - North	Flat/apartment	1 or 2 storey block	Lone-person household	2813
Brisbane - North	Flat/apartment	1 or 2 storey block	One parent family with children	491
Brisbane - North	Flat/apartment	1 or 2 storey block	Other family	96
Brisbane - North	Flat/apartment	3 storey block	Couple family with children	352
Brisbane - North	Flat/apartment	3 storey block	Couple family with no children	1025
Brisbane - North	Flat/apartment	3 storey block	Group household	358
Brisbane - North	Flat/apartment	3 storey block	Lone-person household	2258
Brisbane - North	Flat/apartment	3 storey block	One parent family with children	401
Brisbane - North	Flat/apartment	3 storey block	Other family	108
Brisbane - North	Flat/apartment	4-8 storey block	Couple family with children	252
Brisbane - North	Flat/apartment	4-8 storey block	Couple family with no children	933
Brisbane - North	Flat/apartment	4-8 storey block	Group household	259
Brisbane - North	Flat/apartment	4-8 storey block	Lone-person household	1343
Brisbane - North	Flat/apartment	4-8 storey block	One parent family with children	164
Brisbane - North	Flat/apartment	4-8 storey block	Other family	47
Brisbane - North	Flat/apartment	9 or more storey block	Couple family with children	122
Brisbane - North	Flat/apartment	9 or more storey block	Couple family with no children	539
Brisbane - North	Flat/apartment	9 or more storey block	Group household	134
Brisbane - North	Flat/apartment	9 or more storey block	Lone-person household	844
Brisbane - North	Flat/apartment	9 or more storey block	One parent family with children	111
Brisbane - North	Flat/apartment	9 or more storey block	Other family	28
Brisbane - North	Semi-detached, row/terrace house, townhouse etc.		Couple family with children	1565
Brisbane - North	Semi-detached, row/terrace house, townhouse etc.		Couple family with no children	2132
Brisbane - North	Semi-detached, row/terrace house, townhouse etc.		Group household	596
Brisbane - North	Semi-detached, row/terrace house, townhouse etc.		Lone-person household	3094
Brisbane - North	Semi-detached, row/terrace house, townhouse etc.		One parent family with children	1224
Brisbane - North	Semi-detached, row/terrace house, townhouse etc.		Other family	171
Brisbane - North	Semi-detached, row/terrace house, townhouse etc.	1 storey	Couple family with children	181
Brisbane - North	Semi-detached, row/terrace house, townhouse etc.	1 storey	Couple family with no children	654
Brisbane - North	Semi-detached, row/terrace house, townhouse etc.	1 storey	Group household	71
Brisbane - North	Semi-detached, row/terrace house, townhouse etc.	1 storey	Lone-person household	1895
Brisbane - North	Semi-detached, row/terrace house, townhouse etc.	1 storey	One parent family with children	268
Brisbane - North	Semi-detached, row/terrace house, townhouse etc.	1 storey	Other family	24
Brisbane - North	Separate house		Couple family with children	23731
Brisbane - North	Separate house		Couple family with no children	16316
Brisbane - North	Separate house		Group household	2012
Brisbane - North	Separate house		Lone-person household	10675
Brisbane - North	Separate house		One parent family with children	6604
Brisbane - North	Separate house		Other family	859
Brisbane - South			Couple family with children	34
Brisbane - South			Couple family with no children	41
Brisbane - South			Group household	17
Brisbane - South			Lone-person household	112
Brisbane - South			One parent family with children	13
Brisbane - South			Other family	3
Brisbane - South	(Other)	Cabin household	Couple family with children	21
Brisbane - South	(Other)	Cabin household	Couple family with no children	52
Brisbane - South	(Other)	Cabin household	Group household	15
Brisbane - South	(Other)	Cabin household	Lone-person household	257
Brisbane - South	(Other)	Cabin household	One parent family with children	22
Brisbane - South	(Other)	Caravan	Couple family with no children	31
Brisbane - South	(Other)	Caravan	Group household	6
Brisbane - South	(Other)	Caravan	Lone-person household	150
Brisbane - South	(Other)	Caravan	One parent family with children	10
Brisbane - South	(Other)	Caravan	Other family	4
Brisbane - South	(Other)	House or flat attached to a shop, office, etc	Couple family with children	7
Brisbane - South	(Other)	House or flat attached to a shop, office, etc	Couple family with no children	6
Brisbane - South	(Other)	House or flat attached to a shop, office, etc	Group household	9
Brisbane - South	(Other)	House or flat attached to a shop, office, etc	Lone-person household	13
Brisbane - South	(Other)	House or flat attached to a shop, office, etc	One parent family with children	7
Brisbane - South	Flat/apartment		Couple family with children	22
Brisbane - South	Flat/apartment		Couple family with no children	28
Brisbane - South	Flat/apartment		Group household	11
Brisbane - South	Flat/apartment		Lone-person household	49
Brisbane - South	Flat/apartment		One parent family with children	13
Brisbane - South	Flat/apartment	1 or 2 storey block	Couple family with children	598
Brisbane - South	Flat/apartment	1 or 2 storey block	Couple family with no children	1292
Brisbane - South	Flat/apartment	1 or 2 storey block	Group household	609
Brisbane - South	Flat/apartment	1 or 2 storey block	Lone-person household	3693
Brisbane - South	Flat/apartment	1 or 2 storey block	One parent family with children	486
Brisbane - South	Flat/apartment	1 or 2 storey block	Other family	143
Brisbane - South	Flat/apartment	3 storey block	Couple family with children	601
Brisbane - South	Flat/apartment	3 storey block	Couple family with no children	1683
Brisbane - South	Flat/apartment	3 storey block	Group household	740
Brisbane - South	Flat/apartment	3 storey block	Lone-person household	3152
Brisbane - South	Flat/apartment	3 storey block	One parent family with children	459
Brisbane - South	Flat/apartment	3 storey block	Other family	184
Brisbane - South	Flat/apartment	4-8 storey block	Couple family with children	319
Brisbane - South	Flat/apartment	4-8 storey block	Couple family with no children	1380
Brisbane - South	Flat/apartment	4-8 storey block	Group household	470
Brisbane - South	Flat/apartment	4-8 storey block	Lone-person household	1780
Brisbane - South	Flat/apartment	4-8 storey block	One parent family with children	244
Brisbane - South	Flat/apartment	4-8 storey block	Other family	105
Brisbane - South	Flat/apartment	9 or more storey block	Couple family with children	144
Brisbane - South	Flat/apartment	9 or more storey block	Couple family with no children	844
Brisbane - South	Flat/apartment	9 or more storey block	Group household	389
Brisbane - South	Flat/apartment	9 or more storey block	Lone-person household	814
Brisbane - South	Flat/apartment	9 or more storey block	One parent family with children	93
Brisbane - South	Flat/apartment	9 or more storey block	Other family	52
Brisbane - South	Semi-detached, row/terrace house, townhouse etc.		Couple family with children	4205
Brisbane - South	Semi-detached, row/terrace house, townhouse etc.		Couple family with no children	3974
Brisbane - South	Semi-detached, row/terrace house, townhouse etc.		Group household	1517
Brisbane - South	Semi-detached, row/terrace house, townhouse etc.		Lone-person household	4374
Brisbane - South	Semi-detached, row/terrace house, townhouse etc.		One parent family with children	2278
Brisbane - South	Semi-detached, row/terrace house, townhouse etc.		Other family	398
Brisbane - South	Semi-detached, row/terrace house, townhouse etc.	1 storey	Couple family with children	395
Brisbane - South	Semi-detached, row/terrace house, townhouse etc.	1 storey	Couple family with no children	514
Brisbane - South	Semi-detached, row/terrace house, townhouse etc.	1 storey	Group household	86
Brisbane - South	Semi-detached, row/terrace house, townhouse etc.	1 storey	Lone-person household	1156
Brisbane - South	Semi-detached, row/terrace house, townhouse etc.	1 storey	One parent family with children	226
Brisbane - South	Semi-detached, row/terrace house, townhouse etc.	1 storey	Other family	26
Brisbane - South	Separate house		Couple family with children	39648
Brisbane - South	Separate house		Couple family with no children	23000
Brisbane - South	Separate house		Group household	4351
Brisbane - South	Separate house		Lone-person household	13864
Brisbane - South	Separate house		One parent family with children	9735
Brisbane - South	Separate house		Other family	1316
Brisbane - West			Couple family with children	19
Brisbane - West			Couple family with no children	15
Brisbane - West			Group household	8
Brisbane - West			Lone-person household	41
Brisbane - West			One parent family with children	5
Brisbane - West	(Other)	House or flat attached to a shop, office, etc	Couple family with no children	3
Brisbane - West	(Other)	House or flat attached to a shop, office, etc	Group household	4
Brisbane - West	(Other)	House or flat attached to a shop, office, etc	Lone-person household	6
Brisbane - West	Flat/apartment		Couple family with children	14
Brisbane - West	Flat/apartment		Couple family with no children	18
Brisbane - West	Flat/apartment		Group household	3
Brisbane - West	Flat/apartment		Lone-person household	27
Brisbane - West	Flat/apartment	1 or 2 storey block	Couple family with children	406
Brisbane - West	Flat/apartment	1 or 2 storey block	Couple family with no children	606
Brisbane - West	Flat/apartment	1 or 2 storey block	Group household	325
Brisbane - West	Flat/apartment	1 or 2 storey block	Lone-person household	1542
Brisbane - West	Flat/apartment	1 or 2 storey block	One parent family with children	346
Brisbane - West	Flat/apartment	1 or 2 storey block	Other family	83
Brisbane - West	Flat/apartment	3 storey block	Couple family with children	479
Brisbane - West	Flat/apartment	3 storey block	Couple family with no children	1001
Brisbane - West	Flat/apartment	3 storey block	Group household	601
Brisbane - West	Flat/apartment	3 storey block	Lone-person household	1661
Brisbane - West	Flat/apartment	3 storey block	One parent family with children	325
Brisbane - West	Flat/apartment	3 storey block	Other family	113
Brisbane - West	Flat/apartment	4-8 storey block	Couple family with children	411
Brisbane - West	Flat/apartment	4-8 storey block	Couple family with no children	759
Brisbane - West	Flat/apartment	4-8 storey block	Group household	367
Brisbane - West	Flat/apartment	4-8 storey block	Lone-person household	889
Brisbane - West	Flat/apartment	4-8 storey block	One parent family with children	236
Brisbane - West	Flat/apartment	4-8 storey block	Other family	79
Brisbane - West	Flat/apartment	9 or more storey block	Couple family with children	119
Brisbane - West	Flat/apartment	9 or more storey block	Couple family with no children	239
Brisbane - West	Flat/apartment	9 or more storey block	Group household	63
Brisbane - West	Flat/apartment	9 or more storey block	Lone-person household	257
Brisbane - West	Flat/apartment	9 or more storey block	One parent family with children	57
Brisbane - West	Flat/apartment	9 or more storey block	Other family	18
Brisbane - West	Semi-detached, row/terrace house, townhouse etc.		Couple family with children	770
Brisbane - West	Semi-detached, row/terrace house, townhouse etc.		Couple family with no children	879
Brisbane - West	Semi-detached, row/terrace house, townhouse etc.		Group household	230
Brisbane - West	Semi-detached, row/terrace house, townhouse etc.		Lone-person household	1082
Brisbane - West	Semi-detached, row/terrace house, townhouse etc.		One parent family with children	520
Brisbane - West	Semi-detached, row/terrace house, townhouse etc.		Other family	61
Brisbane - West	Semi-detached, row/terrace house, townhouse etc.	1 storey	Couple family with children	58
Brisbane - West	Semi-detached, row/terrace house, townhouse etc.	1 storey	Couple family with no children	204
Brisbane - West	Semi-detached, row/terrace house, townhouse etc.	1 storey	Group household	19
Brisbane - West	Semi-detached, row/terrace house, townhouse etc.	1 storey	Lone-person household	561
Brisbane - West	Semi-detached, row/terrace house, townhouse etc.	1 storey	One parent family with children	71
Brisbane - West	Semi-detached, row/terrace house, townhouse etc.	1 storey	Other family	14
Brisbane - West	Separate house		Couple family with children	23201
Brisbane - West	Separate house		Couple family with no children	13910
Brisbane - West	Separate house		Group household	1469
Brisbane - West	Separate house		Lone-person household	7047
Brisbane - West	Separate house		One parent family with children	4926
Brisbane - West	Separate house		Other family	448
Brisbane Inner City			Couple family with children	38
Brisbane Inner City			Couple family with no children	90
Brisbane Inner City			Group household	54
Brisbane Inner City			Lone-person household	278
Brisbane Inner City			One parent family with children	27
Brisbane Inner City			Other family	7
Brisbane Inner City	(Other)	Cabin household	Couple family with no children	12
Brisbane Inner City	(Other)	Cabin household	Lone-person household	17
Brisbane Inner City	(Other)	House or flat attached to a shop, office, etc	Couple family with children	9
Brisbane Inner City	(Other)	House or flat attached to a shop, office, etc	Couple family with no children	18
Brisbane Inner City	(Other)	House or flat attached to a shop, office, etc	Group household	15
Brisbane Inner City	(Other)	House or flat attached to a shop, office, etc	Lone-person household	34
Brisbane Inner City	(Other)	House or flat attached to a shop, office, etc	One parent family with children	6
Brisbane Inner City	(Other)	House or flat attached to a shop, office, etc	Other family	3
Brisbane Inner City	(Other)	Improvised home, tent sleepers	Lone-person household	4
Brisbane Inner City	Flat/apartment		Couple family with children	33
Brisbane Inner City	Flat/apartment		Couple family with no children	142
Brisbane Inner City	Flat/apartment		Group household	97
Brisbane Inner City	Flat/apartment		Lone-person household	238
Brisbane Inner City	Flat/apartment		One parent family with children	28
Brisbane Inner City	Flat/apartment		Other family	8
Brisbane Inner City	Flat/apartment	1 or 2 storey block	Couple family with children	805
Brisbane Inner City	Flat/apartment	1 or 2 storey block	Couple family with no children	2210
Brisbane Inner City	Flat/apartment	1 or 2 storey block	Group household	1070
Brisbane Inner City	Flat/apartment	1 or 2 storey block	Lone-person household	5802
Brisbane Inner City	Flat/apartment	1 or 2 storey block	One parent family with children	642
Brisbane Inner City	Flat/apartment	1 or 2 storey block	Other family	177
Brisbane Inner City	Flat/apartment	3 storey block	Couple family with children	1400
Brisbane Inner City	Flat/apartment	3 storey block	Couple family with no children	4421
Brisbane Inner City	Flat/apartment	3 storey block	Group household	1768
Brisbane Inner City	Flat/apartment	3 storey block	Lone-person household	7580
Brisbane Inner City	Flat/apartment	3 storey block	One parent family with children	1034
Brisbane Inner City	Flat/apartment	3 storey block	Other family	327
Brisbane Inner City	Flat/apartment	4-8 storey block	Couple family with children	1751
Brisbane Inner City	Flat/apartment	4-8 storey block	Couple family with no children	5616
Brisbane Inner City	Flat/apartment	4-8 storey block	Group household	2211
Brisbane Inner City	Flat/apartment	4-8 storey block	Lone-person household	7390
Brisbane Inner City	Flat/apartment	4-8 storey block	One parent family with children	900
Brisbane Inner City	Flat/apartment	4-8 storey block	Other family	311
Brisbane Inner City	Flat/apartment	9 or more storey block	Couple family with children	2044
Brisbane Inner City	Flat/apartment	9 or more storey block	Couple family with no children	7744
Brisbane Inner City	Flat/apartment	9 or more storey block	Group household	2752
Brisbane Inner City	Flat/apartment	9 or more storey block	Lone-person household	10774
Brisbane Inner City	Flat/apartment	9 or more storey block	One parent family with children	1116
Brisbane Inner City	Flat/apartment	9 or more storey block	Other family	391
Brisbane Inner City	Semi-detached, row/terrace house, townhouse etc.		Couple family with children	1417
Brisbane Inner City	Semi-detached, row/terrace house, townhouse etc.		Couple family with no children	2185
Brisbane Inner City	Semi-detached, row/terrace house, townhouse etc.		Group household	911
Brisbane Inner City	Semi-detached, row/terrace house, townhouse etc.		Lone-person household	2344
Brisbane Inner City	Semi-detached, row/terrace house, townhouse etc.		One parent family with children	854
Brisbane Inner City	Semi-detached, row/terrace house, townhouse etc.		Other family	154
Brisbane Inner City	Semi-detached, row/terrace house, townhouse etc.	1 storey	Couple family with children	66
Brisbane Inner City	Semi-detached, row/terrace house, townhouse etc.	1 storey	Couple family with no children	99
Brisbane Inner City	Semi-detached, row/terrace house, townhouse etc.	1 storey	Group household	37
Brisbane Inner City	Semi-detached, row/terrace house, townhouse etc.	1 storey	Lone-person household	253
Brisbane Inner City	Semi-detached, row/terrace house, townhouse etc.	1 storey	One parent family with children	51
Brisbane Inner City	Semi-detached, row/terrace house, townhouse etc.	1 storey	Other family	10
Brisbane Inner City	Separate house		Couple family with children	18577
Brisbane Inner City	Separate house		Couple family with no children	10519
Brisbane Inner City	Separate house		Group household	3031
Brisbane Inner City	Separate house		Lone-person household	6433
Brisbane Inner City	Separate house		One parent family with children	3627
Brisbane Inner City	Separate house		Other family	599
Cairns			Couple family with children	72
Cairns			Couple family with no children	170
Cairns			Group household	23
Cairns			Lone-person household	319
Cairns			One parent family with children	45
Cairns			Other family	8
Cairns	(Other)	Cabin household	Couple family with children	14
Cairns	(Other)	Cabin household	Couple family with no children	56
Cairns	(Other)	Cabin household	Group household	7
Cairns	(Other)	Cabin household	Lone-person household	184
Cairns	(Other)	Cabin household	One parent family with children	21
Cairns	(Other)	Caravan	Couple family with children	31
Cairns	(Other)	Caravan	Couple family with no children	170
Cairns	(Other)	Caravan	Group household	34
Cairns	(Other)	Caravan	Lone-person household	304
Cairns	(Other)	Caravan	One parent family with children	17
Cairns	(Other)	Caravan	Other family	5
Cairns	(Other)	House or flat attached to a shop, office, etc	Couple family with children	36
Cairns	(Other)	House or flat attached to a shop, office, etc	Couple family with no children	59
Cairns	(Other)	House or flat attached to a shop, office, etc	Group household	19
Cairns	(Other)	House or flat attached to a shop, office, etc	Lone-person household	83
Cairns	(Other)	House or flat attached to a shop, office, etc	One parent family with children	22
Cairns	(Other)	House or flat attached to a shop, office, etc	Other family	3
Cairns	(Other)	Improvised home, tent sleepers	Couple family with children	16
Cairns	(Other)	Improvised home, tent sleepers	Couple family with no children	27
Cairns	(Other)	Improvised home, tent sleepers	Group household	6
Cairns	(Other)	Improvised home, tent sleepers	Lone-person household	72
Cairns	(Other)	Improvised home, tent sleepers	One parent family with children	22
Cairns	(Other)	Improvised home, tent sleepers	Other family	5
Cairns	Flat/apartment		Couple family with children	12
Cairns	Flat/apartment		Couple family with no children	4
Cairns	Flat/apartment		Group household	3
Cairns	Flat/apartment		Lone-person household	12
Cairns	Flat/apartment		One parent family with children	4
Cairns	Flat/apartment	1 or 2 storey block	Couple family with children	594
Cairns	Flat/apartment	1 or 2 storey block	Couple family with no children	1035
Cairns	Flat/apartment	1 or 2 storey block	Group household	331
Cairns	Flat/apartment	1 or 2 storey block	Lone-person household	3589
Cairns	Flat/apartment	1 or 2 storey block	One parent family with children	956
Cairns	Flat/apartment	1 or 2 storey block	Other family	99
Cairns	Flat/apartment	3 storey block	Couple family with children	334
Cairns	Flat/apartment	3 storey block	Couple family with no children	812
Cairns	Flat/apartment	3 storey block	Group household	253
Cairns	Flat/apartment	3 storey block	Lone-person household	1474
Cairns	Flat/apartment	3 storey block	One parent family with children	338
Cairns	Flat/apartment	3 storey block	Other family	42
Cairns	Flat/apartment	4-8 storey block	Couple family with children	101
Cairns	Flat/apartment	4-8 storey block	Couple family with no children	277
Cairns	Flat/apartment	4-8 storey block	Group household	61
Cairns	Flat/apartment	4-8 storey block	Lone-person household	354
Cairns	Flat/apartment	4-8 storey block	One parent family with children	78
Cairns	Flat/apartment	4-8 storey block	Other family	15
Cairns	Flat/apartment	9 or more storey block	Couple family with children	36
Cairns	Flat/apartment	9 or more storey block	Couple family with no children	186
Cairns	Flat/apartment	9 or more storey block	Group household	20
Cairns	Flat/apartment	9 or more storey block	Lone-person household	154
Cairns	Flat/apartment	9 or more storey block	One parent family with children	20
Cairns	Flat/apartment	9 or more storey block	Other family	4
Cairns	Semi-detached, row/terrace house, townhouse etc.		Couple family with children	334
Cairns	Semi-detached, row/terrace house, townhouse etc.		Couple family with no children	742
Cairns	Semi-detached, row/terrace house, townhouse etc.		Group household	200
Cairns	Semi-detached, row/terrace house, townhouse etc.		Lone-person household	1668
Cairns	Semi-detached, row/terrace house, townhouse etc.		One parent family with children	485
Cairns	Semi-detached, row/terrace house, townhouse etc.		Other family	23
Cairns	Semi-detached, row/terrace house, townhouse etc.	1 storey	Couple family with children	369
Cairns	Semi-detached, row/terrace house, townhouse etc.	1 storey	Couple family with no children	690
Cairns	Semi-detached, row/terrace house, townhouse etc.	1 storey	Group household	180
Cairns	Semi-detached, row/terrace house, townhouse etc.	1 storey	Lone-person household	2366
Cairns	Semi-detached, row/terrace house, townhouse etc.	1 storey	One parent family with children	597
Cairns	Semi-detached, row/terrace house, townhouse etc.	1 storey	Other family	56
Cairns	Separate house		Couple family with children	21680
Cairns	Separate house		Couple family with no children	22376
Cairns	Separate house		Group household	2714
Cairns	Separate house		Lone-person household	14849
Cairns	Separate house		One parent family with children	9127
Cairns	Separate house		Other family	797
Darling Downs - Maranoa			Couple family with children	38
Darling Downs - Maranoa			Couple family with no children	77
Darling Downs - Maranoa			Group household	8
Darling Downs - Maranoa			Lone-person household	93
Darling Downs - Maranoa			One parent family with children	12
Darling Downs - Maranoa	(Other)	Cabin household	Couple family with children	10
Darling Downs - Maranoa	(Other)	Cabin household	Couple family with no children	22
Darling Downs - Maranoa	(Other)	Cabin household	Group household	7
Darling Downs - Maranoa	(Other)	Cabin household	Lone-person household	67
Darling Downs - Maranoa	(Other)	Caravan	Couple family with children	20
Darling Downs - Maranoa	(Other)	Caravan	Couple family with no children	79
Darling Downs - Maranoa	(Other)	Caravan	Group household	4
Darling Downs - Maranoa	(Other)	Caravan	Lone-person household	125
Darling Downs - Maranoa	(Other)	Caravan	One parent family with children	14
Darling Downs - Maranoa	(Other)	House or flat attached to a shop, office, etc	Couple family with children	22
Darling Downs - Maranoa	(Other)	House or flat attached to a shop, office, etc	Couple family with no children	23
Darling Downs - Maranoa	(Other)	House or flat attached to a shop, office, etc	Group household	4
Darling Downs - Maranoa	(Other)	House or flat attached to a shop, office, etc	Lone-person household	24
Darling Downs - Maranoa	(Other)	House or flat attached to a shop, office, etc	One parent family with children	5
Darling Downs - Maranoa	(Other)	Improvised home, tent sleepers	Couple family with children	10
Darling Downs - Maranoa	(Other)	Improvised home, tent sleepers	Couple family with no children	21
Darling Downs - Maranoa	(Other)	Improvised home, tent sleepers	Group household	3
Darling Downs - Maranoa	(Other)	Improvised home, tent sleepers	Lone-person household	34
Darling Downs - Maranoa	(Other)	Improvised home, tent sleepers	One parent family with children	3
Darling Downs - Maranoa	Flat/apartment		Lone-person household	4
Darling Downs - Maranoa	Flat/apartment	1 or 2 storey block	Couple family with children	24
Darling Downs - Maranoa	Flat/apartment	1 or 2 storey block	Couple family with no children	50
Darling Downs - Maranoa	Flat/apartment	1 or 2 storey block	Group household	9
Darling Downs - Maranoa	Flat/apartment	1 or 2 storey block	Lone-person household	264
Darling Downs - Maranoa	Flat/apartment	1 or 2 storey block	One parent family with children	35
Darling Downs - Maranoa	Flat/apartment	1 or 2 storey block	Other family	5
Darling Downs - Maranoa	Flat/apartment	4-8 storey block	Lone-person household	3
Darling Downs - Maranoa	Semi-detached, row/terrace house, townhouse etc.		Couple family with children	34
Darling Downs - Maranoa	Semi-detached, row/terrace house, townhouse etc.		Couple family with no children	47
Darling Downs - Maranoa	Semi-detached, row/terrace house, townhouse etc.		Group household	26
Darling Downs - Maranoa	Semi-detached, row/terrace house, townhouse etc.		Lone-person household	103
Darling Downs - Maranoa	Semi-detached, row/terrace house, townhouse etc.		One parent family with children	30
Darling Downs - Maranoa	Semi-detached, row/terrace house, townhouse etc.		Other family	4
Darling Downs - Maranoa	Semi-detached, row/terrace house, townhouse etc.	1 storey	Couple family with children	161
Darling Downs - Maranoa	Semi-detached, row/terrace house, townhouse etc.	1 storey	Couple family with no children	401
Darling Downs - Maranoa	Semi-detached, row/terrace house, townhouse etc.	1 storey	Group household	75
Darling Downs - Maranoa	Semi-detached, row/terrace house, townhouse etc.	1 storey	Lone-person household	1593
Darling Downs - Maranoa	Semi-detached, row/terrace house, townhouse etc.	1 storey	One parent family with children	223
Darling Downs - Maranoa	Semi-detached, row/terrace house, townhouse etc.	1 storey	Other family	25
Darling Downs - Maranoa	Separate house		Couple family with children	12054
Darling Downs - Maranoa	Separate house		Couple family with no children	14088
Darling Downs - Maranoa	Separate house		Group household	1138
Darling Downs - Maranoa	Separate house		Lone-person household	10747
Darling Downs - Maranoa	Separate house		One parent family with children	4726
Darling Downs - Maranoa	Separate house		Other family	451
Central Queensland			Couple family with children	50
Central Queensland			Couple family with no children	98
Central Queensland			Group household	18
Central Queensland			Lone-person household	134
Central Queensland			One parent family with children	23
Central Queensland	(Other)	Cabin household	Couple family with children	8
Central Queensland	(Other)	Cabin household	Couple family with no children	33
Central Queensland	(Other)	Cabin household	Group household	3
Central Queensland	(Other)	Cabin household	Lone-person household	91
Central Queensland	(Other)	Cabin household	One parent family with children	8
Central Queensland	(Other)	Cabin household	Other family	4
Central Queensland	(Other)	Caravan	Couple family with children	21
Central Queensland	(Other)	Caravan	Couple family with no children	155
Central Queensland	(Other)	Caravan	Group household	20
Central Queensland	(Other)	Caravan	Lone-person household	275
Central Queensland	(Other)	Caravan	One parent family with children	22
Central Queensland	(Other)	Caravan	Other family	3
Central Queensland	(Other)	House or flat attached to a shop, office, etc	Couple family with children	13
Central Queensland	(Other)	House or flat attached to a shop, office, etc	Couple family with no children	15
Central Queensland	(Other)	House or flat attached to a shop, office, etc	Lone-person household	16
Central Queensland	(Other)	House or flat attached to a shop, office, etc	One parent family with children	7
Central Queensland	(Other)	Improvised home, tent sleepers	Couple family with no children	18
Central Queensland	(Other)	Improvised home, tent sleepers	Lone-person household	39
Central Queensland	(Other)	Improvised home, tent sleepers	One parent family with children	5
Central Queensland	Flat/apartment		Couple family with children	6
Central Queensland	Flat/apartment		Couple family with no children	13
Central Queensland	Flat/apartment		Group household	3
Central Queensland	Flat/apartment		Lone-person household	26
Central Queensland	Flat/apartment		One parent family with children	4
Central Queensland	Flat/apartment	1 or 2 storey block	Couple family with children	247
Central Queensland	Flat/apartment	1 or 2 storey block	Couple family with no children	562
Central Queensland	Flat/apartment	1 or 2 storey block	Group household	177
Central Queensland	Flat/apartment	1 or 2 storey block	Lone-person household	2147
Central Queensland	Flat/apartment	1 or 2 storey block	One parent family with children	377
Central Queensland	Flat/apartment	1 or 2 storey block	Other family	52
Central Queensland	Flat/apartment	3 storey block	Couple family with children	18
Central Queensland	Flat/apartment	3 storey block	Couple family with no children	59
Central Queensland	Flat/apartment	3 storey block	Group household	15
Central Queensland	Flat/apartment	3 storey block	Lone-person household	183
Central Queensland	Flat/apartment	3 storey block	One parent family with children	24
Central Queensland	Flat/apartment	4-8 storey block	Couple family with children	29
Central Queensland	Flat/apartment	4-8 storey block	Couple family with no children	96
Central Queensland	Flat/apartment	4-8 storey block	Group household	15
Central Queensland	Flat/apartment	4-8 storey block	Lone-person household	178
Central Queensland	Flat/apartment	4-8 storey block	One parent family with children	20
Central Queensland	Flat/apartment	9 or more storey block	Couple family with children	17
Central Queensland	Flat/apartment	9 or more storey block	Couple family with no children	52
Central Queensland	Flat/apartment	9 or more storey block	Group household	10
Central Queensland	Flat/apartment	9 or more storey block	Lone-person household	112
Central Queensland	Flat/apartment	9 or more storey block	One parent family with children	8
Central Queensland	Semi-detached, row/terrace house, townhouse etc.		Couple family with children	165
Central Queensland	Semi-detached, row/terrace house, townhouse etc.		Couple family with no children	290
Central Queensland	Semi-detached, row/terrace house, townhouse etc.		Group household	97
