SA4_NAME16	DwellingStructure	DwellingSubtype	NumberBedrooms.min	occupied_private_dwellings
Brisbane - East	Flat/apartment	1 or 2 storey block	2	917
Brisbane - East	Flat/apartment	1 or 2 storey block	3	528
Brisbane - East	Flat/apartment	1 or 2 storey block	4	37
Brisbane - East	Flat/apartment	1 or 2 storey block	5	7
Brisbane - East	Flat/apartment	1 or 2 storey block	6	4
Brisbane - East	Flat/apartment	3 storey block		17
Brisbane - East	Flat/apartment	3 storey block	0	17
Brisbane - East	Flat/apartment	3 storey block	1	72
Brisbane - East	Flat/apartment	3 storey block	2	553
Brisbane - East	Flat/apartment	3 storey block	3	206
Brisbane - East	Flat/apartment	3 storey block	4	11
Brisbane - East	Flat/apartment	3 storey block	5	3
Brisbane - East	Flat/apartment	4-8 storey block		3
Brisbane - East	Flat/apartment	4-8 storey block	0	6
Brisbane - East	Flat/apartment	4-8 storey block	1	72
Brisbane - East	Flat/apartment	4-8 storey block	2	570
Brisbane - East	Flat/apartment	4-8 storey block	3	271
Brisbane - East	Flat/apartment	4-8 storey block	4	29
Brisbane - East	Flat/apartment	4-8 storey block	5	4
Brisbane - East	Flat/apartment	4-8 storey block	6	3
Brisbane - East	Flat/apartment	9 or more storey block	2	11
Brisbane - East	Flat/apartment	9 or more storey block	3	5
Brisbane - East	Flat/apartment	Attached to a house	1	29
Brisbane - East	Flat/apartment	Attached to a house	2	42
Brisbane - East	Flat/apartment	Attached to a house	3	15
Brisbane - East	Flat/apartment	Attached to a house	4	11
Brisbane - East	Flat/apartment	Attached to a house	5	11
Brisbane - East	Flat/apartment	Attached to a house	6	8
Brisbane - East	Separate house			716
Brisbane - East	Separate house		0	107
Brisbane - East	Separate house		1	666
Brisbane - East	Separate house		2	4180
Brisbane - East	Separate house		3	25159
Brisbane - East	Separate house		4	32380
Brisbane - East	Separate house		5	7901
Brisbane - East	Separate house		6	1362
Brisbane - North				6
Brisbane - North			0	9
Brisbane - North			1	26
Brisbane - North			2	20
Brisbane - North			3	19
Brisbane - North			4	11
Brisbane - North			5	5
Brisbane - North			6	3
Brisbane - North		1 storey		95
Brisbane - North		1 storey	0	13
Brisbane - North		1 storey	1	464
Brisbane - North		1 storey	2	1284
Brisbane - North		1 storey	3	1161
Brisbane - North		1 storey	4	67
Brisbane - North		1 storey	6	3
Brisbane - North		2 storeys or more		105
Brisbane - North		2 storeys or more	0	18
Brisbane - North		2 storeys or more	1	569
Brisbane - North		2 storeys or more	2	2396
Brisbane - North		2 storeys or more	3	5112
Brisbane - North		2 storeys or more	4	570
Brisbane - North		2 storeys or more	5	4
Brisbane - North		2 storeys or more	6	8
Brisbane - North	(Other)			124
Brisbane - North	(Other)		0	40
Brisbane - North	(Other)		1	101
Brisbane - North	(Other)		2	44
Brisbane - North	(Other)		3	14
Brisbane - North	(Other)		4	7
Brisbane - North	Flat/apartment		0	7
Brisbane - North	Flat/apartment	1 or 2 storey block		103
Brisbane - North	Flat/apartment	1 or 2 storey block	0	59
Brisbane - North	Flat/apartment	1 or 2 storey block	1	1174
Brisbane - North	Flat/apartment	1 or 2 storey block	2	2762
Brisbane - North	Flat/apartment	1 or 2 storey block	3	927
Brisbane - North	Flat/apartment	1 or 2 storey block	4	81
Brisbane - North	Flat/apartment	1 or 2 storey block	5	5
Brisbane - North	Flat/apartment	1 or 2 storey block	6	9
Brisbane - North	Flat/apartment	3 storey block		109
Brisbane - North	Flat/apartment	3 storey block	0	51
Brisbane - North	Flat/apartment	3 storey block	1	406
Brisbane - North	Flat/apartment	3 storey block	2	3474
Brisbane - North	Flat/apartment	3 storey block	3	436
Brisbane - North	Flat/apartment	3 storey block	4	21
Brisbane - North	Flat/apartment	3 storey block	5	3
Brisbane - North	Flat/apartment	3 storey block	6	3
Brisbane - North	Flat/apartment	4-8 storey block		37
Brisbane - North	Flat/apartment	4-8 storey block	0	30
Brisbane - North	Flat/apartment	4-8 storey block	1	655
Brisbane - North	Flat/apartment	4-8 storey block	2	1835
Brisbane - North	Flat/apartment	4-8 storey block	3	413
Brisbane - North	Flat/apartment	4-8 storey block	4	20
Brisbane - North	Flat/apartment	9 or more storey block		24
Brisbane - North	Flat/apartment	9 or more storey block	0	18
Brisbane - North	Flat/apartment	9 or more storey block	1	404
Brisbane - North	Flat/apartment	9 or more storey block	2	1140
Brisbane - North	Flat/apartment	9 or more storey block	3	195
Brisbane - North	Flat/apartment	9 or more storey block	4	6
Brisbane - North	Flat/apartment	Attached to a house	1	17
Brisbane - North	Flat/apartment	Attached to a house	2	27
Brisbane - North	Flat/apartment	Attached to a house	3	9
Brisbane - North	Flat/apartment	Attached to a house	4	10
Brisbane - North	Flat/apartment	Attached to a house	5	7
Brisbane - North	Separate house			528
Brisbane - North	Separate house		0	64
Brisbane - North	Separate house		1	367
Brisbane - North	Separate house		2	4025
Brisbane - North	Separate house		3	26592
Brisbane - North	Separate house		4	21774
Brisbane - North	Separate house		5	5805
Brisbane - North	Separate house		6	1043
Brisbane - South				28
Brisbane - South			0	12
Brisbane - South			1	59
Brisbane - South			2	46
Brisbane - South			3	43
Brisbane - South			4	27
Brisbane - South			5	5
Brisbane - South			6	7
Brisbane - South		1 storey		30
Brisbane - South		1 storey	0	31
Brisbane - South		1 storey	1	235
Brisbane - South		1 storey	2	1036
Brisbane - South		1 storey	3	977
Brisbane - South		1 storey	4	88
Brisbane - South		1 storey	5	7
Brisbane - South		1 storey	6	6
Brisbane - South		2 storeys or more		227
Brisbane - South		2 storeys or more	0	42
Brisbane - South		2 storeys or more	1	658
Brisbane - South		2 storeys or more	2	3131
Brisbane - South		2 storeys or more	3	11201
Brisbane - South		2 storeys or more	4	1368
Brisbane - South		2 storeys or more	5	94
Brisbane - South		2 storeys or more	6	19
Brisbane - South	(Other)			21
Brisbane - South	(Other)		0	65
Brisbane - South	(Other)		1	301
Brisbane - South	(Other)		2	166
Brisbane - South	(Other)		3	42
Brisbane - South	(Other)		4	9
Brisbane - South	(Other)		5	4
Brisbane - South	Flat/apartment		0	14
Brisbane - South	Flat/apartment	1 or 2 storey block		138
Brisbane - South	Flat/apartment	1 or 2 storey block	0	158
Brisbane - South	Flat/apartment	1 or 2 storey block	1	2087
Brisbane - South	Flat/apartment	1 or 2 storey block	2	3171
Brisbane - South	Flat/apartment	1 or 2 storey block	3	1102
Brisbane - South	Flat/apartment	1 or 2 storey block	4	109
Brisbane - South	Flat/apartment	1 or 2 storey block	5	30
Brisbane - South	Flat/apartment	1 or 2 storey block	6	16
Brisbane - South	Flat/apartment	3 storey block		79
Brisbane - South	Flat/apartment	3 storey block	0	56
Brisbane - South	Flat/apartment	3 storey block	1	693
Brisbane - South	Flat/apartment	3 storey block	2	5087
Brisbane - South	Flat/apartment	3 storey block	3	849
Brisbane - South	Flat/apartment	3 storey block	4	35
Brisbane - South	Flat/apartment	3 storey block	5	9
Brisbane - South	Flat/apartment	3 storey block	6	7
Brisbane - South	Flat/apartment	4-8 storey block		133
Brisbane - South	Flat/apartment	4-8 storey block	0	25
Brisbane - South	Flat/apartment	4-8 storey block	1	728
Brisbane - South	Flat/apartment	4-8 storey block	2	2722
Brisbane - South	Flat/apartment	4-8 storey block	3	664
Brisbane - South	Flat/apartment	4-8 storey block	4	9
Brisbane - South	Flat/apartment	4-8 storey block	5	4
Brisbane - South	Flat/apartment	4-8 storey block	6	3
Brisbane - South	Flat/apartment	9 or more storey block		31
Brisbane - South	Flat/apartment	9 or more storey block	0	13
Brisbane - South	Flat/apartment	9 or more storey block	1	546
Brisbane - South	Flat/apartment	9 or more storey block	2	1399
Brisbane - South	Flat/apartment	9 or more storey block	3	351
Brisbane - South	Flat/apartment	9 or more storey block	4	10
Brisbane - South	Flat/apartment	Attached to a house		7
Brisbane - South	Flat/apartment	Attached to a house	1	21
Brisbane - South	Flat/apartment	Attached to a house	2	31
Brisbane - South	Flat/apartment	Attached to a house	3	23
Brisbane - South	Flat/apartment	Attached to a house	4	7
Brisbane - South	Flat/apartment	Attached to a house	5	11
Brisbane - South	Flat/apartment	Attached to a house	6	10
Brisbane - South	Separate house			946
Brisbane - South	Separate house		0	146
Brisbane - South	Separate house		1	796
Brisbane - South	Separate house		2	4986
Brisbane - South	Separate house		3	32482
Brisbane - South	Separate house		4	36774
Brisbane - South	Separate house		5	12994
Brisbane - South	Separate house		6	2769
Brisbane - West				3
Brisbane - West			1	18
Brisbane - West			2	23
Brisbane - West			3	22
Brisbane - West			4	8
Brisbane - West			5	4
Brisbane - West		1 storey		23
Brisbane - West		1 storey	0	4
Brisbane - West		1 storey	1	113
Brisbane - West		1 storey	2	427
Brisbane - West		1 storey	3	309
Brisbane - West		1 storey	4	42
Brisbane - West		1 storey	5	4
Brisbane - West		2 storeys or more		27
Brisbane - West		2 storeys or more	1	131
Brisbane - West		2 storeys or more	2	773
Brisbane - West		2 storeys or more	3	2288
Brisbane - West		2 storeys or more	4	289
Brisbane - West		2 storeys or more	5	26
Brisbane - West		2 storeys or more	6	6
Brisbane - West	(Other)		1	3
Brisbane - West	(Other)		2	4
Brisbane - West	(Other)		3	6
Brisbane - West	(Other)		4	5
Brisbane - West	Flat/apartment	1 or 2 storey block		34
Brisbane - West	Flat/apartment	1 or 2 storey block	0	14
Brisbane - West	Flat/apartment	1 or 2 storey block	1	571
Brisbane - West	Flat/apartment	1 or 2 storey block	2	1782
Brisbane - West	Flat/apartment	1 or 2 storey block	3	745
Brisbane - West	Flat/apartment	1 or 2 storey block	4	130
Brisbane - West	Flat/apartment	1 or 2 storey block	5	18
Brisbane - West	Flat/apartment	1 or 2 storey block	6	11
Brisbane - West	Flat/apartment	3 storey block		43
Brisbane - West	Flat/apartment	3 storey block	0	18
Brisbane - West	Flat/apartment	3 storey block	1	392
Brisbane - West	Flat/apartment	3 storey block	2	2927
Brisbane - West	Flat/apartment	3 storey block	3	762
Brisbane - West	Flat/apartment	3 storey block	4	29
Brisbane - West	Flat/apartment	3 storey block	5	4
Brisbane - West	Flat/apartment	3 storey block	6	12
Brisbane - West	Flat/apartment	4-8 storey block		22
Brisbane - West	Flat/apartment	4-8 storey block	0	13
Brisbane - West	Flat/apartment	4-8 storey block	1	251
Brisbane - West	Flat/apartment	4-8 storey block	2	1820
Brisbane - West	Flat/apartment	4-8 storey block	3	607
Brisbane - West	Flat/apartment	4-8 storey block	4	26
Brisbane - West	Flat/apartment	9 or more storey block	1	49
Brisbane - West	Flat/apartment	9 or more storey block	2	348
Brisbane - West	Flat/apartment	9 or more storey block	3	350
Brisbane - West	Flat/apartment	9 or more storey block	4	12
Brisbane - West	Flat/apartment	Attached to a house	1	11
Brisbane - West	Flat/apartment	Attached to a house	2	19
Brisbane - West	Flat/apartment	Attached to a house	3	10
Brisbane - West	Flat/apartment	Attached to a house	4	6
Brisbane - West	Flat/apartment	Attached to a house	5	12
Brisbane - West	Flat/apartment	Attached to a house	6	4
Brisbane - West	Separate house			323
Brisbane - West	Separate house		0	33
Brisbane - West	Separate house		1	233
Brisbane - West	Separate house		2	1756
Brisbane - West	Separate house		3	16462
Brisbane - West	Separate house		4	23097
Brisbane - West	Separate house		5	7625
Brisbane - West	Separate house		6	1491
Brisbane Inner City				44
Brisbane Inner City			0	37
Brisbane Inner City			1	138
Brisbane Inner City			2	152
Brisbane Inner City			3	67
Brisbane Inner City			4	27
Brisbane Inner City			5	10
Brisbane Inner City			6	11
Brisbane Inner City		1 storey		11
Brisbane Inner City		1 storey	0	18
Brisbane Inner City		1 storey	1	94
Brisbane Inner City		1 storey	2	229
Brisbane Inner City		1 storey	3	128
Brisbane Inner City		1 storey	4	20
Brisbane Inner City		1 storey	5	8
Brisbane Inner City		2 storeys or more		94
Brisbane Inner City		2 storeys or more	0	29
Brisbane Inner City		2 storeys or more	1	435
Brisbane Inner City		2 storeys or more	2	2265
Brisbane Inner City		2 storeys or more	3	4547
Brisbane Inner City		2 storeys or more	4	408
Brisbane Inner City		2 storeys or more	5	48
Brisbane Inner City		2 storeys or more	6	35
Brisbane Inner City	(Other)		0	4
Brisbane Inner City	(Other)		1	29
Brisbane Inner City	(Other)		2	50
Brisbane Inner City	(Other)		3	19
Brisbane Inner City	(Other)		4	10
Brisbane Inner City	(Other)		5	6
Brisbane Inner City	Flat/apartment		0	5
Brisbane Inner City	Flat/apartment	1 or 2 storey block		178
Brisbane Inner City	Flat/apartment	1 or 2 storey block	0	286
Brisbane Inner City	Flat/apartment	1 or 2 storey block	1	3341
Brisbane Inner City	Flat/apartment	1 or 2 storey block	2	5250
Brisbane Inner City	Flat/apartment	1 or 2 storey block	3	1373
Brisbane Inner City	Flat/apartment	1 or 2 storey block	4	200
Brisbane Inner City	Flat/apartment	1 or 2 storey block	5	39
Brisbane Inner City	Flat/apartment	1 or 2 storey block	6	37
Brisbane Inner City	Flat/apartment	3 storey block		205
Brisbane Inner City	Flat/apartment	3 storey block	0	236
Brisbane Inner City	Flat/apartment	3 storey block	1	2480
Brisbane Inner City	Flat/apartment	3 storey block	2	11204
Brisbane Inner City	Flat/apartment	3 storey block	3	2218
Brisbane Inner City	Flat/apartment	3 storey block	4	137
Brisbane Inner City	Flat/apartment	3 storey block	5	15
Brisbane Inner City	Flat/apartment	3 storey block	6	20
Brisbane Inner City	Flat/apartment	4-8 storey block		230
Brisbane Inner City	Flat/apartment	4-8 storey block	0	383
Brisbane Inner City	Flat/apartment	4-8 storey block	1	4377
Brisbane Inner City	Flat/apartment	4-8 storey block	2	10006
Brisbane Inner City	Flat/apartment	4-8 storey block	3	2967
Brisbane Inner City	Flat/apartment	4-8 storey block	4	188
Brisbane Inner City	Flat/apartment	4-8 storey block	5	24
Brisbane Inner City	Flat/apartment	4-8 storey block	6	11
Brisbane Inner City	Flat/apartment	9 or more storey block		268
Brisbane Inner City	Flat/apartment	9 or more storey block	0	343
Brisbane Inner City	Flat/apartment	9 or more storey block	1	8675
Brisbane Inner City	Flat/apartment	9 or more storey block	2	12396
Brisbane Inner City	Flat/apartment	9 or more storey block	3	2889
Brisbane Inner City	Flat/apartment	9 or more storey block	4	226
Brisbane Inner City	Flat/apartment	9 or more storey block	5	17
Brisbane Inner City	Flat/apartment	9 or more storey block	6	11
Brisbane Inner City	Flat/apartment	Attached to a house		10
Brisbane Inner City	Flat/apartment	Attached to a house	1	155
Brisbane Inner City	Flat/apartment	Attached to a house	2	315
Brisbane Inner City	Flat/apartment	Attached to a house	3	36
Brisbane Inner City	Flat/apartment	Attached to a house	4	12
Brisbane Inner City	Flat/apartment	Attached to a house	5	10
Brisbane Inner City	Flat/apartment	Attached to a house	6	4
Brisbane Inner City	Separate house			322
Brisbane Inner City	Separate house		0	69
Brisbane Inner City	Separate house		1	466
Brisbane Inner City	Separate house		2	4243
Brisbane Inner City	Separate house		3	15081
Brisbane Inner City	Separate house		4	14128
Brisbane Inner City	Separate house		5	6925
Brisbane Inner City	Separate house		6	1542
Cairns				78
Cairns			0	39
Cairns			1	135
Cairns			2	220
Cairns			3	99
Cairns			4	41
Cairns			5	7
Cairns			6	24
Cairns		1 storey		146
Cairns		1 storey	0	34
Cairns		1 storey	1	540
Cairns		1 storey	2	2695
Cairns		1 storey	3	760
Cairns		1 storey	4	75
Cairns		1 storey	5	5
Cairns		1 storey	6	3
Cairns		2 storeys or more		70
Cairns		2 storeys or more	0	32
Cairns		2 storeys or more	1	461
Cairns		2 storeys or more	2	2313
Cairns		2 storeys or more	3	500
Cairns		2 storeys or more	4	51
Cairns		2 storeys or more	5	7
Cairns		2 storeys or more	6	10
Cairns	(Other)			143
Cairns	(Other)		0	209
Cairns	(Other)		1	449
Cairns	(Other)		2	193
Cairns	(Other)		3	136
Cairns	(Other)		4	57
Cairns	(Other)		5	10
Cairns	(Other)		6	10
Cairns	Flat/apartment		0	3
Cairns	Flat/apartment	1 or 2 storey block		213
Cairns	Flat/apartment	1 or 2 storey block	0	160
Cairns	Flat/apartment	1 or 2 storey block	1	1301
Cairns	Flat/apartment	1 or 2 storey block	2	4133
Cairns	Flat/apartment	1 or 2 storey block	3	710
Cairns	Flat/apartment	1 or 2 storey block	4	60
Cairns	Flat/apartment	1 or 2 storey block	5	18
Cairns	Flat/apartment	1 or 2 storey block	6	10
Cairns	Flat/apartment	3 storey block		52
Cairns	Flat/apartment	3 storey block	0	34
Cairns	Flat/apartment	3 storey block	1	559
Cairns	Flat/apartment	3 storey block	2	1934
Cairns	Flat/apartment	3 storey block	3	652
Cairns	Flat/apartment	3 storey block	4	17
Cairns	Flat/apartment	3 storey block	6	5
Cairns	Flat/apartment	4-8 storey block		9
Cairns	Flat/apartment	4-8 storey block	0	6
Cairns	Flat/apartment	4-8 storey block	1	87
Cairns	Flat/apartment	4-8 storey block	2	533
Cairns	Flat/apartment	4-8 storey block	3	239
Cairns	Flat/apartment	4-8 storey block	4	7
Cairns	Flat/apartment	4-8 storey block	6	3
Cairns	Flat/apartment	9 or more storey block		10
Cairns	Flat/apartment	9 or more storey block	1	61
Cairns	Flat/apartment	9 or more storey block	2	191
Cairns	Flat/apartment	9 or more storey block	3	147
Cairns	Flat/apartment	9 or more storey block	4	8
Cairns	Flat/apartment	Attached to a house	1	4
Cairns	Flat/apartment	Attached to a house	2	6
Cairns	Flat/apartment	Attached to a house	3	8
Cairns	Flat/apartment	Attached to a house	4	4
Cairns	Separate house			1234
Cairns	Separate house		0	291
Cairns	Separate house		1	1602
Cairns	Separate house		2	6746
Cairns	Separate house		3	32017
Cairns	Separate house		4	24503
Cairns	Separate house		5	4157
Cairns	Separate house		6	984
Darling Downs - Maranoa				26
Darling Downs - Maranoa			0	6
Darling Downs - Maranoa			1	31
Darling Downs - Maranoa			2	49
Darling Downs - Maranoa			3	67
Darling Downs - Maranoa			4	31
Darling Downs - Maranoa			5	12
Darling Downs - Maranoa			6	10
Darling Downs - Maranoa		1 storey		77
Darling Downs - Maranoa		1 storey	0	9
Darling Downs - Maranoa		1 storey	1	257
Darling Downs - Maranoa		1 storey	2	1440
Darling Downs - Maranoa		1 storey	3	579
Darling Downs - Maranoa		1 storey	4	85
Darling Downs - Maranoa		1 storey	5	14
Darling Downs - Maranoa		1 storey	6	14
Darling Downs - Maranoa		2 storeys or more		6
Darling Downs - Maranoa		2 storeys or more	1	16
Darling Downs - Maranoa		2 storeys or more	2	112
Darling Downs - Maranoa		2 storeys or more	3	84
Darling Downs - Maranoa		2 storeys or more	4	23
Darling Downs - Maranoa		2 storeys or more	5	6
Darling Downs - Maranoa		2 storeys or more	6	3
Darling Downs - Maranoa	(Other)			41
Darling Downs - Maranoa	(Other)		0	79
Darling Downs - Maranoa	(Other)		1	183
Darling Downs - Maranoa	(Other)		2	68
Darling Downs - Maranoa	(Other)		3	77
Darling Downs - Maranoa	(Other)		4	31
Darling Downs - Maranoa	(Other)		5	7
Darling Downs - Maranoa	(Other)		6	12
Darling Downs - Maranoa	Flat/apartment	1 or 2 storey block		19
Darling Downs - Maranoa	Flat/apartment	1 or 2 storey block	0	3
Darling Downs - Maranoa	Flat/apartment	1 or 2 storey block	1	65
Darling Downs - Maranoa	Flat/apartment	1 or 2 storey block	2	210
Darling Downs - Maranoa	Flat/apartment	1 or 2 storey block	3	74
Darling Downs - Maranoa	Flat/apartment	1 or 2 storey block	4	8
Darling Downs - Maranoa	Flat/apartment	4-8 storey block	2	3
Darling Downs - Maranoa	Flat/apartment	Attached to a house	3	3
Darling Downs - Maranoa	Flat/apartment	Attached to a house	5	3
Darling Downs - Maranoa	Separate house			806
Darling Downs - Maranoa	Separate house		0	214
Darling Downs - Maranoa	Separate house		1	1018
Darling Downs - Maranoa	Separate house		2	4936
Darling Downs - Maranoa	Separate house		3	19215
Darling Downs - Maranoa	Separate house		4	13764
Darling Downs - Maranoa	Separate house		5	2554
Darling Downs - Maranoa	Separate house		6	703
Central Queensland				36
Central Queensland			0	25
Central Queensland			1	82
Central Queensland			2	47
Central Queensland			3	76
Central Queensland			4	39
Central Queensland			5	7
Central Queensland			6	15
Central Queensland		1 storey		106
Central Queensland		1 storey	0	11
Central Queensland		1 storey	1	303
Central Queensland		1 storey	2	1544
Central Queensland		1 storey	3	884
Central Queensland		1 storey	4	156
Central Queensland		1 storey	5	25
Central Queensland		1 storey	6	9
Central Queensland		2 storeys or more		44
Central Queensland		2 storeys or more	0	28
Central Queensland		2 storeys or more	1	209
Central Queensland		2 storeys or more	2	674
Central Queensland		2 storeys or more	3	638
Central Queensland		2 storeys or more	4	65
Central Queensland		2 storeys or more	5	9
Central Queensland		2 storeys or more	6	7
Central Queensland	(Other)			94
Central Queensland	(Other)		0	123
Central Queensland	(Other)		1	307
Central Queensland	(Other)		2	113
Central Queensland	(Other)		3	78
Central Queensland	(Other)		4	35
Central Queensland	(Other)		5	4
Central Queensland	Flat/apartment	1 or 2 storey block		81
Central Queensland	Flat/apartment	1 or 2 storey block	0	28
Central Queensland	Flat/apartment	1 or 2 storey block	1	564
Central Queensland	Flat/apartment	1 or 2 storey block	2	2026
Central Queensland	Flat/apartment	1 or 2 storey block	3	775
Central Queensland	Flat/apartment	1 or 2 storey block	4	57
Central Queensland	Flat/apartment	1 or 2 storey block	5	11
Central Queensland	Flat/apartment	1 or 2 storey block	6	10
Central Queensland	Flat/apartment	3 storey block		5
Central Queensland	Flat/apartment	3 storey block	0	15
Central Queensland	Flat/apartment	3 storey block	1	31
Central Queensland	Flat/apartment	3 storey block	2	186
Central Queensland	Flat/apartment	3 storey block	3	61
Central Queensland	Flat/apartment	3 storey block	4	3
Central Queensland	Flat/apartment	4-8 storey block		4
Central Queensland	Flat/apartment	4-8 storey block	1	18
Central Queensland	Flat/apartment	4-8 storey block	2	237
Central Queensland	Flat/apartment	4-8 storey block	3	82
Central Queensland	Flat/apartment	4-8 storey block	4	6
Central Queensland	Flat/apartment	9 or more storey block		5
Central Queensland	Flat/apartment	9 or more storey block	0	3
Central Queensland	Flat/apartment	9 or more storey block	1	18
Central Queensland	Flat/apartment	9 or more storey block	2	133
Central Queensland	Flat/apartment	9 or more storey block	3	42
Central Queensland	Flat/apartment	Attached to a house	1	6
Central Queensland	Flat/apartment	Attached to a house	2	18
Central Queensland	Flat/apartment	Attached to a house	3	15
Central Queensland	Flat/apartment	Attached to a house	4	4
Central Queensland	Flat/apartment	Attached to a house	6	7
Central Queensland	Separate house			1215
Central Queensland	Separate house		0	242
Central Queensland	Separate house		1	1348
Central Queensland	Separate house		2	6520
Central Queensland	Separate house		3	29991
Central Queensland	Separate house		4	26511
Central Queensland	Separate house		5	4356
Central Queensland	Separate house		6	998
Gold Coast				61
Gold Coast			0	29
Gold Coast			1	152
Gold Coast			2	209
Gold Coast			3	179
Gold Coast			4	93
Gold Coast			5	13
Gold Coast			6	5
Gold Coast		1 storey		283
Gold Coast		1 storey	0	67
Gold Coast		1 storey	1	652
Gold Coast		1 storey	2	7162
Gold Coast		1 storey	3	7426
Gold Coast		1 storey	4	701
Gold Coast		1 storey	5	41
Gold Coast		1 storey	6	22
Gold Coast		2 storeys or more		472
Gold Coast		2 storeys or more	0	48
Gold Coast		2 storeys or more	1	835
Gold Coast		2 storeys or more	2	6301
Gold Coast		2 storeys or more	3	19936
Gold Coast		2 storeys or more	4	3113
Gold Coast		2 storeys or more	5	220
Gold Coast		2 storeys or more	6	53
Gold Coast	(Other)			60
Gold Coast	(Other)		0	120
Gold Coast	(Other)		1	653
Gold Coast	(Other)		2	426
Gold Coast	(Other)		3	83
Gold Coast	(Other)		4	31
Gold Coast	(Other)		5	9
Gold Coast	(Other)		6	14
Gold Coast	Flat/apartment		0	9
Gold Coast	Flat/apartment	1 or 2 storey block		268
Gold Coast	Flat/apartment	1 or 2 storey block	0	163
Gold Coast	Flat/apartment	1 or 2 storey block	1	1602
Gold Coast	Flat/apartment	1 or 2 storey block	2	4975
Gold Coast	Flat/apartment	1 or 2 storey block	3	1545
Gold Coast	Flat/apartment	1 or 2 storey block	4	229
Gold Coast	Flat/apartment	1 or 2 storey block	5	31
Gold Coast	Flat/apartment	1 or 2 storey block	6	20
Gold Coast	Flat/apartment	3 storey block		272
Gold Coast	Flat/apartment	3 storey block	0	72
Gold Coast	Flat/apartment	3 storey block	1	2522
Gold Coast	Flat/apartment	3 storey block	2	9671
Gold Coast	Flat/apartment	3 storey block	3	1882
Gold Coast	Flat/apartment	3 storey block	4	135
Gold Coast	Flat/apartment	3 storey block	5	18
Gold Coast	Flat/apartment	3 storey block	6	9
Gold Coast	Flat/apartment	4-8 storey block		150
Gold Coast	Flat/apartment	4-8 storey block	0	83
Gold Coast	Flat/apartment	4-8 storey block	1	1980
Gold Coast	Flat/apartment	4-8 storey block	2	5887
Gold Coast	Flat/apartment	4-8 storey block	3	1770
Gold Coast	Flat/apartment	4-8 storey block	4	130
Gold Coast	Flat/apartment	4-8 storey block	5	8
Gold Coast	Flat/apartment	4-8 storey block	6	9
Gold Coast	Flat/apartment	9 or more storey block		262
Gold Coast	Flat/apartment	9 or more storey block	0	271
Gold Coast	Flat/apartment	9 or more storey block	1	3472
Gold Coast	Flat/apartment	9 or more storey block	2	8999
Gold Coast	Flat/apartment	9 or more storey block	3	2846
Gold Coast	Flat/apartment	9 or more storey block	4	166
Gold Coast	Flat/apartment	9 or more storey block	5	13
Gold Coast	Flat/apartment	9 or more storey block	6	6
Gold Coast	Flat/apartment	Attached to a house		4
Gold Coast	Flat/apartment	Attached to a house	1	56
Gold Coast	Flat/apartment	Attached to a house	2	102
Gold Coast	Flat/apartment	Attached to a house	3	52
Gold Coast	Flat/apartment	Attached to a house	4	34
Gold Coast	Flat/apartment	Attached to a house	5	22
Gold Coast	Flat/apartment	Attached to a house	6	12
Gold Coast	Separate house			1620
Gold Coast	Separate house		0	193
Gold Coast	Separate house		1	855
Gold Coast	Separate house		2	6070
Gold Coast	Separate house		3	43512
Gold Coast	Separate house		4	65408
Gold Coast	Separate house		5	13994
Gold Coast	Separate house		6	3474
Ipswich				63
Ipswich			0	11
Ipswich			1	49
Ipswich			2	40
Ipswich			3	60
Ipswich			4	35
Ipswich			5	10
Ipswich		1 storey		171
Ipswich		1 storey	0	49
Ipswich		1 storey	1	874
Ipswich		1 storey	2	2000
Ipswich		1 storey	3	1656
Ipswich		1 storey	4	332
Ipswich		1 storey	5	7
Ipswich		1 storey	6	10
Ipswich		2 storeys or more		147
Ipswich		2 storeys or more	0	23
Ipswich		2 storeys or more	1	306
Ipswich		2 storeys or more	2	1097
Ipswich		2 storeys or more	3	4750
Ipswich		2 storeys or more	4	565
Ipswich		2 storeys or more	5	11
Ipswich		2 storeys or more	6	7
Ipswich	(Other)			20
Ipswich	(Other)		0	48
Ipswich	(Other)		1	251
Ipswich	(Other)		2	128
Ipswich	(Other)		3	45
Ipswich	(Other)		4	23
Ipswich	(Other)		5	3
Ipswich	(Other)		6	5
Ipswich	Flat/apartment	1 or 2 storey block		58
Ipswich	Flat/apartment	1 or 2 storey block	0	19
Ipswich	Flat/apartment	1 or 2 storey block	1	492
Ipswich	Flat/apartment	1 or 2 storey block	2	450
Ipswich	Flat/apartment	1 or 2 storey block	3	212
Ipswich	Flat/apartment	1 or 2 storey block	4	32
Ipswich	Flat/apartment	1 or 2 storey block	5	3
Ipswich	Flat/apartment	1 or 2 storey block	6	3
Ipswich	Flat/apartment	3 storey block		8
Ipswich	Flat/apartment	3 storey block	0	5
Ipswich	Flat/apartment	3 storey block	1	96
Ipswich	Flat/apartment	3 storey block	2	173
Ipswich	Flat/apartment	3 storey block	3	25
Ipswich	Flat/apartment	4-8 storey block	1	26
Ipswich	Flat/apartment	4-8 storey block	2	62
Ipswich	Flat/apartment	9 or more storey block	0	4
Ipswich	Flat/apartment	9 or more storey block	1	20
Ipswich	Flat/apartment	9 or more storey block	2	20
Ipswich	Flat/apartment	9 or more storey block	3	9
Ipswich	Flat/apartment	Attached to a house		8
