CED_NAME16	DwellingStructure	DwellingSubtype	NumberBedrooms.min	occupied_private_dwellings
Cunningham	Flat/apartment	4-8 storey block	4	37
Cunningham	Flat/apartment	4-8 storey block	6	3
Cunningham	Flat/apartment	9 or more storey block		23
Cunningham	Flat/apartment	9 or more storey block	0	12
Cunningham	Flat/apartment	9 or more storey block	1	242
Cunningham	Flat/apartment	9 or more storey block	2	1103
Cunningham	Flat/apartment	9 or more storey block	3	657
Cunningham	Flat/apartment	9 or more storey block	4	37
Cunningham	Flat/apartment	Attached to a house	1	51
Cunningham	Flat/apartment	Attached to a house	2	74
Cunningham	Flat/apartment	Attached to a house	3	43
Cunningham	Flat/apartment	Attached to a house	4	33
Cunningham	Flat/apartment	Attached to a house	5	9
Cunningham	Flat/apartment	Attached to a house	6	4
Cunningham	Separate house			360
Cunningham	Separate house		0	35
Cunningham	Separate house		1	376
Cunningham	Separate house		2	3508
Cunningham	Separate house		3	17237
Cunningham	Separate house		4	12716
Cunningham	Separate house		5	3404
Cunningham	Separate house		6	732
Dobell				3
Dobell			0	5
Dobell			1	29
Dobell			2	20
Dobell			3	29
Dobell			4	13
Dobell			5	3
Dobell			6	3
Dobell		1 storey		120
Dobell		1 storey	0	37
Dobell		1 storey	1	392
Dobell		1 storey	2	2283
Dobell		1 storey	3	1543
Dobell		1 storey	4	109
Dobell		1 storey	5	20
Dobell		1 storey	6	6
Dobell		2 storeys or more		63
Dobell		2 storeys or more	0	3
Dobell		2 storeys or more	1	250
Dobell		2 storeys or more	2	800
Dobell		2 storeys or more	3	1560
Dobell		2 storeys or more	4	185
Dobell		2 storeys or more	5	15
Dobell		2 storeys or more	6	12
Dobell	(Other)			22
Dobell	(Other)		0	37
Dobell	(Other)		1	97
Dobell	(Other)		2	90
Dobell	(Other)		3	26
Dobell	(Other)		4	6
Dobell	Flat/apartment	1 or 2 storey block		65
Dobell	Flat/apartment	1 or 2 storey block	0	18
Dobell	Flat/apartment	1 or 2 storey block	1	382
Dobell	Flat/apartment	1 or 2 storey block	2	1323
Dobell	Flat/apartment	1 or 2 storey block	3	555
Dobell	Flat/apartment	1 or 2 storey block	4	54
Dobell	Flat/apartment	1 or 2 storey block	5	6
Dobell	Flat/apartment	3 storey block		7
Dobell	Flat/apartment	3 storey block	1	40
Dobell	Flat/apartment	3 storey block	2	348
Dobell	Flat/apartment	3 storey block	3	71
Dobell	Flat/apartment	3 storey block	4	3
Dobell	Flat/apartment	4-8 storey block		7
Dobell	Flat/apartment	4-8 storey block	0	11
Dobell	Flat/apartment	4-8 storey block	1	66
Dobell	Flat/apartment	4-8 storey block	2	544
Dobell	Flat/apartment	4-8 storey block	3	110
Dobell	Flat/apartment	4-8 storey block	4	4
Dobell	Flat/apartment	4-8 storey block	6	4
Dobell	Flat/apartment	9 or more storey block	1	13
Dobell	Flat/apartment	9 or more storey block	2	118
Dobell	Flat/apartment	9 or more storey block	3	11
Dobell	Flat/apartment	Attached to a house	1	23
Dobell	Flat/apartment	Attached to a house	2	84
Dobell	Flat/apartment	Attached to a house	3	26
Dobell	Flat/apartment	Attached to a house	4	7
Dobell	Flat/apartment	Attached to a house	5	6
Dobell	Separate house			604
Dobell	Separate house		0	100
Dobell	Separate house		1	684
Dobell	Separate house		2	4436
Dobell	Separate house		3	18608
Dobell	Separate house		4	18406
Dobell	Separate house		5	4151
Dobell	Separate house		6	1072
Eden-Monaro				31
Eden-Monaro			0	11
Eden-Monaro			1	51
Eden-Monaro			2	65
Eden-Monaro			3	54
Eden-Monaro			4	23
Eden-Monaro			5	12
Eden-Monaro			6	12
Eden-Monaro		1 storey		56
Eden-Monaro		1 storey	0	15
Eden-Monaro		1 storey	1	299
Eden-Monaro		1 storey	2	1822
Eden-Monaro		1 storey	3	1029
Eden-Monaro		1 storey	4	88
Eden-Monaro		1 storey	5	4
Eden-Monaro		1 storey	6	6
Eden-Monaro		2 storeys or more		36
Eden-Monaro		2 storeys or more	0	7
Eden-Monaro		2 storeys or more	1	190
Eden-Monaro		2 storeys or more	2	1058
Eden-Monaro		2 storeys or more	3	972
Eden-Monaro		2 storeys or more	4	107
Eden-Monaro		2 storeys or more	5	3
Eden-Monaro		2 storeys or more	6	8
Eden-Monaro	(Other)			11
Eden-Monaro	(Other)		0	45
Eden-Monaro	(Other)		1	156
Eden-Monaro	(Other)		2	182
Eden-Monaro	(Other)		3	62
Eden-Monaro	(Other)		4	23
Eden-Monaro	(Other)		5	12
Eden-Monaro	(Other)		6	8
Eden-Monaro	Flat/apartment	1 or 2 storey block		63
Eden-Monaro	Flat/apartment	1 or 2 storey block	0	51
Eden-Monaro	Flat/apartment	1 or 2 storey block	1	708
Eden-Monaro	Flat/apartment	1 or 2 storey block	2	1186
Eden-Monaro	Flat/apartment	1 or 2 storey block	3	357
Eden-Monaro	Flat/apartment	1 or 2 storey block	4	50
Eden-Monaro	Flat/apartment	1 or 2 storey block	5	7
Eden-Monaro	Flat/apartment	1 or 2 storey block	6	11
Eden-Monaro	Flat/apartment	3 storey block		11
Eden-Monaro	Flat/apartment	3 storey block	0	12
Eden-Monaro	Flat/apartment	3 storey block	1	165
Eden-Monaro	Flat/apartment	3 storey block	2	433
Eden-Monaro	Flat/apartment	3 storey block	3	62
Eden-Monaro	Flat/apartment	3 storey block	4	8
Eden-Monaro	Flat/apartment	4-8 storey block		15
Eden-Monaro	Flat/apartment	4-8 storey block	1	219
Eden-Monaro	Flat/apartment	4-8 storey block	2	674
Eden-Monaro	Flat/apartment	4-8 storey block	3	42
Eden-Monaro	Flat/apartment	9 or more storey block	1	17
Eden-Monaro	Flat/apartment	9 or more storey block	2	56
Eden-Monaro	Flat/apartment	9 or more storey block	3	3
Eden-Monaro	Flat/apartment	Attached to a house	1	21
Eden-Monaro	Flat/apartment	Attached to a house	2	21
Eden-Monaro	Flat/apartment	Attached to a house	3	21
Eden-Monaro	Flat/apartment	Attached to a house	4	6
Eden-Monaro	Flat/apartment	Attached to a house	5	3
Eden-Monaro	Flat/apartment	Attached to a house	6	6
Eden-Monaro	Separate house			646
Eden-Monaro	Separate house		0	242
Eden-Monaro	Separate house		1	1161
Eden-Monaro	Separate house		2	5342
Eden-Monaro	Separate house		3	20529
Eden-Monaro	Separate house		4	17217
Eden-Monaro	Separate house		5	3983
Eden-Monaro	Separate house		6	1065
Farrer				52
Farrer			0	3
Farrer			1	23
Farrer			2	60
Farrer			3	68
Farrer			4	58
Farrer			5	17
Farrer			6	14
Farrer		1 storey		152
Farrer		1 storey	0	14
Farrer		1 storey	1	695
Farrer		1 storey	2	3779
Farrer		1 storey	3	941
Farrer		1 storey	4	71
Farrer		1 storey	5	13
Farrer		1 storey	6	7
Farrer		2 storeys or more		8
Farrer		2 storeys or more	0	4
Farrer		2 storeys or more	1	159
Farrer		2 storeys or more	2	209
Farrer		2 storeys or more	3	127
Farrer		2 storeys or more	4	21
Farrer		2 storeys or more	5	8
Farrer	(Other)			50
Farrer	(Other)		0	29
Farrer	(Other)		1	131
Farrer	(Other)		2	120
Farrer	(Other)		3	89
Farrer	(Other)		4	36
Farrer	(Other)		5	5
Farrer	(Other)		6	8
Farrer	Flat/apartment	1 or 2 storey block		67
Farrer	Flat/apartment	1 or 2 storey block	0	9
Farrer	Flat/apartment	1 or 2 storey block	1	308
Farrer	Flat/apartment	1 or 2 storey block	2	1010
Farrer	Flat/apartment	1 or 2 storey block	3	298
Farrer	Flat/apartment	1 or 2 storey block	4	14
Farrer	Flat/apartment	1 or 2 storey block	5	6
Farrer	Flat/apartment	1 or 2 storey block	6	3
Farrer	Flat/apartment	3 storey block	0	4
Farrer	Flat/apartment	3 storey block	1	9
Farrer	Flat/apartment	3 storey block	2	81
Farrer	Flat/apartment	3 storey block	3	4
Farrer	Flat/apartment	3 storey block	4	4
Farrer	Flat/apartment	4-8 storey block	2	22
Farrer	Flat/apartment	4-8 storey block	3	4
Farrer	Flat/apartment	Attached to a house	1	3
Farrer	Flat/apartment	Attached to a house	2	8
Farrer	Flat/apartment	Attached to a house	3	3
Farrer	Flat/apartment	Attached to a house	4	3
Farrer	Separate house			997
Farrer	Separate house		0	87
Farrer	Separate house		1	646
Farrer	Separate house		2	5946
Farrer	Separate house		3	26243
Farrer	Separate house		4	18677
Farrer	Separate house		5	2909
Farrer	Separate house		6	587
Fowler				8
Fowler			0	6
Fowler			1	17
Fowler			2	61
Fowler			3	24
Fowler			4	16
Fowler			5	8
Fowler		1 storey		29
Fowler		1 storey	0	21
Fowler		1 storey	1	143
Fowler		1 storey	2	329
Fowler		1 storey	3	601
Fowler		1 storey	4	62
Fowler		1 storey	5	15
Fowler		1 storey	6	8
Fowler		2 storeys or more		96
Fowler		2 storeys or more	0	10
Fowler		2 storeys or more	1	284
Fowler		2 storeys or more	2	1270
Fowler		2 storeys or more	3	2787
Fowler		2 storeys or more	4	582
Fowler		2 storeys or more	5	67
Fowler		2 storeys or more	6	9
Fowler	(Other)			3
Fowler	(Other)		0	7
Fowler	(Other)		1	17
Fowler	(Other)		2	54
Fowler	(Other)		3	23
Fowler	(Other)		4	10
Fowler	(Other)		5	4
Fowler	(Other)		6	3
Fowler	Flat/apartment		0	4
Fowler	Flat/apartment	1 or 2 storey block		76
Fowler	Flat/apartment	1 or 2 storey block	0	64
Fowler	Flat/apartment	1 or 2 storey block	1	570
Fowler	Flat/apartment	1 or 2 storey block	2	1286
Fowler	Flat/apartment	1 or 2 storey block	3	460
Fowler	Flat/apartment	1 or 2 storey block	4	28
Fowler	Flat/apartment	1 or 2 storey block	5	9
Fowler	Flat/apartment	1 or 2 storey block	6	7
Fowler	Flat/apartment	3 storey block		158
Fowler	Flat/apartment	3 storey block	0	18
Fowler	Flat/apartment	3 storey block	1	391
Fowler	Flat/apartment	3 storey block	2	4700
Fowler	Flat/apartment	3 storey block	3	480
Fowler	Flat/apartment	3 storey block	4	13
Fowler	Flat/apartment	3 storey block	6	4
Fowler	Flat/apartment	4-8 storey block		56
Fowler	Flat/apartment	4-8 storey block	0	4
Fowler	Flat/apartment	4-8 storey block	1	248
Fowler	Flat/apartment	4-8 storey block	2	1537
Fowler	Flat/apartment	4-8 storey block	3	495
Fowler	Flat/apartment	4-8 storey block	4	9
Fowler	Flat/apartment	9 or more storey block		40
Fowler	Flat/apartment	9 or more storey block	0	75
Fowler	Flat/apartment	9 or more storey block	1	568
Fowler	Flat/apartment	9 or more storey block	2	2006
Fowler	Flat/apartment	9 or more storey block	3	397
Fowler	Flat/apartment	9 or more storey block	4	8
Fowler	Flat/apartment	9 or more storey block	6	4
Fowler	Flat/apartment	Attached to a house		18
Fowler	Flat/apartment	Attached to a house	1	57
Fowler	Flat/apartment	Attached to a house	2	285
Fowler	Flat/apartment	Attached to a house	3	144
Fowler	Flat/apartment	Attached to a house	4	57
Fowler	Flat/apartment	Attached to a house	5	48
Fowler	Flat/apartment	Attached to a house	6	9
Fowler	Separate house			504
Fowler	Separate house		0	44
Fowler	Separate house		1	318
Fowler	Separate house		2	2404
Fowler	Separate house		3	13325
Fowler	Separate house		4	11321
Fowler	Separate house		5	3414
Fowler	Separate house		6	988
Gilmore				79
Gilmore			0	8
Gilmore			1	62
Gilmore			2	99
Gilmore			3	33
Gilmore			4	18
Gilmore			5	3
Gilmore		1 storey		95
Gilmore		1 storey	0	12
Gilmore		1 storey	1	287
Gilmore		1 storey	2	1981
Gilmore		1 storey	3	1186
Gilmore		1 storey	4	110
Gilmore		1 storey	5	12
Gilmore		1 storey	6	7
Gilmore		2 storeys or more		42
Gilmore		2 storeys or more	0	5
Gilmore		2 storeys or more	1	185
Gilmore		2 storeys or more	2	803
Gilmore		2 storeys or more	3	992
Gilmore		2 storeys or more	4	122
Gilmore		2 storeys or more	5	13
Gilmore		2 storeys or more	6	8
Gilmore	(Other)			47
Gilmore	(Other)		0	44
Gilmore	(Other)		1	278
Gilmore	(Other)		2	568
Gilmore	(Other)		3	144
Gilmore	(Other)		4	39
Gilmore	(Other)		5	10
Gilmore	(Other)		6	3
Gilmore	Flat/apartment	1 or 2 storey block		45
Gilmore	Flat/apartment	1 or 2 storey block	0	24
Gilmore	Flat/apartment	1 or 2 storey block	1	268
Gilmore	Flat/apartment	1 or 2 storey block	2	841
Gilmore	Flat/apartment	1 or 2 storey block	3	435
Gilmore	Flat/apartment	1 or 2 storey block	4	42
Gilmore	Flat/apartment	1 or 2 storey block	5	13
Gilmore	Flat/apartment	1 or 2 storey block	6	8
Gilmore	Flat/apartment	3 storey block		5
Gilmore	Flat/apartment	3 storey block	1	15
Gilmore	Flat/apartment	3 storey block	2	143
Gilmore	Flat/apartment	3 storey block	3	70
Gilmore	Flat/apartment	4-8 storey block		12
Gilmore	Flat/apartment	4-8 storey block	1	70
Gilmore	Flat/apartment	4-8 storey block	2	182
Gilmore	Flat/apartment	4-8 storey block	3	80
Gilmore	Flat/apartment	4-8 storey block	4	6
Gilmore	Flat/apartment	4-8 storey block	6	5
Gilmore	Flat/apartment	Attached to a house		5
Gilmore	Flat/apartment	Attached to a house	1	32
Gilmore	Flat/apartment	Attached to a house	2	48
Gilmore	Flat/apartment	Attached to a house	3	41
Gilmore	Flat/apartment	Attached to a house	4	23
Gilmore	Flat/apartment	Attached to a house	5	4
Gilmore	Flat/apartment	Attached to a house	6	3
Gilmore	Separate house			699
Gilmore	Separate house		0	134
Gilmore	Separate house		1	822
Gilmore	Separate house		2	5754
Gilmore	Separate house		3	23469
Gilmore	Separate house		4	19106
Gilmore	Separate house		5	3824
Gilmore	Separate house		6	856
Grayndler				4
Grayndler			0	10
Grayndler			1	45
Grayndler			2	32
Grayndler			3	17
Grayndler			4	10
Grayndler			5	7
Grayndler			6	7
Grayndler		1 storey		58
Grayndler		1 storey	0	28
Grayndler		1 storey	1	434
Grayndler		1 storey	2	4045
Grayndler		1 storey	3	3863
Grayndler		1 storey	4	973
Grayndler		1 storey	5	108
Grayndler		1 storey	6	22
Grayndler		2 storeys or more		60
Grayndler		2 storeys or more	0	66
Grayndler		2 storeys or more	1	410
Grayndler		2 storeys or more	2	2144
Grayndler		2 storeys or more	3	3634
Grayndler		2 storeys or more	4	1413
Grayndler		2 storeys or more	5	220
Grayndler		2 storeys or more	6	36
Grayndler	(Other)			26
Grayndler	(Other)		0	44
Grayndler	(Other)		1	284
Grayndler	(Other)		2	399
Grayndler	(Other)		3	188
Grayndler	(Other)		4	41
Grayndler	(Other)		5	10
Grayndler	(Other)		6	14
Grayndler	Flat/apartment		0	12
Grayndler	Flat/apartment	1 or 2 storey block		113
Grayndler	Flat/apartment	1 or 2 storey block	0	331
Grayndler	Flat/apartment	1 or 2 storey block	1	2326
Grayndler	Flat/apartment	1 or 2 storey block	2	3997
Grayndler	Flat/apartment	1 or 2 storey block	3	958
Grayndler	Flat/apartment	1 or 2 storey block	4	138
Grayndler	Flat/apartment	1 or 2 storey block	5	25
Grayndler	Flat/apartment	1 or 2 storey block	6	18
Grayndler	Flat/apartment	3 storey block		95
Grayndler	Flat/apartment	3 storey block	0	335
Grayndler	Flat/apartment	3 storey block	1	2230
Grayndler	Flat/apartment	3 storey block	2	5799
Grayndler	Flat/apartment	3 storey block	3	581
Grayndler	Flat/apartment	3 storey block	4	34
Grayndler	Flat/apartment	3 storey block	5	4
Grayndler	Flat/apartment	3 storey block	6	10
Grayndler	Flat/apartment	4-8 storey block		60
Grayndler	Flat/apartment	4-8 storey block	0	288
Grayndler	Flat/apartment	4-8 storey block	1	2236
Grayndler	Flat/apartment	4-8 storey block	2	4057
Grayndler	Flat/apartment	4-8 storey block	3	809
Grayndler	Flat/apartment	4-8 storey block	4	33
Grayndler	Flat/apartment	4-8 storey block	5	3
Grayndler	Flat/apartment	9 or more storey block		10
Grayndler	Flat/apartment	9 or more storey block	0	27
Grayndler	Flat/apartment	9 or more storey block	1	397
Grayndler	Flat/apartment	9 or more storey block	2	579
Grayndler	Flat/apartment	9 or more storey block	3	141
Grayndler	Flat/apartment	9 or more storey block	4	5
Grayndler	Flat/apartment	Attached to a house		3
Grayndler	Flat/apartment	Attached to a house	1	93
Grayndler	Flat/apartment	Attached to a house	2	99
Grayndler	Flat/apartment	Attached to a house	3	36
Grayndler	Flat/apartment	Attached to a house	4	16
Grayndler	Flat/apartment	Attached to a house	5	6
Grayndler	Separate house			142
Grayndler	Separate house		0	55
Grayndler	Separate house		1	323
Grayndler	Separate house		2	2795
Grayndler	Separate house		3	7719
Grayndler	Separate house		4	4609
Grayndler	Separate house		5	1007
Grayndler	Separate house		6	221
Greenway				13
Greenway			0	4
Greenway			1	16
Greenway			2	29
Greenway			3	26
Greenway			4	45
Greenway			5	11
Greenway		1 storey		48
Greenway		1 storey	0	11
Greenway		1 storey	1	167
Greenway		1 storey	2	858
Greenway		1 storey	3	1138
Greenway		1 storey	4	366
Greenway		1 storey	5	44
Greenway		1 storey	6	10
Greenway		2 storeys or more		74
Greenway		2 storeys or more	0	12
Greenway		2 storeys or more	1	214
Greenway		2 storeys or more	2	883
Greenway		2 storeys or more	3	3197
Greenway		2 storeys or more	4	1170
Greenway		2 storeys or more	5	113
Greenway		2 storeys or more	6	16
Greenway	(Other)		1	4
Greenway	(Other)		2	20
Greenway	(Other)		3	16
Greenway	(Other)		4	16
Greenway	(Other)		5	6
Greenway	Flat/apartment		0	8
Greenway	Flat/apartment	1 or 2 storey block		22
Greenway	Flat/apartment	1 or 2 storey block	0	95
Greenway	Flat/apartment	1 or 2 storey block	1	173
Greenway	Flat/apartment	1 or 2 storey block	2	133
Greenway	Flat/apartment	1 or 2 storey block	3	143
Greenway	Flat/apartment	1 or 2 storey block	4	22
Greenway	Flat/apartment	1 or 2 storey block	5	3
Greenway	Flat/apartment	3 storey block		4
Greenway	Flat/apartment	3 storey block	1	4
Greenway	Flat/apartment	3 storey block	2	210
Greenway	Flat/apartment	3 storey block	3	37
Greenway	Flat/apartment	4-8 storey block		64
Greenway	Flat/apartment	4-8 storey block	0	28
Greenway	Flat/apartment	4-8 storey block	1	435
Greenway	Flat/apartment	4-8 storey block	2	3496
Greenway	Flat/apartment	4-8 storey block	3	535
Greenway	Flat/apartment	4-8 storey block	4	36
Greenway	Flat/apartment	4-8 storey block	5	3
Greenway	Flat/apartment	9 or more storey block		7
Greenway	Flat/apartment	9 or more storey block	1	16
Greenway	Flat/apartment	9 or more storey block	2	150
Greenway	Flat/apartment	9 or more storey block	3	49
Greenway	Flat/apartment	9 or more storey block	4	3
Greenway	Flat/apartment	Attached to a house		8
Greenway	Flat/apartment	Attached to a house	1	31
Greenway	Flat/apartment	Attached to a house	2	136
Greenway	Flat/apartment	Attached to a house	3	71
Greenway	Flat/apartment	Attached to a house	4	29
Greenway	Flat/apartment	Attached to a house	5	18
Greenway	Flat/apartment	Attached to a house	6	5
Greenway	Separate house			543
Greenway	Separate house		0	57
Greenway	Separate house		1	380
Greenway	Separate house		2	2544
Greenway	Separate house		3	15347
Greenway	Separate house		4	22989
Greenway	Separate house		5	5687
Greenway	Separate house		6	1017
Hughes				10
Hughes			0	4
Hughes			1	11
Hughes			2	15
Hughes			3	11
Hughes			5	6
Hughes			6	3
Hughes		1 storey		15
Hughes		1 storey	0	10
Hughes		1 storey	1	82
Hughes		1 storey	2	396
Hughes		1 storey	3	668
Hughes		1 storey	4	187
Hughes		1 storey	5	28
Hughes		1 storey	6	4
Hughes		2 storeys or more		26
Hughes		2 storeys or more	0	7
Hughes		2 storeys or more	1	142
Hughes		2 storeys or more	2	785
Hughes		2 storeys or more	3	2854
Hughes		2 storeys or more	4	499
Hughes		2 storeys or more	5	71
Hughes		2 storeys or more	6	4
Hughes	(Other)		0	5
Hughes	(Other)		1	30
Hughes	(Other)		2	41
Hughes	(Other)		3	14
Hughes	(Other)		4	5
Hughes	Flat/apartment		0	5
Hughes	Flat/apartment	1 or 2 storey block		22
Hughes	Flat/apartment	1 or 2 storey block	0	11
Hughes	Flat/apartment	1 or 2 storey block	1	380
Hughes	Flat/apartment	1 or 2 storey block	2	711
Hughes	Flat/apartment	1 or 2 storey block	3	305
Hughes	Flat/apartment	1 or 2 storey block	4	17
Hughes	Flat/apartment	1 or 2 storey block	6	4
Hughes	Flat/apartment	3 storey block		32
Hughes	Flat/apartment	3 storey block	1	147
Hughes	Flat/apartment	3 storey block	2	2596
Hughes	Flat/apartment	3 storey block	3	257
Hughes	Flat/apartment	3 storey block	4	3
Hughes	Flat/apartment	3 storey block	6	7
Hughes	Flat/apartment	4-8 storey block		19
Hughes	Flat/apartment	4-8 storey block	1	397
Hughes	Flat/apartment	4-8 storey block	2	1633
Hughes	Flat/apartment	4-8 storey block	3	247
Hughes	Flat/apartment	9 or more storey block	1	34
Hughes	Flat/apartment	9 or more storey block	2	113
Hughes	Flat/apartment	9 or more storey block	3	55
Hughes	Flat/apartment	Attached to a house	1	21
Hughes	Flat/apartment	Attached to a house	2	43
Hughes	Flat/apartment	Attached to a house	3	32
Hughes	Flat/apartment	Attached to a house	4	15
