CED_NAME16	Age	MaxSchoolingCompleted	Sex	adults
Hindmarsh	25-34	Did not go to school	M	46
Hindmarsh	25-34	Year 8 or below	F	61
Hindmarsh	25-34	Year 8 or below	M	61
Hindmarsh	25-34	Year 9	F	128
Hindmarsh	25-34	Year 9	M	184
Hindmarsh	25-34	Year 10	F	603
Hindmarsh	25-34	Year 10	M	814
Hindmarsh	25-34	Year 11	F	829
Hindmarsh	25-34	Year 11	M	1358
Hindmarsh	25-34	Year 12	F	9950
Hindmarsh	25-34	Year 12	M	8885
Hindmarsh	35-44		F	412
Hindmarsh	35-44		M	430
Hindmarsh	35-44	Did not go to school	F	63
Hindmarsh	35-44	Did not go to school	M	43
Hindmarsh	35-44	Year 8 or below	F	107
Hindmarsh	35-44	Year 8 or below	M	104
Hindmarsh	35-44	Year 9	F	193
Hindmarsh	35-44	Year 9	M	224
Hindmarsh	35-44	Year 10	F	720
Hindmarsh	35-44	Year 10	M	1001
Hindmarsh	35-44	Year 11	F	972
Hindmarsh	35-44	Year 11	M	1345
Hindmarsh	35-44	Year 12	F	8931
Hindmarsh	35-44	Year 12	M	7765
Hindmarsh	45-54		F	375
Hindmarsh	45-54		M	442
Hindmarsh	45-54	Did not go to school	F	122
Hindmarsh	45-54	Did not go to school	M	71
Hindmarsh	45-54	Year 8 or below	F	150
Hindmarsh	45-54	Year 8 or below	M	170
Hindmarsh	45-54	Year 9	F	263
Hindmarsh	45-54	Year 9	M	295
Hindmarsh	45-54	Year 10	F	1147
Hindmarsh	45-54	Year 10	M	1362
Hindmarsh	45-54	Year 11	F	1904
Hindmarsh	45-54	Year 11	M	2132
Hindmarsh	45-54	Year 12	F	7491
Hindmarsh	45-54	Year 12	M	6505
Hindmarsh	55-64		F	419
Hindmarsh	55-64		M	481
Hindmarsh	55-64	Did not go to school	F	128
Hindmarsh	55-64	Did not go to school	M	105
Hindmarsh	55-64	Year 8 or below	F	301
Hindmarsh	55-64	Year 8 or below	M	296
Hindmarsh	55-64	Year 9	F	464
Hindmarsh	55-64	Year 9	M	532
Hindmarsh	55-64	Year 10	F	1866
Hindmarsh	55-64	Year 10	M	1968
Hindmarsh	55-64	Year 11	F	3050
Hindmarsh	55-64	Year 11	M	2829
Hindmarsh	55-64	Year 12	F	5589
Hindmarsh	55-64	Year 12	M	5044
Hindmarsh	65-74		F	457
Hindmarsh	65-74		M	370
Hindmarsh	65-74	Did not go to school	F	143
Hindmarsh	65-74	Did not go to school	M	113
Hindmarsh	65-74	Year 8 or below	F	880
Hindmarsh	65-74	Year 8 or below	M	688
Hindmarsh	65-74	Year 9	F	616
Hindmarsh	65-74	Year 9	M	472
Hindmarsh	65-74	Year 10	F	2448
Hindmarsh	65-74	Year 10	M	1650
Hindmarsh	65-74	Year 11	F	2107
Hindmarsh	65-74	Year 11	M	1787
Hindmarsh	65-74	Year 12	F	3137
Hindmarsh	65-74	Year 12	M	3510
Hindmarsh	75-84		F	467
Hindmarsh	75-84		M	341
Hindmarsh	75-84	Did not go to school	F	216
Hindmarsh	75-84	Did not go to school	M	112
Hindmarsh	75-84	Year 8 or below	F	1449
Hindmarsh	75-84	Year 8 or below	M	966
Hindmarsh	75-84	Year 9	F	690
Hindmarsh	75-84	Year 9	M	411
Hindmarsh	75-84	Year 10	F	1581
Hindmarsh	75-84	Year 10	M	1058
Hindmarsh	75-84	Year 11	F	629
Hindmarsh	75-84	Year 11	M	603
Hindmarsh	75-84	Year 12	F	1221
Hindmarsh	75-84	Year 12	M	1395
Hindmarsh	85+		F	316
Hindmarsh	85+		M	190
Hindmarsh	85+	Did not go to school	F	203
Hindmarsh	85+	Did not go to school	M	88
Hindmarsh	85+	Year 8 or below	F	1054
Hindmarsh	85+	Year 8 or below	M	617
Hindmarsh	85+	Year 9	F	397
Hindmarsh	85+	Year 9	M	213
Hindmarsh	85+	Year 10	F	636
Hindmarsh	85+	Year 10	M	391
Hindmarsh	85+	Year 11	F	283
Hindmarsh	85+	Year 11	M	176
Hindmarsh	85+	Year 12	F	494
Hindmarsh	85+	Year 12	M	440
Kingston	15-19		F	143
Kingston	15-19		M	146
Kingston	15-19	Did not go to school	F	6
Kingston	15-19	Did not go to school	M	6
Kingston	15-19	Year 8 or below	F	13
Kingston	15-19	Year 8 or below	M	15
Kingston	15-19	Year 9	F	34
Kingston	15-19	Year 9	M	64
Kingston	15-19	Year 10	F	135
Kingston	15-19	Year 10	M	224
Kingston	15-19	Year 11	F	227
Kingston	15-19	Year 11	M	366
Kingston	15-19	Year 12	F	1308
Kingston	15-19	Year 12	M	1235
Kingston	20-24		F	155
Kingston	20-24		M	190
Kingston	20-24	Did not go to school	F	4
Kingston	20-24	Did not go to school	M	6
Kingston	20-24	Year 8 or below	F	17
Kingston	20-24	Year 8 or below	M	25
Kingston	20-24	Year 9	F	48
Kingston	20-24	Year 9	M	55
Kingston	20-24	Year 10	F	243
Kingston	20-24	Year 10	M	355
Kingston	20-24	Year 11	F	429
Kingston	20-24	Year 11	M	699
Kingston	20-24	Year 12	F	3766
Kingston	20-24	Year 12	M	3509
Kingston	25-34		F	349
Kingston	25-34		M	446
Kingston	25-34	Did not go to school	F	12
Kingston	25-34	Did not go to school	M	22
Kingston	25-34	Year 8 or below	F	42
Kingston	25-34	Year 8 or below	M	57
Kingston	25-34	Year 9	F	156
Kingston	25-34	Year 9	M	237
Kingston	25-34	Year 10	F	906
Kingston	25-34	Year 10	M	1249
Kingston	25-34	Year 11	F	1281
Kingston	25-34	Year 11	M	1942
Kingston	25-34	Year 12	F	7919
Kingston	25-34	Year 12	M	6448
Kingston	35-44		F	390
Kingston	35-44		M	465
Kingston	35-44	Did not go to school	F	17
Kingston	35-44	Did not go to school	M	32
Kingston	35-44	Year 8 or below	F	71
Kingston	35-44	Year 8 or below	M	77
Kingston	35-44	Year 9	F	214
Kingston	35-44	Year 9	M	313
Kingston	35-44	Year 10	F	1107
Kingston	35-44	Year 10	M	1507
Kingston	35-44	Year 11	F	1592
Kingston	35-44	Year 11	M	2040
Kingston	35-44	Year 12	F	7851
Kingston	35-44	Year 12	M	6224
Kingston	45-54		F	336
Kingston	45-54		M	435
Kingston	45-54	Did not go to school	F	28
Kingston	45-54	Did not go to school	M	27
Kingston	45-54	Year 8 or below	F	89
Kingston	45-54	Year 8 or below	M	101
Kingston	45-54	Year 9	F	252
Kingston	45-54	Year 9	M	345
Kingston	45-54	Year 10	F	1452
Kingston	45-54	Year 10	M	1706
Kingston	45-54	Year 11	F	2216
Kingston	45-54	Year 11	M	2443
Kingston	45-54	Year 12	F	6493
Kingston	45-54	Year 12	M	5420
Kingston	55-64		F	366
Kingston	55-64		M	427
Kingston	55-64	Did not go to school	F	27
Kingston	55-64	Did not go to school	M	31
Kingston	55-64	Year 8 or below	F	174
Kingston	55-64	Year 8 or below	M	206
Kingston	55-64	Year 9	F	474
Kingston	55-64	Year 9	M	525
Kingston	55-64	Year 10	F	2320
Kingston	55-64	Year 10	M	2230
Kingston	55-64	Year 11	F	3120
Kingston	55-64	Year 11	M	2788
Kingston	55-64	Year 12	F	4667
Kingston	55-64	Year 12	M	3848
Kingston	65-74		F	441
Kingston	65-74		M	406
Kingston	65-74	Did not go to school	F	45
Kingston	65-74	Did not go to school	M	29
Kingston	65-74	Year 8 or below	F	483
Kingston	65-74	Year 8 or below	M	444
Kingston	65-74	Year 9	F	681
Kingston	65-74	Year 9	M	609
Kingston	65-74	Year 10	F	3034
Kingston	65-74	Year 10	M	2219
Kingston	65-74	Year 11	F	2320
Kingston	65-74	Year 11	M	2067
Kingston	65-74	Year 12	F	2990
Kingston	65-74	Year 12	M	3178
Kingston	75-84		F	466
Kingston	75-84		M	325
Kingston	75-84	Did not go to school	F	38
Kingston	75-84	Did not go to school	M	32
Kingston	75-84	Year 8 or below	F	612
Kingston	75-84	Year 8 or below	M	515
Kingston	75-84	Year 9	F	554
Kingston	75-84	Year 9	M	412
Kingston	75-84	Year 10	F	1500
Kingston	75-84	Year 10	M	1172
Kingston	75-84	Year 11	F	641
Kingston	75-84	Year 11	M	578
Kingston	75-84	Year 12	F	1308
Kingston	75-84	Year 12	M	1380
Kingston	85+		F	343
Kingston	85+		M	181
Kingston	85+	Did not go to school	F	25
Kingston	85+	Did not go to school	M	15
Kingston	85+	Year 8 or below	F	484
Kingston	85+	Year 8 or below	M	273
Kingston	85+	Year 9	F	261
Kingston	85+	Year 9	M	151
Kingston	85+	Year 10	F	480
Kingston	85+	Year 10	M	287
Kingston	85+	Year 11	F	189
Kingston	85+	Year 11	M	149
Kingston	85+	Year 12	F	393
Kingston	85+	Year 12	M	380
Makin	15-19		F	132
Makin	15-19		M	156
Makin	15-19	Did not go to school	F	3
Makin	15-19	Did not go to school	M	4
Makin	15-19	Year 8 or below	F	15
Makin	15-19	Year 8 or below	M	23
Makin	15-19	Year 9	F	35
Makin	15-19	Year 9	M	61
Makin	15-19	Year 10	F	110
Makin	15-19	Year 10	M	209
Makin	15-19	Year 11	F	174
Makin	15-19	Year 11	M	327
Makin	15-19	Year 12	F	1396
Makin	15-19	Year 12	M	1354
Makin	20-24		F	128
Makin	20-24		M	189
Makin	20-24	Did not go to school	F	10
Makin	20-24	Did not go to school	M	28
Makin	20-24	Year 8 or below	F	27
Makin	20-24	Year 8 or below	M	39
Makin	20-24	Year 9	F	41
Makin	20-24	Year 9	M	52
Makin	20-24	Year 10	F	203
Makin	20-24	Year 10	M	339
Makin	20-24	Year 11	F	346
Makin	20-24	Year 11	M	649
Makin	20-24	Year 12	F	4351
Makin	20-24	Year 12	M	4661
Makin	25-34		F	373
Makin	25-34		M	469
Makin	25-34	Did not go to school	F	116
Makin	25-34	Did not go to school	M	96
Makin	25-34	Year 8 or below	F	112
Makin	25-34	Year 8 or below	M	136
Makin	25-34	Year 9	F	181
Makin	25-34	Year 9	M	233
Makin	25-34	Year 10	F	807
Makin	25-34	Year 10	M	1219
Makin	25-34	Year 11	F	1018
Makin	25-34	Year 11	M	1586
Makin	25-34	Year 12	F	8843
Makin	25-34	Year 12	M	8130
Makin	35-44		F	365
Makin	35-44		M	455
Makin	35-44	Did not go to school	F	194
Makin	35-44	Did not go to school	M	149
Makin	35-44	Year 8 or below	F	181
Makin	35-44	Year 8 or below	M	201
Makin	35-44	Year 9	F	242
Makin	35-44	Year 9	M	285
Makin	35-44	Year 10	F	1010
Makin	35-44	Year 10	M	1433
Makin	35-44	Year 11	F	1226
Makin	35-44	Year 11	M	1750
Makin	35-44	Year 12	F	8698
Makin	35-44	Year 12	M	7662
Makin	45-54		F	298
Makin	45-54		M	402
Makin	45-54	Did not go to school	F	242
Makin	45-54	Did not go to school	M	205
Makin	45-54	Year 8 or below	F	169
Makin	45-54	Year 8 or below	M	226
Makin	45-54	Year 9	F	255
Makin	45-54	Year 9	M	334
Makin	45-54	Year 10	F	1334
Makin	45-54	Year 10	M	1594
Makin	45-54	Year 11	F	2246
Makin	45-54	Year 11	M	2407
Makin	45-54	Year 12	F	6426
Makin	45-54	Year 12	M	5697
Makin	55-64		F	310
Makin	55-64		M	318
Makin	55-64	Did not go to school	F	233
Makin	55-64	Did not go to school	M	165
Makin	55-64	Year 8 or below	F	295
Makin	55-64	Year 8 or below	M	257
Makin	55-64	Year 9	F	503
Makin	55-64	Year 9	M	487
Makin	55-64	Year 10	F	2156
Makin	55-64	Year 10	M	2003
Makin	55-64	Year 11	F	2994
Makin	55-64	Year 11	M	2778
Makin	55-64	Year 12	F	4126
Makin	55-64	Year 12	M	3764
Makin	65-74		F	391
Makin	65-74		M	348
Makin	65-74	Did not go to school	F	153
Makin	65-74	Did not go to school	M	123
Makin	65-74	Year 8 or below	F	742
Makin	65-74	Year 8 or below	M	565
Makin	65-74	Year 9	F	682
Makin	65-74	Year 9	M	511
Makin	65-74	Year 10	F	2821
Makin	65-74	Year 10	M	1968
Makin	65-74	Year 11	F	2027
Makin	65-74	Year 11	M	1887
Makin	65-74	Year 12	F	2551
Makin	65-74	Year 12	M	2737
Makin	75-84		F	527
Makin	75-84		M	338
Makin	75-84	Did not go to school	F	96
Makin	75-84	Did not go to school	M	78
Makin	75-84	Year 8 or below	F	956
Makin	75-84	Year 8 or below	M	759
Makin	75-84	Year 9	F	656
Makin	75-84	Year 9	M	446
Makin	75-84	Year 10	F	1613
Makin	75-84	Year 10	M	1215
Makin	75-84	Year 11	F	681
Makin	75-84	Year 11	M	631
Makin	75-84	Year 12	F	1262
Makin	75-84	Year 12	M	1318
Makin	85+		F	414
Makin	85+		M	234
Makin	85+	Did not go to school	F	83
Makin	85+	Did not go to school	M	27
Makin	85+	Year 8 or below	F	574
Makin	85+	Year 8 or below	M	333
Makin	85+	Year 9	F	259
Makin	85+	Year 9	M	159
Makin	85+	Year 10	F	413
Makin	85+	Year 10	M	283
Makin	85+	Year 11	F	175
Makin	85+	Year 11	M	131
Makin	85+	Year 12	F	371
Makin	85+	Year 12	M	381
Mayo	15-19		F	182
Mayo	15-19		M	176
Mayo	15-19	Did not go to school	M	9
Mayo	15-19	Year 8 or below	F	10
Mayo	15-19	Year 8 or below	M	24
Mayo	15-19	Year 9	F	30
Mayo	15-19	Year 9	M	67
Mayo	15-19	Year 10	F	112
Mayo	15-19	Year 10	M	215
Mayo	15-19	Year 11	F	182
Mayo	15-19	Year 11	M	324
Mayo	15-19	Year 12	F	1325
Mayo	15-19	Year 12	M	1115
Mayo	20-24		F	138
Mayo	20-24		M	210
Mayo	20-24	Did not go to school	F	4
Mayo	20-24	Did not go to school	M	3
Mayo	20-24	Year 8 or below	F	8
Mayo	20-24	Year 8 or below	M	15
Mayo	20-24	Year 9	F	26
Mayo	20-24	Year 9	M	30
Mayo	20-24	Year 10	F	161
Mayo	20-24	Year 10	M	288
Mayo	20-24	Year 11	F	333
Mayo	20-24	Year 11	M	544
Mayo	20-24	Year 12	F	3163
Mayo	20-24	Year 12	M	3091
Mayo	25-34		F	356
Mayo	25-34		M	396
Mayo	25-34	Did not go to school	F	10
Mayo	25-34	Did not go to school	M	7
Mayo	25-34	Year 8 or below	F	33
Mayo	25-34	Year 8 or below	M	57
Mayo	25-34	Year 9	F	107
Mayo	25-34	Year 9	M	191
Mayo	25-34	Year 10	F	570
Mayo	25-34	Year 10	M	916
Mayo	25-34	Year 11	F	828
Mayo	25-34	Year 11	M	1254
Mayo	25-34	Year 12	F	6219
Mayo	25-34	Year 12	M	4910
Mayo	35-44		F	391
Mayo	35-44		M	458
Mayo	35-44	Did not go to school	F	3
Mayo	35-44	Did not go to school	M	25
Mayo	35-44	Year 8 or below	F	57
Mayo	35-44	Year 8 or below	M	78
Mayo	35-44	Year 9	F	149
Mayo	35-44	Year 9	M	253
Mayo	35-44	Year 10	F	837
Mayo	35-44	Year 10	M	1172
Mayo	35-44	Year 11	F	1184
Mayo	35-44	Year 11	M	1558
Mayo	35-44	Year 12	F	7728
Mayo	35-44	Year 12	M	5710
Mayo	45-54		F	479
Mayo	45-54		M	548
Mayo	45-54	Did not go to school	F	21
Mayo	45-54	Did not go to school	M	16
Mayo	45-54	Year 8 or below	F	60
Mayo	45-54	Year 8 or below	M	78
Mayo	45-54	Year 9	F	194
Mayo	45-54	Year 9	M	330
Mayo	45-54	Year 10	F	1138
Mayo	45-54	Year 10	M	1505
Mayo	45-54	Year 11	F	2056
Mayo	45-54	Year 11	M	2340
Mayo	45-54	Year 12	F	8010
Mayo	45-54	Year 12	M	6450
Mayo	55-64		F	560
Mayo	55-64		M	667
Mayo	55-64	Did not go to school	F	21
Mayo	55-64	Did not go to school	M	21
Mayo	55-64	Year 8 or below	F	106
Mayo	55-64	Year 8 or below	M	160
Mayo	55-64	Year 9	F	407
Mayo	55-64	Year 9	M	584
Mayo	55-64	Year 10	F	2071
Mayo	55-64	Year 10	M	2330
Mayo	55-64	Year 11	F	3303
Mayo	55-64	Year 11	M	3120
Mayo	55-64	Year 12	F	6371
Mayo	55-64	Year 12	M	5103
Mayo	65-74		F	704
Mayo	65-74		M	617
Mayo	65-74	Did not go to school	F	18
Mayo	65-74	Did not go to school	M	25
Mayo	65-74	Year 8 or below	F	390
Mayo	65-74	Year 8 or below	M	513
Mayo	65-74	Year 9	F	669
Mayo	65-74	Year 9	M	642
Mayo	65-74	Year 10	F	3147
Mayo	65-74	Year 10	M	2496
Mayo	65-74	Year 11	F	2894
Mayo	65-74	Year 11	M	2510
Mayo	65-74	Year 12	F	5003
Mayo	65-74	Year 12	M	5113
Mayo	75-84		F	557
Mayo	75-84		M	493
Mayo	75-84	Did not go to school	F	14
Mayo	75-84	Did not go to school	M	21
Mayo	75-84	Year 8 or below	F	624
Mayo	75-84	Year 8 or below	M	671
Mayo	75-84	Year 9	F	633
Mayo	75-84	Year 9	M	553
Mayo	75-84	Year 10	F	1875
Mayo	75-84	Year 10	M	1509
Mayo	75-84	Year 11	F	997
Mayo	75-84	Year 11	M	990
Mayo	75-84	Year 12	F	2017
Mayo	75-84	Year 12	M	2392
Mayo	85+		F	374
Mayo	85+		M	221
Mayo	85+	Did not go to school	F	22
Mayo	85+	Did not go to school	M	12
Mayo	85+	Year 8 or below	F	515
Mayo	85+	Year 8 or below	M	330
Mayo	85+	Year 9	F	274
Mayo	85+	Year 9	M	175
Mayo	85+	Year 10	F	561
Mayo	85+	Year 10	M	331
Mayo	85+	Year 11	F	250
Mayo	85+	Year 11	M	205
Mayo	85+	Year 12	F	521
Mayo	85+	Year 12	M	511
Spence	15-19		F	282
Spence	15-19		M	277
Spence	15-19	Did not go to school	F	4
Spence	15-19	Did not go to school	M	11
Spence	15-19	Year 8 or below	F	31
Spence	15-19	Year 8 or below	M	54
Spence	15-19	Year 9	F	60
Spence	15-19	Year 9	M	90
Spence	15-19	Year 10	F	238
Spence	15-19	Year 10	M	333
Spence	15-19	Year 11	F	317
Spence	15-19	Year 11	M	482
Spence	15-19	Year 12	F	1450
Spence	15-19	Year 12	M	1408
Spence	20-24		F	337
Spence	20-24		M	346
Spence	20-24	Did not go to school	F	26
Spence	20-24	Did not go to school	M	45
Spence	20-24	Year 8 or below	F	41
Spence	20-24	Year 8 or below	M	86
Spence	20-24	Year 9	F	84
Spence	20-24	Year 9	M	108
Spence	20-24	Year 10	F	435
Spence	20-24	Year 10	M	550
Spence	20-24	Year 11	F	703
Spence	20-24	Year 11	M	1012
Spence	20-24	Year 12	F	4586
Spence	20-24	Year 12	M	4290
Spence	25-34		F	821
Spence	25-34		M	846
Spence	25-34	Did not go to school	F	248
Spence	25-34	Did not go to school	M	193
Spence	25-34	Year 8 or below	F	303
Spence	25-34	Year 8 or below	M	321
Spence	25-34	Year 9	F	377
Spence	25-34	Year 9	M	502
Spence	25-34	Year 10	F	1686
Spence	25-34	Year 10	M	2012
Spence	25-34	Year 11	F	1978
Spence	25-34	Year 11	M	2553
Spence	25-34	Year 12	F	8807
Spence	25-34	Year 12	M	7173
Spence	35-44		F	622
Spence	35-44		M	812
Spence	35-44	Did not go to school	F	457
Spence	35-44	Did not go to school	M	309
Spence	35-44	Year 8 or below	F	428
Spence	35-44	Year 8 or below	M	439
Spence	35-44	Year 9	F	472
Spence	35-44	Year 9	M	635
Spence	35-44	Year 10	F	1802
Spence	35-44	Year 10	M	2119
Spence	35-44	Year 11	F	1905
Spence	35-44	Year 11	M	2327
Spence	35-44	Year 12	F	6522
Spence	35-44	Year 12	M	5553
Spence	45-54		F	569
Spence	45-54		M	693
Spence	45-54	Did not go to school	F	535
Spence	45-54	Did not go to school	M	388
Spence	45-54	Year 8 or below	F	353
Spence	45-54	Year 8 or below	M	353
Spence	45-54	Year 9	F	548
Spence	45-54	Year 9	M	646
Spence	45-54	Year 10	F	1961
Spence	45-54	Year 10	M	2201
Spence	45-54	Year 11	F	2554
Spence	45-54	Year 11	M	2667
Spence	45-54	Year 12	F	4678
Spence	45-54	Year 12	M	4149
Spence	55-64		F	548
Spence	55-64		M	635
Spence	55-64	Did not go to school	F	370
Spence	55-64	Did not go to school	M	323
Spence	55-64	Year 8 or below	F	521
Spence	55-64	Year 8 or below	M	559
Spence	55-64	Year 9	F	818
Spence	55-64	Year 9	M	901
Spence	55-64	Year 10	F	2783
Spence	55-64	Year 10	M	2663
Spence	55-64	Year 11	F	2881
Spence	55-64	Year 11	M	2784
Spence	55-64	Year 12	F	3142
Spence	55-64	Year 12	M	2826
Spence	65-74		F	543
Spence	65-74		M	551
Spence	65-74	Did not go to school	F	256
Spence	65-74	Did not go to school	M	213
Spence	65-74	Year 8 or below	F	893
Spence	65-74	Year 8 or below	M	825
Spence	65-74	Year 9	F	805
Spence	65-74	Year 9	M	677
Spence	65-74	Year 10	F	2271
Spence	65-74	Year 10	M	1812
Spence	65-74	Year 11	F	1385
Spence	65-74	Year 11	M	1416
Spence	65-74	Year 12	F	1695
Spence	65-74	Year 12	M	1861
Spence	75-84		F	555
Spence	75-84		M	388
Spence	75-84	Did not go to school	F	166
Spence	75-84	Did not go to school	M	119
Spence	75-84	Year 8 or below	F	925
Spence	75-84	Year 8 or below	M	762
Spence	75-84	Year 9	F	511
Spence	75-84	Year 9	M	341
Spence	75-84	Year 10	F	1148
Spence	75-84	Year 10	M	878
Spence	75-84	Year 11	F	468
Spence	75-84	Year 11	M	429
Spence	75-84	Year 12	F	916
Spence	75-84	Year 12	M	811
Spence	85+		F	387
Spence	85+		M	221
Spence	85+	Did not go to school	F	90
Spence	85+	Did not go to school	M	61
Spence	85+	Year 8 or below	F	525
Spence	85+	Year 8 or below	M	334
Spence	85+	Year 9	F	275
Spence	85+	Year 9	M	146
Spence	85+	Year 10	F	404
Spence	85+	Year 10	M	245
Spence	85+	Year 11	F	120
Spence	85+	Year 11	M	100
Spence	85+	Year 12	F	288
Spence	85+	Year 12	M	235
Sturt	15-19		F	110
Sturt	15-19		M	128
Sturt	15-19	Did not go to school	F	3
Sturt	15-19	Year 8 or below	F	6
Sturt	15-19	Year 8 or below	M	20
Sturt	15-19	Year 9	F	20
Sturt	15-19	Year 9	M	30
Sturt	15-19	Year 10	F	74
Sturt	15-19	Year 10	M	89
Sturt	15-19	Year 11	F	89
Sturt	15-19	Year 11	M	171
Sturt	15-19	Year 12	F	1481
Sturt	15-19	Year 12	M	1513
Sturt	20-24		F	168
Sturt	20-24		M	189
Sturt	20-24	Did not go to school	F	7
Sturt	20-24	Did not go to school	M	13
Sturt	20-24	Year 8 or below	F	7
Sturt	20-24	Year 8 or below	M	17
Sturt	20-24	Year 9	F	20
Sturt	20-24	Year 9	M	27
Sturt	20-24	Year 10	F	121
Sturt	20-24	Year 10	M	143
Sturt	20-24	Year 11	F	236
Sturt	20-24	Year 11	M	369
Sturt	20-24	Year 12	F	5104
Sturt	20-24	Year 12	M	5253
Sturt	25-34		F	451
Sturt	25-34		M	477
Sturt	25-34	Did not go to school	F	43
Sturt	25-34	Did not go to school	M	52
Sturt	25-34	Year 8 or below	F	37
Sturt	25-34	Year 8 or below	M	50
Sturt	25-34	Year 9	F	57
Sturt	25-34	Year 9	M	97
Sturt	25-34	Year 10	F	360
Sturt	25-34	Year 10	M	532
Sturt	25-34	Year 11	F	514
Sturt	25-34	Year 11	M	823
Sturt	25-34	Year 12	F	10823
Sturt	25-34	Year 12	M	10077
Sturt	35-44		F	355
Sturt	35-44		M	441
Sturt	35-44	Did not go to school	F	60
Sturt	35-44	Did not go to school	M	36
Sturt	35-44	Year 8 or below	F	69
Sturt	35-44	Year 8 or below	M	68
Sturt	35-44	Year 9	F	95
Sturt	35-44	Year 9	M	146
Sturt	35-44	Year 10	F	424
Sturt	35-44	Year 10	M	637
Sturt	35-44	Year 11	F	626
Sturt	35-44	Year 11	M	857
Sturt	35-44	Year 12	F	11284
Sturt	35-44	Year 12	M	10061
Sturt	45-54		F	344
Sturt	45-54		M	374
Sturt	45-54	Did not go to school	F	72
Sturt	45-54	Did not go to school	M	59
Sturt	45-54	Year 8 or below	F	109
Sturt	45-54	Year 8 or below	M	90
Sturt	45-54	Year 9	F	118
Sturt	45-54	Year 9	M	177
Sturt	45-54	Year 10	F	685
Sturt	45-54	Year 10	M	881
Sturt	45-54	Year 11	F	1369
Sturt	45-54	Year 11	M	1572
Sturt	45-54	Year 12	F	9586
Sturt	45-54	Year 12	M	8432
Sturt	55-64		F	310
Sturt	55-64		M	353
Sturt	55-64	Did not go to school	F	91
Sturt	55-64	Did not go to school	M	68
Sturt	55-64	Year 8 or below	F	176
Sturt	55-64	Year 8 or below	M	166
Sturt	55-64	Year 9	F	262
Sturt	55-64	Year 9	M	265
Sturt	55-64	Year 10	F	1146
Sturt	55-64	Year 10	M	1187
Sturt	55-64	Year 11	F	2333
Sturt	55-64	Year 11	M	2002
Sturt	55-64	Year 12	F	7167
Sturt	55-64	Year 12	M	6316
Sturt	65-74		F	406
Sturt	65-74		M	328
Sturt	65-74	Did not go to school	F	131
Sturt	65-74	Did not go to school	M	75
Sturt	65-74	Year 8 or below	F	698
Sturt	65-74	Year 8 or below	M	477
Sturt	65-74	Year 9	F	432
Sturt	65-74	Year 9	M	311
Sturt	65-74	Year 10	F	1974
Sturt	65-74	Year 10	M	1145
Sturt	65-74	Year 11	F	1998
Sturt	65-74	Year 11	M	1444
Sturt	65-74	Year 12	F	4916
Sturt	65-74	Year 12	M	4956
Sturt	75-84		F	576
Sturt	75-84		M	363
Sturt	75-84	Did not go to school	F	195
Sturt	75-84	Did not go to school	M	115
Sturt	75-84	Year 8 or below	F	1344
Sturt	75-84	Year 8 or below	M	926
Sturt	75-84	Year 9	F	512
Sturt	75-84	Year 9	M	326
Sturt	75-84	Year 10	F	1671
Sturt	75-84	Year 10	M	960
Sturt	75-84	Year 11	F	952
Sturt	75-84	Year 11	M	682
Sturt	75-84	Year 12	F	2322
Sturt	75-84	Year 12	M	2529
Sturt	85+		F	520
Sturt	85+		M	272
Sturt	85+	Did not go to school	F	206
Sturt	85+	Did not go to school	M	78
Sturt	85+	Year 8 or below	F	1006
Sturt	85+	Year 8 or below	M	634
Sturt	85+	Year 9	F	341
Sturt	85+	Year 9	M	150
Sturt	85+	Year 10	F	660
Sturt	85+	Year 10	M	333
Sturt	85+	Year 11	F	379
Sturt	85+	Year 11	M	178
Sturt	85+	Year 12	F	965
Sturt	85+	Year 12	M	796
No usual address (SA)	15-19		F	18
No usual address (SA)	15-19		M	14
No usual address (SA)	15-19	Year 8 or below	F	6
No usual address (SA)	15-19	Year 8 or below	M	6
No usual address (SA)	15-19	Year 9	F	4
No usual address (SA)	15-19	Year 10	F	7
No usual address (SA)	15-19	Year 10	M	3
No usual address (SA)	15-19	Year 11	F	12
No usual address (SA)	15-19	Year 11	M	13
No usual address (SA)	15-19	Year 12	F	10
No usual address (SA)	15-19	Year 12	M	10
No usual address (SA)	20-24		F	16
No usual address (SA)	20-24		M	17
No usual address (SA)	20-24	Year 8 or below	M	7
No usual address (SA)	20-24	Year 9	M	7
No usual address (SA)	20-24	Year 10	F	15
No usual address (SA)	20-24	Year 10	M	14
No usual address (SA)	20-24	Year 11	F	15
No usual address (SA)	20-24	Year 11	M	23
No usual address (SA)	20-24	Year 12	F	45
No usual address (SA)	20-24	Year 12	M	35
No usual address (SA)	25-34		F	75
No usual address (SA)	25-34		M	94
No usual address (SA)	25-34	Year 8 or below	F	8
No usual address (SA)	25-34	Year 8 or below	M	4
No usual address (SA)	25-34	Year 9	F	11
No usual address (SA)	25-34	Year 9	M	17
No usual address (SA)	25-34	Year 10	F	35
No usual address (SA)	25-34	Year 10	M	41
No usual address (SA)	25-34	Year 11	F	45
No usual address (SA)	25-34	Year 11	M	48
No usual address (SA)	25-34	Year 12	F	126
No usual address (SA)	25-34	Year 12	M	117
No usual address (SA)	35-44		F	90
No usual address (SA)	35-44		M	91
No usual address (SA)	35-44	Year 8 or below	F	5
No usual address (SA)	35-44	Year 8 or below	M	15
