LGA_NAME16	MaxSchoolingCompleted	adults
Light	Year 12	5692
Lower Eyre Peninsula	Did not go to school	4
Lower Eyre Peninsula	Year 8	180
Lower Eyre Peninsula	Year 9	254
Lower Eyre Peninsula	Year 10	950
Lower Eyre Peninsula	Year 11	1054
Lower Eyre Peninsula	Year 12	1895
Loxton Waikerie	Did not go to school	34
Loxton Waikerie	Year 8	717
Loxton Waikerie	Year 9	751
Loxton Waikerie	Year 10	1923
Loxton Waikerie	Year 11	2031
Loxton Waikerie	Year 12	3405
Maralinga Tjarutja	Did not go to school	6
Maralinga Tjarutja	Year 8	28
Maralinga Tjarutja	Year 10	3
Maralinga Tjarutja	Year 11	3
Maralinga Tjarutja	Year 12	14
Marion	Did not go to school	523
Marion	Year 8	2734
Marion	Year 9	3215
Marion	Year 10	10142
Marion	Year 11	11856
Marion	Year 12	47926
Mid Murray	Did not go to school	17
Mid Murray	Year 8	529
Mid Murray	Year 9	609
Mid Murray	Year 10	1859
Mid Murray	Year 11	1684
Mid Murray	Year 12	2474
Mitcham	Did not go to school	236
Mitcham	Year 8	1359
Mitcham	Year 9	1799
Mitcham	Year 10	5452
Mitcham	Year 11	7149
Mitcham	Year 12	38151
Mount Barker	Did not go to school	55
Mount Barker	Year 8	794
Mount Barker	Year 9	1387
Mount Barker	Year 10	4652
Mount Barker	Year 11	5679
Mount Barker	Year 12	17537
Mount Gambier	Did not go to school	174
Mount Gambier	Year 8	1348
Mount Gambier	Year 9	1537
Mount Gambier	Year 10	4153
Mount Gambier	Year 11	4837
Mount Gambier	Year 12	8430
Mount Remarkable	Did not go to school	11
Mount Remarkable	Year 8	148
Mount Remarkable	Year 9	192
Mount Remarkable	Year 10	456
Mount Remarkable	Year 11	578
Mount Remarkable	Year 12	841
Murray Bridge	Did not go to school	108
Murray Bridge	Year 8	1355
Murray Bridge	Year 9	1431
Murray Bridge	Year 10	4025
Murray Bridge	Year 11	3380
Murray Bridge	Year 12	6307
Naracoorte Lucindale	Did not go to school	139
Naracoorte Lucindale	Year 8	354
Naracoorte Lucindale	Year 9	418
Naracoorte Lucindale	Year 10	1259
Naracoorte Lucindale	Year 11	1399
Naracoorte Lucindale	Year 12	2878
Northern Areas	Did not go to school	14
Northern Areas	Year 8	229
Northern Areas	Year 9	246
Northern Areas	Year 10	692
Northern Areas	Year 11	845
Northern Areas	Year 12	1463
Norwood Payneham and St Peters	Did not go to school	274
Norwood Payneham and St Peters	Year 8	1283
Norwood Payneham and St Peters	Year 9	950
Norwood Payneham and St Peters	Year 10	2659
Norwood Payneham and St Peters	Year 11	3433
Norwood Payneham and St Peters	Year 12	22186
Onkaparinga	Did not go to school	390
Onkaparinga	Year 8	4479
Onkaparinga	Year 9	7492
Onkaparinga	Year 10	25514
Onkaparinga	Year 11	28374
Onkaparinga	Year 12	70893
Orroroo Carrieton	Did not go to school	3
Orroroo Carrieton	Year 8	38
Orroroo Carrieton	Year 9	39
Orroroo Carrieton	Year 10	128
Orroroo Carrieton	Year 11	180
Orroroo Carrieton	Year 12	261
Peterborough	Did not go to school	9
Peterborough	Year 8	113
Peterborough	Year 9	143
Peterborough	Year 10	334
Peterborough	Year 11	289
Peterborough	Year 12	328
Playford	Did not go to school	1592
Playford	Year 8	3989
Playford	Year 9	5208
Playford	Year 10	14886
Playford	Year 11	14769
Playford	Year 12	30617
Port Adelaide Enfield	Did not go to school	2358
Port Adelaide Enfield	Year 8	5784
Port Adelaide Enfield	Year 9	5061
Port Adelaide Enfield	Year 10	13889
Port Adelaide Enfield	Year 11	14695
Port Adelaide Enfield	Year 12	62702
Port Augusta	Did not go to school	92
Port Augusta	Year 8	742
Port Augusta	Year 9	737
Port Augusta	Year 10	2493
Port Augusta	Year 11	2548
Port Augusta	Year 12	3534
Port Lincoln	Did not go to school	19
Port Lincoln	Year 8	628
Port Lincoln	Year 9	750
Port Lincoln	Year 10	2205
Port Lincoln	Year 11	2538
Port Lincoln	Year 12	4734
Port Pirie	Did not go to school	63
Port Pirie	Year 8	1120
Port Pirie	Year 9	1138
Port Pirie	Year 10	2873
Port Pirie	Year 11	3309
Port Pirie	Year 12	4716
Prospect	Did not go to school	148
Prospect	Year 8	625
Prospect	Year 9	505
Prospect	Year 10	1497
Prospect	Year 11	2144
Prospect	Year 12	12788
Renmark Paringa	Did not go to school	123
Renmark Paringa	Year 8	570
Renmark Paringa	Year 9	600
Renmark Paringa	Year 10	1628
Renmark Paringa	Year 11	1623
Renmark Paringa	Year 12	2970
Robe	Did not go to school	5
Robe	Year 8	43
Robe	Year 9	78
Robe	Year 10	238
Robe	Year 11	287
Robe	Year 12	591
Roxby Downs	Did not go to school	6
Roxby Downs	Year 8	49
Roxby Downs	Year 9	105
Roxby Downs	Year 10	487
Roxby Downs	Year 11	540
Roxby Downs	Year 12	1383
Salisbury	Did not go to school	3842
Salisbury	Year 8	6663
Salisbury	Year 9	6758
Salisbury	Year 10	18763
Salisbury	Year 11	19423
Salisbury	Year 12	55790
Southern Mallee	Did not go to school	11
Southern Mallee	Year 8	88
Southern Mallee	Year 9	101
Southern Mallee	Year 10	307
Southern Mallee	Year 11	329
Southern Mallee	Year 12	645
Streaky Bay	Did not go to school	8
Streaky Bay	Year 8	109
Streaky Bay	Year 9	82
Streaky Bay	Year 10	372
Streaky Bay	Year 11	338
Streaky Bay	Year 12	674
Tatiara	Did not go to school	64
Tatiara	Year 8	303
Tatiara	Year 9	372
Tatiara	Year 10	1006
Tatiara	Year 11	1171
Tatiara	Year 12	2188
Tea Tree Gully	Did not go to school	355
Tea Tree Gully	Year 8	2805
Tea Tree Gully	Year 9	3829
Tea Tree Gully	Year 10	12944
Tea Tree Gully	Year 11	15672
Tea Tree Gully	Year 12	45116
Coorong	Did not go to school	17
Coorong	Year 8	324
Coorong	Year 9	323
Coorong	Year 10	934
Coorong	Year 11	964
Coorong	Year 12	1509
Tumby Bay	Did not go to school	3
Tumby Bay	Year 8	166
Tumby Bay	Year 9	143
Tumby Bay	Year 10	451
Tumby Bay	Year 11	520
Tumby Bay	Year 12	870
Unley	Did not go to school	167
Unley	Year 8	949
Unley	Year 9	838
Unley	Year 10	2475
Unley	Year 11	3473
Unley	Year 12	23628
Victor Harbor	Did not go to school	39
Victor Harbor	Year 8	680
Victor Harbor	Year 9	934
Victor Harbor	Year 10	3129
Victor Harbor	Year 11	2897
Victor Harbor	Year 12	5719
Wakefield	Did not go to school	10
Wakefield	Year 8	345
Wakefield	Year 9	437
Wakefield	Year 10	1166
Wakefield	Year 11	1152
Wakefield	Year 12	1979
Walkerville	Did not go to school	24
Walkerville	Year 8	166
Walkerville	Year 9	199
Walkerville	Year 10	551
Walkerville	Year 11	747
Walkerville	Year 12	4833
Wattle Range	Did not go to school	49
Wattle Range	Year 8	622
Wattle Range	Year 9	692
Wattle Range	Year 10	2017
Wattle Range	Year 11	2152
Wattle Range	Year 12	3558
West Torrens	Did not go to school	555
West Torrens	Year 8	2342
West Torrens	Year 9	1736
West Torrens	Year 10	5598
West Torrens	Year 11	6736
West Torrens	Year 12	33714
Whyalla	Did not go to school	80
Whyalla	Year 8	859
Whyalla	Year 9	1057
Whyalla	Year 10	3306
Whyalla	Year 11	4133
Whyalla	Year 12	6546
Wudinna	Did not go to school	3
Wudinna	Year 8	49
Wudinna	Year 9	51
Wudinna	Year 10	165
Wudinna	Year 11	199
Wudinna	Year 12	333
Yankalilla	Did not go to school	8
Yankalilla	Year 8	201
Yankalilla	Year 9	315
Yankalilla	Year 10	984
Yankalilla	Year 11	1041
Yankalilla	Year 12	2141
Yorke Peninsula	Did not go to school	12
Yorke Peninsula	Year 8	651
Yorke Peninsula	Year 9	754
Yorke Peninsula	Year 10	2153
Yorke Peninsula	Year 11	2281
Yorke Peninsula	Year 12	3286
Unincorporated SA	Did not go to school	19
Unincorporated SA	Year 8	147
Unincorporated SA	Year 9	167
Unincorporated SA	Year 10	424
Unincorporated SA	Year 11	440
Unincorporated SA	Year 12	899
No usual address (SA)	Did not go to school	21
No usual address (SA)	Year 8	95
No usual address (SA)	Year 9	185
No usual address (SA)	Year 10	543
No usual address (SA)	Year 11	509
No usual address (SA)	Year 12	850
Migratory - Offshore - Shipping (SA)	Year 12	4
Albany	Did not go to school	150
Albany	Year 8	1147
Albany	Year 9	1792
Albany	Year 10	8805
Albany	Year 11	3740
Albany	Year 12	14165
Armadale	Did not go to school	477
Armadale	Year 8	1716
Armadale	Year 9	3383
Armadale	Year 10	15761
Armadale	Year 11	7575
Armadale	Year 12	38823
Ashburton	Did not go to school	38
Ashburton	Year 8	78
Ashburton	Year 9	148
Ashburton	Year 10	1106
Ashburton	Year 11	665
Ashburton	Year 12	2421
Augusta Margaret River	Did not go to school	16
Augusta Margaret River	Year 8	221
Augusta Margaret River	Year 9	466
Augusta Margaret River	Year 10	2614
Augusta Margaret River	Year 11	1360
Augusta Margaret River	Year 12	7444
Bassendean	Did not go to school	87
Bassendean	Year 8	446
Bassendean	Year 9	516
Bassendean	Year 10	2538
Bassendean	Year 11	1118
Bassendean	Year 12	7611
Bayswater	Did not go to school	579
Bayswater	Year 8	2148
Bayswater	Year 9	2064
Bayswater	Year 10	9045
Bayswater	Year 11	4503
Bayswater	Year 12	36737
Belmont	Did not go to school	377
Belmont	Year 8	1113
Belmont	Year 9	1283
Belmont	Year 10	5759
Belmont	Year 11	2965
Belmont	Year 12	21181
Beverley	Year 8	64
Beverley	Year 9	112
Beverley	Year 10	406
Beverley	Year 11	139
Beverley	Year 12	567
Boddington	Did not go to school	4
Boddington	Year 8	31
Boddington	Year 9	80
Boddington	Year 10	380
Boddington	Year 11	177
Boddington	Year 12	508
Boyup Brook	Did not go to school	3
Boyup Brook	Year 8	46
Boyup Brook	Year 9	94
Boyup Brook	Year 10	385
Boyup Brook	Year 11	141
Boyup Brook	Year 12	638
Bridgetown-Greenbushes	Year 8	122
Bridgetown-Greenbushes	Year 9	221
Bridgetown-Greenbushes	Year 10	1222
Bridgetown-Greenbushes	Year 11	503
Bridgetown-Greenbushes	Year 12	1907
Brookton	Did not go to school	4
Brookton	Year 8	48
Brookton	Year 9	47
Brookton	Year 10	247
Brookton	Year 11	69
Brookton	Year 12	278
Broome	Did not go to school	78
Broome	Year 8	299
Broome	Year 9	528
Broome	Year 10	2413
Broome	Year 11	1436
Broome	Year 12	6223
Broomehill-Tambellup	Did not go to school	7
Broomehill-Tambellup	Year 8	34
Broomehill-Tambellup	Year 9	47
Broomehill-Tambellup	Year 10	195
Broomehill-Tambellup	Year 11	81
Broomehill-Tambellup	Year 12	348
Bruce Rock	Year 8	27
Bruce Rock	Year 9	46
Bruce Rock	Year 10	206
Bruce Rock	Year 11	63
Bruce Rock	Year 12	310
Bunbury	Did not go to school	136
Bunbury	Year 8	989
Bunbury	Year 9	1627
Bunbury	Year 10	8132
Bunbury	Year 11	3170
Bunbury	Year 12	11389
Busselton	Did not go to school	115
Busselton	Year 8	915
Busselton	Year 9	1576
Busselton	Year 10	8306
Busselton	Year 11	3731
Busselton	Year 12	16046
Cambridge	Did not go to school	51
Cambridge	Year 8	256
Cambridge	Year 9	664
Cambridge	Year 10	2218
Cambridge	Year 11	1215
Cambridge	Year 12	17905
Canning	Did not go to school	732
Canning	Year 8	2091
Canning	Year 9	2639
Canning	Year 10	10486
Canning	Year 11	5499
Canning	Year 12	53118
Capel	Did not go to school	30
Capel	Year 8	277
Capel	Year 9	742
Capel	Year 10	3715
Capel	Year 11	1747
Capel	Year 12	6814
Carnamah	Year 8	16
Carnamah	Year 9	27
Carnamah	Year 10	139
Carnamah	Year 11	41
Carnamah	Year 12	181
Carnarvon	Did not go to school	44
Carnarvon	Year 8	230
Carnarvon	Year 9	248
Carnarvon	Year 10	1006
Carnarvon	Year 11	459
Carnarvon	Year 12	1475
Chapman Valley	Did not go to school	4
Chapman Valley	Year 8	26
Chapman Valley	Year 9	56
Chapman Valley	Year 10	305
Chapman Valley	Year 11	177
Chapman Valley	Year 12	497
Chittering	Did not go to school	9
Chittering	Year 8	101
Chittering	Year 9	273
Chittering	Year 10	1371
Chittering	Year 11	591
Chittering	Year 12	1998
Christmas Island	Did not go to school	34
Christmas Island	Year 8	93
Christmas Island	Year 9	29
Christmas Island	Year 10	185
Christmas Island	Year 11	80
Christmas Island	Year 12	533
Claremont	Did not go to school	6
Claremont	Year 8	80
Claremont	Year 9	226
Claremont	Year 10	819
Claremont	Year 11	506
Claremont	Year 12	7325
Cockburn	Did not go to school	605
Cockburn	Year 8	2832
Cockburn	Year 9	3764
Cockburn	Year 10	17704
Cockburn	Year 11	8984
Cockburn	Year 12	56222
Cocos Islands	Did not go to school	86
Cocos Islands	Year 8	19
Cocos Islands	Year 9	8
Cocos Islands	Year 10	53
Cocos Islands	Year 11	27
Cocos Islands	Year 12	174
Collie	Did not go to school	21
Collie	Year 8	315
Collie	Year 9	531
Collie	Year 10	2456
Collie	Year 11	1101
Collie	Year 12	2115
Coolgardie	Did not go to school	12
Coolgardie	Year 8	96
Coolgardie	Year 9	168
Coolgardie	Year 10	744
Coolgardie	Year 11	322
Coolgardie	Year 12	766
Coorow	Year 8	26
Coorow	Year 9	59
Coorow	Year 10	296
Coorow	Year 11	87
Coorow	Year 12	317
Corrigin	Year 8	34
Corrigin	Year 9	46
Corrigin	Year 10	224
Corrigin	Year 11	102
Corrigin	Year 12	375
Cottesloe	Did not go to school	5
Cottesloe	Year 8	51
Cottesloe	Year 9	147
Cottesloe	Year 10	516
Cottesloe	Year 11	343
Cottesloe	Year 12	5294
Cranbrook	Did not go to school	3
Cranbrook	Year 8	39
Cranbrook	Year 9	52
Cranbrook	Year 10	231
Cranbrook	Year 11	99
Cranbrook	Year 12	354
Cuballing	Did not go to school	4
Cuballing	Year 8	17
Cuballing	Year 9	65
Cuballing	Year 10	216
Cuballing	Year 11	80
Cuballing	Year 12	301
Cue	Year 8	8
Cue	Year 9	10
Cue	Year 10	48
Cue	Year 11	26
Cue	Year 12	80
Cunderdin	Did not go to school	3
Cunderdin	Year 8	44
Cunderdin	Year 9	61
Cunderdin	Year 10	292
Cunderdin	Year 11	125
Cunderdin	Year 12	424
Dalwallinu	Did not go to school	5
Dalwallinu	Year 8	41
Dalwallinu	Year 9	38
Dalwallinu	Year 10	215
Dalwallinu	Year 11	87
Dalwallinu	Year 12	520
Dandaragan	Did not go to school	14
Dandaragan	Year 8	86
Dandaragan	Year 9	205
Dandaragan	Year 10	842
Dandaragan	Year 11	321
Dandaragan	Year 12	1088
Dardanup	Did not go to school	30
Dardanup	Year 8	372
Dardanup	Year 9	670
Dardanup	Year 10	3453
Dardanup	Year 11	1501
Dardanup	Year 12	4859
Denmark	Did not go to school	7
Denmark	Year 8	101
Denmark	Year 9	244
Denmark	Year 10	1179
Denmark	Year 11	464
Denmark	Year 12	2704
Derby-West Kimberley	Did not go to school	110
Derby-West Kimberley	Year 8	330
Derby-West Kimberley	Year 9	363
Derby-West Kimberley	Year 10	1356
Derby-West Kimberley	Year 11	732
Derby-West Kimberley	Year 12	1578
Donnybrook-Balingup	Did not go to school	24
Donnybrook-Balingup	Year 8	179
Donnybrook-Balingup	Year 9	326
Donnybrook-Balingup	Year 10	1504
Donnybrook-Balingup	Year 11	596
Donnybrook-Balingup	Year 12	2106
Dowerin	Year 8	16
Dowerin	Year 9	32
Dowerin	Year 10	166
Dowerin	Year 11	56
Dowerin	Year 12	220
Dumbleyung	Year 8	17
Dumbleyung	Year 9	28
Dumbleyung	Year 10	111
Dumbleyung	Year 11	44
Dumbleyung	Year 12	240
Dundas	Year 8	33
Dundas	Year 9	47
Dundas	Year 10	166
Dundas	Year 11	57
Dundas	Year 12	161
East Fremantle	Did not go to school	7
East Fremantle	Year 8	107
East Fremantle	Year 9	196
East Fremantle	Year 10	801
East Fremantle	Year 11	418
East Fremantle	Year 12	4496
East Pilbara	Did not go to school	55
East Pilbara	Year 8	157
East Pilbara	Year 9	253
East Pilbara	Year 10	1368
East Pilbara	Year 11	872
East Pilbara	Year 12	3248
Esperance	Did not go to school	31
Esperance	Year 8	382
Esperance	Year 9	655
Esperance	Year 10	2783
Esperance	Year 11	1469
Esperance	Year 12	4547
Exmouth	Did not go to school	6
Exmouth	Year 8	38
Exmouth	Year 9	106
Exmouth	Year 10	546
Exmouth	Year 11	275
Exmouth	Year 12	1272
Fremantle	Did not go to school	167
Fremantle	Year 8	847
Fremantle	Year 9	790
Fremantle	Year 10	3510
Fremantle	Year 11	1835
Fremantle	Year 12	18121
Gingin	Did not go to school	38
Gingin	Year 8	190
Gingin	Year 9	257
Gingin	Year 10	1471
Gingin	Year 11	488
Gingin	Year 12	1862
Gnowangerup	Did not go to school	4
Gnowangerup	Year 8	26
Gnowangerup	Year 9	53
Gnowangerup	Year 10	256
Gnowangerup	Year 11	67
Gnowangerup	Year 12	449
Goomalling	Year 8	37
Goomalling	Year 9	40
Goomalling	Year 10	222
Goomalling	Year 11	77
Goomalling	Year 12	300
Gosnells	Did not go to school	1712
Gosnells	Year 8	3462
Gosnells	Year 9	4501
Gosnells	Year 10	20549
Gosnells	Year 11	9169
Gosnells	Year 12	54784
Greater Geraldton	Did not go to school	189
Greater Geraldton	Year 8	1210
Greater Geraldton	Year 9	1896
Greater Geraldton	Year 10	8469
Greater Geraldton	Year 11	4156
Greater Geraldton	Year 12	12497
Halls Creek	Did not go to school	73
Halls Creek	Year 8	253
Halls Creek	Year 9	192
Halls Creek	Year 10	733
Halls Creek	Year 11	355
Halls Creek	Year 12	644
Harvey	Did not go to school	54
Harvey	Year 8	663
Harvey	Year 9	1296
Harvey	Year 10	6656
Harvey	Year 11	2923
Harvey	Year 12	9596
Irwin	Did not go to school	3
Irwin	Year 8	128
Irwin	Year 9	237
Irwin	Year 10	931
Irwin	Year 11	394
Irwin	Year 12	1031
Jerramungup	Year 8	18
Jerramungup	Year 9	42
Jerramungup	Year 10	220
Jerramungup	Year 11	87
Jerramungup	Year 12	454
Joondalup	Did not go to school	331
Joondalup	Year 8	2021
Joondalup	Year 9	4688
Joondalup	Year 10	24340
Joondalup	Year 11	12618
Joondalup	Year 12	80984
Kalamunda	Did not go to school	259
Kalamunda	Year 8	1171
Kalamunda	Year 9	2276
Kalamunda	Year 10	10765
Kalamunda	Year 11	5089
Kalamunda	Year 12	25395
Kalgoorlie-Boulder	Did not go to school	114
Kalgoorlie-Boulder	Year 8	566
Kalgoorlie-Boulder	Year 9	1104
Kalgoorlie-Boulder	Year 10	5760
Kalgoorlie-Boulder	Year 11	2731
Kalgoorlie-Boulder	Year 12	9913
Karratha	Did not go to school	65
Karratha	Year 8	257
Karratha	Year 9	603
Karratha	Year 10	3235
Karratha	Year 11	1871
Karratha	Year 12	7640
Katanning	Did not go to school	121
Katanning	Year 8	223
Katanning	Year 9	208
Katanning	Year 10	767
Katanning	Year 11	377
Katanning	Year 12	1175
Kellerberrin	Did not go to school	5
Kellerberrin	Year 8	56
Kellerberrin	Year 9	79
Kellerberrin	Year 10	272
Kellerberrin	Year 11	98
Kellerberrin	Year 12	329
Kent	Year 8	11
Kent	Year 9	13
Kent	Year 10	80
Kent	Year 11	30
Kent	Year 12	192
Kojonup	Year 8	62
Kojonup	Year 9	60
Kojonup	Year 10	371
Kojonup	Year 11	144
Kojonup	Year 12	734
Kondinin	Did not go to school	4
Kondinin	Year 8	29
Kondinin	Year 9	41
Kondinin	Year 10	176
Kondinin	Year 11	64
Kondinin	Year 12	284
Koorda	Year 8	14
Koorda	Year 9	22
Koorda	Year 10	87
Koorda	Year 11	33
Koorda	Year 12	125
Kulin	Year 8	22
Kulin	Year 9	21
Kulin	Year 10	124
Kulin	Year 11	53
Kulin	Year 12	312
Kwinana	Did not go to school	261
Kwinana	Year 8	926
Kwinana	Year 9	1666
Kwinana	Year 10	8510
Kwinana	Year 11	3730
Kwinana	Year 12	18139
Lake Grace	Did not go to school	3
Lake Grace	Year 8	21
Lake Grace	Year 9	43
Lake Grace	Year 10	239
Lake Grace	Year 11	100
Lake Grace	Year 12	521
Laverton	Did not go to school	6
Laverton	Year 8	33
Laverton	Year 9	37
Laverton	Year 10	213
Laverton	Year 11	135
Laverton	Year 12	327
Leonora	Did not go to school	7
Leonora	Year 8	36
Leonora	Year 9	57
Leonora	Year 10	226
Leonora	Year 11	119
Leonora	Year 12	409
Mandurah	Did not go to school	225
Mandurah	Year 8	2554
Mandurah	Year 9	4688
Mandurah	Year 10	20963
Mandurah	Year 11	8846
Mandurah	Year 12	31840
Manjimup	Did not go to school	59
Manjimup	Year 8	304
Manjimup	Year 9	486
Manjimup	Year 10	2078
Manjimup	Year 11	929
Manjimup	Year 12	3071
Meekatharra	Did not go to school	5
Meekatharra	Year 8	52
Meekatharra	Year 9	48
Meekatharra	Year 10	238
Meekatharra	Year 11	101
Meekatharra	Year 12	300
Melville	Did not go to school	342
Melville	Year 8	1703
Melville	Year 9	2730
Melville	Year 10	12294
Melville	Year 11	6059
Melville	Year 12	58620
Menzies	Did not go to school	8
Menzies	Year 8	8
Menzies	Year 9	18
Menzies	Year 10	97
Menzies	Year 11	47
Menzies	Year 12	159
Merredin	Did not go to school	4
Merredin	Year 8	107
Merredin	Year 9	155
Merredin	Year 10	641
Merredin	Year 11	316
Merredin	Year 12	979
Mingenew	Year 8	23
Mingenew	Year 9	18
Mingenew	Year 10	67
Mingenew	Year 11	30
Mingenew	Year 12	130
Moora	Year 8	69
Moora	Year 9	99
Moora	Year 10	438
Moora	Year 11	213
Moora	Year 12	761
Morawa	Year 8	14
Morawa	Year 9	26
Morawa	Year 10	116
Morawa	Year 11	61
Morawa	Year 12	203
Mosman Park	Did not go to school	28
Mosman Park	Year 8	84
Mosman Park	Year 9	175
Mosman Park	Year 10	717
Mosman Park	Year 11	455
Mosman Park	Year 12	5678
Mount Magnet	Year 8	15
Mount Magnet	Year 9	26
Mount Magnet	Year 10	65
Mount Magnet	Year 11	35
Mount Magnet	Year 12	126
Mount Marshall	Year 8	15
Mount Marshall	Year 9	23
Mount Marshall	Year 10	102
Mount Marshall	Year 11	35
Mount Marshall	Year 12	166
Mukinbudin	Year 8	20
Mukinbudin	Year 9	27
Mukinbudin	Year 10	142
Mukinbudin	Year 11	47
Mukinbudin	Year 12	168
Mundaring	Did not go to school	190
Mundaring	Year 8	767
Mundaring	Year 9	1459
Mundaring	Year 10	8520
Mundaring	Year 11	3417
Mundaring	Year 12	16303
Murchison	Year 9	7
Murchison	Year 10	17
Murchison	Year 11	15
Murchison	Year 12	35
Murray	Did not go to school	40
Murray	Year 8	560
Murray	Year 9	1004
Murray	Year 10	4605
Murray	Year 11	1941
Murray	Year 12	5321
Nannup	Did not go to school	4
Nannup	Year 8	42
Nannup	Year 9	61
Nannup	Year 10	350
Nannup	Year 11	152
Nannup	Year 12	545
Narembeen	Year 8	35
Narembeen	Year 9	32
Narembeen	Year 10	135
Narembeen	Year 11	64
Narembeen	Year 12	252
Narrogin	Did not go to school	24
Narrogin	Year 8	156
Narrogin	Year 9	250
Narrogin	Year 10	976
Narrogin	Year 11	478
Narrogin	Year 12	1594
Nedlands	Did not go to school	29
Nedlands	Year 8	151
Nedlands	Year 9	489
Nedlands	Year 10	1414
Nedlands	Year 11	866
Nedlands	Year 12	14275
Ngaanyatjarraku	Did not go to school	24
Ngaanyatjarraku	Year 8	125
Ngaanyatjarraku	Year 9	116
Ngaanyatjarraku	Year 10	282
Ngaanyatjarraku	Year 11	143
Ngaanyatjarraku	Year 12	197
Northam	Did not go to school	36
Northam	Year 8	381
Northam	Year 9	627
Northam	Year 10	2618
Northam	Year 11	1058
Northam	Year 12	3242
Northampton	Did not go to school	16
Northampton	Year 8	124
Northampton	Year 9	174
Northampton	Year 10	821
Northampton	Year 11	277
Northampton	Year 12	932
Nungarin	Year 8	3
Nungarin	Year 9	13
Nungarin	Year 10	51
Nungarin	Year 11	23
Nungarin	Year 12	70
Peppermint Grove	Did not go to school	3
Peppermint Grove	Year 8	7
Peppermint Grove	Year 9	70
Peppermint Grove	Year 10	106
Peppermint Grove	Year 11	100
Peppermint Grove	Year 12	984
Perenjori	Year 8	18
Perenjori	Year 9	17
Perenjori	Year 10	95
Perenjori	Year 11	55
Perenjori	Year 12	180
Perth	Did not go to school	116
Perth	Year 8	201
Perth	Year 9	338
Perth	Year 10	1719
Perth	Year 11	1266
Perth	Year 12	20062
Pingelly	Year 8	45
Pingelly	Year 9	70
Pingelly	Year 10	252
Pingelly	Year 11	83
Pingelly	Year 12	330
Plantagenet	Did not go to school	53
Plantagenet	Year 8	151
Plantagenet	Year 9	259
Plantagenet	Year 10	1243
Plantagenet	Year 11	463
Plantagenet	Year 12	1792
Port Hedland	Did not go to school	74
Port Hedland	Year 8	232
Port Hedland	Year 9	473
Port Hedland	Year 10	2349
Port Hedland	Year 11	1440
Port Hedland	Year 12	5248
Quairading	Year 8	42
Quairading	Year 9	40
Quairading	Year 10	219
Quairading	Year 11	62
Quairading	Year 12	231
Ravensthorpe	Did not go to school	5
Ravensthorpe	Year 8	47
Ravensthorpe	Year 9	101
Ravensthorpe	Year 10	435
Ravensthorpe	Year 11	168
Ravensthorpe	Year 12	736
Rockingham	Did not go to school	327
Rockingham	Year 8	2372
Rockingham	Year 9	5499
Rockingham	Year 10	26945
Rockingham	Year 11	13383
Rockingham	Year 12	50359
Sandstone	Year 9	5
Sandstone	Year 10	21
Sandstone	Year 11	8
Sandstone	Year 12	29
Serpentine-Jarrahdale	Did not go to school	76
Serpentine-Jarrahdale	Year 8	470
Serpentine-Jarrahdale	Year 9	1246
Serpentine-Jarrahdale	Year 10	6429
Serpentine-Jarrahdale	Year 11	3078
Serpentine-Jarrahdale	Year 12	11490
Shark Bay	Did not go to school	4
Shark Bay	Year 8	25
Shark Bay	Year 9	47
Shark Bay	Year 10	230
Shark Bay	Year 11	90
Shark Bay	Year 12	335
South Perth	Did not go to school	155
South Perth	Year 8	544
South Perth	Year 9	954
South Perth	Year 10	4181
South Perth	Year 11	2291
South Perth	Year 12	26720
Stirling	Did not go to school	1989
Stirling	Year 8	6133
Stirling	Year 9	6305
Stirling	Year 10	26423
Stirling	Year 11	13393
Stirling	Year 12	122973
Subiaco	Did not go to school	20
Subiaco	Year 8	167
Subiaco	Year 9	306
Subiaco	Year 10	1155
Subiaco	Year 11	632
Subiaco	Year 12	11390
Swan	Did not go to school	1224
Swan	Year 8	3429
Swan	Year 9	5371
Swan	Year 10	25582
Swan	Year 11	12763
Swan	Year 12	64387
Tammin	Year 8	18
Tammin	Year 9	21
Tammin	Year 10	68
Tammin	Year 11	24
Tammin	Year 12	135
Three Springs	Did not go to school	4
Three Springs	Year 8	21
Three Springs	Year 9	18
Three Springs	Year 10	104
Three Springs	Year 11	52
Three Springs	Year 12	180
Toodyay	Year 8	140
Toodyay	Year 9	229
Toodyay	Year 10	1126
Toodyay	Year 11	451
Toodyay	Year 12	1523
Trayning	Year 8	17
Trayning	Year 9	22
Trayning	Year 10	94
Trayning	Year 11	23
Trayning	Year 12	81
Upper Gascoyne	Year 8	15
Upper Gascoyne	Year 9	9
Upper Gascoyne	Year 10	41
Upper Gascoyne	Year 11	14
Upper Gascoyne	Year 12	43
Victoria Park	Did not go to school	214
Victoria Park	Year 8	641
Victoria Park	Year 9	787
Victoria Park	Year 10	3841
Victoria Park	Year 11	2037
Victoria Park	Year 12	21519
Victoria Plains	Did not go to school	3
Victoria Plains	Year 8	25
Victoria Plains	Year 9	26
Victoria Plains	Year 10	205
Victoria Plains	Year 11	64
Victoria Plains	Year 12	267
Vincent	Did not go to school	233
Vincent	Year 8	730
Vincent	Year 9	595
Vincent	Year 10	2902
Vincent	Year 11	1751
Vincent	Year 12	23158
Wagin	Did not go to school	3
Wagin	Year 8	59
Wagin	Year 9	100
Wagin	Year 10	446
Wagin	Year 11	155
