LGA_NAME21	Age5yr	ChildrenEverBorn	females
Greater Geraldton	40-44	6	32
Greater Geraldton	45-49		107
Greater Geraldton	45-49	0	164
Greater Geraldton	45-49	1	163
Greater Geraldton	45-49	2	479
Greater Geraldton	45-49	3	275
Greater Geraldton	45-49	4	83
Greater Geraldton	45-49	5	38
Greater Geraldton	45-49	6	36
Greater Geraldton	50-54		113
Greater Geraldton	50-54	0	175
Greater Geraldton	50-54	1	169
Greater Geraldton	50-54	2	492
Greater Geraldton	50-54	3	309
Greater Geraldton	50-54	4	106
Greater Geraldton	50-54	5	42
Greater Geraldton	50-54	6	24
Greater Geraldton	55-59		103
Greater Geraldton	55-59	0	133
Greater Geraldton	55-59	1	128
Greater Geraldton	55-59	2	411
Greater Geraldton	55-59	3	332
Greater Geraldton	55-59	4	127
Greater Geraldton	55-59	5	42
Greater Geraldton	55-59	6	18
Greater Geraldton	60-64		99
Greater Geraldton	60-64	0	99
Greater Geraldton	60-64	1	110
Greater Geraldton	60-64	2	412
Greater Geraldton	60-64	3	314
Greater Geraldton	60-64	4	156
Greater Geraldton	60-64	5	31
Greater Geraldton	60-64	6	35
Greater Geraldton	65-69		102
Greater Geraldton	65-69	0	80
Greater Geraldton	65-69	1	70
Greater Geraldton	65-69	2	415
Greater Geraldton	65-69	3	290
Greater Geraldton	65-69	4	121
Greater Geraldton	65-69	5	31
Greater Geraldton	65-69	6	24
Greater Geraldton	70-74		82
Greater Geraldton	70-74	0	36
Greater Geraldton	70-74	1	48
Greater Geraldton	70-74	2	306
Greater Geraldton	70-74	3	260
Greater Geraldton	70-74	4	118
Greater Geraldton	70-74	5	41
Greater Geraldton	70-74	6	10
Greater Geraldton	75-79		71
Greater Geraldton	75-79	0	41
Greater Geraldton	75-79	1	38
Greater Geraldton	75-79	2	161
Greater Geraldton	75-79	3	168
Greater Geraldton	75-79	4	115
Greater Geraldton	75-79	5	34
Greater Geraldton	75-79	6	23
Greater Geraldton	80-84		62
Greater Geraldton	80-84	0	16
Greater Geraldton	80-84	1	21
Greater Geraldton	80-84	2	83
Greater Geraldton	80-84	3	127
Greater Geraldton	80-84	4	86
Greater Geraldton	80-84	5	45
Greater Geraldton	80-84	6	24
Greater Geraldton	85+		86
Greater Geraldton	85+	0	11
Greater Geraldton	85+	1	24
Greater Geraldton	85+	2	65
Greater Geraldton	85+	3	108
Greater Geraldton	85+	4	92
Greater Geraldton	85+	5	49
Greater Geraldton	85+	6	52
Halls Creek	15-19		55
Halls Creek	15-19	0	89
Halls Creek	15-19	1	7
Halls Creek	20-24		40
Halls Creek	20-24	0	71
Halls Creek	20-24	1	38
Halls Creek	20-24	2	20
Halls Creek	25-29		22
Halls Creek	25-29	0	56
Halls Creek	25-29	1	32
Halls Creek	25-29	2	23
Halls Creek	25-29	3	14
Halls Creek	25-29	4	3
Halls Creek	30-34		28
Halls Creek	30-34	0	39
Halls Creek	30-34	1	29
Halls Creek	30-34	2	29
Halls Creek	30-34	3	23
Halls Creek	30-34	4	16
Halls Creek	30-34	5	3
Halls Creek	30-34	6	3
Halls Creek	35-39		31
Halls Creek	35-39	0	17
Halls Creek	35-39	1	20
Halls Creek	35-39	2	13
Halls Creek	35-39	3	25
Halls Creek	35-39	4	7
Halls Creek	35-39	5	9
Halls Creek	35-39	6	16
Halls Creek	40-44		21
Halls Creek	40-44	0	10
Halls Creek	40-44	1	12
Halls Creek	40-44	2	17
Halls Creek	40-44	3	13
Halls Creek	40-44	4	18
Halls Creek	40-44	5	6
Halls Creek	40-44	6	16
Halls Creek	45-49		22
Halls Creek	45-49	0	19
Halls Creek	45-49	1	12
Halls Creek	45-49	2	12
Halls Creek	45-49	3	15
Halls Creek	45-49	4	8
Halls Creek	45-49	5	13
Halls Creek	45-49	6	11
Halls Creek	50-54		21
Halls Creek	50-54	0	14
Halls Creek	50-54	1	9
Halls Creek	50-54	2	9
Halls Creek	50-54	3	15
Halls Creek	50-54	4	14
Halls Creek	50-54	5	10
Halls Creek	50-54	6	7
Halls Creek	55-59		19
Halls Creek	55-59	0	10
Halls Creek	55-59	1	4
Halls Creek	55-59	2	9
Halls Creek	55-59	3	19
Halls Creek	55-59	4	8
Halls Creek	55-59	5	8
Halls Creek	55-59	6	13
Halls Creek	60-64		11
Halls Creek	60-64	0	10
Halls Creek	60-64	1	9
Halls Creek	60-64	2	11
Halls Creek	60-64	3	7
Halls Creek	60-64	4	10
Halls Creek	60-64	5	3
Halls Creek	60-64	6	7
Halls Creek	65-69		7
Halls Creek	65-69	0	9
Halls Creek	65-69	2	14
Halls Creek	65-69	4	6
Halls Creek	65-69	6	11
Halls Creek	70-74		11
Halls Creek	70-74	0	3
Halls Creek	70-74	1	4
Halls Creek	70-74	3	4
Halls Creek	70-74	4	3
Halls Creek	70-74	6	11
Halls Creek	75-79		4
Halls Creek	75-79	0	4
Halls Creek	75-79	5	3
Halls Creek	75-79	6	3
Halls Creek	80-84	6	6
Halls Creek	85+		4
Harvey	15-19		86
Harvey	15-19	0	824
Harvey	20-24		50
Harvey	20-24	0	461
Harvey	20-24	1	66
Harvey	20-24	2	29
Harvey	25-29		54
Harvey	25-29	0	345
Harvey	25-29	1	178
Harvey	25-29	2	124
Harvey	25-29	3	31
Harvey	25-29	4	11
Harvey	30-34		49
Harvey	30-34	0	202
Harvey	30-34	1	177
Harvey	30-34	2	305
Harvey	30-34	3	135
Harvey	30-34	4	24
Harvey	30-34	5	17
Harvey	30-34	6	5
Harvey	35-39		34
Harvey	35-39	0	112
Harvey	35-39	1	136
Harvey	35-39	2	407
Harvey	35-39	3	214
Harvey	35-39	4	57
Harvey	35-39	5	18
Harvey	35-39	6	8
Harvey	40-44		36
Harvey	40-44	0	90
Harvey	40-44	1	121
Harvey	40-44	2	343
Harvey	40-44	3	221
Harvey	40-44	4	79
Harvey	40-44	5	25
Harvey	40-44	6	6
Harvey	45-49		43
Harvey	45-49	0	99
Harvey	45-49	1	83
Harvey	45-49	2	377
Harvey	45-49	3	238
Harvey	45-49	4	80
Harvey	45-49	5	24
Harvey	45-49	6	13
Harvey	50-54		46
Harvey	50-54	0	90
Harvey	50-54	1	113
Harvey	50-54	2	365
Harvey	50-54	3	220
Harvey	50-54	4	72
Harvey	50-54	5	17
Harvey	50-54	6	13
Harvey	55-59		49
Harvey	55-59	0	100
Harvey	55-59	1	78
Harvey	55-59	2	396
Harvey	55-59	3	241
Harvey	55-59	4	98
Harvey	55-59	5	23
Harvey	55-59	6	11
Harvey	60-64		48
Harvey	60-64	0	82
Harvey	60-64	1	80
Harvey	60-64	2	337
Harvey	60-64	3	247
Harvey	60-64	4	112
Harvey	60-64	5	29
Harvey	60-64	6	17
Harvey	65-69		50
Harvey	65-69	0	60
Harvey	65-69	1	57
Harvey	65-69	2	293
Harvey	65-69	3	227
Harvey	65-69	4	82
Harvey	65-69	5	30
Harvey	65-69	6	23
Harvey	70-74		51
Harvey	70-74	0	45
Harvey	70-74	1	47
Harvey	70-74	2	257
Harvey	70-74	3	225
Harvey	70-74	4	82
Harvey	70-74	5	17
Harvey	70-74	6	11
Harvey	75-79		31
Harvey	75-79	0	30
Harvey	75-79	1	20
Harvey	75-79	2	134
Harvey	75-79	3	132
Harvey	75-79	4	70
Harvey	75-79	5	25
Harvey	75-79	6	7
Harvey	80-84		30
Harvey	80-84	0	12
Harvey	80-84	1	14
Harvey	80-84	2	70
Harvey	80-84	3	77
Harvey	80-84	4	51
Harvey	80-84	5	30
Harvey	80-84	6	14
Harvey	85+		22
Harvey	85+	0	7
Harvey	85+	1	8
Harvey	85+	2	25
Harvey	85+	3	54
Harvey	85+	4	48
Harvey	85+	5	28
Harvey	85+	6	24
Irwin	15-19		16
Irwin	15-19	0	62
Irwin	20-24		9
Irwin	20-24	0	40
Irwin	20-24	1	3
Irwin	20-24	3	3
Irwin	25-29		5
Irwin	25-29	0	25
Irwin	25-29	1	14
Irwin	25-29	2	3
Irwin	30-34		8
Irwin	30-34	0	12
Irwin	30-34	1	15
Irwin	30-34	2	20
Irwin	30-34	3	4
Irwin	30-34	4	3
Irwin	35-39		10
Irwin	35-39	0	16
Irwin	35-39	1	14
Irwin	35-39	2	29
Irwin	35-39	3	31
Irwin	35-39	4	5
Irwin	40-44		3
Irwin	40-44	0	6
Irwin	40-44	1	9
Irwin	40-44	2	47
Irwin	40-44	3	21
Irwin	40-44	4	3
Irwin	45-49		8
Irwin	45-49	0	15
Irwin	45-49	1	15
Irwin	45-49	2	45
Irwin	45-49	3	31
Irwin	45-49	4	3
Irwin	50-54		13
Irwin	50-54	0	13
Irwin	50-54	1	14
Irwin	50-54	2	48
Irwin	50-54	3	24
Irwin	50-54	4	9
Irwin	50-54	5	4
Irwin	50-54	6	3
Irwin	55-59		17
Irwin	55-59	0	18
Irwin	55-59	1	10
Irwin	55-59	2	55
Irwin	55-59	3	35
Irwin	55-59	4	6
Irwin	60-64		17
Irwin	60-64	0	16
Irwin	60-64	1	14
Irwin	60-64	2	58
Irwin	60-64	3	43
Irwin	60-64	4	18
Irwin	60-64	5	6
Irwin	65-69		15
Irwin	65-69	0	12
Irwin	65-69	1	18
Irwin	65-69	2	59
Irwin	65-69	3	54
Irwin	65-69	4	22
Irwin	65-69	5	3
Irwin	70-74		16
Irwin	70-74	0	9
Irwin	70-74	1	16
Irwin	70-74	2	53
Irwin	70-74	3	30
Irwin	70-74	4	24
Irwin	70-74	5	3
Irwin	75-79		18
Irwin	75-79	0	3
Irwin	75-79	1	5
Irwin	75-79	2	38
Irwin	75-79	3	25
Irwin	75-79	4	17
Irwin	75-79	5	7
Irwin	75-79	6	7
Irwin	80-84		8
Irwin	80-84	2	18
Irwin	80-84	3	12
Irwin	80-84	4	12
Irwin	80-84	5	4
Irwin	80-84	6	3
Irwin	85+		10
Irwin	85+	2	5
Irwin	85+	3	9
Irwin	85+	4	8
Irwin	85+	5	5
Jerramungup	15-19		4
Jerramungup	15-19	0	7
Jerramungup	20-24		6
Jerramungup	20-24	0	19
Jerramungup	25-29	0	26
Jerramungup	25-29	2	4
Jerramungup	30-34	0	7
Jerramungup	30-34	1	6
Jerramungup	30-34	2	17
Jerramungup	30-34	3	7
Jerramungup	35-39		3
Jerramungup	35-39	0	5
Jerramungup	35-39	2	17
Jerramungup	35-39	3	14
Jerramungup	35-39	4	5
Jerramungup	40-44	0	3
Jerramungup	40-44	1	3
Jerramungup	40-44	2	8
Jerramungup	40-44	3	13
Jerramungup	40-44	4	4
Jerramungup	45-49		10
Jerramungup	45-49	0	3
Jerramungup	45-49	1	5
Jerramungup	45-49	2	12
Jerramungup	45-49	3	5
Jerramungup	50-54	1	3
Jerramungup	50-54	2	13
Jerramungup	50-54	3	16
Jerramungup	50-54	4	3
Jerramungup	55-59	2	7
Jerramungup	55-59	3	15
Jerramungup	55-59	4	12
Jerramungup	60-64		5
Jerramungup	60-64	0	3
Jerramungup	60-64	1	3
Jerramungup	60-64	2	14
Jerramungup	60-64	3	14
Jerramungup	60-64	4	7
Jerramungup	65-69		3
Jerramungup	65-69	2	14
Jerramungup	65-69	3	18
Jerramungup	65-69	4	3
Jerramungup	70-74	1	5
Jerramungup	70-74	2	10
Jerramungup	70-74	3	4
Jerramungup	70-74	4	4
Jerramungup	75-79	2	4
Jerramungup	80-84		4
Jerramungup	80-84	2	3
Joondalup	15-19		243
Joondalup	15-19	0	4671
Joondalup	15-19	1	13
Joondalup	20-24		197
Joondalup	20-24	0	3884
Joondalup	20-24	1	101
Joondalup	20-24	2	20
Joondalup	20-24	3	3
Joondalup	25-29		191
Joondalup	25-29	0	2697
Joondalup	25-29	1	402
Joondalup	25-29	2	244
Joondalup	25-29	3	61
Joondalup	25-29	4	9
Joondalup	25-29	5	3
Joondalup	30-34		180
Joondalup	30-34	0	1784
Joondalup	30-34	1	1124
Joondalup	30-34	2	1164
Joondalup	30-34	3	295
Joondalup	30-34	4	49
Joondalup	30-34	5	14
Joondalup	30-34	6	3
Joondalup	35-39		143
Joondalup	35-39	0	970
Joondalup	35-39	1	976
Joondalup	35-39	2	2300
Joondalup	35-39	3	832
Joondalup	35-39	4	154
Joondalup	35-39	5	34
Joondalup	35-39	6	10
Joondalup	40-44		147
Joondalup	40-44	0	630
Joondalup	40-44	1	751
Joondalup	40-44	2	2637
Joondalup	40-44	3	1059
Joondalup	40-44	4	235
Joondalup	40-44	5	42
Joondalup	40-44	6	27
Joondalup	45-49		141
Joondalup	45-49	0	627
Joondalup	45-49	1	726
Joondalup	45-49	2	2689
Joondalup	45-49	3	1158
Joondalup	45-49	4	259
Joondalup	45-49	5	66
Joondalup	45-49	6	26
Joondalup	50-54		134
Joondalup	50-54	0	577
Joondalup	50-54	1	742
Joondalup	50-54	2	2791
Joondalup	50-54	3	1226
Joondalup	50-54	4	318
Joondalup	50-54	5	64
Joondalup	50-54	6	38
Joondalup	55-59		140
Joondalup	55-59	0	536
Joondalup	55-59	1	677
Joondalup	55-59	2	2685
Joondalup	55-59	3	1266
Joondalup	55-59	4	388
Joondalup	55-59	5	62
Joondalup	55-59	6	32
Joondalup	60-64		137
Joondalup	60-64	0	445
Joondalup	60-64	1	549
Joondalup	60-64	2	2515
Joondalup	60-64	3	1395
Joondalup	60-64	4	395
Joondalup	60-64	5	68
Joondalup	60-64	6	35
Joondalup	65-69		138
Joondalup	65-69	0	338
Joondalup	65-69	1	506
Joondalup	65-69	2	2228
Joondalup	65-69	3	1281
Joondalup	65-69	4	359
Joondalup	65-69	5	82
Joondalup	65-69	6	43
Joondalup	70-74		146
Joondalup	70-74	0	268
Joondalup	70-74	1	400
Joondalup	70-74	2	1859
Joondalup	70-74	3	1153
Joondalup	70-74	4	371
Joondalup	70-74	5	78
Joondalup	70-74	6	24
Joondalup	75-79		131
Joondalup	75-79	0	141
Joondalup	75-79	1	209
Joondalup	75-79	2	1022
Joondalup	75-79	3	671
Joondalup	75-79	4	253
Joondalup	75-79	5	55
Joondalup	75-79	6	24
Joondalup	80-84		120
Joondalup	80-84	0	99
Joondalup	80-84	1	110
Joondalup	80-84	2	501
Joondalup	80-84	3	462
Joondalup	80-84	4	223
Joondalup	80-84	5	74
Joondalup	80-84	6	33
Joondalup	85+		190
Joondalup	85+	0	91
Joondalup	85+	1	119
Joondalup	85+	2	439
Joondalup	85+	3	416
Joondalup	85+	4	285
Joondalup	85+	5	116
Joondalup	85+	6	87
Kalamunda	15-19		129
Kalamunda	15-19	0	1623
Kalamunda	15-19	1	3
Kalamunda	20-24		100
Kalamunda	20-24	0	1251
Kalamunda	20-24	1	80
Kalamunda	20-24	2	22
Kalamunda	20-24	3	5
Kalamunda	25-29		102
Kalamunda	25-29	0	898
Kalamunda	25-29	1	263
Kalamunda	25-29	2	168
Kalamunda	25-29	3	44
Kalamunda	25-29	4	17
Kalamunda	30-34		80
Kalamunda	30-34	0	568
Kalamunda	30-34	1	459
Kalamunda	30-34	2	484
Kalamunda	30-34	3	165
Kalamunda	30-34	4	53
Kalamunda	30-34	5	9
Kalamunda	30-34	6	3
Kalamunda	35-39		91
Kalamunda	35-39	0	376
Kalamunda	35-39	1	340
Kalamunda	35-39	2	790
Kalamunda	35-39	3	338
Kalamunda	35-39	4	93
Kalamunda	35-39	5	27
Kalamunda	35-39	6	13
Kalamunda	40-44		72
Kalamunda	40-44	0	271
Kalamunda	40-44	1	268
Kalamunda	40-44	2	788
Kalamunda	40-44	3	429
Kalamunda	40-44	4	113
Kalamunda	40-44	5	36
Kalamunda	40-44	6	19
Kalamunda	45-49		69
Kalamunda	45-49	0	269
Kalamunda	45-49	1	242
Kalamunda	45-49	2	822
Kalamunda	45-49	3	394
Kalamunda	45-49	4	139
Kalamunda	45-49	5	45
Kalamunda	45-49	6	20
Kalamunda	50-54		74
Kalamunda	50-54	0	284
Kalamunda	50-54	1	222
Kalamunda	50-54	2	771
Kalamunda	50-54	3	396
Kalamunda	50-54	4	159
Kalamunda	50-54	5	34
Kalamunda	50-54	6	26
Kalamunda	55-59		92
Kalamunda	55-59	0	195
Kalamunda	55-59	1	240
Kalamunda	55-59	2	748
Kalamunda	55-59	3	423
Kalamunda	55-59	4	150
Kalamunda	55-59	5	46
Kalamunda	55-59	6	17
Kalamunda	60-64		55
Kalamunda	60-64	0	198
Kalamunda	60-64	1	165
Kalamunda	60-64	2	676
Kalamunda	60-64	3	441
Kalamunda	60-64	4	167
Kalamunda	60-64	5	50
Kalamunda	60-64	6	27
Kalamunda	65-69		64
Kalamunda	65-69	0	126
Kalamunda	65-69	1	171
Kalamunda	65-69	2	640
Kalamunda	65-69	3	416
Kalamunda	65-69	4	165
Kalamunda	65-69	5	35
Kalamunda	65-69	6	28
Kalamunda	70-74		67
Kalamunda	70-74	0	112
Kalamunda	70-74	1	116
Kalamunda	70-74	2	674
Kalamunda	70-74	3	413
Kalamunda	70-74	4	175
Kalamunda	70-74	5	45
Kalamunda	70-74	6	24
Kalamunda	75-79		68
Kalamunda	75-79	0	62
Kalamunda	75-79	1	68
Kalamunda	75-79	2	381
Kalamunda	75-79	3	290
Kalamunda	75-79	4	128
Kalamunda	75-79	5	44
Kalamunda	75-79	6	26
Kalamunda	80-84		88
Kalamunda	80-84	0	48
Kalamunda	80-84	1	47
Kalamunda	80-84	2	224
Kalamunda	80-84	3	247
Kalamunda	80-84	4	127
Kalamunda	80-84	5	47
Kalamunda	80-84	6	21
Kalamunda	85+		85
Kalamunda	85+	0	44
Kalamunda	85+	1	66
Kalamunda	85+	2	156
Kalamunda	85+	3	175
Kalamunda	85+	4	123
Kalamunda	85+	5	70
Kalamunda	85+	6	33
Kalgoorlie-Boulder	15-19		103
Kalgoorlie-Boulder	15-19	0	659
Kalgoorlie-Boulder	15-19	1	15
Kalgoorlie-Boulder	20-24		112
Kalgoorlie-Boulder	20-24	0	637
Kalgoorlie-Boulder	20-24	1	111
Kalgoorlie-Boulder	20-24	2	40
Kalgoorlie-Boulder	20-24	3	6
Kalgoorlie-Boulder	20-24	4	4
Kalgoorlie-Boulder	20-24	6	5
Kalgoorlie-Boulder	25-29		151
Kalgoorlie-Boulder	25-29	0	570
Kalgoorlie-Boulder	25-29	1	188
Kalgoorlie-Boulder	25-29	2	162
Kalgoorlie-Boulder	25-29	3	54
Kalgoorlie-Boulder	25-29	4	9
Kalgoorlie-Boulder	30-34		108
Kalgoorlie-Boulder	30-34	0	332
Kalgoorlie-Boulder	30-34	1	224
Kalgoorlie-Boulder	30-34	2	308
Kalgoorlie-Boulder	30-34	3	138
Kalgoorlie-Boulder	30-34	4	47
Kalgoorlie-Boulder	30-34	5	15
Kalgoorlie-Boulder	30-34	6	3
Kalgoorlie-Boulder	35-39		122
Kalgoorlie-Boulder	35-39	0	191
Kalgoorlie-Boulder	35-39	1	164
Kalgoorlie-Boulder	35-39	2	371
Kalgoorlie-Boulder	35-39	3	196
Kalgoorlie-Boulder	35-39	4	84
Kalgoorlie-Boulder	35-39	5	21
Kalgoorlie-Boulder	35-39	6	18
Kalgoorlie-Boulder	40-44		90
Kalgoorlie-Boulder	40-44	0	124
Kalgoorlie-Boulder	40-44	1	125
Kalgoorlie-Boulder	40-44	2	310
Kalgoorlie-Boulder	40-44	3	171
Kalgoorlie-Boulder	40-44	4	81
Kalgoorlie-Boulder	40-44	5	31
Kalgoorlie-Boulder	40-44	6	15
Kalgoorlie-Boulder	45-49		81
Kalgoorlie-Boulder	45-49	0	132
Kalgoorlie-Boulder	45-49	1	111
Kalgoorlie-Boulder	45-49	2	291
Kalgoorlie-Boulder	45-49	3	171
Kalgoorlie-Boulder	45-49	4	96
Kalgoorlie-Boulder	45-49	5	25
Kalgoorlie-Boulder	45-49	6	14
Kalgoorlie-Boulder	50-54		97
Kalgoorlie-Boulder	50-54	0	123
Kalgoorlie-Boulder	50-54	1	107
Kalgoorlie-Boulder	50-54	2	268
Kalgoorlie-Boulder	50-54	3	180
Kalgoorlie-Boulder	50-54	4	97
Kalgoorlie-Boulder	50-54	5	19
Kalgoorlie-Boulder	50-54	6	17
Kalgoorlie-Boulder	55-59		88
Kalgoorlie-Boulder	55-59	0	83
Kalgoorlie-Boulder	55-59	1	82
Kalgoorlie-Boulder	55-59	2	239
Kalgoorlie-Boulder	55-59	3	212
Kalgoorlie-Boulder	55-59	4	95
Kalgoorlie-Boulder	55-59	5	30
Kalgoorlie-Boulder	55-59	6	18
Kalgoorlie-Boulder	60-64		69
Kalgoorlie-Boulder	60-64	0	54
Kalgoorlie-Boulder	60-64	1	62
Kalgoorlie-Boulder	60-64	2	210
Kalgoorlie-Boulder	60-64	3	152
Kalgoorlie-Boulder	60-64	4	82
Kalgoorlie-Boulder	60-64	5	40
Kalgoorlie-Boulder	60-64	6	18
Kalgoorlie-Boulder	65-69		60
Kalgoorlie-Boulder	65-69	0	28
Kalgoorlie-Boulder	65-69	1	28
Kalgoorlie-Boulder	65-69	2	128
Kalgoorlie-Boulder	65-69	3	126
Kalgoorlie-Boulder	65-69	4	65
Kalgoorlie-Boulder	65-69	5	19
Kalgoorlie-Boulder	65-69	6	10
Kalgoorlie-Boulder	70-74		37
Kalgoorlie-Boulder	70-74	0	21
Kalgoorlie-Boulder	70-74	1	15
Kalgoorlie-Boulder	70-74	2	91
Kalgoorlie-Boulder	70-74	3	83
Kalgoorlie-Boulder	70-74	4	37
Kalgoorlie-Boulder	70-74	5	20
Kalgoorlie-Boulder	70-74	6	11
Kalgoorlie-Boulder	75-79		14
Kalgoorlie-Boulder	75-79	0	11
Kalgoorlie-Boulder	75-79	1	15
Kalgoorlie-Boulder	75-79	2	37
Kalgoorlie-Boulder	75-79	3	49
Kalgoorlie-Boulder	75-79	4	28
Kalgoorlie-Boulder	75-79	5	13
Kalgoorlie-Boulder	75-79	6	12
Kalgoorlie-Boulder	80-84		21
Kalgoorlie-Boulder	80-84	0	11
Kalgoorlie-Boulder	80-84	1	14
Kalgoorlie-Boulder	80-84	2	19
Kalgoorlie-Boulder	80-84	3	31
Kalgoorlie-Boulder	80-84	4	27
Kalgoorlie-Boulder	80-84	5	7
Kalgoorlie-Boulder	80-84	6	12
Kalgoorlie-Boulder	85+		30
Kalgoorlie-Boulder	85+	1	15
Kalgoorlie-Boulder	85+	2	19
Kalgoorlie-Boulder	85+	3	16
Kalgoorlie-Boulder	85+	4	15
Kalgoorlie-Boulder	85+	5	20
Kalgoorlie-Boulder	85+	6	20
Karratha	15-19		90
Karratha	15-19	0	431
Karratha	15-19	1	6
Karratha	15-19	2	3
Karratha	20-24		98
Karratha	20-24	0	357
Karratha	20-24	1	45
Karratha	20-24	2	15
Karratha	20-24	3	3
Karratha	20-24	6	4
Karratha	25-29		148
Karratha	25-29	0	439
Karratha	25-29	1	125
Karratha	25-29	2	98
Karratha	25-29	3	31
Karratha	25-29	4	14
Karratha	30-34		183
Karratha	30-34	0	335
Karratha	30-34	1	199
Karratha	30-34	2	260
Karratha	30-34	3	123
Karratha	30-34	4	28
Karratha	30-34	5	13
Karratha	30-34	6	3
Karratha	35-39		155
Karratha	35-39	0	172
Karratha	35-39	1	146
Karratha	35-39	2	383
Karratha	35-39	3	187
Karratha	35-39	4	61
Karratha	35-39	5	19
Karratha	35-39	6	4
Karratha	40-44		122
Karratha	40-44	0	96
Karratha	40-44	1	84
Karratha	40-44	2	271
Karratha	40-44	3	159
Karratha	40-44	4	63
Karratha	40-44	5	16
Karratha	40-44	6	14
Karratha	45-49		104
Karratha	45-49	0	91
Karratha	45-49	1	78
Karratha	45-49	2	247
Karratha	45-49	3	155
Karratha	45-49	4	66
Karratha	45-49	5	17
Karratha	45-49	6	13
Karratha	50-54		96
Karratha	50-54	0	72
Karratha	50-54	1	78
Karratha	50-54	2	187
Karratha	50-54	3	116
Karratha	50-54	4	56
Karratha	50-54	5	15
Karratha	50-54	6	17
Karratha	55-59		73
Karratha	55-59	0	41
Karratha	55-59	1	37
Karratha	55-59	2	132
Karratha	55-59	3	90
Karratha	55-59	4	35
Karratha	55-59	5	15
Karratha	55-59	6	8
Karratha	60-64		56
Karratha	60-64	0	22
Karratha	60-64	1	31
Karratha	60-64	2	87
Karratha	60-64	3	63
Karratha	60-64	4	36
Karratha	60-64	5	12
Karratha	60-64	6	8
Karratha	65-69		19
Karratha	65-69	0	14
Karratha	65-69	1	13
Karratha	65-69	2	40
Karratha	65-69	3	33
Karratha	65-69	4	21
Karratha	65-69	5	7
Karratha	65-69	6	7
Karratha	70-74		22
Karratha	70-74	0	7
Karratha	70-74	1	4
Karratha	70-74	2	13
Karratha	70-74	3	23
Karratha	70-74	4	10
Karratha	70-74	5	3
Karratha	70-74	6	3
Karratha	75-79		5
Karratha	75-79	0	3
Karratha	75-79	1	3
Karratha	75-79	2	7
Karratha	75-79	3	6
Karratha	75-79	4	4
Karratha	75-79	5	4
Karratha	75-79	6	6
Karratha	80-84		6
Karratha	80-84	0	3
Karratha	80-84	2	3
Karratha	80-84	3	8
Karratha	80-84	5	5
Karratha	85+	3	6
Katanning	15-19		27
Katanning	15-19	0	97
Katanning	15-19	1	9
Katanning	20-24		17
Katanning	20-24	0	80
Katanning	20-24	1	17
Katanning	20-24	2	11
Katanning	25-29		11
Katanning	25-29	0	56
Katanning	25-29	1	16
Katanning	25-29	2	24
Katanning	25-29	3	11
Katanning	25-29	4	4
Katanning	30-34		20
Katanning	30-34	0	35
Katanning	30-34	1	19
Katanning	30-34	2	32
Katanning	30-34	3	22
Katanning	30-34	4	7
Katanning	35-39		12
Katanning	35-39	0	17
Katanning	35-39	1	9
Katanning	35-39	2	34
Katanning	35-39	3	19
Katanning	35-39	4	12
Katanning	35-39	6	4
Katanning	40-44		16
Katanning	40-44	0	19
Katanning	40-44	1	18
Katanning	40-44	2	31
Katanning	40-44	3	23
Katanning	40-44	4	8
Katanning	40-44	6	6
Katanning	45-49		17
Katanning	45-49	0	11
Katanning	45-49	1	16
Katanning	45-49	2	28
Katanning	45-49	3	24
Katanning	45-49	4	12
Katanning	45-49	5	3
Katanning	45-49	6	6
Katanning	50-54		4
Katanning	50-54	0	12
Katanning	50-54	1	13
Katanning	50-54	2	29
Katanning	50-54	3	33
Katanning	50-54	4	5
Katanning	50-54	5	9
Katanning	50-54	6	4
Katanning	55-59		15
Katanning	55-59	0	7
Katanning	55-59	1	9
Katanning	55-59	2	38
Katanning	55-59	3	34
Katanning	55-59	4	20
Katanning	55-59	5	9
Katanning	55-59	6	5
Katanning	60-64		10
Katanning	60-64	0	8
Katanning	60-64	1	15
Katanning	60-64	2	40
Katanning	60-64	3	24
Katanning	60-64	4	18
Katanning	60-64	6	4
Katanning	65-69		11
Katanning	65-69	0	8
Katanning	65-69	1	6
Katanning	65-69	2	50
Katanning	65-69	3	27
Katanning	65-69	4	20
Katanning	65-69	5	4
Katanning	65-69	6	6
Katanning	70-74		11
Katanning	70-74	0	3
Katanning	70-74	2	20
Katanning	70-74	3	28
Katanning	70-74	4	12
Katanning	70-74	5	7
Katanning	70-74	6	3
Katanning	75-79		5
Katanning	75-79	0	3
Katanning	75-79	2	8
Katanning	75-79	3	22
Katanning	75-79	4	16
Katanning	75-79	5	3
Katanning	75-79	6	4
Katanning	80-84		4
Katanning	80-84	0	3
Katanning	80-84	2	9
Katanning	80-84	3	11
Katanning	80-84	4	11
Katanning	80-84	6	11
Katanning	85+		8
Katanning	85+	0	4
Katanning	85+	2	8
Katanning	85+	3	15
Katanning	85+	4	15
Katanning	85+	5	4
Katanning	85+	6	8
Kellerberrin	15-19		7
Kellerberrin	15-19	0	30
Kellerberrin	20-24		5
Kellerberrin	20-24	0	14
Kellerberrin	25-29	0	10
Kellerberrin	25-29	1	5
Kellerberrin	30-34	0	4
Kellerberrin	30-34	1	9
Kellerberrin	30-34	2	3
Kellerberrin	30-34	3	4
Kellerberrin	35-39		5
Kellerberrin	35-39	0	3
