LGA_NAME21	AustCitizen	Sex	persons
Devonport	1	F	12285
Devonport	1	M	11315
Dorset	0	F	320
Dorset	0	M	334
Dorset	1	F	3130
Dorset	1	M	3047
Flinders (Tas.)	0	F	47
Flinders (Tas.)	0	M	42
Flinders (Tas.)	1	F	399
Flinders (Tas.)	1	M	432
George Town	0	F	319
George Town	0	M	337
George Town	1	F	3162
George Town	1	M	3215
Glamorgan-Spring Bay	0	F	357
Glamorgan-Spring Bay	0	M	368
Glamorgan-Spring Bay	1	F	2079
Glamorgan-Spring Bay	1	M	2210
Glenorchy	0	F	4572
Glenorchy	0	M	5114
Glenorchy	1	F	20980
Glenorchy	1	M	19741
Hobart	0	F	5941
Hobart	0	M	5769
Hobart	1	F	22336
Hobart	1	M	21029
Huon Valley	0	F	929
Huon Valley	0	M	955
Huon Valley	1	F	8231
Huon Valley	1	M	8144
Kentish	0	F	358
Kentish	0	M	394
Kentish	1	F	2858
Kentish	1	M	2993
King Island	0	F	125
King Island	0	M	130
King Island	1	F	649
King Island	1	M	717
Kingborough	0	F	2530
Kingborough	0	M	2377
Kingborough	1	F	18139
Kingborough	1	M	17034
Latrobe (Tas.)	0	F	526
Latrobe (Tas.)	0	M	550
Latrobe (Tas.)	1	F	5850
Latrobe (Tas.)	1	M	5498
Launceston	0	F	4647
Launceston	0	M	5101
Launceston	1	F	31221
Launceston	1	M	29080
Meander Valley	0	F	919
Meander Valley	0	M	903
Meander Valley	1	F	9659
Meander Valley	1	M	9222
Northern Midlands	0	F	542
Northern Midlands	0	M	579
Northern Midlands	1	F	6398
Northern Midlands	1	M	6225
Sorell	0	F	777
Sorell	0	M	793
Sorell	1	F	7717
Sorell	1	M	7444
Southern Midlands	0	F	285
Southern Midlands	0	M	313
Southern Midlands	1	F	2940
Southern Midlands	1	M	3121
Tasman	0	F	139
Tasman	0	M	169
Tasman	1	F	1100
Tasman	1	M	1185
Waratah-Wynyard	0	F	637
Waratah-Wynyard	0	M	586
Waratah-Wynyard	1	F	6708
Waratah-Wynyard	1	M	6370
West Coast	0	F	310
West Coast	0	M	323
West Coast	1	F	1744
West Coast	1	M	1885
West Tamar	0	F	1206
West Tamar	0	M	1186
West Tamar	1	F	11575
West Tamar	1	M	11177
No usual address (Tas.)	0	F	153
No usual address (Tas.)	0	M	237
No usual address (Tas.)	1	F	463
No usual address (Tas.)	1	M	521
Migratory - Offshore - Shipping (Tas.)	0	F	0
Migratory - Offshore - Shipping (Tas.)	0	M	4
Migratory - Offshore - Shipping (Tas.)	1	F	0
Migratory - Offshore - Shipping (Tas.)	1	M	9
Alice Springs	0	F	2844
Alice Springs	0	M	2767
Alice Springs	1	F	10465
Alice Springs	1	M	9831
Barkly	0	F	352
Barkly	0	M	456
Barkly	1	F	2779
Barkly	1	M	2726
Belyuen	0	F	0
Belyuen	0	M	0
Belyuen	1	F	77
Belyuen	1	M	74
Central Desert	0	F	137
Central Desert	0	M	200
Central Desert	1	F	1651
Central Desert	1	M	1602
Coomalie	0	F	164
Coomalie	0	M	198
Coomalie	1	F	451
Coomalie	1	M	459
Darwin	0	F	10268
Darwin	0	M	10072
Darwin	1	F	30053
Darwin	1	M	30144
Darwin Waterfront Precinct	0	F	46
Darwin Waterfront Precinct	0	M	37
Darwin Waterfront Precinct	1	F	78
Darwin Waterfront Precinct	1	M	133
East Arnhem	0	F	214
East Arnhem	0	M	261
East Arnhem	1	F	4207
East Arnhem	1	M	4098
Katherine	0	F	1000
Katherine	0	M	1152
Katherine	1	F	3665
Katherine	1	M	3827
Litchfield	0	F	1458
Litchfield	0	M	2450
Litchfield	1	F	8254
Litchfield	1	M	9247
MacDonnell	0	F	196
MacDonnell	0	M	734
MacDonnell	1	F	2484
MacDonnell	1	M	2336
Palmerston	0	F	3454
Palmerston	0	M	3209
Palmerston	1	F	15353
Palmerston	1	M	15229
Roper Gulf	0	F	330
Roper Gulf	0	M	494
Roper Gulf	1	F	2872
Roper Gulf	1	M	2796
Tiwi Islands	0	F	88
Tiwi Islands	0	M	86
Tiwi Islands	1	F	1105
Tiwi Islands	1	M	1066
Victoria Daly	0	F	191
Victoria Daly	0	M	201
Victoria Daly	1	F	1184
Victoria Daly	1	M	1238
Wagait	0	F	28
Wagait	0	M	24
Wagait	1	F	171
Wagait	1	M	195
West Arnhem	0	F	240
West Arnhem	0	M	223
West Arnhem	1	F	2846
West Arnhem	1	M	2972
West Daly	0	F	102
West Daly	0	M	87
West Daly	1	F	1384
West Daly	1	M	1403
Unincorporated NT	0	F	929
Unincorporated NT	0	M	1072
Unincorporated NT	1	F	2281
Unincorporated NT	1	M	2519
No usual address (NT)	0	F	597
No usual address (NT)	0	M	646
No usual address (NT)	1	F	1078
No usual address (NT)	1	M	1180
Migratory - Offshore - Shipping (NT)	0	F	7
Migratory - Offshore - Shipping (NT)	0	M	35
Migratory - Offshore - Shipping (NT)	1	F	8
Migratory - Offshore - Shipping (NT)	1	M	48
Unincorporated ACT	0	F	32238
Unincorporated ACT	0	M	32057
Unincorporated ACT	1	F	197631
Unincorporated ACT	1	M	191965
No usual address (ACT)	0	F	74
No usual address (ACT)	0	M	117
No usual address (ACT)	1	F	199
No usual address (ACT)	1	M	219
Migratory - Offshore - Shipping (ACT)	0	F	0
Migratory - Offshore - Shipping (ACT)	0	M	0
Migratory - Offshore - Shipping (ACT)	1	F	0
Migratory - Offshore - Shipping (ACT)	1	M	0
Unincorp. Other Territories	0	F	264
Unincorp. Other Territories	0	M	280
Unincorp. Other Territories	1	F	1024
Unincorp. Other Territories	1	M	924
No usual address (OT)	0	F	0
No usual address (OT)	0	M	-4
No usual address (OT)	1	F	4
No usual address (OT)	1	M	10
Migratory - Offshore - Shipping (OT)	0	F	0
Migratory - Offshore - Shipping (OT)	0	M	0
Migratory - Offshore - Shipping (OT)	1	F	0
Migratory - Offshore - Shipping (OT)	1	M	0
