LGA_NAME16	Landlord	Rent.min	occupied_private_dwellings_being_rented
Tweed	Person not in same household	28875	172
Tweed	Person not in same household	34125	77
Tweed	Person not in same household	39375	30
Tweed	Person not in same household	44625	10
Tweed	Person not in same household	49875	29
Tweed	Real estate agent	52	4
Tweed	Real estate agent	3937	4
Tweed	Real estate agent	5250	10
Tweed	Real estate agent	7875	22
Tweed	Real estate agent	10500	37
Tweed	Real estate agent	11812	134
Tweed	Real estate agent	14437	538
Tweed	Real estate agent	18375	1464
Tweed	Real estate agent	23625	1206
Tweed	Real estate agent	28875	778
Tweed	Real estate agent	34125	402
Tweed	Real estate agent	39375	184
Tweed	Real estate agent	44625	92
Tweed	Real estate agent	49875	92
Tweed	State or territory housing authority	52	17
Tweed	State or territory housing authority	3937	33
Tweed	State or territory housing authority	5250	355
Tweed	State or territory housing authority	7875	114
Tweed	State or territory housing authority	10500	58
Tweed	State or territory housing authority	11812	82
Tweed	State or territory housing authority	14437	46
Tweed	State or territory housing authority	18375	40
Tweed	State or territory housing authority	23625	13
Tweed	State or territory housing authority	28875	7
Upper Hunter Shire		11812	4
Upper Hunter Shire	(Other)	52	3
Upper Hunter Shire	(Other)	5250	13
Upper Hunter Shire	(Other)	7875	16
Upper Hunter Shire	(Other)	10500	8
Upper Hunter Shire	(Other)	11812	12
Upper Hunter Shire	(Other)	14437	13
Upper Hunter Shire	(Other)	18375	9
Upper Hunter Shire	(Other)	23625	7
Upper Hunter Shire	Co-op/church group etc	3937	4
Upper Hunter Shire	Co-op/church group etc	5250	16
Upper Hunter Shire	Co-op/church group etc	7875	16
Upper Hunter Shire	Co-op/church group etc	10500	5
Upper Hunter Shire	Co-op/church group etc	11812	4
Upper Hunter Shire	Co-op/church group etc	14437	3
Upper Hunter Shire	Co-op/church group etc	18375	6
Upper Hunter Shire	Person not in same household	52	3
Upper Hunter Shire	Person not in same household	5250	24
Upper Hunter Shire	Person not in same household	7875	47
Upper Hunter Shire	Person not in same household	10500	42
Upper Hunter Shire	Person not in same household	11812	46
Upper Hunter Shire	Person not in same household	14437	81
Upper Hunter Shire	Person not in same household	18375	41
Upper Hunter Shire	Person not in same household	23625	22
Upper Hunter Shire	Person not in same household	49875	6
Upper Hunter Shire	Real estate agent	52	4
Upper Hunter Shire	Real estate agent	5250	20
Upper Hunter Shire	Real estate agent	7875	49
Upper Hunter Shire	Real estate agent	10500	54
Upper Hunter Shire	Real estate agent	11812	149
Upper Hunter Shire	Real estate agent	14437	222
Upper Hunter Shire	Real estate agent	18375	127
Upper Hunter Shire	Real estate agent	23625	34
Upper Hunter Shire	Real estate agent	28875	4
Upper Hunter Shire	State or territory housing authority	5250	17
Upper Hunter Shire	State or territory housing authority	7875	37
Upper Hunter Shire	State or territory housing authority	10500	13
Upper Hunter Shire	State or territory housing authority	11812	21
Upper Hunter Shire	State or territory housing authority	14437	15
Upper Hunter Shire	State or territory housing authority	18375	13
Upper Lachlan Shire	(Other)	52	3
Upper Lachlan Shire	(Other)	5250	4
Upper Lachlan Shire	(Other)	7875	6
Upper Lachlan Shire	(Other)	10500	3
Upper Lachlan Shire	(Other)	11812	4
Upper Lachlan Shire	(Other)	14437	3
Upper Lachlan Shire	Co-op/church group etc	5250	4
Upper Lachlan Shire	Co-op/church group etc	7875	4
Upper Lachlan Shire	Co-op/church group etc	11812	4
Upper Lachlan Shire	Person not in same household	52	3
Upper Lachlan Shire	Person not in same household	3937	7
Upper Lachlan Shire	Person not in same household	5250	14
Upper Lachlan Shire	Person not in same household	7875	26
Upper Lachlan Shire	Person not in same household	10500	20
Upper Lachlan Shire	Person not in same household	11812	28
Upper Lachlan Shire	Person not in same household	14437	31
Upper Lachlan Shire	Person not in same household	18375	34
Upper Lachlan Shire	Person not in same household	23625	3
Upper Lachlan Shire	Real estate agent	5250	4
Upper Lachlan Shire	Real estate agent	7875	4
Upper Lachlan Shire	Real estate agent	10500	3
Upper Lachlan Shire	Real estate agent	11812	22
Upper Lachlan Shire	Real estate agent	14437	50
Upper Lachlan Shire	Real estate agent	18375	48
Upper Lachlan Shire	Real estate agent	23625	8
Upper Lachlan Shire	Real estate agent	34125	4
Upper Lachlan Shire	State or territory housing authority	5250	4
Upper Lachlan Shire	State or territory housing authority	7875	6
Upper Lachlan Shire	State or territory housing authority	11812	5
Uralla	(Other)	52	6
Uralla	(Other)	7875	7
Uralla	(Other)	10500	5
Uralla	(Other)	11812	9
Uralla	Co-op/church group etc	5250	3
Uralla	Co-op/church group etc	7875	3
Uralla	Person not in same household	52	3
Uralla	Person not in same household	5250	21
Uralla	Person not in same household	7875	13
Uralla	Person not in same household	10500	18
Uralla	Person not in same household	11812	24
Uralla	Person not in same household	14437	19
Uralla	Person not in same household	18375	12
Uralla	Person not in same household	23625	4
Uralla	Real estate agent	5250	10
Uralla	Real estate agent	7875	32
Uralla	Real estate agent	10500	24
Uralla	Real estate agent	11812	36
Uralla	Real estate agent	14437	66
Uralla	Real estate agent	18375	32
Uralla	Real estate agent	23625	16
Uralla	State or territory housing authority	7875	6
Uralla	State or territory housing authority	10500	4
Uralla	State or territory housing authority	11812	3
Wagga Wagga		5250	9
Wagga Wagga		7875	5
Wagga Wagga		18375	5
Wagga Wagga	(Other)	52	3
Wagga Wagga	(Other)	3937	4
Wagga Wagga	(Other)	5250	27
Wagga Wagga	(Other)	7875	19
Wagga Wagga	(Other)	10500	23
Wagga Wagga	(Other)	11812	186
Wagga Wagga	(Other)	14437	84
Wagga Wagga	(Other)	18375	36
Wagga Wagga	(Other)	23625	10
Wagga Wagga	(Other)	28875	7
Wagga Wagga	Co-op/church group etc	52	5
Wagga Wagga	Co-op/church group etc	3937	10
Wagga Wagga	Co-op/church group etc	5250	24
Wagga Wagga	Co-op/church group etc	7875	59
Wagga Wagga	Co-op/church group etc	10500	34
Wagga Wagga	Co-op/church group etc	11812	20
Wagga Wagga	Co-op/church group etc	14437	16
Wagga Wagga	Co-op/church group etc	18375	9
Wagga Wagga	Co-op/church group etc	23625	4
Wagga Wagga	Co-op/church group etc	34125	3
Wagga Wagga	Person not in same household	52	9
Wagga Wagga	Person not in same household	3937	7
Wagga Wagga	Person not in same household	5250	54
Wagga Wagga	Person not in same household	7875	119
Wagga Wagga	Person not in same household	10500	127
Wagga Wagga	Person not in same household	11812	205
Wagga Wagga	Person not in same household	14437	336
Wagga Wagga	Person not in same household	18375	230
Wagga Wagga	Person not in same household	23625	61
Wagga Wagga	Person not in same household	28875	16
Wagga Wagga	Person not in same household	34125	3
Wagga Wagga	Person not in same household	49875	7
Wagga Wagga	Real estate agent	52	6
Wagga Wagga	Real estate agent	3937	3
Wagga Wagga	Real estate agent	5250	40
Wagga Wagga	Real estate agent	7875	387
Wagga Wagga	Real estate agent	10500	399
Wagga Wagga	Real estate agent	11812	686
Wagga Wagga	Real estate agent	14437	1623
Wagga Wagga	Real estate agent	18375	1458
Wagga Wagga	Real estate agent	23625	493
Wagga Wagga	Real estate agent	28875	77
Wagga Wagga	Real estate agent	34125	9
Wagga Wagga	Real estate agent	39375	4
Wagga Wagga	Real estate agent	44625	5
Wagga Wagga	Real estate agent	49875	4
Wagga Wagga	State or territory housing authority	52	25
Wagga Wagga	State or territory housing authority	3937	63
Wagga Wagga	State or territory housing authority	5250	302
Wagga Wagga	State or territory housing authority	7875	180
Wagga Wagga	State or territory housing authority	10500	75
Wagga Wagga	State or territory housing authority	11812	128
Wagga Wagga	State or territory housing authority	14437	49
Wagga Wagga	State or territory housing authority	18375	13
Wagga Wagga	State or territory housing authority	23625	5
Walcha	(Other)	52	8
Walcha	(Other)	5250	8
Walcha	Co-op/church group etc	10500	3
Walcha	Co-op/church group etc	11812	3
Walcha	Person not in same household	5250	15
Walcha	Person not in same household	7875	20
Walcha	Person not in same household	10500	18
Walcha	Person not in same household	11812	13
Walcha	Person not in same household	14437	11
Walcha	Person not in same household	18375	6
Walcha	Real estate agent	5250	12
Walcha	Real estate agent	7875	17
Walcha	Real estate agent	10500	12
Walcha	Real estate agent	11812	27
Walcha	Real estate agent	14437	16
Walcha	State or territory housing authority	5250	10
Walcha	State or territory housing authority	7875	4
Walcha	State or territory housing authority	10500	3
Walgett	(Other)	52	56
Walgett	(Other)	3937	13
Walgett	(Other)	5250	9
Walgett	(Other)	7875	11
Walgett	(Other)	10500	7
Walgett	Co-op/church group etc	3937	9
Walgett	Co-op/church group etc	5250	5
Walgett	Co-op/church group etc	7875	43
Walgett	Co-op/church group etc	10500	14
Walgett	Co-op/church group etc	11812	27
Walgett	Co-op/church group etc	14437	7
Walgett	Person not in same household	52	11
Walgett	Person not in same household	3937	3
Walgett	Person not in same household	5250	15
Walgett	Person not in same household	7875	26
Walgett	Person not in same household	10500	19
Walgett	Person not in same household	11812	20
Walgett	Person not in same household	14437	8
Walgett	Person not in same household	18375	5
Walgett	Real estate agent	5250	7
Walgett	Real estate agent	7875	16
Walgett	Real estate agent	10500	8
Walgett	Real estate agent	11812	15
Walgett	Real estate agent	14437	12
Walgett	Real estate agent	18375	3
Walgett	State or territory housing authority	52	25
Walgett	State or territory housing authority	3937	3
Walgett	State or territory housing authority	5250	5
Walgett	State or territory housing authority	7875	15
Walgett	State or territory housing authority	10500	11
Walgett	State or territory housing authority	11812	15
Warren	(Other)	52	4
Warren	(Other)	7875	4
Warren	(Other)	10500	3
Warren	(Other)	11812	5
Warren	(Other)	18375	5
Warren	Co-op/church group etc	52	3
Warren	Co-op/church group etc	5250	11
Warren	Co-op/church group etc	7875	3
Warren	Co-op/church group etc	10500	6
Warren	Person not in same household	3937	3
Warren	Person not in same household	5250	4
Warren	Person not in same household	7875	16
Warren	Person not in same household	10500	8
Warren	Person not in same household	11812	10
Warren	Person not in same household	14437	5
Warren	Person not in same household	18375	3
Warren	Real estate agent	3937	4
Warren	Real estate agent	5250	3
Warren	Real estate agent	7875	8
Warren	Real estate agent	10500	24
Warren	Real estate agent	11812	16
Warren	Real estate agent	14437	19
Warren	State or territory housing authority	5250	5
Warren	State or territory housing authority	7875	8
Warren	State or territory housing authority	10500	7
Warren	State or territory housing authority	11812	3
Warrumbungle Shire		7875	4
Warrumbungle Shire	(Other)	52	16
Warrumbungle Shire	(Other)	3937	5
Warrumbungle Shire	(Other)	5250	18
Warrumbungle Shire	(Other)	7875	12
Warrumbungle Shire	(Other)	10500	9
Warrumbungle Shire	(Other)	11812	9
Warrumbungle Shire	(Other)	14437	4
Warrumbungle Shire	(Other)	18375	7
Warrumbungle Shire	Co-op/church group etc	5250	15
Warrumbungle Shire	Co-op/church group etc	7875	6
Warrumbungle Shire	Co-op/church group etc	10500	5
Warrumbungle Shire	Person not in same household	52	6
Warrumbungle Shire	Person not in same household	3937	13
Warrumbungle Shire	Person not in same household	5250	48
Warrumbungle Shire	Person not in same household	7875	70
Warrumbungle Shire	Person not in same household	10500	54
Warrumbungle Shire	Person not in same household	11812	39
Warrumbungle Shire	Person not in same household	14437	22
Warrumbungle Shire	Person not in same household	18375	7
Warrumbungle Shire	Person not in same household	23625	5
Warrumbungle Shire	Real estate agent	5250	12
Warrumbungle Shire	Real estate agent	7875	43
Warrumbungle Shire	Real estate agent	10500	47
Warrumbungle Shire	Real estate agent	11812	77
Warrumbungle Shire	Real estate agent	14437	35
Warrumbungle Shire	State or territory housing authority	52	4
Warrumbungle Shire	State or territory housing authority	3937	4
Warrumbungle Shire	State or territory housing authority	5250	14
Warrumbungle Shire	State or territory housing authority	7875	25
Warrumbungle Shire	State or territory housing authority	10500	7
Warrumbungle Shire	State or territory housing authority	11812	9
Waverley		18375	5
Waverley		23625	4
Waverley		28875	4
Waverley		39375	5
Waverley	(Other)	7875	4
Waverley	(Other)	10500	3
Waverley	(Other)	11812	3
Waverley	(Other)	14437	7
Waverley	(Other)	18375	19
Waverley	(Other)	23625	30
Waverley	(Other)	28875	21
Waverley	(Other)	34125	15
Waverley	(Other)	39375	6
Waverley	(Other)	44625	8
Waverley	(Other)	49875	18
Waverley	Co-op/church group etc	52	5
Waverley	Co-op/church group etc	3937	3
Waverley	Co-op/church group etc	5250	11
Waverley	Co-op/church group etc	7875	23
Waverley	Co-op/church group etc	10500	19
Waverley	Co-op/church group etc	11812	9
Waverley	Co-op/church group etc	14437	15
Waverley	Co-op/church group etc	18375	15
Waverley	Co-op/church group etc	23625	8
Waverley	Person not in same household	52	10
Waverley	Person not in same household	3937	3
Waverley	Person not in same household	5250	13
Waverley	Person not in same household	7875	14
Waverley	Person not in same household	10500	24
Waverley	Person not in same household	11812	44
Waverley	Person not in same household	14437	83
Waverley	Person not in same household	18375	142
Waverley	Person not in same household	23625	257
Waverley	Person not in same household	28875	282
Waverley	Person not in same household	34125	268
Waverley	Person not in same household	39375	224
Waverley	Person not in same household	44625	128
Waverley	Person not in same household	49875	361
Waverley	Real estate agent	52	4
Waverley	Real estate agent	5250	8
Waverley	Real estate agent	7875	19
Waverley	Real estate agent	10500	16
Waverley	Real estate agent	11812	34
Waverley	Real estate agent	14437	229
Waverley	Real estate agent	18375	795
Waverley	Real estate agent	23625	1309
Waverley	Real estate agent	28875	1927
Waverley	Real estate agent	34125	1976
Waverley	Real estate agent	39375	1371
Waverley	Real estate agent	44625	945
Waverley	Real estate agent	49875	1961
