LGA_NAME16	HomeCensusNight	Sex	persons
Latrobe (Tas.)	1	M	5600
Launceston	0	F	1486
Launceston	0	M	1654
Launceston	1	F	34384
Launceston	1	M	32533
Meander Valley	0	F	445
Meander Valley	0	M	503
Meander Valley	1	F	10134
Meander Valley	1	M	9627
Northern Midlands	0	F	322
Northern Midlands	0	M	373
Northern Midlands	1	F	6612
Northern Midlands	1	M	6433
Sorell	0	F	402
Sorell	0	M	457
Sorell	1	F	8095
Sorell	1	M	7776
Southern Midlands	0	F	147
Southern Midlands	0	M	137
Southern Midlands	1	F	3079
Southern Midlands	1	M	3300
Tasman	0	F	110
Tasman	0	M	147
Tasman	1	F	1132
Tasman	1	M	1203
Waratah-Wynyard	0	F	347
Waratah-Wynyard	0	M	418
Waratah-Wynyard	1	F	6991
Waratah-Wynyard	1	M	6541
West Coast	0	F	128
West Coast	0	M	156
West Coast	1	F	1931
West Coast	1	M	2050
West Tamar	0	F	571
West Tamar	0	M	619
West Tamar	1	F	12210
West Tamar	1	M	11746
No usual address (Tas.)	0	F	616
No usual address (Tas.)	0	M	758
Migratory - Offshore - Shipping (Tas.)	1	M	13
Alice Springs	0	F	882
Alice Springs	0	M	872
Alice Springs	1	F	12430
Alice Springs	1	M	11728
Barkly	0	F	171
Barkly	0	M	163
Barkly	1	F	2965
Barkly	1	M	3018
Belyuen	0	F	3
Belyuen	1	F	72
Belyuen	1	M	75
Central Desert	0	F	88
Central Desert	0	M	106
Central Desert	1	F	1701
Central Desert	1	M	1696
Coomalie	0	F	38
Coomalie	0	M	59
Coomalie	1	F	574
Coomalie	1	M	600
Darwin	0	F	2030
Darwin	0	M	2611
Darwin	1	F	38295
Darwin	1	M	37605
Darwin Waterfront Precinct	0	F	12
Darwin Waterfront Precinct	0	M	11
Darwin Waterfront Precinct	1	F	108
Darwin Waterfront Precinct	1	M	154
East Arnhem	0	F	214
East Arnhem	0	M	196
East Arnhem	1	F	4205
East Arnhem	1	M	4161
Katherine	0	F	301
Katherine	0	M	387
Katherine	1	F	4363
Katherine	1	M	4588
Litchfield	0	F	461
Litchfield	0	M	846
Litchfield	1	F	9256
Litchfield	1	M	10847
MacDonnell	0	F	166
MacDonnell	0	M	134
MacDonnell	1	F	2513
MacDonnell	1	M	2937
Palmerston	0	F	808
Palmerston	0	M	1183
Palmerston	1	F	17996
Palmerston	1	M	17259
Roper Gulf	0	F	207
Roper Gulf	0	M	183
Roper Gulf	1	F	2996
Roper Gulf	1	M	3103
Tiwi Islands	0	F	83
Tiwi Islands	0	M	44
Tiwi Islands	1	F	1105
Tiwi Islands	1	M	1106
Victoria Daly	0	F	114
Victoria Daly	0	M	108
Victoria Daly	1	F	1259
Victoria Daly	1	M	1329
Wagait	0	F	18
Wagait	0	M	34
Wagait	1	F	183
Wagait	1	M	186
West Arnhem	0	F	181
West Arnhem	0	M	156
West Arnhem	1	F	2898
West Arnhem	1	M	3042
West Daly	0	F	57
West Daly	0	M	44
West Daly	1	F	1426
West Daly	1	M	1449
Unincorporated NT	0	F	251
Unincorporated NT	0	M	255
Unincorporated NT	1	F	2960
Unincorporated NT	1	M	3331
No usual address (NT)	0	F	1675
No usual address (NT)	0	M	1826
Migratory - Offshore - Shipping (NT)	1	F	15
Migratory - Offshore - Shipping (NT)	1	M	84
Unincorporated ACT	0	F	7668
Unincorporated ACT	0	M	7963
Unincorporated ACT	1	F	222200
Unincorporated ACT	1	M	216056
No usual address (ACT)	0	F	273
No usual address (ACT)	0	M	336
Unincorp. Other Territories	0	F	80
Unincorp. Other Territories	0	M	60
Unincorp. Other Territories	1	F	1212
Unincorp. Other Territories	1	M	1140
No usual address (OT)	0	F	4
No usual address (OT)	0	M	6
