LGA_NAME21	OnlyEnglishSpokenHome	Sex	persons
Kingborough	0	M	2028
Kingborough	1	F	17707
Kingborough	1	M	16744
Latrobe (Tas.)	0	F	231
Latrobe (Tas.)	0	M	199
Latrobe (Tas.)	1	F	5845
Latrobe (Tas.)	1	M	5505
Launceston	0	F	3699
Launceston	0	M	3880
Launceston	1	F	30455
Launceston	1	M	28453
Meander Valley	0	F	436
Meander Valley	0	M	414
Meander Valley	1	F	9680
Meander Valley	1	M	9267
Northern Midlands	0	F	167
Northern Midlands	0	M	176
Northern Midlands	1	F	6436
Northern Midlands	1	M	6256
Sorell	0	F	345
Sorell	0	M	290
Sorell	1	F	7664
Sorell	1	M	7458
Southern Midlands	0	F	50
Southern Midlands	0	M	42
Southern Midlands	1	F	2927
Southern Midlands	1	M	3126
Tasman	0	F	40
Tasman	0	M	36
Tasman	1	F	1102
Tasman	1	M	1193
Waratah-Wynyard	0	F	192
Waratah-Wynyard	0	M	131
Waratah-Wynyard	1	F	6762
Waratah-Wynyard	1	M	6396
West Coast	0	F	92
West Coast	0	M	78
West Coast	1	F	1754
West Coast	1	M	1908
West Tamar	0	F	740
West Tamar	0	M	702
West Tamar	1	F	11489
West Tamar	1	M	11098
No usual address (Tas.)	0	F	41
No usual address (Tas.)	0	M	33
No usual address (Tas.)	1	F	459
No usual address (Tas.)	1	M	525
Migratory - Offshore - Shipping (Tas.)	1	M	12
Alice Springs	0	F	3345
Alice Springs	0	M	2987
Alice Springs	1	F	8972
Alice Springs	1	M	8688
Barkly	0	F	1628
Barkly	0	M	1525
Barkly	1	F	1262
Barkly	1	M	1330
Belyuen	0	F	65
Belyuen	0	M	58
Belyuen	1	F	12
Belyuen	1	M	17
Central Desert	0	F	1412
Central Desert	0	M	1326
Central Desert	1	F	265
Central Desert	1	M	301
Coomalie	0	F	48
Coomalie	0	M	29
Coomalie	1	F	435
Coomalie	1	M	467
Darwin	0	F	12852
Darwin	0	M	11849
Darwin	1	F	24207
Darwin	1	M	24750
Darwin Waterfront Precinct	0	F	41
Darwin Waterfront Precinct	0	M	35
Darwin Waterfront Precinct	1	F	80
Darwin Waterfront Precinct	1	M	121
East Arnhem	0	F	3963
East Arnhem	0	M	3839
East Arnhem	1	F	241
East Arnhem	1	M	262
Katherine	0	F	912
Katherine	0	M	861
Katherine	1	F	3044
Katherine	1	M	3275
Litchfield	0	F	715
Litchfield	0	M	591
Litchfield	1	F	7976
Litchfield	1	M	8948
MacDonnell	0	F	2066
MacDonnell	0	M	1900
MacDonnell	1	F	436
MacDonnell	1	M	465
Palmerston	0	F	3635
Palmerston	0	M	3051
Palmerston	1	F	13508
Palmerston	1	M	13510
Roper Gulf	0	F	2162
Roper Gulf	0	M	2031
Roper Gulf	1	F	772
Roper Gulf	1	M	824
Tiwi Islands	0	F	977
Tiwi Islands	0	M	953
Tiwi Islands	1	F	152
Tiwi Islands	1	M	137
Victoria Daly	0	F	795
Victoria Daly	0	M	755
Victoria Daly	1	F	439
Victoria Daly	1	M	504
Wagait	0	F	22
Wagait	0	M	10
Wagait	1	F	161
Wagait	1	M	191
West Arnhem	0	F	2446
West Arnhem	0	M	2439
West Arnhem	1	F	478
West Arnhem	1	M	553
West Daly	0	F	1259
West Daly	0	M	1251
West Daly	1	F	173
West Daly	1	M	181
Unincorporated NT	0	F	478
Unincorporated NT	0	M	470
Unincorporated NT	1	F	2110
Unincorporated NT	1	M	2337
No usual address (NT)	0	F	298
No usual address (NT)	0	M	253
No usual address (NT)	1	F	745
No usual address (NT)	1	M	861
Migratory - Offshore - Shipping (NT)	0	M	10
Migratory - Offshore - Shipping (NT)	1	F	5
Migratory - Offshore - Shipping (NT)	1	M	53
Unincorporated ACT	0	F	57592
Unincorporated ACT	0	M	53983
Unincorporated ACT	1	F	163226
Unincorporated ACT	1	M	160228
No usual address (ACT)	0	F	43
No usual address (ACT)	0	M	35
No usual address (ACT)	1	F	196
No usual address (ACT)	1	M	201
Unincorp. Other Territories	0	F	407
Unincorp. Other Territories	0	M	395
Unincorp. Other Territories	1	F	716
Unincorp. Other Territories	1	M	626
No usual address (OT)	0	F	3
No usual address (OT)	0	M	3
No usual address (OT)	1	M	5
