LGA_NAME16	Age	persons
Pyrenees	25-34	645
Pyrenees	35-44	778
Pyrenees	45-54	1123
Pyrenees	55-64	1228
Pyrenees	65-74	1302
Pyrenees	75-84	602
Pyrenees	85+	195
Queenscliffe	0-4	86
Queenscliffe	5-14	226
Queenscliffe	15-19	129
Queenscliffe	20-24	96
Queenscliffe	25-34	153
Queenscliffe	35-44	226
Queenscliffe	45-54	311
Queenscliffe	55-64	574
Queenscliffe	65-74	798
Queenscliffe	75-84	512
Queenscliffe	85+	175
South Gippsland	0-4	1437
South Gippsland	5-14	3697
South Gippsland	15-19	1690
South Gippsland	20-24	1127
South Gippsland	25-34	2628
South Gippsland	35-44	3123
South Gippsland	45-54	3917
South Gippsland	55-64	4840
South Gippsland	65-74	4817
South Gippsland	75-84	2454
South Gippsland	85+	857
Southern Grampians	0-4	868
Southern Grampians	5-14	1953
Southern Grampians	15-19	956
Southern Grampians	20-24	763
Southern Grampians	25-34	1660
Southern Grampians	35-44	1700
Southern Grampians	45-54	2006
Southern Grampians	55-64	2398
Southern Grampians	65-74	2342
Southern Grampians	75-84	1349
Southern Grampians	85+	585
Stonnington	0-4	3950
Stonnington	5-14	8061
Stonnington	15-19	4609
Stonnington	20-24	8189
Stonnington	25-34	23743
Stonnington	35-44	15042
Stonnington	45-54	12626
Stonnington	55-64	10682
Stonnington	65-74	8975
Stonnington	75-84	6073
Stonnington	85+	2749
Strathbogie	0-4	532
Strathbogie	5-14	1088
Strathbogie	15-19	520
Strathbogie	20-24	404
Strathbogie	25-34	911
Strathbogie	35-44	1137
Strathbogie	45-54	1337
Strathbogie	55-64	1947
Strathbogie	65-74	2090
Strathbogie	75-84	1068
Strathbogie	85+	433
Surf Coast	0-4	2301
Surf Coast	5-14	5133
Surf Coast	15-19	2093
Surf Coast	20-24	1556
Surf Coast	25-34	3662
Surf Coast	35-44	5371
Surf Coast	45-54	5178
Surf Coast	55-64	4936
Surf Coast	65-74	4628
Surf Coast	75-84	2099
Surf Coast	85+	738
Swan Hill	0-4	1298
Swan Hill	5-14	2704
Swan Hill	15-19	1120
Swan Hill	20-24	1180
Swan Hill	25-34	3074
Swan Hill	35-44	2672
Swan Hill	45-54	2335
Swan Hill	55-64	2852
Swan Hill	65-74	2250
Swan Hill	75-84	1321
Swan Hill	85+	597
Towong	0-4	278
Towong	5-14	684
Towong	15-19	294
Towong	20-24	199
Towong	25-34	484
Towong	35-44	625
Towong	45-54	772
Towong	55-64	1116
Towong	65-74	1031
Towong	75-84	533
Towong	85+	217
Wangaratta	0-4	1535
Wangaratta	5-14	3670
Wangaratta	15-19	1775
Wangaratta	20-24	1291
Wangaratta	25-34	3051
Wangaratta	35-44	3303
Wangaratta	45-54	3859
Wangaratta	55-64	4135
Wangaratta	65-74	3858
Wangaratta	75-84	2379
Wangaratta	85+	952
Warrnambool	0-4	1828
Warrnambool	5-14	4352
Warrnambool	15-19	2107
Warrnambool	20-24	1835
Warrnambool	25-34	4509
Warrnambool	35-44	4233
Warrnambool	45-54	4444
Warrnambool	55-64	4592
Warrnambool	65-74	4080
Warrnambool	75-84	2362
Warrnambool	85+	1065
Wellington	0-4	2397
Wellington	5-14	5358
Wellington	15-19	2514
Wellington	20-24	2180
Wellington	25-34	5166
Wellington	35-44	5206
Wellington	45-54	5565
Wellington	55-64	6671
Wellington	65-74	6433
Wellington	75-84	3105
Wellington	85+	1038
West Wimmera	0-4	238
West Wimmera	5-14	428
West Wimmera	15-19	162
West Wimmera	20-24	139
West Wimmera	25-34	358
West Wimmera	35-44	393
West Wimmera	45-54	513
West Wimmera	55-64	693
West Wimmera	65-74	621
West Wimmera	75-84	319
West Wimmera	85+	141
Whitehorse	0-4	7787
Whitehorse	5-14	19164
Whitehorse	15-19	9984
Whitehorse	20-24	12736
Whitehorse	25-34	23627
Whitehorse	35-44	23300
Whitehorse	45-54	22674
Whitehorse	55-64	18721
Whitehorse	65-74	15256
Whitehorse	75-84	10629
Whitehorse	85+	5471
Whittlesea	0-4	16508
Whittlesea	5-14	32198
Whittlesea	15-19	13122
Whittlesea	20-24	14445
Whittlesea	25-34	35876
Whittlesea	35-44	37234
Whittlesea	45-54	27849
Whittlesea	55-64	22630
Whittlesea	65-74	17191
Whittlesea	75-84	9006
Whittlesea	85+	3332
Wodonga	0-4	2702
Wodonga	5-14	5982
Wodonga	15-19	2797
Wodonga	20-24	2574
Wodonga	25-34	5849
Wodonga	35-44	5438
Wodonga	45-54	5198
Wodonga	55-64	5034
Wodonga	65-74	4491
Wodonga	75-84	2334
Wodonga	85+	846
Wyndham	0-4	26099
Wyndham	5-14	48025
Wyndham	15-19	16018
Wyndham	20-24	18034
Wyndham	25-34	51014
Wyndham	35-44	57085
Wyndham	45-54	31385
Wyndham	55-64	22013
Wyndham	65-74	14415
Wyndham	75-84	6061
Wyndham	85+	1852
Yarra	0-4	3636
Yarra	5-14	5894
Yarra	15-19	2557
Yarra	20-24	6582
Yarra	25-34	26917
Yarra	35-44	15204
Yarra	45-54	10219
Yarra	55-64	8427
Yarra	65-74	6200
Yarra	75-84	3199
Yarra	85+	1268
Yarra Ranges	0-4	9298
Yarra Ranges	5-14	19732
Yarra Ranges	15-19	9465
Yarra Ranges	20-24	8692
Yarra Ranges	25-34	19122
Yarra Ranges	35-44	20374
Yarra Ranges	45-54	21524
Yarra Ranges	55-64	20271
Yarra Ranges	65-74	16358
Yarra Ranges	75-84	8550
Yarra Ranges	85+	2677
Yarriambiack	0-4	284
Yarriambiack	5-14	736
Yarriambiack	15-19	347
Yarriambiack	20-24	241
Yarriambiack	25-34	589
Yarriambiack	35-44	580
Yarriambiack	45-54	740
Yarriambiack	55-64	1127
Yarriambiack	65-74	1001
Yarriambiack	75-84	616
Yarriambiack	85+	297
Unincorporated Vic	0-4	21
Unincorporated Vic	5-14	62
Unincorporated Vic	15-19	61
Unincorporated Vic	20-24	168
Unincorporated Vic	25-34	258
Unincorporated Vic	35-44	121
Unincorporated Vic	45-54	105
Unincorporated Vic	55-64	77
Unincorporated Vic	65-74	56
Unincorporated Vic	75-84	16
Unincorporated Vic	85+	3
No usual address (Vic.)	0-4	414
No usual address (Vic.)	5-14	730
No usual address (Vic.)	15-19	459
No usual address (Vic.)	20-24	671
No usual address (Vic.)	25-34	1819
No usual address (Vic.)	35-44	1736
No usual address (Vic.)	45-54	1393
No usual address (Vic.)	55-64	1074
No usual address (Vic.)	65-74	613
No usual address (Vic.)	75-84	152
No usual address (Vic.)	85+	29
Migratory - Offshore - Shipping (Vic.)	25-34	6
Migratory - Offshore - Shipping (Vic.)	35-44	16
Migratory - Offshore - Shipping (Vic.)	45-54	3
Migratory - Offshore - Shipping (Vic.)	55-64	14
Migratory - Offshore - Shipping (Vic.)	65-74	4
Aurukun	0-4	87
Aurukun	5-14	175
Aurukun	15-19	101
Aurukun	20-24	90
Aurukun	25-34	192
Aurukun	35-44	142
Aurukun	45-54	156
Aurukun	55-64	105
Aurukun	65-74	44
Aurukun	75-84	5
Balonne	0-4	297
Balonne	5-14	566
Balonne	15-19	252
Balonne	20-24	262
Balonne	25-34	551
Balonne	35-44	468
Balonne	45-54	598
Balonne	55-64	604
Balonne	65-74	435
Balonne	75-84	214
Balonne	85+	74
Banana	0-4	950
Banana	5-14	2100
Banana	15-19	811
Banana	20-24	815
Banana	25-34	1846
Banana	35-44	1941
Banana	45-54	1825
Banana	55-64	1880
Banana	65-74	1276
Banana	75-84	802
Banana	85+	266
Barcaldine	0-4	153
Barcaldine	5-14	390
Barcaldine	15-19	144
Barcaldine	20-24	130
Barcaldine	25-34	332
Barcaldine	35-44	325
Barcaldine	45-54	397
Barcaldine	55-64	405
Barcaldine	65-74	295
Barcaldine	75-84	214
Barcaldine	85+	60
Barcoo	0-4	13
Barcoo	5-14	35
Barcoo	15-19	24
Barcoo	20-24	36
Barcoo	25-34	34
Barcoo	35-44	34
Barcoo	45-54	46
Barcoo	55-64	48
Barcoo	65-74	26
Barcoo	75-84	17
Blackall Tambo	0-4	105
Blackall Tambo	5-14	209
Blackall Tambo	15-19	83
Blackall Tambo	20-24	103
Blackall Tambo	25-34	201
Blackall Tambo	35-44	196
Blackall Tambo	45-54	220
Blackall Tambo	55-64	302
Blackall Tambo	65-74	271
Blackall Tambo	75-84	161
Blackall Tambo	85+	56
Boulia	0-4	42
Boulia	5-14	65
Boulia	15-19	20
Boulia	20-24	32
Boulia	25-34	73
Boulia	35-44	51
Boulia	45-54	49
Boulia	55-64	59
Boulia	65-74	50
Boulia	75-84	14
Brisbane	0-4	67996
Brisbane	5-14	148610
Brisbane	15-19	74274
Brisbane	20-24	97456
Brisbane	25-34	206806
Brisbane	35-44	189563
Brisbane	45-54	163389
Brisbane	55-64	126972
Brisbane	65-74	92972
Brisbane	75-84	52286
Brisbane	85+	22497
Bulloo	0-4	19
Bulloo	5-14	36
Bulloo	15-19	20
Bulloo	20-24	25
Bulloo	25-34	52
Bulloo	35-44	54
Bulloo	45-54	31
Bulloo	55-64	54
Bulloo	65-74	26
Bulloo	75-84	10
Bundaberg	0-4	4492
Bundaberg	5-14	11746
Bundaberg	15-19	5585
Bundaberg	20-24	4755
Bundaberg	25-34	10151
Bundaberg	35-44	10083
Bundaberg	45-54	12132
Bundaberg	55-64	14524
Bundaberg	65-74	14379
Bundaberg	75-84	8662
Bundaberg	85+	2720
Burdekin	0-4	820
Burdekin	5-14	1944
Burdekin	15-19	958
Burdekin	20-24	867
Burdekin	25-34	1814
Burdekin	35-44	1758
Burdekin	45-54	2155
Burdekin	55-64	2417
Burdekin	65-74	2176
Burdekin	75-84	1288
Burdekin	85+	497
Burke	0-4	27
Burke	5-14	36
Burke	15-19	29
Burke	20-24	43
Burke	25-34	63
Burke	35-44	53
Burke	45-54	46
Burke	55-64	62
Burke	65-74	42
Burke	75-84	9
Burke	85+	3
Cairns	0-4	9215
Cairns	5-14	22626
Cairns	15-19	10303
Cairns	20-24	9182
Cairns	25-34	22037
Cairns	35-44	22856
Cairns	45-54	23805
Cairns	55-64	21092
Cairns	65-74	15888
Cairns	75-84	7477
Cairns	85+	2457
Carpentaria	0-4	144
Carpentaria	5-14	300
Carpentaria	15-19	107
Carpentaria	20-24	173
Carpentaria	25-34	293
Carpentaria	35-44	233
Carpentaria	45-54	270
Carpentaria	55-64	299
Carpentaria	65-74	179
Carpentaria	75-84	85
Carpentaria	85+	11
Cassowary Coast	0-4	1536
Cassowary Coast	5-14	3548
Cassowary Coast	15-19	1512
Cassowary Coast	20-24	1235
Cassowary Coast	25-34	3202
Cassowary Coast	35-44	3124
Cassowary Coast	45-54	3675
Cassowary Coast	55-64	4636
Cassowary Coast	65-74	3927
Cassowary Coast	75-84	2009
Cassowary Coast	85+	738
Central Highlands (Qld)	0-4	2024
Central Highlands (Qld)	5-14	4465
Central Highlands (Qld)	15-19	1656
Central Highlands (Qld)	20-24	1770
Central Highlands (Qld)	25-34	4196
Central Highlands (Qld)	35-44	4151
Central Highlands (Qld)	45-54	3612
Central Highlands (Qld)	55-64	3272
Central Highlands (Qld)	65-74	1734
Central Highlands (Qld)	75-84	772
Central Highlands (Qld)	85+	190
Charters Towers	0-4	539
Charters Towers	5-14	1772
Charters Towers	15-19	886
Charters Towers	20-24	537
Charters Towers	25-34	1174
Charters Towers	35-44	1306
Charters Towers	45-54	1520
Charters Towers	55-64	1544
Charters Towers	65-74	1473
Charters Towers	75-84	793
Charters Towers	85+	258
Cherbourg	0-4	114
Cherbourg	5-14	305
Cherbourg	15-19	115
Cherbourg	20-24	91
Cherbourg	25-34	161
Cherbourg	35-44	126
Cherbourg	45-54	120
Cherbourg	55-64	106
Cherbourg	65-74	33
Cherbourg	75-84	16
Cherbourg	85+	5
Cloncurry	0-4	262
Cloncurry	5-14	447
Cloncurry	15-19	201
Cloncurry	20-24	291
Cloncurry	25-34	623
Cloncurry	35-44	553
Cloncurry	45-54	459
Cloncurry	55-64	440
Cloncurry	65-74	241
Cloncurry	75-84	99
Cloncurry	85+	25
Cook	0-4	240
Cook	5-14	544
Cook	15-19	202
Cook	20-24	212
Cook	25-34	619
Cook	35-44	560
Cook	45-54	603
Cook	55-64	728
Cook	65-74	555
Cook	75-84	229
Cook	85+	24
Croydon	0-4	17
Croydon	5-14	32
Croydon	15-19	12
Croydon	20-24	11
Croydon	25-34	53
Croydon	35-44	34
Croydon	45-54	39
Croydon	55-64	31
Croydon	65-74	19
Croydon	75-84	9
Diamantina	0-4	10
Diamantina	5-14	24
Diamantina	15-19	14
Diamantina	20-24	24
Diamantina	25-34	46
Diamantina	35-44	38
Diamantina	45-54	38
Diamantina	55-64	45
Diamantina	65-74	24
Diamantina	75-84	4
Doomadgee	0-4	150
Doomadgee	5-14	283
Doomadgee	15-19	132
Doomadgee	20-24	129
Doomadgee	25-34	244
Doomadgee	35-44	159
Doomadgee	45-54	137
Doomadgee	55-64	109
Doomadgee	65-74	34
Doomadgee	75-84	6
Doomadgee	85+	4
Douglas	0-4	531
Douglas	5-14	1309
Douglas	15-19	548
Douglas	20-24	503
Douglas	25-34	1551
Douglas	35-44	1489
Douglas	45-54	1777
Douglas	55-64	2040
Douglas	65-74	1649
Douglas	75-84	744
Douglas	85+	184
Etheridge	0-4	42
Etheridge	5-14	71
Etheridge	15-19	30
Etheridge	20-24	38
Etheridge	25-34	83
Etheridge	35-44	74
Etheridge	45-54	102
Etheridge	55-64	105
Etheridge	65-74	102
Etheridge	75-84	55
Etheridge	85+	7
Flinders (Qld)	0-4	115
Flinders (Qld)	5-14	168
Flinders (Qld)	15-19	63
Flinders (Qld)	20-24	89
Flinders (Qld)	25-34	213
Flinders (Qld)	35-44	131
Flinders (Qld)	45-54	205
Flinders (Qld)	55-64	200
Flinders (Qld)	65-74	177
Flinders (Qld)	75-84	113
Flinders (Qld)	85+	31
Fraser Coast	0-4	4411
Fraser Coast	5-14	12390
Fraser Coast	15-19	5752
Fraser Coast	20-24	4498
Fraser Coast	25-34	9408
Fraser Coast	35-44	10591
Fraser Coast	45-54	13238
Fraser Coast	55-64	17277
Fraser Coast	65-74	19470
Fraser Coast	75-84	10778
Fraser Coast	85+	3229
Gladstone	0-4	4049
Gladstone	5-14	9596
Gladstone	15-19	4001
Gladstone	20-24	3159
Gladstone	25-34	7833
Gladstone	35-44	8345
Gladstone	45-54	9062
Gladstone	55-64	8678
Gladstone	65-74	5715
Gladstone	75-84	2390
Gladstone	85+	679
Gold Coast	0-4	33491
Gold Coast	5-14	76443
Gold Coast	15-19	36369
Gold Coast	20-24	39338
Gold Coast	25-34	86422
Gold Coast	35-44	84945
Gold Coast	45-54	83918
Gold Coast	55-64	73182
Gold Coast	65-74	62219
Gold Coast	75-84	35953
Gold Coast	85+	12805
Goondiwindi	0-4	699
Goondiwindi	5-14	1459
Goondiwindi	15-19	551
Goondiwindi	20-24	537
Goondiwindi	25-34	1209
Goondiwindi	35-44	1220
Goondiwindi	45-54	1253
Goondiwindi	55-64	1374
Goondiwindi	65-74	1105
Goondiwindi	75-84	666
Goondiwindi	85+	241
Gympie	0-4	2455
Gympie	5-14	6362
Gympie	15-19	3078
Gympie	20-24	2151
Gympie	25-34	4924
Gympie	35-44	5471
Gympie	45-54	6886
Gympie	55-64	8458
Gympie	65-74	8105
Gympie	75-84	4151
Gympie	85+	1204
Hinchinbrook	0-4	441
Hinchinbrook	5-14	1197
Hinchinbrook	15-19	546
Hinchinbrook	20-24	469
Hinchinbrook	25-34	956
Hinchinbrook	35-44	970
Hinchinbrook	45-54	1336
Hinchinbrook	55-64	1822
Hinchinbrook	65-74	1680
Hinchinbrook	75-84	1043
Hinchinbrook	85+	454
Hope Vale	0-4	103
Hope Vale	5-14	189
Hope Vale	15-19	69
Hope Vale	20-24	79
Hope Vale	25-34	162
Hope Vale	35-44	121
Hope Vale	45-54	123
Hope Vale	55-64	69
Hope Vale	65-74	41
Hope Vale	75-84	13
Hope Vale	85+	6
Ipswich	0-4	17265
Ipswich	5-14	36381
Ipswich	15-19	15085
Ipswich	20-24	15512
Ipswich	25-34	35410
Ipswich	35-44	32952
Ipswich	45-54	27656
Ipswich	55-64	22741
Ipswich	65-74	15637
Ipswich	75-84	7982
Ipswich	85+	2575
Isaac	0-4	1585
Isaac	5-14	3106
Isaac	15-19	1074
Isaac	20-24	1506
Isaac	25-34	4142
Isaac	35-44	3617
Isaac	45-54	3101
Isaac	55-64	2413
Isaac	65-74	1017
Isaac	75-84	379
Isaac	85+	100
Kowanyama	0-4	90
Kowanyama	5-14	190
Kowanyama	15-19	97
Kowanyama	20-24	90
Kowanyama	25-34	184
Kowanyama	35-44	103
Kowanyama	45-54	169
Kowanyama	55-64	85
Kowanyama	65-74	49
Kowanyama	75-84	12
Livingstone	0-4	1976
Livingstone	5-14	5161
Livingstone	15-19	2416
Livingstone	20-24	1785
Livingstone	25-34	4162
Livingstone	35-44	4802
Livingstone	45-54	5213
Livingstone	55-64	5945
Livingstone	65-74	4751
Livingstone	75-84	2434
Livingstone	85+	753
Lockhart River	0-4	50
Lockhart River	5-14	119
Lockhart River	15-19	67
Lockhart River	20-24	47
Lockhart River	25-34	98
Lockhart River	35-44	71
Lockhart River	45-54	82
Lockhart River	55-64	52
Lockhart River	65-74	31
Lockhart River	75-84	12
Lockhart River	85+	6
Lockyer Valley	0-4	2298
Lockyer Valley	5-14	5529
Lockyer Valley	15-19	2699
Lockyer Valley	20-24	2450
Lockyer Valley	25-34	5150
Lockyer Valley	35-44	4979
Lockyer Valley	45-54	5371
Lockyer Valley	55-64	5430
Lockyer Valley	65-74	4305
Lockyer Valley	75-84	2239
Lockyer Valley	85+	660
Logan	0-4	24941
Logan	5-14	52604
Logan	15-19	23169
Logan	20-24	22856
Logan	25-34	49902
Logan	35-44	47099
Logan	45-54	42596
Logan	55-64	36024
Logan	65-74	28018
Logan	75-84	13776
Logan	85+	4118
Longreach	0-4	195
Longreach	5-14	490
Longreach	15-19	183
Longreach	20-24	221
Longreach	25-34	466
Longreach	35-44	464
Longreach	45-54	437
Longreach	55-64	545
Longreach	65-74	385
Longreach	75-84	163
Longreach	85+	88
Mackay	0-4	7499
Mackay	5-14	16996
Mackay	15-19	7413
Mackay	20-24	6950
Mackay	25-34	15641
Mackay	35-44	16204
Mackay	45-54	16395
Mackay	55-64	16026
Mackay	65-74	11007
Mackay	75-84	5576
Mackay	85+	1979
McKinlay	0-4	65
McKinlay	5-14	78
McKinlay	15-19	42
McKinlay	20-24	72
McKinlay	25-34	150
McKinlay	35-44	125
McKinlay	45-54	83
McKinlay	55-64	124
McKinlay	65-74	60
McKinlay	75-84	26
McKinlay	85+	5
Mapoon	0-4	48
Mapoon	5-14	76
Mapoon	15-19	31
Mapoon	20-24	41
Mapoon	25-34	73
Mapoon	35-44	48
Mapoon	45-54	33
Mapoon	55-64	41
Mapoon	65-74	29
Mapoon	75-84	7
Maranoa	0-4	849
Maranoa	5-14	1868
Maranoa	15-19	712
Maranoa	20-24	785
Maranoa	25-34	1619
Maranoa	35-44	1601
Maranoa	45-54	1653
Maranoa	55-64	1660
Maranoa	65-74	1191
Maranoa	75-84	654
Maranoa	85+	229
Mareeba	0-4	1116
Mareeba	5-14	2725
Mareeba	15-19	1256
Mareeba	20-24	1106
Mareeba	25-34	2853
Mareeba	35-44	2685
Mareeba	45-54	3139
Mareeba	55-64	3268
Mareeba	65-74	2655
Mareeba	75-84	1596
Mareeba	85+	470
Moreton Bay	0-4	28365
Moreton Bay	5-14	66084
Moreton Bay	15-19	30026
Moreton Bay	20-24	27256
Moreton Bay	25-34	58511
Moreton Bay	35-44	62658
Moreton Bay	45-54	63615
Moreton Bay	55-64	55529
Moreton Bay	65-74	49072
Moreton Bay	75-84	26718
Moreton Bay	85+	8506
Mornington	0-4	62
Mornington	5-14	183
Mornington	15-19	105
Mornington	20-24	86
Mornington	25-34	145
Mornington	35-44	155
Mornington	45-54	128
Mornington	55-64	96
Mornington	65-74	36
Mornington	75-84	24
Mount Isa	0-4	1542
Mount Isa	5-14	2844
Mount Isa	15-19	1202
Mount Isa	20-24	1371
Mount Isa	25-34	3348
Mount Isa	35-44	2663
Mount Isa	45-54	2277
Mount Isa	55-64	1955
Mount Isa	65-74	939
Mount Isa	75-84	473
Mount Isa	85+	114
Murweh	0-4	225
Murweh	5-14	469
Murweh	15-19	188
Murweh	20-24	203
Murweh	25-34	534
Murweh	35-44	400
Murweh	45-54	496
Murweh	55-64	679
Murweh	65-74	451
Murweh	75-84	209
Murweh	85+	111
Napranum	0-4	73
Napranum	5-14	174
Napranum	15-19	91
Napranum	20-24	70
Napranum	25-34	118
Napranum	35-44	114
Napranum	45-54	104
Napranum	55-64	86
Napranum	65-74	40
Napranum	75-84	7
Noosa	0-4	2010
Noosa	5-14	6338
Noosa	15-19	3039
Noosa	20-24	1939
Noosa	25-34	4121
Noosa	35-44	5983
Noosa	45-54	8163
Noosa	55-64	9091
Noosa	65-74	8980
Noosa	75-84	5032
Noosa	85+	1611
North Burnett	0-4	466
North Burnett	5-14	1125
North Burnett	15-19	523
North Burnett	20-24	458
North Burnett	25-34	965
North Burnett	35-44	981
North Burnett	45-54	1305
North Burnett	55-64	1533
North Burnett	65-74	1510
North Burnett	75-84	915
North Burnett	85+	291
Northern Peninsula Area	0-4	316
Northern Peninsula Area	5-14	653
Northern Peninsula Area	15-19	227
Northern Peninsula Area	20-24	245
Northern Peninsula Area	25-34	422
Northern Peninsula Area	35-44	294
Northern Peninsula Area	45-54	258
Northern Peninsula Area	55-64	232
Northern Peninsula Area	65-74	102
Northern Peninsula Area	75-84	23
Northern Peninsula Area	85+	3
Palm Island	0-4	212
Palm Island	5-14	444
Palm Island	15-19	158
Palm Island	20-24	176
Palm Island	25-34	318
Palm Island	35-44	226
Palm Island	45-54	243
Palm Island	55-64	203
Palm Island	65-74	91
Palm Island	75-84	19
Paroo	0-4	133
Paroo	5-14	228
Paroo	15-19	70
Paroo	20-24	72
Paroo	25-34	196
Paroo	35-44	160
Paroo	45-54	214
Paroo	55-64	270
Paroo	65-74	197
Paroo	75-84	110
Paroo	85+	33
Pormpuraaw	0-4	45
Pormpuraaw	5-14	90
Pormpuraaw	15-19	50
Pormpuraaw	20-24	39
Pormpuraaw	25-34	81
Pormpuraaw	35-44	98
Pormpuraaw	45-54	104
Pormpuraaw	55-64	59
Pormpuraaw	65-74	32
Pormpuraaw	75-84	9
Quilpie	0-4	53
Quilpie	5-14	86
Quilpie	15-19	24
Quilpie	20-24	31
Quilpie	25-34	103
Quilpie	35-44	70
Quilpie	45-54	105
Quilpie	55-64	125
Quilpie	65-74	64
Quilpie	75-84	28
Quilpie	85+	13
Redland	0-4	8182
Redland	5-14	20201
Redland	15-19	10104
Redland	20-24	8185
Redland	25-34	16086
Redland	35-44	19550
Redland	45-54	21779
Redland	55-64	21854
Redland	65-74	19053
Redland	75-84	10448
Redland	85+	3799
Richmond	0-4	53
Richmond	5-14	102
Richmond	15-19	21
Richmond	20-24	43
Richmond	25-34	126
Richmond	35-44	83
Richmond	45-54	85
Richmond	55-64	117
Richmond	65-74	75
Richmond	75-84	34
Richmond	85+	6
Rockhampton	0-4	5048
Rockhampton	5-14	11590
Rockhampton	15-19	5360
Rockhampton	20-24	5207
Rockhampton	25-34	11142
Rockhampton	35-44	10406
Rockhampton	45-54	9715
Rockhampton	55-64	9863
Rockhampton	65-74	7504
Rockhampton	75-84	4352
Rockhampton	85+	1776
Scenic Rim	0-4	2072
Scenic Rim	5-14	5480
Scenic Rim	15-19	2617
Scenic Rim	20-24	1714
Scenic Rim	25-34	3864
Scenic Rim	35-44	4968
Scenic Rim	45-54	6120
Scenic Rim	55-64	6429
Scenic Rim	65-74	5718
Scenic Rim	75-84	3029
Scenic Rim	85+	971
Somerset	0-4	1207
Somerset	5-14	3391
Somerset	15-19	1507
Somerset	20-24	1047
Somerset	25-34	2442
Somerset	35-44	2897
Somerset	45-54	3418
Somerset	55-64	3767
Somerset	65-74	3387
Somerset	75-84	1639
Somerset	85+	351
South Burnett	0-4	1604
South Burnett	5-14	4019
South Burnett	15-19	1851
South Burnett	20-24	1534
South Burnett	25-34	3187
South Burnett	35-44	3137
South Burnett	45-54	4038
South Burnett	55-64	4915
South Burnett	65-74	5156
South Burnett	75-84	2732
South Burnett	85+	820
Southern Downs	0-4	1668
Southern Downs	5-14	4566
Southern Downs	15-19	2051
Southern Downs	20-24	1603
Southern Downs	25-34	3462
Southern Downs	35-44	3492
Southern Downs	45-54	4476
Southern Downs	55-64	5415
Southern Downs	65-74	5478
Southern Downs	75-84	3068
Southern Downs	85+	1004
Sunshine Coast	0-4	16934
Sunshine Coast	5-14	42558
Sunshine Coast	15-19	20081
Sunshine Coast	20-24	17308
Sunshine Coast	25-34	37804
Sunshine Coast	35-44	42382
Sunshine Coast	45-54	45977
Sunshine Coast	55-64	45184
Sunshine Coast	65-74	41086
Sunshine Coast	75-84	24171
Sunshine Coast	85+	9058
Tablelands	0-4	1067
Tablelands	5-14	3381
Tablelands	15-19	1533
Tablelands	20-24	926
Tablelands	25-34	2335
Tablelands	35-44	2576
Tablelands	45-54	3369
Tablelands	55-64	4132
Tablelands	65-74	4063
Tablelands	75-84	2153
Tablelands	85+	715
Toowoomba	0-4	10200
Toowoomba	5-14	23703
Toowoomba	15-19	11405
Toowoomba	20-24	10493
Toowoomba	25-34	21846
Toowoomba	35-44	20352
Toowoomba	45-54	20894
Toowoomba	55-64	20570
Toowoomba	65-74	18096
Toowoomba	75-84	11264
Toowoomba	85+	4381
Torres	0-4	263
Torres	5-14	640
Torres	15-19	275
Torres	20-24	254
Torres	25-34	518
Torres	35-44	459
Torres	45-54	402
Torres	55-64	358
Torres	65-74	187
Torres	75-84	62
Torres	85+	10
Torres Strait Island	0-4	450
Torres Strait Island	5-14	879
Torres Strait Island	15-19	273
Torres Strait Island	20-24	288
Torres Strait Island	25-34	644
Torres Strait Island	35-44	525
Torres Strait Island	45-54	417
Torres Strait Island	55-64	360
Torres Strait Island	65-74	205
Torres Strait Island	75-84	65
Torres Strait Island	85+	9
Townsville	0-4	11196
Townsville	5-14	25779
Townsville	15-19	12858
Townsville	20-24	15003
Townsville	25-34	27901
Townsville	35-44	25201
Townsville	45-54	24814
Townsville	55-64	22520
Townsville	65-74	16591
Townsville	75-84	8268
Townsville	85+	2647
Weipa	0-4	381
Weipa	5-14	674
Weipa	15-19	240
Weipa	20-24	312
Weipa	25-34	797
Weipa	35-44	636
Weipa	45-54	572
Weipa	55-64	364
Weipa	65-74	91
Weipa	75-84	31
Weipa	85+	10
Western Downs	0-4	2219
Western Downs	5-14	5029
Western Downs	15-19	2045
Western Downs	20-24	1918
Western Downs	25-34	4404
Western Downs	35-44	3963
Western Downs	45-54	4304
Western Downs	55-64	4175
Western Downs	65-74	3338
Western Downs	75-84	1827
Western Downs	85+	625
Whitsunday	0-4	1893
Whitsunday	5-14	4484
Whitsunday	15-19	1917
Whitsunday	20-24	2087
Whitsunday	25-34	5457
Whitsunday	35-44	4803
Whitsunday	45-54	5081
Whitsunday	55-64	5170
Whitsunday	65-74	3967
Whitsunday	75-84	1789
Whitsunday	85+	503
Winton	0-4	65
Winton	5-14	122
Winton	15-19	39
Winton	20-24	53
Winton	25-34	122
Winton	35-44	143
Winton	45-54	157
Winton	55-64	177
Winton	65-74	146
Winton	75-84	87
Winton	85+	19
Woorabinda	0-4	123
Woorabinda	5-14	234
Woorabinda	15-19	103
Woorabinda	20-24	71
Woorabinda	25-34	172
Woorabinda	35-44	98
Woorabinda	45-54	108
Woorabinda	55-64	69
Woorabinda	65-74	36
Woorabinda	75-84	8
Wujal Wujal	0-4	24
Wujal Wujal	5-14	52
Wujal Wujal	15-19	13
Wujal Wujal	20-24	14
Wujal Wujal	25-34	53
Wujal Wujal	35-44	29
