LGA_NAME16	CountryOfBirth	Sex	persons
Whittlesea	GBR	F	1597
Whittlesea	GBR	M	1546
Whittlesea	GRC	F	2003
Whittlesea	GRC	M	1822
Whittlesea	HKG	F	232
Whittlesea	HKG	M	189
Whittlesea	HRV	F	350
Whittlesea	HRV	M	293
Whittlesea	IDN	F	309
Whittlesea	IDN	M	216
Whittlesea	IND	F	7842
Whittlesea	IND	M	9185
Whittlesea	IRL	F	143
Whittlesea	IRL	M	185
Whittlesea	IRN	F	1123
Whittlesea	IRN	M	1267
Whittlesea	IRQ	F	1470
Whittlesea	IRQ	M	1541
Whittlesea	ITA	F	2976
Whittlesea	ITA	M	2766
Whittlesea	JPN	F	112
Whittlesea	JPN	M	42
Whittlesea	KHM	F	176
Whittlesea	KHM	M	134
Whittlesea	KOR	F	153
Whittlesea	KOR	M	143
Whittlesea	LBN	F	974
Whittlesea	LBN	M	1018
Whittlesea	LKA	F	1775
Whittlesea	LKA	M	1947
Whittlesea	MKD	F	2940
Whittlesea	MKD	M	2846
Whittlesea	MLT	F	471
Whittlesea	MLT	M	438
Whittlesea	MMR	F	36
Whittlesea	MMR	M	33
Whittlesea	MUS	F	219
Whittlesea	MUS	M	236
Whittlesea	MYS	F	781
Whittlesea	MYS	M	703
Whittlesea	NLD	F	82
Whittlesea	NLD	M	92
Whittlesea	NPL	F	908
Whittlesea	NPL	M	961
Whittlesea	NZL	F	1282
Whittlesea	NZL	M	1330
Whittlesea	PAK	F	675
Whittlesea	PAK	M	890
Whittlesea	PHL	F	1826
Whittlesea	PHL	M	1299
Whittlesea	PNG	F	24
Whittlesea	PNG	M	18
Whittlesea	POL	F	148
Whittlesea	POL	M	114
Whittlesea	SGP	F	286
Whittlesea	SGP	M	227
Whittlesea	THA	F	406
Whittlesea	THA	M	139
Whittlesea	TUR	F	456
Whittlesea	TUR	M	452
Whittlesea	TWN	F	99
Whittlesea	TWN	M	72
Whittlesea	USA	F	190
Whittlesea	USA	M	194
Whittlesea	VNM	F	2069
Whittlesea	VNM	M	1612
Whittlesea	WSM	F	230
Whittlesea	WSM	M	247
Whittlesea	ZAF	F	294
Whittlesea	ZAF	M	312
Whittlesea	ZWE	F	250
Whittlesea	ZWE	M	226
Wodonga		F	1561
Wodonga		M	1541
Wodonga	AFG	M	4
Wodonga	AUS	F	18588
Wodonga	AUS	M	17591
Wodonga	BGD	F	15
Wodonga	BGD	M	14
Wodonga	BIH	F	6
Wodonga	BIH	M	11
Wodonga	BRA	F	4
Wodonga	BRA	M	3
Wodonga	CAN	F	19
Wodonga	CAN	M	19
Wodonga	CHL	F	7
Wodonga	CHN	F	47
Wodonga	CHN	M	30
Wodonga	DEU	F	145
Wodonga	DEU	M	137
Wodonga	EGY	F	10
Wodonga	EGY	M	10
Wodonga	FJI	F	14
Wodonga	FJI	M	17
Wodonga	FRA	F	10
Wodonga	FRA	M	16
Wodonga	GBR	F	474
Wodonga	GBR	M	501
Wodonga	GRC	F	7
Wodonga	GRC	M	8
Wodonga	HKG	F	10
Wodonga	HKG	M	13
Wodonga	HRV	F	64
Wodonga	HRV	M	44
Wodonga	IDN	F	22
Wodonga	IND	F	190
Wodonga	IND	M	221
Wodonga	IRL	F	22
Wodonga	IRL	M	20
Wodonga	IRN	F	6
Wodonga	IRN	M	16
Wodonga	IRQ	F	3
Wodonga	IRQ	M	3
Wodonga	ITA	F	28
Wodonga	ITA	M	33
Wodonga	JPN	F	5
Wodonga	JPN	M	3
Wodonga	KHM	F	10
Wodonga	KHM	M	8
Wodonga	KOR	F	12
Wodonga	KOR	M	14
Wodonga	LBN	F	6
Wodonga	LBN	M	11
Wodonga	LKA	F	32
Wodonga	LKA	M	35
Wodonga	MKD	M	5
Wodonga	MLT	F	7
Wodonga	MLT	M	8
Wodonga	MMR	F	4
Wodonga	MMR	M	11
Wodonga	MUS	F	13
Wodonga	MUS	M	7
Wodonga	MYS	F	37
Wodonga	MYS	M	28
Wodonga	NLD	F	59
Wodonga	NLD	M	82
Wodonga	NPL	F	53
Wodonga	NPL	M	59
Wodonga	NZL	F	210
Wodonga	NZL	M	202
Wodonga	PAK	F	8
Wodonga	PAK	M	10
Wodonga	PHL	F	184
Wodonga	PHL	M	105
Wodonga	PNG	F	10
Wodonga	PNG	M	16
Wodonga	POL	F	23
Wodonga	POL	M	10
Wodonga	SGP	F	6
Wodonga	SGP	M	9
Wodonga	THA	F	36
Wodonga	THA	M	8
Wodonga	TUR	F	3
Wodonga	TUR	M	4
Wodonga	TWN	F	15
Wodonga	TWN	M	6
Wodonga	USA	F	35
Wodonga	USA	M	44
Wodonga	VNM	F	96
Wodonga	VNM	M	93
Wodonga	ZAF	F	52
Wodonga	ZAF	M	47
Wodonga	ZWE	F	26
Wodonga	ZWE	M	21
Wyndham		F	15045
Wyndham		M	15199
Wyndham	AFG	F	157
Wyndham	AFG	M	203
Wyndham	AUS	F	67848
Wyndham	AUS	M	69014
Wyndham	BGD	F	1311
Wyndham	BGD	M	1312
Wyndham	BIH	F	209
Wyndham	BIH	M	188
Wyndham	BRA	F	137
Wyndham	BRA	M	121
Wyndham	CAN	F	140
Wyndham	CAN	M	123
Wyndham	CHL	F	236
Wyndham	CHL	M	216
Wyndham	CHN	F	4115
Wyndham	CHN	M	3371
Wyndham	DEU	F	305
Wyndham	DEU	M	268
Wyndham	EGY	F	249
Wyndham	EGY	M	283
Wyndham	FJI	F	686
Wyndham	FJI	M	575
Wyndham	FRA	F	69
Wyndham	FRA	M	70
Wyndham	GBR	F	2851
Wyndham	GBR	M	2975
Wyndham	GRC	F	289
Wyndham	GRC	M	292
Wyndham	HKG	F	364
Wyndham	HKG	M	406
Wyndham	HRV	F	243
Wyndham	HRV	M	217
Wyndham	IDN	F	1020
Wyndham	IDN	M	876
Wyndham	IND	F	23276
Wyndham	IND	M	27166
Wyndham	IRL	F	186
Wyndham	IRL	M	233
Wyndham	IRN	F	347
Wyndham	IRN	M	416
Wyndham	IRQ	F	187
Wyndham	IRQ	M	178
Wyndham	ITA	F	815
Wyndham	ITA	M	881
Wyndham	JPN	F	206
Wyndham	JPN	M	74
Wyndham	KHM	F	134
Wyndham	KHM	M	86
Wyndham	KOR	F	474
Wyndham	KOR	M	358
Wyndham	LBN	F	512
Wyndham	LBN	M	617
Wyndham	LKA	F	1400
Wyndham	LKA	M	1558
Wyndham	MKD	F	389
Wyndham	MKD	M	390
Wyndham	MLT	F	492
Wyndham	MLT	M	498
Wyndham	MMR	F	1320
Wyndham	MMR	M	1329
Wyndham	MUS	F	330
Wyndham	MUS	M	326
Wyndham	MYS	F	1480
Wyndham	MYS	M	1283
Wyndham	NLD	F	129
Wyndham	NLD	M	128
Wyndham	NPL	F	676
Wyndham	NPL	M	672
Wyndham	NZL	F	4746
Wyndham	NZL	M	4704
Wyndham	PAK	F	1998
Wyndham	PAK	M	2465
Wyndham	PHL	F	4331
Wyndham	PHL	M	3310
Wyndham	PNG	F	62
Wyndham	PNG	M	67
Wyndham	POL	F	302
Wyndham	POL	M	232
Wyndham	SGP	F	694
Wyndham	SGP	M	676
Wyndham	THA	F	1198
Wyndham	THA	M	890
Wyndham	TUR	F	101
Wyndham	TUR	M	131
Wyndham	TWN	F	204
Wyndham	TWN	M	122
Wyndham	USA	F	365
Wyndham	USA	M	359
Wyndham	VNM	F	1397
Wyndham	VNM	M	1082
Wyndham	WSM	F	531
Wyndham	WSM	M	516
Wyndham	ZAF	F	771
Wyndham	ZAF	M	793
Wyndham	ZWE	F	234
Wyndham	ZWE	M	202
Yarra		F	4329
Yarra		M	4166
Yarra	AFG	F	24
Yarra	AFG	M	29
Yarra	AUS	F	30178
Yarra	AUS	M	29493
Yarra	BGD	F	16
Yarra	BGD	M	9
Yarra	BIH	F	40
Yarra	BIH	M	27
Yarra	BRA	F	87
Yarra	BRA	M	83
Yarra	CAN	F	238
Yarra	CAN	M	158
Yarra	CHL	F	55
Yarra	CHL	M	57
Yarra	CHN	F	794
Yarra	CHN	M	509
Yarra	DEU	F	219
Yarra	DEU	M	233
Yarra	EGY	F	51
Yarra	EGY	M	40
Yarra	FJI	F	29
Yarra	FJI	M	29
Yarra	FRA	F	186
Yarra	FRA	M	200
Yarra	GBR	F	1938
Yarra	GBR	M	2361
Yarra	GRC	F	583
Yarra	GRC	M	393
Yarra	HKG	F	180
Yarra	HKG	M	150
Yarra	HRV	F	64
Yarra	HRV	M	63
Yarra	IDN	F	146
Yarra	IDN	M	113
Yarra	IND	F	305
Yarra	IND	M	430
Yarra	IRL	F	270
Yarra	IRL	M	341
Yarra	IRN	F	70
Yarra	IRN	M	93
Yarra	IRQ	F	13
Yarra	IRQ	M	23
Yarra	ITA	F	387
Yarra	ITA	M	348
Yarra	JPN	F	181
Yarra	JPN	M	71
Yarra	KHM	F	38
Yarra	KHM	M	29
Yarra	KOR	F	134
Yarra	KOR	M	55
Yarra	LBN	F	30
Yarra	LBN	M	30
Yarra	LKA	F	131
Yarra	LKA	M	137
Yarra	MKD	F	48
Yarra	MKD	M	43
Yarra	MLT	F	33
Yarra	MLT	M	28
Yarra	MMR	F	18
Yarra	MMR	M	10
Yarra	MUS	F	29
Yarra	MUS	M	38
Yarra	MYS	F	455
Yarra	MYS	M	375
Yarra	NLD	F	96
Yarra	NLD	M	113
Yarra	NPL	F	40
Yarra	NPL	M	47
Yarra	NZL	F	1319
Yarra	NZL	M	1302
Yarra	PAK	F	22
Yarra	PAK	M	39
Yarra	PHL	F	294
Yarra	PHL	M	189
Yarra	PNG	F	26
Yarra	PNG	M	20
Yarra	POL	F	92
Yarra	POL	M	56
Yarra	SGP	F	183
Yarra	SGP	M	123
Yarra	THA	F	198
Yarra	THA	M	88
Yarra	TUR	F	95
Yarra	TUR	M	87
Yarra	TWN	F	102
Yarra	TWN	M	66
Yarra	USA	F	621
Yarra	USA	M	492
Yarra	VNM	F	1465
Yarra	VNM	M	935
Yarra	WSM	F	6
Yarra	WSM	M	7
Yarra	ZAF	F	238
Yarra	ZAF	M	228
Yarra	ZWE	F	32
Yarra	ZWE	M	33
Yarra Ranges		F	3983
Yarra Ranges		M	4095
Yarra Ranges	AFG	F	3
Yarra Ranges	AFG	M	6
Yarra Ranges	AUS	F	62369
Yarra Ranges	AUS	M	61618
Yarra Ranges	BGD	F	11
Yarra Ranges	BGD	M	18
Yarra Ranges	BIH	F	25
Yarra Ranges	BIH	M	17
Yarra Ranges	BRA	F	16
Yarra Ranges	BRA	M	19
Yarra Ranges	CAN	F	154
Yarra Ranges	CAN	M	114
Yarra Ranges	CHL	F	43
Yarra Ranges	CHL	M	37
Yarra Ranges	CHN	F	590
Yarra Ranges	CHN	M	400
Yarra Ranges	DEU	F	501
Yarra Ranges	DEU	M	473
Yarra Ranges	EGY	F	39
Yarra Ranges	EGY	M	34
Yarra Ranges	FJI	F	49
Yarra Ranges	FJI	M	42
Yarra Ranges	FRA	F	73
Yarra Ranges	FRA	M	88
Yarra Ranges	GBR	F	4362
Yarra Ranges	GBR	M	4260
Yarra Ranges	GRC	F	72
Yarra Ranges	GRC	M	89
Yarra Ranges	HKG	F	89
Yarra Ranges	HKG	M	80
Yarra Ranges	HRV	F	58
Yarra Ranges	HRV	M	67
Yarra Ranges	IDN	F	107
Yarra Ranges	IDN	M	63
Yarra Ranges	IND	F	567
Yarra Ranges	IND	M	548
Yarra Ranges	IRL	F	162
Yarra Ranges	IRL	M	209
Yarra Ranges	IRN	F	147
Yarra Ranges	IRN	M	166
Yarra Ranges	IRQ	F	9
Yarra Ranges	IRQ	M	10
Yarra Ranges	ITA	F	385
Yarra Ranges	ITA	M	447
Yarra Ranges	JPN	F	100
Yarra Ranges	JPN	M	26
Yarra Ranges	KHM	F	38
Yarra Ranges	KHM	M	14
Yarra Ranges	KOR	F	73
Yarra Ranges	KOR	M	43
Yarra Ranges	LBN	F	25
Yarra Ranges	LBN	M	40
Yarra Ranges	LKA	F	212
Yarra Ranges	LKA	M	208
Yarra Ranges	MKD	F	27
Yarra Ranges	MKD	M	24
Yarra Ranges	MLT	F	46
Yarra Ranges	MLT	M	58
Yarra Ranges	MMR	F	622
Yarra Ranges	MMR	M	624
Yarra Ranges	MUS	F	49
Yarra Ranges	MUS	M	36
Yarra Ranges	MYS	F	262
Yarra Ranges	MYS	M	205
Yarra Ranges	NLD	F	703
Yarra Ranges	NLD	M	680
Yarra Ranges	NPL	F	41
Yarra Ranges	NPL	M	43
Yarra Ranges	NZL	F	918
Yarra Ranges	NZL	M	921
Yarra Ranges	PAK	F	21
Yarra Ranges	PAK	M	38
Yarra Ranges	PHL	F	394
Yarra Ranges	PHL	M	183
Yarra Ranges	PNG	F	47
Yarra Ranges	PNG	M	47
Yarra Ranges	POL	F	160
Yarra Ranges	POL	M	121
Yarra Ranges	SGP	F	89
Yarra Ranges	SGP	M	84
Yarra Ranges	THA	F	238
Yarra Ranges	THA	M	93
Yarra Ranges	TUR	F	16
Yarra Ranges	TUR	M	20
Yarra Ranges	TWN	F	36
Yarra Ranges	TWN	M	20
Yarra Ranges	USA	F	294
Yarra Ranges	USA	M	259
Yarra Ranges	VNM	F	121
Yarra Ranges	VNM	M	49
Yarra Ranges	WSM	F	7
Yarra Ranges	WSM	M	8
Yarra Ranges	ZAF	F	471
Yarra Ranges	ZAF	M	395
Yarra Ranges	ZWE	F	62
Yarra Ranges	ZWE	M	61
Yarriambiack		F	298
Yarriambiack		M	303
Yarriambiack	AUS	F	2722
Yarriambiack	AUS	M	2832
Yarriambiack	CAN	F	4
Yarriambiack	CAN	M	8
Yarriambiack	CHN	F	4
Yarriambiack	CHN	M	4
Yarriambiack	DEU	F	11
Yarriambiack	DEU	M	10
Yarriambiack	FRA	F	4
Yarriambiack	GBR	F	62
Yarriambiack	GBR	M	57
Yarriambiack	GRC	F	5
Yarriambiack	GRC	M	4
Yarriambiack	IND	F	17
Yarriambiack	IND	M	25
Yarriambiack	IRL	M	3
Yarriambiack	LKA	F	3
Yarriambiack	LKA	M	4
Yarriambiack	MMR	F	7
Yarriambiack	MMR	M	5
Yarriambiack	MUS	M	5
Yarriambiack	MYS	F	6
Yarriambiack	NLD	F	11
Yarriambiack	NLD	M	8
Yarriambiack	NPL	F	8
Yarriambiack	NPL	M	7
Yarriambiack	NZL	F	20
Yarriambiack	NZL	M	23
Yarriambiack	PHL	F	23
Yarriambiack	PHL	M	9
Yarriambiack	PNG	F	3
Yarriambiack	PNG	M	5
Yarriambiack	POL	M	6
Yarriambiack	THA	F	4
Yarriambiack	THA	M	5
Yarriambiack	USA	F	8
Yarriambiack	USA	M	5
Yarriambiack	ZAF	F	3
Yarriambiack	ZAF	M	4
Unincorporated Vic		F	130
Unincorporated Vic		M	134
Unincorporated Vic	AUS	F	267
Unincorporated Vic	AUS	M	302
Unincorporated Vic	CHN	F	11
Unincorporated Vic	CHN	M	4
Unincorporated Vic	DEU	F	4
Unincorporated Vic	GBR	F	3
Unincorporated Vic	GBR	M	15
Unincorporated Vic	HKG	F	5
Unincorporated Vic	ITA	M	4
Unincorporated Vic	JPN	F	4
Unincorporated Vic	MYS	M	6
Unincorporated Vic	NZL	F	6
Unincorporated Vic	NZL	M	3
Unincorporated Vic	PHL	M	3
Unincorporated Vic	TWN	F	6
Unincorporated Vic	TWN	M	7
Unincorporated Vic	USA	F	6
Unincorporated Vic	ZAF	F	6
No usual address (Vic.)		F	1459
No usual address (Vic.)		M	2195
No usual address (Vic.)	AFG	F	3
No usual address (Vic.)	AFG	M	7
No usual address (Vic.)	AUS	F	1934
No usual address (Vic.)	AUS	M	2348
No usual address (Vic.)	BRA	F	7
No usual address (Vic.)	BRA	M	4
No usual address (Vic.)	CAN	F	14
No usual address (Vic.)	CAN	M	14
No usual address (Vic.)	CHL	F	8
No usual address (Vic.)	CHL	M	7
No usual address (Vic.)	CHN	F	34
No usual address (Vic.)	CHN	M	22
No usual address (Vic.)	DEU	F	16
No usual address (Vic.)	DEU	M	16
No usual address (Vic.)	EGY	F	3
No usual address (Vic.)	EGY	M	3
No usual address (Vic.)	FJI	F	3
No usual address (Vic.)	FJI	M	5
No usual address (Vic.)	FRA	F	10
No usual address (Vic.)	FRA	M	4
No usual address (Vic.)	GBR	F	84
No usual address (Vic.)	GBR	M	118
No usual address (Vic.)	GRC	F	5
No usual address (Vic.)	GRC	M	8
No usual address (Vic.)	HKG	F	3
No usual address (Vic.)	HKG	M	3
No usual address (Vic.)	HRV	F	6
No usual address (Vic.)	HRV	M	7
No usual address (Vic.)	IDN	F	14
No usual address (Vic.)	IDN	M	4
No usual address (Vic.)	IND	F	29
No usual address (Vic.)	IND	M	60
No usual address (Vic.)	IRL	F	7
No usual address (Vic.)	IRL	M	18
No usual address (Vic.)	IRN	F	14
No usual address (Vic.)	IRN	M	13
No usual address (Vic.)	IRQ	F	3
No usual address (Vic.)	IRQ	M	5
No usual address (Vic.)	ITA	F	9
No usual address (Vic.)	ITA	M	10
No usual address (Vic.)	JPN	F	9
No usual address (Vic.)	KHM	F	3
No usual address (Vic.)	KHM	M	6
No usual address (Vic.)	KOR	F	5
No usual address (Vic.)	KOR	M	4
No usual address (Vic.)	LBN	F	3
No usual address (Vic.)	LBN	M	8
No usual address (Vic.)	LKA	F	17
No usual address (Vic.)	LKA	M	16
No usual address (Vic.)	MKD	M	3
No usual address (Vic.)	MLT	M	3
No usual address (Vic.)	MMR	M	3
No usual address (Vic.)	MYS	F	34
No usual address (Vic.)	MYS	M	40
No usual address (Vic.)	NLD	F	13
No usual address (Vic.)	NLD	M	9
No usual address (Vic.)	NPL	F	8
No usual address (Vic.)	NPL	M	4
No usual address (Vic.)	NZL	F	65
No usual address (Vic.)	NZL	M	87
No usual address (Vic.)	PAK	F	7
No usual address (Vic.)	PAK	M	13
No usual address (Vic.)	PHL	F	25
No usual address (Vic.)	PHL	M	21
No usual address (Vic.)	PNG	F	5
No usual address (Vic.)	POL	M	4
No usual address (Vic.)	SGP	F	10
No usual address (Vic.)	THA	F	12
No usual address (Vic.)	THA	M	6
No usual address (Vic.)	TUR	F	5
No usual address (Vic.)	TUR	M	12
No usual address (Vic.)	TWN	F	8
No usual address (Vic.)	TWN	M	8
No usual address (Vic.)	USA	F	11
No usual address (Vic.)	USA	M	25
No usual address (Vic.)	VNM	F	16
No usual address (Vic.)	VNM	M	15
No usual address (Vic.)	WSM	M	3
No usual address (Vic.)	ZAF	F	11
No usual address (Vic.)	ZAF	M	17
No usual address (Vic.)	ZWE	M	3
Migratory - Offshore - Shipping (Vic.)		F	3
Migratory - Offshore - Shipping (Vic.)		M	24
Migratory - Offshore - Shipping (Vic.)	AUS	M	7
Migratory - Offshore - Shipping (Vic.)	PHL	M	5
Aurukun		F	36
Aurukun		M	29
Aurukun	AUS	F	529
Aurukun	AUS	M	496
Aurukun	GBR	M	5
Aurukun	IDN	F	3
Aurukun	NZL	F	3
Aurukun	PNG	F	3
Balonne		F	251
Balonne		M	239
Balonne	AUS	F	1774
Balonne	AUS	M	1818
Balonne	CAN	M	4
Balonne	CHN	M	3
Balonne	DEU	M	4
Balonne	FJI	F	3
Balonne	FRA	M	4
Balonne	GBR	F	26
Balonne	GBR	M	21
Balonne	IDN	F	5
Balonne	IDN	M	6
Balonne	IND	F	3
Balonne	IND	M	5
Balonne	IRL	F	5
Balonne	MYS	F	5
Balonne	NLD	F	3
Balonne	NZL	F	18
Balonne	NZL	M	22
Balonne	PHL	F	28
Balonne	PHL	M	14
Balonne	PNG	F	3
Balonne	TWN	F	7
Balonne	TWN	M	3
Balonne	USA	F	3
Balonne	USA	M	4
Balonne	VNM	F	4
Balonne	ZAF	F	9
Balonne	ZAF	M	4
Balonne	ZWE	F	3
Banana		F	932
Banana		M	1102
Banana	AUS	F	5606
Banana	AUS	M	5835
Banana	BRA	F	15
Banana	BRA	M	14
Banana	CAN	F	8
Banana	CAN	M	10
Banana	CHN	F	55
Banana	CHN	M	84
Banana	DEU	F	4
Banana	DEU	M	7
Banana	FJI	F	7
Banana	FJI	M	11
Banana	GBR	F	91
Banana	GBR	M	74
Banana	HKG	F	8
Banana	HRV	F	5
Banana	IDN	F	4
Banana	IDN	M	4
Banana	IND	F	17
Banana	IND	M	16
Banana	IRL	F	8
Banana	IRL	M	4
Banana	ITA	M	9
Banana	LKA	F	14
Banana	LKA	M	17
Banana	MLT	M	5
Banana	MMR	F	5
Banana	MMR	M	16
Banana	MYS	F	5
Banana	MYS	M	5
Banana	NLD	F	9
Banana	NLD	M	9
Banana	NPL	F	12
Banana	NPL	M	14
Banana	NZL	F	64
Banana	NZL	M	100
Banana	PAK	F	5
Banana	PAK	M	5
Banana	PHL	F	89
Banana	PHL	M	46
Banana	PNG	F	7
Banana	PNG	M	13
Banana	THA	F	12
Banana	THA	M	5
Banana	TWN	F	4
Banana	USA	F	6
Banana	USA	M	9
Banana	VNM	F	15
Banana	VNM	M	12
Banana	WSM	M	7
Banana	ZAF	F	27
Banana	ZAF	M	29
Banana	ZWE	F	9
Banana	ZWE	M	11
Barcaldine		F	156
Barcaldine		M	179
Barcaldine	AUS	F	1180
Barcaldine	AUS	M	1205
Barcaldine	CHN	F	3
Barcaldine	CHN	M	3
Barcaldine	DEU	F	7
Barcaldine	GBR	F	16
Barcaldine	GBR	M	15
Barcaldine	IRL	F	5
Barcaldine	NZL	F	31
Barcaldine	NZL	M	11
Barcaldine	PHL	F	4
Barcaldine	PHL	M	4
Barcaldine	ZAF	F	3
Barcaldine	ZAF	M	14
Barcoo		F	20
Barcoo		M	25
Barcoo	AUS	F	127
Barcoo	AUS	M	128
Barcoo	NZL	M	4
Barcoo	PHL	F	4
Blackall Tambo		F	85
Blackall Tambo		M	92
Blackall Tambo	AUS	F	829
Blackall Tambo	AUS	M	815
Blackall Tambo	DEU	F	4
Blackall Tambo	FJI	M	3
Blackall Tambo	GBR	F	6
Blackall Tambo	GBR	M	13
Blackall Tambo	IND	F	3
Blackall Tambo	NZL	F	14
Blackall Tambo	NZL	M	15
Blackall Tambo	PHL	F	11
Blackall Tambo	USA	F	3
Boulia		F	28
Boulia		M	34
Boulia	AUS	F	187
Boulia	AUS	M	187
Boulia	GBR	F	7
Boulia	NZL	M	7
Brisbane		F	45972
Brisbane		M	45958
Brisbane	AFG	F	752
Brisbane	AFG	M	918
Brisbane	AUS	F	403947
Brisbane	AUS	M	396507
Brisbane	BGD	F	848
Brisbane	BGD	M	898
Brisbane	BIH	F	828
Brisbane	BIH	M	773
Brisbane	BRA	F	2451
Brisbane	BRA	M	2089
Brisbane	CAN	F	2178
Brisbane	CAN	M	1928
Brisbane	CHL	F	673
Brisbane	CHL	M	605
Brisbane	CHN	F	20727
Brisbane	CHN	M	16038
Brisbane	DEU	F	2491
Brisbane	DEU	M	2262
Brisbane	EGY	F	499
Brisbane	EGY	M	581
Brisbane	FJI	F	2976
Brisbane	FJI	M	2565
Brisbane	FRA	F	1205
Brisbane	FRA	M	1300
Brisbane	GBR	F	22886
Brisbane	GBR	M	26530
Brisbane	GRC	F	863
Brisbane	GRC	M	922
Brisbane	HKG	F	4307
Brisbane	HKG	M	4004
Brisbane	HRV	F	545
Brisbane	HRV	M	465
Brisbane	IDN	F	2176
Brisbane	IDN	M	1435
Brisbane	IND	F	16138
Brisbane	IND	M	19053
Brisbane	IRL	F	2130
Brisbane	IRL	M	2694
Brisbane	IRN	F	2334
Brisbane	IRN	M	2518
Brisbane	IRQ	F	659
Brisbane	IRQ	M	757
Brisbane	ITA	F	2315
Brisbane	ITA	M	2531
Brisbane	JPN	F	3083
Brisbane	JPN	M	1322
Brisbane	KHM	F	391
Brisbane	KHM	M	255
Brisbane	KOR	F	5703
Brisbane	KOR	M	4640
Brisbane	LBN	F	333
Brisbane	LBN	M	377
Brisbane	LKA	F	3289
Brisbane	LKA	M	3301
Brisbane	MKD	F	260
Brisbane	MKD	M	229
Brisbane	MLT	F	157
Brisbane	MLT	M	162
Brisbane	MMR	F	543
Brisbane	MMR	M	480
Brisbane	MUS	F	218
Brisbane	MUS	M	251
Brisbane	MYS	F	4838
Brisbane	MYS	M	4122
Brisbane	NLD	F	1233
Brisbane	NLD	M	1257
Brisbane	NPL	F	2621
Brisbane	NPL	M	2726
Brisbane	NZL	F	20539
Brisbane	NZL	M	21211
Brisbane	PAK	F	1315
Brisbane	PAK	M	1604
Brisbane	PHL	F	9012
Brisbane	PHL	M	5197
Brisbane	PNG	F	2804
Brisbane	PNG	M	2196
Brisbane	POL	F	1140
Brisbane	POL	M	815
Brisbane	SGP	F	2164
Brisbane	SGP	M	1823
Brisbane	THA	F	2989
Brisbane	THA	M	1220
Brisbane	TUR	F	329
Brisbane	TUR	M	471
Brisbane	TWN	F	6029
Brisbane	TWN	M	4476
Brisbane	USA	F	3512
Brisbane	USA	M	3337
Brisbane	VNM	F	9368
Brisbane	VNM	M	7249
Brisbane	WSM	F	1021
Brisbane	WSM	M	998
Brisbane	ZAF	F	7071
Brisbane	ZAF	M	7179
Brisbane	ZWE	F	1361
Brisbane	ZWE	M	1386
Bulloo		F	5
Bulloo		M	16
Bulloo	AUS	F	137
Bulloo	AUS	M	165
Bulloo	NZL	M	4
Bundaberg		F	3804
Bundaberg		M	4239
Bundaberg	AUS	F	40377
Bundaberg	AUS	M	39109
Bundaberg	BGD	F	12
Bundaberg	BGD	M	17
Bundaberg	BIH	F	3
Bundaberg	BIH	M	6
Bundaberg	BRA	F	3
Bundaberg	BRA	M	10
Bundaberg	CAN	F	81
Bundaberg	CAN	M	57
Bundaberg	CHL	F	6
Bundaberg	CHL	M	10
Bundaberg	CHN	F	106
Bundaberg	CHN	M	51
Bundaberg	DEU	F	221
Bundaberg	DEU	M	188
Bundaberg	EGY	F	20
Bundaberg	EGY	M	17
Bundaberg	FJI	F	69
Bundaberg	FJI	M	64
Bundaberg	FRA	F	41
Bundaberg	FRA	M	39
Bundaberg	GBR	F	1881
Bundaberg	GBR	M	1848
Bundaberg	GRC	M	7
Bundaberg	HKG	F	37
Bundaberg	HKG	M	28
Bundaberg	HRV	F	22
Bundaberg	HRV	M	22
Bundaberg	IDN	F	55
Bundaberg	IDN	M	38
Bundaberg	IND	F	175
Bundaberg	IND	M	217
Bundaberg	IRL	F	60
Bundaberg	IRL	M	64
Bundaberg	IRN	F	10
Bundaberg	IRN	M	21
Bundaberg	IRQ	F	9
Bundaberg	IRQ	M	15
Bundaberg	ITA	F	107
Bundaberg	ITA	M	133
Bundaberg	JPN	F	42
Bundaberg	JPN	M	30
Bundaberg	KHM	F	23
Bundaberg	KHM	M	7
Bundaberg	KOR	F	100
Bundaberg	KOR	M	86
Bundaberg	LBN	F	3
Bundaberg	LBN	M	4
Bundaberg	LKA	F	45
Bundaberg	LKA	M	45
Bundaberg	MLT	F	33
Bundaberg	MLT	M	41
Bundaberg	MMR	F	13
Bundaberg	MMR	M	12
Bundaberg	MUS	F	3
Bundaberg	MUS	M	10
Bundaberg	MYS	F	142
Bundaberg	MYS	M	127
Bundaberg	NLD	F	162
Bundaberg	NLD	M	192
Bundaberg	NPL	F	69
Bundaberg	NPL	M	61
Bundaberg	NZL	F	1066
Bundaberg	NZL	M	999
Bundaberg	PAK	F	18
Bundaberg	PAK	M	20
Bundaberg	PHL	F	614
Bundaberg	PHL	M	153
Bundaberg	PNG	F	100
Bundaberg	PNG	M	75
Bundaberg	POL	F	14
Bundaberg	POL	M	12
Bundaberg	SGP	F	31
Bundaberg	SGP	M	20
Bundaberg	THA	F	174
Bundaberg	THA	M	97
Bundaberg	TUR	F	23
Bundaberg	TUR	M	22
Bundaberg	TWN	F	134
Bundaberg	TWN	M	65
Bundaberg	USA	F	103
Bundaberg	USA	M	119
Bundaberg	VNM	F	105
Bundaberg	VNM	M	87
Bundaberg	WSM	F	22
Bundaberg	WSM	M	22
