LGA_NAME16	CountryOfBirth	Sex	persons
Lithgow	PHL	M	32
Lithgow	PNG	F	6
Lithgow	PNG	M	4
Lithgow	POL	F	18
Lithgow	POL	M	15
Lithgow	SGP	F	4
Lithgow	SGP	M	3
Lithgow	THA	F	43
Lithgow	THA	M	5
Lithgow	TUR	M	4
Lithgow	USA	F	24
Lithgow	USA	M	24
Lithgow	VNM	F	11
Lithgow	VNM	M	16
Lithgow	ZAF	F	15
Lithgow	ZAF	M	19
Liverpool		F	14338
Liverpool		M	14296
Liverpool	AFG	F	166
Liverpool	AFG	M	174
Liverpool	AUS	F	58955
Liverpool	AUS	M	60539
Liverpool	BGD	F	674
Liverpool	BGD	M	687
Liverpool	BIH	F	756
Liverpool	BIH	M	710
Liverpool	BRA	F	81
Liverpool	BRA	M	61
Liverpool	CAN	F	72
Liverpool	CAN	M	77
Liverpool	CHL	F	630
Liverpool	CHL	M	605
Liverpool	CHN	F	1706
Liverpool	CHN	M	1353
Liverpool	DEU	F	248
Liverpool	DEU	M	211
Liverpool	EGY	F	887
Liverpool	EGY	M	922
Liverpool	FJI	F	3697
Liverpool	FJI	M	3221
Liverpool	FRA	F	61
Liverpool	FRA	M	60
Liverpool	GBR	F	1056
Liverpool	GBR	M	1066
Liverpool	GRC	F	488
Liverpool	GRC	M	469
Liverpool	HKG	F	245
Liverpool	HKG	M	230
Liverpool	HRV	F	792
Liverpool	HRV	M	778
Liverpool	IDN	F	642
Liverpool	IDN	M	470
Liverpool	IND	F	3120
Liverpool	IND	M	3337
Liverpool	IRL	F	102
Liverpool	IRL	M	144
Liverpool	IRN	F	480
Liverpool	IRN	M	528
Liverpool	IRQ	F	7173
Liverpool	IRQ	M	7134
Liverpool	ITA	F	1168
Liverpool	ITA	M	1256
Liverpool	JPN	F	72
Liverpool	JPN	M	32
Liverpool	KHM	F	1182
Liverpool	KHM	M	946
Liverpool	KOR	F	154
Liverpool	KOR	M	119
Liverpool	LBN	F	2392
Liverpool	LBN	M	2635
Liverpool	LKA	F	277
Liverpool	LKA	M	273
Liverpool	MKD	F	663
Liverpool	MKD	M	637
Liverpool	MLT	F	315
Liverpool	MLT	M	295
Liverpool	MMR	F	77
Liverpool	MMR	M	91
Liverpool	MUS	F	229
Liverpool	MUS	M	196
Liverpool	MYS	F	352
Liverpool	MYS	M	312
Liverpool	NLD	F	60
Liverpool	NLD	M	53
Liverpool	NPL	F	874
Liverpool	NPL	M	890
Liverpool	NZL	F	1910
Liverpool	NZL	M	1877
Liverpool	PAK	F	1034
Liverpool	PAK	M	1215
Liverpool	PHL	F	2603
Liverpool	PHL	M	1929
Liverpool	PNG	F	20
Liverpool	PNG	M	24
Liverpool	POL	F	369
Liverpool	POL	M	305
Liverpool	SGP	F	106
Liverpool	SGP	M	117
Liverpool	THA	F	541
Liverpool	THA	M	296
Liverpool	TUR	F	408
Liverpool	TUR	M	430
Liverpool	TWN	F	89
Liverpool	TWN	M	60
Liverpool	USA	F	185
Liverpool	USA	M	211
Liverpool	VNM	F	4645
Liverpool	VNM	M	3833
Liverpool	WSM	F	706
Liverpool	WSM	M	646
Liverpool	ZAF	F	280
Liverpool	ZAF	M	249
Liverpool	ZWE	F	220
Liverpool	ZWE	M	179
Liverpool Plains		F	467
Liverpool Plains		M	478
Liverpool Plains	AUS	F	3124
Liverpool Plains	AUS	M	3155
Liverpool Plains	BGD	M	3
Liverpool Plains	CAN	M	4
Liverpool Plains	CHN	F	6
Liverpool Plains	CHN	M	6
Liverpool Plains	DEU	M	6
Liverpool Plains	EGY	F	3
Liverpool Plains	GBR	F	62
Liverpool Plains	GBR	M	53
Liverpool Plains	IND	F	10
Liverpool Plains	IND	M	14
Liverpool Plains	IRL	M	6
Liverpool Plains	ITA	M	4
Liverpool Plains	LKA	M	3
Liverpool Plains	MYS	F	3
Liverpool Plains	NLD	F	7
Liverpool Plains	NLD	M	7
Liverpool Plains	NPL	F	7
Liverpool Plains	NPL	M	5
Liverpool Plains	NZL	F	36
Liverpool Plains	NZL	M	25
Liverpool Plains	PHL	F	12
Liverpool Plains	PHL	M	4
Liverpool Plains	THA	F	5
Liverpool Plains	USA	F	8
Liverpool Plains	VNM	F	3
Liverpool Plains	ZAF	F	3
Liverpool Plains	ZAF	M	3
Lockhart		F	146
Lockhart		M	148
Lockhart	AUS	F	1458
Lockhart	AUS	M	1425
Lockhart	CHN	F	3
Lockhart	CHN	M	5
Lockhart	DEU	F	3
Lockhart	GBR	F	30
Lockhart	GBR	M	36
Lockhart	IND	M	4
Lockhart	IRL	M	7
Lockhart	MYS	M	8
Lockhart	NZL	F	9
Lockhart	NZL	M	7
Lockhart	PHL	F	4
Lockhart	USA	F	10
Maitland		F	2117
Maitland		M	2147
Maitland	AFG	F	8
Maitland	AFG	M	10
Maitland	AUS	F	40232
Maitland	AUS	M	38212
Maitland	BGD	F	27
Maitland	BGD	M	35
Maitland	BIH	F	3
Maitland	BRA	F	8
Maitland	BRA	M	3
Maitland	CAN	F	49
Maitland	CAN	M	46
Maitland	CHL	F	20
Maitland	CHL	M	20
Maitland	CHN	F	141
Maitland	CHN	M	80
Maitland	DEU	F	121
Maitland	DEU	M	129
Maitland	EGY	F	18
Maitland	EGY	M	14
Maitland	FJI	F	35
Maitland	FJI	M	43
Maitland	FRA	F	12
Maitland	FRA	M	11
Maitland	GBR	F	1025
Maitland	GBR	M	982
Maitland	GRC	F	14
Maitland	GRC	M	14
Maitland	HKG	F	40
Maitland	HKG	M	35
Maitland	HRV	F	9
Maitland	HRV	M	15
Maitland	IDN	F	47
Maitland	IDN	M	18
Maitland	IND	F	386
Maitland	IND	M	417
Maitland	IRL	F	50
Maitland	IRL	M	53
Maitland	IRN	F	12
Maitland	IRN	M	18
Maitland	IRQ	F	9
Maitland	IRQ	M	12
Maitland	ITA	F	32
Maitland	ITA	M	48
Maitland	JPN	F	24
Maitland	JPN	M	9
Maitland	KHM	F	15
Maitland	KHM	M	10
Maitland	KOR	F	52
Maitland	KOR	M	50
Maitland	LBN	F	10
Maitland	LBN	M	6
Maitland	LKA	F	44
Maitland	LKA	M	34
Maitland	MKD	F	5
Maitland	MKD	M	5
Maitland	MLT	F	19
Maitland	MLT	M	16
Maitland	MUS	F	4
Maitland	MUS	M	4
Maitland	MYS	F	65
Maitland	MYS	M	54
Maitland	NLD	F	63
Maitland	NLD	M	54
Maitland	NPL	F	36
Maitland	NPL	M	43
Maitland	NZL	F	442
Maitland	NZL	M	498
Maitland	PAK	F	41
Maitland	PAK	M	73
Maitland	PHL	F	409
Maitland	PHL	M	160
Maitland	PNG	F	18
Maitland	PNG	M	14
Maitland	POL	F	38
Maitland	POL	M	24
Maitland	SGP	F	14
Maitland	SGP	M	15
Maitland	THA	F	104
Maitland	THA	M	34
Maitland	TUR	F	5
Maitland	TUR	M	3
Maitland	TWN	F	46
Maitland	TWN	M	20
Maitland	USA	F	94
Maitland	USA	M	88
Maitland	VNM	F	63
Maitland	VNM	M	39
Maitland	WSM	F	25
Maitland	WSM	M	21
Maitland	ZAF	F	179
Maitland	ZAF	M	203
Maitland	ZWE	F	70
Maitland	ZWE	M	73
Mid-Coast		F	4224
Mid-Coast		M	4143
Mid-Coast	AUS	F	40611
Mid-Coast	AUS	M	38746
Mid-Coast	BGD	F	11
Mid-Coast	BGD	M	12
Mid-Coast	BIH	M	3
Mid-Coast	BRA	F	17
Mid-Coast	BRA	M	20
Mid-Coast	CAN	F	84
Mid-Coast	CAN	M	57
Mid-Coast	CHL	F	19
Mid-Coast	CHL	M	19
Mid-Coast	CHN	F	86
Mid-Coast	CHN	M	58
Mid-Coast	DEU	F	207
Mid-Coast	DEU	M	200
Mid-Coast	EGY	F	25
Mid-Coast	EGY	M	36
Mid-Coast	FJI	F	34
Mid-Coast	FJI	M	22
Mid-Coast	FRA	F	40
Mid-Coast	FRA	M	41
Mid-Coast	GBR	F	1846
Mid-Coast	GBR	M	1814
Mid-Coast	GRC	F	8
Mid-Coast	GRC	M	29
Mid-Coast	HKG	F	21
Mid-Coast	HKG	M	23
Mid-Coast	HRV	F	26
Mid-Coast	HRV	M	29
Mid-Coast	IDN	F	46
Mid-Coast	IDN	M	29
Mid-Coast	IND	F	145
Mid-Coast	IND	M	167
Mid-Coast	IRL	F	71
Mid-Coast	IRL	M	78
Mid-Coast	IRN	F	17
Mid-Coast	IRN	M	9
Mid-Coast	IRQ	F	8
Mid-Coast	IRQ	M	13
Mid-Coast	ITA	F	32
Mid-Coast	ITA	M	94
Mid-Coast	JPN	F	19
Mid-Coast	JPN	M	7
Mid-Coast	KHM	F	9
Mid-Coast	KHM	M	7
Mid-Coast	KOR	F	19
Mid-Coast	KOR	M	16
Mid-Coast	LBN	F	22
Mid-Coast	LBN	M	14
Mid-Coast	LKA	F	17
Mid-Coast	LKA	M	16
Mid-Coast	MKD	F	4
Mid-Coast	MKD	M	9
Mid-Coast	MLT	F	45
Mid-Coast	MLT	M	54
Mid-Coast	MMR	F	6
Mid-Coast	MMR	M	5
Mid-Coast	MUS	F	17
Mid-Coast	MUS	M	10
Mid-Coast	MYS	F	58
Mid-Coast	MYS	M	31
Mid-Coast	NLD	F	144
Mid-Coast	NLD	M	176
Mid-Coast	NPL	F	63
Mid-Coast	NPL	M	63
Mid-Coast	NZL	F	566
Mid-Coast	NZL	M	506
Mid-Coast	PAK	F	16
Mid-Coast	PAK	M	21
Mid-Coast	PHL	F	323
Mid-Coast	PHL	M	105
Mid-Coast	PNG	F	38
Mid-Coast	PNG	M	23
Mid-Coast	POL	F	40
Mid-Coast	POL	M	29
Mid-Coast	SGP	F	26
Mid-Coast	SGP	M	12
Mid-Coast	THA	F	120
Mid-Coast	THA	M	20
Mid-Coast	TUR	F	10
Mid-Coast	TUR	M	3
Mid-Coast	TWN	F	7
Mid-Coast	TWN	M	6
Mid-Coast	USA	F	126
Mid-Coast	USA	M	112
Mid-Coast	VNM	F	42
Mid-Coast	VNM	M	18
Mid-Coast	WSM	F	3
Mid-Coast	ZAF	F	132
Mid-Coast	ZAF	M	146
Mid-Coast	ZWE	F	29
Mid-Coast	ZWE	M	21
Mid-Western Regional		F	1100
Mid-Western Regional		M	1171
Mid-Western Regional	AUS	F	10668
Mid-Western Regional	AUS	M	10900
Mid-Western Regional	BGD	F	10
Mid-Western Regional	BGD	M	4
Mid-Western Regional	BRA	F	5
Mid-Western Regional	BRA	M	5
Mid-Western Regional	CAN	F	22
Mid-Western Regional	CAN	M	11
Mid-Western Regional	CHL	F	5
Mid-Western Regional	CHN	F	24
Mid-Western Regional	CHN	M	13
Mid-Western Regional	DEU	F	52
Mid-Western Regional	DEU	M	20
Mid-Western Regional	EGY	M	5
Mid-Western Regional	FJI	F	10
Mid-Western Regional	FJI	M	5
Mid-Western Regional	FRA	F	8
Mid-Western Regional	FRA	M	10
Mid-Western Regional	GBR	F	366
Mid-Western Regional	GBR	M	332
Mid-Western Regional	GRC	F	7
Mid-Western Regional	GRC	M	10
Mid-Western Regional	HKG	F	3
Mid-Western Regional	HRV	F	5
Mid-Western Regional	HRV	M	14
Mid-Western Regional	IDN	F	3
Mid-Western Regional	IDN	M	3
Mid-Western Regional	IND	F	31
Mid-Western Regional	IND	M	34
Mid-Western Regional	IRL	F	17
Mid-Western Regional	IRL	M	16
Mid-Western Regional	IRN	M	3
Mid-Western Regional	IRQ	F	3
Mid-Western Regional	IRQ	M	3
Mid-Western Regional	ITA	F	5
Mid-Western Regional	ITA	M	13
Mid-Western Regional	JPN	F	8
Mid-Western Regional	JPN	M	5
Mid-Western Regional	KOR	F	9
Mid-Western Regional	LBN	F	4
Mid-Western Regional	LBN	M	6
Mid-Western Regional	LKA	F	3
Mid-Western Regional	MLT	F	11
Mid-Western Regional	MLT	M	14
Mid-Western Regional	MMR	F	9
Mid-Western Regional	MYS	F	6
Mid-Western Regional	MYS	M	8
Mid-Western Regional	NLD	F	30
Mid-Western Regional	NLD	M	27
Mid-Western Regional	NPL	F	23
Mid-Western Regional	NPL	M	24
Mid-Western Regional	NZL	F	117
Mid-Western Regional	NZL	M	121
Mid-Western Regional	PAK	M	4
Mid-Western Regional	PHL	F	78
Mid-Western Regional	PHL	M	34
Mid-Western Regional	POL	F	5
Mid-Western Regional	POL	M	5
Mid-Western Regional	SGP	F	5
Mid-Western Regional	THA	F	30
Mid-Western Regional	THA	M	10
Mid-Western Regional	USA	F	31
Mid-Western Regional	USA	M	26
Mid-Western Regional	VNM	F	16
Mid-Western Regional	VNM	M	14
Mid-Western Regional	WSM	M	3
Mid-Western Regional	ZAF	F	30
Mid-Western Regional	ZAF	M	40
Mid-Western Regional	ZWE	F	13
Mid-Western Regional	ZWE	M	12
Moree Plains		F	1386
Moree Plains		M	1405
Moree Plains	AUS	F	4661
Moree Plains	AUS	M	4671
Moree Plains	BIH	F	3
Moree Plains	BIH	M	6
Moree Plains	CAN	F	3
Moree Plains	CAN	M	8
Moree Plains	CHN	F	6
Moree Plains	CHN	M	10
Moree Plains	DEU	F	3
Moree Plains	DEU	M	3
Moree Plains	EGY	M	4
Moree Plains	FJI	F	20
Moree Plains	FJI	M	19
Moree Plains	FRA	M	4
Moree Plains	GBR	F	41
Moree Plains	GBR	M	49
Moree Plains	GRC	M	3
Moree Plains	HKG	F	7
Moree Plains	HKG	M	5
Moree Plains	IDN	F	9
Moree Plains	IDN	M	17
Moree Plains	IND	F	21
Moree Plains	IND	M	29
Moree Plains	IRL	F	7
Moree Plains	IRL	M	10
Moree Plains	JPN	M	4
Moree Plains	KOR	F	8
Moree Plains	KOR	M	3
Moree Plains	LBN	F	4
Moree Plains	LBN	M	3
Moree Plains	LKA	F	9
Moree Plains	LKA	M	5
Moree Plains	MKD	M	3
Moree Plains	MYS	M	4
Moree Plains	NLD	F	4
Moree Plains	NLD	M	3
Moree Plains	NPL	F	13
Moree Plains	NPL	M	7
Moree Plains	NZL	F	44
Moree Plains	NZL	M	41
Moree Plains	PAK	M	4
Moree Plains	PHL	F	37
Moree Plains	PHL	M	13
Moree Plains	THA	F	17
Moree Plains	THA	M	4
Moree Plains	TWN	F	3
Moree Plains	USA	F	7
Moree Plains	USA	M	5
Moree Plains	VNM	F	8
Moree Plains	VNM	M	6
Moree Plains	ZAF	F	23
Moree Plains	ZAF	M	24
Moree Plains	ZWE	F	3
Moree Plains	ZWE	M	3
Mosman		F	1179
Mosman		M	964
Mosman	AUS	F	9339
Mosman	AUS	M	8083
Mosman	BGD	M	9
Mosman	BIH	F	8
Mosman	BRA	F	115
Mosman	BRA	M	83
Mosman	CAN	F	89
Mosman	CAN	M	61
Mosman	CHL	F	31
Mosman	CHL	M	13
Mosman	CHN	F	439
Mosman	CHN	M	278
Mosman	DEU	F	128
Mosman	DEU	M	92
Mosman	EGY	F	25
Mosman	EGY	M	22
Mosman	FJI	F	24
Mosman	FJI	M	21
Mosman	FRA	F	95
Mosman	FRA	M	92
Mosman	GBR	F	1297
Mosman	GBR	M	1413
Mosman	GRC	F	25
Mosman	GRC	M	17
Mosman	HKG	F	148
Mosman	HKG	M	108
Mosman	HRV	F	41
Mosman	HRV	M	26
Mosman	IDN	F	35
Mosman	IDN	M	26
Mosman	IND	F	119
Mosman	IND	M	119
Mosman	IRL	F	109
Mosman	IRL	M	80
Mosman	IRN	F	37
Mosman	IRN	M	39
Mosman	IRQ	F	5
Mosman	IRQ	M	4
Mosman	ITA	F	78
Mosman	ITA	M	88
Mosman	JPN	F	109
Mosman	JPN	M	45
Mosman	KHM	F	6
Mosman	KOR	F	56
Mosman	KOR	M	29
Mosman	LBN	F	15
Mosman	LBN	M	10
Mosman	LKA	F	30
Mosman	LKA	M	28
Mosman	MKD	F	16
Mosman	MKD	M	10
Mosman	MLT	F	6
Mosman	MLT	M	3
Mosman	MMR	F	6
Mosman	MUS	F	8
Mosman	MUS	M	3
Mosman	MYS	F	96
Mosman	MYS	M	63
Mosman	NLD	F	64
Mosman	NLD	M	58
Mosman	NPL	F	33
Mosman	NPL	M	46
Mosman	NZL	F	409
Mosman	NZL	M	313
Mosman	PAK	F	9
Mosman	PAK	M	8
Mosman	PHL	F	112
Mosman	PHL	M	65
Mosman	PNG	F	26
Mosman	PNG	M	18
Mosman	POL	F	85
Mosman	POL	M	45
Mosman	SGP	F	90
Mosman	SGP	M	63
Mosman	THA	F	65
Mosman	THA	M	22
Mosman	TUR	F	21
Mosman	TUR	M	23
Mosman	TWN	F	37
Mosman	TWN	M	15
Mosman	USA	F	264
Mosman	USA	M	234
Mosman	VNM	F	55
Mosman	VNM	M	28
Mosman	ZAF	F	284
Mosman	ZAF	M	225
Mosman	ZWE	F	21
Mosman	ZWE	M	21
Murray River		F	578
Murray River		M	631
Murray River	AUS	F	5393
Murray River	AUS	M	5376
Murray River	CHN	F	9
Murray River	CHN	M	10
Murray River	DEU	F	19
Murray River	DEU	M	13
Murray River	FJI	F	3
Murray River	FJI	M	3
Murray River	FRA	F	3
Murray River	GBR	F	157
Murray River	GBR	M	135
Murray River	GRC	F	3
Murray River	HKG	M	3
Murray River	IDN	F	10
Murray River	IDN	M	8
Murray River	IND	F	16
Murray River	IND	M	27
Murray River	IRL	F	6
Murray River	IRL	M	5
Murray River	ITA	F	11
Murray River	ITA	M	19
Murray River	LKA	F	7
Murray River	LKA	M	9
Murray River	MLT	F	7
Murray River	MLT	M	5
Murray River	MUS	F	3
Murray River	MYS	F	21
Murray River	MYS	M	24
Murray River	NLD	F	17
Murray River	NLD	M	21
Murray River	NPL	F	4
Murray River	NPL	M	3
Murray River	NZL	F	46
Murray River	NZL	M	41
Murray River	PAK	M	4
Murray River	PHL	F	53
Murray River	PHL	M	36
Murray River	THA	F	11
Murray River	THA	M	4
Murray River	USA	F	9
Murray River	VNM	F	9
Murray River	VNM	M	5
Murray River	ZAF	F	15
Murray River	ZAF	M	12
Murray River	ZWE	F	4
Murrumbidgee		F	177
Murrumbidgee		M	201
Murrumbidgee	AUS	F	1334
Murrumbidgee	AUS	M	1443
Murrumbidgee	CAN	F	4
Murrumbidgee	CHN	F	3
Murrumbidgee	CHN	M	3
Murrumbidgee	GBR	F	16
Murrumbidgee	GBR	M	18
Murrumbidgee	IND	F	9
Murrumbidgee	IND	M	16
Murrumbidgee	IRL	F	6
Murrumbidgee	IRL	M	5
Murrumbidgee	IRQ	M	4
Murrumbidgee	ITA	F	5
Murrumbidgee	ITA	M	7
Murrumbidgee	KOR	F	3
Murrumbidgee	MYS	M	4
Murrumbidgee	NLD	M	6
Murrumbidgee	NZL	F	9
Murrumbidgee	NZL	M	12
Murrumbidgee	PAK	M	4
Murrumbidgee	PHL	F	13
Murrumbidgee	PHL	M	8
Murrumbidgee	USA	F	4
Murrumbidgee	ZAF	M	5
Murrumbidgee	ZWE	F	4
Murrumbidgee	ZWE	M	7
Muswellbrook		F	580
Muswellbrook		M	656
Muswellbrook	AUS	F	6762
Muswellbrook	AUS	M	7105
Muswellbrook	BGD	F	8
Muswellbrook	BGD	M	7
Muswellbrook	CAN	F	9
Muswellbrook	CAN	M	3
Muswellbrook	CHN	F	22
Muswellbrook	CHN	M	23
Muswellbrook	DEU	F	7
Muswellbrook	DEU	M	6
Muswellbrook	FJI	F	8
Muswellbrook	FJI	M	6
Muswellbrook	FRA	F	4
Muswellbrook	FRA	M	4
Muswellbrook	GBR	F	119
Muswellbrook	GBR	M	120
Muswellbrook	HKG	F	4
Muswellbrook	HKG	M	3
Muswellbrook	HRV	F	3
Muswellbrook	HRV	M	4
Muswellbrook	IDN	F	6
Muswellbrook	IDN	M	4
Muswellbrook	IND	F	41
Muswellbrook	IND	M	57
Muswellbrook	IRL	F	20
Muswellbrook	IRL	M	34
Muswellbrook	IRQ	M	5
Muswellbrook	ITA	F	4
Muswellbrook	ITA	M	7
Muswellbrook	JPN	F	4
Muswellbrook	KOR	M	6
Muswellbrook	LBN	M	3
Muswellbrook	LKA	F	5
Muswellbrook	LKA	M	11
Muswellbrook	MLT	M	5
Muswellbrook	MMR	F	3
Muswellbrook	MYS	F	9
Muswellbrook	MYS	M	10
Muswellbrook	NLD	F	9
Muswellbrook	NLD	M	14
Muswellbrook	NPL	F	4
Muswellbrook	NPL	M	14
Muswellbrook	NZL	F	106
Muswellbrook	NZL	M	132
Muswellbrook	PAK	F	7
Muswellbrook	PAK	M	4
Muswellbrook	PHL	F	87
Muswellbrook	PHL	M	40
Muswellbrook	PNG	F	8
Muswellbrook	PNG	M	3
Muswellbrook	POL	M	5
Muswellbrook	SGP	F	5
Muswellbrook	THA	F	38
Muswellbrook	THA	M	17
Muswellbrook	TWN	F	5
Muswellbrook	USA	F	12
Muswellbrook	USA	M	18
Muswellbrook	VNM	M	23
Muswellbrook	ZAF	F	22
Muswellbrook	ZAF	M	33
Muswellbrook	ZWE	F	15
Muswellbrook	ZWE	M	13
Nambucca Valley		F	1029
Nambucca Valley		M	1010
Nambucca Valley	AUS	F	8424
Nambucca Valley	AUS	M	8090
Nambucca Valley	BRA	F	4
Nambucca Valley	BRA	M	3
Nambucca Valley	CAN	F	16
Nambucca Valley	CAN	M	17
Nambucca Valley	CHL	F	4
Nambucca Valley	CHL	M	4
Nambucca Valley	CHN	F	14
Nambucca Valley	CHN	M	4
Nambucca Valley	DEU	F	53
Nambucca Valley	DEU	M	36
Nambucca Valley	EGY	F	7
Nambucca Valley	EGY	M	3
Nambucca Valley	FJI	F	16
Nambucca Valley	FJI	M	10
Nambucca Valley	FRA	F	17
Nambucca Valley	FRA	M	9
Nambucca Valley	GBR	F	394
Nambucca Valley	GBR	M	394
Nambucca Valley	GRC	M	7
Nambucca Valley	HKG	F	6
Nambucca Valley	HKG	M	7
Nambucca Valley	HRV	M	8
Nambucca Valley	IDN	F	7
Nambucca Valley	IDN	M	4
Nambucca Valley	IND	F	36
Nambucca Valley	IND	M	32
Nambucca Valley	IRL	F	17
Nambucca Valley	IRL	M	9
Nambucca Valley	ITA	F	13
Nambucca Valley	ITA	M	22
Nambucca Valley	JPN	F	7
Nambucca Valley	LBN	F	5
Nambucca Valley	LKA	F	3
Nambucca Valley	LKA	M	5
Nambucca Valley	MLT	F	3
Nambucca Valley	MLT	M	5
Nambucca Valley	MMR	F	3
Nambucca Valley	MYS	F	14
Nambucca Valley	MYS	M	9
Nambucca Valley	NLD	F	34
Nambucca Valley	NLD	M	29
Nambucca Valley	NPL	F	23
Nambucca Valley	NPL	M	22
Nambucca Valley	NZL	F	149
Nambucca Valley	NZL	M	104
Nambucca Valley	PHL	F	52
Nambucca Valley	PHL	M	4
Nambucca Valley	PNG	F	12
Nambucca Valley	PNG	M	9
Nambucca Valley	POL	F	5
Nambucca Valley	POL	M	4
Nambucca Valley	SGP	F	3
Nambucca Valley	SGP	M	3
Nambucca Valley	THA	F	29
Nambucca Valley	THA	M	7
Nambucca Valley	TUR	F	4
Nambucca Valley	TUR	M	4
Nambucca Valley	TWN	F	3
Nambucca Valley	USA	F	27
Nambucca Valley	USA	M	25
Nambucca Valley	VNM	F	5
Nambucca Valley	ZAF	F	34
Nambucca Valley	ZAF	M	24
Nambucca Valley	ZWE	F	6
Narrabri		F	715
Narrabri		M	804
Narrabri	AUS	F	5323
Narrabri	AUS	M	5343
Narrabri	BGD	M	3
Narrabri	CAN	F	5
Narrabri	CAN	M	3
Narrabri	CHN	F	10
Narrabri	CHN	M	11
Narrabri	DEU	F	13
Narrabri	DEU	M	11
Narrabri	FJI	M	3
Narrabri	FRA	F	5
Narrabri	FRA	M	3
Narrabri	GBR	F	54
Narrabri	GBR	M	54
Narrabri	IDN	F	3
Narrabri	IND	F	9
Narrabri	IND	M	9
Narrabri	IRL	F	3
Narrabri	IRL	M	5
Narrabri	KHM	F	3
Narrabri	KOR	F	5
Narrabri	KOR	M	7
Narrabri	LKA	F	11
Narrabri	LKA	M	9
Narrabri	MYS	M	4
Narrabri	NLD	F	8
Narrabri	NLD	M	10
Narrabri	NPL	F	7
Narrabri	NPL	M	9
Narrabri	NZL	F	37
Narrabri	NZL	M	39
Narrabri	PHL	F	44
Narrabri	PHL	M	23
Narrabri	PNG	F	5
Narrabri	PNG	M	4
Narrabri	THA	F	6
Narrabri	TWN	F	8
Narrabri	USA	F	15
Narrabri	USA	M	14
Narrabri	VNM	F	4
Narrabri	ZAF	F	13
Narrabri	ZAF	M	6
Narrabri	ZWE	F	5
Narrandera		F	299
Narrandera		M	312
Narrandera	AUS	F	2438
Narrandera	AUS	M	2366
Narrandera	CHL	M	4
Narrandera	CHN	F	3
Narrandera	CHN	M	5
Narrandera	DEU	F	3
Narrandera	DEU	M	5
Narrandera	EGY	M	3
Narrandera	FJI	M	5
Narrandera	GBR	F	34
Narrandera	GBR	M	40
Narrandera	IDN	F	7
Narrandera	IND	F	9
Narrandera	IND	M	10
Narrandera	ITA	F	4
Narrandera	ITA	M	4
Narrandera	LKA	F	3
Narrandera	LKA	M	8
Narrandera	MYS	F	5
Narrandera	NLD	M	9
Narrandera	NPL	F	5
Narrandera	NPL	M	7
Narrandera	NZL	F	27
Narrandera	NZL	M	22
Narrandera	PAK	M	8
Narrandera	PHL	F	12
Narrandera	PHL	M	9
Narrandera	THA	F	9
Narrandera	THA	M	4
Narrandera	ZAF	F	9
Narrandera	ZAF	M	8
Narromine		F	467
Narromine		M	470
Narromine	AUS	F	2560
Narromine	AUS	M	2628
Narromine	CAN	M	4
Narromine	CHN	F	3
Narromine	CHN	M	3
Narromine	DEU	F	9
Narromine	DEU	M	9
Narromine	FJI	M	3
Narromine	GBR	F	35
Narromine	GBR	M	38
Narromine	IND	F	5
Narromine	IND	M	13
Narromine	IRL	F	9
Narromine	ITA	M	4
Narromine	MYS	F	4
Narromine	NPL	M	3
Narromine	NZL	F	16
Narromine	NZL	M	9
Narromine	PHL	F	10
Narromine	PHL	M	7
Narromine	PNG	M	3
Narromine	THA	F	3
Narromine	USA	F	4
Narromine	USA	M	3
Narromine	ZAF	F	5
Narromine	ZAF	M	12
Narromine	ZWE	M	3
Newcastle		F	5373
Newcastle		M	5442
Newcastle	AFG	F	144
Newcastle	AFG	M	148
Newcastle	AUS	F	69534
Newcastle	AUS	M	66946
Newcastle	BGD	F	125
Newcastle	BGD	M	153
Newcastle	BIH	F	76
Newcastle	BIH	M	75
Newcastle	BRA	F	107
Newcastle	BRA	M	94
Newcastle	CAN	F	211
Newcastle	CAN	M	175
Newcastle	CHL	F	38
Newcastle	CHL	M	33
Newcastle	CHN	F	716
Newcastle	CHN	M	662
Newcastle	DEU	F	329
Newcastle	DEU	M	260
Newcastle	EGY	F	55
Newcastle	EGY	M	64
Newcastle	FJI	F	72
Newcastle	FJI	M	65
Newcastle	FRA	F	75
Newcastle	FRA	M	72
Newcastle	GBR	F	2127
Newcastle	GBR	M	2255
Newcastle	GRC	F	184
Newcastle	GRC	M	145
Newcastle	HKG	F	156
Newcastle	HKG	M	130
Newcastle	HRV	F	101
Newcastle	HRV	M	84
Newcastle	IDN	F	124
Newcastle	IDN	M	139
Newcastle	IND	F	797
Newcastle	IND	M	949
Newcastle	IRL	F	166
Newcastle	IRL	M	175
Newcastle	IRN	F	114
Newcastle	IRN	M	127
Newcastle	IRQ	F	34
Newcastle	IRQ	M	47
Newcastle	ITA	F	294
Newcastle	ITA	M	271
Newcastle	JPN	F	98
Newcastle	JPN	M	64
Newcastle	KHM	F	36
Newcastle	KHM	M	29
Newcastle	KOR	F	221
Newcastle	KOR	M	193
Newcastle	LBN	F	20
Newcastle	LBN	M	34
Newcastle	LKA	F	110
Newcastle	LKA	M	138
Newcastle	MKD	F	314
Newcastle	MKD	M	316
Newcastle	MLT	F	17
Newcastle	MLT	M	17
Newcastle	MMR	F	29
Newcastle	MMR	M	25
Newcastle	MUS	F	23
Newcastle	MUS	M	21
Newcastle	MYS	F	258
Newcastle	MYS	M	223
