LGA_NAME16	DwellingStructure	DwellingSubtype	NumberBedrooms.min	occupied_private_dwellings
Ravensthorpe	Separate house		0	4
Ravensthorpe	Separate house		1	36
Ravensthorpe	Separate house		2	111
Ravensthorpe	Separate house		3	318
Ravensthorpe	Separate house		4	214
Ravensthorpe	Separate house		5	33
Ravensthorpe	Separate house		6	3
Rockingham				15
Rockingham			1	6
Rockingham			2	6
Rockingham			3	5
Rockingham			4	25
Rockingham			5	4
Rockingham		1 storey		65
Rockingham		1 storey	0	4
Rockingham		1 storey	1	191
Rockingham		1 storey	2	943
Rockingham		1 storey	3	894
Rockingham		1 storey	4	51
Rockingham		2 storeys or more		8
Rockingham		2 storeys or more	0	3
Rockingham		2 storeys or more	1	54
Rockingham		2 storeys or more	2	228
Rockingham		2 storeys or more	3	254
Rockingham		2 storeys or more	4	35
Rockingham		2 storeys or more	5	5
Rockingham	(Other)			9
Rockingham	(Other)		0	25
Rockingham	(Other)		1	128
Rockingham	(Other)		2	100
Rockingham	(Other)		3	9
Rockingham	(Other)		4	7
Rockingham	Flat/apartment	1 or 2 storey block		39
Rockingham	Flat/apartment	1 or 2 storey block	1	114
Rockingham	Flat/apartment	1 or 2 storey block	2	635
Rockingham	Flat/apartment	1 or 2 storey block	3	236
Rockingham	Flat/apartment	1 or 2 storey block	4	24
Rockingham	Flat/apartment	3 storey block		4
Rockingham	Flat/apartment	3 storey block	1	24
Rockingham	Flat/apartment	3 storey block	2	149
Rockingham	Flat/apartment	3 storey block	3	9
Rockingham	Flat/apartment	4-8 storey block		3
Rockingham	Flat/apartment	4-8 storey block	1	48
Rockingham	Flat/apartment	4-8 storey block	2	163
Rockingham	Flat/apartment	4-8 storey block	3	61
Rockingham	Flat/apartment	9 or more storey block	2	15
Rockingham	Flat/apartment	9 or more storey block	3	14
Rockingham	Flat/apartment	Attached to a house	1	3
Rockingham	Flat/apartment	Attached to a house	2	5
Rockingham	Flat/apartment	Attached to a house	3	8
Rockingham	Flat/apartment	Attached to a house	4	14
Rockingham	Flat/apartment	Attached to a house	5	3
Rockingham	Separate house			528
Rockingham	Separate house		0	22
Rockingham	Separate house		1	207
Rockingham	Separate house		2	1370
Rockingham	Separate house		3	12743
Rockingham	Separate house		4	25891
Rockingham	Separate house		5	2645
Rockingham	Separate house		6	373
Sandstone	(Other)		1	5
Sandstone	Separate house		2	10
Sandstone	Separate house		3	17
Sandstone	Separate house		4	3
Serpentine-Jarrahdale			1	3
Serpentine-Jarrahdale			2	3
Serpentine-Jarrahdale			3	3
Serpentine-Jarrahdale			4	8
Serpentine-Jarrahdale		1 storey	1	10
Serpentine-Jarrahdale		1 storey	2	12
Serpentine-Jarrahdale		1 storey	3	48
Serpentine-Jarrahdale		1 storey	4	5
Serpentine-Jarrahdale	(Other)			9
Serpentine-Jarrahdale	(Other)		1	8
Serpentine-Jarrahdale	(Other)		2	48
Serpentine-Jarrahdale	(Other)		3	36
Serpentine-Jarrahdale	(Other)		4	4
Serpentine-Jarrahdale	(Other)		5	3
Serpentine-Jarrahdale	Flat/apartment	1 or 2 storey block	2	14
Serpentine-Jarrahdale	Flat/apartment	Attached to a house		3
Serpentine-Jarrahdale	Flat/apartment	Attached to a house	2	9
Serpentine-Jarrahdale	Flat/apartment	Attached to a house	3	3
Serpentine-Jarrahdale	Separate house			135
Serpentine-Jarrahdale	Separate house		0	13
Serpentine-Jarrahdale	Separate house		1	50
Serpentine-Jarrahdale	Separate house		2	283
Serpentine-Jarrahdale	Separate house		3	2286
Serpentine-Jarrahdale	Separate house		4	6188
Serpentine-Jarrahdale	Separate house		5	811
Serpentine-Jarrahdale	Separate house		6	208
Shark Bay		1 storey	1	11
Shark Bay		1 storey	2	4
Shark Bay		1 storey	3	3
Shark Bay		2 storeys or more	3	3
Shark Bay	(Other)			6
Shark Bay	(Other)		0	5
Shark Bay	(Other)		1	26
Shark Bay	(Other)		2	8
Shark Bay	(Other)		3	11
Shark Bay	(Other)		4	11
Shark Bay	Flat/apartment	1 or 2 storey block	3	4
Shark Bay	Separate house			12
Shark Bay	Separate house		1	15
Shark Bay	Separate house		2	43
Shark Bay	Separate house		3	138
Shark Bay	Separate house		4	54
Shark Bay	Separate house		5	3
Shark Bay	Separate house		6	3
South Perth				3
South Perth			1	3
South Perth			2	7
South Perth			3	6
South Perth		1 storey		34
South Perth		1 storey	0	4
South Perth		1 storey	1	127
South Perth		1 storey	2	1428
South Perth		1 storey	3	994
South Perth		1 storey	4	124
South Perth		1 storey	5	9
South Perth		2 storeys or more		39
South Perth		2 storeys or more	1	197
South Perth		2 storeys or more	2	930
South Perth		2 storeys or more	3	1937
South Perth		2 storeys or more	4	305
South Perth		2 storeys or more	5	35
South Perth		2 storeys or more	6	8
South Perth	Flat/apartment	1 or 2 storey block		5
South Perth	Flat/apartment	1 or 2 storey block	0	5
South Perth	Flat/apartment	1 or 2 storey block	1	135
South Perth	Flat/apartment	1 or 2 storey block	2	534
South Perth	Flat/apartment	1 or 2 storey block	3	177
South Perth	Flat/apartment	1 or 2 storey block	4	32
South Perth	Flat/apartment	1 or 2 storey block	5	3
South Perth	Flat/apartment	1 or 2 storey block	6	7
South Perth	Flat/apartment	3 storey block		4
South Perth	Flat/apartment	3 storey block	1	210
South Perth	Flat/apartment	3 storey block	2	474
South Perth	Flat/apartment	3 storey block	3	90
South Perth	Flat/apartment	3 storey block	4	5
South Perth	Flat/apartment	4-8 storey block		4
South Perth	Flat/apartment	4-8 storey block	1	139
South Perth	Flat/apartment	4-8 storey block	2	201
South Perth	Flat/apartment	4-8 storey block	3	232
South Perth	Flat/apartment	4-8 storey block	4	3
South Perth	Flat/apartment	9 or more storey block	1	79
South Perth	Flat/apartment	9 or more storey block	2	315
South Perth	Flat/apartment	9 or more storey block	3	117
South Perth	Flat/apartment	9 or more storey block	4	5
South Perth	Flat/apartment	9 or more storey block	5	3
South Perth	Separate house			66
South Perth	Separate house		0	5
South Perth	Separate house		1	65
South Perth	Separate house		2	803
South Perth	Separate house		3	3215
South Perth	Separate house		4	3580
South Perth	Separate house		5	829
South Perth	Separate house		6	150
Stirling				8
Stirling			1	7
Stirling			2	6
Stirling			3	20
Stirling			4	6
Stirling		1 storey		333
Stirling		1 storey	0	21
Stirling		1 storey	1	1174
Stirling		1 storey	2	7207
Stirling		1 storey	3	12540
Stirling		1 storey	4	718
Stirling		1 storey	5	62
Stirling		1 storey	6	20
Stirling		2 storeys or more		66
Stirling		2 storeys or more	0	10
Stirling		2 storeys or more	1	343
Stirling		2 storeys or more	2	1864
Stirling		2 storeys or more	3	3521
Stirling		2 storeys or more	4	945
Stirling		2 storeys or more	5	54
Stirling		2 storeys or more	6	7
Stirling	(Other)			3
Stirling	(Other)		0	11
Stirling	(Other)		1	31
Stirling	(Other)		2	8
Stirling	(Other)		3	10
Stirling	(Other)		4	11
Stirling	Flat/apartment	1 or 2 storey block		83
Stirling	Flat/apartment	1 or 2 storey block	0	21
Stirling	Flat/apartment	1 or 2 storey block	1	1154
Stirling	Flat/apartment	1 or 2 storey block	2	3578
Stirling	Flat/apartment	1 or 2 storey block	3	505
Stirling	Flat/apartment	1 or 2 storey block	4	23
Stirling	Flat/apartment	1 or 2 storey block	6	4
Stirling	Flat/apartment	3 storey block		32
Stirling	Flat/apartment	3 storey block	0	13
Stirling	Flat/apartment	3 storey block	1	548
Stirling	Flat/apartment	3 storey block	2	1450
Stirling	Flat/apartment	3 storey block	3	185
Stirling	Flat/apartment	4-8 storey block		23
Stirling	Flat/apartment	4-8 storey block	0	3
Stirling	Flat/apartment	4-8 storey block	1	247
Stirling	Flat/apartment	4-8 storey block	2	512
Stirling	Flat/apartment	4-8 storey block	3	162
Stirling	Flat/apartment	9 or more storey block		7
Stirling	Flat/apartment	9 or more storey block	1	44
Stirling	Flat/apartment	9 or more storey block	2	157
Stirling	Flat/apartment	9 or more storey block	3	98
Stirling	Flat/apartment	9 or more storey block	4	6
Stirling	Flat/apartment	Attached to a house		5
Stirling	Flat/apartment	Attached to a house	1	13
Stirling	Flat/apartment	Attached to a house	2	16
Stirling	Flat/apartment	Attached to a house	3	7
Stirling	Flat/apartment	Attached to a house	4	3
Stirling	Separate house			543
Stirling	Separate house		0	26
Stirling	Separate house		1	300
Stirling	Separate house		2	3067
Stirling	Separate house		3	24802
Stirling	Separate house		4	19493
Stirling	Separate house		5	3618
Stirling	Separate house		6	535
Subiaco		1 storey		5
Subiaco		1 storey	0	4
Subiaco		1 storey	1	37
Subiaco		1 storey	2	126
Subiaco		1 storey	3	118
Subiaco		1 storey	4	14
Subiaco		2 storeys or more		8
Subiaco		2 storeys or more	0	4
Subiaco		2 storeys or more	1	93
Subiaco		2 storeys or more	2	371
Subiaco		2 storeys or more	3	524
Subiaco		2 storeys or more	4	52
Subiaco	(Other)		1	5
Subiaco	(Other)		3	4
Subiaco	Flat/apartment	1 or 2 storey block		9
Subiaco	Flat/apartment	1 or 2 storey block	1	244
Subiaco	Flat/apartment	1 or 2 storey block	2	393
Subiaco	Flat/apartment	1 or 2 storey block	3	72
Subiaco	Flat/apartment	3 storey block		11
Subiaco	Flat/apartment	3 storey block	0	36
Subiaco	Flat/apartment	3 storey block	1	329
Subiaco	Flat/apartment	3 storey block	2	428
Subiaco	Flat/apartment	3 storey block	3	88
Subiaco	Flat/apartment	3 storey block	4	8
Subiaco	Flat/apartment	3 storey block	5	3
Subiaco	Flat/apartment	4-8 storey block		10
Subiaco	Flat/apartment	4-8 storey block	0	15
Subiaco	Flat/apartment	4-8 storey block	1	433
Subiaco	Flat/apartment	4-8 storey block	2	504
Subiaco	Flat/apartment	4-8 storey block	3	101
Subiaco	Flat/apartment	9 or more storey block	2	34
Subiaco	Separate house			11
Subiaco	Separate house		1	42
Subiaco	Separate house		2	517
Subiaco	Separate house		3	1602
Subiaco	Separate house		4	1021
Subiaco	Separate house		5	222
Subiaco	Separate house		6	27
Swan				12
Swan			0	4
Swan			1	10
Swan			2	8
Swan			3	25
Swan			4	16
Swan			6	4
Swan		1 storey		88
Swan		1 storey	0	6
Swan		1 storey	1	323
Swan		1 storey	2	1072
Swan		1 storey	3	2047
Swan		1 storey	4	183
Swan		1 storey	5	10
Swan		1 storey	6	5
Swan		2 storeys or more		15
Swan		2 storeys or more	1	77
Swan		2 storeys or more	2	365
Swan		2 storeys or more	3	378
Swan		2 storeys or more	4	43
Swan	(Other)			12
Swan	(Other)		0	27
Swan	(Other)		1	95
Swan	(Other)		2	82
Swan	(Other)		3	16
Swan	(Other)		4	6
Swan	Flat/apartment	1 or 2 storey block		12
Swan	Flat/apartment	1 or 2 storey block	1	87
Swan	Flat/apartment	1 or 2 storey block	2	189
Swan	Flat/apartment	1 or 2 storey block	3	73
Swan	Flat/apartment	1 or 2 storey block	4	3
Swan	Flat/apartment	3 storey block		3
Swan	Flat/apartment	3 storey block	1	62
Swan	Flat/apartment	3 storey block	2	265
Swan	Flat/apartment	3 storey block	3	19
Swan	Flat/apartment	4-8 storey block	1	24
Swan	Flat/apartment	4-8 storey block	2	64
Swan	Flat/apartment	4-8 storey block	3	8
Swan	Flat/apartment	9 or more storey block	1	14
Swan	Flat/apartment	9 or more storey block	2	33
Swan	Flat/apartment	9 or more storey block	3	3
Swan	Flat/apartment	Attached to a house		4
Swan	Flat/apartment	Attached to a house	1	19
Swan	Flat/apartment	Attached to a house	2	23
Swan	Flat/apartment	Attached to a house	3	10
Swan	Flat/apartment	Attached to a house	4	8
Swan	Flat/apartment	Attached to a house	5	6
Swan	Flat/apartment	Attached to a house	6	4
Swan	Separate house			556
Swan	Separate house		0	54
Swan	Separate house		1	207
Swan	Separate house		2	1632
Swan	Separate house		3	16555
Swan	Separate house		4	24588
Swan	Separate house		5	2697
Swan	Separate house		6	508
Tammin	Separate house			4
Tammin	Separate house		2	28
Tammin	Separate house		3	58
Tammin	Separate house		4	37
Tammin	Separate house		5	3
Tammin	Separate house		6	5
Three Springs			4	3
Three Springs		1 storey	1	3
Three Springs		1 storey	2	6
Three Springs	Separate house		1	9
Three Springs	Separate house		2	25
Three Springs	Separate house		3	84
Three Springs	Separate house		4	59
Three Springs	Separate house		5	10
Three Springs	Separate house		6	4
Toodyay				6
Toodyay			0	3
Toodyay			4	3
Toodyay		1 storey	3	5
Toodyay	(Other)			8
Toodyay	(Other)		1	5
Toodyay	(Other)		2	3
Toodyay	(Other)		4	3
Toodyay	Separate house			58
Toodyay	Separate house		0	10
Toodyay	Separate house		1	53
Toodyay	Separate house		2	247
Toodyay	Separate house		3	692
Toodyay	Separate house		4	490
Toodyay	Separate house		5	115
Toodyay	Separate house		6	42
Trayning		1 storey	2	3
Trayning	Separate house		1	4
Trayning	Separate house		2	21
Trayning	Separate house		3	60
Trayning	Separate house		4	29
Trayning	Separate house		5	3
Upper Gascoyne			3	9
Upper Gascoyne		1 storey	2	3
Upper Gascoyne	(Other)		2	4
Upper Gascoyne	Separate house		2	6
Upper Gascoyne	Separate house		3	22
Upper Gascoyne	Separate house		4	6
Victoria Park				4
Victoria Park			3	3
Victoria Park			4	4
Victoria Park		1 storey		31
Victoria Park		1 storey	0	26
Victoria Park		1 storey	1	231
Victoria Park		1 storey	2	606
Victoria Park		1 storey	3	1368
Victoria Park		1 storey	4	108
Victoria Park		1 storey	5	8
Victoria Park		1 storey	6	6
Victoria Park		2 storeys or more		31
Victoria Park		2 storeys or more	0	15
Victoria Park		2 storeys or more	1	138
Victoria Park		2 storeys or more	2	315
Victoria Park		2 storeys or more	3	744
Victoria Park		2 storeys or more	4	93
Victoria Park		2 storeys or more	5	4
Victoria Park	Flat/apartment	1 or 2 storey block		10
Victoria Park	Flat/apartment	1 or 2 storey block	0	7
Victoria Park	Flat/apartment	1 or 2 storey block	1	336
Victoria Park	Flat/apartment	1 or 2 storey block	2	252
Victoria Park	Flat/apartment	1 or 2 storey block	3	200
Victoria Park	Flat/apartment	1 or 2 storey block	4	61
Victoria Park	Flat/apartment	1 or 2 storey block	5	9
Victoria Park	Flat/apartment	1 or 2 storey block	6	3
Victoria Park	Flat/apartment	3 storey block		10
Victoria Park	Flat/apartment	3 storey block	0	10
Victoria Park	Flat/apartment	3 storey block	1	219
Victoria Park	Flat/apartment	3 storey block	2	410
Victoria Park	Flat/apartment	3 storey block	3	44
Victoria Park	Flat/apartment	4-8 storey block		11
Victoria Park	Flat/apartment	4-8 storey block	0	12
Victoria Park	Flat/apartment	4-8 storey block	1	490
Victoria Park	Flat/apartment	4-8 storey block	2	480
Victoria Park	Flat/apartment	4-8 storey block	3	73
Victoria Park	Flat/apartment	4-8 storey block	4	5
Victoria Park	Flat/apartment	9 or more storey block	1	76
Victoria Park	Flat/apartment	9 or more storey block	2	400
Victoria Park	Flat/apartment	9 or more storey block	3	118
Victoria Park	Flat/apartment	9 or more storey block	4	17
Victoria Park	Flat/apartment	9 or more storey block	6	3
Victoria Park	Separate house			73
Victoria Park	Separate house		0	11
Victoria Park	Separate house		1	137
Victoria Park	Separate house		2	1147
Victoria Park	Separate house		3	4499
Victoria Park	Separate house		4	2054
Victoria Park	Separate house		5	331
Victoria Park	Separate house		6	102
Victoria Plains		1 storey	3	3
Victoria Plains	(Other)		1	4
Victoria Plains	Separate house			6
Victoria Plains	Separate house		1	8
Victoria Plains	Separate house		2	37
Victoria Plains	Separate house		3	126
Victoria Plains	Separate house		4	80
Victoria Plains	Separate house		5	14
Victoria Plains	Separate house		6	3
Vincent				4
Vincent			1	5
Vincent			2	7
Vincent			3	3
Vincent		1 storey		14
Vincent		1 storey	0	6
Vincent		1 storey	1	158
Vincent		1 storey	2	582
Vincent		1 storey	3	555
Vincent		1 storey	4	98
Vincent		1 storey	5	8
Vincent		2 storeys or more		11
Vincent		2 storeys or more	1	137
Vincent		2 storeys or more	2	601
Vincent		2 storeys or more	3	1058
Vincent		2 storeys or more	4	151
Vincent		2 storeys or more	5	3
Vincent	(Other)		1	11
Vincent	(Other)		2	33
Vincent	(Other)		3	9
Vincent	(Other)		4	3
Vincent	Flat/apartment	1 or 2 storey block		10
Vincent	Flat/apartment	1 or 2 storey block	0	12
Vincent	Flat/apartment	1 or 2 storey block	1	327
Vincent	Flat/apartment	1 or 2 storey block	2	485
Vincent	Flat/apartment	1 or 2 storey block	3	118
Vincent	Flat/apartment	1 or 2 storey block	4	8
Vincent	Flat/apartment	1 or 2 storey block	6	3
Vincent	Flat/apartment	3 storey block		22
Vincent	Flat/apartment	3 storey block	0	39
Vincent	Flat/apartment	3 storey block	1	607
Vincent	Flat/apartment	3 storey block	2	849
Vincent	Flat/apartment	3 storey block	3	167
Vincent	Flat/apartment	3 storey block	4	9
Vincent	Flat/apartment	4-8 storey block		18
Vincent	Flat/apartment	4-8 storey block	0	48
Vincent	Flat/apartment	4-8 storey block	1	801
Vincent	Flat/apartment	4-8 storey block	2	907
Vincent	Flat/apartment	4-8 storey block	3	112
Vincent	Flat/apartment	9 or more storey block	1	3
Vincent	Flat/apartment	9 or more storey block	2	25
Vincent	Flat/apartment	Attached to a house	3	3
Vincent	Separate house			47
Vincent	Separate house		0	4
Vincent	Separate house		1	101
Vincent	Separate house		2	1358
Vincent	Separate house		3	3689
Vincent	Separate house		4	1861
Vincent	Separate house		5	309
Vincent	Separate house		6	54
Wagin		1 storey	1	10
Wagin		1 storey	2	23
Wagin	(Other)		3	5
Wagin	Separate house			12
Wagin	Separate house		1	6
Wagin	Separate house		2	103
Wagin	Separate house		3	305
Wagin	Separate house		4	173
Wagin	Separate house		5	36
Wagin	Separate house		6	10
Wandering	Separate house		1	5
Wandering	Separate house		2	23
Wandering	Separate house		3	67
Wandering	Separate house		4	72
Wandering	Separate house		5	10
Wanneroo				10
Wanneroo			0	3
Wanneroo			2	7
Wanneroo			3	15
Wanneroo			4	6
Wanneroo			6	3
Wanneroo		1 storey		111
Wanneroo		1 storey	0	6
Wanneroo		1 storey	1	342
Wanneroo		1 storey	2	1266
Wanneroo		1 storey	3	2393
Wanneroo		1 storey	4	228
Wanneroo		1 storey	5	16
Wanneroo		1 storey	6	8
Wanneroo		2 storeys or more		7
Wanneroo		2 storeys or more	1	47
Wanneroo		2 storeys or more	2	221
Wanneroo		2 storeys or more	3	379
Wanneroo		2 storeys or more	4	38
Wanneroo		2 storeys or more	5	3
Wanneroo	(Other)			17
Wanneroo	(Other)		0	20
Wanneroo	(Other)		1	65
Wanneroo	(Other)		2	58
Wanneroo	(Other)		3	11
Wanneroo	(Other)		4	14
Wanneroo	Flat/apartment	1 or 2 storey block	1	12
Wanneroo	Flat/apartment	1 or 2 storey block	2	51
Wanneroo	Flat/apartment	1 or 2 storey block	3	20
Wanneroo	Flat/apartment	3 storey block	1	47
Wanneroo	Flat/apartment	3 storey block	2	84
Wanneroo	Flat/apartment	3 storey block	3	12
Wanneroo	Flat/apartment	4-8 storey block	2	3
Wanneroo	Flat/apartment	Attached to a house	1	20
Wanneroo	Flat/apartment	Attached to a house	2	21
Wanneroo	Flat/apartment	Attached to a house	3	8
Wanneroo	Flat/apartment	Attached to a house	4	10
Wanneroo	Flat/apartment	Attached to a house	5	5
Wanneroo	Flat/apartment	Attached to a house	6	4
Wanneroo	Separate house			721
Wanneroo	Separate house		0	37
Wanneroo	Separate house		1	240
Wanneroo	Separate house		2	1922
Wanneroo	Separate house		3	20044
Wanneroo	Separate house		4	38125
Wanneroo	Separate house		5	3960
Wanneroo	Separate house		6	607
Waroona			3	6
Waroona		1 storey		10
Waroona		1 storey	1	10
Waroona		1 storey	2	49
Waroona		1 storey	3	21
Waroona		1 storey	4	6
Waroona	(Other)		0	4
Waroona	(Other)		1	14
Waroona	(Other)		2	4
Waroona	Separate house			26
Waroona	Separate house		0	8
Waroona	Separate house		1	26
Waroona	Separate house		2	160
Waroona	Separate house		3	525
Waroona	Separate house		4	587
Waroona	Separate house		5	92
Waroona	Separate house		6	24
West Arthur			3	5
West Arthur		1 storey	1	3
West Arthur		1 storey	2	3
West Arthur		1 storey	3	4
West Arthur	Separate house			4
West Arthur	Separate house		1	12
West Arthur	Separate house		2	32
West Arthur	Separate house		3	122
West Arthur	Separate house		4	93
West Arthur	Separate house		5	13
Westonia	Separate house		2	23
Westonia	Separate house		3	32
Westonia	Separate house		4	33
Westonia	Separate house		5	3
Westonia	Separate house		6	4
Wickepin	Separate house		1	3
Wickepin	Separate house		2	35
Wickepin	Separate house		3	93
Wickepin	Separate house		4	78
Wickepin	Separate house		5	13
Williams			3	4
Williams		1 storey	2	9
Williams	Separate house			4
Williams	Separate house		1	14
Williams	Separate house		2	28
Williams	Separate house		3	156
Williams	Separate house		4	106
Williams	Separate house		5	24
Williams	Separate house		6	6
Wiluna	Separate house			7
Wiluna	Separate house		1	6
Wiluna	Separate house		2	21
Wiluna	Separate house		3	37
Wiluna	Separate house		4	12
Wiluna	Separate house		6	3
Wongan-Ballidu		1 storey	1	12
Wongan-Ballidu		1 storey	2	4
Wongan-Ballidu		1 storey	3	5
Wongan-Ballidu	(Other)			3
Wongan-Ballidu	(Other)		1	3
Wongan-Ballidu	Separate house			4
Wongan-Ballidu	Separate house		1	10
Wongan-Ballidu	Separate house		2	57
Wongan-Ballidu	Separate house		3	234
Wongan-Ballidu	Separate house		4	148
Wongan-Ballidu	Separate house		5	30
Wongan-Ballidu	Separate house		6	6
Woodanilling	Separate house		0	4
Woodanilling	Separate house		1	3
Woodanilling	Separate house		2	23
Woodanilling	Separate house		3	65
Woodanilling	Separate house		4	46
Woodanilling	Separate house		5	12
Woodanilling	Separate house		6	9
Wyalkatchem		1 storey	3	6
Wyalkatchem	Separate house			3
Wyalkatchem	Separate house		1	6
Wyalkatchem	Separate house		2	28
Wyalkatchem	Separate house		3	116
Wyalkatchem	Separate house		4	47
Wyndham-East Kimberley				8
Wyndham-East Kimberley			1	8
Wyndham-East Kimberley			2	15
Wyndham-East Kimberley			3	11
Wyndham-East Kimberley			4	18
Wyndham-East Kimberley			5	4
Wyndham-East Kimberley			6	5
Wyndham-East Kimberley		1 storey		3
Wyndham-East Kimberley		1 storey	0	3
Wyndham-East Kimberley		1 storey	1	36
Wyndham-East Kimberley		1 storey	2	79
Wyndham-East Kimberley		1 storey	3	76
Wyndham-East Kimberley		1 storey	4	12
Wyndham-East Kimberley		2 storeys or more	1	5
Wyndham-East Kimberley		2 storeys or more	2	4
Wyndham-East Kimberley		2 storeys or more	3	19
Wyndham-East Kimberley		2 storeys or more	4	5
Wyndham-East Kimberley	(Other)			58
Wyndham-East Kimberley	(Other)		0	27
Wyndham-East Kimberley	(Other)		1	87
Wyndham-East Kimberley	(Other)		2	34
Wyndham-East Kimberley	(Other)		3	22
Wyndham-East Kimberley	(Other)		4	8
Wyndham-East Kimberley	(Other)		6	6
Wyndham-East Kimberley	Flat/apartment	1 or 2 storey block		4
Wyndham-East Kimberley	Flat/apartment	1 or 2 storey block	1	14
Wyndham-East Kimberley	Flat/apartment	1 or 2 storey block	2	57
Wyndham-East Kimberley	Flat/apartment	1 or 2 storey block	3	43
Wyndham-East Kimberley	Separate house			35
Wyndham-East Kimberley	Separate house		0	9
Wyndham-East Kimberley	Separate house		1	61
Wyndham-East Kimberley	Separate house		2	178
Wyndham-East Kimberley	Separate house		3	696
Wyndham-East Kimberley	Separate house		4	410
Wyndham-East Kimberley	Separate house		5	46
Wyndham-East Kimberley	Separate house		6	10
Yalgoo				5
Yalgoo			3	6
Yalgoo	Separate house		2	12
Yalgoo	Separate house		3	8
Yalgoo	Separate house		4	6
Yilgarn		1 storey	1	13
Yilgarn		1 storey	2	3
Yilgarn		1 storey	3	10
Yilgarn	(Other)		1	3
Yilgarn	Separate house			7
Yilgarn	Separate house		0	3
Yilgarn	Separate house		1	10
Yilgarn	Separate house		2	34
Yilgarn	Separate house		3	164
Yilgarn	Separate house		4	108
Yilgarn	Separate house		5	12
Yilgarn	Separate house		6	9
York			1	4
York			2	4
York			3	4
York			4	6
York		1 storey	1	8
York		1 storey	2	20
York		1 storey	3	6
York	(Other)			3
York	(Other)		0	4
York	(Other)		2	3
York	Flat/apartment	1 or 2 storey block	2	5
York	Flat/apartment	1 or 2 storey block	4	3
York	Separate house			22
York	Separate house		0	8
York	Separate house		1	38
York	Separate house		2	229
York	Separate house		3	577
York	Separate house		4	377
York	Separate house		5	73
York	Separate house		6	22
Break O'Day			1	3
Break O'Day			3	3
Break O'Day			6	3
Break O'Day		1 storey	1	22
Break O'Day		1 storey	2	20
Break O'Day		1 storey	3	7
Break O'Day		2 storeys or more	3	23
Break O'Day		2 storeys or more	4	10
Break O'Day	(Other)		0	15
Break O'Day	(Other)		1	31
Break O'Day	(Other)		2	6
Break O'Day	(Other)		3	9
Break O'Day	(Other)		4	3
Break O'Day	Flat/apartment	1 or 2 storey block	1	13
Break O'Day	Flat/apartment	1 or 2 storey block	2	63
Break O'Day	Flat/apartment	1 or 2 storey block	3	9
Break O'Day	Separate house			56
Break O'Day	Separate house		0	36
Break O'Day	Separate house		1	152
Break O'Day	Separate house		2	659
Break O'Day	Separate house		3	1374
Break O'Day	Separate house		4	386
Break O'Day	Separate house		5	67
Break O'Day	Separate house		6	17
Brighton			3	3
Brighton			4	4
Brighton		1 storey		3
Brighton		1 storey	1	8
Brighton		1 storey	2	66
Brighton		1 storey	3	15
Brighton		1 storey	4	5
Brighton		2 storeys or more	2	18
Brighton		2 storeys or more	3	8
Brighton	Flat/apartment	1 or 2 storey block		7
Brighton	Flat/apartment	1 or 2 storey block	1	56
Brighton	Flat/apartment	1 or 2 storey block	2	462
Brighton	Flat/apartment	1 or 2 storey block	3	108
Brighton	Flat/apartment	1 or 2 storey block	4	7
Brighton	Flat/apartment	Attached to a house	1	3
Brighton	Flat/apartment	Attached to a house	2	5
Brighton	Separate house			111
Brighton	Separate house		0	9
Brighton	Separate house		1	58
Brighton	Separate house		2	623
Brighton	Separate house		3	3874
Brighton	Separate house		4	1167
Brighton	Separate house		5	210
Brighton	Separate house		6	47
Burnie			3	3
Burnie		1 storey		16
Burnie		1 storey	0	4
Burnie		1 storey	1	149
Burnie		1 storey	2	271
Burnie		1 storey	3	36
Burnie		1 storey	4	5
Burnie		1 storey	5	4
Burnie		2 storeys or more		6
Burnie		2 storeys or more	0	5
Burnie		2 storeys or more	1	20
Burnie		2 storeys or more	2	102
Burnie		2 storeys or more	3	21
Burnie		2 storeys or more	5	4
Burnie	(Other)		0	5
Burnie	(Other)		1	7
Burnie	(Other)		3	7
Burnie	Flat/apartment	1 or 2 storey block	0	8
Burnie	Flat/apartment	1 or 2 storey block	1	15
Burnie	Flat/apartment	1 or 2 storey block	2	24
Burnie	Flat/apartment	1 or 2 storey block	3	4
Burnie	Flat/apartment	3 storey block	0	17
Burnie	Flat/apartment	3 storey block	1	21
Burnie	Flat/apartment	3 storey block	2	5
Burnie	Flat/apartment	4-8 storey block	1	12
Burnie	Flat/apartment	4-8 storey block	2	19
Burnie	Flat/apartment	4-8 storey block	3	11
Burnie	Separate house			101
Burnie	Separate house		0	6
Burnie	Separate house		1	85
Burnie	Separate house		2	1018
Burnie	Separate house		3	4408
Burnie	Separate house		4	1403
Burnie	Separate house		5	243
Burnie	Separate house		6	46
Central Coast (Tas.)				6
Central Coast (Tas.)			1	5
Central Coast (Tas.)			4	3
Central Coast (Tas.)		1 storey		22
Central Coast (Tas.)		1 storey	1	202
Central Coast (Tas.)		1 storey	2	410
Central Coast (Tas.)		1 storey	3	43
Central Coast (Tas.)		1 storey	4	4
Central Coast (Tas.)		2 storeys or more	2	20
Central Coast (Tas.)	(Other)			28
Central Coast (Tas.)	(Other)		0	15
Central Coast (Tas.)	(Other)		1	55
Central Coast (Tas.)	(Other)		2	23
Central Coast (Tas.)	(Other)		3	17
Central Coast (Tas.)	Flat/apartment	1 or 2 storey block	1	6
