LGA_NAME16	BornAust	Sex	persons
Hobart	0	M	7647
Hobart	1	F	19034
Hobart	1	M	18038
Huon Valley	0	F	1359
Huon Valley	0	M	1368
Huon Valley	1	F	7094
Huon Valley	1	M	7033
Kentish	0	F	398
Kentish	0	M	399
Kentish	1	F	2563
Kentish	1	M	2696
King Island	0	F	113
King Island	0	M	97
King Island	1	F	578
King Island	1	M	661
Kingborough	0	F	4491
Kingborough	0	M	4015
Kingborough	1	F	15496
Kingborough	1	M	14758
Latrobe (Tas.)	0	F	669
Latrobe (Tas.)	0	M	603
Latrobe (Tas.)	1	F	5365
Latrobe (Tas.)	1	M	5063
Launceston	0	F	5647
Launceston	0	M	5661
Launceston	1	F	28407
Launceston	1	M	26601
Meander Valley	0	F	1255
Meander Valley	0	M	1182
Meander Valley	1	F	8761
Meander Valley	1	M	8412
Northern Midlands	0	F	639
Northern Midlands	0	M	618
Northern Midlands	1	F	5885
Northern Midlands	1	M	5732
Sorell	0	F	903
Sorell	0	M	815
Sorell	1	F	7041
Sorell	1	M	6856
Southern Midlands	0	F	206
Southern Midlands	0	M	196
Southern Midlands	1	F	2728
Southern Midlands	1	M	2933
Tasman	0	F	170
Tasman	0	M	169
Tasman	1	F	949
Tasman	1	M	1040
Waratah-Wynyard	0	F	785
Waratah-Wynyard	0	M	621
Waratah-Wynyard	1	F	6098
Waratah-Wynyard	1	M	5836
West Coast	0	F	230
West Coast	0	M	238
West Coast	1	F	1591
West Coast	1	M	1714
West Tamar	0	F	2004
West Tamar	0	M	1865
West Tamar	1	F	10176
West Tamar	1	M	9877
No usual address (Tas.)	0	F	82
No usual address (Tas.)	0	M	76
No usual address (Tas.)	1	F	428
No usual address (Tas.)	1	M	551
Migratory - Offshore - Shipping (Tas.)	1	M	9
Alice Springs	0	F	3456
Alice Springs	0	M	3338
Alice Springs	1	F	8962
Alice Springs	1	M	8422
Barkly	0	F	284
Barkly	0	M	285
Barkly	1	F	2646
Barkly	1	M	2652
Belyuen	1	F	77
Belyuen	1	M	74
Central Desert	0	F	64
Central Desert	0	M	68
Central Desert	1	F	1635
Central Desert	1	M	1565
Coomalie	0	F	90
Coomalie	0	M	83
Coomalie	1	F	376
Coomalie	1	M	406
Darwin	0	F	14269
Darwin	0	M	13258
Darwin	1	F	23072
Darwin	1	M	23605
Darwin Waterfront Precinct	0	F	56
Darwin Waterfront Precinct	0	M	52
Darwin Waterfront Precinct	1	F	63
Darwin Waterfront Precinct	1	M	104
East Arnhem	0	F	89
East Arnhem	0	M	93
East Arnhem	1	F	4180
East Arnhem	1	M	4061
Katherine	0	F	736
Katherine	0	M	731
Katherine	1	F	3328
Katherine	1	M	3490
Litchfield	0	F	1493
Litchfield	0	M	1304
Litchfield	1	F	7255
Litchfield	1	M	9227
MacDonnell	0	F	86
MacDonnell	0	M	87
MacDonnell	1	F	2471
MacDonnell	1	M	2849
Palmerston	0	F	4502
Palmerston	0	M	3744
Palmerston	1	F	12784
Palmerston	1	M	12961
Roper Gulf	0	F	108
Roper Gulf	0	M	129
Roper Gulf	1	F	2820
Roper Gulf	1	M	2732
Tiwi Islands	0	F	24
Tiwi Islands	0	M	33
Tiwi Islands	1	F	1098
Tiwi Islands	1	M	1060
Victoria Daly	0	F	70
Victoria Daly	0	M	58
Victoria Daly	1	F	1175
Victoria Daly	1	M	1212
Wagait	0	F	34
Wagait	0	M	43
Wagait	1	F	141
Wagait	1	M	158
West Arnhem	0	F	149
West Arnhem	0	M	118
West Arnhem	1	F	2800
West Arnhem	1	M	2920
West Daly	0	F	21
West Daly	0	M	28
West Daly	1	F	1411
West Daly	1	M	1416
Unincorporated NT	0	F	632
Unincorporated NT	0	M	606
Unincorporated NT	1	F	1964
Unincorporated NT	1	M	2242
No usual address (NT)	0	F	250
No usual address (NT)	0	M	243
No usual address (NT)	1	F	1001
No usual address (NT)	1	M	1102
Migratory - Offshore - Shipping (NT)	0	M	23
Migratory - Offshore - Shipping (NT)	1	F	8
Migratory - Offshore - Shipping (NT)	1	M	45
Unincorporated ACT	0	F	67579
Unincorporated ACT	0	M	62957
Unincorporated ACT	1	F	154157
Unincorporated ACT	1	M	152375
No usual address (ACT)	0	F	62
No usual address (ACT)	0	M	56
No usual address (ACT)	1	F	176
No usual address (ACT)	1	M	201
Unincorp. Other Territories	0	F	333
Unincorp. Other Territories	0	M	256
Unincorp. Other Territories	1	F	792
Unincorp. Other Territories	1	M	761
No usual address (OT)	1	F	4
No usual address (OT)	1	M	10
