LGA_NAME21	Age	ProvidedUnpaidDisabilityAssistance	Sex	adults
Pormpuraaw	15-19		M	5
Pormpuraaw	15-19	0	F	11
Pormpuraaw	15-19	0	M	19
Pormpuraaw	15-19	1	F	9
Pormpuraaw	15-19	1	M	7
Pormpuraaw	20-24		F	3
Pormpuraaw	20-24		M	12
Pormpuraaw	20-24	0	F	11
Pormpuraaw	20-24	0	M	14
Pormpuraaw	20-24	1	F	4
Pormpuraaw	25-34		F	12
Pormpuraaw	25-34		M	9
Pormpuraaw	25-34	0	F	26
Pormpuraaw	25-34	0	M	21
Pormpuraaw	25-34	1	F	7
Pormpuraaw	25-34	1	M	4
Pormpuraaw	35-44		F	3
Pormpuraaw	35-44		M	5
Pormpuraaw	35-44	0	F	34
Pormpuraaw	35-44	0	M	28
Pormpuraaw	35-44	1	F	21
Pormpuraaw	35-44	1	M	10
Pormpuraaw	45-54		F	8
Pormpuraaw	45-54		M	6
Pormpuraaw	45-54	0	F	26
Pormpuraaw	45-54	0	M	32
Pormpuraaw	45-54	1	F	6
Pormpuraaw	45-54	1	M	17
Pormpuraaw	55-64		F	3
Pormpuraaw	55-64		M	3
Pormpuraaw	55-64	0	F	18
Pormpuraaw	55-64	0	M	20
Pormpuraaw	55-64	1	F	8
Pormpuraaw	55-64	1	M	4
Pormpuraaw	65-74		F	5
Pormpuraaw	65-74	0	F	8
Pormpuraaw	65-74	0	M	14
Pormpuraaw	65-74	1	F	4
Pormpuraaw	65-74	1	M	6
Pormpuraaw	75-84	0	F	3
Pormpuraaw	75-84	0	M	4
Quilpie	15-19	0	F	12
Quilpie	15-19	0	M	13
Quilpie	20-24	0	F	13
Quilpie	20-24	0	M	22
Quilpie	25-34		F	7
Quilpie	25-34		M	3
Quilpie	25-34	0	F	56
Quilpie	25-34	0	M	40
Quilpie	25-34	1	F	3
Quilpie	25-34	1	M	3
Quilpie	35-44		M	7
Quilpie	35-44	0	F	23
Quilpie	35-44	0	M	34
Quilpie	35-44	1	F	5
Quilpie	45-54		F	3
Quilpie	45-54		M	8
Quilpie	45-54	0	F	38
Quilpie	45-54	0	M	38
Quilpie	45-54	1	F	5
Quilpie	45-54	1	M	3
Quilpie	55-64		M	3
Quilpie	55-64	0	F	48
Quilpie	55-64	0	M	60
Quilpie	55-64	1	F	3
Quilpie	55-64	1	M	6
Quilpie	65-74		F	6
Quilpie	65-74		M	3
Quilpie	65-74	0	F	26
Quilpie	65-74	0	M	31
Quilpie	65-74	1	F	4
Quilpie	65-74	1	M	4
Quilpie	75-84	0	F	7
Quilpie	75-84	0	M	15
Quilpie	85+	0	F	4
Redland	15-19		F	197
Redland	15-19		M	189
Redland	15-19	0	F	4413
Redland	15-19	0	M	4855
Redland	15-19	1	F	216
Redland	15-19	1	M	234
Redland	20-24		F	170
Redland	20-24		M	199
Redland	20-24	0	F	3387
Redland	20-24	0	M	3961
Redland	20-24	1	F	245
Redland	20-24	1	M	228
Redland	25-34		F	355
Redland	25-34		M	379
Redland	25-34	0	F	7101
Redland	25-34	0	M	6928
Redland	25-34	1	F	835
Redland	25-34	1	M	491
Redland	35-44		F	389
Redland	35-44		M	400
Redland	35-44	0	F	8135
Redland	35-44	0	M	8036
Redland	35-44	1	F	1695
Redland	35-44	1	M	893
Redland	45-54		F	395
Redland	45-54		M	472
Redland	45-54	0	F	8783
Redland	45-54	0	M	8642
Redland	45-54	1	F	2266
Redland	45-54	1	M	1217
Redland	55-64		F	387
Redland	55-64		M	431
Redland	55-64	0	F	8494
Redland	55-64	0	M	8451
Redland	55-64	1	F	2555
Redland	55-64	1	M	1537
Redland	65-74		F	407
Redland	65-74		M	416
Redland	65-74	0	F	7866
Redland	65-74	0	M	7486
Redland	65-74	1	F	1688
Redland	65-74	1	M	1184
Redland	75-84		F	439
Redland	75-84		M	336
Redland	75-84	0	F	4412
Redland	75-84	0	M	4007
Redland	75-84	1	F	671
Redland	75-84	1	M	584
Redland	85+		F	547
Redland	85+		M	253
Redland	85+	0	F	1693
Redland	85+	0	M	1078
Redland	85+	1	F	84
Redland	85+	1	M	146
Richmond	15-19		M	9
Richmond	15-19	0	F	5
Richmond	15-19	0	M	5
Richmond	20-24		M	3
Richmond	20-24	0	F	20
Richmond	20-24	0	M	23
Richmond	25-34		F	10
Richmond	25-34		M	16
Richmond	25-34	0	F	51
Richmond	25-34	0	M	42
Richmond	25-34	1	F	3
Richmond	35-44		F	7
Richmond	35-44		M	6
Richmond	35-44	0	F	28
Richmond	35-44	0	M	33
Richmond	35-44	1	M	3
Richmond	45-54		F	11
Richmond	45-54		M	7
Richmond	45-54	0	F	24
Richmond	45-54	0	M	40
Richmond	45-54	1	F	8
Richmond	55-64		F	5
Richmond	55-64		M	9
Richmond	55-64	0	F	38
Richmond	55-64	0	M	42
Richmond	55-64	1	F	14
Richmond	55-64	1	M	9
Richmond	65-74		F	8
Richmond	65-74		M	7
Richmond	65-74	0	F	24
Richmond	65-74	0	M	27
Richmond	65-74	1	M	5
Richmond	75-84		M	7
Richmond	75-84	0	F	13
Richmond	75-84	0	M	13
Richmond	85+		F	3
Rockhampton	15-19		F	226
Rockhampton	15-19		M	249
Rockhampton	15-19	0	F	2212
Rockhampton	15-19	0	M	2405
Rockhampton	15-19	1	F	135
Rockhampton	15-19	1	M	136
Rockhampton	20-24		F	227
Rockhampton	20-24		M	265
Rockhampton	20-24	0	F	2237
Rockhampton	20-24	0	M	2212
Rockhampton	20-24	1	F	158
Rockhampton	20-24	1	M	116
Rockhampton	25-34		F	438
Rockhampton	25-34		M	616
Rockhampton	25-34	0	F	4654
Rockhampton	25-34	0	M	4510
Rockhampton	25-34	1	F	585
Rockhampton	25-34	1	M	332
Rockhampton	35-44		F	394
Rockhampton	35-44		M	627
Rockhampton	35-44	0	F	3926
Rockhampton	35-44	0	M	4069
Rockhampton	35-44	1	F	908
Rockhampton	35-44	1	M	466
Rockhampton	45-54		F	331
Rockhampton	45-54		M	544
Rockhampton	45-54	0	F	3640
Rockhampton	45-54	0	M	3644
Rockhampton	45-54	1	F	993
Rockhampton	45-54	1	M	561
Rockhampton	55-64		F	290
Rockhampton	55-64		M	437
Rockhampton	55-64	0	F	3597
Rockhampton	55-64	0	M	3724
Rockhampton	55-64	1	F	1123
Rockhampton	55-64	1	M	689
Rockhampton	65-74		F	255
Rockhampton	65-74		M	294
Rockhampton	65-74	0	F	2877
Rockhampton	65-74	0	M	3041
Rockhampton	65-74	1	F	604
Rockhampton	65-74	1	M	435
Rockhampton	75-84		F	247
Rockhampton	75-84		M	197
Rockhampton	75-84	0	F	1882
Rockhampton	75-84	0	M	1525
Rockhampton	75-84	1	F	270
Rockhampton	75-84	1	M	232
Rockhampton	85+		F	196
Rockhampton	85+		M	121
Rockhampton	85+	0	F	836
Rockhampton	85+	0	M	510
Rockhampton	85+	1	F	48
Rockhampton	85+	1	M	72
Scenic Rim	15-19		F	117
Scenic Rim	15-19		M	137
Scenic Rim	15-19	0	F	1109
Scenic Rim	15-19	0	M	1125
Scenic Rim	15-19	1	F	76
Scenic Rim	15-19	1	M	52
Scenic Rim	20-24		F	58
Scenic Rim	20-24		M	76
Scenic Rim	20-24	0	F	697
Scenic Rim	20-24	0	M	760
Scenic Rim	20-24	1	F	74
Scenic Rim	20-24	1	M	51
Scenic Rim	25-34		F	175
Scenic Rim	25-34		M	228
Scenic Rim	25-34	0	F	1567
Scenic Rim	25-34	0	M	1527
Scenic Rim	25-34	1	F	233
Scenic Rim	25-34	1	M	130
Scenic Rim	35-44		F	184
Scenic Rim	35-44		M	272
Scenic Rim	35-44	0	F	1933
Scenic Rim	35-44	0	M	1861
Scenic Rim	35-44	1	F	478
Scenic Rim	35-44	1	M	244
Scenic Rim	45-54		F	219
Scenic Rim	45-54		M	273
Scenic Rim	45-54	0	F	2295
Scenic Rim	45-54	0	M	2293
Scenic Rim	45-54	1	F	648
Scenic Rim	45-54	1	M	397
Scenic Rim	55-64		F	191
Scenic Rim	55-64		M	225
Scenic Rim	55-64	0	F	2367
Scenic Rim	55-64	0	M	2460
Scenic Rim	55-64	1	F	729
Scenic Rim	55-64	1	M	446
Scenic Rim	65-74		F	173
Scenic Rim	65-74		M	183
Scenic Rim	65-74	0	F	2161
Scenic Rim	65-74	0	M	2342
Scenic Rim	65-74	1	F	507
Scenic Rim	65-74	1	M	352
Scenic Rim	75-84		F	154
Scenic Rim	75-84		M	147
Scenic Rim	75-84	0	F	1169
Scenic Rim	75-84	0	M	1216
Scenic Rim	75-84	1	F	183
Scenic Rim	75-84	1	M	168
Scenic Rim	85+		F	97
Scenic Rim	85+		M	69
Scenic Rim	85+	0	F	433
Scenic Rim	85+	0	M	297
Scenic Rim	85+	1	F	30
Scenic Rim	85+	1	M	47
Somerset	15-19		F	70
Somerset	15-19		M	80
Somerset	15-19	0	F	618
Somerset	15-19	0	M	623
Somerset	15-19	1	F	59
Somerset	15-19	1	M	47
Somerset	20-24		F	35
Somerset	20-24		M	54
Somerset	20-24	0	F	406
Somerset	20-24	0	M	471
Somerset	20-24	1	F	31
Somerset	20-24	1	M	48
Somerset	25-34		F	84
Somerset	25-34		M	109
Somerset	25-34	0	F	983
Somerset	25-34	0	M	1001
Somerset	25-34	1	F	180
Somerset	25-34	1	M	86
Somerset	35-44		F	114
Somerset	35-44		M	130
Somerset	35-44	0	F	1071
Somerset	35-44	0	M	1151
Somerset	35-44	1	F	269
Somerset	35-44	1	M	174
Somerset	45-54		F	139
Somerset	45-54		M	146
Somerset	45-54	0	F	1252
Somerset	45-54	0	M	1285
Somerset	45-54	1	F	375
Somerset	45-54	1	M	218
Somerset	55-64		F	112
Somerset	55-64		M	138
Somerset	55-64	0	F	1339
Somerset	55-64	0	M	1477
Somerset	55-64	1	F	445
Somerset	55-64	1	M	247
Somerset	65-74		F	107
Somerset	65-74		M	123
Somerset	65-74	0	F	1205
Somerset	65-74	0	M	1434
Somerset	65-74	1	F	292
Somerset	65-74	1	M	225
Somerset	75-84		F	100
Somerset	75-84		M	87
Somerset	75-84	0	F	602
Somerset	75-84	0	M	693
Somerset	75-84	1	F	77
Somerset	75-84	1	M	87
Somerset	85+		F	33
Somerset	85+		M	23
Somerset	85+	0	F	160
Somerset	85+	0	M	111
Somerset	85+	1	F	7
Somerset	85+	1	M	13
South Burnett	15-19		F	106
South Burnett	15-19		M	124
South Burnett	15-19	0	F	726
South Burnett	15-19	0	M	782
South Burnett	15-19	1	F	48
South Burnett	15-19	1	M	62
South Burnett	20-24		F	78
South Burnett	20-24		M	82
South Burnett	20-24	0	F	617
South Burnett	20-24	0	M	619
South Burnett	20-24	1	F	66
South Burnett	20-24	1	M	62
South Burnett	25-34		F	169
South Burnett	25-34		M	177
South Burnett	25-34	0	F	1242
South Burnett	25-34	0	M	1278
South Burnett	25-34	1	F	216
South Burnett	25-34	1	M	118
South Burnett	35-44		F	156
South Burnett	35-44		M	157
South Burnett	35-44	0	F	1116
South Burnett	35-44	0	M	1154
South Burnett	35-44	1	F	357
South Burnett	35-44	1	M	195
South Burnett	45-54		F	191
South Burnett	45-54		M	201
South Burnett	45-54	0	F	1426
South Burnett	45-54	0	M	1458
South Burnett	45-54	1	F	475
South Burnett	45-54	1	M	287
South Burnett	55-64		F	225
South Burnett	55-64		M	243
South Burnett	55-64	0	F	1747
South Burnett	55-64	0	M	1799
South Burnett	55-64	1	F	559
South Burnett	55-64	1	M	340
South Burnett	65-74		F	261
South Burnett	65-74		M	261
South Burnett	65-74	0	F	1891
South Burnett	65-74	0	M	1984
South Burnett	65-74	1	F	407
South Burnett	65-74	1	M	353
South Burnett	75-84		F	128
South Burnett	75-84		M	155
South Burnett	75-84	0	F	1005
South Burnett	75-84	0	M	1118
South Burnett	75-84	1	F	162
South Burnett	75-84	1	M	163
South Burnett	85+		F	73
South Burnett	85+		M	38
South Burnett	85+	0	F	371
South Burnett	85+	0	M	277
South Burnett	85+	1	F	25
South Burnett	85+	1	M	25
Southern Downs	15-19		F	92
Southern Downs	15-19		M	104
Southern Downs	15-19	0	F	863
Southern Downs	15-19	0	M	877
Southern Downs	15-19	1	F	64
Southern Downs	15-19	1	M	57
Southern Downs	20-24		F	66
Southern Downs	20-24		M	75
Southern Downs	20-24	0	F	607
Southern Downs	20-24	0	M	732
Southern Downs	20-24	1	F	57
Southern Downs	20-24	1	M	60
Southern Downs	25-34		F	149
Southern Downs	25-34		M	175
Southern Downs	25-34	0	F	1414
Southern Downs	25-34	0	M	1428
Southern Downs	25-34	1	F	192
Southern Downs	25-34	1	M	103
Southern Downs	35-44		F	153
Southern Downs	35-44		M	125
Southern Downs	35-44	0	F	1366
Southern Downs	35-44	0	M	1319
Southern Downs	35-44	1	F	335
Southern Downs	35-44	1	M	194
Southern Downs	45-54		F	189
Southern Downs	45-54		M	195
Southern Downs	45-54	0	F	1639
Southern Downs	45-54	0	M	1604
Southern Downs	45-54	1	F	536
Southern Downs	45-54	1	M	315
Southern Downs	55-64		F	198
Southern Downs	55-64		M	208
Southern Downs	55-64	0	F	2019
Southern Downs	55-64	0	M	1963
Southern Downs	55-64	1	F	604
Southern Downs	55-64	1	M	418
Southern Downs	65-74		F	221
Southern Downs	65-74		M	231
Southern Downs	65-74	0	F	2086
Southern Downs	65-74	0	M	2180
Southern Downs	65-74	1	F	432
Southern Downs	65-74	1	M	326
Southern Downs	75-84		F	162
Southern Downs	75-84		M	158
Southern Downs	75-84	0	F	1222
Southern Downs	75-84	0	M	1185
Southern Downs	75-84	1	F	171
Southern Downs	75-84	1	M	167
Southern Downs	85+		F	70
Southern Downs	85+		M	58
Southern Downs	85+	0	F	484
Southern Downs	85+	0	M	314
Southern Downs	85+	1	F	28
Southern Downs	85+	1	M	44
Sunshine Coast	15-19		F	565
Sunshine Coast	15-19		M	570
Sunshine Coast	15-19	0	F	8914
Sunshine Coast	15-19	0	M	9182
Sunshine Coast	15-19	1	F	428
Sunshine Coast	15-19	1	M	416
Sunshine Coast	20-24		F	553
Sunshine Coast	20-24		M	585
Sunshine Coast	20-24	0	F	7831
Sunshine Coast	20-24	0	M	7479
Sunshine Coast	20-24	1	F	474
Sunshine Coast	20-24	1	M	372
Sunshine Coast	25-34		F	1262
Sunshine Coast	25-34		M	1364
Sunshine Coast	25-34	0	F	16911
Sunshine Coast	25-34	0	M	15715
Sunshine Coast	25-34	1	F	1616
Sunshine Coast	25-34	1	M	942
Sunshine Coast	35-44		F	1210
Sunshine Coast	35-44		M	1445
Sunshine Coast	35-44	0	F	17857
Sunshine Coast	35-44	0	M	16962
Sunshine Coast	35-44	1	F	3247
Sunshine Coast	35-44	1	M	1660
Sunshine Coast	45-54		F	1145
Sunshine Coast	45-54		M	1437
Sunshine Coast	45-54	0	F	18446
Sunshine Coast	45-54	0	M	17880
Sunshine Coast	45-54	1	F	4503
Sunshine Coast	45-54	1	M	2563
Sunshine Coast	55-64		F	1106
Sunshine Coast	55-64		M	1137
Sunshine Coast	55-64	0	F	17912
Sunshine Coast	55-64	0	M	17111
Sunshine Coast	55-64	1	F	5199
Sunshine Coast	55-64	1	M	2732
Sunshine Coast	65-74		F	1055
Sunshine Coast	65-74		M	1017
Sunshine Coast	65-74	0	F	17126
Sunshine Coast	65-74	0	M	16175
Sunshine Coast	65-74	1	F	3469
Sunshine Coast	65-74	1	M	2244
Sunshine Coast	75-84		F	960
Sunshine Coast	75-84		M	763
Sunshine Coast	75-84	0	F	10352
Sunshine Coast	75-84	0	M	9288
Sunshine Coast	75-84	1	F	1498
Sunshine Coast	75-84	1	M	1309
Sunshine Coast	85+		F	806
Sunshine Coast	85+		M	463
Sunshine Coast	85+	0	F	4251
Sunshine Coast	85+	0	M	2891
Sunshine Coast	85+	1	F	273
Sunshine Coast	85+	1	M	382
Tablelands	15-19		F	103
Tablelands	15-19		M	132
Tablelands	15-19	0	F	590
Tablelands	15-19	0	M	638
Tablelands	15-19	1	F	36
Tablelands	15-19	1	M	25
Tablelands	20-24		F	62
Tablelands	20-24		M	63
Tablelands	20-24	0	F	349
Tablelands	20-24	0	M	395
Tablelands	20-24	1	F	31
Tablelands	20-24	1	M	22
Tablelands	25-34		F	163
Tablelands	25-34		M	150
Tablelands	25-34	0	F	920
Tablelands	25-34	0	M	913
Tablelands	25-34	1	F	127
Tablelands	25-34	1	M	69
Tablelands	35-44		F	149
Tablelands	35-44		M	126
Tablelands	35-44	0	F	1012
Tablelands	35-44	0	M	905
Tablelands	35-44	1	F	244
Tablelands	35-44	1	M	139
Tablelands	45-54		F	170
Tablelands	45-54		M	209
Tablelands	45-54	0	F	1244
Tablelands	45-54	0	M	1176
Tablelands	45-54	1	F	350
Tablelands	45-54	1	M	215
Tablelands	55-64		F	176
Tablelands	55-64		M	198
Tablelands	55-64	0	F	1530
Tablelands	55-64	0	M	1506
Tablelands	55-64	1	F	436
Tablelands	55-64	1	M	281
Tablelands	65-74		F	195
Tablelands	65-74		M	197
Tablelands	65-74	0	F	1482
Tablelands	65-74	0	M	1625
Tablelands	65-74	1	F	329
Tablelands	65-74	1	M	229
Tablelands	75-84		F	126
Tablelands	75-84		M	124
Tablelands	75-84	0	F	806
Tablelands	75-84	0	M	850
Tablelands	75-84	1	F	128
Tablelands	75-84	1	M	124
Tablelands	85+		F	99
Tablelands	85+		M	53
Tablelands	85+	0	F	288
Tablelands	85+	0	M	223
Tablelands	85+	1	F	17
Tablelands	85+	1	M	22
Toowoomba	15-19		F	331
Toowoomba	15-19		M	384
Toowoomba	15-19	0	F	4931
Toowoomba	15-19	0	M	5161
Toowoomba	15-19	1	F	312
Toowoomba	15-19	1	M	285
Toowoomba	20-24		F	369
Toowoomba	20-24		M	374
Toowoomba	20-24	0	F	4538
Toowoomba	20-24	0	M	4630
Toowoomba	20-24	1	F	326
Toowoomba	20-24	1	M	257
Toowoomba	25-34		F	647
Toowoomba	25-34		M	797
Toowoomba	25-34	0	F	9461
Toowoomba	25-34	0	M	9176
Toowoomba	25-34	1	F	1129
Toowoomba	25-34	1	M	632
Toowoomba	35-44		F	581
Toowoomba	35-44		M	627
Toowoomba	35-44	0	F	8241
Toowoomba	35-44	0	M	8127
Toowoomba	35-44	1	F	1786
Toowoomba	35-44	1	M	989
Toowoomba	45-54		F	524
Toowoomba	45-54		M	685
Toowoomba	45-54	0	F	8128
Toowoomba	45-54	0	M	7938
Toowoomba	45-54	1	F	2290
Toowoomba	45-54	1	M	1331
Toowoomba	55-64		F	560
Toowoomba	55-64		M	631
Toowoomba	55-64	0	F	7709
Toowoomba	55-64	0	M	7738
Toowoomba	55-64	1	F	2514
Toowoomba	55-64	1	M	1417
Toowoomba	65-74		F	520
Toowoomba	65-74		M	514
Toowoomba	65-74	0	F	7409
Toowoomba	65-74	0	M	6971
Toowoomba	65-74	1	F	1588
Toowoomba	65-74	1	M	1091
Toowoomba	75-84		F	545
Toowoomba	75-84		M	370
Toowoomba	75-84	0	F	4814
Toowoomba	75-84	0	M	4135
Toowoomba	75-84	1	F	752
Toowoomba	75-84	1	M	646
Toowoomba	85+		F	346
Toowoomba	85+		M	196
Toowoomba	85+	0	F	2272
Toowoomba	85+	0	M	1283
Toowoomba	85+	1	F	105
Toowoomba	85+	1	M	173
Torres	15-19		F	22
Torres	15-19		M	20
Torres	15-19	0	F	106
Torres	15-19	0	M	106
Torres	15-19	1	F	7
Torres	15-19	1	M	12
Torres	20-24		F	15
Torres	20-24		M	14
Torres	20-24	0	F	101
Torres	20-24	0	M	109
Torres	20-24	1	F	12
Torres	20-24	1	M	7
Torres	25-34		F	17
Torres	25-34		M	23
Torres	25-34	0	F	228
Torres	25-34	0	M	209
Torres	25-34	1	F	25
Torres	25-34	1	M	20
Torres	35-44		F	17
Torres	35-44		M	24
Torres	35-44	0	F	209
Torres	35-44	0	M	166
Torres	35-44	1	F	30
Torres	35-44	1	M	13
Torres	45-54		F	23
Torres	45-54		M	25
Torres	45-54	0	F	151
Torres	45-54	0	M	152
Torres	45-54	1	F	32
Torres	45-54	1	M	16
Torres	55-64		F	23
Torres	55-64		M	19
Torres	55-64	0	F	147
Torres	55-64	0	M	153
Torres	55-64	1	F	20
Torres	55-64	1	M	9
Torres	65-74		F	7
Torres	65-74		M	16
Torres	65-74	0	F	75
Torres	65-74	0	M	77
Torres	65-74	1	F	5
Torres	65-74	1	M	7
Torres	75-84		F	3
Torres	75-84		M	6
Torres	75-84	0	F	28
Torres	75-84	0	M	21
Torres	85+	0	M	4
Torres Strait Island	15-19		F	10
Torres Strait Island	15-19		M	12
Torres Strait Island	15-19	0	F	96
Torres Strait Island	15-19	0	M	131
Torres Strait Island	15-19	1	F	14
Torres Strait Island	15-19	1	M	11
Torres Strait Island	20-24		F	6
Torres Strait Island	20-24		M	9
Torres Strait Island	20-24	0	F	134
Torres Strait Island	20-24	0	M	119
Torres Strait Island	20-24	1	F	19
Torres Strait Island	20-24	1	M	9
Torres Strait Island	25-34		F	16
Torres Strait Island	25-34		M	17
Torres Strait Island	25-34	0	F	269
Torres Strait Island	25-34	0	M	238
Torres Strait Island	25-34	1	F	66
Torres Strait Island	25-34	1	M	34
Torres Strait Island	35-44		F	20
Torres Strait Island	35-44		M	19
Torres Strait Island	35-44	0	F	199
Torres Strait Island	35-44	0	M	213
Torres Strait Island	35-44	1	F	43
Torres Strait Island	35-44	1	M	28
Torres Strait Island	45-54		F	16
Torres Strait Island	45-54		M	28
Torres Strait Island	45-54	0	F	150
Torres Strait Island	45-54	0	M	165
Torres Strait Island	45-54	1	F	30
Torres Strait Island	45-54	1	M	25
Torres Strait Island	55-64		F	16
Torres Strait Island	55-64		M	17
Torres Strait Island	55-64	0	F	131
Torres Strait Island	55-64	0	M	145
Torres Strait Island	55-64	1	F	28
Torres Strait Island	55-64	1	M	14
Torres Strait Island	65-74		F	8
Torres Strait Island	65-74		M	9
Torres Strait Island	65-74	0	F	88
Torres Strait Island	65-74	0	M	75
Torres Strait Island	65-74	1	F	8
Torres Strait Island	65-74	1	M	5
Torres Strait Island	75-84		F	3
Torres Strait Island	75-84		M	3
Torres Strait Island	75-84	0	F	37
Torres Strait Island	75-84	0	M	23
Torres Strait Island	85+	0	F	9
Torres Strait Island	85+	0	M	9
Townsville	15-19		F	490
Townsville	15-19		M	579
Townsville	15-19	0	F	5663
Townsville	15-19	0	M	5500
Townsville	15-19	1	F	328
Townsville	15-19	1	M	301
Townsville	20-24		F	594
Townsville	20-24		M	1269
Townsville	20-24	0	F	6045
Townsville	20-24	0	M	6356
Townsville	20-24	1	F	413
Townsville	20-24	1	M	315
Townsville	25-34		F	1235
Townsville	25-34		M	1868
Townsville	25-34	0	F	11306
Townsville	25-34	0	M	11478
Townsville	25-34	1	F	1229
Townsville	25-34	1	M	787
Townsville	35-44		F	995
Townsville	35-44		M	1517
Townsville	35-44	0	F	9959
Townsville	35-44	0	M	9612
Townsville	35-44	1	F	2001
Townsville	35-44	1	M	1111
Townsville	45-54		F	872
Townsville	45-54		M	1264
Townsville	45-54	0	F	9488
Townsville	45-54	0	M	9539
Townsville	45-54	1	F	2290
Townsville	45-54	1	M	1364
Townsville	55-64		F	640
Townsville	55-64		M	942
Townsville	55-64	0	F	8441
Townsville	55-64	0	M	8756
Townsville	55-64	1	F	2355
Townsville	55-64	1	M	1385
Townsville	65-74		F	480
Townsville	65-74		M	588
Townsville	65-74	0	F	6459
Townsville	65-74	0	M	6678
Townsville	65-74	1	F	1394
Townsville	65-74	1	M	991
Townsville	75-84		F	340
Townsville	75-84		M	312
Townsville	75-84	0	F	3501
Townsville	75-84	0	M	3084
Townsville	75-84	1	F	540
Townsville	75-84	1	M	498
Townsville	85+		F	233
Townsville	85+		M	126
Townsville	85+	0	F	1379
Townsville	85+	0	M	757
Townsville	85+	1	F	65
Townsville	85+	1	M	86
Weipa	15-19		F	16
Weipa	15-19		M	20
Weipa	15-19	0	F	93
Weipa	15-19	0	M	106
Weipa	15-19	1	F	5
Weipa	15-19	1	M	5
Weipa	20-24		F	28
Weipa	20-24		M	27
Weipa	20-24	0	F	129
Weipa	20-24	0	M	122
Weipa	20-24	1	F	3
Weipa	20-24	1	M	3
Weipa	25-34		F	42
Weipa	25-34		M	76
Weipa	25-34	0	F	319
Weipa	25-34	0	M	311
Weipa	25-34	1	F	25
Weipa	25-34	1	M	15
Weipa	35-44		F	43
Weipa	35-44		M	43
Weipa	35-44	0	F	255
Weipa	35-44	0	M	260
Weipa	35-44	1	F	25
Weipa	35-44	1	M	10
Weipa	45-54		F	27
Weipa	45-54		M	39
Weipa	45-54	0	F	218
Weipa	45-54	0	M	243
Weipa	45-54	1	F	16
Weipa	45-54	1	M	23
Weipa	55-64		F	18
Weipa	55-64		M	35
Weipa	55-64	0	F	120
Weipa	55-64	0	M	165
Weipa	55-64	1	F	14
Weipa	55-64	1	M	17
Weipa	65-74		F	4
Weipa	65-74		M	9
Weipa	65-74	0	F	33
Weipa	65-74	0	M	37
Weipa	65-74	1	F	6
Weipa	65-74	1	M	9
Weipa	75-84		F	4
Weipa	75-84		M	6
Weipa	75-84	0	F	12
Weipa	75-84	0	M	14
Weipa	85+	0	F	6
Weipa	85+	0	M	4
Western Downs	15-19		F	127
Western Downs	15-19		M	131
Western Downs	15-19	0	F	765
Western Downs	15-19	0	M	923
Western Downs	15-19	1	F	58
Western Downs	15-19	1	M	45
Western Downs	20-24		F	94
Western Downs	20-24		M	156
Western Downs	20-24	0	F	773
Western Downs	20-24	0	M	792
Western Downs	20-24	1	F	58
Western Downs	20-24	1	M	39
Western Downs	25-34		F	259
Western Downs	25-34		M	324
Western Downs	25-34	0	F	1751
Western Downs	25-34	0	M	1744
Western Downs	25-34	1	F	203
Western Downs	25-34	1	M	128
Western Downs	35-44		F	179
Western Downs	35-44		M	262
Western Downs	35-44	0	F	1505
Western Downs	35-44	0	M	1483
Western Downs	35-44	1	F	342
Western Downs	35-44	1	M	196
Western Downs	45-54		F	187
Western Downs	45-54		M	240
Western Downs	45-54	0	F	1560
Western Downs	45-54	0	M	1675
Western Downs	45-54	1	F	407
Western Downs	45-54	1	M	240
Western Downs	55-64		F	151
Western Downs	55-64		M	218
Western Downs	55-64	0	F	1436
Western Downs	55-64	0	M	1670
Western Downs	55-64	1	F	436
Western Downs	55-64	1	M	258
Western Downs	65-74		F	138
Western Downs	65-74		M	175
Western Downs	65-74	0	F	1170
Western Downs	65-74	0	M	1448
Western Downs	65-74	1	F	236
Western Downs	65-74	1	M	173
Western Downs	75-84		F	118
Western Downs	75-84		M	104
Western Downs	75-84	0	F	734
Western Downs	75-84	0	M	703
Western Downs	75-84	1	F	95
Western Downs	75-84	1	M	74
Western Downs	85+		F	62
Western Downs	85+		M	40
Western Downs	85+	0	F	302
Western Downs	85+	0	M	178
Western Downs	85+	1	F	19
Western Downs	85+	1	M	27
Whitsunday	15-19		F	105
Whitsunday	15-19		M	108
Whitsunday	15-19	0	F	800
Whitsunday	15-19	0	M	837
Whitsunday	15-19	1	F	31
Whitsunday	15-19	1	M	42
Whitsunday	20-24		F	150
Whitsunday	20-24		M	168
Whitsunday	20-24	0	F	876
Whitsunday	20-24	0	M	838
Whitsunday	20-24	1	F	33
Whitsunday	20-24	1	M	27
Whitsunday	25-34		F	359
Whitsunday	25-34		M	502
Whitsunday	25-34	0	F	2230
Whitsunday	25-34	0	M	2124
Whitsunday	25-34	1	F	153
Whitsunday	25-34	1	M	95
Whitsunday	35-44		F	251
Whitsunday	35-44		M	383
Whitsunday	35-44	0	F	1819
Whitsunday	35-44	0	M	1885
Whitsunday	35-44	1	F	289
Whitsunday	35-44	1	M	177
Whitsunday	45-54		F	263
Whitsunday	45-54		M	428
Whitsunday	45-54	0	F	1795
Whitsunday	45-54	0	M	1971
Whitsunday	45-54	1	F	398
Whitsunday	45-54	1	M	229
Whitsunday	55-64		F	268
