LGA_NAME21	Age	ProvidedUnpaidDisabilityAssistance	Sex	adults
Richmond Valley	25-34		M	120
Richmond Valley	25-34	0	F	893
Richmond Valley	25-34	0	M	900
Richmond Valley	25-34	1	F	163
Richmond Valley	25-34	1	M	94
Richmond Valley	35-44		F	137
Richmond Valley	35-44		M	159
Richmond Valley	35-44	0	F	830
Richmond Valley	35-44	0	M	817
Richmond Valley	35-44	1	F	248
Richmond Valley	35-44	1	M	144
Richmond Valley	45-54		F	117
Richmond Valley	45-54		M	161
Richmond Valley	45-54	0	F	976
Richmond Valley	45-54	0	M	1047
Richmond Valley	45-54	1	F	309
Richmond Valley	45-54	1	M	201
Richmond Valley	55-64		F	123
Richmond Valley	55-64		M	157
Richmond Valley	55-64	0	F	1137
Richmond Valley	55-64	0	M	1233
Richmond Valley	55-64	1	F	427
Richmond Valley	55-64	1	M	261
Richmond Valley	65-74		F	133
Richmond Valley	65-74		M	136
Richmond Valley	65-74	0	F	1236
Richmond Valley	65-74	0	M	1321
Richmond Valley	65-74	1	F	268
Richmond Valley	65-74	1	M	204
Richmond Valley	75-84		F	118
Richmond Valley	75-84		M	97
Richmond Valley	75-84	0	F	713
Richmond Valley	75-84	0	M	701
Richmond Valley	75-84	1	F	125
Richmond Valley	75-84	1	M	98
Richmond Valley	85+		F	83
Richmond Valley	85+		M	58
Richmond Valley	85+	0	F	351
Richmond Valley	85+	0	M	219
Richmond Valley	85+	1	F	24
Richmond Valley	85+	1	M	30
Ryde	15-19		F	99
Ryde	15-19		M	101
Ryde	15-19	0	F	2603
Ryde	15-19	0	M	2817
Ryde	15-19	1	F	130
Ryde	15-19	1	M	141
Ryde	20-24		F	217
Ryde	20-24		M	208
Ryde	20-24	0	F	3801
Ryde	20-24	0	M	3964
Ryde	20-24	1	F	207
Ryde	20-24	1	M	214
Ryde	25-34		F	618
Ryde	25-34		M	664
Ryde	25-34	0	F	10841
Ryde	25-34	0	M	10406
Ryde	25-34	1	F	683
Ryde	25-34	1	M	496
Ryde	35-44		F	481
Ryde	35-44		M	535
Ryde	35-44	0	F	9066
Ryde	35-44	0	M	9176
Ryde	35-44	1	F	1159
Ryde	35-44	1	M	849
Ryde	45-54		F	269
Ryde	45-54		M	307
Ryde	45-54	0	F	6217
Ryde	45-54	0	M	6083
Ryde	45-54	1	F	1405
Ryde	45-54	1	M	952
Ryde	55-64		F	274
Ryde	55-64		M	282
Ryde	55-64	0	F	5660
Ryde	55-64	0	M	5331
Ryde	55-64	1	F	1442
Ryde	55-64	1	M	994
Ryde	65-74		F	232
Ryde	65-74		M	186
Ryde	65-74	0	F	4523
Ryde	65-74	0	M	4126
Ryde	65-74	1	F	837
Ryde	65-74	1	M	594
Ryde	75-84		F	243
Ryde	75-84		M	177
Ryde	75-84	0	F	2672
Ryde	75-84	0	M	2149
Ryde	75-84	1	F	346
Ryde	75-84	1	M	257
Ryde	85+		F	306
Ryde	85+		M	154
Ryde	85+	0	F	1510
Ryde	85+	0	M	929
Ryde	85+	1	F	93
Ryde	85+	1	M	111
Shellharbour	15-19		F	110
Shellharbour	15-19		M	129
Shellharbour	15-19	0	F	2141
Shellharbour	15-19	0	M	2204
Shellharbour	15-19	1	F	126
Shellharbour	15-19	1	M	104
Shellharbour	20-24		F	111
Shellharbour	20-24		M	126
Shellharbour	20-24	0	F	1981
Shellharbour	20-24	0	M	2075
Shellharbour	20-24	1	F	178
Shellharbour	20-24	1	M	125
Shellharbour	25-34		F	257
Shellharbour	25-34		M	239
Shellharbour	25-34	0	F	4143
Shellharbour	25-34	0	M	4065
Shellharbour	25-34	1	F	572
Shellharbour	25-34	1	M	313
Shellharbour	35-44		F	227
Shellharbour	35-44		M	235
Shellharbour	35-44	0	F	3745
Shellharbour	35-44	0	M	3836
Shellharbour	35-44	1	F	829
Shellharbour	35-44	1	M	464
Shellharbour	45-54		F	191
Shellharbour	45-54		M	200
Shellharbour	45-54	0	F	3776
Shellharbour	45-54	0	M	3764
Shellharbour	45-54	1	F	1078
Shellharbour	45-54	1	M	662
Shellharbour	55-64		F	179
Shellharbour	55-64		M	196
Shellharbour	55-64	0	F	3578
Shellharbour	55-64	0	M	3621
Shellharbour	55-64	1	F	1326
Shellharbour	55-64	1	M	766
Shellharbour	65-74		F	186
Shellharbour	65-74		M	181
Shellharbour	65-74	0	F	3248
Shellharbour	65-74	0	M	3053
Shellharbour	65-74	1	F	648
Shellharbour	65-74	1	M	518
Shellharbour	75-84		F	222
Shellharbour	75-84		M	173
Shellharbour	75-84	0	F	1929
Shellharbour	75-84	0	M	1618
Shellharbour	75-84	1	F	247
Shellharbour	75-84	1	M	273
Shellharbour	85+		F	193
Shellharbour	85+		M	214
Shellharbour	85+	0	F	729
Shellharbour	85+	0	M	443
Shellharbour	85+	1	F	44
Shellharbour	85+	1	M	77
Shoalhaven	15-19		F	252
Shoalhaven	15-19		M	283
Shoalhaven	15-19	0	F	2204
Shoalhaven	15-19	0	M	2447
Shoalhaven	15-19	1	F	141
Shoalhaven	15-19	1	M	133
Shoalhaven	20-24		F	172
Shoalhaven	20-24		M	265
Shoalhaven	20-24	0	F	1911
Shoalhaven	20-24	0	M	2106
Shoalhaven	20-24	1	F	164
Shoalhaven	20-24	1	M	143
Shoalhaven	25-34		F	397
Shoalhaven	25-34		M	681
Shoalhaven	25-34	0	F	4442
Shoalhaven	25-34	0	M	4504
Shoalhaven	25-34	1	F	624
Shoalhaven	25-34	1	M	381
Shoalhaven	35-44		F	397
Shoalhaven	35-44		M	621
Shoalhaven	35-44	0	F	4267
Shoalhaven	35-44	0	M	4325
Shoalhaven	35-44	1	F	963
Shoalhaven	35-44	1	M	555
Shoalhaven	45-54		F	383
Shoalhaven	45-54		M	558
Shoalhaven	45-54	0	F	4589
Shoalhaven	45-54	0	M	4583
Shoalhaven	45-54	1	F	1332
Shoalhaven	45-54	1	M	858
Shoalhaven	55-64		F	438
Shoalhaven	55-64		M	532
Shoalhaven	55-64	0	F	6005
Shoalhaven	55-64	0	M	6006
Shoalhaven	55-64	1	F	1928
Shoalhaven	55-64	1	M	1186
Shoalhaven	65-74		F	450
Shoalhaven	65-74		M	458
Shoalhaven	65-74	0	F	6837
Shoalhaven	65-74	0	M	6873
Shoalhaven	65-74	1	F	1426
Shoalhaven	65-74	1	M	1045
Shoalhaven	75-84		F	415
Shoalhaven	75-84		M	341
Shoalhaven	75-84	0	F	3963
Shoalhaven	75-84	0	M	3923
Shoalhaven	75-84	1	F	599
Shoalhaven	75-84	1	M	590
Shoalhaven	85+		F	264
Shoalhaven	85+		M	156
Shoalhaven	85+	0	F	1701
Shoalhaven	85+	0	M	1110
Shoalhaven	85+	1	F	118
Shoalhaven	85+	1	M	152
Singleton	15-19		F	68
Singleton	15-19		M	117
Singleton	15-19	0	F	629
Singleton	15-19	0	M	845
Singleton	15-19	1	F	42
Singleton	15-19	1	M	49
Singleton	20-24		F	35
Singleton	20-24		M	119
Singleton	20-24	0	F	556
Singleton	20-24	0	M	747
Singleton	20-24	1	F	58
Singleton	20-24	1	M	31
Singleton	25-34		F	94
Singleton	25-34		M	140
Singleton	25-34	0	F	1306
Singleton	25-34	0	M	1402
Singleton	25-34	1	F	162
Singleton	25-34	1	M	108
Singleton	35-44		F	79
Singleton	35-44		M	105
Singleton	35-44	0	F	1205
Singleton	35-44	0	M	1225
Singleton	35-44	1	F	244
Singleton	35-44	1	M	177
Singleton	45-54		F	101
Singleton	45-54		M	107
Singleton	45-54	0	F	1256
Singleton	45-54	0	M	1332
Singleton	45-54	1	F	343
Singleton	45-54	1	M	203
Singleton	55-64		F	78
Singleton	55-64		M	120
Singleton	55-64	0	F	1067
Singleton	55-64	0	M	1238
Singleton	55-64	1	F	326
Singleton	55-64	1	M	241
Singleton	65-74		F	62
Singleton	65-74		M	64
Singleton	65-74	0	F	822
Singleton	65-74	0	M	873
Singleton	65-74	1	F	186
Singleton	65-74	1	M	149
Singleton	75-84		F	37
Singleton	75-84		M	41
Singleton	75-84	0	F	428
Singleton	75-84	0	M	432
Singleton	75-84	1	F	47
Singleton	75-84	1	M	46
Singleton	85+		F	11
Singleton	85+		M	6
Singleton	85+	0	F	185
Singleton	85+	0	M	120
Singleton	85+	1	F	18
Singleton	85+	1	M	14
Snowy Monaro Regional	15-19		F	51
Snowy Monaro Regional	15-19		M	55
Snowy Monaro Regional	15-19	0	F	509
Snowy Monaro Regional	15-19	0	M	546
Snowy Monaro Regional	15-19	1	F	18
Snowy Monaro Regional	15-19	1	M	28
Snowy Monaro Regional	20-24		F	45
Snowy Monaro Regional	20-24		M	59
Snowy Monaro Regional	20-24	0	F	476
Snowy Monaro Regional	20-24	0	M	517
Snowy Monaro Regional	20-24	1	F	27
Snowy Monaro Regional	20-24	1	M	23
Snowy Monaro Regional	25-34		F	128
Snowy Monaro Regional	25-34		M	211
Snowy Monaro Regional	25-34	0	F	1086
Snowy Monaro Regional	25-34	0	M	1197
Snowy Monaro Regional	25-34	1	F	112
Snowy Monaro Regional	25-34	1	M	72
Snowy Monaro Regional	35-44		F	85
Snowy Monaro Regional	35-44		M	172
Snowy Monaro Regional	35-44	0	F	962
Snowy Monaro Regional	35-44	0	M	955
Snowy Monaro Regional	35-44	1	F	184
Snowy Monaro Regional	35-44	1	M	108
Snowy Monaro Regional	45-54		F	105
Snowy Monaro Regional	45-54		M	153
Snowy Monaro Regional	45-54	0	F	1106
Snowy Monaro Regional	45-54	0	M	1188
Snowy Monaro Regional	45-54	1	F	272
Snowy Monaro Regional	45-54	1	M	189
Snowy Monaro Regional	55-64		F	116
Snowy Monaro Regional	55-64		M	148
Snowy Monaro Regional	55-64	0	F	1117
Snowy Monaro Regional	55-64	0	M	1279
Snowy Monaro Regional	55-64	1	F	315
Snowy Monaro Regional	55-64	1	M	218
Snowy Monaro Regional	65-74		F	95
Snowy Monaro Regional	65-74		M	104
Snowy Monaro Regional	65-74	0	F	898
Snowy Monaro Regional	65-74	0	M	1075
Snowy Monaro Regional	65-74	1	F	158
Snowy Monaro Regional	65-74	1	M	124
Snowy Monaro Regional	75-84		F	65
Snowy Monaro Regional	75-84		M	63
Snowy Monaro Regional	75-84	0	F	522
Snowy Monaro Regional	75-84	0	M	555
Snowy Monaro Regional	75-84	1	F	79
Snowy Monaro Regional	75-84	1	M	62
Snowy Monaro Regional	85+		F	39
Snowy Monaro Regional	85+		M	20
Snowy Monaro Regional	85+	0	F	232
Snowy Monaro Regional	85+	0	M	163
Snowy Monaro Regional	85+	1	F	10
Snowy Monaro Regional	85+	1	M	17
Snowy Valleys	15-19		F	47
Snowy Valleys	15-19		M	46
Snowy Valleys	15-19	0	F	350
Snowy Valleys	15-19	0	M	335
Snowy Valleys	15-19	1	F	20
Snowy Valleys	15-19	1	M	20
Snowy Valleys	20-24		F	22
Snowy Valleys	20-24		M	44
Snowy Valleys	20-24	0	F	250
Snowy Valleys	20-24	0	M	300
Snowy Valleys	20-24	1	F	24
Snowy Valleys	20-24	1	M	16
Snowy Valleys	25-34		F	78
Snowy Valleys	25-34		M	102
Snowy Valleys	25-34	0	F	577
Snowy Valleys	25-34	0	M	575
Snowy Valleys	25-34	1	F	80
Snowy Valleys	25-34	1	M	52
Snowy Valleys	35-44		F	77
Snowy Valleys	35-44		M	123
Snowy Valleys	35-44	0	F	632
Snowy Valleys	35-44	0	M	641
Snowy Valleys	35-44	1	F	154
Snowy Valleys	35-44	1	M	67
Snowy Valleys	45-54		F	72
Snowy Valleys	45-54		M	108
Snowy Valleys	45-54	0	F	652
Snowy Valleys	45-54	0	M	695
Snowy Valleys	45-54	1	F	192
Snowy Valleys	45-54	1	M	121
Snowy Valleys	55-64		F	76
Snowy Valleys	55-64		M	97
Snowy Valleys	55-64	0	F	765
Snowy Valleys	55-64	0	M	925
Snowy Valleys	55-64	1	F	219
Snowy Valleys	55-64	1	M	133
Snowy Valleys	65-74		F	63
Snowy Valleys	65-74		M	59
Snowy Valleys	65-74	0	F	748
Snowy Valleys	65-74	0	M	797
Snowy Valleys	65-74	1	F	140
Snowy Valleys	65-74	1	M	108
Snowy Valleys	75-84		F	70
Snowy Valleys	75-84		M	62
Snowy Valleys	75-84	0	F	425
Snowy Valleys	75-84	0	M	477
Snowy Valleys	75-84	1	F	49
Snowy Valleys	75-84	1	M	60
Snowy Valleys	85+		F	26
Snowy Valleys	85+		M	19
Snowy Valleys	85+	0	F	206
Snowy Valleys	85+	0	M	129
Snowy Valleys	85+	1	F	13
Snowy Valleys	85+	1	M	8
Strathfield	15-19		F	55
Strathfield	15-19		M	62
Strathfield	15-19	0	F	890
Strathfield	15-19	0	M	945
Strathfield	15-19	1	F	54
Strathfield	15-19	1	M	51
Strathfield	20-24		F	148
Strathfield	20-24		M	234
Strathfield	20-24	0	F	1784
Strathfield	20-24	0	M	2210
Strathfield	20-24	1	F	127
Strathfield	20-24	1	M	95
Strathfield	25-34		F	359
Strathfield	25-34		M	511
Strathfield	25-34	0	F	4421
Strathfield	25-34	0	M	5305
Strathfield	25-34	1	F	261
Strathfield	25-34	1	M	232
Strathfield	35-44		F	217
Strathfield	35-44		M	260
Strathfield	35-44	0	F	2581
Strathfield	35-44	0	M	2921
Strathfield	35-44	1	F	358
Strathfield	35-44	1	M	298
Strathfield	45-54		F	108
Strathfield	45-54		M	114
Strathfield	45-54	0	F	1822
Strathfield	45-54	0	M	1736
Strathfield	45-54	1	F	462
Strathfield	45-54	1	M	289
Strathfield	55-64		F	92
Strathfield	55-64		M	105
Strathfield	55-64	0	F	1749
Strathfield	55-64	0	M	1710
Strathfield	55-64	1	F	425
Strathfield	55-64	1	M	307
Strathfield	65-74		F	54
Strathfield	65-74		M	62
Strathfield	65-74	0	F	1276
Strathfield	65-74	0	M	1189
Strathfield	65-74	1	F	235
Strathfield	65-74	1	M	156
Strathfield	75-84		F	53
Strathfield	75-84		M	33
Strathfield	75-84	0	F	757
Strathfield	75-84	0	M	675
Strathfield	75-84	1	F	110
Strathfield	75-84	1	M	88
Strathfield	85+		F	41
Strathfield	85+		M	17
Strathfield	85+	0	F	428
Strathfield	85+	0	M	294
Strathfield	85+	1	F	25
Strathfield	85+	1	M	24
Sutherland Shire	15-19		F	198
Sutherland Shire	15-19		M	223
Sutherland Shire	15-19	0	F	6250
Sutherland Shire	15-19	0	M	6720
Sutherland Shire	15-19	1	F	331
Sutherland Shire	15-19	1	M	307
Sutherland Shire	20-24		F	175
Sutherland Shire	20-24		M	213
Sutherland Shire	20-24	0	F	5728
Sutherland Shire	20-24	0	M	6127
Sutherland Shire	20-24	1	F	405
Sutherland Shire	20-24	1	M	300
Sutherland Shire	25-34		F	540
Sutherland Shire	25-34		M	578
Sutherland Shire	25-34	0	F	11973
Sutherland Shire	25-34	0	M	11611
Sutherland Shire	25-34	1	F	979
Sutherland Shire	25-34	1	M	729
Sutherland Shire	35-44		F	545
Sutherland Shire	35-44		M	574
Sutherland Shire	35-44	0	F	13254
Sutherland Shire	35-44	0	M	12841
Sutherland Shire	35-44	1	F	2100
Sutherland Shire	35-44	1	M	1268
Sutherland Shire	45-54		F	473
Sutherland Shire	45-54		M	548
Sutherland Shire	45-54	0	F	12627
Sutherland Shire	45-54	0	M	12888
Sutherland Shire	45-54	1	F	3354
Sutherland Shire	45-54	1	M	2006
Sutherland Shire	55-64		F	367
Sutherland Shire	55-64		M	444
Sutherland Shire	55-64	0	F	10770
Sutherland Shire	55-64	0	M	11046
Sutherland Shire	55-64	1	F	3553
Sutherland Shire	55-64	1	M	2393
Sutherland Shire	65-74		F	402
Sutherland Shire	65-74		M	365
Sutherland Shire	65-74	0	F	9665
Sutherland Shire	65-74	0	M	9222
Sutherland Shire	65-74	1	F	1912
Sutherland Shire	65-74	1	M	1375
Sutherland Shire	75-84		F	517
Sutherland Shire	75-84		M	362
Sutherland Shire	75-84	0	F	6243
Sutherland Shire	75-84	0	M	5287
Sutherland Shire	75-84	1	F	764
Sutherland Shire	75-84	1	M	677
Sutherland Shire	85+		F	776
Sutherland Shire	85+		M	307
Sutherland Shire	85+	0	F	3018
Sutherland Shire	85+	0	M	1890
Sutherland Shire	85+	1	F	190
Sutherland Shire	85+	1	M	253
Sydney	15-19		F	222
Sydney	15-19		M	200
Sydney	15-19	0	F	2474
Sydney	15-19	0	M	2184
Sydney	15-19	1	F	114
Sydney	15-19	1	M	95
Sydney	20-24		F	882
Sydney	20-24		M	944
Sydney	20-24	0	F	10026
Sydney	20-24	0	M	9099
Sydney	20-24	1	F	326
Sydney	20-24	1	M	290
Sydney	25-34		F	2442
Sydney	25-34		M	2827
Sydney	25-34	0	F	29591
Sydney	25-34	0	M	31035
Sydney	25-34	1	F	1210
Sydney	25-34	1	M	1003
Sydney	35-44		F	1222
Sydney	35-44		M	1629
Sydney	35-44	0	F	15147
Sydney	35-44	0	M	18912
Sydney	35-44	1	F	1377
Sydney	35-44	1	M	1175
Sydney	45-54		F	667
Sydney	45-54		M	1043
Sydney	45-54	0	F	7827
Sydney	45-54	0	M	10645
Sydney	45-54	1	F	1416
Sydney	45-54	1	M	1235
Sydney	55-64		F	557
Sydney	55-64		M	807
Sydney	55-64	0	F	6196
Sydney	55-64	0	M	7919
Sydney	55-64	1	F	1369
Sydney	55-64	1	M	1104
Sydney	65-74		F	421
Sydney	65-74		M	560
Sydney	65-74	0	F	4742
Sydney	65-74	0	M	5265
Sydney	65-74	1	F	819
Sydney	65-74	1	M	577
Sydney	75-84		F	335
Sydney	75-84		M	353
Sydney	75-84	0	F	2357
Sydney	75-84	0	M	2430
Sydney	75-84	1	F	279
Sydney	75-84	1	M	223
Sydney	85+		F	254
Sydney	85+		M	140
Sydney	85+	0	F	900
Sydney	85+	0	M	642
Sydney	85+	1	F	39
Sydney	85+	1	M	61
Tamworth Regional	15-19		F	172
Tamworth Regional	15-19		M	208
Tamworth Regional	15-19	0	F	1624
Tamworth Regional	15-19	0	M	1875
Tamworth Regional	15-19	1	F	120
Tamworth Regional	15-19	1	M	97
Tamworth Regional	20-24		F	140
Tamworth Regional	20-24		M	153
Tamworth Regional	20-24	0	F	1413
Tamworth Regional	20-24	0	M	1403
Tamworth Regional	20-24	1	F	122
Tamworth Regional	20-24	1	M	87
Tamworth Regional	25-34		F	304
Tamworth Regional	25-34		M	345
Tamworth Regional	25-34	0	F	3395
Tamworth Regional	25-34	0	M	3237
Tamworth Regional	25-34	1	F	448
Tamworth Regional	25-34	1	M	263
Tamworth Regional	35-44		F	296
Tamworth Regional	35-44		M	291
Tamworth Regional	35-44	0	F	2908
Tamworth Regional	35-44	0	M	2861
Tamworth Regional	35-44	1	F	623
Tamworth Regional	35-44	1	M	374
Tamworth Regional	45-54		F	253
Tamworth Regional	45-54		M	297
Tamworth Regional	45-54	0	F	2732
Tamworth Regional	45-54	0	M	2887
Tamworth Regional	45-54	1	F	813
Tamworth Regional	45-54	1	M	471
Tamworth Regional	55-64		F	237
Tamworth Regional	55-64		M	252
Tamworth Regional	55-64	0	F	2832
Tamworth Regional	55-64	0	M	2831
Tamworth Regional	55-64	1	F	972
Tamworth Regional	55-64	1	M	515
Tamworth Regional	65-74		F	216
Tamworth Regional	65-74		M	220
Tamworth Regional	65-74	0	F	2640
Tamworth Regional	65-74	0	M	2734
Tamworth Regional	65-74	1	F	595
Tamworth Regional	65-74	1	M	363
Tamworth Regional	75-84		F	246
Tamworth Regional	75-84		M	177
Tamworth Regional	75-84	0	F	1758
Tamworth Regional	75-84	0	M	1501
Tamworth Regional	75-84	1	F	271
Tamworth Regional	75-84	1	M	221
Tamworth Regional	85+		F	162
Tamworth Regional	85+		M	106
Tamworth Regional	85+	0	F	775
Tamworth Regional	85+	0	M	435
Tamworth Regional	85+	1	F	39
Tamworth Regional	85+	1	M	60
Temora	15-19		F	9
Temora	15-19		M	9
Temora	15-19	0	F	145
Temora	15-19	0	M	175
Temora	15-19	1	F	5
Temora	15-19	1	M	6
Temora	20-24		F	4
Temora	20-24		M	12
Temora	20-24	0	F	111
Temora	20-24	0	M	138
Temora	20-24	1	F	12
Temora	20-24	1	M	6
Temora	25-34		F	13
Temora	25-34		M	13
Temora	25-34	0	F	210
Temora	25-34	0	M	224
Temora	25-34	1	F	32
Temora	25-34	1	M	19
Temora	35-44		F	12
Temora	35-44		M	15
Temora	35-44	0	F	225
Temora	35-44	0	M	214
Temora	35-44	1	F	50
Temora	35-44	1	M	44
Temora	45-54		F	23
Temora	45-54		M	18
Temora	45-54	0	F	263
Temora	45-54	0	M	266
Temora	45-54	1	F	90
Temora	45-54	1	M	54
Temora	55-64		F	19
Temora	55-64		M	27
Temora	55-64	0	F	331
Temora	55-64	0	M	340
Temora	55-64	1	F	102
Temora	55-64	1	M	48
Temora	65-74		F	25
Temora	65-74		M	20
Temora	65-74	0	F	331
Temora	65-74	0	M	343
Temora	65-74	1	F	81
Temora	65-74	1	M	63
Temora	75-84		F	29
Temora	75-84		M	20
Temora	75-84	0	F	231
Temora	75-84	0	M	202
Temora	75-84	1	F	26
Temora	75-84	1	M	34
Temora	85+		F	17
Temora	85+		M	12
Temora	85+	0	F	135
Temora	85+	0	M	67
Temora	85+	1	M	8
Tenterfield	15-19		F	16
Tenterfield	15-19		M	18
Tenterfield	15-19	0	F	127
Tenterfield	15-19	0	M	112
Tenterfield	15-19	1	F	21
Tenterfield	15-19	1	M	11
Tenterfield	20-24		F	15
Tenterfield	20-24		M	15
Tenterfield	20-24	0	F	86
Tenterfield	20-24	0	M	95
Tenterfield	20-24	1	F	19
Tenterfield	20-24	1	M	11
Tenterfield	25-34		F	23
Tenterfield	25-34		M	18
Tenterfield	25-34	0	F	188
Tenterfield	25-34	0	M	182
Tenterfield	25-34	1	F	30
Tenterfield	25-34	1	M	25
Tenterfield	35-44		F	34
Tenterfield	35-44		M	31
Tenterfield	35-44	0	F	224
Tenterfield	35-44	0	M	203
Tenterfield	35-44	1	F	51
Tenterfield	35-44	1	M	31
Tenterfield	45-54		F	52
Tenterfield	45-54		M	42
Tenterfield	45-54	0	F	277
Tenterfield	45-54	0	M	291
Tenterfield	45-54	1	F	104
Tenterfield	45-54	1	M	65
Tenterfield	55-64		F	55
Tenterfield	55-64		M	62
Tenterfield	55-64	0	F	419
Tenterfield	55-64	0	M	436
Tenterfield	55-64	1	F	143
Tenterfield	55-64	1	M	77
Tenterfield	65-74		F	66
Tenterfield	65-74		M	76
Tenterfield	65-74	0	F	492
Tenterfield	65-74	0	M	581
Tenterfield	65-74	1	F	101
Tenterfield	65-74	1	M	79
Tenterfield	75-84		F	37
Tenterfield	75-84		M	38
Tenterfield	75-84	0	F	229
Tenterfield	75-84	0	M	254
Tenterfield	75-84	1	F	43
Tenterfield	75-84	1	M	29
Tenterfield	85+		F	15
Tenterfield	85+		M	12
Tenterfield	85+	0	F	106
Tenterfield	85+	0	M	64
Tenterfield	85+	1	F	3
Tenterfield	85+	1	M	4
The Hills Shire	15-19		F	157
The Hills Shire	15-19		M	202
The Hills Shire	15-19	0	F	5878
The Hills Shire	15-19	0	M	6281
The Hills Shire	15-19	1	F	275
The Hills Shire	15-19	1	M	280
The Hills Shire	20-24		F	154
The Hills Shire	20-24		M	190
The Hills Shire	20-24	0	F	4976
The Hills Shire	20-24	0	M	5462
The Hills Shire	20-24	1	F	324
The Hills Shire	20-24	1	M	330
The Hills Shire	25-34		F	402
The Hills Shire	25-34		M	347
The Hills Shire	25-34	0	F	8840
The Hills Shire	25-34	0	M	8427
The Hills Shire	25-34	1	F	799
The Hills Shire	25-34	1	M	512
The Hills Shire	35-44		F	495
The Hills Shire	35-44		M	486
The Hills Shire	35-44	0	F	13687
The Hills Shire	35-44	0	M	12928
The Hills Shire	35-44	1	F	1943
The Hills Shire	35-44	1	M	1298
The Hills Shire	45-54		F	341
The Hills Shire	45-54		M	363
The Hills Shire	45-54	0	F	11097
The Hills Shire	45-54	0	M	11249
The Hills Shire	45-54	1	F	2448
The Hills Shire	45-54	1	M	1626
The Hills Shire	55-64		F	286
The Hills Shire	55-64		M	249
The Hills Shire	55-64	0	F	8358
The Hills Shire	55-64	0	M	8612
The Hills Shire	55-64	1	F	2107
The Hills Shire	55-64	1	M	1396
The Hills Shire	65-74		F	228
The Hills Shire	65-74		M	239
The Hills Shire	65-74	0	F	7341
The Hills Shire	65-74	0	M	6915
The Hills Shire	65-74	1	F	1264
The Hills Shire	65-74	1	M	865
The Hills Shire	75-84		F	219
The Hills Shire	75-84		M	187
The Hills Shire	75-84	0	F	3811
The Hills Shire	75-84	0	M	3629
The Hills Shire	75-84	1	F	462
The Hills Shire	75-84	1	M	418
The Hills Shire	85+		F	209
The Hills Shire	85+		M	179
The Hills Shire	85+	0	F	1353
The Hills Shire	85+	0	M	906
The Hills Shire	85+	1	F	90
The Hills Shire	85+	1	M	105
Tweed	15-19		F	191
Tweed	15-19		M	222
Tweed	15-19	0	F	2216
Tweed	15-19	0	M	2273
Tweed	15-19	1	F	130
Tweed	15-19	1	M	86
Tweed	20-24		F	146
Tweed	20-24		M	176
Tweed	20-24	0	F	1688
Tweed	20-24	0	M	1809
Tweed	20-24	1	F	139
Tweed	20-24	1	M	130
Tweed	25-34		F	376
Tweed	25-34		M	372
Tweed	25-34	0	F	3828
Tweed	25-34	0	M	3548
Tweed	25-34	1	F	481
Tweed	25-34	1	M	257
Tweed	35-44		F	436
Tweed	35-44		M	450
Tweed	35-44	0	F	4541
Tweed	35-44	0	M	4298
Tweed	35-44	1	F	937
Tweed	35-44	1	M	503
Tweed	45-54		F	429
Tweed	45-54		M	455
Tweed	45-54	0	F	4551
Tweed	45-54	0	M	4618
Tweed	45-54	1	F	1315
Tweed	45-54	1	M	752
Tweed	55-64		F	442
Tweed	55-64		M	442
Tweed	55-64	0	F	5243
Tweed	55-64	0	M	5057
Tweed	55-64	1	F	1828
Tweed	55-64	1	M	1012
Tweed	65-74		F	404
Tweed	65-74		M	423
Tweed	65-74	0	F	5449
Tweed	65-74	0	M	5338
Tweed	65-74	1	F	1209
Tweed	65-74	1	M	791
Tweed	75-84		F	451
Tweed	75-84		M	341
Tweed	75-84	0	F	3521
Tweed	75-84	0	M	3152
Tweed	75-84	1	F	547
Tweed	75-84	1	M	456
Tweed	85+		F	419
Tweed	85+		M	230
Tweed	85+	0	F	1793
Tweed	85+	0	M	1141
Tweed	85+	1	F	114
Tweed	85+	1	M	151
Upper Hunter Shire	15-19		F	39
Upper Hunter Shire	15-19		M	32
Upper Hunter Shire	15-19	0	F	346
Upper Hunter Shire	15-19	0	M	362
Upper Hunter Shire	15-19	1	F	18
Upper Hunter Shire	15-19	1	M	20
Upper Hunter Shire	20-24		F	20
Upper Hunter Shire	20-24		M	29
Upper Hunter Shire	20-24	0	F	309
Upper Hunter Shire	20-24	0	M	288
Upper Hunter Shire	20-24	1	F	17
Upper Hunter Shire	20-24	1	M	16
Upper Hunter Shire	25-34		F	68
Upper Hunter Shire	25-34		M	62
Upper Hunter Shire	25-34	0	F	711
Upper Hunter Shire	25-34	0	M	692
Upper Hunter Shire	25-34	1	F	84
Upper Hunter Shire	25-34	1	M	48
Upper Hunter Shire	35-44		F	58
Upper Hunter Shire	35-44		M	66
Upper Hunter Shire	35-44	0	F	676
Upper Hunter Shire	35-44	0	M	716
Upper Hunter Shire	35-44	1	F	123
Upper Hunter Shire	35-44	1	M	66
Upper Hunter Shire	45-54		F	59
Upper Hunter Shire	45-54		M	64
Upper Hunter Shire	45-54	0	F	691
Upper Hunter Shire	45-54	0	M	727
Upper Hunter Shire	45-54	1	F	147
Upper Hunter Shire	45-54	1	M	94
Upper Hunter Shire	55-64		F	59
Upper Hunter Shire	55-64		M	72
Upper Hunter Shire	55-64	0	F	701
Upper Hunter Shire	55-64	0	M	772
Upper Hunter Shire	55-64	1	F	202
Upper Hunter Shire	55-64	1	M	128
